Orthogroup	Mesocricetus_auratus	Mus_musculus
OG0001994	XP_040600756.1, XP_040600754.1	NP_001388780.1, NP_001388779.1, NP_001025464.1, NP_001388778.1
OG0001995	XP_005065866.2, XP_040584275.1, XP_040584316.1, XP_040584242.1, XP_040584301.1	NP_001010829.1, NP_001010839.1, NP_001010835.1, NP_001010827.1, NP_001010838.1
OG0001996	XP_040590063.1, XP_040590064.1, XP_040590062.1, XP_021091954.2	NP_766069.1, NP_001342080.1, XP_030098425.1, NP_766484.1, NP_001349085.1, XP_030098620.1, NP_001004194.2, NP_113566.2, XP_036010818.1, NP_780499.3
OG0001997	XP_005070665.1	NP_079873.1
OG0001998	XP_012971589.1	NP_001349385.1, NP_032450.1
OG0002001	XP_040587667.1, XP_040610761.1	NP_034916.1
OG0002002	XP_005065665.1	XP_011242939.1
OG0002004	XP_040591846.1	XP_006518654.1
OG0002005	XP_012974422.1	NP_001405485.1
OG0002005	XP_005074710.1	NP_079744.1
OG0002006	XP_040593898.1	XP_011246228.1, NP_032511.3
OG0002007	XP_005072832.1	NP_703187.2
OG0002008	XP_040603877.1, XP_005084771.1	XP_036012041.1, NP_034370.2
OG0002009	XP_021089574.1, XP_012977203.1, XP_005081825.1	NP_001185945.1, XP_006540107.1, NP_067266.1, NP_001185944.1
OG0002010	XP_040585587.1, XP_040597353.1	NP_035421.2
OG0002011	XP_040585477.1	NP_067381.1, XP_036016607.1
OG0002012	XP_021084595.1, XP_021084596.1, XP_005139405.2	NP_001411746.1, NP_001411745.1, XP_006531108.1, NP_036128.3
OG0002013	XP_012974313.1, XP_012974314.1, XP_040590777.1	XP_011246598.1, NP_001316556.1
OG0002015	XP_005076537.1, XP_005076563.1	NP_667035.1
OG0002016	XP_005063845.2	NP_667007.1
OG0002016	XP_005063842.1	NP_667008.1, NP_001011850.1
OG0002017	XP_040601663.1	NP_666741.2, NP_666740.1
OG0002018	XP_040610207.1	NP_666884.2, NP_666885.1
OG0002019	XP_005074160.1	NP_667309.1
OG0002019	XP_005074149.1	NP_667305.1
OG0002020	XP_040590542.1	NP_032522.2, NP_001389967.1
OG0002021	XP_005065459.1	XP_006526561.1, NP_001170935.1, NP_898854.1
OG0002022	XP_005065925.1	NP_001157063.1, NP_001157062.1, NP_083351.1, XP_006512949.1
OG0002023	XP_040614115.1, XP_040614116.1	NP_001107005.1, NP_001365987.1
OG0002023	XP_040599864.1	NP_780603.1
OG0002024	XP_012966133.1, XP_012966134.1, XP_012966136.1, XP_012966135.1, XP_012966137.1, XP_040611891.1, XP_021080582.1, XP_021080583.1	XP_006517020.1, NP_001258326.1
OG0002025	XP_005084840.1	NP_937893.1
OG0002026	XP_012979644.1	NP_001277623.1
OG0002027	XP_040591949.1, XP_040591948.1, XP_005084758.1, XP_040591950.1, XP_040591951.1, XP_040591947.1	NP_001166032.1, NP_064395.2, NP_975009.1, XP_006541075.1
OG0002029	XP_005086286.1	NP_032017.2
OG0002029	XP_005072000.1	NP_001004147.1
OG0002030	XP_005081863.1	NP_739566.1
OG0002031	XP_040591456.1, XP_021089578.1	XP_011248850.1, NP_001161982.1, NP_001161983.1, NP_001161984.1, NP_666299.1, NP_001161981.1
OG0002032	XP_040611421.1, XP_040611422.1	NP_001342137.1, NP_001342138.1, NP_032605.1, NP_001342134.1, NP_001342139.1, NP_001342136.1
OG0002033	XP_012968212.1, XP_005069266.1	NP_722488.2, XP_006525925.1
OG0002034	XP_021079831.1	XP_006517714.1, NP_808381.1
OG0002035	XP_040600235.1	NP_033199.1, NP_001295314.1, NP_001295315.1
OG0002036	XP_021088341.1	NP_001334149.1
OG0002037	XP_021088369.1, XP_005079674.1	NP_001343422.1, XP_006539281.1
OG0002038	XP_040613364.1, XP_005081081.1	NP_081339.1
OG0002039	XP_005081115.1	NP_079613.3
OG0002040	XP_040584861.1	NP_001413509.1, XP_006517539.1
OG0002041	XP_012970984.1	XP_017177182.1, NP_068360.4
OG0002042	XP_040585472.1, XP_040585466.1	XP_036008876.1, NP_848822.2
OG0002043	XP_040585299.1	NP_766492.2
OG0002044	XP_040602859.1	NP_001318011.1
OG0002045	XP_005068845.2	NP_080031.1
OG0002046	XP_012969393.1, XP_005070898.1	XP_017169349.1, NP_001303602.1, NP_033189.2, NP_001303603.1
OG0002047	XP_005071984.1, XP_021083957.1	NP_001124526.1
OG0002048	XP_005075210.1	NP_068560.1
OG0002048	XP_005067791.1	NP_001074637.1
OG0002049	XP_005069216.1	XP_030106492.1, NP_084337.2
OG0002050	XP_005078057.1	NP_035299.4, XP_006520097.1
OG0002051	XP_012975400.1	NP_001344177.1, NP_001157194.1, XP_006539211.1, NP_001157193.1
OG0002052	XP_040586176.1	NP_001161058.1, NP_001121982.1
OG0002053	XP_005083031.1, XP_040602983.1, XP_040600151.1	XP_036013670.1, XP_036021553.1
OG0002053	XP_005069489.2	NP_077228.1
OG0002054	XP_040604793.1, XP_040604792.1	NP_001289184.1
OG0002055	XP_012967258.1	NP_035971.1, XP_006533340.1, NP_001277963.1
OG0002056	XP_040613062.1	NP_766460.2, XP_011238824.1
OG0002057	XP_005079280.1, XP_040590902.1, XP_021088174.1, XP_040590903.1	NP_001034248.1, NP_001034247.1, NP_001271243.1, NP_001034246.1, NP_001271241.1, NP_067377.4
OG0002058	XP_005073125.1	NP_080848.1
OG0002059	NP_001268606.1, XP_012971020.1	XP_006530985.1, NP_666329.2
OG0002060	XP_040592802.1	NP_031942.2
OG0002060	XP_040592789.1	NP_001177715.1
OG0002061	XP_021086451.1	NP_001317977.1, XP_006530763.1, NP_032243.2
OG0002062	XP_005076378.1, XP_040592554.1	XP_006531304.1, NP_067466.1
OG0002063	XP_040609382.1, XP_040609360.1, XP_005064372.3, XP_040609371.1, XP_012967883.1	NP_573508.1
OG0002064	XP_040587240.1	XP_036020889.1, NP_038865.1, NP_001123948.1
OG0002065	XP_005063259.1, XP_005087648.1	NP_001268953.1, NP_001268942.1, NP_001268941.1
OG0002066	XP_021084593.1	NP_001186199.1, NP_001170778.1
OG0002066	XP_040599315.1	NP_001170779.1, NP_001264269.1
OG0002067	XP_005081647.1	XP_006525228.1
OG0002068	XP_040607931.1, XP_040607929.1, XP_040607927.1, XP_040607930.1, XP_040607928.1	NP_081469.2, XP_036019191.1
OG0002069	XP_040607872.1	NP_001343453.1, NP_766113.1, XP_006501352.1
OG0002070	XP_005073505.1, XP_012971358.1, XP_012971359.1	XP_006529510.1, NP_766231.2, NP_001399623.1
OG0002071	XP_012976154.1	XP_036019245.1, NP_001276530.1, NP_001276529.1, NP_001027586.1, NP_001027585.1, NP_690012.2, NP_082736.1
OG0002072	XP_040598233.1, NP_001268880.1	NP_031673.2, XP_036013066.1, NP_001272987.1, NP_001272978.1, NP_001021385.1
OG0002073	XP_040598680.1, XP_040598679.1, XP_005086457.2, XP_040598678.1	NP_766002.2, XP_006516332.1
OG0002074	XP_005070090.1	NP_001343303.1, NP_031831.2, XP_036012169.1
OG0002075	XP_012968713.3	NP_033547.1
OG0002075	XP_040604667.1, XP_005067756.1	NP_033548.1
OG0002076	XP_040608078.1, XP_040605577.1	NP_034476.1, XP_006532296.1
OG0002077	XP_012973160.1, XP_005075945.1, XP_021086191.1	NP_083241.1, XP_006534438.1, NP_001156861.1
OG0002078	XP_012977469.1	NP_666365.1
OG0002079	XP_005079763.1, XP_012975722.1, XP_012975723.1	NP_776094.2
OG0002080	XP_012975725.1, XP_005079775.1, XP_012975726.1, XP_012975724.1	NP_001345901.1
OG0002081	XP_005067045.1	NP_083068.1
OG0002082	XP_040585209.1	NP_001404867.1, NP_742051.1, NP_001404865.1, NP_001404866.1
OG0002083	XP_040589078.1	NP_001269048.1, NP_001269047.1
OG0002084	XP_021082978.1	XP_006514791.1, NP_001346091.1, NP_795956.1
OG0002085	XP_040595316.1	NP_766454.1, XP_006537972.1
OG0002086	XP_005078823.1	NP_001073854.1, XP_006537650.1, NP_001356086.1, NP_001073853.1, NP_001073855.1, NP_001356088.1, NP_001277399.1, NP_058040.2, NP_001356087.1, NP_001356085.1
OG0002087	XP_040594498.1	XP_006538271.1, NP_080619.2
OG0002088	XP_040613319.1, XP_040613317.1, XP_040613318.1	NP_001263375.1, NP_001408060.1, NP_032551.3
OG0002089	XP_005086882.1	NP_001177378.1
OG0002090	XP_040588128.1, XP_005084967.1, XP_012979757.1	NP_001104569.1, NP_031695.1
OG0002091	XP_040585073.1	NP_001400264.1, NP_001334330.1, NP_001400267.1, NP_035043.1, NP_001334331.1, NP_001400271.1, NP_001400268.1, NP_001400263.1, NP_001400265.1, NP_001400266.1, NP_001400269.1, NP_001400272.1, NP_001361732.1, NP_001104302.1
OG0002092	XP_012980224.1	NP_001028391.2
OG0002093	XP_040592225.1	NP_001389975.1, NP_001158072.1, NP_001365915.1, NP_598452.2, NP_001365914.1, NP_001365913.1, NP_001343558.1, NP_082640.2, XP_030104578.1
OG0002094	XP_005085444.1	NP_001011866.1
OG0002094	XP_040588862.1, XP_040588876.1	NP_667164.1, NP_001011776.1
OG0002095	XP_040594834.1	NP_059505.1
OG0002095	XP_040584543.1	XP_036022186.1
OG0002096	XP_005078124.1	NP_031506.1
OG0002096	XP_005077731.1	NP_031505.1
OG0002097	XP_040584714.1	NP_001074498.1
OG0002098	XP_040593380.1	NP_001398289.1, NP_001348176.1, NP_001398288.1, NP_001398287.1, NP_001398285.1, NP_064323.2, NP_001398282.1, NP_001398281.1, NP_001348177.1, NP_001158205.1, XP_036008133.1, NP_001158206.1
OG0002099	XP_040612613.1	NP_001405911.1, NP_001405908.1, NP_034343.2, NP_001405910.1, NP_001405909.1, XP_036019571.1
OG0002100	XP_005083969.1	NP_001366210.1, NP_001272830.1, NP_001343333.1, NP_001366211.1, NP_001366212.1, NP_001366213.1, NP_001272831.1, NP_001366214.1, NP_001272828.1, NP_001366209.1, NP_001343334.1, NP_536717.2, XP_011238739.2, NP_001366208.1
OG0002101	XP_021078415.2	NP_058655.3
OG0002102	XP_040587886.1	NP_032665.1
OG0002102	XP_040591172.1	NP_663758.2
OG0002103	XP_012977719.1	NP_536715.3
OG0002104	XP_040597157.1, XP_040597158.1, XP_040597160.1, XP_040597159.1	NP_787056.1, NP_032402.2
OG0002105	XP_040587635.1, NP_001268511.1	XP_017168032.1, NP_033940.1, NP_001271338.1
OG0002106	XP_040587673.1	NP_001104788.1
OG0002106	XP_005066580.1	NP_083659.1
OG0002107	XP_005079120.1	NP_035989.1, XP_036013300.1
OG0002108	XP_012975288.1, XP_005079163.1	NP_001265511.1, NP_001265513.1, NP_032921.1, NP_001265512.1, NP_001265510.1
OG0002109	XP_040608082.1, XP_040608083.1, XP_005076570.1, XP_021086584.1	XP_006502275.1, NP_001136424.1
OG0002110	XP_005080322.1	NP_033138.1
OG0002111	XP_005076299.1	NP_038663.2
OG0002112	XP_040584439.1, XP_040584435.1, XP_040584440.1, XP_040584438.1, XP_012978649.1, XP_040584436.1, XP_040584437.1	XP_006503620.2, NP_033178.2, NP_001230002.1, NP_001230001.1
OG0002113	XP_012979151.1	NP_001165536.1, NP_001165535.1, NP_001344754.1, NP_722472.1, XP_006536303.1
OG0002114	XP_005064047.1, XP_005064046.1, XP_005064045.1	NP_001389993.1, NP_001158040.1, NP_001389994.1, NP_001157954.1, NP_001157953.1, NP_035509.4, XP_036017386.1, NP_001157952.1
OG0002115	XP_005063954.1	NP_958813.1, XP_006527232.1
OG0002116	XP_012969027.1	NP_081688.2, XP_036017577.1
OG0002117	XP_040591888.1, XP_040586924.1	NP_666457.1
OG0002117	XP_040588423.1	NP_667201.1
OG0002118	XP_005079941.1	NP_950186.3
OG0002119	XP_040594513.1	XP_036008144.1, NP_001371148.1
OG0002120	XP_040592985.1	NP_035087.3
OG0002121	XP_040594180.1	NP_001398091.1, NP_001398092.1, NP_001398090.1, NP_001398089.1, NP_001398083.1, NP_001398084.1, NP_059079.2, XP_006506444.1, NP_001398088.1, NP_001398087.1, NP_001398086.1, NP_001398085.1
OG0002122	XP_021087039.1	NP_001317993.1
OG0002123	XP_012974263.1	NP_001297374.1
OG0002124	XP_005087158.2	XP_011240630.1, NP_082446.2
OG0002125	XP_012978370.1, XP_021090476.1	NP_001264194.1, NP_033351.1, NP_001345441.1
OG0002126	XP_040612191.1	NP_001390423.1
OG0002127	XP_040586234.1, XP_040586197.1, XP_040586263.1	NP_001411443.1, NP_001411441.1, NP_001234913.1, NP_001411442.1, XP_036014400.1, NP_001411444.1, NP_032905.2
OG0002128	XP_040587894.1, XP_005071011.1	NP_033455.1
OG0002129	XP_040595744.1, XP_040595743.1, XP_040595745.1	XP_006510809.1, NP_001028382.1
OG0002130	XP_005068747.1	NP_663509.2
OG0002131	XP_005068743.1	NP_001399544.1
OG0002132	XP_040588695.1	NP_001405469.1, NP_001405467.1, NP_001405466.1, NP_079975.2, NP_001405468.1
OG0002133	XP_012972130.1	NP_001103376.1
OG0002134	XP_012972147.1, XP_005074483.1	NP_001398322.1
OG0002135	XP_040587000.1	XP_006530368.1
OG0002136	XP_040609653.1	XP_011243797.1
OG0002137	XP_040587516.1, XP_040587513.1, XP_040587514.1, XP_021089003.1, XP_021089005.1, XP_040587515.1, XP_021089006.1	XP_006504381.1, NP_067286.1
OG0002138	XP_040593517.1	XP_006505930.1, NP_941006.2
OG0002139	XP_040599352.1	NP_032540.2
OG0002140	XP_021084565.1, XP_005073007.1	NP_001342574.1
OG0002141	NP_001268771.1	XP_006526679.3, NP_031637.1
OG0002142	XP_005064309.1, XP_012971817.1	NP_598516.2, NP_001272936.1, NP_001272938.1
OG0002143	XP_021080939.1, XP_012966438.1, XP_005066861.1, XP_021080940.1	NP_001334135.1
OG0002144	XP_012975511.2	XP_011238048.1
OG0002144	XP_005064829.1	XP_006500389.1, NP_083508.1
OG0002145	XP_012968415.1	NP_001298005.1, XP_006511149.1
OG0002146	XP_040597141.1	NP_666429.2, XP_017171512.1, NP_666428.2
OG0002146	XP_040596860.1	NP_666431.2
OG0002147	XP_040607660.1, XP_040607662.1, XP_040607663.1, XP_040607661.1	NP_031435.1
OG0002148	XP_012981450.1, XP_040603443.1	NP_001357683.1, NP_631937.1
OG0002149	XP_040606726.1, XP_040606727.1	NP_001025060.1, XP_006521961.1
OG0002150	XP_005076783.1	NP_001162050.1, NP_079979.2
OG0002151	XP_005076191.1, XP_040608571.1	NP_033276.1
OG0002152	XP_012966113.1	XP_006516968.1
OG0002153	XP_040611666.1	NP_001074520.1
OG0002154	XP_005084544.1	XP_006496001.1, NP_705784.1
OG0002155	XP_005070599.1, XP_040609328.1	XP_011236737.1, NP_067270.1, NP_001177913.1, NP_001177914.1
OG0002156	XP_005078171.1	NP_001344171.1, NP_082137.1, XP_006535661.1
OG0002157	XP_021087570.1	XP_011237176.2, NP_001399755.1
OG0002158	XP_040600564.1	NP_001345385.1
OG0002159	XP_021079592.2, XP_040600221.1	NP_001371195.1, NP_001371196.1
OG0002160	XP_040611927.1	NP_001349147.1, XP_017170865.1, NP_034076.1
OG0002162	XP_040590163.1, XP_040590164.1, XP_040597119.1, XP_040597118.1, XP_040597287.1, XP_040590190.1	NP_001098118.1, XP_036009214.1, NP_001371875.1, XP_036009253.1, NP_001361579.2, XP_036008379.1, XP_036009215.1, NP_001098114.2
OG0002164	XP_005072536.1	XP_006528697.1, NP_113567.1, NP_899143.3, NP_001229866.1, NP_001092791.2, NP_808586.2, XP_006528528.1, NP_083735.3, XP_017174123.1
OG0002165	XP_040590704.1	NP_034939.2
OG0002165	XP_040590708.1	NP_062344.1
OG0002166	XP_005063475.1	NP_001265534.1, NP_033496.1
OG0002167	XP_040605671.1	NP_598789.1
OG0002167	XP_040605664.1	NP_598785.1
OG0002168	XP_040595577.1	NP_775589.1
OG0002168	XP_005087136.1	NP_075615.2
OG0002169	XP_005070452.2	NP_033022.1
OG0002169	XP_040605758.1	NP_083852.1
OG0002170	XP_005068487.1	NP_032105.2, XP_017170449.1
OG0002171	XP_012976656.1	NP_001272413.1, XP_017175475.1, NP_001272411.1, NP_001272412.1, NP_032335.2, NP_001408036.1, NP_001408035.1
OG0002172	XP_005082275.1, XP_040608985.1, XP_021089823.1	XP_036012962.1, NP_001258536.1, NP_031748.2
OG0002173	XP_005071245.1	XP_036021602.1, NP_780522.1
OG0002174	XP_040589488.1	NP_001254550.1
OG0002175	XP_040613536.1, XP_005074189.1	XP_036008591.1, NP_001369387.1, NP_034661.1, NP_001350911.1
OG0002176	XP_005068975.1, XP_040602760.1	NP_001171162.1, NP_058618.2, NP_001369220.1, NP_001171174.1, NP_001369219.1, XP_036012743.1
OG0002177	XP_040599986.1, XP_040599988.1, XP_040599987.1	NP_062747.1, XP_006528985.1
OG0002178	XP_021081476.2	NP_034733.4
OG0002179	XP_005084949.1	NP_035417.2
OG0002180	XP_040609544.1	NP_035164.1
OG0002181	XP_040612828.1	NP_067448.1
OG0002182	XP_040612556.1	XP_036014175.1, NP_036105.2
OG0002183	XP_005070404.1	XP_036014166.1, NP_001029037.1, NP_077239.1
OG0002184	XP_040597776.1	XP_036016836.1
OG0002184	XP_005077851.1	NP_033812.3
OG0002185	XP_005071949.1, XP_040604426.1, XP_012970162.1, XP_005071950.1	NP_001098000.1, XP_006533994.1, NP_001098026.1, NP_001098027.1, NP_079702.3
OG0002186	XP_040612281.1, XP_040597526.1	XP_006539175.1
OG0002187	XP_040593688.1, XP_040593691.1, XP_040593689.1, XP_040593687.1	NP_035930.1
OG0002189	XP_005075241.1, XP_012972644.1, XP_021085838.1	XP_036010125.1, NP_079712.1
OG0002190	XP_005076651.1	NP_666700.1
OG0002190	XP_005087261.1	NP_666725.1
OG0002191	XP_021086264.2	NP_034796.1
OG0002191	XP_005076034.1	NP_001028569.2
OG0002192	XP_005065123.1	NP_666783.1
OG0002193	XP_005074158.1	NP_667294.1
OG0002193	XP_005074150.1, XP_005074209.2	NP_667032.2
OG0002194	XP_005075786.2, XP_040589306.1	NP_667244.2, NP_667245.1
OG0002195	XP_005078241.2	NP_666928.2
OG0002195	XP_040593539.1	NP_666927.2
OG0002196	XP_005074147.1	NP_001011793.1, NP_001011845.2
OG0002196	XP_005074148.2	NP_666942.1
OG0002197	XP_012976436.2, XP_012976430.1	NP_001005227.2, NP_001005225.1, NP_666675.2
OG0002198	NP_001269227.1, XP_021085464.1	NP_001258645.1, NP_001288301.1, NP_032586.1, NP_001258646.1
OG0002199	XP_021086079.1	NP_071773.2
OG0002199	XP_005063836.1	NP_032049.1
OG0002200	XP_012972186.1	NP_001347902.1
OG0002201	XP_021080588.1, XP_012966125.1, XP_040611882.1, XP_021080590.1, XP_012966124.1, XP_005066376.1	NP_056574.2, XP_006516992.1
OG0002202	XP_005084205.1, XP_040598980.1, XP_040584119.1, XP_040612064.1, XP_040588747.1	NP_079624.1
OG0002203	XP_005084796.2	NP_001008422.1
OG0002204	XP_012979602.3, XP_005084792.1, XP_021091439.1	NP_001405961.1, NP_001405962.1
OG0002207	XP_021089531.1	NP_032787.1, NP_001274142.1, NP_001104543.1, NP_001403939.1, NP_001403938.1, NP_001403937.1, NP_001403936.1, NP_001274146.1, NP_001403935.1
OG0002208	XP_021089321.1	NP_666226.2
OG0002209	XP_005083165.1	NP_001343288.1
OG0002209	XP_040602430.1	NP_079819.1
OG0002210	XP_005069258.1	NP_001348196.1, NP_001158093.1, NP_001348193.1, NP_064396.2, XP_006526189.1, NP_001348194.1, NP_001348195.1, NP_001348198.1, NP_001348197.1
OG0002211	XP_005065679.1, XP_040584821.1, XP_012982110.1	NP_849249.1
OG0002212	XP_005078727.2	NP_077787.3
OG0002213	XP_040591330.1	NP_001032812.2, NP_031432.2, XP_006530643.1, NP_001103226.1, NP_001032813.1
OG0002214	XP_040612519.1	NP_001029138.1, NP_058591.2
OG0002215	XP_040612455.1	NP_694800.1
OG0002216	XP_040612292.1, XP_040612291.1, XP_012978998.2	XP_006539101.1, NP_080659.1
OG0002217	XP_040613443.1	NP_001139779.1, NP_077723.3
OG0002217	XP_040613435.1	XP_011248609.1, NP_062675.2
OG0002218	XP_005088748.3	NP_032615.2
OG0002218	XP_005077848.1	NP_032614.2
OG0002219	XP_005068900.1	NP_598485.1
OG0002220	XP_040613982.1	NP_598535.1
OG0002221	XP_005084463.1	NP_808561.2, XP_006541021.1
OG0002222	XP_012974361.1, XP_012974360.1	NP_001347638.1
OG0002223	XP_005139282.2	XP_030110224.1, NP_035734.4, NP_001371100.1, NP_001346109.2
OG0002224	XP_005068827.2	NP_035532.2
OG0002225	XP_005070872.3	NP_001073293.1
OG0002226	XP_040588538.1, XP_012969377.1	NP_001157846.1, NP_001386598.1, XP_006513025.2, NP_001386600.1
OG0002227	XP_040587989.1	XP_006514102.1, NP_001186116.1, NP_081213.1
OG0002228	XP_005071983.1, XP_040604407.1	XP_011247125.1, NP_683514.2, NP_945174.1
OG0002229	XP_021083953.1, XP_005071978.1	NP_598556.1
OG0002230	XP_040603837.1, NP_001268547.1	NP_036021.1, XP_006533369.1
OG0002231	XP_040613587.1	XP_011243643.1, NP_001008420.1
OG0002232	XP_040611113.1	NP_082453.2, NP_001347672.1, NP_001347673.1, XP_036009503.1
OG0002233	XP_012980522.1	NP_473437.2, NP_001171318.1, NP_001171316.1, NP_001171317.1, XP_030099888.1
OG0002234	XP_005069591.1, XP_012968472.1, XP_012968471.1	NP_001273570.1, XP_006510521.1, NP_849237.2
OG0002235	XP_040604877.1	NP_766148.2, XP_011247218.1
OG0002236	XP_040599709.1, XP_040613039.1	NP_033777.1, NP_001171073.1, XP_017175412.1, NP_001171076.1, NP_001171075.1
OG0002237	XP_005072217.1, XP_040612958.1, XP_021084064.1, XP_012970352.1	XP_036020444.1, NP_084261.1
OG0002238	XP_040612944.1	XP_011238834.1, NP_001412052.1, NP_001412053.1, NP_001272887.1, NP_001272885.1, NP_766462.2
OG0002239	XP_040590882.1	NP_001075026.1
OG0002240	XP_012975382.1, NP_001268568.1	NP_065594.2
OG0002241	XP_005073138.1	NP_001365945.1, NP_001365946.1, NP_001365947.1, NP_780394.1, XP_006531460.1
OG0002242	XP_005076342.1	XP_036010147.1, NP_080757.1
OG0002243	XP_005063907.1	NP_081195.1
OG0002244	XP_005080391.1, XP_040612140.1	NP_077128.2, XP_036018031.1
OG0002245	XP_040587133.1	NP_001074937.1, NP_001074935.1, NP_001074934.1, NP_001074933.1, NP_065064.2, NP_001334417.1, NP_001074932.1, NP_001074931.1, XP_011239187.1, NP_001074938.1, NP_001074939.1, NP_001231865.1, NP_001074936.1
OG0002246	XP_040587315.1	NP_001346540.1, XP_030110791.1, NP_113583.2
OG0002247	XP_040607270.1	NP_057892.2
OG0002248	XP_021081850.1, XP_040598544.1	NP_001365456.1, NP_001365454.1
OG0002249	XP_005080040.1	NP_079880.1, NP_001343892.1
OG0002250	XP_005064402.1	NP_001407169.1, NP_598704.2, NP_001035774.1, NP_001407168.1, NP_001407172.1, NP_001407171.1, NP_001407173.1, NP_001407170.1
OG0002251	XP_040604141.1	NP_084074.1, NP_001344069.1
OG0002252	XP_005081796.3	NP_035451.1, NP_001371026.1, NP_001371023.1, NP_001371027.1, NP_001371029.1, NP_001070889.1
OG0002253	XP_021086878.1, XP_040607910.1, XP_012973873.1	NP_001106950.1, XP_017175000.1, NP_033172.2
OG0002254	XP_040589483.1, XP_040589482.1	NP_877422.2
OG0002255	XP_040589550.1	NP_035708.2
OG0002257	XP_005073524.1, XP_021084854.1	NP_032895.1
OG0002258	XP_040593907.1, XP_040593908.1	NP_775600.1, NP_001343418.1, XP_011237114.1
OG0002259	XP_040608449.1, XP_040608446.1, XP_040608445.1, XP_040608447.1, XP_040608450.1, XP_040608448.1, XP_040608451.1	NP_071314.1, XP_006502211.1
OG0002260	XP_040608365.1	XP_036019277.1
OG0002261	XP_005080232.1	NP_001396408.1, NP_001396410.1, NP_001032811.2, NP_001396416.1, NP_001396415.1, NP_033744.1, NP_001396412.1, NP_001396413.1, NP_001396417.1, NP_001396418.1, NP_001396414.1, NP_001396409.1, NP_001396411.1
OG0002262	XP_005076507.1, XP_021086552.1	NP_001345235.1
OG0002263	XP_012967666.1, XP_005068449.1	XP_006516134.1, NP_058552.1
OG0002264	XP_040598963.1	XP_030102642.1, NP_001315976.1
OG0002265	XP_021078482.1, XP_005085865.1	NP_543119.2
OG0002266	XP_005068464.1	NP_705815.1
OG0002267	XP_040599289.1	XP_006515979.1, NP_766541.2
OG0002268	XP_040598470.1	NP_848728.2
OG0002269	XP_012967530.1, XP_012967531.1	XP_006516357.1, NP_780416.2, NP_001348845.1, NP_001348846.1
OG0002270	XP_005076616.1, XP_040598314.1, XP_012967537.1, XP_040598315.1	XP_030101292.1
OG0002271	XP_040612121.1	NP_001347587.1
OG0002272	XP_040603794.1, XP_040603054.1, XP_040602434.1, XP_040604318.1, XP_040595705.1, XP_040605470.1	NP_001359500.1, XP_006534667.1, NP_001156644.1, XP_980150.2, NP_001191966.1, XP_054875549.1, NP_001099031.1
OG0002273	XP_012978761.1, XP_012978764.1, XP_040601181.1, XP_040601180.1, XP_040601179.1, XP_012978762.1, XP_012978763.1	NP_001005424.2, NP_001386174.1
OG0002274	XP_005070229.1	NP_001405967.1, NP_001405968.1, NP_081183.3, NP_001405966.1, XP_006533917.1
OG0002274	XP_040606149.1, XP_012968634.1	XP_006532811.1, NP_663348.2
OG0002275	XP_012968869.1, XP_012968870.1, XP_005069905.1	NP_001254520.1, NP_001020788.1, NP_001254521.1, XP_006534467.1, NP_083778.2, NP_001020789.1
OG0002276	XP_040605901.1, XP_040600223.1	NP_034785.1
OG0002277	XP_012981651.1	NP_082300.1, XP_030102201.1
OG0002278	XP_005077125.1	NP_033165.1
OG0002278	XP_021086763.1	NP_035468.1
OG0002279	XP_021090674.1	NP_001277342.1, XP_006497912.1, NP_033448.2
OG0002280	XP_040601087.1	NP_001107046.1
OG0002281	XP_040592847.1	NP_001411588.1
OG0002282	XP_040600960.1	NP_083122.1, XP_030107995.1
OG0002283	XP_040591574.1, XP_040591575.1, XP_040591577.1, XP_040591576.1, XP_040591578.1, XP_040591579.1	NP_001263354.1, NP_035503.1
OG0002284	XP_040591561.1	NP_001107041.1
OG0002285	XP_005082155.1	NP_950190.2
OG0002286	XP_005066951.1	NP_001104758.1
OG0002287	XP_021081112.1	XP_030104178.1, NP_001152993.1
OG0002288	XP_040608636.1, XP_040608635.1, XP_040608634.1	NP_001398349.1, NP_032695.3
OG0002289	XP_040610130.1, XP_040610129.1, XP_040610128.1	NP_082607.3, XP_036015501.1
OG0002290	XP_005070450.1, XP_040589091.1, XP_040589090.1, XP_012969075.1	NP_001349796.1
OG0002291	XP_040594326.1	NP_001004025.1
OG0002292	XP_040614022.1	NP_001344385.1
OG0002293	XP_005078893.1	NP_081554.2
OG0002294	XP_005078857.1, XP_012975082.1, XP_012975080.1, XP_021087850.1	NP_001032798.1, NP_001356127.1, XP_006537591.1, NP_951012.2, NP_001413084.1, NP_001413083.1
OG0002295	XP_005076541.1, XP_040594715.1	NP_082805.1, NP_079899.1
OG0002296	XP_005065858.1	NP_001159888.2
OG0002297	XP_012970609.1, XP_012970608.1, XP_040585302.1	NP_001342051.1, NP_083105.3, XP_030099067.1
OG0002298	XP_012971503.1, XP_005073733.1	NP_001139441.1, NP_001139440.1, NP_081376.2
OG0002299	XP_040596591.1, XP_012965713.1	NP_001366555.1, NP_001366556.1, NP_109658.2, XP_006538446.1
OG0002300	XP_005066288.1	NP_079945.1
OG0002301	XP_012969058.1	NP_766061.2, XP_006512697.1
OG0002302	XP_012966704.1, XP_012966705.1	NP_001029044.1
OG0002303	XP_040603240.1	NP_444414.2
OG0002303	XP_021081730.1	NP_001019319.1
OG0002304	XP_005083356.1	NP_510962.2
OG0002304	XP_005086532.1	NP_001128565.1
