Orthogroup	Myotis_lucifugus	Ictidomys_tridecemlineatus
OG0003571	XP_006093162.1	XP_013213587.1
OG0003572	XP_014305780.1	XP_005316571.1
OG0003573	XP_014303136.1	XP_005316576.1
OG0003574	XP_006086007.1	XP_005316642.1, XP_040130872.1
OG0003575	XP_006085971.1	XP_040130652.1
OG0003576	XP_023604970.1	XP_040143039.1
OG0003577	XP_006104865.1, XP_023608752.1	XP_005340232.1
OG0003578	XP_023616226.1	XP_013220887.1
OG0003579	XP_006100358.1	XP_005325869.1
OG0003580	XP_023606184.1, XP_006084667.1	XP_013219339.1
OG0003581	XP_006084655.1	XP_005341962.1
OG0003582	XP_023606094.1	XP_040148100.1
OG0003583	XP_006084575.1	XP_005337322.1
OG0003584	XP_006094510.1	XP_040126315.1
OG0003585	XP_006094520.1	XP_013212250.1, XP_021583610.1
OG0003586	XP_006092877.1	XP_040126524.1, XP_040140744.1, XP_040126176.1, XP_013217049.2, XP_013219684.1
OG0003588	XP_006084863.1	XP_040131546.1, XP_005331054.1
OG0003591	XP_014323087.1	XP_040150456.1
OG0003592	XP_006098455.1	XP_005324436.1
OG0003593	XP_006082417.1	XP_005324423.1
OG0003594	XP_006082422.1	XP_005324417.1, XP_005325662.2
OG0003595	XP_006082441.1	XP_005324390.1
OG0003596	XP_014319937.1	XP_005335160.1
OG0003597	XP_006082538.1	XP_040150804.1, XP_005331924.1, XP_040150805.1
OG0003598	XP_006094886.1	XP_005329572.1
OG0003599	XP_006094372.1	XP_040133506.1
OG0003600	XP_023600716.1, XP_006108648.3	XP_005335910.1
OG0003601	XP_006104772.1	XP_040133501.1, XP_005319916.1
OG0003602	XP_006097005.1	XP_005339419.1
OG0003603	XP_023600710.1	XP_013214670.1
OG0003605	XP_023608759.1, XP_023608758.1, XP_023606227.1, XP_023608760.1	XP_005338590.2
OG0003606	XP_014306742.1	XP_013218459.2
OG0003608	XP_006085676.1	XP_021588549.1, XP_005334872.1, XP_013218086.1, XP_005334873.1
OG0003609	XP_006097218.1	XP_005338695.1
OG0003610	XP_014318493.1	XP_040143255.1, XP_005338725.1
OG0003611	XP_006082926.1, XP_023619978.1	XP_040137830.1
OG0003612	XP_006083004.1	XP_005337540.2, XP_021590340.1, XP_040137760.1
OG0003613	XP_023614437.1	XP_040140063.1
OG0003614	XP_006082184.1	XP_013211511.1, XP_040141178.1
OG0003615	XP_023608806.1	XP_021591077.1, XP_021591076.1, XP_040142732.1, XP_021591074.1, XP_005338563.1, XP_040142738.1, XP_021591075.1
OG0003617	XP_006093748.1	XP_005335768.1
OG0003618	XP_006108588.1, XP_023600472.1, XP_014306302.1	XP_021584431.1, XP_040124073.1
OG0003621	XP_006100144.1	XP_040132258.1
OG0003622	XP_006082127.1, XP_006082126.1, XP_023613551.1, XP_023613554.1	XP_005337725.1
OG0003624	XP_014306653.1	XP_005318191.1
OG0003624	XP_014305355.1, XP_023604285.1	XP_040145111.1
OG0003631	XP_006097663.2	XP_005321261.1
OG0003633	XP_023614544.1	XP_005323441.1
OG0003634	XP_006100718.1	XP_040126476.1
OG0003635	XP_014316510.1	XP_040124452.1, XP_005336046.1, XP_005336045.1, XP_021589403.1
OG0003636	XP_023618446.1	XP_040145424.1
OG0003639	XP_006107817.3	XP_005327861.1
OG0003640	XP_014312567.1	XP_005337269.1
OG0003641	XP_023601500.1	XP_021581355.2
OG0003642	XP_006105206.1	XP_040125476.1, XP_005337354.1, XP_040125474.1
OG0003643	XP_023618239.1, XP_023604983.1, XP_023618262.1	XP_005326285.1
OG0003645	XP_023616700.1	XP_040136701.1
OG0003646	XP_023615987.1	XP_005338960.2
OG0003647	XP_014302763.1, XP_023601941.1, XP_014306587.2	XP_040144965.1
OG0003648	XP_006092480.1, XP_014314351.1, XP_023612700.1, XP_023612701.1, XP_023612699.1	XP_005328300.1
OG0003649	XP_023612404.1	XP_013216118.1, XP_013216119.1
OG0003650	XP_006097598.1	XP_005334465.1
OG0003651	XP_006109582.1	NP_001269184.1
OG0003652	XP_014313041.1, XP_014313042.1	XP_005328038.1
OG0003653	XP_023609844.1	XP_005325485.1
OG0003654	XP_006097010.1	XP_040131241.1, XP_005338006.3
OG0003655	XP_006098883.1	XP_040150045.1
OG0003656	XP_023608320.1	XP_005318490.1
OG0003658	XP_006083428.1	XP_021581498.1
OG0003659	XP_014303125.1	XP_005332859.1
OG0003660	XP_006094617.1	XP_040140797.1
OG0003661	XP_006083892.1	XP_040147362.1
OG0003662	XP_023611581.1	XP_005322850.1
OG0003664	XP_023601629.1, XP_006104753.1	XP_005319914.1
OG0003665	XP_006089667.1	XP_040140670.1
OG0003666	XP_014304557.1, XP_023603602.1	XP_013217434.1
OG0003667	XP_006102225.1	XP_040135623.1, XP_040135624.1
OG0003668	XP_014318519.1	XP_013218621.1, XP_040144159.1, XP_040144158.1
OG0003669	XP_006084916.1	XP_040126142.1
OG0003670	XP_006107901.1	XP_005328434.1, XP_040141307.1
OG0003671	XP_023610265.1, XP_014309802.1, XP_006081120.1	XP_005328487.1
OG0003672	XP_023600426.1	XP_013213314.1
OG0003673	XP_014316433.1	XP_013215832.2
OG0003674	XP_006108545.3	XP_005326587.1
OG0003675	XP_006103535.1	XP_005323916.1, XP_021581190.1
OG0003676	XP_006108540.1	XP_005331526.1, XP_005342836.1
OG0003677	XP_006095222.1	XP_005331313.1, XP_021586239.1
OG0003680	XP_006094661.1	XP_005323361.1
OG0003681	XP_014313934.1	XP_005331667.1
OG0003683	XP_006089761.1, XP_006107836.1	XP_005341127.1
OG0003685	XP_006097229.1	XP_005338703.1, XP_040131238.1
OG0003686	XP_023603074.1	XP_005341749.1
OG0003687	XP_023604977.1	XP_021589825.1
OG0003688	XP_023616330.1	XP_040135336.1
OG0003690	XP_006097464.1	XP_005334423.1
OG0003692	XP_006087243.2	XP_040131396.1
OG0003693	XP_014309928.1, XP_006087235.2, XP_014309929.1	XP_040131418.1
OG0003694	XP_006087195.1	XP_005323094.1
OG0003696	XP_006102271.1	XP_005321428.2
OG0003697	XP_006103824.1	XP_040139440.1
OG0003698	XP_014305162.1	XP_040139500.1
OG0003700	XP_014309587.1	XP_005324161.1
OG0003701	XP_006102259.1	XP_005320918.1
OG0003702	XP_023600435.1	XP_005341804.3
OG0003703	XP_014319835.1	XP_005326256.1
OG0003704	XP_006107805.1, XP_014303715.1	XP_021576634.1
OG0003707	XP_023602222.1	XP_040135858.1
OG0003710	XP_006109692.1	XP_021590867.1
OG0003711	XP_023599337.1	XP_021590847.2
OG0003712	XP_006103643.1	XP_021590835.1
OG0003713	XP_023615635.1	XP_005330693.1
OG0003715	XP_006108699.2, XP_014305039.2, XP_023600014.1, XP_006109306.1, XP_023604051.1, XP_023599999.1, XP_023600018.1	XP_005318146.1
OG0003717	XP_006098537.1, XP_014305807.1, XP_014311052.1	XP_005325722.1, XP_013211820.1
OG0003718	XP_023606532.1	XP_005329010.1
OG0003720	XP_023601201.1	XP_040144046.1
OG0003723	XP_006081309.1	XP_005315713.1
OG0003724	XP_023606235.1, XP_014306906.1, XP_014306902.1	XP_005329047.1
OG0003725	XP_023600991.1	XP_021578535.1
OG0003726	XP_023603017.1	XP_005320185.1
OG0003727	XP_023604391.1	XP_040130316.1, XP_013211755.1, XP_013211754.1
OG0003728	XP_006108321.3	XP_005316922.1, XP_040149247.1, XP_040150632.1
OG0003729	XP_006105419.1, XP_014303023.1	XP_005319040.1
OG0003732	XP_006088577.1	XP_005319965.1
OG0003733	XP_006081684.1	XP_005333234.1
OG0003734	XP_014308988.1	XP_040131390.1
OG0003735	XP_006104560.1	XP_005320416.2
OG0003736	XP_014302496.2	XP_040134599.1
OG0003737	XP_023610384.1	XP_040129534.1
OG0003738	XP_023610910.1	XP_005326051.2
OG0003739	XP_023610912.1	XP_005325941.1, XP_040129463.1, XP_040129464.1
OG0003740	XP_014310181.2	XP_021587231.2
OG0003741	XP_023609538.1	XP_021587261.1
OG0003743	XP_023609845.1	XP_005325492.1
OG0003744	XP_014311659.1	XP_005325536.1
OG0003746	XP_023617761.1	XP_040139716.1
OG0003747	XP_023599021.1	XP_040139713.1
OG0003748	XP_006108646.3	XP_040141305.1
OG0003749	XP_006109891.2	XP_005328417.1
OG0003750	XP_014302157.1	XP_021584132.1
OG0003751	XP_023600063.1	XP_005328346.1
OG0003752	XP_006093545.1, XP_023613690.1	XP_040139700.1
OG0003753	XP_006100720.1	XP_040125456.1
OG0003754	XP_006102817.1	XP_021590280.1
OG0003755	XP_023599627.1	XP_005332944.1
OG0003756	XP_014303280.1, XP_014306343.2	XP_005340871.1
OG0003757	XP_006089834.1	XP_005337771.1
OG0003758	XP_014317560.1	XP_005326069.1
OG0003759	XP_023608594.1	XP_040144623.1
OG0003761	XP_006102972.2	XP_040145073.1
OG0003762	XP_023603501.1	XP_021588516.2
OG0003763	XP_023616867.1	XP_021589031.1
OG0003764	XP_023608330.1	XP_005335507.1
OG0003765	XP_006088284.1	XP_040134247.1
OG0003766	XP_023613557.1	XP_021584234.1
OG0003767	XP_014308607.2	XP_013215522.1
OG0003768	XP_014309491.1, XP_006081123.1	XP_005339788.1
OG0003769	XP_006097754.1	XP_005339774.1
OG0003772	XP_014304014.1	XP_005323823.1
OG0003773	XP_023620605.1, XP_006105374.1	XP_005323791.1
OG0003774	XP_006108200.1, XP_006100991.1	XP_005337843.1
OG0003775	XP_023620250.1	XP_040133004.1
OG0003776	XP_023620260.1	XP_005337898.1
OG0003777	XP_023613407.1	XP_021583696.1
OG0003778	XP_006093221.1	XP_005327804.1
OG0003779	XP_023602646.1	XP_005324007.1
OG0003780	XP_006094954.1	XP_005329536.1
OG0003781	XP_006095221.2	XP_040145040.1
OG0003782	XP_006087460.1	XP_021576613.1
OG0003784	XP_023610588.1, XP_006089988.1	XP_040132621.1
OG0003785	XP_023610522.1	XP_005335031.1
OG0003786	XP_023609735.1	XP_005319813.3
OG0003787	XP_023601622.1	XP_021576964.1, XP_040146901.1, XP_021582896.2
OG0003788	XP_014319029.2	XP_005331435.1
OG0003789	XP_006097893.1, XP_014319063.1, XP_014319061.1	XP_005331415.1, XP_021586200.1, XP_040143615.1
OG0003790	XP_023612175.1	XP_040129779.1
OG0003791	XP_023617950.1	XP_005321290.1, XP_021579447.1
OG0003792	XP_023619604.1	XP_021576492.1
OG0003793	XP_006100565.1	XP_005339201.1
OG0003794	XP_006099644.1	XP_005322798.1
OG0003795	XP_023620882.1	XP_021579398.2, XP_040130429.1, XP_040130428.1
OG0003796	XP_023619829.1	XP_040130903.1
OG0003797	XP_023603670.1	XP_021576911.2
OG0003799	XP_006107754.1	XP_040124338.1
OG0003800	XP_023600526.1	XP_013217104.1, XP_005332608.1, XP_013217105.1
OG0003801	XP_023604604.1	XP_005336030.1
OG0003802	XP_023612613.1	XP_040124571.1
OG0003803	XP_014314262.1	XP_005328175.1
OG0003804	XP_023620153.1	XP_005321873.1, XP_040124743.1
OG0003805	XP_014319986.1	XP_040126449.1
OG0003806	XP_023615390.1	XP_013212404.1
OG0003807	XP_006092290.1	XP_005321610.1
OG0003808	XP_006095607.1	XP_005327910.1
OG0003809	XP_006095609.1	XP_040125168.1
OG0003810	XP_006105192.1	XP_040125489.1
OG0003811	XP_006109433.3	XP_021589995.2
OG0003812	XP_006108871.1	XP_005337026.1
OG0003813	XP_023603561.1	XP_013212149.1
OG0003814	XP_023600214.1	XP_013212196.1
OG0003815	XP_014317713.1, XP_006096352.1	XP_005320992.1
OG0003816	XP_023611730.1, XP_006091190.1	XP_013212154.1
OG0003817	XP_014322033.1, XP_006091191.1	XP_005320984.1, XP_013212156.1
OG0003818	XP_006093631.1	XP_005335727.1
OG0003819	XP_023615232.1	XP_040136251.1
OG0003820	XP_023618550.1	XP_040136238.1
OG0003821	XP_023604503.1	XP_040132636.1
OG0003822	XP_006102481.1	XP_040134015.1
OG0003823	XP_006108935.1, XP_014318927.1, XP_014318928.1, XP_023617287.1, XP_023617286.1	XP_005336445.1
OG0003824	XP_006097790.1	XP_005339664.1
OG0003825	XP_006083350.1	XP_040126743.1
OG0003826	XP_014323229.1	XP_005322482.1
OG0003827	XP_023619292.1, XP_006081708.1	XP_005335785.1
OG0003828	XP_023600525.1	XP_013219824.1
OG0003829	XP_006090748.1	XP_021583883.1
OG0003830	XP_006101286.1	XP_005334246.1
OG0003831	XP_006103276.1	XP_005326353.1
OG0003832	XP_006096555.1	XP_040142009.1
OG0003833	XP_023616105.1	XP_013214490.1, XP_040142028.1
OG0003834	XP_023605009.1, XP_006088160.2	XP_040139753.1
OG0003835	XP_023609033.1, XP_023609032.1, XP_006088066.1	XP_005329749.1
OG0003837	XP_006093308.2, XP_006108564.1	XP_005318654.1
OG0003838	XP_023600935.1	XP_040138211.1
OG0003839	XP_014302420.1	XP_040138315.1
OG0003840	XP_023601644.1	XP_040138430.1
OG0003841	XP_006107006.1	XP_005318813.1
OG0003842	XP_006098641.1	XP_005318675.1
OG0003843	XP_006093299.1, XP_023613458.1, XP_023613457.1, XP_014315121.1, XP_014315124.1, XP_006093300.1	XP_005318617.1, XP_040138715.1
OG0003844	XP_023610044.1	XP_013217919.1
OG0003845	XP_023602571.1	XP_005321502.1
OG0003846	XP_006109258.2, XP_023619380.1	XP_021580876.1
OG0003847	XP_006085272.1	XP_005316302.1
OG0003849	XP_023605068.1	XP_005316408.2
OG0003850	XP_006107218.1, XP_014304635.1, XP_023609786.1	XP_005316107.1
OG0003851	XP_006095701.1	XP_005331775.1
OG0003852	XP_006094463.1	XP_040148258.1
OG0003853	XP_014304086.1	XP_021578077.1
OG0003854	XP_006099140.1	XP_040147394.1
OG0003855	XP_006085004.1, XP_014307861.1, XP_014307859.1	XP_005334734.1
OG0003856	XP_006085393.1	XP_040147776.1
OG0003857	XP_006085487.1	XP_005319252.1
OG0003858	XP_023615837.1, XP_023615836.1	XP_040147503.1, XP_040131605.1, XP_040147502.1
OG0003859	XP_006108966.1, XP_006087523.1	XP_005341456.1
OG0003860	XP_006087295.1	XP_005317944.1
OG0003861	XP_014310044.2	XP_021588627.2
OG0003862	XP_006087259.1	XP_005317991.2
OG0003863	XP_006084081.1	XP_013221678.1
OG0003864	XP_023605570.1	XP_005322515.2, XP_040128393.1
OG0003865	XP_006081801.1	XP_005327610.2
OG0003866	XP_023609342.1	XP_013215783.1
OG0003867	XP_006104124.2	XP_040146931.1
OG0003868	XP_023609567.1	XP_021582917.1
OG0003869	XP_023614660.1	XP_013214736.1
OG0003870	XP_023599659.1	XP_005326745.1
OG0003871	XP_023602677.1	XP_013221103.1
OG0003872	XP_006086273.1	XP_021575661.1
OG0003873	XP_014318741.1	XP_013218134.1
OG0003874	XP_006096943.1, XP_014318260.1	XP_005341386.1
OG0003875	XP_023612216.1, XP_014313842.1	XP_005322656.1
OG0003876	XP_006091753.1, XP_023612199.1	XP_021580313.1, XP_013212828.1
OG0003877	XP_006083498.1, XP_014303519.1	XP_005324615.1, XP_040127055.1, XP_040127056.1, XP_040127054.1
OG0003878	XP_006083482.1	XP_005324587.1
OG0003879	XP_006104847.1	XP_005340298.1
OG0003880	XP_006103090.2	XP_005338492.1
OG0003881	XP_014304498.1	XP_040126582.1
OG0003882	XP_023616392.1	XP_005322218.1
OG0003883	XP_023612789.1	XP_040143283.1
OG0003884	XP_023612780.1, XP_006106053.2	XP_021588651.1
OG0003885	XP_006096935.1	XP_005341368.1
OG0003886	XP_006095286.1	XP_013216613.3
OG0003887	XP_014316833.1	XP_005331292.1
OG0003889	XP_006096280.1	XP_005319281.2
OG0003890	XP_023606788.1	XP_013211507.1
OG0003891	XP_006088750.1	XP_040147633.1, XP_005340728.1
OG0003892	XP_023609549.1	XP_040146816.1
OG0003893	XP_023617586.1	XP_040140481.1, XP_005327497.1
OG0003894	XP_023612163.1	XP_040140491.1
OG0003895	XP_023603692.1	XP_040142685.1
OG0003896	XP_006102543.1	XP_005333380.1
OG0003897	XP_014323322.1	XP_005333417.1
OG0003898	XP_023620834.1	XP_021587437.1
OG0003899	XP_006104403.1	XP_040140075.1
OG0003902	XP_006109995.1	XP_005331561.3
OG0003903	XP_006107299.1	XP_040140182.1
OG0003905	XP_006081773.1	XP_040149213.1
OG0003906	XP_023613651.1	XP_021577880.1
OG0003907	XP_023608203.1	XP_013221601.1
OG0003908	XP_023609577.1, XP_023605179.1	XP_005333914.1
OG0003909	XP_023599067.1	XP_005331996.1
OG0003910	XP_023599505.1, XP_014323183.1, XP_006102422.1	XP_021576793.1
OG0003911	XP_006091360.1	XP_013220716.2
OG0003912	XP_006091371.1	XP_005340506.1
OG0003913	XP_006091382.1	XP_013220711.1
OG0003915	XP_023619826.1	XP_040145987.1
OG0003916	XP_023620770.1	XP_005317216.1
OG0003917	XP_014313181.2	XP_013216870.1
OG0003919	XP_006100454.1	XP_005333022.1, XP_013217295.1, XP_013217294.1
OG0003920	XP_023604099.1	XP_040146908.1
OG0003921	XP_006099732.1	XP_005333075.1
OG0003922	XP_014320669.2	XP_005333079.1
OG0003923	XP_014322764.1	XP_040146471.1
OG0003924	XP_014302706.2	XP_013216945.1, XP_013216944.1, XP_040146457.1, XP_013216943.1
OG0003925	XP_023602581.1	XP_040146963.1
OG0003926	XP_006092979.1	XP_005339261.1
OG0003927	XP_006089679.1	XP_040140682.1
OG0003929	XP_006089641.1	XP_040140646.1, XP_005326834.1
OG0003930	XP_014315562.2	XP_040140595.1
OG0003931	XP_023604949.1	XP_040137840.1
OG0003932	XP_006083554.1	XP_005336842.1
OG0003933	XP_006086108.1	XP_005324839.1
OG0003934	XP_023619969.1, XP_006100700.1, XP_023619970.1	XP_021585523.1, XP_040137604.1
OG0003935	XP_023608239.1	XP_005317061.1
OG0003936	XP_014309681.1, XP_006086972.2	XP_040137647.1
OG0003937	XP_014309678.1, XP_023608232.1, XP_023614391.1	XP_013221521.1, XP_013215656.1, XP_005317038.1
OG0003939	XP_006083712.1	XP_040145781.1
OG0003940	XP_023605296.1	XP_005327069.1
OG0003941	XP_006109794.1	XP_013214926.1
OG0003942	XP_006083987.1	XP_021583234.1, XP_005327090.1, XP_021583233.1
OG0003943	XP_006083824.1	XP_021583953.2
OG0003944	XP_023605357.1	XP_005328083.1
OG0003946	XP_023616012.1	XP_021578852.1
OG0003947	XP_023616073.1	XP_005320577.1, XP_040130762.1, XP_021578937.2
OG0003949	XP_006085235.1	XP_005329896.1
OG0003950	XP_014313574.1	XP_005325301.2
OG0003951	XP_023615214.1	XP_040131724.1
OG0003952	XP_006103804.1, XP_006102350.2	XP_013213504.1, XP_005318387.1, XP_005327160.1
OG0003953	XP_014302110.1	XP_021582055.1
OG0003954	XP_006098340.1	XP_005317121.1
OG0003955	XP_023617786.1	XP_005317106.1, XP_021585754.1
OG0003956	XP_023612463.1	XP_005337628.1
OG0003957	XP_006085568.1	XP_005338671.1, XP_040129305.1
OG0003958	XP_023606906.1	XP_040137278.1
OG0003959	XP_023611787.1, XP_023611781.1, XP_023611772.1, XP_023611777.1	XP_040125402.1
OG0003960	XP_023620090.1	XP_013215797.1
OG0003961	XP_006102996.1	XP_040149116.1
OG0003962	XP_014319377.1	XP_021577313.2, XP_040147107.1, XP_040146878.1, XP_040146877.1
OG0003963	XP_014319372.1	XP_005329699.1
OG0003964	XP_006096604.1	XP_005336867.1, XP_040149333.1, XP_040126997.1, XP_040126849.1
OG0003965	XP_023617814.1	XP_040146867.1
OG0003966	XP_006105596.1	XP_021575500.1
OG0003967	XP_014320538.1	XP_005334537.1
OG0003968	XP_006085613.2	XP_005340640.1, XP_040137155.1, XP_021576089.1
OG0003969	XP_006084203.1	XP_040137003.1, XP_013219707.1, XP_040137004.1, XP_005338417.1
OG0003970	XP_006084230.1	XP_005338382.1
OG0003972	XP_006084285.2	XP_021576535.1
OG0003973	XP_006093742.1, XP_023613815.1, XP_014315474.1	XP_005335655.2
OG0003974	XP_006091522.1	XP_021581787.1, XP_021581786.1
OG0003976	XP_023617085.1	XP_005339128.2
OG0003977	XP_023617060.1	XP_013220118.1
OG0003978	XP_014322046.1	XP_005334463.1
OG0003979	XP_023599005.1	XP_005333728.1
OG0003980	XP_006101795.2	XP_005333729.1
OG0003981	XP_023609131.1	XP_040128186.1
OG0003982	XP_006088236.1	XP_040129557.1, XP_005320764.1
OG0003983	XP_023604824.1, XP_023603739.1	XP_005320808.1
OG0003985	XP_014309155.2	XP_013216983.1, XP_040150013.1
OG0003986	XP_023607697.1	XP_021586716.1, XP_005332378.1
OG0003987	XP_023611249.1	XP_040149916.1
OG0003988	XP_023611204.1	XP_040149938.1, XP_040149937.1
OG0003989	XP_006086440.1	XP_005323045.1
OG0003990	XP_023601934.1	XP_040149820.1
OG0003991	XP_006103603.1, XP_023601247.1	XP_021580839.1, XP_040149768.1, XP_040149769.1, XP_005316376.1, XP_040149770.1
OG0003992	XP_023608653.1	XP_013219152.1
OG0003993	XP_014314928.1	XP_005316474.1
OG0003994	XP_006093176.2	XP_005316557.2
OG0003995	XP_014308972.1	XP_040129947.1
OG0003996	XP_014305962.1, XP_014315311.1, XP_014315310.1	XP_005316713.1
OG0003997	XP_014315306.1	XP_005316717.1
OG0003998	XP_014310473.1	XP_021583585.1
OG0003999	XP_014303195.1	XP_005316893.1
OG0004001	XP_023600897.1	XP_005323510.1
OG0004002	XP_023604506.1, XP_006108160.2, XP_006105472.1, XP_006108158.1, XP_006105473.1, XP_006099968.1, XP_023610143.1	XP_021580942.2
OG0004003	XP_006099984.1	XP_021575747.1
OG0004004	XP_006099989.1	XP_021575727.1
OG0004006	XP_023616225.1, XP_014317986.1	XP_021576168.1
OG0004007	XP_014322519.1	XP_005339864.1, XP_040148950.1
OG0004008	XP_023619690.1	XP_005325811.1
OG0004009	XP_006100342.3, XP_023619674.1, XP_023619678.1, XP_023619675.1, XP_023619676.1, XP_023619673.1	XP_040149125.1
OG0004010	XP_006084629.1	XP_013220204.1
OG0004011	XP_006084577.1, XP_006084576.1, XP_014307458.1, XP_023606077.1	XP_005337324.1
OG0004012	XP_006094515.1	XP_005327652.1
OG0004013	XP_006090989.1	XP_040126538.1, XP_005327692.1
OG0004014	XP_023613117.1, XP_023613116.1, XP_006092911.1, XP_014314764.1	XP_013220022.1
OG0004015	XP_006084811.1	XP_040126376.1
OG0004016	XP_006084817.1	XP_005338472.2
OG0004017	XP_014309341.1	XP_040129322.1
OG0004018	XP_023615148.1, XP_023615147.1, XP_023615149.1	XP_013218433.3
OG0004019	XP_023607927.1	XP_005335568.1
OG0004020	XP_006081528.2	XP_005335247.2
OG0004021	XP_023607581.1	XP_040127867.1
OG0004022	XP_006084894.1	XP_021586008.1
OG0004023	XP_006084880.1	XP_005331068.1, XP_021586001.1
OG0004025	XP_006083248.1	XP_040150341.1
OG0004026	XP_006083270.1	XP_021584837.1
OG0004027	XP_014323576.1	XP_005324655.1
OG0004028	XP_006082425.1	XP_040150558.1
OG0004029	XP_006082814.2	XP_021588802.1
OG0004030	XP_014318049.2	XP_040123708.1
OG0004031	XP_023617049.1	XP_040123752.1
OG0004032	XP_006094906.1	XP_040133730.1, XP_013215837.1
OG0004033	XP_006109089.3	XP_040133304.1
OG0004034	XP_006096966.1	XP_005339427.1
OG0004035	XP_006096962.1	XP_005339433.1
OG0004037	XP_023606228.1	XP_040128826.1
OG0004038	XP_006090643.2	XP_005324029.1
OG0004039	XP_014318481.1	XP_013219895.1
OG0004040	XP_023616719.1	XP_021591208.1, XP_005338736.1
OG0004041	XP_006082903.1	XP_040138343.1
OG0004042	XP_023619507.1	XP_040138189.1, XP_040138209.1, XP_005335267.1, XP_040138205.1, XP_040138195.1
OG0004043	XP_006082995.1	XP_040138076.1, XP_040138082.1
OG0004044	XP_006082865.1	XP_021584448.1
OG0004045	XP_006084752.1	XP_040139582.1
OG0004046	XP_006082370.1	XP_040140443.1
OG0004047	XP_014313859.1, XP_023613630.1, XP_014313869.1	XP_005337738.1
OG0004048	XP_023613327.1	XP_021581945.1
OG0004049	XP_014310386.1	XP_021591068.1
OG0004050	XP_006099900.1	XP_040127448.1
OG0004052	XP_023606792.1	XP_005329029.1
OG0004054	XP_014306322.2	XP_005342031.1
OG0004055	XP_006092095.1	XP_005331732.1
OG0004063	XP_023609396.1	XP_021578419.1
OG0004064	XP_023617028.1	XP_005316693.1
OG0004065	XP_023619170.1	XP_005317434.1
OG0004067	XP_014302300.1	XP_021581350.1
OG0004068	XP_006106938.1	XP_013211592.3
OG0004068	XP_006097810.1	XP_021578213.1
OG0004069	XP_023600096.1, XP_023600105.1, XP_023600098.1	XP_040148087.1, XP_040148107.1
OG0004070	XP_006109420.1	XP_005335078.1
OG0004071	XP_023612305.1, XP_023612304.1	XP_005331598.1
OG0004072	XP_014320677.1	XP_005318660.1
OG0004073	XP_023600035.1	XP_005317538.1
OG0004074	XP_023607115.1	XP_040143733.1
OG0004076	XP_014317869.1	XP_021582678.1
OG0004077	XP_023600078.1	XP_021584205.1
OG0004078	XP_023612490.1	XP_005323393.1
OG0004079	XP_014309090.1	XP_013220530.2
OG0004080	XP_023601911.1	NP_001269190.1
OG0004081	XP_006106608.1	XP_013217509.1
OG0004082	XP_006104444.2	XP_005339001.1
OG0004083	XP_023605173.1	XP_005318893.1
OG0004084	XP_023607530.1	XP_040144845.1, XP_005330765.1
OG0004085	XP_023610728.1, XP_023610727.1, XP_006090141.1	XP_013218487.1
OG0004086	XP_006083213.1	XP_040150389.1, XP_040150388.1, XP_005324633.1, XP_021581587.1
OG0004087	XP_014313603.1, XP_023611990.1	XP_005325442.3
OG0004088	XP_023601855.1	XP_040145428.1
OG0004089	XP_023599138.1	XP_040124095.1
OG0004091	XP_006104076.1	XP_040141669.1, XP_040141672.1, XP_040141668.1, XP_040141667.1, XP_040141671.1, XP_040141670.1, XP_005328019.1, XP_040141666.1
OG0004092	XP_023601362.1	XP_005323567.1
OG0004094	XP_006099362.1	XP_005341948.1
OG0004095	XP_006089974.1	XP_021584866.1
OG0004096	XP_006085553.1, XP_014308395.1	XP_005338677.1
OG0004098	XP_006094360.1	XP_021577221.1
OG0004099	XP_006102546.1, XP_014323319.1	XP_005333385.2
OG0004100	XP_023608243.1	XP_013216141.1
OG0004101	XP_006106475.1	XP_005338287.1
OG0004102	XP_006093809.1, XP_014315509.1, XP_006093807.1, XP_023613856.1	XP_040139596.1
OG0004103	XP_023620239.1	XP_005337861.1
OG0004104	XP_023616642.1	XP_005337948.2
OG0004105	XP_006095585.1	XP_005327879.1
OG0004106	XP_006092639.1	XP_005342331.1
OG0004107	XP_006106307.1	XP_005338512.3
OG0004108	XP_006091002.1	XP_005327708.1
OG0004109	XP_014306482.2	XP_040128397.1
OG0004110	XP_006096329.1, XP_023604247.1	XP_005336734.1
OG0004111	XP_006083492.1	XP_021581555.1, XP_021581554.1, XP_005324596.1
OG0004114	XP_006093665.1	XP_005335712.1
OG0004115	XP_014310266.1	XP_005341470.1
OG0004116	XP_006103146.1	XP_005332313.1
OG0004118	XP_006101353.1	XP_005341768.1
OG0004119	XP_006087590.1	XP_005342800.1, XP_005341466.1
OG0004120	XP_023614425.1, XP_014316086.2, XP_006094451.1	XP_040148250.1
OG0004121	XP_023613971.1, XP_006093927.1, XP_014315589.1	XP_005321439.1
OG0004122	XP_006106800.2	XP_040128111.1
OG0004123	XP_014309942.1	XP_005323076.1, XP_013213058.1
OG0004124	XP_023605986.1	XP_021585096.1
OG0004125	XP_006084504.1, XP_023605985.1	XP_040139303.1
OG0004126	XP_006084484.1	XP_005329862.1
OG0004127	XP_023613989.1	XP_021579608.1
OG0004128	XP_023613959.1	XP_005321456.1
OG0004129	XP_023613990.1, XP_006103829.1	XP_040139427.1
OG0004130	XP_006089253.1	XP_005342474.1
OG0004131	XP_023614901.1	XP_005335426.1
OG0004133	XP_023620675.1, XP_023620674.1	XP_040131267.1
