Orthogroup	Myotis_lucifugus	Sus_scrofa
OG0003785	XP_023610522.1	XP_003130446.4
OG0003786	XP_023609735.1	XP_005667847.2
OG0003787	XP_023601622.1	XP_005653849.2
OG0003788	XP_014319029.2	XP_013852438.1, XP_001928089.1
OG0003789	XP_006097893.1, XP_014319063.1, XP_014319061.1	XP_020945368.1
OG0003790	XP_023612175.1	XP_020951887.1
OG0003791	XP_023617950.1	XP_003128712.3
OG0003792	XP_023619604.1	NP_001243699.1
OG0003793	XP_006100565.1	XP_013844672.2, XP_020955288.1
OG0003794	XP_006099644.1	NP_001231471.1, XP_020928517.1
OG0003795	XP_023620882.1	XP_013833817.1, NP_001231525.1
OG0003796	XP_023619829.1	XP_003356830.3
OG0003797	XP_023603670.1	XP_020921992.1
OG0003799	XP_006107754.1	XP_005653921.2
OG0003800	XP_023600526.1	XP_005668667.1, XP_013836204.1, XP_003131252.1
OG0003801	XP_023604604.1	XP_020923731.1
OG0003802	XP_023612613.1	XP_020922451.1
OG0003803	XP_014314262.1	NP_001038043.1
OG0003804	XP_023620153.1	XP_020922681.1, XP_003131519.1
OG0003805	XP_014319986.1	NP_001231259.1, XP_020921805.1, XP_020922773.1
OG0003806	XP_023615390.1	NP_001230848.1
OG0003807	XP_006092290.1	XP_020922958.1, XP_020922957.1, XP_020922954.1, XP_020922955.1, XP_020922956.1
OG0003808	XP_006095607.1	XP_003483123.1
OG0003809	XP_006095609.1	XP_003131845.4
OG0003810	XP_006105192.1	NP_001171392.1, XP_020921724.1
OG0003811	XP_006109433.3	XP_020936709.1, XP_020936907.1
OG0003812	XP_006108871.1	XP_020926809.1
OG0003813	XP_023603561.1	XP_005654650.2
OG0003814	XP_023600214.1	XP_020925130.1
OG0003815	XP_014317713.1, XP_006096352.1	XP_001927731.1
OG0003816	XP_023611730.1, XP_006091190.1	XP_003480647.1
OG0003817	XP_014322033.1, XP_006091191.1	XP_001925831.1
OG0003818	XP_006093631.1	NP_001243522.1, XP_013853118.2
OG0003819	XP_023615232.1	XP_020947650.1
OG0003820	XP_023618550.1	XP_020947664.1
OG0003821	XP_023604503.1	XP_003126001.1, XP_005655527.1
OG0003822	XP_006102481.1	XP_013843658.2
OG0003823	XP_006108935.1, XP_014318927.1, XP_014318928.1, XP_023617287.1, XP_023617286.1	XP_020944055.1
OG0003824	XP_006097790.1	XP_013843318.1
OG0003825	XP_006083350.1	XP_020943123.1
OG0003826	XP_014323229.1	XP_013843663.1
OG0003827	XP_023619292.1, XP_006081708.1	XP_020932286.1
OG0003828	XP_023600525.1	XP_020935201.1, NP_001231434.1
OG0003829	XP_006090748.1	XP_020919278.1, XP_020919286.1
OG0003830	XP_006101286.1	XP_001926178.2
OG0003831	XP_006103276.1	XP_003122069.1
OG0003832	XP_006096555.1	XP_003122072.3
OG0003833	XP_023616105.1	NP_999412.1, XP_013849148.1
OG0003834	XP_023605009.1, XP_006088160.2	NP_999550.1, XP_020939044.1
OG0003835	XP_023609033.1, XP_023609032.1, XP_006088066.1	NP_999265.1
OG0003836	XP_023600661.1	XP_020954325.1, XP_020954326.1
OG0003837	XP_006093308.2, XP_006108564.1	XP_013851621.1, XP_003354872.1
OG0003838	XP_023600935.1	XP_005653512.1, NP_001121951.1
OG0003839	XP_014302420.1	XP_020954114.1
OG0003840	XP_023601644.1	XP_005665952.1, NP_001177183.1
OG0003841	XP_006107006.1	XP_020954305.1, XP_020954304.1
OG0003842	XP_006098641.1	XP_001929632.1
OG0003843	XP_006093299.1, XP_023613458.1, XP_023613457.1, XP_014315121.1, XP_014315124.1, XP_006093300.1	XP_003128841.1
OG0003844	XP_023610044.1	XP_020945036.1
OG0003845	XP_023602571.1	XP_003480259.1
OG0003846	XP_006109258.2, XP_023619380.1	XP_020944704.1
OG0003847	XP_006085272.1	NP_001170959.1
OG0003848	XP_014315163.1	NP_001231368.1
OG0003849	XP_023605068.1	XP_020944429.1, XP_020944430.1
OG0003850	XP_006107218.1, XP_014304635.1, XP_023609786.1	XP_003125492.2
OG0003851	XP_006095701.1	XP_003129096.6
OG0003852	XP_006094463.1	XP_013844774.2, NP_001025704.1
OG0003853	XP_014304086.1	XP_020934368.1
OG0003854	XP_006099140.1	XP_020918996.1
OG0003855	XP_006085004.1, XP_014307861.1, XP_014307859.1	XP_003130180.1
OG0003856	XP_006085393.1	XP_003134838.1
OG0003857	XP_006085487.1	XP_013841174.2
OG0003859	XP_006108966.1, XP_006087523.1	XP_020955666.1
OG0003860	XP_006087295.1	XP_003128149.1
OG0003861	XP_014310044.2	XP_020952337.1
OG0003862	XP_006087259.1	XP_020952488.1
OG0003863	XP_006084081.1	NP_001093406.1
OG0003864	XP_023605570.1	XP_020948352.1, XP_020948354.1, XP_020948355.1, XP_020948353.1
OG0003865	XP_006081801.1	XP_020956322.1
OG0003866	XP_023609342.1	XP_013834165.1, XP_013834166.1, XP_020956975.1
OG0003867	XP_006104124.2	NP_001027526.1, XP_005654885.1
OG0003868	XP_023609567.1	XP_005667817.1, NP_001231238.1
OG0003869	XP_023614660.1	XP_003134640.2, XP_005657776.1
OG0003870	XP_023599659.1	XP_003134591.1
OG0003871	XP_023602677.1	XP_020934683.1
OG0003872	XP_006086273.1	XP_020937451.1, XP_020937452.1
OG0003873	XP_014318741.1	NP_001177180.1
OG0003874	XP_006096943.1, XP_014318260.1	XP_005663576.2
OG0003875	XP_023612216.1, XP_014313842.1	XP_005662751.1
OG0003876	XP_006091753.1, XP_023612199.1	XP_020943436.1, XP_020943435.1
OG0003877	XP_006083498.1, XP_014303519.1	XP_020944080.1
OG0003878	XP_006083482.1	XP_020943238.1, XP_020943237.1
OG0003879	XP_006104847.1	XP_020942683.1
OG0003880	XP_006103090.2	XP_020942937.1, XP_020942938.1
OG0003881	XP_014304498.1	XP_003124983.3
OG0003882	XP_023616392.1	XP_020943034.1
OG0003883	XP_023612789.1	XP_013843574.2
OG0003884	XP_023612780.1, XP_006106053.2	XP_013852711.1, XP_001929575.1
OG0003885	XP_006096935.1	XP_020945606.1, XP_020945605.1
OG0003886	XP_006095286.1	XP_013852641.1, NP_001302616.1
OG0003887	XP_014316833.1	XP_013852578.1, NP_001231203.1
OG0003889	XP_006096280.1	XP_003134937.1, XP_020934310.1
OG0003890	XP_023606788.1	XP_020958218.1
OG0003891	XP_006088750.1	XP_013835243.2
OG0003892	XP_023609549.1	NP_999348.1, XP_020957877.1
OG0003893	XP_023617586.1	NP_001231765.1, XP_013849899.1
OG0003894	XP_023612163.1	XP_020940946.1
OG0003895	XP_023603692.1	XP_020938329.1
OG0003896	XP_006102543.1	XP_003122479.2
OG0003897	XP_014323322.1	XP_003353793.1
OG0003898	XP_023620834.1	XP_005654711.1
OG0003899	XP_006104403.1	XP_020938528.1, XP_003122614.2
OG0003902	XP_006109995.1	XP_005660855.3
OG0003903	XP_006107299.1	XP_003122688.1
OG0003905	XP_006081773.1	XP_020957215.1
OG0003906	XP_023613651.1	XP_020930170.1, NP_001171993.1
OG0003907	XP_023608203.1	XP_001924723.1
OG0003908	XP_023609577.1, XP_023605179.1	XP_020924078.1, NP_001191992.1
OG0003909	XP_023599067.1	XP_020939951.1, XP_020939950.1
OG0003910	XP_023599505.1, XP_014323183.1, XP_006102422.1	NP_001127821.1, XP_020953798.1
OG0003911	XP_006091360.1	XP_013837468.2, NP_001137190.1
OG0003912	XP_006091371.1	NP_999044.1, XP_020924184.1
OG0003913	XP_006091382.1	XP_020925075.1
OG0003914	XP_023605186.1	XP_020925015.1
OG0003915	XP_023619826.1	XP_020926614.1
OG0003916	XP_023620770.1	XP_005669739.1
OG0003917	XP_014313181.2	XP_013837254.1
OG0003919	XP_006100454.1	XP_020939103.1
OG0003920	XP_023604099.1	XP_005661238.2
OG0003921	XP_006099732.1	XP_020939227.1
OG0003922	XP_014320669.2	XP_020939230.1, XP_020939231.1
OG0003923	XP_014322764.1	XP_020939558.1
OG0003924	XP_014302706.2	XP_020939551.1
OG0003925	XP_023602581.1	XP_020939727.1
OG0003926	XP_006092979.1	XP_003357282.1
OG0003927	XP_006089679.1	XP_013850012.1
OG0003928	XP_023610278.1	XP_013849179.1, XP_020938960.1
OG0003929	XP_006089641.1	NP_001165837.1
OG0003930	XP_014315562.2	XP_020938933.1
OG0003931	XP_023604949.1	XP_020921247.1
OG0003932	XP_006083554.1	XP_003131046.3
OG0003933	XP_006086108.1	XP_001927132.1
OG0003934	XP_023619969.1, XP_006100700.1, XP_023619970.1	XP_020921507.1, XP_013836083.2, XP_020921508.1
OG0003935	XP_023608239.1	XP_003361322.1
OG0003936	XP_014309681.1, XP_006086972.2	XP_013836133.1
OG0003937	XP_014309678.1, XP_023608232.1, XP_023614391.1	XP_020921576.1
OG0003939	XP_006083712.1	XP_003132118.1
OG0003940	XP_023605296.1	NP_001090899.1
OG0003941	XP_006109794.1	XP_005669897.2
OG0003942	XP_006083987.1	XP_020925132.1
OG0003943	XP_006083824.1	NP_001231722.1, XP_013837533.1
OG0003944	XP_023605357.1	XP_013837544.1
OG0003946	XP_023616012.1	XP_020933708.1, XP_020933709.1
OG0003947	XP_023616073.1	XP_020933051.1
OG0003949	XP_006085235.1	XP_003134487.3
OG0003950	XP_014313574.1	XP_020933028.1
OG0003951	XP_023615214.1	XP_013840931.2, NP_001103901.2
OG0003952	XP_006103804.1, XP_006102350.2	XP_005673117.1, NP_001106919.1
OG0003953	XP_014302110.1	XP_020933868.1
OG0003954	XP_006098340.1	NP_001230400.1, XP_005668349.1
OG0003955	XP_023617786.1	NP_001238747.1
OG0003956	XP_023612463.1	XP_020921134.1
OG0003957	XP_006085568.1	NP_001171390.1, XP_020920787.1
OG0003958	XP_023606906.1	XP_020921082.1
OG0003959	XP_023611787.1, XP_023611781.1, XP_023611772.1, XP_023611777.1	NP_001116628.1, XP_020927439.1
OG0003960	XP_023620090.1	NP_001077399.1
OG0003961	XP_006102996.1	XP_005657271.2, NP_001182291.1
OG0003962	XP_014319377.1	XP_005670734.1
OG0003963	XP_014319372.1	XP_013838364.1
OG0003964	XP_006096604.1	XP_020928176.1
OG0003965	XP_023617814.1	NP_001193328.1
OG0003966	XP_006105596.1	XP_005670921.1
OG0003967	XP_014320538.1	XP_001929574.1
OG0003968	XP_006085613.2	NP_998991.1
OG0003969	XP_006084203.1	XP_020946765.1, NP_998923.1
OG0003970	XP_006084230.1	XP_013842866.2
OG0003972	XP_006084285.2	XP_020948039.1, XP_020948037.1, XP_020948036.1, XP_001927646.1, XP_020948038.1
OG0003973	XP_006093742.1, XP_023613815.1, XP_014315474.1	XP_001928873.1, XP_003126305.1
OG0003974	XP_006091522.1	XP_005664218.2
OG0003976	XP_023617085.1	XP_020928682.1
OG0003977	XP_023617060.1	XP_003133159.2
OG0003978	XP_014322046.1	XP_020928679.1
OG0003979	XP_023599005.1	XP_020928339.1
OG0003980	XP_006101795.2	XP_003483589.1
OG0003981	XP_023609131.1	XP_013839192.2
OG0003982	XP_006088236.1	NP_001302583.1
OG0003983	XP_023604824.1, XP_023603739.1	NP_001172070.1, XP_005671605.2
OG0003985	XP_014309155.2	XP_020945077.1
OG0003986	XP_023607697.1	XP_013852217.1
OG0003987	XP_023611249.1	XP_020944959.1
OG0003988	XP_023611204.1	XP_005663101.1
OG0003989	XP_006086440.1	XP_020944113.1, NP_001107747.1
OG0003990	XP_023601934.1	XP_020946278.1
OG0003991	XP_006103603.1, XP_023601247.1	XP_020944729.1, XP_020944731.1, XP_020944730.1
OG0003992	XP_023608653.1	XP_020954988.1
OG0003993	XP_014314928.1	XP_020957035.1, NP_001231351.1
OG0003994	XP_006093176.2	XP_020952213.1
OG0003995	XP_014308972.1	XP_005654509.1
OG0003996	XP_014305962.1, XP_014315311.1, XP_014315310.1	NP_001230291.1, XP_020942510.1
OG0003997	XP_014315306.1	XP_020949832.1
OG0003998	XP_014310473.1	XP_020956372.1
OG0003999	XP_014303195.1	XP_020954671.1
OG0004001	XP_023600897.1	XP_020926704.1
OG0004002	XP_023604506.1, XP_006108160.2, XP_006105472.1, XP_006108158.1, XP_006105473.1, XP_006099968.1, XP_023610143.1	NP_001090965.1
OG0004003	XP_006099984.1	NP_999073.1
OG0004004	XP_006099989.1	XP_020927198.1
OG0004005	XP_006104855.1, XP_006096022.1, XP_023615622.1	XP_020937154.1, XP_020938148.1, XP_020938149.1
OG0004006	XP_023616225.1, XP_014317986.1	XP_020957362.1
OG0004007	XP_014322519.1	XP_013834447.1, XP_003129326.3
OG0004008	XP_023619690.1	XP_020957385.1
OG0004009	XP_006100342.3, XP_023619674.1, XP_023619678.1, XP_023619675.1, XP_023619676.1, XP_023619673.1	NP_999350.1
OG0004010	XP_006084629.1	XP_003129395.1
OG0004011	XP_006084577.1, XP_006084576.1, XP_014307458.1, XP_023606077.1	XP_003129147.1
OG0004012	XP_006094515.1	XP_020926036.1
OG0004013	XP_006090989.1	XP_003361930.1
OG0004014	XP_023613117.1, XP_023613116.1, XP_006092911.1, XP_014314764.1	XP_020925904.1
OG0004015	XP_006084811.1	XP_001926098.2, XP_020925746.1, XP_020925745.1
OG0004016	XP_006084817.1	XP_013837756.2
OG0004017	XP_014309341.1	XP_020932551.1
OG0004018	XP_023615148.1, XP_023615147.1, XP_023615149.1	XP_020932471.1, XP_003361906.3
OG0004019	XP_023607927.1	XP_013840380.2
OG0004020	XP_006081528.2	XP_020932486.1, XP_020932487.1, XP_020932488.1
OG0004021	XP_023607581.1	XP_020932723.1
OG0004022	XP_006084894.1	XP_020925632.1
OG0004023	XP_006084880.1	NP_001229954.1, XP_020924126.1
OG0004025	XP_006083248.1	XP_005671950.2
OG0004026	XP_006083270.1	XP_020931432.1
OG0004027	XP_014323576.1	XP_020931738.1
OG0004028	XP_006082425.1	XP_020931476.1
OG0004029	XP_006082814.2	XP_003359673.3
OG0004030	XP_014318049.2	XP_020930866.1
OG0004031	XP_023617049.1	XP_020932142.1
OG0004032	XP_006094906.1	XP_005667597.1, XP_003357460.1
OG0004033	XP_006109089.3	NP_001123685.1, XP_013843530.1
OG0004034	XP_006096966.1	XP_001928995.1
OG0004035	XP_006096962.1	XP_003481472.2
OG0004037	XP_023606228.1	XP_020935238.1, XP_020935239.1, XP_003360301.1
OG0004038	XP_006090643.2	XP_003135073.1
OG0004039	XP_014318481.1	XP_005673657.1
OG0004040	XP_023616719.1	XP_020935666.1
OG0004041	XP_006082903.1	XP_020936376.1, XP_020936375.1, XP_020936374.1
OG0004042	XP_023619507.1	XP_020935724.1, XP_003360389.1
OG0004043	XP_006082995.1	XP_020935958.1
OG0004044	XP_006082865.1	XP_020936297.1
OG0004045	XP_006084752.1	XP_020935558.1, XP_020935557.1
OG0004046	XP_006082370.1	XP_005674541.2
OG0004047	XP_014313859.1, XP_023613630.1, XP_014313869.1	NP_001172032.1, XP_020935040.1
OG0004048	XP_023613327.1	XP_020935853.1
OG0004049	XP_014310386.1	XP_013841955.1
OG0004050	XP_006099900.1	XP_003125336.2
OG0004052	XP_023606792.1	XP_013840301.1
OG0004053	XP_006102030.1	XP_005665169.1, NP_001009582.1
OG0004054	XP_014306322.2	XP_020923725.1
OG0004055	XP_006092095.1	XP_020940698.1, XP_005660959.1
OG0004063	XP_023609396.1	XP_020956778.1
OG0004064	XP_023617028.1	NP_001005726.1, XP_005659594.1
OG0004065	XP_023619170.1	XP_020927335.1
OG0004067	XP_014302300.1	XP_020940681.1
OG0004068	XP_006106938.1, XP_006097810.1	NP_999229.1, XP_005656702.1
OG0004069	XP_023600096.1, XP_023600105.1, XP_023600098.1	NP_999599.1
OG0004070	XP_006109420.1	NP_001037991.1
OG0004071	XP_023612305.1, XP_023612304.1	NP_999257.2, XP_005660901.2
OG0004072	XP_014320677.1	XP_013833452.1, NP_001106484.1
OG0004073	XP_023600035.1	XP_005665074.1
OG0004074	XP_023607115.1	XP_020935202.1, NP_001012408.1
OG0004076	XP_014317869.1	XP_020922259.1
OG0004077	XP_023600078.1	NP_001002801.1, XP_005667429.1
OG0004078	XP_023612490.1	XP_020935136.1, NP_001273519.1
OG0004079	XP_014309090.1	XP_020937441.1
OG0004080	XP_023601911.1	XP_020939381.1
OG0004081	XP_006106608.1	XP_020938542.1
OG0004082	XP_006104444.2	XP_013833109.1, NP_001116690.1
OG0004083	XP_023605173.1	NP_001116557.1, XP_020953546.1
OG0004084	XP_023607530.1	NP_999224.1, XP_005665416.1
OG0004085	XP_023610728.1, XP_023610727.1, XP_006090141.1	XP_020924187.1, NP_999147.1
OG0004086	XP_006083213.1	XP_005672001.1, NP_999059.1
OG0004087	XP_014313603.1, XP_023611990.1	NP_999035.1, XP_003134513.1
OG0004088	XP_023601855.1	XP_001926839.2
OG0004089	XP_023599138.1	XP_020930520.1
OG0004091	XP_006104076.1	XP_020919625.1
OG0004092	XP_023601362.1	XP_005657206.1
OG0004094	XP_006099362.1	XP_005670842.1, NP_999567.1
OG0004095	XP_006089974.1	XP_020919524.1
OG0004096	XP_006085553.1, XP_014308395.1	XP_020921089.1, XP_020921090.1
OG0004097	XP_006108684.1	NP_001191312.1, XP_020946745.1
OG0004099	XP_006102546.1, XP_014323319.1	XP_003122482.1
OG0004100	XP_023608243.1	XP_020920790.1, NP_001239027.1
OG0004101	XP_006106475.1	NP_001230582.1
OG0004102	XP_006093809.1, XP_014315509.1, XP_006093807.1, XP_023613856.1	XP_003128247.3
OG0004103	XP_023620239.1	NP_001131111.1, XP_020941253.1
OG0004104	XP_023616642.1	NP_001001624.1
OG0004105	XP_006095585.1	XP_005657046.1, NP_001230857.1
OG0004106	XP_006092639.1	XP_003127461.2, XP_020950543.1
OG0004107	XP_006106307.1	NP_001161122.1
OG0004108	XP_006091002.1	XP_020925931.1
OG0004110	XP_023604247.1	XP_013854096.1
OG0004111	XP_006083492.1	XP_020943244.1
OG0004114	XP_006093665.1	XP_013853091.2, XP_020947481.1, XP_020947482.1, XP_020947480.1
OG0004115	XP_014310266.1	XP_003128837.1, XP_001927233.1
OG0004116	XP_006103146.1	XP_003480851.1
OG0004116	XP_006099756.1	XP_003123515.3
OG0004118	XP_006101353.1	XP_003126265.3
OG0004119	XP_006087590.1	XP_020937344.1, XP_020937751.1
OG0004120	XP_023614425.1, XP_014316086.2, XP_006094451.1	NP_001005208.1
OG0004121	XP_023613971.1, XP_006093927.1, XP_014315589.1	NP_001182162.1
OG0004122	XP_006106800.2	XP_020955013.1
OG0004123	XP_014309942.1	XP_020955529.1
OG0004124	XP_023605986.1	XP_003121231.4
OG0004125	XP_006084504.1, XP_023605985.1	XP_005654437.1, NP_001177105.1
OG0004126	XP_006084484.1	XP_005659239.1, NP_001254819.1
OG0004127	XP_023613989.1	XP_020942082.1
OG0004128	XP_023613959.1	XP_020942056.1
OG0004129	XP_023613990.1, XP_006103829.1	XP_020942028.1
OG0004130	XP_006089253.1	XP_013840343.1, NP_001229962.1
OG0004131	XP_023614901.1	XP_003121262.3
OG0004132	XP_023603262.1, XP_023601822.1	XP_013835834.2
OG0004133	XP_023620675.1, XP_023620674.1	XP_020920258.1
OG0004134	XP_023599325.1	XP_020920292.1
OG0004137	XP_023604268.1	NP_998935.1
OG0004138	XP_014306450.1	XP_005664751.1
OG0004139	XP_006108614.1	NP_001231417.1, XP_013854072.1
OG0004140	XP_006081387.1	XP_003123751.1
OG0004141	XP_006106480.1	XP_020950227.1
OG0004142	XP_014306575.1, XP_014323035.1	XP_013844120.1
OG0004143	XP_023600638.1	XP_020950082.1
OG0004144	XP_014318082.1	XP_013853859.1
OG0004147	XP_023618126.1	XP_005664543.1
OG0004148	XP_006098759.1	XP_003355901.2
OG0004149	XP_023603877.1, XP_006109030.1, XP_014304854.1	XP_020949923.1
OG0004150	XP_006105811.1	XP_003127683.1
OG0004151	XP_023601807.1, XP_023601808.1	XP_020950985.1
OG0004152	XP_014302975.2	XP_020919888.1
OG0004153	XP_006093774.1	XP_003130779.1
OG0004154	XP_006098279.1	XP_003357817.2
OG0004155	XP_023607910.1	NP_999190.1
OG0004156	XP_014308081.1	XP_020932768.1, XP_020932767.1
OG0004157	XP_023607254.1, XP_023607251.1, XP_014307901.1	XP_003134056.1
OG0004158	XP_023602254.1, XP_023605086.1	XP_020949893.1
OG0004159	XP_014315898.1	XP_020951510.1
OG0004160	XP_006094093.1	XP_020948857.1, NP_001106157.1
OG0004161	XP_006094088.2	XP_020949255.1, NP_001003924.1
OG0004162	XP_006094051.1	XP_003484200.1, XP_005656091.2
OG0004163	XP_023614154.1	XP_020948865.1
OG0004163	XP_023601872.1	NP_001106915.1
OG0004164	XP_006094049.1	NP_001230780.1
OG0004165	XP_023600970.1	XP_020951089.1, XP_020951088.1
OG0004166	XP_023612292.1	XP_020940813.1
OG0004167	XP_006081282.1	XP_003123827.1
OG0004168	XP_006081303.1, XP_023605946.1	XP_003123808.1
OG0004169	XP_014301824.1	XP_005659845.1, XP_020954130.1
OG0004170	XP_014301811.1	NP_001093168.1
OG0004171	XP_023603255.1	NP_001231457.1, XP_005660085.1
OG0004173	XP_023602696.1	XP_020954552.1, XP_020954548.1, XP_020954549.1, XP_020954546.1, XP_020954551.1, XP_020954547.1
OG0004177	XP_006109037.1	XP_020954505.1
OG0004178	XP_023601137.1	XP_005666561.1
OG0004179	XP_023609420.1	XP_020956768.1
OG0004181	XP_023610372.1, XP_006089763.1	NP_001152776.1, XP_005671070.1
OG0004182	XP_006109773.1	NP_001090957.1
OG0004183	XP_006089786.1	XP_020928600.1, XP_001925277.2
OG0004184	XP_006106819.1, XP_023605107.1	XP_013845865.1
OG0004185	XP_006090325.1	XP_020929982.1
OG0004186	XP_023617186.1	XP_005657688.1
OG0004187	XP_023620272.1	XP_020932297.1, XP_020932296.1
OG0004188	XP_014311621.1, XP_014311620.1, XP_006089118.1	XP_003359878.3
OG0004189	XP_014311656.1	NP_001192334.1, XP_020932208.1
OG0004191	XP_006093573.1	NP_001116618.1
OG0004192	XP_006098928.1	XP_020918785.1
OG0004193	XP_006106589.1	NP_001231850.1, XP_005667547.1
OG0004194	XP_006098369.1	XP_003357384.1
OG0004195	XP_006105485.1	NP_001230836.1
OG0004196	XP_006106420.1	XP_020918615.1
OG0004197	XP_006104368.1	NP_001231801.1
OG0004198	XP_006100708.1	XP_020918532.1
OG0004199	XP_023613683.1	XP_003129925.1
OG0004200	XP_006093549.1	NP_001090985.1
OG0004203	XP_006094733.1, XP_014306555.1	NP_001159701.1
OG0004204	XP_006100722.1, XP_023610730.1	XP_020923371.1, XP_013836690.2
OG0004205	XP_006102840.1, XP_023602535.1, XP_006105916.1, XP_006107779.1, XP_006102839.1	XP_013836740.2, NP_999096.1
OG0004206	XP_023601958.1	XP_005669243.1
OG0004207	XP_014303109.1	XP_020923483.1, XP_005669264.1, XP_005669265.1
OG0004208	XP_006102656.1	XP_005657097.2
OG0004209	XP_014301906.1	NP_001038013.1
OG0004210	XP_023600848.1	XP_020923652.1, XP_020923649.1, XP_020923648.1, XP_020923651.1
OG0004212	XP_006089847.1	XP_005656205.1
OG0004213	XP_023603706.1	XP_020950908.1
OG0004214	XP_023603050.1	XP_020950917.1
OG0004215	XP_006102970.2	XP_020950934.1
OG0004216	XP_014302958.1	XP_020950963.1
OG0004217	XP_023602746.1	XP_020952681.1
OG0004218	XP_023616866.1	XP_020952693.1
OG0004220	XP_006097410.1	XP_013849852.1
OG0004221	XP_014309774.1	XP_020949138.1, NP_001239356.1
OG0004222	XP_023608332.1, XP_014309781.1	XP_013853602.1, XP_003126871.1
OG0004223	XP_023608306.1	XP_003481830.2
OG0004224	XP_006087112.1, XP_023608353.1	XP_020952727.1, XP_020952726.1
OG0004225	XP_023608356.1	XP_020952725.1, XP_020952724.1, XP_020952723.1
OG0004226	XP_023611837.1, XP_014313451.1, XP_014313449.1, XP_023611836.1	XP_020949466.1, XP_020949465.1
OG0004227	XP_023618854.1	XP_020949700.1, XP_020949699.1
OG0004228	XP_006099450.1	XP_020949710.1, XP_020949706.1, XP_020949709.1, XP_020949707.1, XP_020949708.1
OG0004229	XP_023608319.1	XP_020949424.1
OG0004230	XP_006088279.1	XP_020942018.1
OG0004231	XP_006081127.1, XP_023618995.1, XP_014309591.1, XP_023618960.1	XP_005661912.1, NP_001127827.1
OG0004232	XP_023617208.1	XP_020941747.1
OG0004233	XP_014304654.1	NP_001177224.1
OG0004234	XP_006106097.1	XP_003124519.2
OG0004235	XP_006105002.1	XP_020942107.1
OG0004236	XP_014304013.1, XP_014304894.1	XP_020936999.1
OG0004237	XP_023609203.1, XP_006109058.1	XP_013851072.1
OG0004238	XP_023611077.1	XP_020943722.1
OG0004239	XP_014321805.1	XP_003124774.1
OG0004240	XP_023620244.1	XP_020942464.1
OG0004241	XP_014302652.1	XP_003124743.2
OG0004242	XP_023612850.1	NP_001231452.1, XP_020944312.1
OG0004244	XP_006092674.1	XP_020945755.1
OG0004245	XP_023612886.1	XP_001927929.1
OG0004246	XP_023613438.1	XP_020945847.1
OG0004247	XP_023609183.1	XP_020941420.1, NP_001230340.1
OG0004248	XP_014308569.1	XP_020920187.1
OG0004249	XP_006107799.1	XP_005653853.1
OG0004250	XP_014305019.2	XP_005668046.1
OG0004251	XP_023614690.1	XP_020957820.1, NP_998980.1
OG0004252	XP_006089978.1	XP_013835435.2
OG0004253	XP_006089975.1	XP_020919527.1
OG0004254	XP_014311550.1	XP_005656801.1
OG0004255	XP_014312300.1	XP_005667884.1, XP_005667885.1, XP_013835387.1
OG0004256	XP_023609763.1, XP_023605089.1	XP_020919395.1, XP_003357604.2
OG0004257	XP_006088997.1	XP_003130369.3
OG0004258	XP_006097815.1	XP_020946301.1
OG0004259	XP_014320579.1	XP_005663188.1, NP_999320.2
OG0004260	XP_023604707.1, XP_023600284.1	XP_003130603.4
OG0004261	XP_023603580.1, XP_023601538.1	XP_003130612.1
OG0004262	XP_023617326.1	NP_001230282.1
OG0004263	XP_006097852.1	NP_001072132.1
OG0004264	XP_006097865.1	XP_013852432.1, NP_001157476.1
OG0004265	XP_006097909.1, XP_023617329.1, XP_006097906.1, XP_014319065.1, XP_014319067.1	XP_013852454.1, NP_001005730.1
OG0004266	XP_006095148.1	XP_020945399.1, XP_020945398.1, XP_020945400.1
OG0004267	XP_006095202.1	XP_020945461.1
OG0004268	XP_006085178.1	XP_005659505.1
OG0004269	XP_023606637.1	XP_020948129.1
OG0004270	XP_006109032.3	NP_001103893.1
OG0004271	XP_023606608.1, XP_014308456.1	XP_020948556.1
OG0004273	XP_014320957.1	XP_013833658.2, XP_020954896.1
OG0004274	XP_006102317.1	XP_001928306.1
OG0004275	XP_023599454.1	XP_020954863.1, XP_001927768.3, XP_013833639.1, XP_020954862.1
OG0004276	XP_006102284.2	XP_001927591.4, XP_020954860.1, XP_020954859.1
OG0004277	XP_006085916.1	XP_020955557.1, XP_020955555.1, XP_020955556.1
OG0004278	XP_023607294.1	XP_020955520.1
OG0004279	XP_006085897.1	XP_020954826.1, XP_020954827.1
OG0004280	XP_014320290.1	XP_005666247.1
OG0004281	XP_006097020.1	NP_001230454.1
OG0004282	XP_006099635.1	XP_020958345.1
OG0004283	XP_023615683.1	XP_020917991.1
OG0004284	XP_006081724.1	XP_005666943.2
OG0004285	XP_023617953.1	XP_013844626.1, XP_013844625.1, XP_001924608.2
OG0004286	XP_006087017.1	XP_003356803.1
OG0004287	XP_023600383.1	XP_020953801.1, NP_001127830.4
OG0004288	XP_006109381.1	XP_020937188.1, XP_020937187.1
OG0004289	XP_023602886.1	XP_020937247.1
OG0004291	XP_006092394.1	XP_020922632.1, XP_020922633.1
OG0004292	XP_006095034.1, XP_014306338.1, XP_006095033.1, XP_006095003.1	XP_020921967.1
OG0004293	XP_006110066.1	XP_001927702.2
OG0004294	XP_023603678.1, XP_006107231.1	XP_003358007.1
