Orthogroup	Myotis_lucifugus	Ursus_americanus
OG0001559	XP_006092193.1, XP_006100045.1	XP_045661828.1
OG0001561	XP_014314295.1, XP_006092375.1	XP_045637728.1
OG0001562	XP_023611517.1	XP_045659778.1, XP_045659779.1, XP_045659776.1, XP_045659777.1
OG0001563	XP_014302193.1	XP_045644071.1
OG0001564	XP_014303337.1	XP_045650909.1, XP_045650902.1
OG0001565	XP_006082238.1	XP_045650649.1, XP_045646644.1
OG0001566	XP_023616100.1	XP_045636489.1, XP_045636490.1
OG0001567	XP_023619914.1	XP_045656642.1
OG0001568	XP_006093319.1	XP_045658379.1
OG0001569	XP_006090648.1, XP_006085731.1	XP_045660964.1
OG0001569	XP_006089392.1	XP_045660892.1
OG0001570	XP_006082874.1	XP_045651710.1
OG0001570	XP_006090421.1	XP_045661418.1
OG0001571	XP_014316863.1	XP_045654364.1
OG0001572	XP_006095416.1	XP_045627919.1, XP_045627920.1
OG0001574	XP_023619382.1	XP_045661825.1
OG0001575	XP_014315693.1	XP_045671856.1
OG0001575	XP_023617779.1	XP_045653019.1
OG0001576	XP_023611096.1	XP_045648675.1
OG0001577	XP_023600473.1	XP_045656271.1
OG0001577	XP_006088812.1	XP_045648909.1
OG0001578	XP_014309974.1, XP_023608461.1, XP_006087289.1	XP_045655765.1, XP_045655764.1
OG0001579	XP_006084140.1	XP_045635785.1, XP_045635787.1, XP_045635786.1
OG0001580	XP_023614646.1	XP_045648396.1
OG0001581	XP_023609278.1	XP_045648569.1
OG0001583	XP_006103274.1	XP_045648187.1
OG0001584	XP_023603541.1	XP_045665031.1, XP_045665034.1, XP_045665032.1, XP_045665033.1, XP_045665030.1
OG0001585	XP_014314572.1	XP_045641712.1
OG0001586	XP_023619269.1, XP_006099905.1, XP_023619267.1, XP_023619266.1, XP_023619268.1	XP_045665126.1, XP_045665128.1, XP_045665127.1, XP_045665125.1
OG0001587	XP_023615088.1	XP_045646539.1, XP_045646538.1, XP_045646537.1
OG0001588	XP_006107459.1, XP_006106836.1, XP_006106835.1, XP_006106983.1, XP_006109201.1, XP_006106986.1, XP_006106984.1, XP_006107460.1, XP_006106985.1, XP_006107458.1, XP_006108793.1	XP_045649752.1, XP_045649750.1
OG0001590	XP_014320824.1	XP_045664446.1
OG0001591	XP_014319231.1, XP_023617576.1, XP_014319230.1	XP_045664469.1
OG0001592	XP_023612146.1, XP_006091669.1	XP_045664535.1, XP_045664534.1
OG0001593	XP_014313994.1, XP_023612344.1, XP_014313996.1, XP_023612343.1, XP_006091950.1, XP_006091949.1, XP_014313995.1	XP_045642670.1
OG0001594	XP_006102569.1	XP_045631662.1
OG0001594	XP_023617837.1, XP_006102070.1	XP_045647160.1
OG0001595	XP_023613874.1	XP_045664036.1
OG0001596	XP_006107666.1	XP_045656078.1, XP_045656079.1
OG0001597	XP_006095472.1	XP_045664394.1, XP_045664395.1
OG0001598	XP_006092826.1	XP_045646728.1, XP_045646729.1, XP_045646726.1, XP_045646727.1
OG0001599	XP_023614497.1	XP_045638700.1
OG0001600	XP_006091664.1	XP_045664542.1
OG0001601	XP_006102095.1	XP_045628932.1
OG0001602	XP_014322907.1, XP_006102105.1, XP_014322908.1	XP_045628910.1, XP_045628909.1
OG0001603	XP_014320720.2	XP_045654161.1
OG0001604	XP_014310306.1	XP_045630436.1
OG0001605	XP_023609536.1, XP_006088694.1	XP_045669044.1
OG0001606	XP_023608980.1, XP_006088041.1, XP_006088040.1, XP_006088042.1, XP_014310635.1	XP_045665442.1
OG0001607	XP_014310602.1, XP_014310599.1, XP_023608951.1, XP_014310600.1, XP_014310601.1	XP_045664946.1
OG0001608	XP_006089535.1	XP_045661744.1
OG0001609	XP_006102073.1, XP_023599238.1	XP_045660544.1, XP_045660545.1, XP_045660543.1
OG0001610	XP_023612030.1	XP_045660734.1
OG0001610	XP_014308391.1	XP_045663963.1
OG0001611	XP_006098025.1	XP_045664414.1
OG0001612	XP_006096436.1	XP_045666727.1
OG0001613	XP_023611401.1	XP_045655385.1, XP_045655384.1
OG0001615	XP_023616179.1	XP_045647524.1
OG0001616	XP_023617841.1, XP_006098380.1	XP_045647454.1, XP_045647453.1
OG0001617	XP_023605572.1	XP_045637312.1
OG0001618	XP_023605779.1	XP_045637238.1
OG0001619	XP_023611279.1	XP_045667853.1
OG0001620	XP_023612055.1	XP_045657165.1, XP_045657166.1
OG0001621	XP_006091642.2	XP_045657056.1
OG0001622	XP_014318808.2	XP_045665901.1
OG0001623	XP_006101256.1	XP_045665975.1, XP_045665973.1, XP_045665974.1
OG0001624	XP_014302980.1	XP_045645917.1
OG0001624	XP_006082396.1, XP_023616557.1, XP_006085759.1, XP_023611078.1, XP_006085756.1	XP_045646418.1
OG0001625	XP_006084888.1	XP_045632588.1, XP_045632591.1, XP_045632592.1, XP_045632587.1, XP_045632589.1
OG0001626	XP_023606243.1	XP_045668640.1, XP_045668641.1
OG0001627	XP_006102735.1, XP_014323506.1	XP_045667494.1, XP_045667486.1, XP_045667508.1, XP_045667479.1, XP_045667471.1
OG0001628	XP_014322201.1, XP_023604293.1, XP_006083316.1	XP_045662199.1
OG0001629	XP_023615712.1	XP_045662373.1
OG0001630	XP_006082482.1	XP_045662487.1, XP_045662488.1
OG0001631	XP_023619136.1	XP_045633506.1, XP_045633508.1, XP_045633505.1, XP_045633507.1
OG0001632	XP_006103849.1	XP_045646412.1
OG0001633	XP_023616677.1, XP_014318463.1	XP_045644745.1, XP_045644748.1
OG0001634	XP_006084766.1	XP_045646441.1
OG0001635	XP_006082158.2	XP_045649772.1
OG0001636	XP_014313692.1	XP_045632728.1, XP_045632729.1, XP_045632722.1
OG0001637	XP_006081896.1	XP_045654577.1
OG0001637	XP_006087836.1	XP_045646670.1
OG0001638	XP_006091982.1	XP_045642458.1
OG0001638	XP_006092115.1	XP_045642972.1
OG0001639	XP_014316851.1	XP_045646618.1
OG0001640	XP_023601294.1	XP_045650345.1, XP_045650335.1, XP_045650353.1
OG0001643	XP_023612157.1, XP_023612154.1, XP_006091704.1, XP_023612166.1	XP_045643060.1
OG0001645	XP_006097517.2	XP_045630751.1
OG0001645	XP_006104554.3	XP_045671284.1
OG0001646	XP_023615450.1	XP_045656691.1
OG0001647	XP_006101196.3	XP_045656019.1
OG0001647	XP_006086887.1	XP_045637021.1
OG0001648	XP_006085900.1	XP_045655988.1, XP_045655982.1
OG0001649	XP_006104112.1	XP_045630259.1, XP_045630258.1
OG0001649	XP_006104121.1	XP_045630338.1
OG0001650	XP_006095973.1	XP_045658983.1
OG0001650	XP_023618736.1	XP_045647499.1
OG0001651	XP_014317415.1	XP_045641426.1
OG0001652	XP_023603433.1, XP_023603432.1	XP_045635408.1
OG0001653	XP_006109592.3	XP_045626677.1, XP_045631105.1
OG0001654	XP_023611564.1	XP_045668462.1, XP_045668461.1, XP_045668464.1, XP_045668465.1, XP_045668460.1, XP_045668463.1, XP_045668466.1
OG0001655	XP_006108531.1, XP_014305959.1, XP_023611374.1, XP_023611375.1	XP_045640731.1
OG0001656	XP_023601456.1, XP_006104483.1, XP_014302244.1	XP_045627372.1
OG0001657	XP_014316295.1	XP_045649582.1
OG0001657	XP_014316294.1	XP_045649640.1
OG0001658	XP_014311978.1	XP_045661829.1
OG0001661	XP_006095031.1	XP_045637572.1
OG0001661	XP_006109491.1	XP_045637571.1
OG0001662	XP_006103748.1, XP_006103750.1	XP_045640525.1, XP_045640409.1
OG0001663	XP_023620338.1, XP_006101114.2	XP_045628352.1
OG0001663	XP_014321902.2	XP_045628354.1
OG0001664	XP_006094803.1, XP_006084784.1, XP_006094819.1	XP_045649564.1, XP_045649570.1
OG0001665	XP_006091993.1	XP_045642883.1
OG0001666	XP_006092114.1	XP_045642460.1
OG0001666	XP_006091980.1	XP_045642976.1
OG0001667	XP_023616454.1	XP_045632222.1, XP_045632224.1, XP_045632227.1, XP_045632225.1, XP_045632226.1, XP_045632223.1
OG0001668	XP_023605851.1	XP_045661232.1
OG0001669	XP_023600645.1	XP_045661303.1
OG0001670	XP_014304188.2	XP_045634324.1
OG0001671	XP_006103425.2	XP_045629210.1, XP_045629219.1
OG0001672	XP_014301266.1, XP_014301268.1, XP_014301267.1	XP_045629114.1, XP_045629105.1, XP_045629096.1, XP_045629123.1, XP_045629085.1
OG0001673	XP_006097209.1	XP_045646835.1, XP_045646831.1, XP_045646836.1, XP_045646834.1, XP_045646833.1, XP_045646832.1
OG0001674	XP_006107508.1	XP_045632952.1
OG0001675	XP_023599365.1, XP_006102229.1, XP_023599364.1	XP_045630398.1, XP_045630649.1, XP_045630480.1, XP_045630564.1
OG0001676	XP_023602152.1	XP_045632482.1
OG0001677	XP_006096758.1	XP_045641601.1, XP_045641609.1
OG0001678	XP_006094301.1	XP_045638251.1
OG0001679	XP_014323723.1, XP_006081264.1	XP_045652407.1
OG0001680	XP_006081648.1	XP_045647146.1, XP_045665513.1, XP_045650748.1
OG0001681	XP_023609430.1	XP_045672296.1, XP_045672297.1, XP_045672298.1
OG0001682	XP_006089131.1	XP_045647961.1
OG0001682	XP_023618410.1	XP_045665443.1
OG0001683	XP_006089158.1	XP_045647926.1
OG0001684	XP_006101826.1, XP_014322625.1, XP_023599030.1	XP_045654041.1, XP_045654042.1
OG0001685	XP_006101825.1	XP_045654038.1, XP_045654039.1
OG0001686	XP_006104367.1	XP_045653855.1
OG0001687	XP_006089890.1	XP_045657325.1
OG0001688	XP_014310109.1	XP_045655455.1, XP_045655456.1
OG0001689	XP_006087395.1	XP_045655464.1
OG0001689	XP_006084300.1	XP_045637089.1
OG0001690	XP_006105341.1	XP_045632788.1
OG0001691	XP_023618903.1, XP_006099451.1	XP_045670997.1, XP_045670998.1, XP_045670999.1
OG0001692	XP_023618877.1	XP_045670989.1, XP_045670992.1, XP_045670988.1, XP_045670990.1
OG0001693	XP_006085651.1	XP_045653114.1
OG0001694	XP_023603183.1	XP_045657589.1
OG0001695	XP_014310837.1	XP_045642061.1
OG0001695	XP_006101997.1	XP_045629557.1
OG0001696	XP_023609185.1	XP_045642135.1
OG0001697	XP_006088312.2, XP_014310873.1	XP_045642171.1
OG0001698	XP_006106276.1	XP_045629800.1
OG0001699	XP_014318904.1	XP_045669334.1
OG0001700	XP_023603687.1, XP_014304656.1	XP_045669235.1
OG0001702	XP_006097277.1	XP_045649865.1
OG0001702	XP_006110115.1	XP_045639797.1
OG0001703	XP_014305050.1	XP_045669888.1
OG0001703	XP_006109223.1	XP_045640732.1
OG0001705	XP_006101026.1	XP_045633854.1
OG0001706	XP_006106502.2	XP_045664083.1
OG0001707	XP_023604770.1, XP_023614770.1, XP_023614726.1, XP_014316479.2	XP_045643748.1
OG0001708	XP_023619017.1	XP_045653396.1
OG0001709	XP_006095198.1	XP_045640446.1, XP_045640448.1, XP_045640447.1
OG0001710	XP_023606578.1	XP_045645937.1
OG0001711	XP_006085225.1	XP_045633808.1
OG0001712	XP_023616527.1	XP_045666380.1, XP_045666379.1
OG0001713	XP_006108723.1	XP_045655252.1
OG0001714	XP_006108015.1	XP_045630950.1, XP_045630953.1, XP_045630952.1
OG0001716	XP_014301363.1	XP_045669911.1
OG0001717	XP_014316494.1	XP_045670406.1
OG0001718	XP_006106154.1	XP_045670044.1
OG0001719	XP_006092330.1	XP_045670281.1
OG0001720	XP_023599142.1	XP_045629639.1
OG0001721	XP_006108244.3	XP_045659639.1
OG0001721	XP_023619734.1	XP_045667903.1
OG0001723	XP_006092786.1	XP_045635630.1
OG0001725	XP_023607141.1	XP_045627566.1
OG0001726	XP_023601815.1	XP_045643914.1
OG0001727	XP_006083365.1	XP_045643996.1, XP_045643997.1, XP_045643998.1, XP_045643995.1, XP_045643999.1
OG0001728	XP_023613156.1	XP_045647900.1, XP_045667613.1
OG0001729	XP_006100227.1, XP_014321050.1, XP_023619563.1	XP_045650674.1, XP_045650675.1
OG0001730	XP_006104670.1	XP_045651610.1
OG0001731	XP_023613465.1	XP_045658295.1, XP_045658313.1, XP_045658303.1
OG0001732	XP_006101143.1	XP_045662933.1
OG0001733	XP_023602573.1	XP_045626540.1, XP_045626541.1
OG0001735	XP_006091472.1	XP_045660668.1
OG0001735	XP_006100050.1	XP_045661833.1
OG0001736	XP_006084053.1	XP_045659905.1, XP_045659906.1
OG0001737	XP_014305535.1	XP_045633195.1, XP_045633194.1, XP_045633197.1
OG0001738	XP_006082916.1	XP_045644446.1
OG0001738	XP_014315683.1	XP_045671995.1
OG0001740	XP_014307937.1	XP_045649073.1
OG0001741	XP_023609588.1	XP_045648862.1
OG0001743	XP_023605047.1, XP_014306370.1, XP_006109850.2	XP_045627866.1, XP_045627860.1
OG0001744	XP_006087521.1	XP_045640873.1
OG0001745	XP_006082743.1, XP_014308192.1	XP_045645025.1
OG0001746	XP_006094797.1	XP_045648410.1
OG0001747	XP_006106863.1	XP_045649490.1, XP_045649489.1
OG0001748	XP_006109121.1	XP_045641803.1
OG0001749	XP_006096073.1, XP_006096072.1, XP_023615670.1	XP_045663064.1, XP_045663065.1, XP_045663062.1, XP_045663063.1
OG0001750	XP_006091773.1	XP_045669405.1
OG0001751	XP_014303542.1, XP_006083497.1	XP_045664990.1, XP_045664991.1
OG0001752	XP_006095307.1, XP_014316795.1, XP_014316794.1, XP_023615046.1, XP_014316796.1	XP_045646527.1, XP_045646525.1
OG0001753	XP_023606782.1	XP_045649433.1
OG0001754	XP_023617438.1	XP_045664732.1
OG0001755	XP_014320827.1	XP_045664439.1
OG0001756	XP_023617603.1	XP_045664494.1
OG0001757	XP_014314014.1	XP_045642635.1
OG0001758	XP_023617458.1, XP_006097967.1	XP_045664722.1, XP_045664723.1
OG0001761	XP_023604294.1, XP_023604960.1, XP_023604848.1, XP_006109517.2, XP_023604951.1, XP_014305984.1	XP_045659582.1, XP_045659584.1, XP_045626690.1
OG0001762	XP_023609828.1, XP_006089105.1, XP_014311602.1, XP_014311603.1, XP_014311604.1	XP_045663469.1, XP_045663468.1
OG0001763	XP_023603297.1, XP_023605116.1	XP_045634543.1, XP_045634539.1, XP_045634541.1, XP_045634542.1, XP_045634540.1
OG0001764	XP_023601867.1	XP_045630261.1
OG0001765	XP_006101223.2	XP_045656072.1, XP_045656071.1
OG0001766	XP_023616698.1, XP_006097224.1, XP_006097225.1	XP_045646348.1
OG0001767	XP_006083774.1	XP_045647749.1
OG0001767	XP_006100525.1	XP_045672276.1
OG0001768	XP_014305742.1, XP_014305741.1	XP_045672287.1
OG0001769	XP_023603674.1	XP_045652718.1
OG0001770	XP_014306229.1	XP_045647697.1
OG0001772	XP_006088690.1	XP_045669229.1, XP_045669237.1, XP_045669245.1, XP_045669209.1, XP_045669220.1
OG0001773	XP_006096464.1	XP_045664075.1, XP_045664071.1, XP_045664082.1, XP_045664086.1, XP_045664093.1
OG0001774	XP_023610155.1	XP_045662581.1
OG0001775	XP_006091501.1	XP_045660761.1
OG0001775	XP_023612033.1	XP_045660760.1
OG0001776	XP_006091440.1, XP_014313582.1, XP_014313583.1, XP_006091439.1	XP_045660744.1
OG0001777	XP_006093222.1, XP_023601284.1	XP_045650501.1, XP_045650491.1, XP_045650485.1
OG0001778	XP_006107423.1	XP_045652844.1
OG0001779	XP_006106321.1	XP_045634755.1, XP_045634747.1
OG0001780	XP_014320082.1, XP_023618448.1, XP_014320081.1	XP_045631867.1
OG0001781	XP_006106079.1	XP_045632320.1, XP_045632330.1
OG0001782	XP_014319466.1	XP_045647471.1, XP_045647470.1
OG0001783	XP_023605783.1	XP_045637316.1
OG0001784	XP_006084291.2	XP_045637262.1
OG0001784	XP_014307150.1, XP_023605790.1	XP_045637241.1
OG0001785	XP_023605845.1	XP_045637377.1
OG0001786	XP_006090730.1	XP_045667805.1
OG0001787	XP_014309503.1	XP_045667886.1
OG0001788	XP_023615508.1	XP_045657000.1, XP_045656998.1, XP_045656999.1
OG0001789	XP_023615584.1	XP_045658949.1
OG0001790	XP_023609122.1, XP_023609121.1, XP_006088182.1	XP_045659045.1, XP_045659046.1
OG0001791	XP_006107827.1	XP_045671696.1, XP_045671698.1
OG0001792	XP_006093167.1	XP_045628065.1, XP_045628058.1
OG0001793	XP_006086074.1	XP_045668211.1, XP_045668209.1, XP_045668210.1
OG0001794	XP_006104738.1	XP_045633926.1, XP_045635462.1, XP_045636215.1, XP_045634767.1
OG0001795	XP_006090602.1	XP_045641365.1
OG0001796	XP_006097070.1	XP_045641414.1, XP_045641415.1
OG0001797	XP_006104323.1	XP_045641501.1
OG0001798	XP_006092875.1	XP_045668506.1, XP_045668508.1, XP_045668510.1, XP_045668509.1
OG0001799	XP_023609688.1	XP_045669458.1
OG0001800	XP_023614760.1	XP_045643506.1
OG0001801	XP_006096967.1	XP_045639914.1
OG0001802	XP_006096341.1	XP_045640002.1, XP_045640001.1
OG0001803	XP_014320927.1	XP_045661037.1, XP_045652197.1
OG0001804	XP_014315024.1	XP_045661116.1
OG0001805	XP_006087829.1	XP_045660190.1
OG0001806	XP_006087783.1	XP_045661072.1
OG0001810	XP_014317576.1, XP_023615799.1, XP_006096229.1, XP_006096258.1	XP_045644908.1, XP_045644907.1, XP_045644925.1
OG0001815	XP_014314493.1	XP_045657298.1, XP_045657299.1
OG0001816	XP_006097719.1	XP_045648080.1
OG0001817	XP_006098468.1, XP_014305937.1, XP_006098470.1	XP_045662237.1
OG0001818	XP_006106956.1	XP_045635878.1
OG0001818	XP_023617177.1	XP_045669381.1
OG0001819	XP_006102352.1, XP_023599464.1, XP_023599463.1	XP_045632087.1
OG0001820	XP_006096489.1	XP_045664538.1, XP_045664540.1
OG0001821	XP_014313209.1	XP_045641087.1, XP_045641084.1, XP_045641085.1, XP_045641086.1
OG0001822	XP_006099803.1	XP_045654121.1, XP_045654120.1, XP_045654122.1
OG0001823	XP_014302285.1	XP_045637746.1
OG0001824	XP_023603740.1	XP_045641484.1, XP_045641480.1, XP_045641483.1, XP_045641481.1, XP_045641486.1, XP_045641485.1, XP_045641487.1
OG0001825	XP_006081199.2	XP_045650853.1
OG0001826	XP_006094861.1	XP_045636704.1, XP_045655288.1, XP_045632414.1
OG0001827	XP_023616889.1	XP_045634168.1
OG0001828	XP_014306249.1	XP_045626933.1
OG0001829	XP_006091601.1	XP_045656761.1
OG0001829	XP_023612130.1	XP_045657052.1
OG0001830	XP_023617584.1	XP_045664473.1
OG0001833	XP_006091914.1	XP_045643022.1
OG0001834	XP_006091915.1	XP_045643005.1
OG0001834	XP_006092096.1	XP_045643004.1
OG0001835	XP_014313956.1	XP_045642973.1
OG0001836	XP_006094711.1	XP_045638902.1, XP_045638912.1, XP_045638943.1
OG0001837	XP_006087527.1, XP_006087528.1	XP_045644540.1, XP_045644542.1, XP_045644534.1, XP_045636840.1, XP_045636914.1, XP_045642296.1, XP_045630683.1, XP_045649856.1
OG0001838	XP_006100255.1	XP_045633451.1, XP_045633462.1
OG0001839	XP_006096998.1	XP_045640237.1
OG0001840	XP_023611388.1, XP_023611386.1, XP_014313104.1, XP_023611385.1, XP_014313105.1	XP_045646226.1, XP_045646227.1
OG0001841	XP_006089225.1	XP_045661274.1, XP_045661273.1, XP_045661270.1, XP_045661272.1, XP_045661275.1, XP_045661271.1
OG0001842	XP_023604966.1, XP_023604085.1	XP_045631141.1
OG0001843	XP_006108506.1	XP_045628262.1, XP_045628261.1
OG0001844	XP_023605139.1, XP_023599357.1, XP_014323028.2	XP_045671743.1
OG0001845	XP_006086707.1	XP_045668811.1, XP_045668812.1, XP_045668810.1
OG0001846	XP_014315500.2, XP_006100829.1	XP_045633714.1
OG0001847	XP_006105253.1	XP_045662839.1
OG0001848	XP_023602608.1, XP_014305947.1	XP_045662717.1
OG0001849	XP_006097357.1, XP_006097358.1	XP_045638266.1
OG0001850	XP_023603608.1, XP_023599210.1	XP_045638027.1
OG0001851	XP_006090533.1, XP_023611072.1	XP_045640364.1
OG0001852	XP_006081334.1	XP_045652340.1, XP_045652339.1, XP_045652341.1, XP_045652342.1
OG0001853	XP_006100372.1	XP_045655773.1
OG0001855	XP_006104562.1, XP_006104561.1, XP_023601534.1	XP_045639420.1, XP_045639417.1, XP_045639416.1, XP_045639421.1, XP_045639419.1
OG0001856	XP_023619353.1	XP_045639329.1, XP_045639328.1, XP_045639327.1
OG0001857	XP_014321851.1, XP_014321852.1	XP_045639337.1
OG0001858	XP_006096483.1	XP_045664422.1
OG0001858	XP_006102090.1	XP_045648031.1
OG0001859	XP_014311681.1, XP_014311683.1	XP_045671273.1, XP_045671272.1, XP_045671271.1
OG0001860	XP_006104550.1	XP_045671266.1, XP_045671265.1
OG0001861	XP_023602965.1	XP_045653488.1
OG0001862	XP_014302769.1, XP_023604185.1, XP_014305213.1, XP_006107908.1, XP_006105155.1, XP_006107909.2, XP_023602534.1, XP_006105144.1, XP_006105919.1, XP_006105918.1, XP_006105917.1, XP_023601957.1, XP_023601967.1	XP_045653367.1
OG0001863	XP_006097434.1	XP_045634204.1
OG0001864	XP_014310113.1	XP_045655450.1
OG0001865	XP_014306024.1	XP_045659399.1
OG0001866	XP_023604623.1	XP_045659434.1
OG0001867	XP_006096518.1	XP_045670833.1
OG0001868	XP_014310875.1	XP_045642189.1
OG0001868	XP_023601860.1	XP_045633379.1
OG0001869	XP_006088354.1	XP_045642191.1
OG0001871	XP_006103416.2	XP_045642222.1, XP_045642221.1, XP_045642223.1
OG0001872	XP_023601823.1	XP_045631194.1
OG0001873	XP_014302477.1	XP_045626875.1
OG0001874	XP_006086181.1	XP_045657897.1
OG0001875	XP_006086166.1	XP_045657926.1, XP_045657928.1, XP_045657927.1
OG0001876	XP_006082124.1	XP_045669333.1, XP_045645502.1, XP_045632730.1
OG0001877	XP_006082937.1	XP_045644730.1, XP_045644731.1, XP_045644732.1
OG0001878	XP_006093861.1	XP_045664587.1
OG0001879	XP_006109882.2	XP_045652158.1
OG0001880	XP_014316632.2	XP_045639740.1
OG0001881	XP_006097458.2	XP_045637732.1
OG0001883	XP_014310213.1, XP_014310212.1, XP_014310214.1, XP_014310215.1, XP_014310211.1	XP_045658526.1, XP_045658525.1
OG0001884	XP_006100128.1	XP_045658720.1
OG0001885	XP_006100304.2	XP_045654931.1
OG0001886	XP_023617933.1	XP_045663743.1, XP_045663742.1
OG0001887	XP_006087024.1	XP_045663674.1
OG0001889	XP_006098974.1	XP_045669714.1
OG0001891	XP_014313361.1	XP_045647122.1
OG0001892	XP_006104832.1	XP_045627043.1
OG0001893	XP_023605250.1	XP_045627079.1
OG0001894	XP_023613756.1	XP_045645857.1
OG0001895	XP_014316999.1	XP_045645557.1
OG0001896	XP_006098584.1	XP_045635820.1
OG0001897	XP_014304603.1	XP_045635949.1, XP_045635950.1
OG0001898	XP_023612999.1	XP_045635540.1
OG0001899	XP_023613013.1	XP_045635831.1, XP_045635835.1, XP_045635833.1, XP_045635832.1
OG0001901	XP_023614739.1	XP_045627709.1, XP_045627710.1
OG0001902	XP_006081696.1, XP_014310244.1	XP_045650873.1, XP_045650874.1
OG0001903	XP_023607924.1	XP_045650626.1
OG0001904	XP_023620507.1	XP_045636369.1
OG0001905	XP_006108921.1	XP_045636440.1
OG0001906	XP_006088060.1, XP_014310654.1	XP_045647085.1
OG0001907	XP_006106116.1	XP_045661405.1
OG0001908	XP_006107510.1	XP_045633003.1, XP_045633004.1, XP_045633002.1
OG0001909	XP_006095892.1	XP_045662996.1, XP_045662995.1
OG0001910	XP_023615528.1	XP_045662986.1
OG0001911	XP_023599101.1, XP_006101937.1, XP_023599102.1	XP_045661815.1
OG0001914	XP_014311055.1	XP_045671890.1
OG0001915	XP_023613535.1, XP_023613522.1, XP_006093378.2, XP_023613532.1, XP_023613534.1	XP_045668192.1
OG0001916	XP_023605539.1	XP_045636141.1
OG0001917	XP_014305331.1	XP_045652932.1
OG0001917	XP_006081833.1	XP_045654809.1
OG0001918	XP_023599660.1	XP_045648204.1
OG0001918	XP_023613631.1	XP_045660023.1
OG0001919	XP_006104388.1	XP_045631500.1
OG0001920	XP_006094410.1	XP_045665081.1, XP_045665082.1
OG0001921	XP_006099956.1	XP_045664773.1
OG0001922	XP_006095326.1	XP_045646504.1
OG0001923	XP_014314005.1, XP_014314007.1, XP_014314006.1	XP_045642656.1, XP_045642655.1, XP_045642657.1, XP_045642654.1
OG0001924	XP_006106806.1	XP_045644469.1
OG0001925	XP_014308311.1	XP_045649622.1
OG0001925	XP_006083960.1	XP_045664207.1
OG0001926	XP_006091668.1, XP_023612145.1	XP_045664536.1
OG0001927	XP_006105935.1, XP_006105934.1	XP_045649700.1
OG0001928	XP_014304710.1	XP_045642754.1, XP_045642755.1
OG0001929	XP_006081723.1	XP_045654994.1, XP_045654993.1, XP_045654995.1
OG0001930	XP_006098885.1	XP_045660038.1
OG0001931	XP_014306778.1	XP_045668317.1
OG0001932	XP_014322369.1	XP_045663413.1
OG0001933	XP_023611446.1	XP_045663304.1, XP_045663299.1, XP_045663296.1, XP_045663297.1, XP_045663300.1, XP_045663302.1, XP_045663301.1, XP_045663298.1, XP_045663303.1
OG0001935	XP_014304948.1	XP_045634587.1, XP_045634588.1
OG0001935	XP_023603931.1	XP_045629882.1
OG0001936	XP_014321247.1, XP_014321245.1, XP_014321246.1, XP_023619708.1, XP_006100397.1	XP_045667943.1, XP_045667942.1, XP_045667941.1
OG0001938	XP_006101180.3	XP_045632680.1, XP_045632682.1
OG0001939	XP_006101854.1	XP_045656165.1
OG0001940	XP_006094598.1	XP_045638788.1
OG0001941	XP_006092943.1	XP_045671512.1, XP_045671511.1
OG0001942	XP_023614485.1	XP_045638710.1
OG0001943	XP_006093854.1, XP_023613932.1, XP_023613933.1, XP_023613931.1	XP_045664576.1
OG0001944	XP_006088728.1	XP_045668717.1
OG0001945	XP_023617470.1, XP_023617469.1, XP_014319115.1, XP_006097993.2	XP_045632737.1
OG0001946	XP_014310611.1, XP_023608963.1	XP_045665178.1, XP_045665170.1
OG0001947	XP_023608949.1	XP_045664874.1, XP_045664881.1, XP_045664866.1
OG0001948	XP_006089247.3, XP_006089245.1, XP_023609938.1, XP_006096494.1, XP_006096493.1	XP_045664619.1
OG0001949	XP_006096481.3	XP_045664403.1, XP_045664411.1
OG0001950	XP_006091433.1, XP_023611977.1, XP_023611978.1	XP_045660740.1
OG0001951	XP_023604034.1	XP_045650810.1
OG0001952	XP_023601289.1	XP_045650665.1, XP_045650673.1
OG0001953	XP_006083662.2	XP_045653050.1
OG0001954	XP_006095082.1	XP_045630099.1
OG0001955	XP_023620064.1	XP_045630019.1
OG0001956	XP_014301092.1	XP_045649810.1
OG0001957	XP_023618976.1, XP_023618975.1, XP_006099557.1, XP_023618978.1	XP_045634536.1
OG0001958	XP_023616245.1	XP_045658334.1
OG0001959	XP_006096144.1	XP_045637232.1
OG0001960	XP_006084312.1	XP_045637392.1, XP_045637391.1, XP_045637393.1, XP_045637389.1, XP_045637390.1
OG0001962	XP_023611280.1	XP_045667812.1
OG0001963	XP_014309527.1	XP_045667747.1
OG0001964	XP_006086775.1	XP_045657187.1
OG0001965	XP_006091572.1	XP_045656769.1
OG0001966	XP_006095855.1, XP_006095854.1, XP_006095853.1	XP_045656821.1
OG0001967	XP_023610597.1	XP_045640924.1, XP_045640925.1
OG0001968	XP_023601547.1	XP_045665855.1
OG0001969	XP_006088216.1	XP_045659179.1, XP_045659178.1
OG0001970	XP_006108948.1	XP_045659279.1
OG0001971	XP_014320006.1	XP_045665382.1
OG0001971	XP_006084630.1	XP_045649131.1
OG0001972	XP_014308955.1, XP_006086043.1	XP_045668064.1, XP_045668066.1, XP_045668065.1, XP_045668067.1
OG0001973	XP_006087939.1	XP_045651149.1, XP_045651148.1
OG0001974	XP_006087958.1	XP_045651123.1
OG0001975	XP_023611878.1, XP_006105879.1, XP_023599013.1	XP_045641444.1
