Orthogroup	Canis_lupus_familiaris	Ursus_americanus
OG0001706	XP_038421713.1	XP_045664083.1
OG0001707	XP_038397948.1	XP_045643748.1
OG0001708	XP_038398546.1	XP_045653396.1
OG0001709	XP_038399210.1, XP_038399208.1, XP_038399209.1	XP_045640446.1, XP_045640448.1, XP_045640447.1
OG0001710	XP_038399315.1, XP_038399314.1, XP_038399312.1, XP_038399313.1	XP_045645937.1
OG0001711	XP_038399427.1	XP_045633808.1
OG0001712	XP_038400702.1	XP_045666380.1, XP_045666379.1
OG0001713	XP_038401848.1	XP_045655252.1
OG0001714	XP_038402234.1	XP_045630953.1
OG0001714	XP_038402235.1	XP_045630952.1
OG0001715	XP_038402345.1, XP_038402344.1, XP_038402343.1, XP_038402346.1	XP_045670547.1, XP_045670549.1, XP_045670548.1
OG0001716	XP_038402563.1	XP_045669911.1
OG0001717	XP_038402647.1	XP_045670406.1
OG0001718	XP_038403013.1, XP_038403007.1, XP_038403008.1, XP_038403012.1, XP_038403010.1, XP_038403009.1, XP_038403011.1	XP_045670044.1
OG0001719	XP_038403040.1	XP_045670281.1
OG0001720	XP_038404039.1	XP_045629639.1
OG0001721	XP_038404508.1	XP_045659639.1
OG0001721	XP_038423015.1	XP_045667903.1
OG0001722	XP_038406250.1, XP_038406248.1, XP_038406245.1, XP_038406249.1, XP_038406244.1	XP_045635775.1
OG0001723	XP_038406708.1, XP_038406710.1	XP_045635630.1
OG0001724	XP_038406790.1	XP_045627706.1
OG0001725	XP_038406800.1	XP_045627566.1
OG0001726	XP_038407180.1	XP_045643914.1
OG0001727	XP_038407279.1, XP_038407271.1, XP_038407272.1, XP_038407275.1, XP_038407273.1, XP_038407274.1, XP_038407276.1, XP_038407278.1, XP_038407277.1	XP_045643996.1, XP_045643997.1, XP_045643998.1, XP_045643995.1, XP_045643999.1
OG0001728	XP_038440084.1, XP_038440085.1, XP_038407590.1	XP_045647900.1, XP_045667613.1
OG0001729	XP_038408073.1	XP_045650674.1, XP_045650675.1
OG0001730	XP_038409474.1	XP_045651610.1
OG0001731	XP_038410244.1, XP_038410243.1	XP_045658295.1, XP_045658313.1, XP_045658303.1
OG0001732	XP_038410760.1, XP_038410764.1, XP_038410762.1, XP_038410759.1, XP_038410763.1	XP_045662933.1
OG0001733	XP_038410967.1, XP_038410966.1, XP_038410965.1, XP_038410968.1	XP_045626540.1, XP_045626541.1
OG0001734	XP_038411018.1	XP_045661844.1
OG0001735	XP_038428357.1	XP_045660668.1
OG0001735	XP_038411080.1	XP_045661833.1
OG0001736	XP_038411627.1	XP_045659905.1, XP_045659906.1
OG0001737	XP_038411686.1, XP_038411685.1	XP_045633195.1, XP_045633194.1, XP_045633197.1
OG0001738	XP_038443662.1	XP_045644446.1
OG0001738	XP_038412056.1	XP_045671995.1
OG0001739	XP_038412094.1, XP_038412095.1	XP_045671837.1
OG0001740	XP_038412893.1	XP_045649073.1
OG0001741	XP_038413184.1	XP_045648862.1
OG0001742	XP_038413416.1	XP_045648709.1
OG0001743	XP_038413729.1	XP_045627860.1
OG0001744	XP_038414331.1	XP_045640873.1
OG0001745	XP_038425593.1	XP_045645025.1
OG0001746	XP_038415280.1	XP_045648416.1
OG0001746	XP_038415263.1	XP_045648410.1
OG0001747	XP_038415504.1	XP_045649490.1, XP_045649489.1
OG0001748	XP_038416383.1	XP_045641803.1
OG0001749	XP_038416748.1	XP_045663062.1, XP_045663063.1
OG0001750	XP_038416808.1, XP_038416804.1, XP_038416807.1, XP_038416806.1, XP_038416805.1, XP_038416809.1	XP_045669405.1
OG0001751	XP_038417249.1	XP_045664990.1, XP_045664991.1
OG0001752	XP_038418145.1	XP_045646527.1, XP_045646525.1
OG0001753	XP_038418614.1	XP_045649433.1
OG0001754	XP_038418904.1	XP_045664732.1
OG0001755	XP_038418926.1	XP_045664439.1
OG0001756	XP_038419004.1, XP_038419006.1, XP_038419005.1	XP_045664494.1
OG0001757	XP_038419180.1, XP_038419179.1	XP_045642635.1
OG0001758	XP_038419430.1	XP_045664722.1, XP_045664723.1
OG0001759	XP_038419453.1	XP_045626741.1
OG0001760	XP_038419514.1	XP_045626660.1, XP_045626661.1, XP_045626659.1
OG0001761	XP_038419536.1, XP_038419538.1, XP_038419535.1	XP_045659582.1, XP_045659584.1, XP_045626690.1
OG0001762	XP_038421900.1, XP_038421898.1, XP_038421897.1, XP_038421899.1	XP_045663469.1, XP_045663468.1
OG0001763	XP_038422583.1, XP_038422581.1, XP_038422582.1	XP_045634543.1, XP_045634539.1, XP_045634541.1, XP_045634542.1, XP_045634540.1
OG0001764	XP_038423416.1	XP_045630261.1
OG0001765	XP_038423838.1, XP_038423835.1, XP_038423839.1, XP_038423837.1, XP_038423836.1, XP_038423834.1	XP_045656072.1, XP_045656071.1
OG0001766	XP_038443282.1, XP_038443283.1, XP_038424067.1	XP_045646348.1
OG0001767	XP_038426854.1	XP_045647749.1
OG0001767	XP_038424618.1	XP_045672276.1
OG0001768	XP_038424647.1	XP_045672287.1
OG0001769	XP_038425546.1	XP_045652718.1
OG0001770	XP_038426751.1	XP_045647697.1
OG0001771	XP_038426829.1	XP_045647737.1
OG0001772	XP_038427058.1, XP_038427063.1, XP_038427061.1, XP_038427064.1, XP_038427059.1, XP_038427062.1, XP_038427060.1	XP_045669229.1, XP_045669237.1, XP_045669245.1, XP_045669209.1, XP_045669220.1
OG0001773	XP_038427680.1	XP_045664075.1, XP_045664071.1, XP_045664082.1, XP_045664086.1, XP_045664093.1
OG0001774	XP_038427966.1	XP_045662581.1
OG0001775	XP_038428382.1	XP_045660761.1
OG0001775	XP_038428390.1	XP_045660760.1
OG0001776	XP_038428414.1, XP_038428413.1, XP_038428412.1	XP_045660744.1
OG0001777	XP_038428828.1	XP_045650501.1, XP_045650491.1, XP_045650485.1
OG0001778	XP_038430411.1	XP_045652844.1
OG0001779	XP_038430728.1	XP_045634755.1, XP_045634747.1
OG0001780	XP_038431018.1	XP_045631867.1
OG0001781	XP_038431095.1, XP_038431094.1	XP_045632320.1, XP_045632330.1
OG0001782	XP_038431365.1	XP_045647471.1, XP_045647470.1
OG0001783	XP_038432659.1	XP_045637316.1
OG0001784	XP_038432674.1	XP_045637241.1
OG0001785	XP_038432833.1	XP_045637377.1
OG0001786	XP_038432939.1, XP_038432938.1, XP_038432936.1, XP_038432940.1, XP_038432937.1, XP_038432935.1, XP_038432941.1	XP_045667805.1
OG0001787	XP_038433161.1	XP_045667886.1
OG0001788	XP_038433606.1, XP_038433607.1, XP_038433605.1	XP_045657000.1, XP_045656998.1, XP_045656999.1
OG0001789	XP_038434566.1, XP_038434567.1, XP_038434568.1, XP_038434565.1	XP_045658949.1
OG0001790	XP_038434706.1, XP_038434710.1, XP_038434709.1, XP_038434707.1	XP_045659045.1, XP_045659046.1
OG0001791	XP_038434940.1	XP_045671696.1, XP_045671698.1
OG0001792	XP_038436170.1	XP_045628065.1, XP_045628058.1
OG0001793	XP_038436238.1, XP_038436237.1, XP_038436239.1, XP_038436236.1	XP_045668211.1, XP_045668209.1, XP_045668210.1
OG0001794	XP_038436504.1	XP_045635462.1
OG0001794	XP_038436503.1	XP_045634767.1
OG0001795	XP_038437098.1	XP_045641365.1
OG0001796	XP_038437184.1	XP_045641414.1, XP_045641415.1
OG0001797	XP_038437325.1, XP_038437327.1	XP_045641501.1
OG0001798	XP_038439061.1, XP_038439060.1, XP_038439059.1	XP_045668506.1, XP_045668508.1, XP_045668510.1, XP_045668509.1
OG0001799	XP_038439723.1, XP_038439722.1, XP_038439724.1	XP_045669458.1
OG0001800	XP_038441929.1, XP_038441933.1, XP_038441932.1, XP_038441931.1, XP_038441936.1, XP_038441930.1, XP_038441928.1, XP_038441934.1, XP_038441935.1, XP_038441927.1	XP_045643506.1
OG0001801	XP_038442283.1, XP_038442282.1, XP_038442281.1	XP_045639914.1
OG0001802	XP_038442307.1	XP_045640002.1, XP_045640001.1
OG0001803	XP_038443518.1	XP_045661037.1, XP_045652197.1
OG0001804	XP_038443967.1	XP_045655827.1
OG0001804	XP_038443904.1	XP_045661116.1
OG0001805	XP_038444396.1, XP_038444397.1, XP_038444398.1	XP_045660190.1
OG0001806	XP_038444487.1	XP_045661072.1
OG0001815	XP_038396926.1	XP_045657298.1
OG0001815	XP_038445421.1, NP_001003028.1	XP_045657299.1
OG0001815	XP_038409301.1	XP_045633005.1
OG0001816	NP_001003128.1, XP_038401023.1	XP_045648080.1
OG0001816	XP_038415596.1	XP_045648331.1
OG0001817	NP_001003243.1	XP_045662237.1
OG0001818	XP_038406589.1	XP_045635878.1
OG0001818	NP_001003274.1	XP_045669381.1
OG0001819	NP_001010957.1	XP_045632087.1
OG0001820	NP_001013441.1	XP_045664538.1, XP_045664540.1
OG0001821	NP_001120970.1	XP_045641087.1, XP_045641084.1, XP_045641085.1, XP_045641086.1
OG0001822	NP_001131124.1	XP_045654121.1, XP_045654120.1, XP_045654122.1
OG0001823	NP_001138542.1	XP_045637746.1
OG0001824	NP_001157169.1	XP_045641484.1, XP_045641480.1, XP_045641483.1, XP_045641481.1, XP_045641486.1, XP_045641485.1, XP_045641487.1
OG0001825	XP_038388958.1	XP_045660424.1
OG0001825	NP_001191267.1	XP_045650853.1
OG0001826	XP_038417544.1	XP_045655288.1, XP_045632414.1
OG0001827	NP_001268859.1	XP_045634168.1
OG0001828	XP_038414901.1, NP_001273868.1	XP_045626933.1
OG0001829	XP_038432093.1	XP_045656761.1
OG0001829	NP_001300762.1	XP_045657052.1
OG0001830	NP_001300796.1	XP_045664473.1
OG0001832	XP_038413462.1	XP_045628268.1
OG0001832	NP_001375473.1	XP_045628273.1
OG0001833	NP_001375512.1	XP_045643022.1
OG0001834	XP_038419124.1	XP_045643005.1
OG0001834	NP_001375521.1	XP_045643004.1
OG0001835	NP_001375867.1, NP_001376138.1	XP_045642973.1
OG0001836	NP_001375646.1, NP_001375930.1	XP_045638902.1, XP_045638912.1
OG0001836	XP_038424788.1	XP_045638943.1
OG0001837	NP_001375851.1	XP_045644540.1, XP_045644542.1, XP_045644534.1, XP_045636840.1, XP_045636914.1, XP_045642296.1, XP_045630683.1, XP_045649856.1
OG0001838	NP_001375913.1	XP_045633462.1
OG0001840	XP_038381699.1, XP_038381697.1, XP_038381696.1	XP_045646226.1, XP_045646227.1
OG0001841	XP_038382233.1	XP_045661274.1, XP_045661273.1, XP_045661270.1, XP_045661272.1, XP_045661275.1, XP_045661271.1
OG0001842	XP_038383926.1	XP_045631141.1
OG0001843	XP_038384306.1, XP_038384305.1, XP_038384308.1, XP_038384307.1, XP_038384309.1	XP_045628262.1, XP_045628261.1
OG0001844	XP_038384587.1	XP_045671614.1
OG0001845	XP_038385847.1, XP_038385844.1, XP_038385849.1, XP_038385846.1, XP_038385845.1, XP_038385848.1	XP_045668811.1, XP_045668812.1, XP_045668810.1
OG0001846	XP_038385888.1	XP_045643437.1
OG0001846	XP_038403381.1	XP_045633714.1
OG0001847	XP_038386869.1	XP_045662839.1
OG0001848	XP_038386995.1	XP_045662717.1
OG0001849	XP_038387353.1, XP_038387354.1	XP_045638266.1
OG0001850	XP_038387464.1	XP_045638027.1
OG0001851	XP_038396577.1, XP_038387977.1	XP_045640364.1
OG0001852	XP_038388386.1	XP_045652340.1, XP_045652339.1, XP_045652341.1, XP_045652342.1
OG0001853	XP_038388518.1, XP_038442468.1, XP_038413589.1	XP_045655773.1
OG0001855	XP_038389788.1	XP_045639420.1, XP_045639417.1, XP_045639416.1, XP_045639421.1, XP_045639419.1
OG0001856	XP_038390143.1, XP_038390145.1, XP_038390147.1, XP_038390146.1, XP_038390144.1	XP_045639329.1, XP_045639328.1, XP_045639327.1
OG0001857	XP_038390408.1	XP_045639337.1
OG0001858	XP_038390725.1	XP_045648031.1
OG0001859	XP_038390941.1, XP_038390935.1, XP_038390943.1, XP_038390940.1, XP_038390934.1, XP_038390942.1	XP_045671273.1
OG0001859	XP_038390937.1	XP_045671272.1
OG0001859	XP_038390936.1	XP_045671271.1
OG0001860	XP_038390980.1	XP_045671266.1, XP_045671265.1
OG0001861	XP_038391436.1	XP_045653488.1
OG0001861	XP_038442440.1	XP_045646362.1
OG0001862	XP_038392522.1	XP_045653367.1
OG0001863	XP_038392870.1	XP_045634128.1
OG0001863	XP_038392874.1	XP_045634204.1
OG0001864	XP_038393406.1	XP_045655450.1
OG0001865	XP_038393567.1	XP_045659399.1
OG0001866	XP_038393621.1, XP_038428983.1, XP_038393624.1, XP_038393622.1, XP_038393623.1, XP_038393625.1	XP_045659434.1
OG0001867	XP_038394717.1	XP_045670833.1
OG0001868	XP_038395076.1	XP_045642189.1
OG0001868	XP_038430895.1	XP_045633379.1
OG0001869	XP_038395079.1	XP_045642191.1
OG0001870	XP_038402260.1	XP_045630906.1
OG0001870	XP_038395483.1	XP_045669316.1
OG0001871	XP_038395766.1, XP_038395767.1, XP_038395761.1, XP_038395762.1, XP_038395764.1, XP_038395765.1, XP_038395763.1	XP_045642222.1, XP_045642221.1, XP_045642223.1
OG0001872	XP_038395924.1	XP_045631194.1
OG0001873	XP_038396133.1, XP_038396134.1	XP_045626875.1
OG0001874	XP_038397508.1	XP_045657897.1
OG0001875	XP_038397549.1	XP_045657926.1, XP_045657928.1, XP_045657927.1
OG0001876	XP_038397641.1	XP_045645502.1
OG0001876	XP_038444322.1, XP_038444310.1	XP_045632730.1
OG0001877	XP_038443606.1	XP_045644730.1
OG0001878	XP_038425154.1	XP_045664587.1
OG0001878	XP_038397663.1	XP_045643654.1
OG0001879	XP_038401840.1	XP_045632151.1
OG0001879	XP_038398676.1	XP_045652158.1
OG0001880	XP_038399164.1	XP_045639740.1
OG0001881	XP_038399596.1, XP_038399597.1, XP_038399595.1, XP_038399598.1	XP_045637732.1
OG0001883	XP_038400177.1	XP_045658526.1
OG0001883	XP_038400003.1	XP_045658525.1
OG0001884	XP_038400130.1, XP_038400131.1, XP_038438735.1	XP_045658720.1
OG0001885	XP_038400596.1	XP_045654931.1
OG0001886	XP_038401230.1	XP_045663743.1, XP_045663742.1
OG0001887	XP_038401351.1	XP_045663674.1
OG0001888	XP_038402156.1	XP_045630885.1
OG0001889	XP_038403458.1, XP_038403457.1	XP_045669714.1
OG0001890	XP_038404545.1	XP_045659656.1
OG0001891	XP_038409192.1	XP_045647122.1
OG0001891	XP_038404742.1	XP_045669664.1
OG0001892	XP_038405018.1	XP_045627043.1
OG0001893	XP_038405182.1	XP_045627079.1
OG0001894	XP_038405563.1	XP_045645857.1
OG0001895	XP_038405909.1	XP_045645557.1
OG0001896	XP_038406352.1	XP_045635820.1
OG0001897	XP_038406523.1, XP_038406520.1, XP_038406521.1, XP_038406522.1	XP_045635949.1, XP_045635950.1
OG0001898	XP_038406677.1, XP_038406675.1, XP_038406676.1	XP_045635540.1
OG0001899	XP_038406707.1, XP_038406706.1, XP_038406705.1	XP_045635831.1, XP_045635835.1, XP_045635833.1, XP_045635832.1
OG0001900	XP_038406778.1	XP_045627761.1
OG0001901	XP_038406972.1, XP_038406973.1, XP_038406975.1, XP_038406974.1	XP_045627709.1, XP_045627710.1
OG0001902	XP_038407745.1, XP_038407746.1	XP_045650873.1, XP_045650874.1
OG0001903	XP_038408113.1	XP_045650626.1
OG0001904	XP_038408506.1, XP_038408503.1, XP_038408505.1, XP_038408504.1	XP_045636369.1
OG0001905	XP_038408796.1	XP_045636440.1
OG0001906	XP_038409093.1, XP_038409096.1, XP_038409097.1, XP_038409095.1	XP_045647085.1
OG0001907	XP_038409278.1	XP_045661405.1
OG0001908	XP_038409958.1, XP_038409959.1	XP_045633003.1, XP_045633004.1, XP_045633002.1
OG0001909	XP_038410686.1, XP_038410687.1, XP_038410688.1	XP_045662996.1, XP_045662995.1
OG0001910	XP_038410695.1	XP_045662986.1
OG0001911	XP_038411129.1, XP_038411130.1	XP_045661815.1
OG0001912	XP_038411623.1, XP_038411622.1	XP_045659910.1
OG0001913	XP_038411643.1, XP_038411642.1	XP_045633207.1
OG0001914	XP_038411917.1	XP_045671890.1
OG0001915	XP_038412269.1	XP_045668192.1
OG0001916	XP_038414517.1	XP_045636141.1
OG0001917	XP_038429230.1	XP_045652932.1
OG0001917	XP_038414930.1	XP_045654809.1
OG0001918	XP_038415713.1	XP_045648204.1
OG0001918	XP_038420945.1	XP_045660023.1
OG0001919	XP_038419985.1	XP_045631500.1
OG0001920	XP_038417146.1, XP_038417145.1	XP_045665081.1
OG0001920	XP_038417148.1	XP_045665082.1
OG0001921	XP_038417514.1	XP_045664773.1
OG0001922	XP_038418164.1	XP_045646504.1
OG0001923	XP_038418388.1	XP_045642656.1, XP_045642655.1, XP_045642657.1, XP_045642654.1
OG0001924	XP_038418528.1, XP_038418524.1, XP_038418527.1, XP_038418529.1, XP_038418523.1, XP_038418525.1, XP_038418522.1, XP_038418526.1	XP_045644469.1
OG0001925	XP_038418693.1	XP_045649622.1
OG0001925	XP_038421679.1	XP_045664207.1
OG0001926	XP_038419091.1, XP_038419092.1	XP_045664536.1
OG0001927	XP_038420169.1, XP_038420165.1, XP_038420167.1, XP_038420166.1, XP_038420168.1, XP_038420171.1, XP_038420170.1	XP_045649700.1
OG0001928	XP_038420313.1	XP_045642754.1, XP_045642755.1
OG0001929	XP_038420655.1, XP_038420653.1, XP_038420654.1, XP_038420657.1, XP_038420656.1, XP_038420658.1	XP_045654994.1, XP_045654993.1, XP_045654995.1
OG0001930	XP_038420903.1, XP_038420902.1, XP_038420904.1	XP_045660038.1
OG0001931	XP_038421514.1	XP_045668317.1
OG0001932	XP_038421966.1	XP_045663413.1
OG0001933	XP_038422100.1	XP_045663304.1, XP_045663299.1, XP_045663296.1, XP_045663297.1, XP_045663300.1, XP_045663302.1, XP_045663301.1, XP_045663298.1, XP_045663303.1
OG0001934	XP_038422228.1, XP_038422227.1, XP_038422229.1, XP_038422230.1, XP_038422231.1	XP_045663202.1, XP_045663201.1, XP_045663199.1, XP_045663200.1, XP_045663196.1, XP_045663198.1
OG0001935	XP_038422634.1, XP_038422636.1, XP_038422638.1, XP_038422637.1, XP_038422635.1	XP_045634587.1, XP_045634588.1
OG0001936	XP_038422974.1, XP_038422976.1, XP_038422977.1, XP_038422975.1	XP_045667943.1, XP_045667942.1, XP_045667941.1
OG0001937	XP_038423389.1, XP_038423392.1, XP_038423391.1, XP_038423390.1, XP_038423388.1	XP_045630379.1, XP_045630382.1, XP_045630381.1
OG0001938	XP_038423477.1, XP_038423478.1, XP_038423476.1, XP_038423472.1, XP_038423474.1, XP_038423473.1	XP_045632680.1, XP_045632682.1
OG0001939	XP_038423930.1	XP_045656165.1
OG0001940	XP_038424087.1	XP_045638788.1
OG0001941	XP_038424293.1	XP_045671512.1, XP_045671511.1
OG0001942	XP_038424698.1	XP_045638710.1
OG0001943	XP_038425170.1, XP_038425171.1, XP_038425172.1	XP_045664576.1
OG0001944	XP_038427135.1	XP_045668717.1
OG0001944	XP_038425524.1	XP_045652677.1
OG0001945	XP_038427338.1	XP_045632737.1
OG0001946	XP_038427515.1, XP_038427516.1, XP_038427514.1, XP_038427517.1	XP_045665178.1, XP_045665170.1
OG0001947	XP_038427561.1	XP_045664874.1, XP_045664881.1, XP_045664866.1
OG0001948	XP_038427610.1	XP_045664619.1
OG0001949	XP_038427637.1, XP_038427638.1, XP_038427636.1	XP_045664403.1, XP_045664411.1
OG0001950	XP_038428411.1	XP_045660740.1
OG0001951	XP_038428761.1	XP_045650810.1
OG0001952	XP_038428819.1	XP_045650665.1, XP_045650673.1
OG0001953	XP_038429404.1, XP_038429405.1, XP_038429407.1, XP_038429408.1	XP_045653050.1
OG0001954	XP_038435075.1	XP_045665433.1
OG0001954	XP_038429694.1	XP_045630099.1
OG0001955	XP_038429778.1, XP_038429780.1, XP_038429781.1, XP_038429783.1, XP_038429782.1, XP_038429784.1, XP_038429779.1	XP_045630019.1
OG0001956	XP_038429843.1, XP_038429841.1, XP_038429840.1, XP_038429842.1	XP_045649810.1
OG0001957	XP_038430755.1	XP_045634536.1
OG0001958	XP_038431974.1	XP_045658334.1
OG0001959	XP_038432390.1, XP_038432388.1, XP_038432389.1, XP_038432387.1, XP_038432386.1	XP_045637232.1
OG0001960	XP_038432752.1	XP_045637392.1, XP_045637391.1, XP_045637393.1, XP_045637389.1, XP_045637390.1
OG0001961	XP_038432956.1	XP_045667861.1
OG0001962	XP_038433014.1	XP_045667812.1
OG0001963	XP_038433139.1	XP_045667747.1
OG0001964	XP_038433338.1, XP_038433339.1, XP_038433337.1	XP_045657187.1
OG0001965	XP_038433453.1	XP_045656769.1
OG0001966	XP_038433771.1	XP_045656821.1
OG0001967	XP_038433881.1	XP_045640924.1
OG0001967	XP_038433879.1	XP_045640925.1
OG0001968	XP_038433941.1	XP_045665855.1
OG0001969	XP_038434817.1	XP_045659179.1, XP_045659178.1
OG0001970	XP_038434905.1	XP_045659279.1
OG0001971	XP_038435110.1	XP_045665382.1
OG0001971	XP_038437672.1	XP_045649131.1
OG0001972	XP_038436315.1	XP_045668064.1, XP_045668066.1, XP_045668065.1, XP_045668067.1
OG0001973	XP_038436926.1, XP_038436929.1, XP_038436927.1, XP_038436928.1	XP_045651149.1, XP_045651148.1
OG0001974	XP_038436952.1	XP_045651123.1
OG0001975	XP_038437218.1	XP_045641444.1
OG0001976	XP_038437820.1	XP_045655101.1, XP_045655100.1
OG0001977	XP_038437950.1	XP_045648503.1, XP_045648520.1, XP_045648510.1
OG0001978	XP_038438636.1	XP_045641235.1
OG0001979	XP_038439749.1	XP_045644559.1
OG0001980	XP_038439838.1	XP_045644615.1
OG0001981	XP_038439959.1	XP_045667528.1, XP_045667530.1, XP_045667534.1, XP_045667527.1, XP_045667531.1, XP_045667529.1, XP_045667532.1
OG0001982	XP_038440396.1	XP_045659870.1
OG0001983	XP_038440879.1, XP_038440880.1	XP_045662137.1, XP_045662136.1
OG0001984	XP_038441752.1	XP_045633530.1
OG0001985	XP_038441980.1	XP_045643469.1
OG0001986	XP_038442193.1, XP_038442197.1	XP_045640526.1, XP_045640527.1
OG0001987	XP_038442748.1	XP_045644721.1
OG0001988	XP_038442777.1	XP_045631514.1, XP_045631505.1, XP_045631497.1
OG0001989	XP_038442962.1	XP_045657240.1
OG0001990	XP_038443549.1	XP_045631526.1
OG0001991	XP_038443804.1	XP_045656261.1
OG0001992	XP_038444132.1, XP_038444133.1, XP_038444134.1	XP_045670832.1, XP_045670824.1, XP_045670815.1
OG0001993	XP_038444166.1	XP_045660925.1
OG0001994	XP_038444690.1, XP_038444691.1, XP_038444692.1	XP_045654305.1
OG0002001	NP_001003103.1	XP_045645578.1
OG0002002	NP_001003226.1	XP_045665746.1
OG0002003	NP_001003263.1	XP_045670585.1
OG0002004	NP_001003300.2	XP_045639245.1
OG0002005	NP_001003313.1	XP_045668996.1
OG0002005	NP_001003312.1	XP_045646155.1
OG0002006	NP_001003351.1	XP_045667362.1, XP_045667361.1
OG0002007	NP_001183978.1	XP_045631906.1
OG0002007	NP_001007132.1	XP_045666487.1
OG0002008	XP_038426108.1, NP_001019807.1, XP_038395375.1	XP_045628036.1
OG0002009	NP_001041574.1	XP_045652116.1, XP_045652118.1, XP_045652117.1, XP_045652115.1
OG0002010	NP_001239156.1	XP_045666095.1
OG0002011	NP_001271421.1	XP_045633006.1
OG0002012	NP_001274059.1	XP_045666192.1
OG0002013	NP_001300703.1	XP_045654892.1, XP_045654891.1
OG0002015	XP_038407568.1	XP_045636308.1
OG0002015	NP_001375458.1	XP_045636314.1
OG0002016	NP_001375523.1	XP_045643002.1
OG0002017	NP_001375558.1, XP_038418405.1, XP_038418404.1, XP_038418406.1, XP_038419191.1, NP_001375982.1, XP_038419190.1, XP_038418403.1	XP_045642846.1, XP_045642862.1, XP_045642852.1
OG0002018	XP_038433814.1	XP_045656712.1
OG0002018	XP_038444927.1, NP_001375758.1, NP_001375784.1	XP_045656678.1
OG0002019	NP_001375996.1, NP_001376002.1	XP_045638791.1, XP_045638794.1
OG0002020	XP_038381486.1, XP_038381604.1, XP_038381603.1, XP_038384894.1	XP_045663770.1, XP_045663651.1, XP_045648133.1
OG0002021	XP_038381676.1	XP_045646238.1
OG0002022	XP_038445502.1, XP_038382183.1	XP_045666062.1
OG0002023	XP_038382400.1	XP_045661396.1
OG0002024	XP_038383326.1	XP_045628373.1
OG0002025	XP_038384007.1, XP_038384005.1, XP_038384008.1, XP_038384006.1, XP_038384009.1	XP_045631151.1, XP_045631152.1
OG0002026	XP_038384101.1	XP_045628194.1
OG0002027	XP_038384277.1	XP_045628097.1
OG0002028	XP_038384593.1	XP_045627867.1
OG0002029	XP_038384832.1	XP_045641419.1
OG0002029	XP_038389677.1	XP_045648029.1, XP_045648028.1
OG0002031	XP_038385262.1, XP_038385261.1	XP_045655867.1
OG0002032	XP_038385963.1	XP_045639209.1, XP_045643945.1
OG0002033	XP_038386374.1, XP_038386378.1, XP_038386375.1, XP_038386376.1, XP_038386377.1	XP_045650376.1
OG0002034	XP_038386572.1, XP_038386571.1, XP_038386573.1, XP_038386574.1, XP_038386575.1	XP_045650265.1, XP_045650267.1, XP_045650266.1
OG0002035	XP_038387037.1	XP_045662686.1
OG0002036	XP_038387516.1	XP_045638064.1, XP_045638063.1
OG0002037	XP_038387549.1	XP_045638649.1
OG0002038	XP_038387607.1	XP_045638559.1
OG0002039	XP_038387723.1	XP_045637948.1
OG0002040	XP_038388199.1, XP_038388196.1, XP_038388198.1, XP_038388197.1	XP_045664311.1
OG0002041	XP_038388389.1, XP_038432801.1	XP_045637376.1
OG0002042	XP_038388838.1	XP_045668969.1
OG0002043	XP_038388873.1, XP_038388874.1	XP_045668955.1, XP_045668956.1, XP_045668959.1, XP_045668958.1, XP_045668957.1
OG0002044	XP_038389129.1	XP_045630809.1
OG0002045	XP_038389508.1	XP_045627354.1
OG0002046	XP_038390174.1, XP_038390175.1	XP_045639277.1
OG0002047	XP_038390787.1	XP_045647990.1
OG0002048	XP_038429529.1	XP_045655383.1
OG0002048	XP_038390880.1	XP_045647923.1
OG0002049	XP_038391033.1	XP_045671333.1
OG0002050	XP_038391274.1	XP_045643187.1
OG0002051	XP_038391475.1	XP_045659459.1, XP_045659458.1
OG0002052	XP_038391492.1	XP_045654033.1
OG0002053	XP_038391892.1	XP_045653904.1
OG0002054	XP_038392876.1, XP_038392875.1	XP_045634203.1, XP_045634202.1
OG0002055	XP_038392983.1	XP_045634205.1
OG0002056	XP_038393259.1, XP_038393258.1, XP_038393257.1, XP_038393261.1, XP_038393262.1, XP_038393260.1, XP_038393256.1	XP_045658153.1
OG0002057	XP_038393509.1, XP_038393508.1	XP_045659348.1
OG0002058	XP_038394140.1	XP_045652021.1, XP_045649606.1
OG0002059	XP_038394272.1	XP_045666216.1
OG0002060	XP_038394281.1	XP_045666178.1
OG0002060	XP_038394276.1	XP_045666172.1
OG0002061	XP_038394424.1	XP_045670938.1
OG0002061	XP_038394423.1	XP_045670939.1
OG0002062	XP_038394440.1	XP_045671009.1, XP_045671007.1
OG0002063	XP_038394792.1	XP_045642215.1
OG0002064	XP_038394922.1	XP_045642081.1, XP_045642077.1, XP_045642080.1, XP_045642078.1
OG0002065	XP_038395374.1, XP_038410364.1, XP_038409361.1, XP_038399954.1	XP_045656535.1
OG0002066	XP_038395814.1, XP_038395812.1, XP_038395813.1	XP_045641897.1, XP_045641898.1
OG0002067	XP_038396724.1	XP_045640694.1
OG0002068	XP_038397118.1, XP_038397117.1	XP_045657609.1, XP_045657610.1
OG0002069	XP_038397225.1	XP_045657702.1
OG0002070	XP_038397913.1, XP_038397912.1	XP_045643696.1, XP_045643694.1, XP_045643692.1, XP_045643693.1, XP_045643695.1
OG0002071	XP_038398900.1	XP_045640316.1
OG0002072	XP_038401175.1	XP_045663795.1
