Orthogroup	Sus_scrofa	Microcebus_murinus
OG0000586	XP_020924085.1, NP_001231344.1, NP_001230475.1	XP_012642941.2, XP_020143108.1
OG0000587	XP_005670224.3	XP_012635939.2
OG0000588	XP_020955471.1, XP_020955472.1, XP_020955473.1	XP_012597524.1, XP_012597522.1, XP_012597525.1, XP_012597521.1, XP_012597523.1
OG0000589	XP_020931088.1, XP_020931089.1, XP_020931090.1, XP_020931093.1, XP_020931091.1, XP_013839674.1, XP_020931092.1, XP_013839677.1	XP_020143993.1, XP_020143994.1, XP_020143995.1
OG0000590	XP_020937038.1, XP_020936564.1	XP_012619107.1
OG0000591	XP_001927522.1, XP_020935249.1, XP_003134980.1, XP_005673489.1, XP_005673492.1, XP_003134981.1, XP_020935246.1, XP_001927499.1, XP_020935247.1, XP_020935245.1, XP_001927509.1	XP_012640262.1, XP_012640260.1, XP_012640261.1
OG0000592	XP_020936014.1, XP_013846320.2, XP_020936013.1, XP_020936016.1, XP_020936015.1	XP_012605150.1
OG0000593	XP_013841624.1, XP_005673697.1, XP_013841626.1, XP_013841628.1, XP_013841627.1, XP_020935729.1, XP_020935730.1, XP_005673696.1, XP_013841629.1	XP_012602087.1, XP_012602089.1, XP_012602088.1
OG0000594	XP_003135236.1	XP_012605762.1, XP_012605763.1
OG0000595	XP_020952566.1	XP_012603908.1
OG0000596	NP_001136309.1	XP_012630665.1
OG0000596	XP_020953489.1, NP_001159962.1	XP_012630667.1
OG0000598	XP_013848230.2	XP_012633260.1
OG0000599	XP_020925351.1, XP_020925355.1, XP_013837598.1, XP_020925354.1, XP_003132549.1, XP_020925352.1, XP_020925353.1	XP_012629826.1
OG0000601	XP_003123508.1, XP_003123507.1, XP_020941155.1	XP_012613822.1, XP_012613758.2, XP_012613756.2
OG0000602	XP_020918069.1	XP_012641902.1
OG0000602	XP_020918066.1	XP_012641897.1
OG0000602	XP_020917896.1	XP_012641898.1
OG0000603	XP_013835602.1, XP_005668084.1	XP_020144845.1, XP_020144846.1, XP_020144844.1, XP_020144843.1, XP_012635262.1
OG0000604	XP_020920718.1	XP_020140531.1, XP_020144799.1
OG0000605	XP_013854049.1, NP_999234.1	XP_012609933.1
OG0000606	XP_020950236.1, XP_020950235.1, XP_020950233.1, XP_020950234.1	XP_012616898.1
OG0000607	NP_999576.1	XP_012630405.2
OG0000608	XP_020924029.1	XP_012643246.1, XP_012643245.1, XP_012643244.1
OG0000609	XP_013834007.1	XP_012592969.1, XP_020141889.1, XP_012592968.1, XP_012592974.1, XP_012592964.1, XP_012592977.1, XP_012592966.1, XP_012592975.1, XP_012592973.1, XP_012592971.1, XP_012592970.1, XP_020141891.1, XP_020141890.1, XP_012592978.1, XP_012592967.1, XP_012592965.1, XP_012592976.1
OG0000610	XP_020932358.1	XP_012637040.1
OG0000610	XP_003130457.2	XP_012637106.1, XP_012637105.1
OG0000610	XP_020948681.1, XP_020940739.1	XP_012643072.1
OG0000611	NP_001230318.1, XP_020957799.1	XP_012612751.1, XP_012628011.1, XP_012628012.1, XP_012628009.1, XP_012628008.1
OG0000612	XP_020937261.1	XP_012601782.1
OG0000613	XP_003131665.1, XP_005669009.1, XP_013836540.1, XP_005669008.1, XP_013836542.1, XP_020922912.1, XP_013836541.1, XP_005669007.1	XP_012642604.1, XP_012641833.1, XP_012643341.1
OG0000614	XP_005661670.1, XP_013850529.1, XP_013850530.1, XP_020940366.1	XP_012595805.1, XP_012595804.1
OG0000615	XP_005660125.1	XP_012625231.1
OG0000615	XP_020936081.1	XP_012646473.1
OG0000616	XP_020919848.1, XP_020919850.1, XP_020919849.1, XP_020919846.1, XP_020919847.1, XP_020919852.1, XP_020919853.1, XP_020919851.1	XP_012619865.1, XP_012619864.1
OG0000617	XP_003122092.2, XP_020922490.1	XP_012624421.1
OG0000617	XP_020931279.1	XP_012624417.1
OG0000618	XP_003360374.1, XP_003135147.1	XP_012638678.1
OG0000618	XP_003126769.2	XP_012630709.1
OG0000619	XP_020933726.1	XP_020138423.1
OG0000620	XP_005673410.1, XP_003360257.1, XP_013841291.1, XP_003360258.1	XP_012596423.1
OG0000621	XP_020938698.1, XP_020938697.1	XP_012605424.1
OG0000622	XP_003132245.3	XP_020135909.1
OG0000623	XP_020939195.1	XP_020139567.1
OG0000624	XP_001924607.1	XP_012590910.1
OG0000624	XP_003480891.1	XP_012601121.1, XP_012601120.1
OG0000625	NP_999258.1	XP_012600558.1, XP_012600559.1, XP_012600557.1, XP_012600560.1
OG0000626	NP_001090894.1	XP_012636188.1
OG0000627	XP_020937625.1	XP_020143341.1, XP_012615857.2
OG0000628	XP_020928454.1, XP_020928455.1	XP_012626179.1
OG0000629	XP_013839183.1, XP_013839185.1, XP_013839188.1, XP_013839184.1, XP_013839186.1, XP_005671518.1	XP_012626791.1, XP_012626758.1, XP_012626766.1, XP_012626773.1, XP_012626782.1, XP_012626800.1
OG0000630	XP_020953806.1, XP_020953815.1, XP_003121680.3, XP_013848660.1, XP_013848661.1	XP_012621799.1
OG0000631	XP_005659620.1	XP_012638497.1
OG0000632	XP_020931019.1	XP_012634915.1
OG0000633	XP_003357445.1, XP_005667594.1, XP_020918942.1, XP_013835071.1	XP_012615461.1, XP_012615451.1, XP_012615499.1, XP_012615464.1, XP_012615472.1, XP_012615488.1, XP_012615440.1, XP_012615482.1
OG0000634	XP_005673738.1, XP_020935653.1, XP_005673737.1, XP_013841653.1, XP_003135182.2, XP_020935652.1	XP_012599038.1
OG0000635	XP_020937469.1	XP_012603618.2
OG0000635	XP_020937470.1, XP_020955721.1	XP_012603613.1
OG0000636	XP_020937768.1, XP_020937766.1, XP_020947419.1, XP_020937763.1	XP_012609822.1
OG0000639	XP_013834777.2, XP_013834778.2	XP_012625973.1
OG0000639	XP_020918366.1	XP_012625979.1, XP_012625978.1
OG0000640	XP_005661764.1	XP_012604248.1
OG0000641	XP_020924241.1, NP_001001636.1	XP_012601908.1
OG0000642	XP_003359058.1	XP_012635485.1
OG0000643	XP_020955722.1, XP_001929446.1	XP_020141733.1
OG0000644	XP_001926245.1	XP_012602109.1, XP_012602180.1
OG0000645	XP_005656671.2, XP_020917886.1, XP_020918048.1	XP_012641883.1
OG0000645	XP_020918043.1	XP_012641879.1
OG0000646	XP_001926165.1	XP_012602116.1
OG0000647	XP_020955205.1, XP_020955204.1, XP_020955197.1	XP_020138009.1, XP_020138008.1, XP_012629917.2, XP_020137790.1
OG0000647	XP_020955210.1	XP_012629962.1
OG0000648	NP_999057.1, XP_005653866.1	XP_012638415.1, XP_012638416.1
OG0000648	XP_003130681.2	XP_012592154.2
OG0000649	XP_013844051.1, NP_001254777.1	XP_012613961.1, XP_012613963.1, XP_012613962.1
OG0000650	NP_001230602.1, XP_005668167.1	XP_012593420.1
OG0000651	NP_001231240.1	XP_012638632.1
OG0000652	XP_020951301.1	XP_012606173.1, XP_020136200.1, XP_020136194.1, XP_012606174.1, XP_012606175.1, XP_020136199.1, XP_012606180.1, XP_012606178.1
OG0000653	XP_003356269.1	XP_020136267.1, XP_020136265.1, XP_012606279.1, XP_020136269.1, XP_020136268.1
OG0000654	XP_005669185.1, NP_001090942.2, XP_013852024.1	XP_020144344.1, XP_020144370.1, XP_020142477.1, XP_020142478.1, XP_020137071.1
OG0000655	XP_020932315.1, XP_020932316.1	XP_012633242.2, XP_012613561.2
OG0000656	NP_001231028.1, XP_005662212.1	XP_020136917.1
OG0000657	XP_003124794.2	XP_012599200.2
OG0000658	XP_005667835.1, NP_001161126.1	XP_012620585.1, XP_020141041.1, XP_012620586.1
OG0000659	NP_999455.1, XP_020921906.1	XP_012598670.1
OG0000659	XP_020921898.1, NP_999333.1	XP_012598668.1
OG0000660	XP_020947434.1	XP_012608385.1
OG0000660	XP_020937378.1	XP_012617721.1
OG0000661	XP_020947631.1	XP_012644160.1
OG0000663	XP_020948363.1	XP_012643085.1, XP_012643084.1
OG0000664	NP_999130.1, XP_020956107.1	XP_012639240.1
OG0000666	NP_999605.1, XP_005669631.1	XP_012626829.1, XP_012626828.1, XP_012626830.1
OG0000667	XP_005667226.2	XP_012600435.1, XP_012600434.1
OG0000668	XP_020933405.1, XP_020933406.1, XP_013840665.1	XP_012610627.1, XP_012610625.1, XP_012610629.1, XP_012610630.1, XP_012610628.1
OG0000669	XP_005670931.2	XP_020138465.1, XP_020138463.1, XP_012617044.2, XP_020138464.1, XP_020138462.1
OG0000669	XP_020928613.1	XP_020138466.1, XP_012617042.1, XP_012617043.1
OG0000670	XP_020948044.1, XP_020948040.1, XP_013843853.1, XP_003126558.1, XP_013843854.1, XP_020948041.1, XP_020948043.1, XP_020948042.1	XP_012633062.1
OG0000671	XP_020948273.1	XP_020143071.1, XP_012611847.1, XP_012611708.1, XP_012611781.1, XP_012611988.1, XP_012612069.1, XP_012611917.1
OG0000672	XP_020953488.1	XP_012621846.1
OG0000673	XP_020925678.1	XP_012645084.1
OG0000674	XP_020935923.1, XP_020935922.1, XP_013841496.1, XP_020935944.1, XP_020935924.1, XP_020935925.1	XP_012592105.2, XP_012632089.1, XP_012592109.1, XP_012592110.1, XP_012592102.2, XP_020140558.1, XP_012612393.2, XP_012592103.1, XP_020140624.1
OG0000680	XP_013833429.1	XP_012628731.1
OG0000681	XP_020928917.1	XP_012628388.1
OG0000682	XP_020921778.1, NP_001302542.1	XP_012621350.1
OG0000683	XP_003483510.2	XP_012604771.1, XP_012604770.1, XP_012604769.1, XP_012604772.1, XP_012604767.1, XP_012604768.1
OG0000684	NP_001005157.1	XP_012596506.1, XP_012596507.1
OG0000684	XP_003123418.5	XP_012613773.1, XP_012613772.1, XP_012613774.1
OG0000685	XP_003134635.1, XP_003134612.1	XP_012623582.2, XP_012623583.1
OG0000686	XP_020932194.1, NP_001158208.1	XP_012637049.2
OG0000687	XP_013847980.1	XP_012596121.1
OG0000687	XP_005664319.2	XP_012640030.1
OG0000688	NP_001098778.1	XP_012609006.1, XP_012609008.1, XP_012609004.1, XP_012609003.1, XP_012609005.1, XP_012609011.1, XP_012609009.1, XP_012609012.1, XP_012609007.1, XP_012609010.1
OG0000689	XP_003122722.5	XP_012612457.1
OG0000689	XP_020935996.1, XP_020935995.1	XP_012620238.1, XP_012620239.1, XP_012620237.1
OG0000690	XP_020951524.1, XP_020951525.1, XP_003362253.1	XP_012620755.1, XP_012620747.1, XP_012620751.1, XP_012620749.1
OG0000692	XP_020950462.1	XP_012609612.1
OG0000693	XP_020920642.1, XP_020920640.1, XP_020920641.1, XP_020920639.1	XP_012621107.1, XP_012621106.1
OG0000694	XP_005672531.1, XP_013840258.1, XP_020937612.1, XP_003134041.2	XP_020145576.1
OG0000694	XP_013853062.2, XP_020937939.1	XP_012633978.1, XP_012599512.1
OG0000695	XP_020956003.1, NP_001231718.1	XP_012609423.1
OG0000696	NP_001231579.1	XP_020138184.1
OG0000697	XP_003355827.2	XP_020138162.1
OG0000697	XP_020949777.1	XP_012597773.1
OG0000698	NP_001245306.1	XP_012607127.1, XP_020139371.1
OG0000699	XP_005653067.1	XP_012619674.1
OG0000699	XP_013847906.1	XP_012619675.1
OG0000700	XP_005663295.1	XP_012604183.1
OG0000700	XP_020945268.1	XP_012604144.1
OG0000701	XP_001926583.4, XP_005654482.1, XP_005654481.1, XP_003480376.1	XP_012625299.1, XP_012625298.1
OG0000702	XP_003358042.1, XP_003131291.1	XP_012611626.1, XP_012611624.1, XP_012611627.1, XP_012611628.1, XP_012611625.1
OG0000703	XP_005654105.1, XP_005654104.1	XP_012635947.1, XP_012635948.1
OG0000703	XP_003353752.1	XP_012637575.1, XP_012637574.1
OG0000704	XP_020946785.1, NP_999197.1	XP_012608558.1
OG0000705	XP_020941235.1, NP_001131103.1	XP_012593106.1, XP_012593100.1, XP_012593103.1, XP_012593105.1, XP_012593104.1, XP_012593102.1, XP_012593101.1
OG0000706	XP_013841764.1, XP_003353610.1, XP_020921161.1, XP_003480592.1, XP_013841761.1	XP_012625502.1
OG0000707	XP_013849220.2	XP_012624344.1
OG0000708	XP_020956089.1, NP_998957.1	XP_012613734.1
OG0000709	XP_003128160.1, XP_013832841.1	XP_020135901.1, XP_020135902.1, XP_012591250.1, XP_020135900.1
OG0000710	NP_001231585.1, XP_020924123.1	XP_012592469.1, XP_012592470.1
OG0000711	XP_005662678.1, XP_003125272.1, XP_003481289.1, XP_003481288.1, XP_005662677.1, XP_005662679.1	XP_012643907.1
OG0000712	XP_003124996.1, XP_003124997.1, XP_013843340.1, XP_020942956.1, XP_013843339.1, XP_003124998.1, XP_003124995.1	XP_012629724.1, XP_012629723.1
OG0000713	XP_013849833.1, XP_005661027.1, XP_005661026.1	XP_012645730.1, XP_020142090.1, XP_012645699.1, XP_012645725.1, XP_012645694.1, XP_012645710.1, XP_012645717.1, XP_012645707.1
OG0000714	XP_020938821.1	XP_012645944.1
OG0000714	XP_005661034.1	XP_012645918.1, XP_012645908.1
OG0000716	XP_013834631.2, XP_020918217.1, XP_013834627.2, XP_020918219.1, XP_020918218.1, XP_013834629.2, XP_005667221.2, XP_013834628.2, XP_020918220.1	XP_012600448.1, XP_012600444.1, XP_012600447.1, XP_012600446.1, XP_012600443.1, XP_020142223.1
OG0000717	XP_020933992.1	XP_012594647.1, XP_012594648.1
OG0000718	NP_001245334.1, XP_020932887.1	XP_012610138.1
OG0000719	NP_001230601.1, XP_003134521.1	XP_012635801.1, XP_012635822.1, XP_012635826.1, XP_012635812.1, XP_012635845.1, XP_012635837.1
OG0000720	XP_013839209.2	XP_012628030.1
OG0000721	XP_013833510.1, XP_020954681.1, XP_013833513.1, XP_020954683.1, XP_020954685.1, XP_003482286.1, XP_013833512.1, XP_020954684.1, XP_013833514.1, XP_013833511.1, XP_020954682.1	XP_012590863.1
OG0000722	XP_003357028.1	XP_012599829.1
OG0000723	NP_001104726.1	XP_012623902.2
OG0000724	NP_001230605.1, XP_020930303.1	XP_012595717.1, XP_012595716.1, XP_012595718.1, XP_012595715.1
OG0000725	NP_001177204.1, XP_013839960.1	XP_012595629.1
OG0000726	XP_013841522.1, XP_013841523.1, XP_003135078.3, XP_013841521.1	XP_012637307.1, XP_012637308.1
OG0000727	NP_001230359.1, XP_013846400.2, XP_005657952.1, XP_003135331.2	XP_012643366.1, XP_012614237.1
OG0000728	XP_020937653.1, XP_020937491.1, XP_020955688.1, XP_020936936.1, XP_003128310.2, XP_020937985.1, XP_001928325.2, XP_020937357.1	XP_012599087.1
OG0000731	XP_003130142.2	XP_012620619.1, XP_012620620.1
OG0000732	NP_001001619.1	XP_012625754.1
OG0000733	NP_001231061.1	XP_020142202.1, XP_012600521.2
OG0000734	NP_001230320.1	XP_012596411.1
OG0000734	NP_001192023.1	XP_012621612.2
OG0000735	XP_003125413.1	XP_020144239.1
OG0000736	XP_001929587.1	XP_012602326.1
OG0000736	XP_003126469.3	XP_012594971.1
OG0000737	NP_001272900.1, XP_020919657.1	XP_020139673.1
OG0000738	XP_020946446.1	XP_012607793.1
OG0000738	XP_013852348.1	XP_012607792.1
OG0000740	XP_013848019.1, XP_001927918.3, XP_020944014.1	XP_012592055.1, XP_012592058.1, XP_012592057.1, XP_012592054.1, XP_012592056.1, XP_012592053.1
OG0000741	XP_020920965.1	XP_012611291.1
OG0000741	XP_005660237.2	XP_012611421.1, XP_012620979.1
OG0000742	XP_005660215.1	XP_012626355.1
OG0000742	XP_003128496.1	XP_020144680.1
OG0000743	XP_003481874.2	XP_012630565.1
OG0000744	XP_005673822.1	XP_012622864.1
OG0000744	XP_005661821.1	XP_012604550.1
OG0000745	XP_020918813.1, XP_020918814.1, XP_020918815.1, XP_020918811.1, XP_020918812.1	XP_012638765.1, XP_012638766.1, XP_020142361.1, XP_012638764.1
OG0000746	XP_020949430.1, XP_013853624.1, XP_020949429.1, XP_005664395.1, XP_013853625.1	XP_012627977.1, XP_012627978.1
OG0000747	XP_020941629.1, XP_020941630.1, XP_020941626.1, XP_020941627.1, XP_020941628.1	XP_012614941.1, XP_020137174.1, XP_012614946.1, XP_020137173.1, XP_020137171.1, XP_012614942.1, XP_020137172.1, XP_012614944.1
OG0000748	XP_020943773.1	XP_012599192.1, XP_012599185.1, XP_012599190.1, XP_012599195.1, XP_020137300.1, XP_012599194.1, XP_012599183.1, XP_012599196.1, XP_012599184.1, XP_012599193.1, XP_012599186.1, XP_020137299.1, XP_012599187.1, XP_012599191.1, XP_020137298.1, XP_012599189.1, XP_012599181.1, XP_012599182.1
OG0000749	XP_013852858.2	XP_012646299.1, XP_012646296.1, XP_012646300.1, XP_012646298.1, XP_012646295.1, XP_012646297.1
OG0000752	XP_020922662.1	XP_012621507.1
OG0000752	XP_020922669.1, XP_020922668.1	XP_012621262.1, XP_012621263.1
OG0000753	XP_020922690.1	XP_012621337.1, XP_012621336.1
OG0000754	XP_005654012.1, XP_003132737.1, NP_001020389.1	XP_012645137.1, XP_012645136.1
OG0000755	XP_003359936.1	XP_012610777.1
OG0000755	XP_013851547.1	XP_012605505.1
OG0000756	XP_020940444.1	XP_012616651.1, XP_012616653.1
OG0000757	XP_005666151.1, NP_001121909.1	XP_012616355.1
OG0000758	XP_020952557.1, XP_020952563.1, XP_003128126.1, XP_020952560.1, XP_020952559.1, XP_020952564.1, XP_020952558.1, XP_020952562.1, XP_020952556.1, XP_003128127.1, XP_020952561.1	XP_012631303.1, XP_012631302.1, XP_012631301.1
OG0000759	XP_020934270.1	XP_012641669.1
OG0000760	XP_005662516.1, NP_001138318.1	XP_012644139.1
OG0000761	NP_001121917.1, XP_020944109.1	XP_012633899.1, XP_012633898.1, XP_012633897.1
OG0000761	XP_013843595.2	XP_012633900.1
OG0000762	XP_020936967.1, XP_020936966.1, XP_020936965.1, XP_020936963.1, XP_020936964.1, XP_020941133.1	XP_012643254.1
OG0000763	XP_005661397.1	XP_012624746.1, XP_012624747.1, XP_012624748.1, XP_012624749.1, XP_020139473.1, XP_012624745.1, XP_012624743.1
OG0000764	XP_013836873.2	XP_020135709.1, XP_020146134.1, XP_020146080.1, XP_020146091.1, XP_012600780.1, XP_020146144.1, XP_020146125.1, XP_020135690.1, XP_020146121.1
OG0000765	XP_020933195.1, XP_020933193.1, XP_020933194.1	XP_012610764.1, XP_012610762.1, XP_012610763.1, XP_012610765.1
OG0000766	XP_020929921.1	XP_020138490.1
OG0000767	XP_020937375.1	XP_012617814.1
OG0000768	XP_005656336.1, NP_001231117.1	XP_020141687.1, XP_012639648.1, XP_020141689.1, XP_020141691.1, XP_012639665.1, XP_012639657.1, XP_012639674.1, XP_020141688.1, XP_020141690.1
OG0000769	XP_020926547.1, XP_020926546.1, XP_020926549.1, XP_020926541.1, XP_020926542.1, XP_020926551.1, XP_020926543.1, XP_020926550.1, XP_020926544.1, XP_020926548.1, XP_020926545.1	XP_012636402.1, XP_012636404.1, XP_012636403.1, XP_012636405.1, XP_012636401.1, XP_012636406.1
OG0000770	XP_013841482.1	XP_020140481.1
OG0000771	XP_020935938.1	XP_020140529.1
OG0000772	XP_020930515.1	XP_012592002.1
OG0000772	XP_013843626.2, XP_001926072.2	XP_012592001.1
OG0000775	XP_005668915.1, XP_020922789.1	XP_020136647.1, XP_020136648.1, XP_020136650.1
OG0000776	XP_020931007.1, XP_020930939.1	XP_012595759.1, XP_020143795.1, XP_020143794.1, XP_012595761.2, XP_020143796.1, XP_012595760.1, XP_012595575.1, XP_012595579.1
OG0000777	XP_005659637.1, NP_001027528.1	XP_012638550.1, XP_012638549.1, XP_012638552.1, XP_012638553.1
OG0000778	NP_001335871.1, NP_999560.2	XP_012594085.1, XP_012594086.1
OG0000779	XP_020954892.1	XP_020141726.1, XP_020141724.1
OG0000780	NP_001106918.1, XP_020919632.1	XP_012621160.1
OG0000781	XP_020918051.1, XP_013844948.2	XP_012641941.2, XP_012641940.1
OG0000782	XP_013854441.2	XP_012640782.1
OG0000783	XP_020953818.1, NP_001161127.1	XP_012608296.1
OG0000784	NP_001001538.1	XP_012617884.1, XP_020142870.1
OG0000785	XP_003129497.1	XP_012642064.1, XP_012642063.1, XP_012641921.1, XP_012642062.1, XP_012642061.1, XP_012642065.1
OG0000786	XP_003129492.1, XP_003129534.4	XP_012641853.1
OG0000787	XP_003129513.2, XP_020958379.1	XP_012642037.1, XP_012642044.2, XP_012641845.2
OG0000789	XP_020937100.1, XP_020937802.1	XP_012602152.1
OG0000791	XP_020950675.1	XP_012605684.2
OG0000791	XP_020941840.1, XP_020941841.1	XP_020137220.1
OG0000792	XP_013834822.2	XP_012605009.1
OG0000792	NP_999189.1	XP_012641051.1
OG0000793	XP_005668313.1	XP_012632222.1
OG0000794	NP_001193359.1	XP_012619208.1
OG0000795	XP_013834051.1	XP_012609354.1
OG0000795	NP_001230410.1	XP_020137797.1
OG0000796	XP_020928032.1, XP_020928035.1, XP_020928033.1, XP_005671044.3	XP_012634400.1
OG0000797	XP_020918390.1, XP_020918389.1, XP_005667348.1	XP_012604211.1, XP_012604212.1, XP_012604213.1
OG0000798	XP_020923664.1	XP_012603358.1
OG0000798	XP_020937145.1	XP_012642507.1
OG0000799	XP_013854819.1, XP_013854818.1, XP_003356504.1, XP_005665465.1	XP_012631786.1, XP_012631788.1, XP_012631789.1, XP_012631787.1
OG0000800	XP_020942157.1	XP_012645576.1
OG0000800	XP_020944034.1, XP_020942158.1	XP_012645593.1
OG0000801	XP_005662150.1	XP_012645620.1, XP_012645622.1, XP_012645618.1, XP_012645626.1, XP_012645621.1, XP_012645625.1, XP_012645627.1, XP_012645617.1, XP_012645619.1, XP_012645614.1, XP_012645624.1, XP_012645615.1, XP_012645616.1
OG0000803	XP_005662275.1	XP_012598872.2, XP_020137064.1
OG0000804	XP_005663313.1, NP_001231377.1, NP_001231376.1	XP_012623158.1, XP_012623157.1, XP_012623159.1, XP_012623160.1
OG0000805	XP_005665353.1, NP_001231218.1, NP_001231217.1, NP_001231219.1	XP_012601720.1
OG0000806	XP_020955682.1	XP_012646490.1
OG0000806	XP_020935623.1, XP_020935624.1	XP_012608034.1, XP_012608032.1
OG0000807	XP_020922899.1	XP_020136488.1, XP_020136489.1
OG0000808	XP_020921765.1, XP_020921771.1, XP_020921777.1	XP_012624562.1, XP_012624563.1, XP_012624564.1
OG0000810	NP_001116639.1, XP_005665878.1	XP_012596549.1
OG0000811	NP_001028180.1	XP_012596567.1
OG0000812	XP_003360239.3, XP_020955569.1	XP_012628797.1, XP_012600368.1, XP_020145211.1
OG0000813	XP_020934652.1	XP_012644652.1
OG0000814	XP_005656227.1	XP_012631560.1
OG0000815	XP_020949123.1, NP_998924.1	XP_012631339.1
OG0000816	NP_999426.1, XP_020934172.1	XP_012600187.1, XP_012600186.1
OG0000817	NP_001231450.1	XP_012641706.1
OG0000817	NP_001123440.1, XP_020930217.1	XP_012631070.1
OG0000818	XP_020943530.1	XP_020144260.1, XP_012641155.1, XP_012641157.1, XP_012641154.1, XP_012641152.1, XP_012641153.1
OG0000819	XP_020937727.1	XP_020139889.1
OG0000820	XP_020945597.1, XP_020945596.1, XP_020945594.1, XP_020945595.1	XP_012617395.1, XP_012617393.1, XP_012617392.1, XP_012617394.1
OG0000821	XP_013849838.1	XP_012645808.1, XP_012645802.1
OG0000822	XP_020938302.1, XP_020938301.1, XP_020938303.1	XP_012613083.1, XP_012613082.1, XP_012613081.1
OG0000823	XP_020957253.1, XP_003129241.2, XP_020957252.1, XP_020957254.1, XP_003129240.2	XP_012646570.1, XP_012646571.1, XP_012646572.1, XP_012646569.1
OG0000824	XP_020925048.1	XP_012640657.1
OG0000825	XP_020924929.1, XP_020924926.1, XP_020924931.1, XP_020924930.1, XP_020924932.1, XP_020924927.1, XP_020924928.1	XP_012613322.1, XP_012613323.1, XP_012613321.1
OG0000826	XP_020939452.1	XP_012646066.1
OG0000827	XP_020918209.1, XP_013834616.1, XP_003129719.1, XP_013834615.1, XP_013834617.1	XP_012600589.1
OG0000828	XP_020924155.1, NP_001243702.1	XP_012625736.1, XP_012625734.1, XP_012625737.1, XP_020139337.1, XP_012625735.1
OG0000829	XP_020925345.1	XP_020145266.1
OG0000830	XP_020933261.1	XP_012628467.1
OG0000831	XP_001926564.3	XP_020140614.1
OG0000832	XP_013835904.1, XP_005668396.1, XP_005668398.1, XP_020921228.1	XP_012603585.1, XP_020146010.1, XP_012603584.1, XP_012603583.1
OG0000833	XP_020930716.1	XP_012604798.1
OG0000834	XP_001928322.2	XP_012637647.1
OG0000835	NP_001231289.1	XP_020138484.1
OG0000836	XP_020928761.1	XP_012618344.1
OG0000836	XP_020957352.1	XP_012621719.1
OG0000837	XP_020947993.1, XP_020947992.1, XP_020947990.1, XP_020947989.1, XP_020947994.1, XP_020947991.1	XP_012629888.1, XP_012629887.1, XP_012629886.1
OG0000838	NP_001243524.1, XP_020946807.1	XP_020143177.1
OG0000839	NP_001182250.1, XP_013845942.1	XP_012627053.1
OG0000840	XP_020926608.1, XP_013845652.1, XP_005657210.1, XP_005657209.1, XP_003132806.1	XP_012602512.1, XP_012602513.1, XP_012602511.1
OG0000841	NP_999024.1, NP_999025.1	XP_012635956.1, XP_012635691.1, XP_012635692.1, XP_012635955.1
OG0000842	XP_013832891.1, XP_005665641.1, XP_005665645.1	XP_012609111.1, XP_012609107.1, XP_012609105.1, XP_012609112.1, XP_012609108.1, XP_012609113.1, XP_012609106.1, XP_012609110.1
OG0000843	XP_020931920.1, XP_003133593.2, XP_020931921.1	XP_012632336.1, XP_012632337.1, XP_012632335.1, XP_012632334.1, XP_012632333.1, XP_012632332.1
OG0000844	XP_020931937.1, XP_005672233.2	XP_012640627.1, XP_012640628.1, XP_012640629.1, XP_012640630.1, XP_012640631.1, XP_012640632.1
OG0000845	XP_020936404.1	XP_012613650.1, XP_012613651.1, XP_012613652.1
OG0000846	XP_020954026.1, NP_001038038.1	XP_012608281.1
OG0000848	XP_020934771.1	XP_012641553.1, XP_012641557.1, XP_012641555.1, XP_012641554.1, XP_012641556.1
OG0000849	XP_020955741.1	XP_012629398.1
OG0000853	XP_020939116.1, NP_999595.1, NP_999594.1, NP_999596.1, XP_020939132.1	XP_012618933.1, XP_012618932.1, XP_012618936.1, XP_012618937.1, XP_012618938.1, XP_012618931.1
OG0000854	XP_020956461.1	XP_012641399.1
OG0000856	XP_020934253.1	XP_020145286.1, XP_012623512.1, XP_012623511.1, XP_012623513.1, XP_012623510.1
OG0000858	XP_003122819.2, XP_003122820.2	XP_012605372.1
OG0000859	XP_020941157.1, XP_003123489.2, XP_020940760.1, XP_003123458.1, XP_003480814.1	XP_012646005.1
OG0000861	XP_001928605.1	XP_012609294.1, XP_012618644.1, XP_012609312.1, XP_012608698.1, XP_012618643.1, XP_012609314.1
OG0000862	XP_020928105.1	XP_012615180.1
OG0000863	XP_005654122.3	XP_012611009.1, XP_012632679.1
OG0000863	XP_003358870.1	XP_012632666.1
OG0000864	XP_020938079.1	XP_012593944.2
OG0000865	XP_020952691.1	XP_020138417.1
OG0000865	XP_020953079.1	XP_020143277.1
OG0000866	XP_020950793.1	XP_012604027.1
OG0000867	XP_020920567.1, XP_020920569.1, XP_020920568.1	XP_012632801.1, XP_012632800.1, XP_012632802.1
OG0000868	XP_013850710.1, NP_001231022.1	XP_012604546.1, XP_012604545.1, XP_012604544.1
OG0000868	XP_003128996.1	XP_012598504.1
OG0000869	XP_005671106.1, XP_001928672.1	XP_012618015.1, XP_012618014.1, XP_012618016.1, XP_012618017.1
OG0000870	XP_020923423.1	XP_012634875.1
OG0000871	XP_003133167.1, XP_020931904.1	XP_012640638.1
OG0000873	NP_001004043.1	XP_012633605.1
OG0000873	NP_001020386.1, XP_005656356.1	XP_012591948.1
OG0000874	XP_020919550.1, XP_020919549.1, XP_020919551.1, XP_020919548.1, XP_020919547.1, XP_020919546.1, XP_020919545.1	XP_012637194.1, XP_012637196.1, XP_012637195.1
