Orthogroup	Sus_scrofa	Ictidomys_tridecemlineatus
OG0003570	XP_003121629.2	XP_021581572.1, XP_013215263.1, XP_005316494.1, XP_021581580.1
OG0003571	XP_020952574.1	XP_013213587.1
OG0003573	NP_001230480.1, XP_020935020.1	XP_005316576.1
OG0003574	XP_005659645.1, NP_999340.1	XP_005316642.1
OG0003575	XP_020950317.1	XP_040130652.1
OG0003576	XP_005657223.1	XP_040143039.1
OG0003577	XP_020938150.1	XP_005340232.1
OG0003578	XP_020955931.1	XP_013220887.1
OG0003579	XP_020957395.1, XP_020957393.1, XP_020957394.1	XP_005325869.1
OG0003580	XP_020957425.1	XP_013219339.1
OG0003581	XP_003357134.1	XP_005341962.1
OG0003582	XP_003129412.3	XP_040148100.1
OG0003583	XP_003129145.1	XP_005337322.1
OG0003584	XP_005670286.1	XP_040126315.1
OG0003585	NP_001004042.1	XP_013212250.1, XP_021583610.1
OG0003586	XP_020925825.1	XP_040126524.1, XP_040140744.1, XP_040126176.1, XP_013217049.2, XP_013219684.1
OG0003587	XP_020925796.1, XP_020925797.1, XP_020925795.1	XP_005340349.1
OG0003588	XP_005652428.1	XP_040131546.1, XP_005331054.1
OG0003589	XP_020925384.1	XP_013214274.1
OG0003590	XP_020955470.1	XP_013220570.1
OG0003591	XP_005657617.1	XP_040150456.1
OG0003592	XP_001926384.1	XP_005324436.1
OG0003593	NP_998934.1, XP_020930314.1	XP_005324423.1
OG0003594	NP_001231420.1	XP_005324417.1, XP_005325662.2
OG0003595	XP_020931727.1	XP_005324390.1
OG0003596	XP_005672173.1, XP_003133651.1	XP_005335160.1
OG0003597	XP_005672216.2	XP_040150804.1, XP_005331924.1, XP_040150805.1
OG0003598	XP_020918931.1	XP_005329572.1
OG0003599	XP_020919960.1	XP_040133506.1
OG0003600	XP_003130558.1, XP_013835482.1	XP_005335910.1
OG0003601	XP_013843531.2	XP_040133501.1, XP_005319916.1
OG0003602	XP_005663261.2, XP_020945231.1	XP_005339419.1
OG0003603	XP_020920007.1	XP_013214670.1
OG0003604	XP_020936475.1	XP_005325254.2, XP_005325243.1
OG0003606	XP_020937036.1, XP_020937037.1, XP_020937034.1	XP_013218459.2
OG0003607	XP_020937022.1	XP_013218458.1
OG0003608	NP_001072155.1	XP_021588549.1, XP_005334872.1, XP_013218086.1, XP_005334873.1
OG0003609	NP_001171684.1, XP_020935094.1	XP_005338695.1
OG0003610	XP_003135122.1	XP_040143255.1, XP_005338725.1
OG0003611	XP_005657879.1, NP_001033053.1	XP_040137830.1
OG0003612	XP_003484179.2	XP_005337540.2, XP_021590340.1, XP_040137760.1
OG0003613	XP_020935359.1	XP_040140063.1
OG0003614	XP_020936425.1, XP_003135413.2, XP_003360487.1	XP_013211511.1, XP_040141178.1
OG0003615	XP_020935655.1	XP_021591077.1, XP_021591076.1, XP_040142732.1, XP_021591074.1, XP_005338563.1, XP_040142738.1, XP_021591075.1
OG0003617	XP_020947432.1	XP_005335768.1
OG0003618	XP_020951432.1	XP_040124073.1
OG0003620	XP_020918538.1	XP_005328351.1
OG0003621	NP_001172080.1, XP_005666327.1	XP_040132258.1
OG0003622	XP_003135464.1, XP_020935618.1, XP_020936480.1, XP_020935617.1	XP_005337725.1
OG0003623	XP_020940177.1	XP_005342943.2
OG0003631	XP_005666397.1, NP_001072135.1	XP_005321261.1
OG0003632	NP_001244282.1	XP_013216257.1
OG0003633	XP_020935237.1, NP_001155110.1	XP_005323441.1
OG0003634	XP_020923367.1, XP_003131920.4, XP_020923368.1, XP_005669191.2	XP_040126476.1
OG0003635	XP_020921878.1, NP_999316.1	XP_040124452.1, XP_005336046.1, XP_005336045.1, XP_021589403.1
OG0003636	NP_999030.1, XP_020927734.1	XP_040145424.1
OG0003637	NP_001335864.1	XP_005332336.1
OG0003638	NP_001093394.1	XP_040128400.1
OG0003639	NP_999097.2	XP_005327861.1
OG0003640	XP_020937415.1, XP_020927739.1, NP_999136.1	XP_005337269.1
OG0003641	XP_020940672.1, XP_020940673.1	XP_021581355.2
OG0003642	XP_013836670.2	XP_040125476.1, XP_005337354.1, XP_040125474.1
OG0003643	NP_001005151.1	XP_005326285.1
OG0003644	XP_020936888.1, XP_020936889.1	XP_040142624.1
OG0003645	XP_013846352.2	XP_040136701.1
OG0003646	NP_001026949.2, XP_020930369.1	XP_005338960.2
OG0003648	XP_013845359.1	XP_005328300.1
OG0003649	XP_005661009.1	XP_013216118.1, XP_013216119.1
OG0003650	NP_001009580.1	XP_005334465.1
OG0003651	XP_020936937.1, NP_001103242.1	NP_001269184.1
OG0003652	NP_001020397.1, XP_013849023.1	XP_005328038.1
OG0003653	XP_020932580.1, XP_020932579.1, XP_013840339.1	XP_005325485.1
OG0003654	NP_001090970.1, XP_005660031.1	XP_040131241.1, XP_005338006.3
OG0003655	NP_999284.1	XP_040150045.1
OG0003656	XP_003355797.1	XP_005318490.1
OG0003658	XP_020943947.1	XP_021581498.1
OG0003659	NP_001106160.1, XP_020921690.1	XP_005332859.1
OG0003660	XP_020918019.1	XP_040140797.1
OG0003661	XP_003132418.1	XP_040147362.1
OG0003662	XP_020955035.1, XP_013833746.2, XP_013833745.2, XP_013833744.2	XP_005322850.1
OG0003663	XP_005656689.1	XP_040141227.1
OG0003664	NP_001038021.1, XP_005663204.1	XP_005319914.1
OG0003665	NP_001034838.1, XP_020937742.1	XP_040140670.1
OG0003666	NP_001123277.1	XP_013217434.1
OG0003667	NP_001177218.1	XP_040135623.1, XP_040135624.1
OG0003669	XP_005670078.1, NP_001230573.1	XP_040126142.1
OG0003670	XP_005667453.1, NP_001139601.1	XP_005328434.1, XP_040141307.1
OG0003671	XP_020941844.1	XP_005328487.1
OG0003672	XP_020942083.1, XP_020942084.1	XP_021581224.1
OG0003673	NP_999324.1, XP_020957875.1	XP_013215832.2
OG0003674	XP_005653831.1, NP_001230118.1	XP_005326587.1
OG0003675	XP_013847802.1, NP_001291208.1	XP_005323916.1, XP_021581190.1
OG0003676	XP_003353857.2	XP_005331526.1, XP_005342836.1
OG0003677	XP_013852496.1, NP_001239534.1	XP_005331313.1, XP_021586239.1
OG0003678	XP_003128619.1	XP_005342223.1
OG0003680	XP_020918059.1	XP_005323361.1
OG0003681	XP_020937791.1	XP_005331667.1
OG0003683	XP_020917976.1	XP_005341127.1
OG0003684	XP_003130032.2	XP_013220279.1
OG0003685	NP_001230348.1, XP_005657852.1	XP_005338703.1, XP_040131238.1
OG0003686	XP_020950591.1, XP_020950518.1	XP_005341749.1
OG0003687	XP_020950333.1	XP_021589825.1
OG0003688	XP_020949987.1	XP_040135336.1
OG0003690	XP_003480676.1	XP_005334423.1
OG0003692	XP_003121743.1	XP_040131396.1
OG0003693	XP_001925082.1	XP_040131418.1
OG0003694	NP_001163994.1, XP_020921647.1	XP_005323094.1
OG0003696	XP_001929236.1	XP_005321428.2
OG0003697	NP_001230472.1	XP_040139440.1
OG0003698	XP_020941715.1	XP_040139500.1
OG0003699	XP_020941375.1	XP_040139505.1
OG0003700	XP_020920498.1	XP_005324161.1
OG0003701	XP_020942643.1	XP_005320918.1
OG0003702	XP_013854341.2	XP_005341804.3
OG0003703	NP_001254770.1, XP_020919705.1	XP_005326256.1
OG0003704	XP_003356125.1	XP_021576634.1
OG0003705	XP_020950699.1	XP_005341637.2
OG0003706	XP_020950664.1	XP_040135851.1, XP_040135853.1, XP_040135850.1, XP_040135855.1, XP_040135856.1, XP_040135852.1
OG0003707	XP_005656014.2	XP_040135858.1
OG0003708	XP_020950634.1	XP_040135866.1, XP_013221272.1
OG0003709	XP_003356040.1	XP_040135682.1, XP_040135684.1, XP_040135683.1, XP_021589815.1, XP_021589816.1
OG0003710	XP_020950208.1, XP_020950212.1, XP_020950209.1, XP_020950210.1, XP_020950213.1	XP_021590867.1
OG0003711	XP_020953206.1	XP_021590847.2
OG0003712	XP_020950099.1	XP_021590835.1
OG0003713	XP_013844003.1	XP_005330693.1
OG0003714	XP_020937747.1, XP_020938041.1	XP_005342526.1
OG0003714	XP_003128826.2	XP_005342528.1
OG0003715	XP_020951430.1	XP_005318146.1
OG0003717	XP_005668301.1	XP_005325722.1, XP_013211820.1
OG0003718	XP_003123749.1, XP_020940106.1	XP_005329010.1
OG0003720	XP_003127752.1, XP_005665154.1, XP_013854508.1	XP_040144046.1
OG0003724	XP_020935128.1, NP_001230142.1	XP_005329047.1
OG0003725	XP_001928273.2	XP_021578535.1
OG0003726	XP_001926024.1	XP_005320185.1
OG0003727	NP_001033727.1	XP_040130316.1, XP_013211755.1, XP_013211754.1
OG0003728	XP_001927789.1	XP_005316922.1, XP_040149247.1, XP_040150632.1
OG0003729	XP_003356892.1, XP_005656544.1	XP_005319040.1
OG0003730	XP_020956554.1, XP_020956553.1, XP_020956550.1, XP_020956552.1, XP_020956549.1, XP_020956551.1	XP_021577855.1
OG0003732	XP_020955942.1, NP_001127824.1	XP_005319965.1
OG0003733	XP_020940054.1, XP_020940052.1, XP_020940053.1	XP_005333234.1
OG0003734	XP_001925712.1, XP_003353424.1	XP_040131390.1
OG0003735	XP_020930056.1	XP_005320416.2
OG0003736	XP_003133075.3, XP_013838691.1	XP_021584760.1, XP_040134599.1
OG0003737	XP_020929304.1	XP_040129534.1
OG0003738	XP_001925666.3	XP_005326051.2
OG0003739	XP_001929068.2	XP_005325941.1, XP_040129463.1, XP_040129464.1
OG0003740	XP_020940026.1	XP_021587231.2
OG0003741	XP_013843004.1, NP_001231409.1	XP_021587261.1
OG0003742	XP_003134108.1	XP_040127576.1, XP_005334183.1
OG0003743	XP_020932715.1	XP_005325492.1
OG0003744	XP_020932317.1	XP_005325536.1
OG0003745	XP_003130026.2, XP_003130042.1	XP_005328480.1
OG0003747	XP_003130093.1	XP_040139713.1
OG0003748	XP_003129988.2	XP_040141305.1
OG0003749	XP_003129977.1	XP_005328417.1
OG0003750	XP_013844972.1	XP_021584132.1
OG0003751	XP_005667425.1, NP_001152780.1	XP_005328346.1
OG0003752	XP_003357347.1	XP_040139700.1
OG0003753	XP_020923372.1, XP_005669197.1, XP_013836691.1, XP_005669196.1	XP_040125456.1
OG0003754	NP_001037992.1	XP_021590280.1
OG0003755	XP_020923549.1	XP_005332944.1
OG0003756	XP_020923577.1	XP_005340871.1
OG0003757	XP_013844337.1	XP_005337771.1
OG0003758	XP_020953446.1	XP_005326069.1
OG0003759	XP_020948887.1, NP_001186820.1	XP_040144623.1
OG0003760	XP_003356156.1	XP_005339321.1, XP_013220177.1
OG0003761	XP_005665023.1, NP_001254002.1	XP_040145073.1
OG0003762	XP_020950944.1	XP_021588516.2
OG0003763	XP_020949284.1	XP_021589031.1
OG0003764	XP_005664368.1	XP_005335507.1
OG0003765	XP_020942014.1, XP_020942011.1, XP_020942013.1, XP_020942012.1, XP_020942009.1, XP_020942010.1	XP_040134247.1
OG0003766	XP_013850926.1	XP_021584234.1
OG0003767	XP_020941850.1	XP_013215522.1
OG0003768	NP_001127828.1, XP_020941232.1	XP_005339788.1
OG0003769	NP_001231485.1	XP_005339774.1
OG0003770	XP_020941730.1	XP_005340088.1, XP_021575633.1
OG0003771	XP_020941654.1, XP_020941656.1, XP_020941658.1, XP_020941660.1, XP_020941659.1, XP_020941653.1, XP_020941657.1	XP_005340897.1
OG0003772	XP_020942113.1, XP_020937743.1, XP_020937531.1, XP_020937740.1, XP_020938171.1, XP_020938174.1	XP_005323823.1
OG0003773	XP_003124599.4	XP_005323791.1
OG0003774	XP_003124792.1	XP_005337843.1
OG0003775	XP_020942414.1	XP_040133004.1
OG0003776	XP_003124766.2	XP_005337898.1
OG0003777	XP_003125960.3	XP_021583696.1
OG0003778	XP_005663758.2, XP_001929240.4, XP_013852857.2	XP_005327804.1
OG0003779	XP_003124543.1	XP_005324007.1
OG0003780	XP_003130512.1	XP_005329536.1
OG0003781	XP_020946448.1, XP_001927371.2	XP_040145040.1
OG0003782	NP_001230622.1	XP_021576613.1
OG0003783	XP_003357724.1	XP_005330412.1
OG0003784	NP_001230863.1, XP_020957673.1	XP_040132621.1
OG0003785	XP_003130446.4	XP_005335031.1
OG0003786	XP_005667847.2	XP_005319813.3
OG0003787	XP_005653849.2	XP_021576964.1, XP_040146901.1, XP_021582896.2
OG0003788	XP_013852438.1, XP_001928089.1	XP_005331435.1
OG0003789	XP_020945368.1	XP_005331415.1, XP_021586200.1, XP_040143615.1
OG0003790	XP_020951887.1	XP_040129779.1
OG0003791	XP_003128712.3	XP_005321290.1, XP_021579447.1
OG0003792	NP_001243699.1	XP_021576492.1
OG0003793	XP_013844672.2, XP_020955288.1	XP_005339201.1
OG0003794	NP_001231471.1, XP_020928517.1	XP_005322798.1
OG0003795	XP_013833817.1, NP_001231525.1	XP_021579398.2, XP_040130429.1, XP_040130428.1
OG0003796	XP_003356830.3	XP_040130903.1
OG0003797	XP_020921992.1	XP_021576911.2
OG0003798	NP_001129438.1	XP_040124304.1, XP_040124303.1, XP_021586947.1, XP_005332692.1
OG0003799	XP_005653921.2	XP_040124338.1
OG0003800	XP_005668667.1, XP_013836204.1, XP_003131252.1	XP_013217104.1, XP_005332608.1, XP_013217105.1
OG0003801	XP_020923731.1	XP_005336030.1
OG0003802	XP_020922451.1	XP_040124571.1
OG0003803	NP_001038043.1	XP_005328175.1
OG0003804	XP_020922681.1, XP_003131519.1	XP_005321873.1, XP_040124743.1
OG0003805	NP_001231259.1, XP_020921805.1, XP_020922773.1	XP_040126449.1
OG0003806	NP_001230848.1	XP_013212404.1
OG0003807	XP_020922958.1, XP_020922957.1, XP_020922954.1, XP_020922955.1, XP_020922956.1	XP_005321610.1
OG0003808	XP_003483123.1	XP_005327910.1
OG0003809	XP_003131845.4	XP_040125168.1
OG0003810	NP_001171392.1, XP_020921724.1	XP_040125489.1
OG0003811	XP_020936709.1, XP_020936907.1	XP_021589995.2
OG0003812	XP_020926809.1	XP_005337026.1
OG0003813	XP_005654650.2	XP_013212149.1
OG0003814	XP_020925130.1	XP_013212196.1
OG0003815	XP_001927731.1	XP_005320992.1
OG0003816	XP_003480647.1	XP_013212154.1
OG0003817	XP_001925831.1	XP_005320984.1, XP_013212156.1
OG0003818	NP_001243522.1, XP_013853118.2	XP_005335727.1
OG0003819	XP_020947650.1	XP_040136251.1
OG0003821	XP_003126001.1, XP_005655527.1	XP_040132636.1
OG0003822	XP_013843658.2	XP_040134015.1
OG0003823	XP_020944055.1	XP_005336445.1
OG0003824	XP_013843318.1	XP_005339664.1
OG0003825	XP_020943123.1	XP_040126743.1
OG0003826	XP_013843663.1	XP_005322482.1
OG0003827	XP_020932286.1	XP_005335785.1
OG0003828	NP_001231434.1	XP_013219824.1
OG0003829	XP_020919278.1, XP_020919286.1	XP_021583883.1
OG0003830	XP_001926178.2	XP_005334246.1
OG0003831	XP_003122069.1	XP_005326353.1
OG0003832	XP_003122072.3	XP_040142009.1
OG0003833	NP_999412.1, XP_013849148.1	XP_013214490.1, XP_040142028.1
OG0003834	NP_999550.1, XP_020939044.1	XP_040139753.1
OG0003835	NP_999265.1	XP_005329749.1
OG0003837	XP_013851621.1, XP_003354872.1	XP_005318654.1
OG0003838	XP_005653512.1, NP_001121951.1	XP_040138211.1
OG0003839	XP_020954114.1	XP_040138315.1
OG0003840	XP_005665952.1, NP_001177183.1	XP_040138430.1
OG0003841	XP_020954304.1	XP_005318813.1
OG0003842	XP_001929632.1	XP_005318675.1
OG0003843	XP_003128841.1	XP_005318617.1, XP_040138715.1
OG0003844	XP_020945036.1	XP_013217919.1
OG0003845	XP_003480259.1	XP_005321502.1
OG0003846	XP_020944704.1	XP_021580876.1
OG0003847	NP_001170959.1	XP_005316302.1
OG0003849	XP_020944429.1, XP_020944430.1	XP_005316408.2
OG0003850	XP_003125492.2	XP_005316107.1
OG0003851	XP_003129096.6	XP_005331775.1
OG0003852	XP_013844774.2, NP_001025704.1	XP_040148258.1
OG0003853	XP_020934368.1	XP_021578077.1
OG0003854	XP_020918996.1	XP_040147394.1
OG0003855	XP_003130180.1	XP_005334734.1
OG0003856	XP_003134838.1	XP_040147776.1
OG0003857	XP_013841174.2	XP_005319252.1
OG0003859	XP_020955666.1	XP_005341456.1
OG0003860	XP_003128149.1	XP_005317944.1
OG0003861	XP_020952337.1	XP_021588627.2
OG0003862	XP_020952488.1	XP_005317991.2
OG0003863	NP_001093406.1	XP_013221678.1
OG0003864	XP_020948352.1, XP_020948354.1, XP_020948355.1, XP_020948353.1	XP_005322515.2, XP_040128393.1
OG0003865	XP_020956322.1	XP_005327610.2
OG0003866	XP_013834165.1, XP_013834166.1, XP_020956975.1	XP_013215783.1
OG0003867	NP_001027526.1, XP_005654885.1	XP_040146931.1
OG0003868	XP_005667817.1, NP_001231238.1	XP_021582917.1
OG0003869	XP_003134640.2, XP_005657776.1	XP_013214736.1
OG0003870	XP_003134591.1	XP_005326745.1
OG0003871	XP_020934683.1	XP_013221103.1
OG0003872	XP_020937451.1, XP_020937452.1	XP_021575661.1
OG0003873	NP_001177180.1	XP_013218134.1
OG0003874	XP_005663576.2	XP_005341386.1
OG0003875	XP_005662751.1	XP_005322656.1
OG0003876	XP_020943436.1, XP_020943435.1	XP_021580313.1, XP_013212828.1
OG0003877	XP_020944080.1	XP_005324615.1, XP_040127055.1, XP_040127056.1, XP_040127054.1
OG0003878	XP_020943238.1, XP_020943237.1	XP_005324587.1
OG0003879	XP_020942683.1	XP_005340298.1
OG0003880	XP_020942937.1, XP_020942938.1	XP_005338492.1
OG0003881	XP_003124983.3	XP_040126582.1
OG0003882	XP_020943034.1	XP_005322218.1
OG0003883	XP_013843574.2	XP_040143283.1
OG0003884	XP_013852711.1, XP_001929575.1	XP_021588651.1
OG0003885	XP_020945606.1, XP_020945605.1	XP_005341368.1
OG0003886	XP_013852641.1, NP_001302616.1	XP_013216613.3
OG0003887	XP_013852578.1, NP_001231203.1	XP_005331292.1
OG0003888	XP_020945617.1, XP_020945618.1	XP_040127573.1
OG0003889	XP_003134937.1, XP_020934310.1	XP_005319281.2
OG0003890	XP_020958218.1	XP_013211507.1
OG0003891	XP_013835243.2	XP_040147633.1, XP_005340728.1
OG0003892	NP_999348.1, XP_020957877.1	XP_040146816.1
OG0003893	NP_001231765.1, XP_013849899.1	XP_040140481.1, XP_005327497.1
OG0003894	XP_020940946.1	XP_040140491.1
OG0003895	XP_020938329.1	XP_040142685.1
OG0003896	XP_003122479.2	XP_005333380.1
OG0003897	XP_003353793.1	XP_005333417.1
OG0003898	XP_005654711.1	XP_021587437.1
OG0003899	XP_003122614.2	XP_040140075.1
OG0003900	NP_001001261.1, XP_020940123.1	XP_005331518.1
OG0003901	NP_999199.1	XP_040140140.1, XP_040140142.1, XP_021586258.1, XP_040140141.1, XP_021586257.1
OG0003902	XP_005660855.3	XP_013214756.1, XP_005331561.3
OG0003903	XP_003122688.1	XP_040140182.1
OG0003904	XP_003122718.1	XP_040140189.1
OG0003905	XP_020957215.1	XP_040149213.1
OG0003906	XP_020930170.1, NP_001171993.1	XP_021577880.1
OG0003907	XP_001924723.1	XP_013221601.1
OG0003908	XP_020924078.1, NP_001191992.1	XP_005333914.1
OG0003909	XP_020939951.1, XP_020939950.1	XP_005331996.1
OG0003910	NP_001127821.1, XP_020953798.1	XP_021576793.1
OG0003911	XP_013837468.2, NP_001137190.1	XP_013220716.2
OG0003912	NP_999044.1, XP_020924184.1	XP_005340506.1
OG0003913	XP_020925075.1	XP_013220711.1
OG0003915	XP_020926614.1	XP_040145987.1
OG0003916	XP_005669739.1	XP_005317216.1
OG0003917	XP_013837254.1	XP_013216870.1
OG0003918	NP_001231172.1, XP_020924135.1	XP_005327042.1
OG0003919	XP_020939103.1	XP_005333022.1, XP_013217295.1, XP_013217294.1
OG0003920	XP_005661238.2	XP_040146908.1
OG0003921	XP_020939227.1	XP_005333075.1
OG0003922	XP_020939230.1, XP_020939231.1	XP_005333079.1
OG0003923	XP_020939558.1	XP_040146471.1
OG0003924	XP_020939551.1	XP_013216945.1, XP_013216944.1, XP_040146457.1, XP_013216943.1
OG0003925	XP_020939727.1	XP_040146963.1
OG0003926	XP_003357282.1	XP_005339261.1
OG0003927	XP_013850012.1	XP_040140682.1
OG0003929	NP_001165837.1	XP_040140646.1, XP_005326834.1
OG0003930	XP_020938933.1	XP_040140595.1
OG0003931	XP_020921247.1	XP_040137840.1
OG0003932	XP_003131046.3	XP_005336842.1
OG0003933	XP_001927132.1	XP_005324839.1
OG0003934	XP_020921507.1, XP_013836083.2, XP_020921508.1	XP_021585523.1, XP_040137604.1
OG0003935	XP_003361322.1	XP_005317061.1
OG0003936	XP_013836133.1	XP_040137647.1
OG0003937	XP_020921576.1	XP_013221521.1, XP_013215656.1, XP_005317038.1
OG0003938	XP_020926067.1	XP_040145986.1, XP_040145975.1
OG0003939	XP_003132118.1	XP_040145781.1
OG0003940	NP_001090899.1	XP_005327069.1
OG0003941	XP_005669897.2	XP_013214926.1
OG0003942	XP_020925132.1	XP_021583234.1, XP_005327090.1, XP_021583233.1
OG0003943	XP_013837533.1	XP_021583953.2
OG0003944	XP_013837544.1	XP_005328083.1
OG0003946	XP_020933708.1, XP_020933709.1	XP_021578852.1
OG0003947	XP_020933051.1	XP_005320577.1, XP_040130762.1, XP_021578937.2
OG0003948	XP_001928139.1, XP_001928131.1	XP_021578911.2
OG0003949	XP_003134487.3	XP_005329896.1
OG0003950	XP_020933028.1	XP_005325301.2
OG0003951	XP_013840931.2, NP_001103901.2	XP_040131724.1
OG0003952	XP_005673117.1, NP_001106919.1	XP_013213504.1, XP_005318387.1, XP_005327160.1
OG0003953	XP_020933868.1	XP_021582055.1
OG0003954	NP_001230400.1, XP_005668349.1	XP_005317121.1
OG0003955	NP_001238747.1	XP_005317106.1, XP_021585754.1
OG0003956	XP_020921150.1	XP_040137205.1
OG0003956	XP_020921134.1	XP_005337628.1
OG0003957	NP_001171390.1, XP_020920787.1	XP_005338671.1, XP_040129305.1
OG0003958	XP_020921082.1	XP_040137278.1
OG0003959	NP_001116628.1, XP_020927439.1	XP_040125402.1
OG0003960	NP_001077399.1	XP_013215797.1
OG0003961	XP_005657271.2, NP_001182291.1	XP_040149116.1
OG0003962	XP_005670734.1	XP_021577313.2, XP_040147107.1, XP_040146878.1, XP_040146877.1
OG0003963	XP_013838364.1	XP_005329699.1
OG0003964	XP_020928176.1	XP_005336867.1, XP_040149333.1, XP_040126997.1, XP_040126849.1
OG0003965	NP_001193328.1	XP_040146867.1
OG0003966	XP_005670921.1	XP_021575500.1
OG0003967	XP_001929574.1	XP_005334537.1
OG0003968	NP_998991.1	XP_005340640.1, XP_040137155.1, XP_021576089.1
OG0003969	XP_020946765.1, NP_998923.1	XP_040137003.1, XP_013219707.1, XP_040137004.1, XP_005338417.1
OG0003970	XP_013842866.2	XP_005338382.1
OG0003971	NP_001230244.1	XP_005338374.2
OG0003972	XP_020948039.1, XP_020948037.1, XP_020948036.1, XP_001927646.1, XP_020948038.1	XP_021576535.1
OG0003973	XP_001928873.1, XP_003126305.1	XP_005335655.2
OG0003974	XP_005664218.2	XP_021581787.1, XP_021581786.1
OG0003975	XP_020947327.1, XP_020947328.1	XP_005325175.1
OG0003976	XP_020928682.1	XP_005339128.2
OG0003977	XP_003133159.2	XP_013220118.1
OG0003978	XP_020928679.1	XP_005334463.1
OG0003979	XP_020928339.1	XP_005333728.1
OG0003980	XP_003483589.1	XP_005333729.1
OG0003982	NP_001302583.1	XP_040129557.1, XP_005320764.1
OG0003983	NP_001172070.1, XP_005671605.2	XP_005320808.1
OG0003985	XP_020945077.1	XP_013216983.1, XP_040150013.1
OG0003986	XP_013852217.1	XP_021586716.1, XP_005332378.1
OG0003987	XP_020944959.1	XP_040149916.1
OG0003988	XP_005663101.1	XP_040149938.1, XP_040149937.1
OG0003989	XP_020944113.1, NP_001107747.1	XP_005323045.1
OG0003990	XP_020946278.1	XP_040149820.1
OG0003991	XP_020944729.1, XP_020944731.1, XP_020944730.1	XP_021580839.1, XP_040149768.1, XP_040149769.1, XP_005316376.1, XP_040149770.1
OG0003992	XP_020954988.1	XP_013219152.1
OG0003993	XP_020957035.1, NP_001231351.1	XP_005316474.1
OG0003994	XP_020952213.1	XP_005316557.2
OG0003995	XP_005654509.1	XP_040129947.1
OG0003996	NP_001230291.1, XP_020942510.1	XP_005316713.1
OG0003997	XP_020949832.1	XP_005316717.1
OG0003998	XP_020956372.1	XP_021583585.1
OG0003999	XP_020954671.1	XP_005316893.1
OG0004000	XP_020926552.1	XP_040142906.1
OG0004001	XP_020926704.1	XP_005323510.1
OG0004002	NP_001090965.1	XP_021580942.2
OG0004003	NP_999073.1	XP_021575747.1
OG0004004	XP_020927198.1	XP_021575727.1
OG0004006	XP_020957362.1	XP_021576168.1
OG0004007	XP_013834447.1, XP_003129326.3	XP_005339864.1, XP_040148950.1
OG0004008	XP_020957385.1	XP_005325811.1
OG0004009	NP_999350.1	XP_040149125.1
OG0004010	XP_003129395.1	XP_013220204.1
OG0004011	XP_003129147.1	XP_005337324.1
OG0004012	XP_020926036.1	XP_005327652.1
OG0004013	XP_003361930.1	XP_040126538.1, XP_005327692.1
OG0004014	XP_020925904.1	XP_013220022.1
OG0004015	XP_001926098.2, XP_020925746.1, XP_020925745.1	XP_040126376.1
OG0004016	XP_013837756.2	XP_005338472.2
OG0004017	XP_020932551.1	XP_040129322.1
OG0004018	XP_020932471.1, XP_003361906.3	XP_013218433.3
OG0004019	XP_013840380.2	XP_005335568.1
OG0004020	XP_020932486.1, XP_020932487.1, XP_020932488.1	XP_005335247.2
OG0004021	XP_020932723.1	XP_040127867.1
OG0004022	XP_020925632.1	XP_021586008.1
OG0004023	NP_001229954.1, XP_020924126.1	XP_005331068.1, XP_021586001.1
OG0004024	XP_020925700.1	XP_040126085.1
OG0004025	XP_005671950.2	XP_040150341.1
OG0004026	XP_020931432.1	XP_021584837.1
OG0004027	XP_020931738.1	XP_005324655.1
OG0004028	XP_020931476.1	XP_040150558.1
OG0004029	XP_003359673.3	XP_021588802.1
OG0004030	XP_020930866.1	XP_040123708.1
OG0004031	XP_020932142.1	XP_040123752.1
OG0004032	XP_005667597.1, XP_003357460.1	XP_040133730.1, XP_013215837.1
OG0004033	NP_001123685.1, XP_013843530.1	XP_040133304.1
OG0004034	XP_001928995.1	XP_005339427.1
OG0004035	XP_003481472.2	XP_005339433.1
OG0004037	XP_020935238.1, XP_020935239.1, XP_003360301.1	XP_040128826.1
OG0004038	XP_003135073.1	XP_005324029.1
OG0004039	XP_005673657.1	XP_013219895.1
OG0004040	XP_020935666.1	XP_021591208.1, XP_005338736.1
OG0004041	XP_020936376.1, XP_020936375.1, XP_020936374.1	XP_040138343.1
OG0004042	XP_020935724.1, XP_003360389.1	XP_040138189.1, XP_040138209.1, XP_005335267.1, XP_040138205.1, XP_040138195.1
OG0004043	XP_020935958.1	XP_040138076.1, XP_040138082.1
OG0004044	XP_020936297.1	XP_021584448.1
OG0004045	XP_020935558.1, XP_020935557.1	XP_040139582.1
OG0004046	XP_005674541.2	XP_040140443.1
OG0004047	NP_001172032.1, XP_020935040.1	XP_005337738.1
OG0004048	XP_020935853.1	XP_021581945.1
OG0004049	XP_013841955.1	XP_021591068.1
OG0004050	XP_003125336.2	XP_040127448.1
OG0004052	XP_013840301.1	XP_005329029.1
OG0004054	XP_020923725.1	XP_005342031.1
OG0004055	XP_020940698.1, XP_005660959.1	XP_005331732.1
OG0004063	XP_020956778.1	XP_021578419.1
OG0004064	NP_001005726.1, XP_005659594.1	XP_005316693.1
OG0004065	XP_020927335.1	XP_005317434.1
OG0004066	XP_020941550.1, NP_001171681.1	XP_040127160.1
OG0004067	XP_020940681.1	XP_021581350.1
OG0004068	NP_999229.1, XP_005656702.1	XP_013211592.3, XP_021578213.1
