Orthogroup	Sus_scrofa	Canis_lupus_familiaris
OG0000629	XP_013839183.1, XP_013839185.1, XP_013839188.1, XP_013839184.1, XP_013839186.1, XP_005671518.1	XP_038434711.1, XP_038434713.1, XP_038434712.1
OG0000630	XP_020953806.1, XP_020953815.1, XP_003121680.3, XP_013848660.1, XP_013848661.1	XP_038435900.1, XP_038435901.1, XP_038435899.1
OG0000631	XP_005659620.1	XP_038436463.1
OG0000632	XP_020931019.1	XP_038440996.1
OG0000633	XP_003357445.1, XP_005667594.1, XP_020918942.1, XP_013835071.1	XP_038441968.1
OG0000634	XP_005673738.1, XP_020935653.1, XP_005673737.1, XP_013841653.1, XP_003135182.2, XP_020935652.1	XP_038443491.1
OG0000638	XP_005668373.2, NP_001004034.1	NP_001002937.1
OG0000639	XP_013834777.2, XP_013834778.2	NP_001041488.1
OG0000639	XP_020918366.1	NP_001074194.1
OG0000640	XP_005661764.1	NP_001192187.1
OG0000641	XP_020924241.1, NP_001001636.1	NP_001239098.1
OG0000642	XP_003359058.1	XP_038397693.1
OG0000643	XP_020955722.1, XP_001929446.1	NP_001375890.1
OG0000644	XP_001926245.1	NP_001375899.1
OG0000645	XP_005656671.2, XP_020917886.1, XP_020918048.1	XP_038425282.1
OG0000645	XP_020918043.1	NP_001375974.1
OG0000646	XP_013843086.2	NP_001376092.1, XP_038419185.1
OG0000647	XP_020955205.1, XP_020955204.1, XP_020955197.1	XP_038385487.1
OG0000647	XP_020955210.1	XP_038381778.1
OG0000648	NP_999057.1, XP_005653866.1	XP_038382730.1, XP_038382732.1, XP_038382731.1, XP_038382734.1
OG0000649	XP_013844051.1, NP_001254777.1	XP_038384671.1, XP_038384678.1, XP_038384675.1, XP_038384674.1, XP_038384680.1, XP_038384677.1, XP_038384679.1, XP_038384673.1, XP_038384676.1, XP_038384672.1
OG0000650	NP_001230602.1, XP_005668167.1	XP_038385951.1, XP_038385961.1, XP_038385954.1, XP_038385958.1, XP_038385952.1, XP_038385953.1, XP_038385955.1, XP_038385960.1, XP_038385959.1, XP_038432086.1, XP_038385957.1, XP_038385956.1
OG0000651	NP_001231240.1	XP_038386721.1, XP_038386722.1
OG0000652	XP_020951301.1	XP_038387333.1
OG0000653	XP_003356269.1	XP_038387357.1
OG0000654	XP_005669185.1, NP_001090942.2, XP_013852024.1	XP_038388046.1, XP_038435172.1
OG0000655	XP_020932315.1, XP_020932316.1	XP_038391177.1, XP_038391179.1, XP_038391176.1, XP_038391178.1, XP_038391180.1
OG0000656	NP_001231028.1, XP_005662212.1	XP_038396470.1, XP_038396468.1, XP_038396467.1, XP_038396466.1, XP_038396471.1, XP_038396465.1, XP_038396469.1
OG0000657	XP_003124794.2	XP_038396601.1
OG0000658	XP_005667835.1, NP_001161126.1	XP_038398443.1, XP_038398444.1, XP_038398447.1, XP_038398446.1, XP_038398445.1
OG0000659	NP_999455.1, XP_020921906.1	XP_038403218.1
OG0000659	XP_020921898.1, NP_999333.1	XP_038403221.1
OG0000660	XP_020947434.1	XP_038405507.1
OG0000660	XP_020937378.1	XP_038433589.1
OG0000661	XP_020947631.1	XP_038405896.1, XP_038405897.1
OG0000662	XP_003481419.1	XP_038411144.1, XP_038411147.1
OG0000663	XP_020948363.1	XP_038414715.1
OG0000664	NP_999130.1, XP_020956107.1	XP_038414839.1, XP_038414838.1, XP_038414837.1
OG0000666	NP_999605.1, XP_005669631.1	XP_038422303.1, XP_038422306.1, XP_038422302.1, XP_038422304.1, XP_038422305.1
OG0000667	XP_005667226.2	XP_038424440.1
OG0000668	XP_020933405.1, XP_020933406.1, XP_013840665.1	XP_038427804.1, XP_038427806.1, XP_038427802.1, XP_038427805.1, XP_038427803.1, XP_038427801.1
OG0000669	XP_005670931.2	XP_038431682.1, XP_038431681.1
OG0000669	XP_020928613.1	XP_038432013.1
OG0000670	XP_020948044.1, XP_020948040.1, XP_013843853.1, XP_003126558.1, XP_013843854.1, XP_020948041.1, XP_020948043.1, XP_020948042.1	XP_038432647.1
OG0000671	XP_020948273.1	XP_038433406.1
OG0000672	XP_020953488.1	XP_038435955.1, XP_038435954.1, XP_038435956.1, XP_038435953.1, XP_038435957.1
OG0000673	XP_020925678.1	XP_038439577.1
OG0000674	XP_020935895.1, XP_013843370.2	XP_038442413.1
OG0000674	XP_020935923.1, XP_020935922.1, XP_013841496.1, XP_020935944.1, XP_020935924.1, XP_020935925.1	XP_038442414.1
OG0000680	NP_999249.1	NP_001003175.2
OG0000681	XP_020928917.1	XP_038431988.1
OG0000682	XP_020921778.1, NP_001302542.1	NP_001003217.2
OG0000683	XP_003483510.2	NP_001003278.1
OG0000684	NP_001005157.1	NP_001014399.1
OG0000684	XP_003123418.5	XP_038422978.1
OG0000685	XP_003134635.1, XP_003134612.1	NP_001017516.1, XP_038415140.1, XP_038415141.1, NP_001376003.1
OG0000686	XP_020932194.1, NP_001158208.1	NP_001192043.1
OG0000687	XP_013847980.1	XP_038427079.1
OG0000687	XP_005664319.2	XP_038429688.1, NP_001239060.1
OG0000688	NP_001098778.1	NP_001300734.1
OG0000689	XP_020935996.1, XP_020935995.1	NP_001300757.1
OG0000690	XP_020951524.1, XP_020951525.1, XP_003362253.1	NP_001300814.1
OG0000691	XP_020940733.1, XP_013846905.2	NP_001375944.1
OG0000691	XP_013850054.1, XP_020940735.1, XP_020941144.1, XP_003123629.4, XP_020941153.1, XP_003354447.2	XP_038412288.1, NP_001375468.1, XP_038412289.1, XP_038412290.1
OG0000692	XP_020950462.1	XP_038384011.1, XP_038384014.1, XP_038384013.1, XP_038384012.1, XP_038384010.1
OG0000693	XP_020920642.1, XP_020920640.1, XP_020920641.1, XP_020920639.1	XP_038385596.1
OG0000694	XP_005672531.1, XP_013840258.1, XP_020937612.1, XP_003134041.2, XP_005672532.1, XP_013840257.1, XP_013853062.2, XP_020937939.1	XP_038386618.1, XP_038386620.1, XP_038386616.1, XP_038386617.1, XP_038386619.1
OG0000695	XP_020956003.1, NP_001231718.1	XP_038389372.1
OG0000696	NP_001231579.1	XP_038394006.1
OG0000697	XP_003355827.2	XP_038394464.1
OG0000697	XP_020949777.1	XP_038394468.1
OG0000698	NP_001245306.1	XP_038394827.1
OG0000699	XP_005653067.1	XP_038395731.1
OG0000699	XP_013847906.1	XP_038397646.1
OG0000700	XP_005663295.1	XP_038398832.1
OG0000700	XP_020945268.1	XP_038397731.1
OG0000701	XP_001926583.4, XP_005654482.1, XP_005654481.1, XP_003480376.1	XP_038399933.1
OG0000702	XP_003358042.1, XP_003131291.1	XP_038402644.1, XP_038402645.1
OG0000703	XP_005654105.1, XP_005654104.1	XP_038438935.1
OG0000703	XP_003353752.1	XP_038404786.1
OG0000704	XP_020946785.1, NP_999197.1	XP_038405531.1
OG0000705	XP_020941235.1, NP_001131103.1	XP_038406809.1, XP_038406811.1, XP_038406812.1, XP_038406810.1, XP_038406813.1
OG0000706	XP_013841764.1, XP_003353610.1, XP_020921161.1, XP_003480592.1, XP_013841761.1	XP_038408639.1, XP_038408641.1, XP_038408637.1, XP_038408638.1, XP_038408640.1
OG0000707	XP_013849220.2	XP_038409083.1
OG0000708	XP_020956089.1, NP_998957.1	XP_038412109.1, XP_038412107.1, XP_038412108.1
OG0000709	XP_003128160.1, XP_013832841.1	XP_038413669.1
OG0000710	NP_001231585.1, XP_020924123.1	XP_038416499.1, XP_038439339.1, XP_038439342.1, XP_038439340.1
OG0000711	XP_005662678.1, XP_003125272.1, XP_003481289.1, XP_003481288.1, XP_005662677.1, XP_005662679.1	XP_038417214.1, XP_038417213.1, XP_038417215.1
OG0000712	XP_003124996.1, XP_003124997.1, XP_013843340.1, XP_020942956.1, XP_013843339.1, XP_003124998.1, XP_003124995.1	XP_038417518.1
OG0000713	XP_013849833.1, XP_005661027.1, XP_005661026.1	XP_038419421.1, XP_038419419.1, XP_038419418.1, XP_038419420.1
OG0000714	XP_005661034.1	XP_038419442.1
OG0000715	XP_020937425.1, XP_020937991.1, XP_020937413.1, XP_020937724.1, XP_020937429.1	XP_038421303.1
OG0000716	XP_013834631.2, XP_020918217.1, XP_013834627.2, XP_020918219.1, XP_020918218.1, XP_013834629.2, XP_005667221.2, XP_013834628.2, XP_020918220.1	XP_038424447.1, XP_038424448.1, XP_038424449.1
OG0000717	XP_020933341.1	XP_038427326.1, XP_038427324.1, XP_038427325.1, XP_038427327.1, XP_038427328.1
OG0000717	XP_020933992.1	XP_038427329.1, XP_038427330.1
OG0000718	NP_001245334.1, XP_020932887.1	XP_038428248.1, XP_038428250.1, XP_038428249.1, XP_038428251.1, XP_038428252.1, XP_038428247.1
OG0000719	NP_001230601.1, XP_003134521.1	XP_038428373.1
OG0000720	XP_013839209.2	XP_038434789.1
OG0000721	XP_013833510.1, XP_020954681.1, XP_013833513.1, XP_020954683.1, XP_020954685.1, XP_003482286.1, XP_013833512.1, XP_020954684.1, XP_013833514.1, XP_013833511.1, XP_020954682.1	XP_038436962.1, XP_038436963.1, XP_038436961.1
OG0000722	XP_003357028.1	XP_038438355.1
OG0000723	NP_001104726.1	XP_038439950.1
OG0000724	NP_001230605.1, XP_020930303.1	XP_038441677.1, XP_038441676.1
OG0000725	NP_001177204.1, XP_013839960.1	XP_038441723.1
OG0000726	XP_013841522.1, XP_013841523.1, XP_003135078.3, XP_013841521.1	XP_038443150.1
OG0000727	NP_001230359.1, XP_013846400.2, XP_005657952.1, XP_003135331.2	XP_038443885.1, XP_038443884.1
OG0000731	XP_020918845.1	XP_038398489.1, XP_038398488.1
OG0000731	XP_003130142.2	NP_001003060.1
OG0000732	NP_001001619.1	XP_038422593.1, XP_038422594.1, XP_038422595.1
OG0000732	NP_001001618.1, XP_013837023.1	NP_001012342.2
OG0000733	NP_001231061.1	NP_001159360.1
OG0000734	NP_001230320.1	NP_001192044.1
OG0000734	NP_001192023.1	NP_001192025.1
OG0000735	XP_003125413.1	XP_038416839.1
OG0000735	XP_020932988.1	NP_001239119.1
OG0000736	XP_001929587.1	XP_038409801.1
OG0000736	XP_003126469.3	NP_001271419.1
OG0000737	NP_001272900.1, XP_020919657.1	NP_001273992.1
OG0000738	XP_013852356.1	NP_001375823.1
OG0000738	XP_020946446.1	XP_038441866.1
OG0000738	XP_005663284.1	XP_038441867.1
OG0000738	XP_013852348.1	XP_038445604.1, NP_001375820.1
OG0000740	XP_013848019.1, XP_001927918.3, XP_020944014.1	XP_038382697.1, XP_038382698.1
OG0000741	XP_020920965.1	XP_038382926.1, XP_038382932.1
OG0000741	XP_005660237.2	XP_038382933.1
OG0000742	XP_005660215.1	XP_038383011.1
OG0000742	NP_001230487.1	XP_038383012.1
OG0000742	XP_003128496.1	XP_038388925.1
OG0000743	XP_003481874.2	XP_038385338.1
OG0000744	XP_005673822.1	XP_038443793.1
OG0000744	XP_005661821.1	XP_038386373.1
OG0000745	XP_020918813.1, XP_020918814.1, XP_020918815.1, XP_020918811.1, XP_020918812.1	XP_038391578.1, XP_038391576.1, XP_038391577.1, XP_038391579.1
OG0000746	XP_020949430.1, XP_013853624.1, XP_020949429.1, XP_005664395.1, XP_013853625.1	XP_038394215.1, XP_038394218.1, XP_038394220.1, XP_038394216.1, XP_038394213.1, XP_038394214.1, XP_038394219.1, XP_038394217.1
OG0000747	XP_020941629.1, XP_020941630.1, XP_020941626.1, XP_020941627.1, XP_020941628.1	XP_038395585.1, XP_038395586.1, XP_038395588.1, XP_038395589.1, XP_038395587.1
OG0000748	XP_020943773.1	XP_038396510.1
OG0000749	XP_013852858.2	XP_038397371.1
OG0000752	XP_020922662.1	XP_038402035.1
OG0000752	XP_020922669.1, XP_020922668.1	XP_038402062.1
OG0000753	XP_013835139.1	XP_038403337.1
OG0000753	XP_020922690.1	XP_038403336.1
OG0000753	XP_020922692.1	XP_038403335.1, XP_038403338.1
OG0000754	XP_005654012.1, XP_003132737.1, NP_001020389.1	XP_038403528.1, XP_038403529.1, XP_038441793.1
OG0000755	XP_003359936.1	XP_038427607.1
OG0000755	XP_013851547.1	XP_038407409.1, XP_038407410.1
OG0000756	XP_020940444.1	XP_038408166.1
OG0000757	XP_003128480.1	XP_038410218.1
OG0000758	XP_020952557.1, XP_020952563.1, XP_003128126.1, XP_020952560.1, XP_020952559.1, XP_020952564.1, XP_020952558.1, XP_020952562.1, XP_020952556.1, XP_003128127.1, XP_020952561.1	XP_038414317.1, XP_038414319.1, XP_038414318.1, XP_038414321.1, XP_038414320.1
OG0000759	XP_020934270.1	XP_038415694.1
OG0000760	XP_005662516.1, NP_001138318.1	XP_038417672.1
OG0000761	NP_001121917.1, XP_020944109.1	XP_038418261.1, XP_038418260.1, XP_038418262.1, XP_038418264.1, XP_038418259.1, XP_038418263.1
OG0000761	XP_013843595.2	XP_038418265.1, XP_038437033.1
OG0000762	XP_020936967.1, XP_020936966.1, XP_020936965.1, XP_020936963.1, XP_020936964.1, XP_020941133.1	XP_038418415.1, XP_038418413.1
OG0000763	XP_005661397.1	XP_038423700.1, XP_038423701.1
OG0000764	XP_013836873.2	XP_038426620.1
OG0000765	XP_020933195.1, XP_020933193.1, XP_020933194.1	XP_038427809.1, XP_038427807.1, XP_038427810.1, XP_038427812.1, XP_038427808.1, XP_038427811.1
OG0000766	XP_020929921.1	XP_038430645.1
OG0000767	XP_020937375.1	XP_038433616.1
OG0000768	XP_005656336.1, NP_001231117.1	XP_038436982.1
OG0000769	XP_020926547.1, XP_020926546.1, XP_020926549.1, XP_020926541.1, XP_020926542.1, XP_020926551.1, XP_020926543.1, XP_020926550.1, XP_020926544.1, XP_020926548.1, XP_020926545.1	XP_038437239.1
OG0000770	XP_003129421.2	XP_038438254.1
OG0000770	XP_013841482.1	XP_038443061.1
OG0000771	XP_020935938.1	XP_038445466.1, XP_038444326.1
OG0000775	XP_005668915.1, XP_020922789.1	NP_001003071.1
OG0000776	XP_020931007.1	XP_038441641.1
OG0000776	XP_020930939.1	NP_001003151.2
OG0000777	XP_005659637.1, NP_001027528.1	NP_001041595.1
OG0000778	NP_001335871.1, NP_999560.2	NP_001073578.2, XP_038445495.1
OG0000779	NP_999020.2	NP_001107183.1
OG0000779	XP_020954892.1	XP_038400148.1, XP_038400149.1
OG0000780	NP_001106918.1, XP_020919632.1	XP_038445053.1, XP_038445557.1, XP_038444950.1, XP_038445389.1, XP_038445100.1, XP_038445584.1, XP_038386020.1
OG0000781	XP_020918051.1, XP_013844948.2	XP_038424084.1, NP_001375773.1
OG0000781	XP_020918042.1, XP_013844925.2	NP_001243377.1
OG0000782	XP_013854441.2	NP_001271370.1
OG0000783	XP_020953818.1, NP_001161127.1	NP_001300713.1
OG0000784	NP_001001538.1	NP_001301051.1, XP_038382298.1
OG0000785	XP_003129496.1	NP_001375828.1, NP_001375635.1, XP_038424099.1
OG0000785	XP_003129497.1	XP_038424098.1, NP_001375910.1, NP_001375633.1
OG0000786	XP_003129531.1, XP_020917880.1	XP_038424044.1
OG0000786	XP_003129492.1, XP_003129534.4	XP_038424103.1
OG0000787	XP_003129482.1, XP_020958305.1	NP_001375658.1
OG0000788	XP_003130021.2, XP_020958340.1	NP_001375807.1, NP_001375728.1
OG0000789	XP_020937100.1, XP_020937802.1	NP_001375964.1
OG0000790	XP_003128288.2, XP_020937012.1, XP_020937670.1, XP_020937345.1, XP_020938181.1, XP_020937118.1	NP_001375973.1
OG0000791	XP_020950675.1	XP_038383824.1
OG0000791	XP_020941840.1, XP_020941841.1	XP_038396224.1
OG0000792	XP_013834822.2	XP_038392133.1
OG0000792	NP_999189.1	XP_038383886.1
OG0000793	XP_005668313.1	XP_038386163.1
OG0000794	NP_001193359.1	XP_038388062.1
OG0000795	XP_013834051.1	XP_038389391.1
OG0000796	XP_020928032.1, XP_020928035.1, XP_020928033.1, XP_005671044.3	XP_038389699.1, XP_038389703.1, XP_038389700.1, XP_038389702.1, XP_038389701.1
OG0000797	XP_020918390.1, XP_020918389.1, XP_005667348.1	XP_038392260.1, XP_038392261.1, XP_038392259.1
OG0000798	XP_020923664.1	XP_038393032.1
OG0000798	XP_020937145.1	XP_038406666.1
OG0000799	XP_013854819.1, XP_013854818.1, XP_003356504.1, XP_005665465.1	XP_038393399.1, XP_038393402.1, XP_038393397.1, XP_038393400.1, XP_038393398.1, XP_038393401.1
OG0000800	XP_020942158.1	XP_038396029.1
OG0000801	XP_005662150.1	XP_038396083.1
OG0000802	NP_999472.1	XP_038441185.1, XP_038407600.1, XP_038396248.1, XP_038400808.1
OG0000803	XP_020942401.1	XP_038396607.1
OG0000803	XP_005662275.1	XP_038396606.1
OG0000804	XP_005663313.1, NP_001231377.1, NP_001231376.1	XP_038398923.1, XP_038398924.1, XP_038398925.1
OG0000805	XP_005665353.1, NP_001231218.1, NP_001231217.1, NP_001231219.1	XP_038399657.1, XP_038399658.1, XP_038437784.1
OG0000806	XP_020955682.1	XP_038401910.1
OG0000807	XP_020922899.1	XP_038403680.1
OG0000807	XP_020922900.1, XP_020922901.1	XP_038403681.1
OG0000808	XP_020921765.1, XP_020921771.1, XP_020921777.1	XP_038408773.1, XP_038408772.1, XP_038408771.1
OG0000810	NP_001116639.1, XP_005665878.1	XP_038409554.1, XP_038409556.1, XP_038409552.1, XP_038409551.1, XP_038409553.1, XP_038409555.1
OG0000811	NP_001028180.1	XP_038409559.1, XP_038409562.1, XP_038409558.1, XP_038409557.1, XP_038409561.1, XP_038409560.1
OG0000812	XP_003360239.3, XP_020955569.1	XP_038413078.1, XP_038444542.1, XP_038441073.1, XP_038411020.1
OG0000813	XP_020934652.1	XP_038412466.1
OG0000814	XP_005656227.1	XP_038414045.1
OG0000815	XP_020949123.1, NP_998924.1	XP_038414264.1
OG0000816	NP_999426.1, XP_020934172.1	XP_038415372.1
OG0000817	NP_001231450.1	XP_038415731.1
OG0000817	NP_001123440.1, XP_020930217.1	XP_038420907.1
OG0000818	XP_020943530.1	XP_038416678.1
OG0000819	XP_020937727.1	XP_038417989.1
OG0000820	XP_020945597.1, XP_020945596.1, XP_020945594.1, XP_020945595.1	XP_038417979.1, XP_038417978.1, XP_038417984.1, XP_038417983.1, XP_038417981.1, XP_038417976.1, XP_038417985.1, XP_038417982.1, XP_038417980.1, XP_038417977.1
OG0000821	XP_013849838.1	XP_038419431.1, XP_038419432.1
OG0000822	XP_020938302.1, XP_020938301.1, XP_020938303.1	XP_038419549.1, XP_038419550.1, XP_038419548.1, XP_038419547.1
OG0000823	XP_020957253.1, XP_003129241.2, XP_020957252.1, XP_020957254.1, XP_003129240.2	XP_038420567.1
OG0000825	XP_020924929.1, XP_020924926.1, XP_020924931.1, XP_020924930.1, XP_020924932.1, XP_020924927.1, XP_020924928.1	XP_038421737.1, XP_038421736.1, XP_038421738.1
OG0000826	XP_020939452.1	XP_038423225.1
OG0000827	XP_020918209.1, XP_013834616.1, XP_003129719.1, XP_013834615.1, XP_013834617.1	XP_038424481.1, XP_038424484.1, XP_038424482.1, XP_038424483.1, XP_038424485.1
OG0000828	XP_020924155.1, NP_001243702.1	XP_038426521.1, XP_038426517.1, XP_038426523.1, XP_038426522.1, XP_038426518.1, XP_038426520.1, XP_038426524.1, XP_038426525.1, XP_038426519.1, XP_038426516.1
OG0000829	XP_020925345.1	XP_038426674.1
OG0000830	XP_020933261.1	XP_038428837.1
OG0000831	XP_020920878.1	XP_038429106.1
OG0000831	XP_001926564.3	XP_038445317.1, XP_038444700.1, XP_038444699.1, XP_038443052.1
OG0000832	XP_013835904.1, XP_005668396.1, XP_005668398.1, XP_020921228.1	XP_038429189.1
OG0000833	XP_020930716.1	XP_038429995.1
OG0000834	XP_001928322.2	XP_038430784.1
OG0000835	NP_001231289.1	XP_038431597.1
OG0000836	XP_020928761.1	XP_038431972.1
OG0000836	XP_020957352.1	XP_038437875.1
OG0000837	XP_020947993.1, XP_020947992.1, XP_020947990.1, XP_020947989.1, XP_020947994.1, XP_020947991.1	XP_038432764.1
OG0000838	NP_001243524.1, XP_020946807.1	XP_038432903.1
OG0000839	NP_001182250.1, XP_013845942.1	XP_038434721.1
OG0000840	XP_020926608.1, XP_013845652.1, XP_005657210.1, XP_005657209.1, XP_003132806.1	XP_038437346.1
OG0000841	NP_999024.1, NP_999025.1	XP_038438933.1
OG0000842	XP_013832891.1, XP_005665641.1, XP_005665645.1	XP_038440129.1, XP_038440131.1, XP_038440128.1, XP_038440132.1, XP_038440130.1
OG0000843	XP_020931920.1, XP_003133593.2, XP_020931921.1	XP_038441078.1, XP_038441077.1
OG0000844	XP_020931937.1, XP_005672233.2	XP_038441607.1, XP_038441608.1, XP_038441609.1, XP_038441610.1
OG0000845	XP_020936404.1	XP_038444653.1
OG0000853	XP_020939116.1, NP_999595.1, NP_999594.1, NP_999596.1, XP_020939132.1	NP_001008715.1
OG0000854	XP_005656568.1	NP_001182764.1
OG0000854	XP_020956461.1	XP_038412167.1
OG0000856	XP_020934253.1	NP_001239208.1
OG0000858	XP_003122819.2, XP_003122820.2	NP_001376046.1
OG0000859	XP_020937697.1, XP_020937988.1	XP_038421299.1, XP_038421298.1
OG0000859	XP_020941157.1, XP_003123489.2, XP_020940760.1, XP_003123458.1, XP_003480814.1	NP_001375585.1
OG0000860	XP_003356144.1	XP_038383601.1
OG0000860	XP_003356139.1, XP_003356143.3, XP_003356145.1	XP_038383605.1, NP_001376108.1
OG0000861	XP_001928605.1	XP_038381532.1
OG0000862	XP_020928105.1	XP_038382136.1
OG0000863	XP_005654122.3	XP_038413468.1, XP_038420439.1, XP_038439181.1, XP_038439218.1
OG0000863	XP_003358870.1	XP_038382718.1, XP_038439180.1, XP_038416483.1
OG0000864	XP_020938079.1	XP_038383274.1, XP_038383282.1
OG0000865	XP_020953055.1	XP_038383374.1, XP_038383372.1, XP_038383373.1, XP_038383370.1, XP_038383371.1
OG0000865	XP_020952691.1	XP_038393893.1
OG0000865	XP_020953079.1	XP_038394838.1
OG0000866	XP_020950793.1	XP_038383518.1
OG0000867	XP_020920567.1, XP_020920569.1, XP_020920568.1	XP_038385692.1, XP_038385693.1, XP_038385694.1, XP_038385691.1
OG0000868	XP_013850710.1, NP_001231022.1	XP_038386401.1, XP_038386398.1, XP_038386399.1, XP_038386400.1
OG0000868	XP_003128996.1	XP_038411913.1
OG0000869	XP_005671106.1, XP_001928672.1	XP_038390197.1, XP_038390198.1, XP_038390201.1, XP_038390199.1, XP_038390200.1
OG0000870	XP_020923423.1	XP_038392468.1
OG0000871	XP_003133167.1	XP_038412309.1
OG0000871	XP_020931904.1	XP_038408513.1, XP_038394407.1
OG0000872	XP_020950871.1	XP_038394743.1
OG0000873	NP_001004043.1	XP_038419828.1
OG0000873	NP_001020386.1, XP_005656356.1	XP_038400403.1
OG0000874	XP_020919550.1, XP_020919549.1, XP_020919551.1, XP_020919548.1, XP_020919547.1, XP_020919546.1, XP_020919545.1	XP_038397969.1
OG0000875	XP_001926982.1, XP_020955063.1, XP_020955064.1, XP_013833757.1	XP_038400998.1, XP_038400996.1, XP_038400999.1, XP_038401000.1, XP_038400997.1, XP_038400995.1
OG0000876	XP_005656526.1, XP_013844693.1, XP_003128776.3	XP_038401652.1
OG0000878	XP_020922083.1	XP_038402229.1
OG0000878	XP_020922080.1	XP_038402232.1, XP_038402231.1
OG0000878	XP_020922084.1, XP_020922085.1	XP_038402227.1, XP_038402226.1
OG0000879	XP_020924232.1, XP_020924237.1, XP_013849310.1, XP_003122211.3, XP_005660481.1, XP_020924235.1, XP_020924228.1, XP_020924229.1	XP_038405332.1, XP_038405326.1, XP_038405330.1, XP_038405331.1, XP_038405328.1, XP_038405327.1
OG0000880	XP_003121417.1	XP_038410891.1
OG0000881	NP_001153551.1, XP_005667633.1	XP_038412691.1, XP_038412692.1
OG0000882	XP_020958083.1	XP_038412850.1
OG0000883	NP_001090930.1, XP_005664315.1	XP_038414570.1
OG0000884	XP_003126725.4	XP_038414758.1
OG0000884	XP_005674032.1	XP_038444798.1
OG0000885	XP_013843546.1, XP_005655454.1, XP_003355249.1, XP_005655453.1, XP_003355248.1	XP_038418053.1, XP_038418052.1, XP_038418051.1
OG0000886	XP_003122628.1	XP_038420061.1
OG0000887	XP_005669848.1	XP_038421562.1, XP_038421560.1, XP_038421563.1, XP_038421561.1
OG0000888	XP_020939840.1, XP_020939838.1, XP_020939837.1, XP_020939839.1	XP_038423815.1
OG0000889	XP_020938972.1	XP_038424985.1
OG0000891	NP_999295.2	XP_038425421.1, XP_038425423.1, XP_038425420.1, XP_038425418.1, XP_038425419.1, XP_038425422.1
OG0000892	XP_003131117.2	XP_038425893.1
OG0000893	XP_005673628.1	XP_038443158.1
OG0000893	XP_001929372.1, XP_013838525.1, XP_005670906.1, XP_020928612.1, XP_003359201.1	XP_038431591.1
OG0000895	XP_020925963.1, XP_020925962.1	XP_038438891.1
OG0000896	XP_020946472.1	XP_038442327.1, XP_038442326.1, XP_038442321.1, XP_038442325.1
OG0000897	XP_003360303.2, XP_020936274.1, XP_013841503.1, XP_003484147.1	XP_038442417.1, XP_038443099.1
OG0000898	XP_020935625.1, XP_005674088.1, XP_005674087.1, XP_020935627.1, XP_020935626.1	XP_038444670.1, XP_038444672.1, XP_038444671.1
OG0000901	XP_020919421.1	XP_038398164.1, XP_038398163.1
OG0000902	XP_020920335.1, XP_003482852.1, XP_003130720.2	NP_001003353.1
OG0000904	XP_013843801.1, NP_001106758.1	NP_001239093.1, XP_038389678.1, XP_038382026.1, XP_038382033.1, XP_038382029.1, XP_038382031.1, XP_038382034.1, XP_038382020.1, XP_038382027.1, XP_038382022.1, XP_038382023.1, XP_038382028.1, XP_038382021.1, XP_038382025.1, XP_038382030.1, XP_038382024.1
OG0000905	XP_020949658.1, XP_020949660.1	NP_001239274.1
OG0000905	XP_020949663.1	NP_001239269.1
OG0000906	XP_003360623.1	NP_001243427.1
OG0000906	XP_005658026.2, XP_020947422.1, XP_001927161.3, XP_001926105.3, XP_020947424.1, XP_020937771.1, XP_020937773.1	NP_001243386.1
OG0000908	NP_999374.1, XP_020936917.1	NP_001271372.1
OG0000909	XP_020920821.1, NP_001012631.1	NP_001274482.1
OG0000910	XP_013838012.2	NP_001277034.1
OG0000911	XP_005658278.3	NP_001300721.1
OG0000913	XP_003124192.2	NP_001375893.1
OG0000914	XP_020952967.1	XP_038383514.1
OG0000914	XP_020921847.1, NP_999084.2	XP_038392733.1
OG0000915	XP_020929150.1	XP_038381515.1, XP_038434615.1, XP_038434614.1
OG0000916	XP_020942078.1	XP_038382364.1, XP_038382365.1, XP_038382366.1
OG0000917	XP_013839807.1, NP_001231793.1	XP_038382452.1
OG0000917	XP_020935718.1	XP_038443121.1
OG0000920	XP_003124105.1	XP_038385543.1
OG0000920	NP_001230839.1, XP_013835922.1	XP_038429072.1
OG0000921	XP_020949565.1, XP_020949566.1	XP_038386901.1, XP_038386905.1, XP_038386906.1, XP_038386904.1, XP_038386902.1, XP_038386903.1, XP_038386900.1
OG0000922	XP_003360284.1	XP_038442831.1
OG0000922	XP_013854580.1	XP_038387136.1
OG0000923	NP_001070685.1	XP_038428270.1
OG0000923	NP_001070684.1	XP_038387275.1
OG0000924	XP_003482658.1	XP_038392266.1
OG0000924	NP_998958.1	XP_038387834.1
OG0000925	XP_020940157.1, XP_020940156.1, XP_005661579.1, XP_005661578.1, XP_013850404.1, XP_005661580.1	XP_038388373.1, XP_038388374.1, XP_038388375.1
OG0000926	XP_003121696.1	XP_038388501.1
OG0000927	XP_020955032.1, XP_001926800.5, XP_020955034.1, XP_020955033.1	XP_038388684.1, XP_038388683.1, XP_038388681.1, XP_038388685.1, XP_038388686.1, XP_038388682.1
OG0000928	XP_003358655.1	XP_038427127.1
OG0000928	NP_001231345.1	XP_038392478.1
OG0000929	XP_003126970.2	XP_038394504.1
OG0000930	XP_005661924.2	XP_038395303.1
