Orthogroup	Sus_scrofa	Loxodonta_africana
OG0003273	XP_020941825.1	XP_003421930.2
OG0003274	NP_001090947.1, XP_020923829.1, XP_003480329.1	XP_010588213.1
OG0003276	XP_020927639.1, NP_001136299.1	XP_003410957.1
OG0003277	XP_003358422.1	XP_023410583.1, XP_023410584.1, XP_023410585.1
OG0003278	NP_999385.1, XP_020938661.1	XP_010594137.2
OG0003279	NP_001020392.1, XP_020939384.1	XP_023401054.1
OG0003280	XP_013844819.1, XP_003129333.2, XP_003357106.1	XP_003410560.1, XP_023404309.1
OG0003281	XP_003357662.2, XP_005656830.1, XP_020942134.1, XP_013845135.1	XP_023414601.1
OG0003282	XP_020922639.1, XP_020922635.1, XP_020931338.1	XP_003407873.1, XP_003407597.1
OG0003283	XP_013842716.1, XP_020937090.1, XP_020938025.1, XP_020937091.1, XP_020936958.1	XP_010600206.2, XP_003423670.1, XP_003422761.1
OG0003284	XP_003124229.1	XP_003412277.1
OG0003285	XP_013852364.2	XP_003415006.1
OG0003285	XP_003355171.1, XP_020946474.1	XP_003415218.1
OG0003286	XP_020956193.1	XP_003422760.2, XP_023397840.1, XP_023398286.1, XP_023398448.1, XP_010600861.2, XP_003422381.2, XP_003422372.1, XP_010600693.1, XP_010600904.1, XP_010600266.1
OG0003287	XP_020931214.1, XP_020931202.1, XP_020931182.1, XP_020931195.1, XP_005660290.1	XP_003407642.1
OG0003288	XP_005674521.2	XP_023410919.1
OG0003290	XP_013849425.1	XP_003406730.1
OG0003291	XP_020955704.1, XP_020955690.1, XP_020955694.1, XP_020955700.1	XP_023399530.1
OG0003292	XP_013848326.1, XP_020949035.1, XP_013848328.1	XP_023399546.1
OG0003293	XP_003121492.3	XP_023399554.1
OG0003294	XP_020920071.1	XP_010598310.1
OG0003295	NP_001182299.1	XP_003421617.2
OG0003296	XP_013854363.1	XP_023399442.1, XP_023399441.1, XP_010584959.1
OG0003297	NP_999181.1	XP_023404743.1, XP_023404742.1, XP_023404741.1
OG0003298	XP_020950721.1, XP_020950718.1, XP_020950720.1, XP_020950722.1, XP_005664910.1, XP_005664909.1	XP_003406918.1
OG0003299	XP_020950658.1	XP_023399878.1
OG0003300	XP_020950435.1, XP_013854139.2, XP_013854137.2, XP_020950434.1, XP_020950436.1, XP_013854138.2, XP_005664823.2, XP_003127401.2, XP_003127402.2	XP_010584841.1
OG0003301	NP_998997.1, XP_020953214.1	XP_023399819.1
OG0003303	XP_020950214.1	XP_023398937.1
OG0003304	XP_005664612.3	XP_010599890.1
OG0003305	XP_003127060.3	XP_010594421.1
OG0003306	XP_020949913.1	XP_023411322.1
OG0003307	XP_020920624.1	XP_023395553.1
OG0003308	XP_005656884.1, NP_999126.1	XP_010589027.1
OG0003309	XP_005655843.1, XP_013843978.1, XP_003355848.1, XP_005655844.1	XP_023411312.1
OG0003310	XP_020952758.1	XP_003416417.1
OG0003311	XP_020951260.1	XP_003415452.1, XP_023410151.1
OG0003312	XP_020953220.1	XP_010591401.1
OG0003313	XP_020935282.1	XP_010586549.1
OG0003314	XP_020937855.1, XP_013841744.1	XP_023395424.1
OG0003315	XP_013848686.2	XP_023408835.1, XP_010592168.1, XP_023408836.1, XP_003413846.1
OG0003316	XP_005659848.1	XP_023408837.1
OG0003316	XP_020954217.1, XP_013848687.1	XP_003413957.1
OG0003318	XP_001929217.2	XP_003413808.1
OG0003319	XP_003356701.3	XP_023408755.1
OG0003320	XP_020932755.1	XP_003407935.2
OG0003321	XP_001926864.1	XP_003409323.1
OG0003323	XP_020940031.1	XP_010591168.1
OG0003324	XP_020932473.1	XP_003404928.1
OG0003325	XP_013840358.2, XP_013840357.2	XP_010590355.1
OG0003326	XP_013850780.1, XP_003124138.3	XP_003404641.2
OG0003327	NP_001231654.1	XP_003408076.1
OG0003328	XP_020932308.1	XP_023401203.1
OG0003329	XP_020949683.1, XP_020949686.1, XP_020949688.1, XP_020949685.1, XP_020949687.1	XP_003417196.1
OG0003330	XP_003130033.2, XP_020918713.1	XP_010596280.2, XP_010596274.2, XP_010599960.2
OG0003331	XP_005667542.1, NP_001231651.1	XP_010595442.1, XP_023412841.1, XP_003417471.1, XP_023412838.1, XP_023412840.1, XP_023412839.1
OG0003332	NP_001231750.1	XP_003418366.1
OG0003333	XP_003131992.1	XP_023412189.1
OG0003334	XP_020923629.1	XP_010598542.1
OG0003335	XP_005653389.2	XP_023407620.1
OG0003336	XP_020950937.1	XP_023407860.1, XP_003413233.1
OG0003337	XP_003127587.1	XP_010591440.1
OG0003339	XP_013843931.1	XP_003418197.1, XP_010596125.1
OG0003340	XP_020952704.1, XP_020929682.1	XP_003418138.1
OG0003341	XP_005664390.1	XP_010595143.1
OG0003342	XP_020949463.1	XP_010595111.1
OG0003343	XP_020949516.1, XP_020949515.1	XP_010595085.1, XP_023412399.1, XP_010595084.1
OG0003344	XP_003126971.1	XP_023412344.1
OG0003345	NP_001001649.2	XP_023412296.1, XP_010595150.2
OG0003346	XP_020942017.1, XP_003124484.1, XP_003481059.1	XP_023411762.1, XP_003416595.1
OG0003347	XP_020941924.1	XP_023411623.1
OG0003348	XP_020941894.1	XP_023397515.1
OG0003349	XP_020941804.1	XP_010600123.1
OG0003350	XP_020941745.1	XP_003416571.1
OG0003352	NP_001103892.1, XP_020936970.1	XP_023414625.1
OG0003353	XP_020942149.1, XP_020942150.1	XP_023414593.1
OG0003354	XP_020942163.1	XP_010596730.1
OG0003355	XP_003124758.1, XP_005662296.1	XP_003417834.1
OG0003356	XP_013843622.1, NP_001230478.1	XP_010587811.1
OG0003357	XP_020945908.1, XP_020945907.1	XP_010596426.1
OG0003358	NP_001177097.1	XP_003414961.1
OG0003359	XP_020918976.1	XP_003410323.1
OG0003361	XP_005656809.1, NP_001121962.1	XP_023394460.1
OG0003362	XP_020919473.1, XP_003482787.1, XP_020919474.1	XP_003410893.1
OG0003363	XP_020920073.1	XP_003411073.1
OG0003364	XP_020920049.1	XP_010589372.1
OG0003365	XP_001929318.1, XP_005663384.1	XP_010593105.1
OG0003366	XP_013852474.2	XP_003415164.1
OG0003367	XP_020945413.1	XP_003415157.2
OG0003368	XP_003356458.1	XP_010585066.1
OG0003369	XP_020951799.1	XP_003406424.2
OG0003370	XP_020954880.1	XP_023395862.1
OG0003371	XP_001927117.4, XP_005656508.1	XP_003408883.1
OG0003372	XP_001928758.1, XP_020954882.1, XP_013833657.1	XP_010598820.1, XP_023395858.1, XP_003421000.1
OG0003373	XP_020956836.1	XP_010586908.1
OG0003374	XP_003121876.5	XP_003408719.1
OG0003375	NP_001230991.1	XP_003408746.1
OG0003376	XP_005666381.1, NP_001231847.1	XP_003408571.1
OG0003377	NP_001161109.1, XP_020953816.1	XP_003408832.2
OG0003378	XP_020955209.1, XP_013844651.1	XP_023402187.1
OG0003379	XP_003482347.1	XP_003408854.1, XP_023402229.1
OG0003380	XP_003356817.2	XP_003408856.1
OG0003382	NP_001001631.1	XP_010595334.2, XP_023412765.1
OG0003383	XP_013836300.1, XP_020922427.1, XP_013836299.1, XP_003131332.1	XP_023409207.1
OG0003384	XP_003131396.3	XP_003414337.1
OG0003385	XP_005653968.1, NP_001137197.1	XP_003414742.1
OG0003386	XP_020922786.1	XP_023409376.1, XP_023409381.1, XP_023409378.1, XP_023409379.1, XP_003414702.1, XP_023409377.1, XP_023409380.1
OG0003387	XP_020922941.1	XP_003414637.1
OG0003388	XP_005669076.2	XP_003414618.1
OG0003389	XP_005669143.1	XP_023411946.1
OG0003390	XP_003358215.1	XP_010594742.1
OG0003391	XP_003483115.1	XP_003416896.1
OG0003392	XP_020923139.1	XP_003416984.1
OG0003393	XP_020921784.1	XP_023412008.1
OG0003394	XP_020923228.1	XP_010594787.1
OG0003394	XP_020923227.1	XP_003416859.1
OG0003395	XP_003353751.1	XP_003420534.2
OG0003396	XP_005660484.1, NP_001103416.1	XP_003407770.1, XP_023400676.1
OG0003397	XP_013853071.1, XP_013853072.1, XP_003126302.1	XP_003405155.1
OG0003399	XP_020947649.1	XP_023414652.1, XP_023414657.1
OG0003400	XP_013849487.1	XP_003423585.2
OG0003401	XP_020947009.1	XP_003422895.1
OG0003402	XP_003481572.1	XP_003419769.1
OG0003403	XP_020946627.1, NP_001152777.1	XP_003419783.2
OG0003404	NP_001177156.1	XP_010597604.1
OG0003405	NP_001177114.1, XP_020946599.1	XP_003419862.1
OG0003406	XP_013852987.1, XP_003481602.1	XP_003419892.3
OG0003407	XP_020947191.1, XP_013852993.1	XP_010597638.1
OG0003408	XP_005663883.1, NP_001231670.1	XP_023415718.1
OG0003409	XP_003354755.3	XP_003413659.1
OG0003410	XP_020943165.1	XP_023412933.1
OG0003411	XP_020943143.1	XP_023412952.1
OG0003412	XP_005661496.1	XP_003404756.1
OG0003413	XP_020940308.1	XP_003404535.1
OG0003414	XP_003130744.3	XP_010586349.2
OG0003415	XP_003130718.4, XP_020920331.1, XP_020920330.1	XP_023400942.1
OG0003416	XP_020921789.1	XP_003407904.1
OG0003417	XP_020922070.1	XP_003407890.1
OG0003418	XP_001926629.2	XP_023400852.1, XP_003407877.1, XP_023400853.1
OG0003419	XP_001924429.4	XP_023400839.1
OG0003420	XP_020923467.1	XP_010586009.1
OG0003421	XP_020923801.1	XP_003407822.2
OG0003422	XP_005653508.1, NP_001116637.1	XP_003422504.1
OG0003423	NP_001161063.1, XP_013833057.1	XP_003422512.1
OG0003424	XP_020954454.1	XP_010587291.1
OG0003425	XP_001927569.1, XP_005656285.1	XP_023401064.1, XP_023401062.1
OG0003426	XP_020953791.1, NP_001193284.1	XP_003404200.1
OG0003427	XP_001929666.1	XP_003404472.1
OG0003428	NP_001165223.1, XP_005659379.1	XP_003404378.1
OG0003429	NP_001073675.2, XP_020940006.1	XP_010597007.1
OG0003430	NP_001090895.1	XP_023398627.1
OG0003431	XP_020957057.1	XP_003415990.1
OG0003431	XP_020957056.1	XP_023410864.1
OG0003432	XP_020944220.1, NP_001177134.1	XP_003408473.1, XP_010586740.1
OG0003433	XP_013851865.1, NP_001295755.1	XP_023397384.1
OG0003434	NP_001302685.1	XP_023410821.1
OG0003435	XP_005661200.1	XP_003421264.1
OG0003436	XP_020958186.1, XP_020958183.1, XP_020958184.1, XP_020958185.1	XP_010585593.1
OG0003437	XP_020957696.1, NP_001231936.1	XP_003407143.1
OG0003438	NP_001186737.1, XP_020934128.1	XP_010585488.1
OG0003439	XP_003134810.3	XP_010585670.1
OG0003440	XP_005673277.1	XP_003407069.1
OG0003441	XP_003134785.1	XP_003407287.1
OG0003442	XP_003134795.1	XP_023400359.1
OG0003443	XP_020952648.1	XP_003415576.1
OG0003444	NP_001231917.1	XP_010593531.1, XP_003415362.1, XP_010593532.1
OG0003445	XP_020951596.1, XP_020951597.1, XP_020951595.1	XP_010593661.1
OG0003446	XP_020952384.1	XP_003415620.1
OG0003447	XP_020952492.1	XP_003415399.1
OG0003448	XP_020948930.1, NP_001161119.2	XP_010593584.1
OG0003449	NP_001231400.1	XP_023396434.1
OG0003451	NP_999329.1	XP_003417565.1
OG0003452	XP_020957158.1	XP_023412882.1
OG0003454	XP_020934530.1	XP_023394907.1
OG0003455	XP_003360155.1, XP_003360156.1	XP_023394930.1, XP_023394929.1, XP_003420259.1
OG0003456	XP_005654326.1	XP_023394919.1
OG0003457	XP_020934153.1	XP_010598070.1
OG0003458	XP_020934442.1, XP_020934446.1, XP_020934445.1, XP_020934443.1	XP_023395288.1
OG0003459	XP_020934769.1, XP_020934770.1, XP_020934767.1	XP_023404043.1
OG0003460	XP_020934095.1, NP_001116658.1	XP_003420596.2
OG0003462	XP_020934916.1	XP_003409854.1, XP_010588380.1
OG0003463	XP_020934336.1	XP_003420777.1
OG0003464	XP_013839531.1, XP_001925958.2, XP_005671830.1, XP_005671831.1	XP_003412578.1
OG0003465	XP_020933611.1, XP_020933612.1	XP_003412479.2
OG0003466	XP_020931222.1	XP_010590833.1
OG0003467	XP_020930455.1	XP_003415879.1, XP_023410769.1
OG0003468	XP_020930384.1, XP_013842514.1	XP_023397195.1
OG0003468	XP_005653826.1, XP_013833696.1	XP_023397209.1, XP_010599867.1
OG0003470	XP_005662826.1, NP_001231136.1	XP_003411843.1
OG0003471	XP_003125468.1	XP_010590230.1, XP_023406199.1
OG0003472	XP_020944028.1	XP_023406235.1
OG0003473	XP_020943000.1	XP_003413738.1
OG0003474	XP_005662497.1	XP_003413737.1
OG0003475	XP_020946380.1	XP_003409638.1
OG0003476	XP_003125868.1	XP_003409668.1
OG0003477	XP_020946303.1, XP_005653141.2	XP_023403280.1
OG0003478	XP_003135387.3	XP_023409627.1
OG0003479	NP_001191299.1, XP_013852617.1	XP_010587752.1
OG0003480	XP_020946398.1	XP_003409633.1
OG0003481	XP_020957614.1, NP_001128437.1	XP_010585445.1
OG0003482	XP_020919590.1	XP_023400003.1
OG0003483	XP_020958256.1	XP_023400296.1
OG0003484	NP_001121953.1, XP_020932599.1	XP_023406471.1
OG0003485	NP_001098756.1, XP_005652858.1	XP_023406685.1
OG0003486	XP_020938871.1, XP_020938872.1, XP_020938870.1, XP_020938874.1, XP_020938869.1, XP_013849914.1	XP_023406521.1
OG0003487	XP_020938686.1, XP_003122806.1	XP_003421389.1
OG0003488	XP_013849804.2	XP_003412290.1
OG0003489	NP_001230739.1	XP_023398203.1
OG0003490	XP_020938257.1	XP_003422426.1
OG0003491	XP_020938290.1	XP_010600219.1
OG0003492	XP_003122627.4	XP_010597385.2
OG0003493	XP_005672436.2	XP_003416746.1
OG0003494	XP_020931989.1	XP_023411826.1
OG0003495	XP_020932151.1, XP_020932149.1, XP_020932150.1, XP_020932148.1	XP_003416753.1, XP_010594706.1
OG0003496	NP_998915.1	XP_003405892.1
OG0003497	NP_001003663.1	XP_023403438.1
OG0003499	XP_013837444.1, XP_005669852.1, XP_003132420.3	XP_003409797.1
OG0003500	XP_020924976.1	XP_023403703.1, XP_023403702.1
OG0003501	XP_020924547.1	XP_023403873.1
OG0003502	XP_013842827.1	XP_023407654.1
OG0003503	XP_003123225.2	XP_023408176.1
OG0003504	XP_020932381.1, NP_001116581.1	XP_003413140.2
OG0003505	XP_020928563.1	XP_003421343.2
OG0003506	XP_020939580.1	XP_023396293.1
OG0003507	NP_001116607.1, XP_020932438.1	XP_003421981.1
OG0003508	XP_020939768.1	XP_023396705.1
OG0003509	XP_020935518.1	XP_023409585.1
OG0003510	XP_003126507.1	XP_023410361.1
OG0003511	XP_005667195.1, XP_013834603.1, XP_020918191.1, XP_013834602.1	XP_023394805.1
OG0003512	XP_003129684.1	XP_010597893.1
OG0003513	NP_001230734.1, XP_020957666.1	XP_023394760.1
OG0003514	XP_020957597.1, NP_001116663.1	XP_010597929.1
OG0003515	XP_020917998.1	XP_003412104.1
OG0003516	XP_020938956.1	XP_003412040.1
OG0003517	NP_001092073.1	XP_010590498.1
OG0003518	XP_001924985.5	XP_010590879.1
OG0003518	XP_003131043.2	XP_003412647.1
OG0003519	XP_003131107.1	XP_003414009.1
OG0003520	XP_020921606.1	XP_023408982.1
OG0003521	NP_001038067.1	XP_003411668.1
OG0003522	XP_020927383.1	XP_003409758.1
OG0003523	NP_001155226.1, XP_020923913.1	XP_003415742.1
OG0003524	XP_013836883.2	XP_023410663.1
OG0003525	XP_003360068.2	XP_003411788.1
OG0003526	XP_020933945.1	XP_003411678.1
OG0003527	XP_020933745.1	XP_010589898.1, XP_010589897.1
OG0003528	XP_003359989.1	XP_003411693.1, XP_023405900.1, XP_023405903.1, XP_023405899.1, XP_023405902.1, XP_023405901.1
OG0003529	NP_001005727.1, XP_005672891.1	XP_003411552.1
OG0003530	XP_020932987.1, NP_001165835.1	XP_003411724.1
OG0003531	NP_001245333.2, XP_020947406.1	XP_023405633.1
OG0003532	XP_003134500.1, XP_003134501.1	XP_023406038.1
OG0003533	XP_005673018.1	XP_010590012.1
OG0003534	XP_020933052.1	XP_010590053.1
OG0003535	XP_020933177.1	XP_003411808.1, XP_023406132.1
OG0003536	XP_013840923.1	XP_023394501.1
OG0003537	NP_001098783.1, XP_005673097.1	XP_003419960.1
OG0003538	XP_003130932.1, XP_013835854.1	XP_023408898.1
OG0003540	XP_020920827.1	XP_003414005.1
OG0003541	XP_005670541.1	XP_023410750.1, XP_003415857.1
OG0003542	XP_020929853.1	XP_003415865.1
OG0003543	XP_020928485.1	XP_003412536.1
OG0003545	NP_998945.1	XP_003417987.1
OG0003546	XP_020931367.1	XP_023396084.1
OG0003547	XP_020930480.1	XP_023396079.1
OG0003548	XP_001924435.2	XP_003419318.1
OG0003549	XP_003359182.2	XP_010597222.1
OG0003550	XP_013838439.1	XP_010597075.2
OG0003551	XP_005657422.2	XP_010597057.1
OG0003552	XP_001926892.3	XP_023415166.1
OG0003553	XP_005664167.1, NP_001007193.1	XP_003410664.1
OG0003554	NP_001116654.1, XP_013853315.1	XP_023404766.1
OG0003555	XP_020948084.1	XP_010589128.1
OG0003556	XP_003481729.1	XP_010593454.1
OG0003557	XP_005655715.2	XP_003405736.1
OG0003558	XP_020947246.1	XP_003405802.1
OG0003559	XP_003355426.1	XP_003405481.1
OG0003560	XP_020929245.1, XP_020928934.1	XP_010597520.2
OG0003561	XP_020929178.1, XP_013838989.1, XP_020929176.1, XP_020929177.1, XP_020929174.1, XP_020929175.1	XP_010587628.2
OG0003562	XP_020928724.1	XP_023402978.1
OG0003563	XP_020929124.1	XP_003409195.1
OG0003564	XP_020927709.1, NP_001177220.1	XP_003409157.1
OG0003565	NP_001041653.1	XP_023415611.1
OG0003566	XP_005671606.1	XP_010597527.1
OG0003567	XP_001928411.1	XP_010597840.2
OG0003568	XP_020944950.1	XP_003408253.2
OG0003569	XP_020918436.1, NP_001230639.1	XP_003418708.1
OG0003570	XP_003121629.2	XP_010596659.1
OG0003571	XP_020952574.1	XP_010596695.1
OG0003573	NP_001230480.1, XP_020935020.1	XP_003420205.1
OG0003574	XP_005659645.1, NP_999340.1	XP_003420578.2
OG0003575	XP_020950317.1	XP_023414048.1, XP_023414049.1, XP_023414047.1
OG0003576	XP_005657223.1	XP_010596979.1
OG0003577	XP_020938150.1	XP_023396789.1
OG0003578	XP_020955931.1	XP_010588798.1
OG0003579	XP_020957395.1, XP_020957393.1, XP_020957394.1	XP_023404296.1
OG0003580	XP_020957425.1	XP_023409031.1, XP_003414133.1
OG0003581	XP_003357134.1	XP_003414141.1
OG0003582	XP_003129412.3	XP_003414175.1
OG0003583	XP_003129145.1	XP_003414186.1
OG0003585	NP_001004042.1	XP_003413035.2
OG0003586	XP_020925825.1	XP_010591296.1
OG0003587	XP_020925796.1, XP_020925797.1, XP_020925795.1	XP_003412987.1
OG0003588	XP_005652428.1	XP_023407341.1, XP_003412834.1
OG0003589	XP_020925384.1	XP_023411120.1
OG0003590	XP_020955470.1	XP_023396016.1
OG0003591	XP_005657617.1	XP_023398583.1
OG0003592	XP_001926384.1	XP_010601043.1, XP_003406217.1
OG0003593	NP_998934.1, XP_020930314.1	XP_010600974.1
OG0003594	NP_001231420.1	XP_023398443.1, XP_010600964.1, XP_010600967.1
OG0003595	XP_020931727.1	XP_023398343.1
OG0003596	XP_005672173.1, XP_003133651.1	XP_003406159.1
OG0003597	XP_005672216.2	XP_003406132.1
OG0003598	XP_020918931.1	XP_023403973.1
OG0003599	XP_020919960.1	XP_010597718.1
OG0003600	XP_003130558.1, XP_013835482.1	XP_003419933.1
OG0003601	XP_013843531.2	XP_003415260.1
OG0003602	XP_005663261.2, XP_020945231.1	XP_023409936.1
OG0003603	XP_020920007.1	XP_003410994.1
OG0003606	XP_020937036.1, XP_020937037.1, XP_020937034.1	XP_023397731.1, XP_003422838.1
OG0003607	XP_020937022.1	XP_023397730.1, XP_023397727.1, XP_003422833.1, XP_023397728.1, XP_023397725.1, XP_023397729.1
OG0003608	NP_001072155.1	XP_003416066.1
OG0003609	NP_001171684.1, XP_020935094.1	XP_010596016.1
OG0003610	XP_003135122.1	XP_003418044.1
OG0003611	XP_005657879.1, NP_001033053.1	XP_023407178.1
OG0003612	XP_003484179.2	XP_003412764.1
OG0003613	XP_020935359.1	XP_023409682.1
OG0003614	XP_020936425.1, XP_003135413.2, XP_003360487.1	XP_003414796.1, XP_010592952.1
OG0003615	XP_020935655.1	XP_003421272.1
OG0003616	XP_003128635.2, XP_013833708.2	XP_003421637.1, XP_003421636.1
OG0003617	XP_020947433.1	XP_003405152.1
OG0003618	XP_020951432.1	XP_023397543.1
OG0003619	XP_013842995.1	XP_023409543.1
OG0003620	XP_020918538.1	XP_003418299.2
OG0003621	NP_001172080.1, XP_005666327.1	XP_003420981.1
OG0003622	XP_003135464.1, XP_020935618.1, XP_020936480.1, XP_020935617.1	XP_010598728.1
OG0003623	XP_020940177.1	XP_023400183.1, XP_023402737.1
OG0003631	XP_005666397.1, NP_001072135.1	XP_023402407.1
OG0003632	NP_001244282.1	XP_003410262.1
OG0003633	XP_020935237.1, NP_001155110.1	XP_003414864.1
OG0003634	XP_020923367.1, XP_003131920.4, XP_020923368.1, XP_005669191.2	XP_023412093.1, XP_003416899.1, XP_023412092.1
OG0003635	XP_020921878.1, NP_999316.1	XP_023412714.1, XP_023412715.1, XP_010595294.1
OG0003636	NP_999030.1, XP_020927734.1	XP_003420398.1
OG0003637	NP_001335864.1	XP_003407276.1
OG0003638	NP_001093394.1	XP_023396656.1
OG0003639	NP_999097.2	XP_023411942.1, XP_023409208.1, XP_023409211.1
OG0003640	XP_020937415.1, XP_020927739.1, NP_999136.1	XP_010590652.2
OG0003641	XP_020940672.1, XP_020940673.1	XP_003404646.1
OG0003642	XP_013836670.2	XP_023412061.1
OG0003643	NP_001005151.1	XP_023402547.1, XP_023401127.1
OG0003644	XP_020936888.1, XP_020936889.1	XP_023398185.1
OG0003646	NP_001026949.2, XP_020930369.1	XP_023398131.1
OG0003648	XP_013845359.1	XP_023412725.1, XP_003417253.1
OG0003649	XP_005661009.1	XP_003412152.1, XP_010590391.1, XP_010590390.1
OG0003650	NP_001009580.1	XP_023402912.1
OG0003651	XP_020936937.1, NP_001103242.1	XP_003422420.1
OG0003652	NP_001020397.1, XP_013849023.1	XP_003407396.1
OG0003653	XP_020932580.1, XP_020932579.1, XP_013840339.1	XP_003404918.1
OG0003654	NP_001090970.1, XP_005660031.1	XP_003408709.1
OG0003655	NP_999284.1	XP_003416725.1
OG0003656	XP_003355797.1, XP_003355798.2	XP_003417133.1
OG0003657	XP_003359394.4	XP_023402565.1
OG0003658	XP_020943947.1	XP_010595573.1
OG0003659	NP_001106160.1, XP_020921690.1	XP_023411925.1
OG0003660	XP_020918019.1	XP_010599241.1
OG0003661	XP_003132418.1	XP_003409800.2
OG0003662	XP_020955035.1, XP_013833746.2, XP_013833745.2, XP_013833744.2	XP_003408759.2
OG0003663	XP_005656689.1	XP_023413949.1, XP_023413947.1, XP_023413948.1
OG0003664	NP_001038021.1, XP_005663204.1	XP_010593231.1, XP_003415079.1
OG0003665	NP_001034838.1, XP_020937742.1	XP_023406612.1
OG0003666	NP_001123277.1	XP_023415501.1
OG0003667	NP_001177218.1	XP_003406285.1
OG0003668	XP_020951336.1	XP_023410200.1
OG0003669	NP_001230573.1	XP_003412933.1
OG0003670	XP_005667453.1, NP_001139601.1	XP_003418243.1
OG0003671	XP_020941844.1	XP_003422571.1
OG0003672	XP_020942083.1, XP_020942084.1	XP_010596871.2, XP_023414689.1
OG0003673	NP_999324.1, XP_020957875.1	XP_010588572.2
OG0003674	XP_005653831.1, NP_001230118.1	XP_023405106.1
OG0003675	XP_013847802.1, NP_001291208.1	XP_010596828.1, XP_010596827.1
OG0003676	XP_003353857.2	XP_010597405.1
OG0003677	XP_013852496.1, NP_001239534.1	XP_003415127.2
OG0003678	XP_003128619.1	XP_003421629.2
OG0003679	XP_003484381.1	XP_003423316.3, XP_003423292.2, XP_010600762.2
OG0003680	XP_020918059.1	XP_003421581.1
OG0003680	XP_020918058.1	XP_003421478.1
OG0003681	XP_020937791.1	XP_003423172.1, XP_003423424.1, XP_023398503.1, XP_003423423.2
OG0003683	XP_020917976.1	XP_003412248.1, XP_003412249.1
OG0003684	XP_003130032.2	XP_023397326.1, XP_003418340.1
OG0003685	NP_001230348.1, XP_005657852.1	XP_023413658.1
OG0003686	XP_020950591.1, XP_020950518.1	XP_010585280.1, XP_023406678.1
OG0003687	XP_020950333.1	XP_003406576.1
OG0003688	XP_020949987.1	XP_010598675.1
OG0003689	XP_020940440.1	XP_023399911.1
OG0003690	XP_003480676.1	XP_023399480.1
OG0003691	XP_020955044.1, XP_020955046.1	XP_023399511.1, XP_023399510.1
OG0003692	XP_003121743.1	XP_003406304.1
OG0003693	XP_001925082.1	XP_003406310.2
OG0003694	NP_001163994.1, XP_020921647.1	XP_023399532.1
OG0003695	XP_020943334.1	XP_023402437.1
OG0003696	XP_001929236.1	XP_003404309.2
OG0003697	NP_001230472.1	XP_003419250.1
OG0003698	XP_020941715.1	XP_023415132.1, XP_023415130.1, XP_023415131.1
OG0003699	XP_020941375.1	XP_010597185.1
OG0003700	XP_020920498.1	XP_023400515.1
OG0003701	XP_020942643.1	XP_010598953.1
OG0003702	XP_013854341.2	XP_023399419.1
OG0003703	NP_001254770.1, XP_020919705.1	XP_010586168.1, XP_003407358.1
OG0003704	XP_003356125.1	XP_023399374.1
OG0003705	XP_020950699.1	XP_023399358.1
OG0003706	XP_020950664.1	XP_010585332.1
OG0003707	XP_005656014.2	XP_023399875.1
OG0003708	XP_020950634.1	XP_023399341.1
OG0003709	XP_003356040.1	XP_023399840.1
OG0003711	XP_020953206.1	XP_023398885.1, XP_023398895.1, XP_023398892.1
OG0003712	XP_020950099.1	XP_010584706.1
OG0003713	XP_013844003.1	XP_023411415.1, XP_023411414.1, XP_023411416.1, XP_023411417.1, XP_023411418.1, XP_023411419.1, XP_023411420.1
OG0003714	XP_003128826.2	XP_003423591.2
OG0003715	XP_020951430.1	XP_023410238.1
OG0003717	XP_005668301.1	XP_010588912.1
OG0003718	XP_003123749.1, XP_020940106.1	XP_023401310.1, XP_023401311.1, XP_003408147.1
OG0003719	XP_020949854.1, XP_020949853.1	XP_003416364.1, XP_023411381.1
OG0003720	XP_003127752.1, XP_005665154.1, XP_013854508.1	XP_003415292.1
OG0003721	XP_003356251.2	XP_010593381.2
OG0003722	XP_020951169.1	XP_010593371.1
OG0003723	NP_998929.1	XP_010586556.1
OG0003724	XP_020935128.1, NP_001230142.1	XP_023401342.1, XP_023401343.1
OG0003725	XP_001928273.2	XP_023408834.1
OG0003726	XP_001926024.1	XP_023408805.1
OG0003727	NP_001033727.1	XP_003413939.2
OG0003728	XP_001927789.1	XP_003413896.1
OG0003729	XP_003356892.1, XP_005656544.1	XP_010600309.1, XP_003422788.2
OG0003730	XP_020956554.1, XP_020956553.1, XP_020956550.1, XP_020956552.1, XP_020956549.1, XP_020956551.1	XP_010589764.1
OG0003732	XP_020955942.1, NP_001127824.1	XP_003411348.1
OG0003734	XP_001925712.1, XP_003353424.1	XP_003420174.1
OG0003735	XP_020930056.1	XP_023405064.1
OG0003736	XP_003133075.3, XP_013838691.1	XP_010593237.1
OG0003737	XP_020929304.1	XP_010587456.1
OG0003738	XP_001925666.3	XP_010587505.1
OG0003739	XP_001929068.2	XP_010587548.1
OG0003740	XP_020940026.1	XP_010591179.1
OG0003741	XP_013843004.1, NP_001231409.1	XP_003404730.1
OG0003742	XP_003134108.1	XP_003404701.2
OG0003743	XP_020932715.1	XP_010590535.1
OG0003744	XP_020932317.1	XP_003404660.1
OG0003745	XP_003130026.2, XP_003130042.1	XP_003418324.2, XP_003418325.1, XP_003418326.1, XP_010596246.1, XP_003418335.2
OG0003746	XP_020958014.1	XP_010595418.1
OG0003747	XP_003130093.1	XP_003417473.1, XP_010595449.1, XP_023412844.1
