Orthogroup	Sus_scrofa	Ursus_americanus
OG0002310	XP_003128070.2	XP_045655602.1
OG0002311	NP_001027527.1	XP_045655673.1
OG0002312	XP_020957174.1, XP_020957172.1, XP_020957173.1, XP_020957176.1, XP_020957175.1	XP_045654785.1
OG0002313	XP_005672710.1, XP_003359913.1, XP_005672711.1	XP_045641817.1
OG0002314	XP_003134617.1	XP_045648395.1
OG0002315	XP_020934835.1	XP_045648577.1, XP_045648575.1
OG0002316	XP_020934343.1, XP_003134601.1, XP_020934345.1, XP_020934342.1, XP_020934344.1	XP_045649632.1
OG0002318	XP_020932053.1	XP_045635246.1
OG0002319	NP_001231790.1	XP_045635205.1
OG0002320	XP_020944025.1	XP_045665266.1, XP_045665265.1
OG0002321	XP_005653106.2	XP_045665137.1
OG0002322	XP_005662474.1, XP_003125000.1, XP_005662475.1	XP_045664758.1
OG0002323	XP_003125056.1, XP_005662520.1	XP_045644247.1
OG0002324	XP_013852664.1, XP_013852665.1, XP_005663581.1	XP_045632207.1
OG0002325	XP_003125819.3	XP_045646535.1
OG0002328	XP_003122593.1	XP_045631540.1
OG0002329	XP_020957212.1	XP_045654886.1, XP_045654885.1
OG0002330	NP_001090939.1	XP_045654903.1
OG0002331	XP_020931408.1	XP_045653121.1, XP_045653122.1, XP_045653125.1, XP_045653120.1
OG0002332	XP_003359462.2	XP_045637979.1
OG0002333	XP_020924666.1, XP_020924665.1, XP_020924663.1, XP_020924664.1	XP_045663087.1
OG0002334	XP_013837246.1, XP_005669704.1, XP_013837245.1	XP_045663316.1, XP_045663317.1
OG0002335	XP_020924160.1, NP_001306031.1	XP_045668356.1
OG0002336	XP_020924847.1	XP_045663489.1
OG0002337	XP_020924608.1	XP_045663280.1
OG0002338	XP_020924186.1, NP_999061.1	XP_045663212.1, XP_045663213.1
OG0002339	XP_003483228.1	XP_045663095.1
OG0002339	XP_020924525.1, XP_020924524.1	XP_045663094.1
OG0002340	XP_003132276.1	XP_045663169.1
OG0002341	XP_003132240.2, XP_020926302.1	XP_045634468.1, XP_045634469.1
OG0002342	NP_001121956.1, XP_020923859.1	XP_045634668.1, XP_045634669.1, XP_045634667.1, XP_045634666.1
OG0002343	NP_001230276.1, XP_020935713.1	XP_045634511.1, XP_045634510.1
OG0002344	NP_998903.1	XP_045634566.1
OG0002345	XP_003129848.4	XP_045646773.1
OG0002346	XP_005667247.1, NP_001230521.1	XP_045671536.1
OG0002347	XP_013834638.2	XP_045672213.1
OG0002348	XP_005667152.2	XP_045672262.1
OG0002349	XP_013834570.2	XP_045672238.1, XP_045672240.1, XP_045672242.1, XP_045672241.1
OG0002350	XP_020918020.1, XP_020958327.1	XP_045638926.1, XP_045638908.1, XP_045638900.1
OG0002351	XP_003132151.1	XP_045654194.1
OG0002352	XP_020925170.1	XP_045647805.1
OG0002353	XP_020933063.1	XP_045664889.1
OG0002354	XP_020933082.1, XP_020933083.1, XP_020933084.1	XP_045662994.1
OG0002355	XP_001926973.3	XP_045660496.1, XP_045660495.1
OG0002356	XP_020931423.1, XP_013840033.1, XP_020931422.1	XP_045650175.1
OG0002357	XP_001927945.1	XP_045630085.1, XP_045630086.1
OG0002358	XP_013840046.1, XP_020930566.1, XP_020930565.1	XP_045650059.1
OG0002359	NP_001231412.1	XP_045637032.1, XP_045637033.1
OG0002360	XP_013842854.1	XP_045637154.1, XP_045637155.1
OG0002361	XP_020938170.1, XP_020937014.1, XP_020937438.1, NP_001116565.1, XP_020936661.1, XP_020946547.1, XP_020946904.1, XP_020937579.1, XP_013843879.2	XP_045637170.1
OG0002362	XP_020947809.1	XP_045667815.1
OG0002363	XP_020937384.1	XP_045656981.1, XP_045656982.1, XP_045656980.1
OG0002365	XP_020928390.1, XP_020928391.1	XP_045658893.1, XP_045658892.1, XP_045658894.1
OG0002366	XP_001924773.1	XP_045659026.1
OG0002367	XP_013852206.1, NP_001182297.1	XP_045645018.1
OG0002368	NP_001230370.1	XP_045671664.1
OG0002369	NP_001098757.1, XP_020938386.1	XP_045671823.1
OG0002370	XP_020953127.1	XP_045627036.1
OG0002371	NP_001231740.1	XP_045627467.1, XP_045627477.1, XP_045627466.1
OG0002372	XP_013848367.1	XP_045626489.1
OG0002373	XP_005658627.2, XP_003121764.3	XP_045666680.1
OG0002374	XP_020926649.1	XP_045669484.1
OG0002375	XP_020926684.1	XP_045630120.1
OG0002376	XP_020957370.1	XP_045655181.1
OG0002377	XP_020957420.1	XP_045647875.1
OG0002378	XP_013853960.1	XP_045646406.1, XP_045646410.1
OG0002379	XP_020926158.1	XP_045641256.1, XP_045641254.1, XP_045641250.1, XP_045641255.1, XP_045641252.1, XP_045641244.1, XP_045641251.1, XP_045641246.1, XP_045641253.1, XP_045641247.1, XP_045641249.1, XP_045641245.1
OG0002380	XP_013837870.2	XP_045641089.1
OG0002381	XP_003483331.2	XP_045632635.1
OG0002381	XP_005659866.1	XP_045651316.1
OG0002382	NP_001116669.1	XP_045644680.1
OG0002382	XP_003360512.1	XP_045644392.1
OG0002383	XP_003132625.1	XP_045667208.1
OG0002384	XP_013843662.2	XP_045667163.1
OG0002385	XP_013832970.2	XP_045659984.1, XP_045656311.1
OG0002385	XP_020955478.1	XP_045656298.1
OG0002386	XP_005665618.1	XP_045667674.1
OG0002386	XP_020955660.1	XP_045667676.1
OG0002387	XP_005652684.1	XP_045667660.1, XP_045667657.1, XP_045667659.1, XP_045667658.1
OG0002388	XP_005656277.2	XP_045656386.1
OG0002390	XP_020930149.1, NP_001090926.1	XP_045662294.1
OG0002391	XP_020931699.1	XP_045662519.1, XP_045662520.1, XP_045662525.1, XP_045662522.1, XP_045662524.1, XP_045662518.1, XP_045662521.1
OG0002392	XP_003130154.1, XP_005656706.1	XP_045643564.1, XP_045643562.1
OG0002393	NP_001182295.1	XP_045658361.1
OG0002394	XP_005673504.1, XP_003134991.1, XP_020935792.1, XP_013841373.1, XP_005673505.1	XP_045661022.1, XP_045661020.1
OG0002395	XP_003360292.2	XP_045660007.1
OG0002396	XP_020935515.1, XP_020935516.1, XP_020935514.1	XP_045633936.1
OG0002397	XP_020935543.1, XP_020935544.1	XP_045644751.1, XP_045644750.1
OG0002402	NP_999454.1	XP_045672272.1, XP_045672273.1
OG0002403	NP_001001634.1	XP_045669102.1
OG0002404	NP_001090948.1	XP_045637669.1
OG0002405	XP_013841982.2	XP_045658363.1
OG0002406	XP_005666378.2, NP_999064.1	XP_045666396.1
OG0002407	NP_999535.1	XP_045667193.1, XP_045667197.1, XP_045667196.1, XP_045667194.1, XP_045667195.1
OG0002408	XP_020936825.1	XP_045659690.1
OG0002409	XP_020947978.1, XP_020947976.1, XP_020947974.1, XP_020947979.1, XP_020947973.1, XP_020947977.1, XP_020947975.1	XP_045637387.1
OG0002410	NP_001106522.1, XP_020941198.1	XP_045641872.1
OG0002411	NP_999582.1	XP_045639135.1, XP_045639257.1
OG0002412	NP_999105.1	XP_045651476.1
OG0002413	NP_001172108.1, NP_001172109.1	XP_045651472.1, XP_045651471.1
OG0002414	XP_020941521.1, XP_020936654.1, NP_999484.1	XP_045665029.1, XP_045665028.1
OG0002415	XP_001924218.1	XP_045661994.1
OG0002416	XP_020948785.1	XP_045637461.1
OG0002416	XP_003126548.1	XP_045637355.1
OG0002417	XP_003124751.1, XP_013851221.1, XP_013851220.1	XP_045639850.1
OG0002418	XP_020934855.1, NP_001191280.1	XP_045650850.1, XP_045650852.1, XP_045650851.1
OG0002419	NP_001191971.1, XP_005653098.1	XP_045643919.1
OG0002420	NP_001070696.1, XP_020932994.1	XP_045665376.1, XP_045665366.1
OG0002421	XP_013846116.1	XP_045648056.1
OG0002422	XP_020940420.1	XP_045650659.1
OG0002424	XP_003121162.1, XP_020941941.1	XP_045661412.1
OG0002425	XP_020932550.1, XP_003359847.1	XP_045665761.1
OG0002426	XP_020922417.1	XP_045670529.1, XP_045670530.1, XP_045670527.1
OG0002427	NP_001038002.1	XP_045657400.1
OG0002428	XP_005657710.2	XP_045635129.1
OG0002429	XP_020944290.1, NP_001121960.1	XP_045661785.1
OG0002430	XP_020946450.1	XP_045640612.1
OG0002431	XP_001926071.2, XP_020937807.1	XP_045642444.1
OG0002432	XP_001927279.1, XP_003355167.2	XP_045639783.1
OG0002433	XP_013832982.2	XP_045653574.1
OG0002433	XP_003130058.1	XP_045653575.1
OG0002434	XP_003482599.3	XP_045638680.1
OG0002435	XP_005659212.1, XP_013847952.1, XP_003121206.1	XP_045661277.1, XP_045661276.1
OG0002436	XP_005664674.3	XP_045632289.1
OG0002437	NP_001231631.1, XP_020929014.1	XP_045646218.1
OG0002438	XP_001926397.4	XP_045646099.1
OG0002439	XP_001924825.2	XP_045661248.1
OG0002440	XP_005659198.1, XP_005659196.1, XP_005659197.1, XP_001929250.1	XP_045661313.1
OG0002441	XP_005654403.1, NP_001137169.1	XP_045661434.1, XP_045661436.1, XP_045661435.1
OG0002442	NP_999278.1, XP_020938458.1	XP_045628329.1
OG0002443	XP_005656031.1, XP_003127516.2	XP_045645259.1, XP_045645257.1, XP_045645256.1
OG0002444	XP_013850516.2	XP_045631047.1
OG0002445	XP_020950427.1, XP_013854133.1	XP_045628054.1
OG0002446	XP_003122952.1	XP_045664548.1
OG0002446	NP_001231161.1	XP_045628142.1
OG0002447	XP_003127293.3	XP_045628148.1
OG0002448	NP_001231177.1, XP_020919699.1	XP_045643711.1, XP_045643743.1, XP_045643691.1, XP_045643719.1, XP_045643736.1, XP_045643728.1, XP_045643682.1, XP_045643701.1
OG0002449	NP_001230877.1, XP_020932210.1	XP_045665793.1, XP_045665794.1, XP_045665792.1, XP_045665790.1, XP_045665797.1, XP_045665796.1, XP_045665795.1
OG0002450	XP_020949580.1	XP_045662820.1
OG0002451	XP_003127035.1	XP_045662729.1, XP_045662728.1
OG0002452	XP_003356337.1, XP_005665244.1	XP_045638325.1
OG0002453	NP_001231011.1	XP_045638199.1
OG0002454	XP_020949077.1, NP_001230555.1	XP_045638273.1
OG0002455	XP_020951127.1	XP_045638411.1, XP_045638410.1
OG0002456	XP_003127692.1	XP_045660236.1
OG0002457	XP_013854458.2	XP_045660245.1, XP_045660244.1
OG0002458	XP_003480935.1	XP_045633226.1
OG0002459	XP_020940210.1	XP_045664263.1
OG0002460	NP_001177181.1	XP_045651379.1
OG0002460	XP_003354261.1	XP_045652238.1
OG0002461	XP_013850421.1	XP_045652277.1, XP_045649121.1
OG0002462	XP_020932179.1, NP_001116580.1	XP_045659743.1
OG0002463	XP_013838697.2	XP_045658312.1
OG0002464	XP_005657453.2	XP_045639394.1, XP_045639393.1, XP_045639392.1
OG0002465	XP_003483561.2	XP_045639581.1
OG0002466	XP_003123715.5	XP_045653420.1
OG0002467	XP_013840359.1, XP_003134174.1	XP_045647919.1
OG0002468	XP_020932670.1	XP_045643332.1
OG0002469	XP_020932216.1, NP_001239144.1	XP_045643331.1, XP_045643329.1
OG0002470	XP_020924092.1, NP_001193372.1	XP_045647679.1, XP_045647677.1, XP_045647678.1
OG0002471	XP_013834997.1	XP_045654022.1
OG0002472	XP_020918747.1	XP_045654021.1
OG0002473	XP_005667503.1	XP_045653976.1, XP_045653975.1
OG0002474	XP_005667461.1, NP_001191698.1	XP_045653919.1
OG0002475	XP_020918416.1, XP_020918417.1, XP_020918419.1, XP_020918415.1, XP_020918420.1, XP_013844966.1, XP_020918421.1, XP_020918418.1, XP_013844964.1	XP_045653695.1
OG0002476	XP_020923680.1	XP_045634151.1
OG0002477	NP_001230274.1	XP_045628597.1
OG0002478	XP_020949398.1	XP_045652051.1
OG0002479	XP_020952702.1	XP_045652044.1
OG0002480	XP_005655825.1	XP_045671027.1, XP_045651712.1
OG0002482	XP_013850941.2	XP_045629893.1
OG0002483	XP_013850931.1	XP_045629744.1
OG0002484	XP_013850852.2	XP_045629844.1
OG0002485	XP_003354583.1, XP_005653075.1, XP_005653076.1	XP_045641949.1, XP_045641950.1, XP_045641951.1
OG0002486	XP_020943648.1	XP_045641903.1
OG0002487	XP_020943687.1, XP_020943688.1	XP_045641879.1, XP_045641880.1
OG0002488	XP_020943698.1, XP_020943699.1	XP_045641871.1
OG0002489	NP_001230570.1, XP_020941391.1	XP_045640439.1, XP_045640440.1
OG0002490	XP_003124771.3	XP_045640642.1
OG0002491	XP_020941256.1, NP_001137192.1	XP_045639958.1
OG0002492	XP_013852758.2	XP_045657575.1
OG0002493	NP_001186292.1	XP_045657584.1
OG0002494	XP_020945891.1	XP_045657747.1
OG0002495	XP_020942781.1	XP_045627707.1
OG0002496	NP_001182275.1, XP_003130589.2	XP_045653811.1
OG0002497	NP_999236.1, XP_020957870.1	XP_045667240.1, XP_045667239.1, XP_045667241.1, XP_045667242.1, XP_045667243.1
OG0002498	XP_020920047.1, XP_020920048.1	XP_045652815.1, XP_045652809.1, XP_045652819.1
OG0002499	XP_003355176.1	XP_045640192.1
OG0002500	XP_020945343.1	XP_045640082.1
OG0002501	XP_013844009.2	XP_045645934.1, XP_045645935.1
OG0002502	XP_005656169.1, NP_999493.2	XP_045637860.1, XP_045637859.1
OG0002503	NP_001230305.1, XP_005660005.1	XP_045666418.1
OG0002504	XP_005666426.1	XP_045663634.1
OG0002505	NP_001038001.1, XP_020954006.1	XP_045663609.1
OG0002506	XP_013833857.2	XP_045671728.1
OG0002507	XP_020953787.1, NP_001230617.1	XP_045671729.1
OG0002508	NP_001177142.1	XP_045635703.1
OG0002509	NP_001188313.1, XP_020921795.1	XP_045630971.1
OG0002510	XP_020922197.1	XP_045670405.1
OG0002511	NP_001070697.1, XP_020921921.1	XP_045669796.1
OG0002512	XP_005653925.1	XP_045670058.1, XP_045670057.1, XP_045670056.1
OG0002513	NP_001230533.1, XP_005656984.1	XP_045670201.1
OG0002514	XP_020922424.1, XP_020922423.1, XP_020922425.1	XP_045670220.1
OG0002515	XP_005668821.3	XP_045670265.1, XP_045670266.1, XP_045670262.1, XP_045670259.1, XP_045670261.1, XP_045670264.1, XP_045670260.1, XP_045670263.1, XP_045670268.1
OG0002516	XP_020936911.1, XP_020936912.1, XP_020936910.1	XP_045659781.1, XP_045659780.1
OG0002517	XP_005655643.1, NP_001171997.1	XP_045645832.1, XP_045645830.1, XP_045645834.1, XP_045645831.1, XP_045645835.1
OG0002518	XP_005663842.1, XP_003355387.1, XP_003355388.1	XP_045635808.1, XP_045635807.1, XP_045635806.1
OG0002519	XP_005663884.2, NP_001230634.1	XP_045635570.1, XP_045635571.1
OG0002520	XP_013851369.1	XP_045627692.1, XP_045627691.1
OG0002521	XP_013851373.2	XP_045627530.1
OG0002522	NP_001137402.1, XP_020941261.1	XP_045627743.1
OG0002523	XP_020942915.1, XP_020942914.1	XP_045627768.1
OG0002524	NP_001095295.1	XP_045651568.1, XP_045651567.1
OG0002525	XP_005655027.2, NP_001230729.1	XP_045650875.1
OG0002526	XP_020940340.1	XP_045651040.1
OG0002527	XP_003357777.1	XP_045636262.1, XP_045636261.1
OG0002528	XP_020920345.1	XP_045636604.1
OG0002529	XP_005660309.2	XP_045636559.1
OG0002530	XP_020923335.1	XP_045647090.1
OG0002531	XP_020954451.1, XP_020954452.1	XP_045661050.1
OG0002532	XP_013833254.2	XP_045627964.1
OG0002532	XP_020935583.1	XP_045645461.1
OG0002533	NP_001230232.1, XP_020953758.1	XP_045642270.1
OG0002534	XP_003125478.1	XP_045633386.1, XP_045633388.1
OG0002535	XP_005662946.1	XP_045661714.1, XP_045661713.1, XP_045661715.1
OG0002536	XP_020944431.1	XP_045633208.1, XP_045659899.1
OG0002537	XP_020939003.1	XP_045659936.1
OG0002538	NP_001231791.1	XP_045656265.1, XP_045656266.1
OG0002539	XP_005673254.1	XP_045648679.1
OG0002540	XP_003130224.1, XP_020958093.1	XP_045649105.1, XP_045649104.1
OG0002541	XP_005667717.1, NP_001231897.1	XP_045649612.1
OG0002542	XP_020934334.1, XP_020934335.1, XP_003134903.2, XP_020934333.1, XP_005673375.2, XP_005673376.2, XP_013841242.2	XP_045648976.1
OG0002543	XP_003134860.1, XP_020934268.1, XP_020934267.1, XP_020934269.1	XP_045648905.1, XP_045648906.1
OG0002544	XP_005673292.1, XP_003134813.3	XP_045648770.1
OG0002545	XP_005653438.2	XP_045638350.1, XP_045638351.1
OG0002546	XP_013833716.1, XP_013853054.2, XP_003128836.2	XP_045644495.1, XP_045645094.1, XP_045644496.1, XP_045644498.1, XP_045645095.1
OG0002547	XP_020951624.1, XP_020951622.1, XP_020951625.1, XP_020951623.1	XP_045638446.1
OG0002548	XP_020951588.1	XP_045638560.1
OG0002549	XP_020951532.1	XP_045638283.1
OG0002550	XP_020948473.1	XP_045635578.1
OG0002551	XP_020948386.1	XP_045635573.1
OG0002552	XP_020948310.1, XP_020948309.1, XP_020948312.1, XP_020948311.1	XP_045635805.1, XP_045635803.1
OG0002553	XP_020948295.1	XP_045635483.1, XP_045635486.1, XP_045635488.1, XP_045635489.1, XP_045635487.1, XP_045635485.1, XP_045635484.1, XP_045635490.1
OG0002554	NP_001131112.1, XP_020955944.1	XP_045654833.1
OG0002555	XP_013834139.1, XP_020956947.1, XP_013834141.1, XP_003129054.3, XP_013834140.1, XP_005666718.1	XP_045654702.1
OG0002556	XP_005657750.1	XP_045648261.1
OG0002557	XP_005671837.1, NP_001137178.1	XP_045635253.1, XP_045635254.1, XP_045635255.1, XP_045635252.1
OG0002558	XP_005671880.1	XP_045635259.1
OG0002559	XP_020933067.1	XP_045666811.1
OG0002560	XP_005662835.1	XP_045644859.1
OG0002561	XP_020943342.1	XP_045665147.1
OG0002562	XP_020943251.1	XP_045664986.1
OG0002563	XP_020942952.1	XP_045664813.1
OG0002564	XP_020942993.1	XP_045644303.1
OG0002565	NP_001230325.1	XP_045633091.1
OG0002566	XP_020945571.1	XP_045660453.1
OG0002567	NP_001230277.1, XP_020944176.1	XP_045646552.1, XP_045646551.1, XP_045646550.1
OG0002568	NP_001005462.1	XP_045649751.1
OG0002569	XP_020934877.1	XP_045649456.1, XP_045649455.1
OG0002571	XP_003122558.1, XP_003122559.1, XP_003122561.1, XP_005660730.1, XP_003122562.1	XP_045631767.1
OG0002572	NP_001230310.1	XP_045649693.1
OG0002573	XP_003122673.2	XP_045649744.1
OG0002574	XP_005657135.1, XP_003358552.1, XP_013845557.1	XP_045664073.1, XP_045664072.1
OG0002575	XP_003132329.2	XP_045663424.1, XP_045663428.1, XP_045663423.1, XP_045663427.1, XP_045663425.1
OG0002576	NP_001077400.1, XP_020931775.1	XP_045634535.1
OG0002577	XP_020940799.1, XP_005654808.2	XP_045630347.1
OG0002578	XP_005661472.1	XP_045656115.1
OG0002579	NP_999396.2	XP_045656217.1
OG0002580	XP_003129727.4	XP_045672143.1, XP_045672141.1, XP_045672144.1, XP_045672142.1, XP_045672145.1
OG0002581	XP_003129442.3	XP_045638967.1
OG0002582	XP_005668455.1, NP_001231256.1	XP_045652792.1
OG0002583	NP_999225.1, XP_005668471.1	XP_045652756.1
OG0002584	NP_001230373.1	XP_045667022.1
OG0002585	XP_003134352.1	XP_045632760.1, XP_045632768.1
OG0002586	XP_005672817.2	XP_045626895.1
OG0002587	XP_003132142.5	XP_045654261.1
OG0002588	NP_001193378.1, XP_013836837.1	XP_045647654.1
OG0002589	NP_001254623.2, XP_013847041.1	XP_045668887.1
OG0002590	XP_013847805.2	XP_045668822.1, XP_045668817.1
OG0002591	XP_020933069.1	XP_045664754.1
OG0002592	NP_001094502.1, XP_005672884.1	XP_045662785.1
OG0002593	XP_001928891.2	XP_045662749.1
OG0002594	XP_013840751.1	XP_045662370.1
OG0002595	XP_020932933.1, NP_001230506.1	XP_045662066.1, XP_045662065.1, XP_045662063.1
OG0002596	XP_001927029.1	XP_045660647.1, XP_045660645.1, XP_045660644.1, XP_045660648.1, XP_045660646.1
OG0002597	NP_001172088.1	XP_045660726.1, XP_045660723.1, XP_045660725.1, XP_045660722.1, XP_045660724.1
OG0002598	XP_005673094.1, NP_001098766.1	XP_045664379.1
OG0002599	XP_020933884.1	XP_045651021.1, XP_045651014.1
OG0002600	XP_020933210.1	XP_045651375.1
OG0002601	XP_020933126.1, XP_020933127.1, XP_020933125.1	XP_045650455.1
OG0002602	XP_020935881.1	XP_045649787.1, XP_045652916.1
OG0002603	XP_020921094.1	XP_045653080.1
OG0002604	XP_003359106.1	XP_045655363.1
OG0002605	XP_020928490.1	XP_045655360.1, XP_045655362.1
OG0002606	NP_001181900.1, XP_005657266.1	XP_045630062.1
OG0002607	XP_020928617.1	XP_045633778.1
OG0002608	XP_020930012.1	XP_045632951.1, XP_045632930.1, XP_045632959.1, XP_045632941.1, XP_045632921.1
OG0002609	XP_001929219.1	XP_045647434.1
OG0002610	XP_001926589.2	XP_045647165.1
OG0002611	NP_001230419.1	XP_045647179.1, XP_045647178.1
OG0002612	NP_001231763.1	XP_045647228.1
OG0002614	XP_013838529.2	XP_045647345.1, XP_045647344.1
OG0002615	NP_001172059.1	XP_045647365.1
OG0002616	NP_001230431.1	XP_045658433.1
OG0002617	NP_001302497.1	XP_045658446.1
OG0002618	XP_020929071.1	XP_045671186.1
OG0002619	XP_020928398.1	XP_045658485.1, XP_045658484.1, XP_045658480.1, XP_045658481.1, XP_045658482.1
OG0002620	XP_020948163.1, XP_013853375.2, XP_003126643.4, XP_020948164.1	XP_045631103.1
OG0002621	XP_020948099.1, XP_020948097.1, XP_020948098.1	XP_045637311.1
OG0002622	XP_020947748.1	XP_045667781.1, XP_045667782.1
OG0002623	XP_003355665.2	XP_045657222.1
OG0002624	XP_001924942.4	XP_045657198.1
OG0002626	NP_001182251.1	XP_045656958.1
OG0002627	XP_005671353.1	XP_045665972.1
OG0002628	NP_001231480.1	XP_045658863.1, XP_045658864.1, XP_045658865.1
OG0002629	XP_020928367.1	XP_045658870.1
OG0002630	XP_005671548.1, NP_001172100.1	XP_045659199.1, XP_045659198.1
OG0002631	XP_005663009.1	XP_045661863.1, XP_045661865.1
OG0002632	XP_005666540.1, NP_001037993.1	XP_045630718.1
OG0002633	XP_020950355.1	XP_045644497.1
OG0002634	NP_001231858.1, XP_020927836.1	XP_045666611.1, XP_045666612.1
OG0002635	XP_020954679.1, XP_020954678.1	XP_045651084.1
OG0002637	XP_020956454.1	XP_045649052.1
OG0002638	XP_020925935.1, XP_020925936.1	XP_045668681.1, XP_045668680.1, XP_045668682.1
OG0002639	XP_020925858.1	XP_045668630.1
OG0002640	XP_020932217.1, NP_001231279.1	XP_045643098.1, XP_045643100.1, XP_045643099.1
OG0002641	XP_020932597.1, XP_020932596.1, XP_020932595.1, XP_020932598.1	XP_045663995.1, XP_045663996.1
OG0002642	NP_001302661.1, XP_020924152.1	XP_045644654.1, XP_045644655.1
OG0002643	XP_020955783.1	XP_045667472.1
OG0002644	XP_020955453.1	XP_045656326.1
OG0002645	XP_005671916.3	XP_045637340.1
OG0002646	XP_020932160.1, XP_020932159.1	XP_045636123.1
OG0002647	XP_013839753.1	XP_045662116.1
OG0002648	XP_020930614.1, XP_020930616.1, XP_020930615.1	XP_045662404.1, XP_045662405.1, XP_045662403.1, XP_045662402.1
OG0002649	XP_013839829.1	XP_045662407.1
OG0002650	XP_020931357.1	XP_045662447.1
OG0002651	XP_020930938.1	XP_045633512.1
OG0002652	NP_001090961.1, XP_005663290.1	XP_045639867.1
OG0002653	XP_020918859.1	XP_045643561.1
OG0002654	XP_020919645.1, NP_001230646.1	XP_045665520.1
OG0002655	NP_999294.2, XP_005673791.1	XP_045660436.1, XP_045660435.1
OG0002656	NP_001230606.1, XP_013841710.2	XP_045660113.1
OG0002657	XP_005673798.1	XP_045649657.1
OG0002658	NP_001231700.1, XP_020935600.1	XP_045660957.1, XP_045660958.1
OG0002659	XP_003135408.1	XP_045661040.1, XP_045661038.1
OG0002660	XP_003135028.3, XP_020936181.1	XP_045643083.1
OG0002660	XP_020936588.1	XP_045634875.1
OG0002661	XP_020936636.1	XP_045627955.1
OG0002661	XP_003360312.1	XP_045660951.1
OG0002662	XP_005673726.1	XP_045649809.1
OG0002663	XP_003360401.1	XP_045644379.1
OG0002664	NP_001001630.1, XP_013846370.1	XP_045652545.1
OG0002665	XP_003135417.1	XP_045649783.1, XP_045649784.1
OG0002666	NP_001106524.1, XP_005674092.1	XP_045649672.1
OG0002667	XP_020934105.1, NP_001129983.1	XP_045649548.1
OG0002668	NP_001032222.1, XP_005667046.1	XP_045649205.1, XP_045649189.1, XP_045649193.1, XP_045649198.1
OG0002669	XP_020937347.1, XP_003122427.2, XP_003122428.2	XP_045647103.1, XP_045647101.1
OG0002676	XP_001925549.2	XP_045661729.1
OG0002677	XP_020949273.1, NP_001243076.1	XP_045662673.1
OG0002678	NP_999162.1, XP_005667383.1	XP_045653744.1
OG0002679	NP_001131079.1	XP_045656611.1
OG0002679	NP_999051.1	XP_045656609.1
OG0002680	XP_020951813.1, XP_020951811.1, XP_020951812.1	XP_045637749.1, XP_045637750.1, XP_045637751.1
OG0002681	NP_001231283.1	XP_045668331.1
OG0002682	XP_020924616.1	XP_045663309.1, XP_045663308.1
OG0002683	XP_020937616.1, XP_020937487.1, XP_020937493.1, XP_020937488.1, NP_001005149.1, NP_001289317.1, XP_020938122.1, XP_020936942.1, XP_020941506.1, NP_999220.1	XP_045664873.1
OG0002684	XP_020931489.1	XP_045644838.1
OG0002685	NP_001090903.1	XP_045644717.1
OG0002686	XP_020944065.1	XP_045627576.1
OG0002687	XP_020956066.1, NP_001034834.1	XP_045648105.1
OG0002688	XP_020953963.1, NP_999442.1	XP_045668966.1
OG0002689	NP_001302536.1, XP_020946746.1	XP_045637412.1
OG0002690	XP_013854070.1, NP_001230642.1	XP_045628220.1
OG0002691	NP_999245.1	XP_045628242.1
OG0002692	XP_020937149.1, XP_020937650.1, XP_020936682.1, XP_020921448.1, XP_020921447.1, XP_020921059.1, XP_020937478.1, XP_020937659.1, XP_020921058.1, XP_020937745.1, XP_020921445.1	XP_045666907.1
OG0002693	XP_003357127.2	XP_045647996.1
OG0002694	XP_003359494.1	XP_045660075.1
OG0002695	NP_001230568.1	XP_045657560.1
OG0002696	XP_013849961.1	XP_045666693.1
OG0002697	XP_020951190.1, XP_020951189.1, XP_020951191.1	XP_045638294.1
OG0002698	XP_013851821.1, NP_001230610.1	XP_045644853.1
OG0002699	XP_020935550.1	XP_045646374.1
OG0002700	NP_001173223.1	XP_045640343.1
OG0002701	XP_020938349.1, XP_020938350.1	XP_045631842.1
OG0002702	NP_001177132.1	XP_045627993.1
OG0002703	XP_020945787.1	XP_045657608.1
OG0002704	XP_001929315.4	XP_045656732.1
OG0002705	XP_003133589.2, XP_005672077.1	XP_045662282.1
OG0002706	XP_020918130.1	XP_045638708.1
OG0002707	XP_020937785.1, XP_005655087.2	XP_045642920.1
OG0002708	XP_003123512.1, XP_003123513.1, XP_003123511.1, XP_020940757.1, XP_020940755.1	XP_045634750.1, XP_045634310.1, XP_045634749.1, XP_045634744.1, XP_045634745.1, XP_045634741.1, XP_045634743.1, XP_045634748.1
OG0002709	XP_020958339.1	XP_045653494.1
OG0002709	XP_020919610.1, XP_003130031.3, XP_003130011.1	XP_045653496.1, XP_045653495.1
OG0002709	XP_013834964.2	XP_045653497.1
OG0002711	XP_020918065.1	XP_045638771.1
OG0002712	XP_020938127.1, XP_001927604.1, XP_020937566.1	XP_045645139.1, XP_045642312.1
OG0002713	XP_001926040.2, XP_001927172.2	XP_045632512.1, XP_045632510.1, XP_045660880.1
OG0002714	NP_001072148.1	XP_045638054.1
OG0002715	XP_020944148.1, XP_013843889.1, XP_020944140.1	XP_045661540.1
OG0002717	XP_020955427.1	XP_045646174.1, XP_045646173.1
OG0002718	XP_013848333.1, XP_001925846.1	XP_045646097.1, XP_045646098.1
OG0002719	XP_020951674.1	XP_045671086.1
