Orthogroup	Ursus_americanus	Saimiri_boliviensis_boliviensis
OG0002145	XP_045651091.1	XP_010329129.1
OG0002146	XP_045636831.1, XP_045642311.1, XP_045645140.1	XP_003935826.1
OG0002147	XP_045648295.1	XP_003929572.2, XP_039324004.1, XP_010338463.2, XP_039324003.1
OG0002148	XP_045649108.1	XP_010333051.1, XP_010333050.1
OG0002149	XP_045641117.1, XP_045641118.1	XP_003935500.2
OG0002150	XP_045660201.1, XP_045660200.1	XP_010330500.1, XP_010330501.1, XP_010330502.1, XP_003944329.1, XP_039315806.1
OG0002151	XP_045644549.1	XP_003925016.1
OG0002152	XP_045667498.1	XP_010336342.1
OG0002153	XP_045656466.1	XP_039318649.1
OG0002154	XP_045662268.1	XP_003940872.1
OG0002155	XP_045662600.1	XP_010334671.1, XP_003925634.1, XP_003925633.1
OG0002156	XP_045665617.1, XP_045665616.1	XP_003930373.1
OG0002157	XP_045640590.1	XP_003938007.2
OG0002158	XP_045631086.1, XP_045631087.1, XP_045645500.1, XP_045645497.1, XP_045645496.1, XP_045645493.1, XP_045645495.1, XP_045645492.1, XP_045645494.1, XP_045645491.1	XP_003931204.1
OG0002159	XP_045671606.1	XP_039331498.1, XP_039331493.1
OG0002160	XP_045659263.1	XP_010344941.1
OG0002165	XP_045653473.1, XP_045653470.1	XP_003923817.2, XP_003923818.1
OG0002166	XP_045626861.1	XP_010339049.1, XP_003930196.1, XP_003930197.1, XP_010339048.1
OG0002167	XP_045637714.1	XP_003942800.1
OG0002167	XP_045637704.1	XP_039331939.1
OG0002168	XP_045666571.1	XP_003939929.1
OG0002168	XP_045634591.1	XP_003942297.1
OG0002169	XP_045644076.1	XP_010331837.1
OG0002169	XP_045631809.1	XP_003937787.1
OG0002170	XP_045663655.1	XP_039324826.1
OG0002171	XP_045638456.1, XP_045638457.1	XP_003934934.2
OG0002172	XP_045650002.1, XP_045650001.1	XP_010345525.1, XP_010345524.2, XP_010345526.1
OG0002173	XP_045664011.1, XP_045664013.1, XP_045664012.1	XP_010348427.1, XP_010348426.1, XP_003939521.1
OG0002174	XP_045657745.1, XP_045657743.1, XP_045657744.1	XP_039316802.1, XP_010342156.1, XP_010342157.1
OG0002175	XP_045638720.1	XP_039326723.1
OG0002176	XP_045647312.1	XP_010347442.2
OG0002177	XP_045648117.1, XP_045656639.1	XP_003920378.1, XP_039331510.1
OG0002178	XP_045634123.1, XP_045634124.1, XP_045634122.1	XP_039332848.1, XP_003929371.1, XP_010338258.1, XP_010338257.1
OG0002179	XP_045627990.1	XP_003923234.1
OG0002180	XP_045655642.1	XP_039329561.1, XP_039329560.1
OG0002181	XP_045655633.1, XP_045655632.1	XP_039329882.1, XP_003936949.1
OG0002182	XP_045659805.1	XP_039326789.1
OG0002183	XP_045643953.1	XP_010349811.2, XP_010331896.1, XP_039319410.1
OG0002184	XP_045650841.1	XP_003920729.2
OG0002185	XP_045647946.1	XP_039316241.1
OG0002186	XP_045638394.1	XP_039329481.1, XP_039330489.1
OG0002187	XP_045646164.1	XP_010335056.1
OG0002189	XP_045654651.1	XP_010330381.1, XP_010330382.1
OG0002190	XP_045658242.1	XP_010342406.2
OG0002191	XP_045637611.1	XP_003942856.1
OG0002191	XP_045637618.1	XP_003942858.1
OG0002192	XP_045642985.1	XP_003920151.2
OG0002193	XP_045638797.1	XP_003923875.1
OG0002194	XP_045639019.1, XP_045639018.1	XP_003919838.1
OG0002195	XP_045639829.1, XP_045639830.1	XP_010346919.1
OG0002196	XP_045638852.1	XP_003923881.2
OG0002198	XP_045671121.1	XP_003924933.1, XP_010333912.1
OG0002199	XP_045648677.1	XP_003929043.2
OG0002199	XP_045636972.1	XP_039317148.1
OG0002200	XP_045646072.1	XP_003926116.1
OG0002201	XP_045628518.1, XP_045628517.1	XP_039331111.1
OG0002202	XP_045654800.1, XP_045645341.1	XP_039333794.1, XP_039332386.1, XP_003944134.1, XP_039330623.1
OG0002203	XP_045628067.1, XP_045628068.1, XP_045628069.1	XP_039321326.1, XP_039321327.1, XP_039321328.1, XP_039321329.1
OG0002204	XP_045628064.1, XP_045628066.1	XP_010349383.1, XP_010349386.1
OG0002205	XP_045642161.1	XP_003937476.1
OG0002206	XP_045661144.1	XP_039322112.1
OG0002207	XP_045652630.1	XP_010346206.1
OG0002208	XP_045643958.1	XP_003930673.2
OG0002209	XP_045660004.1	XP_003931143.1
OG0002210	XP_045650361.1	XP_010336657.1
OG0002211	XP_045665802.1	XP_003925802.1
OG0002212	XP_045662841.1	XP_039331320.1, XP_039331330.1, XP_039331324.1
OG0002213	XP_045662700.1	XP_039331634.1, XP_039331646.1, XP_039331647.1, XP_010346132.1, XP_039331645.1, XP_039331636.1, XP_039331643.1, XP_039331641.1
OG0002214	XP_045638122.1	XP_010346418.1, XP_039333057.1
OG0002215	XP_045638004.1	XP_003937639.2
OG0002216	XP_045638113.1, XP_045638112.1	XP_010328761.1, XP_010343753.1
OG0002217	XP_045630645.1, XP_045630640.1	XP_010343853.2, XP_039329439.1
OG0002218	XP_045668967.1	XP_003921667.2
OG0002218	XP_045668968.1	XP_003921668.2
OG0002219	XP_045627508.1	XP_003932623.1
OG0002219	XP_045645482.1	XP_003944491.2, XP_039324166.1
OG0002220	XP_045633242.1	XP_010338215.1
OG0002221	XP_045651309.1, XP_045651311.1	XP_010349564.1, XP_010349563.1
OG0002222	XP_045669072.1	XP_010348211.2
OG0002223	XP_045672328.1, XP_045672329.1, XP_045672327.1, XP_045672330.1	XP_010336494.2, XP_010336493.2
OG0002224	XP_045627350.1	XP_003927538.1
OG0002225	XP_045639670.1	XP_003928719.1
OG0002226	XP_045639564.1	XP_003928676.1
OG0002227	XP_045639101.1	XP_039333803.1, XP_039333805.1, XP_039333802.1
OG0002228	XP_045647989.1	XP_010343630.2
OG0002229	XP_045647985.1	XP_010343635.1, XP_003934805.1
OG0002230	XP_045647932.1	XP_010329897.2
OG0002231	XP_045643365.1	XP_010349206.1
OG0002232	XP_045632411.1	XP_010330661.2, XP_003930241.2
OG0002233	XP_045654056.1	XP_039326466.1
OG0002234	XP_045653685.1	XP_039327440.1
OG0002235	XP_045653279.1	XP_003929247.2
OG0002236	XP_045658087.1	XP_003921518.1
OG0002237	XP_045655448.1	XP_003921581.1, XP_039329503.1
OG0002238	XP_045655469.1	XP_003921597.2
OG0002239	XP_045659517.1	XP_039330275.1
OG0002240	XP_045659531.1, XP_045659530.1, XP_045659529.1	XP_003939652.1
OG0002241	XP_045652055.1, XP_045652054.1	XP_039330544.1
OG0002242	XP_045670828.1	XP_010345081.1, XP_003936346.1
OG0002243	XP_045642785.1	XP_003920262.1, XP_003931446.1
OG0002244	XP_045642064.1	XP_039325581.1, XP_039323663.1, XP_039326411.1, XP_039316563.1, XP_039316031.1, XP_039327618.1, XP_039323911.1
OG0002245	XP_045642116.1	XP_039316492.1
OG0002246	XP_045629884.1	XP_003934216.1
OG0002247	XP_045629864.1	XP_010343062.1
OG0002248	XP_045632086.1, XP_045663548.1	XP_039328179.1
OG0002249	XP_045669319.1, XP_045669318.1, XP_045669321.1	XP_010329911.1, XP_003943791.1
OG0002250	XP_045642003.1	XP_003930106.1, XP_010338964.1
OG0002251	XP_045640466.1, XP_045640467.1	XP_010337396.1, XP_010337397.1, XP_010337395.1, XP_039334140.1
OG0002252	XP_045639973.1	XP_003928476.1, XP_003928621.1
OG0002253	XP_045657661.1	XP_010342122.2
OG0002254	XP_045657749.1	XP_003933382.2
OG0002255	XP_045657755.1	XP_039316911.1
OG0002256	XP_045657810.1, XP_045657809.1	XP_003943314.1, XP_003943313.1
OG0002257	XP_045667319.1, XP_045667322.1, XP_045667318.1, XP_045667320.1	XP_039316192.1
OG0002258	XP_045667283.1	XP_010334413.1
OG0002259	XP_045640205.1	XP_010346767.1, XP_003937896.1, XP_010346768.1
OG0002260	XP_045640037.1	XP_003937855.2
OG0002261	XP_045640073.1	XP_010346907.2
OG0002262	XP_045645999.1, XP_045646000.1	XP_010335139.1, XP_010335137.1, XP_010335138.1
OG0002263	XP_045663547.1	XP_039325159.1, XP_039325160.1, XP_039325161.1, XP_003939897.1
OG0002264	XP_045655477.1	XP_010337747.1
OG0002265	XP_045666550.1, XP_045666549.1	XP_010339376.1, XP_003930559.1
OG0002266	XP_045663586.1	XP_003939910.1
OG0002267	XP_045671765.1	XP_010337769.1, XP_003928875.1, XP_010337770.1
OG0002268	XP_045671740.1	XP_003928888.1, XP_010337775.1
OG0002269	XP_045633127.1	XP_039318810.1, XP_039318809.1
OG0002271	XP_045626695.1	XP_039326862.1
OG0002272	XP_045629056.1	XP_003931316.1
OG0002273	XP_045659729.1	XP_039317308.1
OG0002274	XP_045631006.1	XP_010340558.1
OG0002276	XP_045670252.1, XP_045670253.1	XP_039331745.1, XP_039334894.1
OG0002277	XP_045637615.1	XP_010328914.1
OG0002278	XP_045629246.1	XP_010337969.1
OG0002279	XP_045659723.1	XP_039317316.1, XP_039317315.1, XP_010350438.1, XP_010350439.1, XP_010350441.1, XP_010350437.1, XP_039317317.1, XP_039317319.1, XP_010350440.1
OG0002280	XP_045626948.1	XP_039317144.1
OG0002281	XP_045627003.1	XP_010339827.2
OG0002282	XP_045626994.1	XP_039331102.1
OG0002283	XP_045627156.1	XP_003940640.1
OG0002285	XP_045646954.1, XP_045646953.1	XP_010349686.1, XP_003940701.1
OG0002286	XP_045671412.1	XP_003932834.1, XP_010341672.1, XP_010341670.1, XP_010341671.1
OG0002287	XP_045671382.1, XP_045671380.1, XP_045671377.1, XP_045671381.1, XP_045671379.1, XP_045671378.1	XP_010341654.2
OG0002288	XP_045635450.1, XP_045635451.1	XP_010341697.1
OG0002289	XP_045635983.1, XP_045635982.1	XP_003932943.2
OG0002290	XP_045644067.1, XP_045644065.1, XP_045644068.1, XP_045644066.1	XP_003922740.1, XP_010331839.1
OG0002291	XP_045636235.1	XP_039332997.1, XP_003940153.1
OG0002292	XP_045650551.1	XP_003933991.1
OG0002293	XP_045636626.1	XP_003943883.1, XP_010330028.1
OG0002294	XP_045636754.1	XP_003943856.1
OG0002295	XP_045636317.1	XP_003925311.1
OG0002296	XP_045661501.1	XP_010341311.1
OG0002297	XP_045658248.1, XP_045658253.1	XP_003923166.1, XP_010332303.1
OG0002298	XP_045660398.1	XP_003923022.1
OG0002299	XP_045662993.1	XP_010332076.1
OG0002300	XP_045662964.1	XP_010332072.2
OG0002301	XP_045662939.1	XP_003935969.1
OG0002302	XP_045656692.1	XP_039328182.1
OG0002303	XP_045645040.1	XP_003931960.1
OG0002304	XP_045656087.1	XP_039321607.1
OG0002304	XP_045649648.1	XP_010341334.2
OG0002305	XP_045649298.1	XP_010343302.1
OG0002306	XP_045648783.1	XP_003921130.1, XP_003921131.1
OG0002307	XP_045648784.1	XP_010342387.1
OG0002308	XP_045627887.1	XP_010345843.1
OG0002308	XP_045627908.1	XP_010345846.1
OG0002309	XP_045638501.1, XP_045638500.1	XP_003937556.1, XP_039329760.1
OG0002310	XP_045655602.1	XP_010345692.1
OG0002311	XP_045655673.1	XP_010345743.1, XP_010345741.1, XP_039330400.1, XP_010345742.1, XP_003936970.1
OG0002312	XP_045654785.1	XP_010336906.1
OG0002313	XP_045641817.1	XP_039324412.1, XP_039324413.1
OG0002314	XP_045648395.1	XP_039328520.1
OG0002315	XP_045648577.1, XP_045648575.1	XP_010341220.1
OG0002316	XP_045649632.1	XP_010338769.1
OG0002318	XP_045635246.1	XP_039319323.1
OG0002319	XP_045635205.1	XP_010346980.1, XP_010346982.1
OG0002320	XP_045665266.1, XP_045665265.1	XP_039330120.1
OG0002321	XP_045665137.1	XP_039335971.1, XP_010350658.2
OG0002322	XP_045664758.1	XP_003922593.1, XP_010331700.1
OG0002323	XP_045644247.1	XP_003922649.1
OG0002324	XP_045632207.1	XP_039316150.1, XP_039316149.1, XP_039316148.1
OG0002325	XP_045646535.1	XP_039316075.1
OG0002326	XP_045642955.1, XP_045642456.1	XP_003920146.1, XP_003920145.1
OG0002328	XP_045631540.1	XP_003937728.1
OG0002329	XP_045654886.1, XP_045654885.1	XP_039335137.1, XP_039335136.1
OG0002330	XP_045654903.1	XP_039335068.1, XP_039335067.1
OG0002331	XP_045653121.1, XP_045653122.1, XP_045653125.1, XP_045653120.1	XP_039335814.1, XP_010329053.1, XP_010329050.1
OG0002332	XP_045637979.1	XP_003922031.1
OG0002333	XP_045663087.1	XP_003936584.1
OG0002334	XP_045663316.1, XP_045663317.1	XP_039333451.1, XP_039333449.1, XP_039333448.1, XP_039333450.1
OG0002335	XP_045668356.1	XP_039333377.1
OG0002336	XP_045663489.1	XP_010349217.1
OG0002337	XP_045663280.1	XP_003936621.1
OG0002338	XP_045663212.1, XP_045663213.1	XP_003936643.1
OG0002339	XP_045663095.1	XP_003936659.1
OG0002339	XP_045663094.1	XP_003936750.1, XP_003936658.1
OG0002340	XP_045663169.1	XP_010345413.1
OG0002341	XP_045634468.1, XP_045634469.1	XP_003926362.1
OG0002342	XP_045634668.1, XP_045634669.1, XP_045634667.1, XP_045634666.1	XP_039333609.1
OG0002343	XP_045634511.1, XP_045634510.1	XP_003942354.1
OG0002344	XP_045634566.1	XP_010331141.2
OG0002345	XP_045646773.1	XP_039326676.1, XP_010332933.1, XP_010332932.1
OG0002346	XP_045671536.1	XP_039318111.1, XP_003932518.1
OG0002347	XP_045672213.1	XP_039318156.1
OG0002348	XP_045672262.1	XP_003923490.1
OG0002349	XP_045672238.1, XP_045672240.1, XP_045672242.1, XP_045672241.1	XP_039326530.1, XP_010332614.1, XP_003923489.1
OG0002350	XP_045638926.1, XP_045638908.1, XP_045638900.1	XP_003923410.1
OG0002351	XP_045654194.1	XP_003930949.2
OG0002352	XP_045647805.1	XP_010339904.1, XP_010339903.1, XP_010339902.1, XP_003931018.1, XP_039317740.1
OG0002353	XP_045664889.1	XP_003933255.1
OG0002354	XP_045662994.1	XP_039335544.1
OG0002355	XP_045660496.1, XP_045660495.1	XP_003932063.1, XP_010340941.1
OG0002356	XP_045650175.1	XP_039325849.1
OG0002357	XP_045630085.1, XP_045630086.1	XP_003937205.1
OG0002358	XP_045650059.1	XP_003936778.2
OG0002359	XP_045637032.1, XP_045637033.1	XP_039317514.1, XP_039317669.1
OG0002360	XP_045637154.1, XP_045637155.1	XP_039323832.1, XP_003944914.1
OG0002362	XP_045667815.1	XP_039328028.1, XP_003926653.1
OG0002363	XP_045656981.1, XP_045656982.1, XP_045656980.1	XP_010348129.1, XP_003939220.1
OG0002364	XP_045658814.1	XP_010331494.1, XP_003922355.1, XP_010331493.1
OG0002365	XP_045658893.1, XP_045658892.1, XP_045658894.1	XP_039321222.1, XP_039321221.1
OG0002366	XP_045659026.1	XP_010331331.1
OG0002367	XP_045645018.1	XP_039320877.1
OG0002368	XP_045671664.1	XP_003935811.1
OG0002369	XP_045671823.1	XP_003935800.1
OG0002370	XP_045627036.1	XP_003935743.1
OG0002371	XP_045627467.1, XP_045627477.1, XP_045627466.1	XP_003929005.1, XP_010337883.1
OG0002372	XP_045626489.1	XP_010337927.1
OG0002373	XP_045666680.1	XP_003940943.1
OG0002374	XP_045669484.1	XP_039336380.1
OG0002374	XP_045654082.1	XP_010329192.2, XP_039326928.1, XP_039323551.1, XP_039336339.1
OG0002375	XP_045630120.1	XP_010336547.1
OG0002376	XP_045655181.1	XP_010338396.1
OG0002377	XP_045647875.1	XP_003924060.2
OG0002378	XP_045646406.1, XP_045646410.1	XP_039324471.1, XP_039324470.1
OG0002379	XP_045641256.1, XP_045641254.1, XP_045641250.1, XP_045641255.1, XP_045641252.1, XP_045641244.1, XP_045641251.1, XP_045641246.1, XP_045641253.1, XP_045641247.1, XP_045641249.1, XP_045641245.1	XP_003939431.1
OG0002380	XP_045641089.1	XP_010344261.1
OG0002381	XP_045632635.1	XP_003927021.1
OG0002381	XP_045651316.1	XP_003940597.2
OG0002382	XP_045644680.1	XP_010336179.2
OG0002382	XP_045644392.1	XP_039319988.1
OG0002383	XP_045667208.1	XP_010335997.2, XP_010335998.2, XP_003927041.2
OG0002384	XP_045667163.1	XP_003927044.1
OG0002385	XP_045656298.1	XP_003944790.1
OG0002386	XP_045667674.1	XP_003927403.1
OG0002386	XP_045667676.1	XP_039318526.1
OG0002387	XP_045667660.1, XP_045667657.1, XP_045667659.1, XP_045667658.1	XP_039318530.1, XP_039320987.1
OG0002388	XP_045656386.1	XP_039318566.1, XP_039318555.1, XP_010336409.2, XP_039318553.1
OG0002390	XP_045662294.1	XP_010349867.2
OG0002391	XP_045662519.1, XP_045662520.1, XP_045662525.1, XP_045662522.1, XP_045662524.1, XP_045662518.1, XP_045662521.1	XP_010334710.1
OG0002392	XP_045643564.1, XP_045643562.1	XP_003938358.1
OG0002393	XP_045658361.1	XP_003943926.2
OG0002394	XP_045661022.1, XP_045661020.1	XP_039331470.1, XP_003920393.1
OG0002395	XP_045649239.1	XP_003929584.1
OG0002395	XP_045660007.1	XP_003924163.1
OG0002396	XP_045633936.1	XP_039319944.1
OG0002397	XP_045644751.1, XP_045644750.1	XP_039320058.1, XP_039320055.1
OG0002402	XP_045672272.1, XP_045672273.1	XP_003923502.1
OG0002404	XP_045637669.1	XP_039331928.1
OG0002405	XP_045658363.1	XP_003943916.1
OG0002406	XP_045666396.1	XP_010333467.1, XP_003924487.1, XP_010333465.1, XP_010333466.1
OG0002407	XP_045667193.1, XP_045667197.1, XP_045667196.1, XP_045667194.1, XP_045667195.1	XP_003927045.1
OG0002408	XP_045659690.1	XP_039317301.1
OG0002409	XP_045637387.1	XP_003934592.1
OG0002410	XP_045641872.1	XP_003928758.1
OG0002411	XP_045639135.1, XP_045639257.1	XP_003943228.1
OG0002412	XP_045651476.1	XP_003923191.1
OG0002412	XP_045643145.1	XP_039320452.1
OG0002413	XP_045651472.1, XP_045651471.1	XP_010332318.1, XP_010332317.1
OG0002414	XP_045665029.1, XP_045665028.1	XP_039319305.1
OG0002415	XP_045661994.1	XP_010349501.1
OG0002416	XP_045637461.1	XP_003934558.1
OG0002416	XP_045637355.1	XP_003934557.1
OG0002417	XP_045639850.1	XP_039333919.1
OG0002418	XP_045650850.1, XP_045650852.1, XP_045650851.1	XP_010337966.1
OG0002419	XP_045643919.1	XP_039319934.1, XP_039319932.1
OG0002420	XP_045665376.1, XP_045665366.1	XP_003924046.2, XP_039323754.1, XP_003933231.2
OG0002422	XP_045650659.1	XP_039326975.1
OG0002424	XP_045661412.1	XP_010342621.1
OG0002425	XP_045665761.1	XP_010334845.1, XP_010334843.1
OG0002426	XP_045670530.1	XP_003942513.1
OG0002427	XP_045657400.1	XP_010342357.1
OG0002428	XP_045635129.1	XP_039319328.1
OG0002429	XP_045661785.1	NP_001278426.1, NP_001288660.1, XP_010349709.1
OG0002430	XP_045640612.1	XP_010327958.1
OG0002432	XP_045639783.1	XP_003937942.2
OG0002434	XP_045638680.1	XP_003923437.2
OG0002435	XP_045661277.1, XP_045661276.1	XP_010329732.2
OG0002436	XP_045632289.1	XP_039322445.1
OG0002437	XP_045646218.1	XP_039319690.1, XP_039319689.1
OG0002438	XP_045646099.1	XP_039319711.1
OG0002439	XP_045661248.1	XP_010335830.1
OG0002440	XP_045661313.1	XP_039323386.1
OG0002441	XP_045661434.1, XP_045661436.1, XP_045661435.1	XP_003933831.2
OG0002442	XP_045628329.1	XP_039317459.1
OG0002443	XP_045645259.1, XP_045645257.1, XP_045645256.1	XP_010330957.2
OG0002444	XP_045631047.1	XP_010330430.2
OG0002445	XP_045628054.1	XP_003940426.1
OG0002446	XP_045664548.1	XP_003919986.1
OG0002446	XP_045628142.1	XP_039322235.1
OG0002447	XP_045628148.1	XP_003940337.1
OG0002448	XP_045643711.1, XP_045643743.1, XP_045643691.1, XP_045643719.1, XP_045643736.1, XP_045643728.1, XP_045643682.1, XP_045643701.1	XP_010339489.1
OG0002449	XP_045665793.1, XP_045665794.1, XP_045665792.1, XP_045665790.1, XP_045665797.1, XP_045665796.1, XP_045665795.1	XP_010334841.1, XP_010334842.1
OG0002450	XP_045662820.1	XP_010329653.2
OG0002451	XP_045662729.1, XP_045662728.1	XP_003937314.2
OG0002452	XP_045638325.1	XP_010346432.1
OG0002453	XP_045638199.1	XP_010346478.1
OG0002454	XP_045638273.1	XP_039329842.1, XP_039329841.1
OG0002455	XP_045638411.1, XP_045638410.1	XP_003934980.2
OG0002456	XP_045660236.1	XP_003935010.1
OG0002457	XP_045660245.1, XP_045660244.1	XP_039329830.1, XP_039329832.1, XP_010343845.2, XP_039329831.1
OG0002458	XP_045633226.1	XP_039331550.1
OG0002459	XP_045664263.1	XP_003920768.1
OG0002460	XP_045651379.1	XP_039335862.1
OG0002460	XP_045652238.1	XP_039326258.1
OG0002461	XP_045652277.1, XP_045649121.1	XP_039324775.1, XP_010328740.1
OG0002462	XP_045659743.1	XP_003936182.1, XP_039316471.1
OG0002463	XP_045658312.1	XP_010339149.2
OG0002464	XP_045639394.1, XP_045639393.1, XP_045639392.1	XP_003928692.1
OG0002465	XP_045639581.1	XP_010338865.1
OG0002466	XP_045653420.1	XP_039316487.1
OG0002467	XP_045647919.1	XP_010342888.1, XP_010342889.1
OG0002468	XP_045643332.1	XP_039324579.1
OG0002469	XP_045643331.1, XP_045643329.1	XP_010334939.1, XP_010334937.1, XP_003925935.1
OG0002470	XP_045647679.1, XP_045647677.1, XP_045647678.1	XP_010333970.1, XP_003924996.1
OG0002471	XP_045654022.1	XP_003923589.1
OG0002472	XP_045654021.1	XP_003923592.2
OG0002473	XP_045653976.1, XP_045653975.1	XP_010332718.1, XP_003923623.1
OG0002474	XP_045653919.1	XP_010332742.2, XP_010332743.2, XP_010332744.2, XP_010332745.2
OG0002475	XP_045653695.1	XP_010332891.1
OG0002476	XP_045634151.1	XP_039332772.1
OG0002477	XP_045628597.1	XP_010330836.1
OG0002478	XP_045652051.1	XP_010331952.2
OG0002479	XP_045652044.1	XP_003938108.2
OG0002480	XP_045651712.1	XP_003940018.1
OG0002482	XP_045629893.1	XP_039316597.1
OG0002483	XP_045629744.1	XP_039316226.1
OG0002484	XP_045629844.1	XP_039316303.1, XP_039316304.1, XP_039316305.1
OG0002485	XP_045641949.1, XP_045641950.1, XP_045641951.1	XP_010338983.2, XP_003930127.2
OG0002486	XP_045641903.1	XP_039334026.1
OG0002487	XP_045641879.1, XP_045641880.1	XP_003930175.1
OG0002488	XP_045641871.1	XP_039323196.1
OG0002489	XP_045640439.1, XP_045640440.1	XP_003928498.1
OG0002490	XP_045640642.1	XP_010337303.2
OG0002491	XP_045639958.1	XP_039333908.1
OG0002492	XP_045657575.1	XP_039316728.1
OG0002493	XP_045657584.1	XP_039316718.1
OG0002493	XP_045657310.1	XP_010342398.2
OG0002494	XP_045657747.1	XP_003933352.1
OG0002495	XP_045627707.1	XP_010331946.2
OG0002496	XP_045653811.1	XP_003930345.2, XP_003930347.2
OG0002497	XP_045667240.1, XP_045667239.1, XP_045667241.1, XP_045667242.1, XP_045667243.1	XP_010334360.1, XP_010334359.1, XP_010334361.1
OG0002498	XP_045652815.1, XP_045652809.1, XP_045652819.1	XP_010339202.2
OG0002499	XP_045640192.1	XP_039316027.1
OG0002500	XP_045640082.1	XP_003937875.1, XP_010346747.1, XP_010346748.1, XP_010346746.1
OG0002501	XP_045645934.1, XP_045645935.1	XP_039319715.1
OG0002502	XP_045637860.1, XP_045637859.1	XP_039319670.1
OG0002503	XP_045666418.1	XP_003926293.1, XP_010339379.1, XP_003930571.1
OG0002504	XP_045663634.1	XP_039324731.1
OG0002505	XP_045663609.1	XP_039325398.1
OG0002506	XP_045671728.1	XP_010337764.1, XP_010337762.1, XP_039325073.1, XP_010337763.1, XP_039325071.1, XP_039325072.1
OG0002507	XP_045671729.1	XP_010345648.1, XP_010337776.1
OG0002508	XP_045664882.1	XP_039325690.1
OG0002508	XP_045635703.1	XP_010338479.1, XP_003926727.2
OG0002509	XP_045630971.1	XP_039332971.1
OG0002510	XP_045670405.1	XP_010340659.1
OG0002511	XP_045669796.1	XP_039331742.1, XP_039326686.1
OG0002512	XP_045670058.1, XP_045670057.1, XP_045670056.1	XP_039332099.1, XP_039332102.1, XP_039332101.1
OG0002513	XP_045670201.1	XP_010340794.1
OG0002514	XP_045670220.1	XP_039332788.1
OG0002515	XP_045670265.1, XP_045670266.1, XP_045670262.1, XP_045670259.1, XP_045670261.1, XP_045670264.1, XP_045670260.1, XP_045670263.1, XP_045670268.1	XP_010329804.1
OG0002516	XP_045659781.1, XP_045659780.1	XP_039317365.1, XP_039317366.1, XP_039317362.1, XP_039317364.1, XP_039317363.1
OG0002517	XP_045645832.1, XP_045645830.1, XP_045645834.1, XP_045645831.1, XP_045645835.1	XP_039327693.1
OG0002518	XP_045635808.1, XP_045635807.1, XP_045635806.1	XP_010341783.1, XP_010341781.1, XP_010341782.1
OG0002519	XP_045635570.1, XP_045635571.1	XP_003932962.1, XP_010341808.1
OG0002520	XP_045627692.1, XP_045627691.1	XP_039318631.1, XP_039318636.1
OG0002521	XP_045627530.1	XP_010331947.2, XP_010331949.2, XP_010331948.2
OG0002522	XP_045627743.1	XP_010350345.1
OG0002523	XP_045627768.1	XP_010350342.1, XP_039319257.1
OG0002524	XP_045651568.1, XP_045651567.1	XP_010330548.2
OG0002525	XP_045650875.1	XP_039316413.1
OG0002526	XP_045651038.1	XP_003920708.1
OG0002526	XP_045651040.1	XP_003920709.3
OG0002527	XP_045636262.1, XP_045636261.1	XP_010348726.1
OG0002528	XP_045636604.1	XP_010330039.1
OG0002529	XP_045636559.1	XP_039331233.1
OG0002530	XP_045647090.1	XP_010334252.1, XP_039330643.1, XP_010334251.1
OG0002531	XP_045661050.1	XP_039323723.1
OG0002532	XP_045627964.1	XP_010332352.1
OG0002532	XP_045645461.1	XP_039319904.1, XP_010349178.1
OG0002533	XP_045642270.1	XP_039323381.1
OG0002534	XP_045633386.1, XP_045633388.1	XP_003942080.1, XP_010328111.1
OG0002535	XP_045661714.1, XP_045661713.1, XP_045661715.1	XP_039335973.1, XP_010341987.1, XP_039320478.1, XP_039320477.1
OG0002536	XP_045633208.1, XP_045659899.1	XP_039320366.1, XP_039320504.1
OG0002538	XP_045656265.1, XP_045656266.1	XP_003921894.1, XP_003921893.1
OG0002539	XP_045648679.1	XP_010341734.1
OG0002540	XP_045649105.1, XP_045649104.1	XP_003938705.1
OG0002541	XP_045649612.1	XP_039328543.1, XP_039328544.1, XP_003938722.1, XP_010347639.1
OG0002542	XP_045648976.1	XP_003935184.1
OG0002543	XP_045648905.1, XP_045648906.1	XP_039328487.1
OG0002544	XP_045648770.1	XP_003921122.1, XP_010342329.1
OG0002545	XP_045638350.1, XP_045638351.1	XP_010346405.2, XP_003937588.2
OG0002547	XP_045638446.1	XP_010346369.1, XP_003937541.1
OG0002548	XP_045638560.1	XP_003937550.2
OG0002549	XP_045638283.1	XP_039330252.1, XP_039330251.1
OG0002550	XP_045635578.1	XP_003927870.1
OG0002551	XP_045635573.1	XP_010338485.2
OG0002552	XP_045635805.1, XP_045635803.1	XP_039331831.1, XP_003929675.2
OG0002553	XP_045635483.1, XP_045635486.1, XP_045635488.1, XP_045635489.1, XP_045635487.1, XP_045635485.1, XP_045635484.1, XP_045635490.1	XP_003929677.1
OG0002554	XP_045654833.1	XP_003928046.1
OG0002555	XP_045654702.1	XP_010336862.2
OG0002556	XP_045648261.1	XP_010338788.2
OG0002557	XP_045635253.1, XP_045635254.1, XP_045635255.1, XP_045635252.1	XP_010346995.1
OG0002558	XP_045635259.1	XP_010330243.1, XP_010330242.1, XP_039317064.1
OG0002559	XP_045666811.1	XP_039317105.1
OG0002560	XP_045644859.1	XP_010348379.1
OG0002561	XP_045665147.1	XP_003941592.1, XP_010350620.1
OG0002562	XP_045664986.1	XP_003926839.1
