Orthogroup	Ursus_americanus	Loxodonta_africana
OG0000590	XP_045669609.1	XP_023397668.1
OG0000591	XP_045656640.1	XP_023410985.1, XP_023410984.1
OG0000592	XP_045627956.1, XP_045646394.1, XP_045646395.1, XP_045646393.1, XP_045646396.1	XP_010596028.1
OG0000593	XP_045655325.1, XP_045655326.1, XP_045655328.1, XP_045655327.1	XP_003420411.1
OG0000594	XP_045655392.1	XP_010598051.1, XP_010591012.1, XP_003412765.1
OG0000596	XP_045642487.1, XP_045627506.1, XP_045663152.1, XP_045663287.1	XP_023395605.1, XP_003420881.2
OG0000598	XP_045643931.1	XP_023412989.1
OG0000598	XP_045663752.1	XP_010587055.1
OG0000599	XP_045668162.1, XP_045668179.1, XP_045668170.1, XP_045668154.1, XP_045668189.1	XP_003416187.1
OG0000600	XP_045635002.1, XP_045635000.1, XP_045635034.1, XP_045634974.1, XP_045634972.1, XP_045634971.1, XP_045634973.1	XP_010592672.2, XP_023406454.1
OG0000602	XP_045638707.1	XP_023396359.1
OG0000602	XP_045638704.1	XP_023396358.1
OG0000602	XP_045638770.1	XP_010599246.1, XP_023396339.1
OG0000602	XP_045638703.1	XP_010599245.1
OG0000603	XP_045636843.1	XP_003407828.3
OG0000604	XP_045636991.1, XP_045636992.1, XP_045636993.1	XP_010585803.1, XP_003407428.1
OG0000605	XP_045628221.1	XP_003406876.1
OG0000605	XP_045628168.1	XP_003406575.2
OG0000606	XP_045632277.1, XP_045632279.1	XP_023398944.1
OG0000607	XP_045659788.1	XP_010584991.1
OG0000607	XP_045661135.1	XP_003422348.1
OG0000608	XP_045647770.1, XP_045647771.1, XP_045647772.1	XP_010597805.1, XP_023394600.1, XP_010597806.1, XP_010597803.1
OG0000609	XP_045627272.1	XP_010589681.1, XP_010589684.1, XP_010589683.1, XP_023405526.1
OG0000610	XP_045648097.1	XP_003404674.1, XP_010596048.2
OG0000610	XP_045643866.1	XP_003422489.1
OG0000610	XP_045635446.1, XP_045633458.1	XP_010598373.1
OG0000611	XP_045667445.1, XP_045667447.1, XP_045667448.1, XP_045667446.1	XP_003411023.1
OG0000612	XP_045631364.1	XP_010587138.2
OG0000613	XP_045629055.1	XP_003414654.1
OG0000614	XP_045651036.1	XP_023404317.1, XP_010588548.1
OG0000615	XP_045636581.1	XP_010586202.1
OG0000615	XP_045660973.1	XP_023409646.1
OG0000616	XP_045636394.1	XP_003407370.1
OG0000617	XP_045636568.1	XP_003407608.1
OG0000617	XP_045636569.1	XP_003407880.1
OG0000618	XP_045636105.1	XP_003405306.1
OG0000619	XP_045635147.1, XP_045635149.1, XP_045635153.1, XP_045635152.1, XP_045635146.1, XP_045635150.1, XP_045635151.1, XP_045635154.1, XP_045635145.1	XP_003412549.1
OG0000620	XP_045649468.1, XP_045649469.1	XP_010585458.1, XP_003406926.1, XP_023400006.1
OG0000621	XP_045642641.1	XP_023396321.1
OG0000622	XP_045634363.1	XP_023403510.1
OG0000623	XP_045634695.1	XP_023408005.1
OG0000624	XP_045651129.1	XP_023408686.1
OG0000624	XP_045656085.1	XP_023397038.1
OG0000625	XP_045672181.1, XP_045672184.1, XP_045672183.1, XP_045672180.1, XP_045672182.1	XP_003420088.1, XP_023394717.1, XP_023394718.1
OG0000626	XP_045652478.1	XP_023406696.1
OG0000627	XP_045637079.1	XP_010589218.1, XP_010589219.1, XP_023404846.1, XP_023404841.1, XP_003410853.1
OG0000628	XP_045659015.1	XP_023402519.1, XP_010587304.1, XP_023402517.1, XP_010587306.1, XP_010587305.1, XP_023402518.1
OG0000629	XP_045659047.1	XP_010587296.2
OG0000630	XP_045671867.1	XP_023414402.1, XP_010596617.1
OG0000631	XP_045643888.1	XP_010596306.1
OG0000632	XP_045662261.1	XP_023398557.1
OG0000633	XP_045643478.1, XP_045643476.1, XP_045643477.1	XP_023404088.1, XP_023404089.1, XP_003410171.1, XP_023404086.1, XP_023404085.1, XP_023404091.1, XP_023404087.1, XP_023404090.1
OG0000634	XP_045645165.1, XP_045645163.1, XP_045645168.1, XP_045645166.1, XP_045645167.1	XP_003420427.1
OG0000635	XP_045636884.1, XP_045642322.1	XP_003423525.1, XP_003418756.1, XP_023414554.1
OG0000635	XP_045642317.1	XP_003423579.1, XP_003418759.1, XP_023398358.1, XP_003418765.1
OG0000638	XP_045652974.1	XP_003414007.1
OG0000639	XP_045653595.1	XP_003415649.1
OG0000639	XP_045653594.1, XP_045653593.1	XP_003415648.1
OG0000640	XP_045650523.1	XP_010589315.1
OG0000641	XP_045668335.1, XP_045668334.1	XP_003409795.1
OG0000642	XP_045632910.1	XP_003419055.1
OG0000643	XP_045671710.1, XP_045644523.1, XP_045644527.1, XP_045644526.1, XP_045644524.1, XP_045671711.1, XP_045644530.1, XP_045636915.1, XP_045671712.1, XP_045642316.1, XP_045642318.1	XP_003418766.1, XP_003418764.1, XP_010596705.1
OG0000644	XP_045642455.1	XP_003423169.1, XP_003423121.1, XP_003423134.1, XP_003422927.1, XP_023397818.1, XP_003423122.1, XP_003423137.1, XP_023398517.1, XP_003423135.1
OG0000645	XP_045638792.1	XP_003421497.1, XP_010599249.1, XP_003421499.1
OG0000645	XP_045638867.1	XP_003421492.1, XP_003421493.1, XP_003421485.1
OG0000645	XP_045638853.1	XP_003421598.3
OG0000647	XP_045646317.1	XP_003406312.1
OG0000648	XP_045636853.1, XP_045636854.1	XP_003407771.1, XP_023400472.1, XP_003407794.1, XP_003407787.1, XP_003407633.1
OG0000649	XP_045633849.1, XP_045634002.1, XP_045634180.1, XP_045634333.1, XP_045634268.1, XP_045633927.1, XP_045634095.1	XP_023399783.1
OG0000650	XP_045643921.1, XP_045643912.1	XP_010589009.1, XP_010589010.1, XP_023404664.1, XP_010589008.1
OG0000651	XP_045665787.1, XP_045665786.1	XP_023401296.1
OG0000652	XP_045638661.1	XP_023410175.1
OG0000653	XP_045638129.1, XP_045638130.1, XP_045638134.1, XP_045638132.1, XP_045638128.1, XP_045638133.1	XP_003415463.1
OG0000655	XP_045643285.1, XP_045643286.1, XP_045643284.1, XP_045643283.1	XP_010586416.1, XP_023401208.1, XP_003408054.1, XP_023401209.1
OG0000656	XP_045640777.1, XP_045640776.1, XP_045640781.1, XP_045640775.1, XP_045640780.1, XP_045640778.1	XP_010595649.1
OG0000657	XP_045639758.1	XP_023413256.1
OG0000658	XP_045670090.1, XP_045670053.1, XP_045670071.1, XP_045670062.1, XP_045670080.1	XP_010593248.1, XP_010593247.1, XP_003415274.1
OG0000659	XP_045637548.1	XP_010592767.1
OG0000659	XP_045637549.1	XP_003414285.1
OG0000660	XP_045645901.1	XP_003405153.1
OG0000660	XP_045657011.1	XP_003405825.1
OG0000661	XP_045645575.1, XP_045645574.1, XP_045645576.1, XP_045645577.1	XP_003405243.1
OG0000662	XP_045661808.1	XP_023401687.1
OG0000663	XP_045635918.1, XP_045635917.1	XP_023394559.1, XP_010597944.1, XP_023394539.1, XP_023394545.1, XP_023394556.1
OG0000664	XP_045654849.1, XP_045654851.1, XP_045654850.1, XP_045654847.1, XP_045654848.1	XP_023412917.1
OG0000665	XP_045664804.1	XP_023412793.1, XP_023412794.1, XP_023412795.1
OG0000666	XP_045663160.1, XP_045663158.1, XP_045663159.1, XP_045663157.1	XP_023403436.1
OG0000667	XP_045672136.1	XP_003418561.1
OG0000668	XP_045663552.1	XP_003411523.1, XP_010589890.1
OG0000669	XP_045645175.1, XP_045645176.1, XP_045645177.1, XP_045645174.1, XP_045645173.1	XP_003419161.1
OG0000670	XP_045637063.1	XP_010589161.1
OG0000671	XP_045657136.1	XP_023411518.1, XP_010594470.1
OG0000672	XP_045672227.1	XP_010596635.1, XP_023414414.1
OG0000673	XP_045667184.1, XP_045667179.1, XP_045667185.1, XP_045667182.1, XP_045667187.1, XP_045667188.1, XP_045667186.1, XP_045667183.1, XP_045667180.1, XP_045667181.1	XP_023407342.1
OG0000674	XP_045659610.1	XP_010598049.1
OG0000674	XP_045646415.1	XP_010598046.1, XP_003420240.2
OG0000675	XP_045660430.1	XP_023396140.1, XP_023396167.1
OG0000679	XP_045651707.1	XP_003420440.1
OG0000680	XP_045660589.1	XP_010585726.1
OG0000681	XP_045658257.1	XP_023402713.1
OG0000681	XP_045658269.1	XP_003409296.2
OG0000681	XP_045658259.1	XP_010587430.1
OG0000682	XP_045633708.1	XP_003414745.1
OG0000683	XP_045658431.1	XP_010597015.1
OG0000684	XP_045651660.1	XP_023397186.1
OG0000684	XP_045667932.1	XP_023408086.1
OG0000685	XP_045649578.1, XP_045649579.1, XP_045649577.1, XP_045649575.1	XP_003420631.1, XP_010598426.2, XP_010598425.1
OG0000686	XP_045647941.1	XP_023406738.1
OG0000687	XP_045654605.1	XP_003405307.1
OG0000688	XP_045667497.1, XP_045667493.1, XP_045667496.1, XP_045667495.1	XP_023411467.1
OG0000689	XP_045645501.1	XP_023395702.1
OG0000690	XP_045638482.1	XP_010593493.1, XP_010593494.1
OG0000691	XP_045634932.1, XP_045634931.1, XP_045634928.1, XP_045634920.1, XP_045634926.1, XP_045634879.1, XP_045634914.1, XP_045634881.1, XP_045634923.1, XP_045634911.1, XP_045634924.1	XP_003423072.1, XP_003422183.1, XP_003423101.1, XP_003404764.1, XP_003404762.1, XP_003405008.1
OG0000692	XP_045631122.1	XP_003406592.2
OG0000693	XP_045642343.1, XP_045642346.1, XP_045642345.1, XP_045642344.1	XP_003420755.1
OG0000694	XP_045650251.1	XP_023401260.1, XP_010586463.1
OG0000695	XP_045671946.1, XP_045671945.1	XP_023405589.1, XP_010589730.1, XP_023405588.1, XP_023405590.1
OG0000696	XP_045628761.1	XP_010596111.1
OG0000697	XP_045670850.1	XP_003417181.1
OG0000697	XP_045670855.1	XP_003417180.1
OG0000698	XP_045657301.1	XP_010587976.1
OG0000699	XP_045641963.1	XP_023414711.1
OG0000699	XP_045642212.1	XP_023414713.1
OG0000700	XP_045640547.1	XP_003415000.1
OG0000700	XP_045640210.1	XP_023409897.1
OG0000700	XP_045640577.1	XP_003414998.1
OG0000701	XP_045646066.1, XP_045646059.1, XP_045646065.1, XP_045646060.1, XP_045646057.1, XP_045646056.1, XP_045646064.1, XP_045646062.1, XP_045646067.1, XP_045646055.1, XP_045646061.1, XP_045646063.1, XP_045646068.1	XP_003406347.1, XP_023399558.1
OG0000702	XP_045670083.1, XP_045670084.1	XP_010595286.1, XP_023412709.1
OG0000703	XP_045668703.1	XP_003413011.1
OG0000703	XP_045626958.1	XP_003423046.1
OG0000704	XP_045645874.1, XP_045645872.1, XP_045645871.1	XP_010596162.1, XP_023413139.1, XP_003405160.1, XP_010596161.1, XP_010596159.1, XP_010596163.1
OG0000705	XP_045627804.1, XP_045627803.1, XP_045627805.1, XP_045627802.1	XP_010591879.1, XP_023408389.1, XP_023408386.1, XP_023408388.1, XP_003413662.1
OG0000706	XP_045636403.1, XP_045636413.1, XP_045636409.1, XP_045636406.1, XP_045636399.1, XP_045636408.1, XP_045636402.1, XP_045636401.1, XP_045636411.1, XP_045636412.1, XP_045636407.1, XP_045636404.1, XP_045636400.1, XP_045636410.1	XP_023401124.1
OG0000707	XP_045647092.1, XP_045647091.1, XP_045647097.1, XP_045647093.1, XP_045647095.1, XP_045647096.1	XP_010586026.1, XP_003407845.1
OG0000708	XP_045671924.1, XP_045671923.1, XP_045671926.1, XP_045671925.1, XP_045671922.1	XP_010593999.1
OG0000709	XP_045627865.1	XP_010593560.1, XP_003415372.1, XP_010593559.1
OG0000710	XP_045644652.1, XP_045644653.1	XP_023411252.1, XP_003416275.1
OG0000711	XP_045665011.1, XP_045665010.1, XP_045665014.1	XP_023411057.1, XP_023411059.1, XP_023411058.1, XP_023411056.1, XP_010594174.1
OG0000712	XP_045664776.1, XP_045664779.1, XP_045664777.1, XP_045664778.1	XP_010598254.1, XP_003420441.1, XP_010598253.1, XP_023395154.1, XP_010598255.1, XP_010598256.1, XP_023395153.1, XP_010598252.1
OG0000713	XP_045664714.1, XP_045664712.1, XP_045664713.1, XP_045664711.1	XP_003412313.1
OG0000714	XP_045664730.1	XP_023406463.1
OG0000714	XP_045664728.1	XP_010590415.1
OG0000716	XP_045672118.1, XP_045672116.1, XP_045672117.1	XP_010596470.1
OG0000717	XP_045632755.1	XP_010590101.1
OG0000717	XP_045632767.1	XP_003411823.1
OG0000718	XP_045660584.1	XP_003411597.2, XP_010589990.1
OG0000719	XP_045660674.1	XP_023406053.1
OG0000720	XP_045659158.1	XP_023402453.1
OG0000721	XP_045651108.1, XP_045651105.1, XP_045651107.1	XP_010592065.1
OG0000722	XP_045645679.1	XP_003414194.1
OG0000723	XP_045667594.1	XP_003417891.1
OG0000724	XP_045633474.1	XP_010600300.1
OG0000725	XP_045633590.1	XP_010600235.1, XP_023397047.1, XP_010600237.1, XP_010600234.1, XP_023397056.1, XP_010600233.1, XP_023397058.1, XP_023397057.1, XP_023397061.1
OG0000726	XP_045656646.1, XP_045656647.1	XP_010596043.1, XP_023413721.1, XP_023413722.1, XP_023413724.1, XP_023413723.1
OG0000727	XP_045635365.1, XP_045635364.1	XP_010585724.1
OG0000731	XP_045670161.1	XP_010593266.1
OG0000731	XP_045670147.1	XP_003414926.1
OG0000732	XP_045634740.1	XP_023403553.1, XP_023403555.1, XP_023403554.1
OG0000732	XP_045634716.1	NP_001267807.1, XP_023403324.1
OG0000733	XP_045672228.1	XP_023394686.1, XP_010597877.1, XP_003420080.1
OG0000734	XP_045645062.1	XP_010586609.1
OG0000734	XP_045627485.1	XP_023394491.1
OG0000735	XP_045664755.1	XP_010590253.1
OG0000735	XP_045663676.1	XP_003411674.1
OG0000736	XP_045633767.1	XP_023402053.1
OG0000736	XP_045667728.1, XP_045667729.1	XP_023410741.1
OG0000737	XP_045643168.1, XP_045643178.1, XP_045643186.1	XP_010588990.1, XP_010588986.1, XP_010588987.1, XP_023404635.1, XP_010588988.1
OG0000738	XP_045640608.1	XP_003415021.2
OG0000738	XP_045640234.1	XP_003415022.1
OG0000738	XP_045640235.1	XP_003415025.3, XP_010593323.1
OG0000739	XP_045646145.1	XP_010585011.1, XP_010585002.1, XP_010585009.1, XP_023399518.1, XP_010585001.1, XP_023399516.1, XP_010585004.1
OG0000740	XP_045661522.1, XP_045661521.1, XP_045661523.1, XP_045661520.1	XP_003404209.1
OG0000741	XP_045637007.1	XP_023401056.1
OG0000741	XP_045637006.1, XP_045637009.1	XP_023411604.1, XP_023401061.1
OG0000742	XP_045628372.1	XP_010585815.1
OG0000742	XP_045668973.1	XP_010592088.1
OG0000744	XP_045655954.1	XP_023396949.1
OG0000744	XP_045650406.1	XP_003404611.1
OG0000745	XP_045639706.1	XP_003417460.1
OG0000746	XP_045651980.1	XP_010595142.1, XP_010595139.1, XP_010595140.1
OG0000747	XP_045669360.1	XP_010594558.1
OG0000748	XP_045639810.1	XP_023413194.1
OG0000749	XP_045657782.1, XP_045657783.1	XP_023414204.1, XP_023414207.1, XP_023414211.1, XP_023414208.1, XP_023414205.1, XP_023414206.1, XP_023414210.1, XP_003418487.1
OG0000750	XP_045667406.1, XP_045643425.1	XP_010589400.1
OG0000751	XP_045667296.1	XP_003410930.1
OG0000752	XP_045637638.1	XP_003414507.1
OG0000752	XP_045637608.1	XP_003414494.1, XP_023409177.1
OG0000753	XP_045637529.1, XP_045637528.1	XP_003414748.1
OG0000754	XP_045669764.1, XP_045669763.1	XP_010592657.1, XP_003414707.1
OG0000755	XP_045664663.1, XP_045664674.1	XP_003411644.1, XP_023405802.1
OG0000755	XP_045644352.1	XP_003413704.1
OG0000756	XP_045650592.1, XP_045650593.1, XP_045650595.1	XP_003404556.1
OG0000757	XP_045658058.1, XP_045658094.1	XP_023400786.1
OG0000758	XP_045655749.1, XP_045655746.1, XP_045655747.1, XP_045655748.1	XP_023410097.1
OG0000759	XP_045648237.1	XP_023403821.1, XP_023403820.1
OG0000760	XP_045644243.1, XP_045644244.1	XP_010592005.1
OG0000761	XP_045657447.1, XP_045657445.1, XP_045657446.1	XP_003409636.1
OG0000761	XP_045658240.1	XP_010587883.1
OG0000762	XP_045642813.1, XP_045642812.1, XP_045642815.1, XP_045642822.1, XP_045642819.1, XP_045642818.1, XP_045642820.1, XP_045642824.1, XP_045642823.1	XP_003412127.3, XP_003412128.1, XP_003412124.2, XP_003412125.2, XP_003412129.2
OG0000763	XP_045660323.1	XP_023396750.1
OG0000764	XP_045647596.1	XP_003415832.2
OG0000765	XP_045663523.1, XP_045663529.1, XP_045663516.1, XP_045663538.1	XP_023405884.1, XP_003411524.1, XP_023405883.1
OG0000766	XP_045635210.1	XP_023396180.1
OG0000767	XP_045657001.1	XP_023412125.1
OG0000768	XP_045651083.1	XP_003413880.2, XP_023408706.1, XP_010592074.1, XP_023408707.1
OG0000769	XP_045641453.1	XP_023404241.1
OG0000770	XP_045646247.1	XP_003414177.1
OG0000770	XP_045634856.1	XP_023394901.1
OG0000772	XP_045661575.1	XP_023402726.1
OG0000772	XP_045661449.1, XP_045661450.1	XP_003404135.2
OG0000772	XP_045661451.1	XP_003404152.1
OG0000775	XP_045669711.1, XP_045669710.1	XP_023409382.1
OG0000776	XP_045633483.1, XP_045633559.1	XP_003405954.3, XP_023397389.1, XP_003406117.1
OG0000777	XP_045668047.1	XP_003418371.1, XP_023414019.1, XP_023414020.1
OG0000778	XP_045671752.1, XP_045671753.1	XP_003408637.3
OG0000779	XP_045658670.1	XP_023395852.1
OG0000779	XP_045658673.1	XP_023395848.1
OG0000780	XP_045649903.1, XP_045644373.1	XP_003410779.1
OG0000781	XP_045638811.1, XP_045638814.1, XP_045638809.1	XP_003421589.1, XP_003421482.2
OG0000781	XP_045638810.1, XP_045638819.1, XP_045638815.1	XP_003421488.1, XP_003421489.1
OG0000782	XP_045633883.1, XP_045633880.1, XP_045633879.1, XP_045633881.1, XP_045633884.1	XP_010591413.1, XP_023407821.1, XP_023407820.1, XP_003413507.1, XP_023407819.1
OG0000783	XP_045640858.1, XP_045640860.1, XP_045640859.1	XP_003421649.1
OG0000784	XP_045661343.1	XP_010587221.1
OG0000785	XP_045638895.1, XP_045627916.1, XP_045646379.1	XP_003421565.1
OG0000785	XP_045638893.1	XP_003421564.1
OG0000786	XP_045638939.1, XP_045638921.1	XP_003423444.1, XP_010600600.1
OG0000786	XP_045638938.1, XP_045638919.1	XP_003423196.2, XP_003423376.2, XP_003423445.1, XP_003423197.2
OG0000787	XP_045639059.1	XP_023398039.1, XP_003422934.1, XP_003422937.1
OG0000787	XP_045639062.1, XP_045639066.1, XP_045639063.1	XP_010600416.2
OG0000788	XP_045653533.1	XP_003422122.2
OG0000789	XP_045642929.1	XP_003423052.1, XP_003422683.1, XP_003423030.3, XP_023397916.1, XP_003423602.2, XP_023398026.1, XP_010600590.2, XP_023397917.1, XP_003423327.3, XP_003423180.1, XP_003423061.3
OG0000790	XP_045659866.1, XP_045656634.1, XP_045659867.1, XP_045656633.1	XP_003422242.1, XP_003422232.1, XP_010600873.2, XP_003422236.1, XP_003422237.1, XP_003422228.1, XP_003422233.1, XP_003423795.1, XP_023397080.1, XP_003422238.1, XP_023397081.1, XP_003423528.1, XP_003422231.1, XP_003422229.1, XP_003422230.1, XP_003423529.1, XP_003422234.1, XP_003422235.1
OG0000791	XP_045632037.1	XP_023396687.1
OG0000792	XP_045653704.1	XP_023410547.1
OG0000792	XP_045631072.1	XP_010584891.1
OG0000793	XP_045668885.1	XP_010588917.1
OG0000794	XP_045633229.1	XP_010588095.1
OG0000795	XP_045672312.1	XP_003411351.1, XP_010589724.1
OG0000796	XP_045658264.1	XP_023414325.1
OG0000797	XP_045653629.1, XP_045653628.1, XP_045653627.1, XP_045653630.1	XP_003415658.1
OG0000798	XP_045634226.1	XP_010598529.1
OG0000798	XP_045635409.1	XP_010598329.1
OG0000799	XP_045655443.1	XP_003411112.1, XP_010589547.1
OG0000800	XP_045632438.1	XP_003418941.1
OG0000800	XP_045632410.1, XP_045632437.1	XP_010596853.1, XP_010596852.1
OG0000801	XP_045632348.1	XP_023414588.1
OG0000803	XP_045640433.1, XP_045639972.1	XP_023413259.1, XP_023413257.1, XP_023413258.1, XP_023413062.1
OG0000804	XP_045640175.1, XP_045640173.1, XP_045640176.1, XP_045640174.1	XP_010593146.1, XP_023409860.1, XP_003415209.1, XP_010593145.1
OG0000805	XP_045637866.1	XP_003406417.1
OG0000806	XP_045671772.1	XP_010587227.1
OG0000806	XP_045644928.1	XP_003421797.1
OG0000808	XP_045636263.1, XP_045636264.1	XP_003407634.1, XP_010586122.1, XP_010586121.1
OG0000809	XP_045646994.1	XP_010585976.1
OG0000810	XP_045651539.1	XP_023397124.1
OG0000811	XP_045651546.1, XP_045651547.1, XP_045651548.1, XP_045651544.1, XP_045651545.1	XP_023397128.1, XP_003422301.1
OG0000813	XP_045648607.1	XP_003407321.1
OG0000814	XP_045655564.1	XP_023405432.1
OG0000815	XP_045655715.1	XP_023410389.1
OG0000816	XP_045648532.1	XP_003420271.2
OG0000817	XP_045648196.1	XP_003409861.1
OG0000817	XP_045660032.1	XP_003416756.1
OG0000818	XP_045631945.1, XP_045631947.1	XP_023406179.1, XP_010590202.1, XP_010590201.1, XP_010590204.1, XP_003411925.1
OG0000819	XP_045634953.1, XP_045633106.1, XP_045671049.1, XP_045671038.1, XP_045670991.1, XP_045671008.1, XP_045671057.1, XP_045670981.1, XP_045671016.1, XP_045670971.1, XP_045671001.1, XP_045671032.1, XP_045671023.1, XP_045671134.1, XP_045634949.1, XP_045634950.1, XP_045670858.1, XP_045669542.1, XP_045670944.1	XP_023398455.1
OG0000820	XP_045632204.1, XP_045632202.1, XP_045632203.1, XP_045632205.1	XP_010599627.2
OG0000821	XP_045664724.1, XP_045664725.1	XP_023406682.1
OG0000822	XP_045631596.1, XP_045631591.1, XP_045631590.1, XP_045631594.1, XP_045631595.1, XP_045631593.1, XP_045631597.1, XP_045631592.1	XP_003422624.1, XP_010600222.1
OG0000823	XP_045654937.1, XP_045654938.1, XP_045654933.1, XP_045654934.1, XP_045654935.1, XP_045654936.1, XP_045654932.1	XP_003410485.1
OG0000824	XP_045668261.1	XP_010588235.1
OG0000825	XP_045664069.1, XP_045664068.1, XP_045664070.1	XP_023403763.1, XP_003410038.1, XP_010588338.1, XP_010588339.1, XP_023403762.1
OG0000826	XP_045630600.1	XP_023408196.1
OG0000827	XP_045672237.1	XP_003420076.1, XP_010597864.1
OG0000828	XP_045632076.1	XP_003409975.2
OG0000829	XP_045647632.1	XP_023410701.1
OG0000830	XP_045650378.1	XP_023396588.1
OG0000831	XP_045652883.1, XP_045643069.1, XP_045643070.1, XP_045660427.1	XP_023407001.1
OG0000832	XP_045652685.1	XP_010587656.1
OG0000833	XP_045650123.1	XP_023413560.1
OG0000834	XP_045634353.1, XP_045634305.1, XP_045634307.1, XP_045634327.1, XP_045634312.1, XP_045634287.1, XP_045634334.1, XP_045634297.1, XP_045634283.1, XP_045634344.1, XP_045634319.1	XP_010598124.1
OG0000835	XP_045647337.1	XP_010597040.1
OG0000836	XP_045658335.1	XP_010587432.1
OG0000836	XP_045655167.1	XP_023404326.1
OG0000837	XP_045637429.1, XP_045637430.1	XP_023410199.1
OG0000838	XP_045637415.1	XP_003405730.1
OG0000839	XP_045659073.1, XP_045659072.1, XP_045659075.1, XP_045659071.1, XP_045659074.1, XP_045659070.1	XP_010587293.1
OG0000840	XP_045641531.1	XP_003410339.1
OG0000841	XP_045668586.1	XP_010591221.1
OG0000842	XP_045667604.1	XP_023411466.1
OG0000844	XP_045662642.1	XP_003406122.1
OG0000845	XP_045649665.1	XP_010599380.1
OG0000846	XP_045640837.1, XP_045640836.1	XP_023396423.1
OG0000849	XP_045663572.1	XP_023402413.1
OG0000852	XP_045656953.1, XP_045656954.1, XP_045656956.1, XP_045656955.1, XP_045656951.1	XP_010595054.1, XP_003405502.1
OG0000853	XP_045668133.1	XP_003420569.1, XP_010598371.1
OG0000855	XP_045632036.1	XP_003418843.1
OG0000856	XP_045648441.1, XP_045648444.1, XP_045648440.1, XP_045648445.1, XP_045648443.1, XP_045648446.1	XP_003420258.1
OG0000857	XP_045634969.1, XP_045635011.1	XP_003404898.1, XP_023406472.1, XP_023406478.1, XP_023406491.1, XP_010592347.1
OG0000858	XP_045642989.1, XP_045642988.1	XP_003421411.1
OG0000858	XP_045642990.1, XP_045642991.1	XP_010599186.2, XP_003421412.1
OG0000859	XP_045660164.1, XP_045660148.1	XP_003423467.2, XP_023398294.1
OG0000859	XP_045634402.1	XP_010591808.2
OG0000860	XP_045630006.1	XP_010585351.1
OG0000860	XP_045630043.1, XP_045630031.1	XP_003406689.1, XP_003406691.1
OG0000861	XP_045654371.1, XP_045654358.1	XP_010586824.1
OG0000862	XP_045666053.1	XP_010586795.1
OG0000863	XP_045641588.1	XP_023396176.1
OG0000863	XP_045641556.1	XP_003421293.1
OG0000864	XP_045628493.1	XP_023395173.1, XP_023396004.1, XP_023398454.1, XP_023396003.1, XP_023398011.1, XP_023395156.1, XP_023403977.1, XP_010598287.2, XP_023395162.1
OG0000865	XP_045628881.1	XP_003406728.1, XP_023399462.1, XP_010584975.1
OG0000865	XP_045628720.1	XP_003418168.1
OG0000866	XP_045629394.1	XP_023399365.1
OG0000867	XP_045642801.1, XP_045642809.1, XP_045642816.1	XP_003410755.1
OG0000868	XP_045650362.1	XP_003404620.1
OG0000868	XP_045672025.1	XP_003411373.1
OG0000869	XP_045639342.1, XP_045639340.1, XP_045639344.1, XP_045639343.1	XP_003408933.1, XP_023402816.1, XP_010587510.1
OG0000870	XP_045643361.1, XP_045660875.1	XP_023412119.1
OG0000872	XP_045644687.1	XP_023408274.1
OG0000873	XP_045631776.1	XP_010597338.1
OG0000873	XP_045656107.1	XP_010586888.1
OG0000874	XP_045643779.1	XP_010588586.1, XP_003410331.1
OG0000875	XP_045663903.1, XP_045663902.1	XP_023402071.1, XP_023402074.1, XP_003408784.1, XP_023402069.1, XP_023402073.1, XP_023402070.1, XP_010587006.1, XP_023402072.1
OG0000876	XP_045631354.1, XP_045631353.1	XP_010587141.1, XP_010587140.1
OG0000877	XP_045637497.1, XP_045637499.1	XP_003414772.1, XP_010592739.1, XP_023409449.1, XP_010592736.1, XP_010592735.1
OG0000878	XP_045630867.1	XP_003417363.2
OG0000879	XP_045646926.1, XP_045646927.1	XP_010585937.1
OG0000881	XP_045649259.1	XP_023400213.1, XP_010585585.1, XP_023400209.1, XP_023400210.1, XP_023400211.1, XP_023400212.1
OG0000882	XP_045649122.1	XP_023400415.1
OG0000883	XP_045635905.1, XP_045635906.1	XP_023415443.1, XP_003405308.1
OG0000884	XP_045672091.1	XP_003423594.1, XP_003420214.1, XP_010600925.2
OG0000885	XP_045660451.1, XP_045660452.1	XP_023403152.1
OG0000886	XP_045631825.1	XP_003419665.2
OG0000887	XP_045664198.1	XP_003410021.1
OG0000888	XP_045656056.1, XP_045656057.1, XP_045656053.1, XP_045656055.1	XP_010599732.1, XP_023397044.1, XP_023397043.1
OG0000889	XP_045652458.1	XP_023406610.1
OG0000890	XP_045638764.1, XP_045638763.1	XP_003420160.2
OG0000890	XP_045638765.1	XP_023394795.1
OG0000890	XP_045638935.1, XP_045638766.1	XP_003420121.1
OG0000891	XP_045652776.1, XP_045652777.1	XP_010590925.1
OG0000892	XP_045667053.1	XP_010592304.1, XP_023408940.1, XP_023408941.1, XP_010592303.1, XP_023408943.1, XP_023408942.1
OG0000893	XP_045647323.1	XP_010597043.1, XP_023414993.1
OG0000894	XP_045637189.1	XP_003410713.1
OG0000895	XP_045641039.1, XP_045641038.1	XP_010591230.1, XP_003413022.1
OG0000896	XP_045639877.1	XP_010593164.2, XP_023409916.1
OG0000896	XP_045639869.1	XP_023409917.1
OG0000897	XP_045631635.1, XP_045646416.1	XP_023397063.1, XP_003422221.1
