Orthogroup	Ursus_americanus	Homo_sapiens
OG0001134	XP_045645804.1	NP_001123489.1, NP_001364104.1, NP_001364106.1, NP_001364107.1, NP_001364110.1, NP_001364111.1, NP_001364112.1, NP_001364113.1, NP_001364114.1, NP_001364108.1, NP_001364109.1, NP_001364105.1, XP_016863695.1, NP_001364103.1, NP_001123488.1, NP_001170.2, NP_001364102.1
OG0001135	XP_045636153.1, XP_045636146.1	NP_001186215.1, NP_001008489.1, NP_001186214.1, NP_001186216.1, NP_001186217.1
OG0001136	XP_045635659.1	NP_001362793.1, NP_001093867.1, NP_001269828.1, NP_001269829.1, NP_001269830.1, NP_001362796.1, NP_008954.2, NP_001362794.1, NP_001362803.1, NP_001362799.1, XP_016858685.1, NP_001362802.1, NP_001362798.1, NP_001362801.1, NP_001362805.1, NP_001362804.1, NP_001362797.1, NP_001362800.1, NP_001362795.1
OG0001137	XP_045640330.1, XP_045640332.1, XP_045640333.1	XP_005245623.1, NP_003770.1, NP_001186803.1, NP_001186802.1
OG0001138	XP_045659994.1	NP_001182201.1, NP_001342463.1
OG0001139	XP_045667618.1	XP_016866218.1, NP_036267.1
OG0001139	XP_045646667.1	NP_004690.1
OG0001141	XP_045672086.1	NP_001335137.1, NP_039224.2
OG0001144	XP_045636463.1	NP_001340731.1, NP_001300973.1, XP_047280016.1, NP_001300974.1, NP_254274.1, NP_001186570.1, NP_001186569.1, NP_001300977.1, NP_001300976.1, NP_001300975.1
OG0001145	XP_045639263.1	NP_004569.2
OG0001145	XP_045662284.1	NP_057238.3
OG0001146	XP_045644999.1	NP_001229573.1, NP_002856.1
OG0001146	XP_045640801.1	NP_116235.2
OG0001147	XP_045634569.1	NP_004336.4
OG0001148	XP_045668619.1, XP_045668609.1	NP_073625.1, NP_795345.1
OG0001149	XP_045661488.1, XP_045661493.1, XP_045661489.1, XP_045661487.1, XP_045661494.1, XP_045661491.1, XP_045661490.1, XP_045661492.1	NP_004657.2
OG0001150	XP_045651516.1	NP_064440.1, NP_002113.2, XP_054186783.1
OG0001151	XP_045637335.1, XP_045637408.1	NP_001091112.1, NP_795368.2, NP_795367.2, NP_795366.2, NP_795365.2, NP_795371.2, NP_795369.1, NP_795370.2
OG0001152	XP_045636622.1	NP_004927.2
OG0001152	XP_045636481.1, XP_045636482.1	NP_000068.1, NP_001182061.1, XP_011515977.1, NP_478104.2
OG0001153	XP_045664096.1	NP_001107564.1, NP_056268.2, XP_005265078.1
OG0001154	XP_045642951.1	NP_001005492.1
OG0001155	XP_045638830.1, XP_045644395.1, XP_045638834.1, XP_045644399.1, XP_045644397.1, XP_045671361.1, XP_045644400.1, XP_045644398.1, XP_045671364.1, XP_045671362.1, XP_045671363.1	NP_036507.2
OG0001156	XP_045653502.1, XP_045653503.1, XP_045653572.1, XP_045653573.1	NP_001004464.1, NP_001001953.1, NP_001004462.1, NP_001004463.1
OG0001159	XP_045666072.1	NP_001074420.1
OG0001160	XP_045661247.1	NP_001335021.1, NP_115521.3, XP_047275354.1
OG0001161	XP_045636859.1, XP_045636860.1, XP_045636856.1, XP_045636858.1, XP_045636861.1	NP_001308810.1, NP_001308811.1, NP_078911.3, XP_005252184.1
OG0001162	XP_045628494.1, XP_045628496.1, XP_045628495.1	NP_001276929.1, XP_016870232.1, NP_005375.2, NP_001276928.1
OG0001163	XP_045645212.1	NP_001357396.1
OG0001164	XP_045664432.1, XP_045664507.1	NP_005273.1
OG0001165	XP_045641069.1, XP_045641078.1	XP_047294672.1, NP_976219.1, NP_037500.2
OG0001166	XP_045652133.1	NP_001797.1, NP_001239225.1
OG0001167	XP_045631299.1	XP_016872376.1
OG0001168	XP_045638364.1, XP_045638365.1, XP_045638367.1, XP_045638366.1	NP_060108.2, XP_005245971.1, NP_001120822.1
OG0001169	XP_045632817.1, XP_045632818.1, XP_045632819.1, XP_045632820.1	XP_005263505.1, NP_060908.1
OG0001170	XP_045633033.1	NP_001362713.1, NP_001362719.1, NP_001362717.1, NP_001095137.1, NP_001362715.1, NP_001362714.1, NP_001362716.1, NP_001362712.1, NP_003492.2, XP_011511867.1, NP_001362718.1
OG0001171	XP_045658315.1	NP_001257856.1
OG0001171	XP_045658317.1	NP_001010987.1
OG0001172	XP_045653513.1	NP_001002917.1
OG0001172	XP_045653514.1	NP_001002918.1
OG0001174	XP_045634213.1, XP_045634214.1, XP_045634212.1, XP_045634217.1, XP_045634215.1	NP_683684.2
OG0001175	XP_045666232.1	XP_047289947.1
OG0001176	XP_045666236.1, XP_045666237.1	NP_001311307.1, NP_060818.4, NP_001093112.1, NP_001311303.1, NP_001311306.1, XP_011521530.1, NP_001311308.1
OG0001177	XP_045629828.1	NP_005951.1
OG0001178	XP_045627501.1	XP_006720788.1
OG0001179	XP_045670581.1	NP_001138424.1, XP_011523216.1
OG0001179	XP_045669308.1	NP_689957.3
OG0001180	XP_045669277.1	NP_001290402.1, NP_001290403.1, NP_612454.1
OG0001181	XP_045657527.1	NP_006487.1
OG0001181	XP_045649343.1, XP_045649342.1, XP_045649345.1, XP_045649346.1, XP_045649344.1	NP_002060.4
OG0001182	XP_045657852.1	NP_001159765.1
OG0001183	XP_045643403.1	NP_008909.1
OG0001184	XP_045643436.1	NP_001006659.1
OG0001184	XP_045643739.1	NP_000642.3, NP_783641.1
OG0001185	XP_045667435.1, XP_045667434.1, XP_045667436.1	NP_009143.1, XP_011508153.1
OG0001186	XP_045653684.1, XP_045653692.1	NP_219486.1, NP_001307128.1, NP_001307130.1, XP_006711690.1
OG0001187	XP_045656849.1	NP_001317198.1, NP_001356684.1, NP_005167.3, NP_001356683.1, XP_047284945.1, NP_001356682.1, NP_001356687.1, NP_001002031.1
OG0001188	XP_045658636.1, XP_045658637.1, XP_045658635.1, XP_045658638.1	NP_006396.2
OG0001189	XP_045664660.1	NP_001012333.1, NP_001257480.1, NP_001257479.1, NP_002382.1, NP_001012334.1
OG0001190	XP_045629443.1, XP_045629440.1, XP_045629442.1	NP_848612.2, NP_001333684.1, NP_001333683.1
OG0001191	XP_045626979.1	XP_047278850.1, NP_009032.2, NP_001128179.1
OG0001192	XP_045635452.1	NP_001002034.2
OG0001193	XP_045650723.1	NP_001192176.1, NP_001392414.1, NP_001392415.1, NP_001392416.1, NP_001392417.1, NP_001392418.1, NP_001392404.1, NP_001392410.1, NP_001392413.1, NP_001192177.1, NP_001392405.1, NP_001392407.1, NP_001392406.1, NP_056071.2
OG0001194	XP_045636307.1	XP_006716996.1, NP_001036016.1, NP_001036015.1, NP_006435.2, NP_001252531.1
OG0001195	XP_045656497.1	XP_005249549.1, NP_055456.2
OG0001196	XP_045651578.1	NP_001350618.1, XP_006715037.2, NP_001382093.1, NP_001382089.1, NP_001382091.1, NP_006700.3, NP_001276342.1, NP_001382090.1, NP_001382092.1, NP_079532.5, NP_001382094.1
OG0001197	XP_045628007.1, XP_045628003.1, XP_045628010.1, XP_045628012.1, XP_045628006.1, XP_045628008.1, XP_045628011.1, XP_045628005.1, XP_045628004.1	NP_001139247.1
OG0001198	XP_045660107.1	NP_001116241.1, NP_859065.2, XP_005248722.1
OG0001199	XP_045660278.1, XP_045660287.1	NP_006661.1, NP_001159864.1, NP_001363851.1
OG0001200	XP_045662915.1	NP_001135942.1, XP_016866409.1, NP_001135940.1, NP_057571.1
OG0001201	XP_045662901.1	NP_003786.1, NP_690040.1, NP_001287858.1
OG0001201	XP_045660921.1	NP_001243114.1
OG0001202	XP_045644266.1	NP_001304040.1
OG0001202	XP_045645209.1	XP_016864326.1
OG0001203	XP_045649269.1	NP_001231873.1, NP_694544.2, XP_006715984.1, NP_001035755.1
OG0001204	XP_045648949.1, XP_045648951.1, XP_045648950.1	NP_001305127.1
OG0001205	XP_045648833.1, XP_045648834.1	NP_001353602.1
OG0001206	XP_045638505.1	NP_116270.1
OG0001207	XP_045655797.1	XP_047282831.1, NP_001121186.1, NP_078779.2
OG0001208	XP_045640828.1, XP_045640829.1, XP_045640827.1, XP_045640830.1	NP_001095924.1, NP_001095142.1, NP_057507.2
OG0001209	XP_045636017.1, XP_045636016.1, XP_045636015.1	NP_001401454.1, NP_001401448.1, NP_001401447.1, XP_005268967.1, NP_001401455.1, NP_001401453.1, NP_001401452.1, NP_001401450.1, NP_001401449.1, NP_006157.1
OG0001210	XP_045654845.1	XP_011529986.1, NP_758454.1, NP_001362573.1
OG0001211	XP_045654810.1	NP_001035351.4, XP_005262842.1, NP_001035350.2, NP_001397781.1
OG0001211	XP_045652917.1	NP_001317000.1
OG0001212	XP_045654708.1, XP_045654709.1, XP_045654707.1	NP_001026870.2
OG0001213	XP_045635094.1	NP_001340434.1, NP_001340438.1, NP_001340437.1, NP_001340436.1, NP_001340439.1, NP_060612.2, XP_047277884.1, NP_001340440.1, NP_001340441.1, NP_001340444.1, NP_001340442.1, NP_001340443.1, NP_001340450.1, NP_001340451.1, NP_001340447.1, NP_001340448.1, NP_001340449.1, NP_001340446.1, NP_001340445.1, NP_001340435.1
OG0001214	XP_045641751.1	NP_001368816.1, NP_001368813.1, NP_001273639.1, NP_001368814.1, NP_001368815.1, NP_001368807.1, NP_001368812.1, NP_001368811.1, NP_001273637.1, NP_001273640.1, NP_001368808.1, NP_001368809.1, NP_001368810.1, XP_016863376.1, NP_001368806.1, NP_001986.2, NP_001368819.1, NP_001368818.1, NP_001368817.1
OG0001215	XP_045627906.1	NP_001269325.1
OG0001216	XP_045626620.1	NP_976317.1, NP_976320.1, NP_976318.1, NP_976319.1, NP_976323.1, NP_002930.2, NP_976322.1, NP_976321.1, XP_011518557.1
OG0001217	XP_045631633.1, XP_045631632.1, XP_045631629.1, XP_045631631.1, XP_045631630.1, XP_045631628.1	XP_047283932.1, XP_047283933.1, XP_047283936.1, XP_047283935.1
OG0001219	XP_045628853.1	XP_016876132.1, NP_001014305.1
OG0001220	XP_045647820.1	NP_001028202.1, XP_011511252.1, NP_001028203.1
OG0001221	XP_045647908.1, XP_045645511.1, XP_045647910.1, XP_045647909.1	NP_001013672.1, NP_001128131.1, NP_001128129.1
OG0001222	XP_045660534.1	NP_001363459.1, NP_001374264.1, NP_001356671.1, NP_001363462.1, NP_001003897.1, NP_071360.1, NP_001356672.1, NP_001363460.1, NP_001363461.1, NP_001363458.1
OG0001223	XP_045660474.1	NP_001185915.1, NP_065131.1
OG0001224	XP_045627489.1	NP_852107.1, NP_001269460.1, NP_056154.1, NP_001334440.1, NP_001269461.1, XP_011527049.2
OG0001225	XP_045627507.1	NP_002228.2, XP_006723848.1
OG0001226	XP_045629970.1	NP_001121903.1, NP_001338584.1, NP_001338589.1, NP_001338585.1, NP_001128626.1, NP_001128625.1, NP_001338587.1, NP_001338586.1, NP_001338588.1, NP_056174.2, XP_047277609.1
OG0001227	XP_045656743.1, XP_045656739.1	NP_775109.2, NP_005546.2, NP_005545.1
OG0001228	XP_045656885.1, XP_045656883.1, XP_045656886.1, XP_045656887.1	NP_060927.1
OG0001229	XP_045637298.1, XP_045637297.1, XP_045637296.1	NP_001136433.1, NP_065133.1
OG0001230	XP_045637256.1	NP_057403.1
OG0001230	XP_045637257.1	XP_005253751.1
OG0001231	XP_045667715.1	XP_011519049.1
OG0001232	XP_045656704.1, XP_045656705.1	NP_001004134.1
OG0001233	XP_045656911.1, XP_045656912.1	NP_001401102.1, NP_001401093.1, NP_001401091.1, NP_001401092.1, NP_001401086.1, NP_001401095.1, NP_001401094.1, NP_001401096.1, NP_001401088.1, NP_001401085.1, NP_001401100.1, NP_001401101.1, NP_001401099.1, NP_001401098.1, NP_001401089.1, NP_001401090.1, NP_000880.1, NP_001401087.1
OG0001234	XP_045665833.1	NP_001138732.1
OG0001235	XP_045668116.1	XP_006720567.1, NP_001139140.1, NP_001357344.1, NP_001357345.1
OG0001236	XP_045668017.1, XP_045668016.1, XP_045668018.1, XP_045668019.1, XP_045668020.1	XP_005254594.1, NP_002739.1
OG0001237	XP_045668052.1, XP_045668050.1, XP_045668051.1, XP_045668054.1, XP_045668053.1	NP_001295350.1, XP_047288035.1, NP_001295352.1, NP_001295351.1
OG0001238	XP_045648794.1	XP_047289297.1, NP_004742.1
OG0001239	XP_045666689.1, XP_045666687.1, XP_045666688.1	NP_001385210.1
OG0001240	XP_045651176.1	NP_001136090.1, NP_001136091.1, NP_001136089.1, NP_071764.3, NP_001185970.1, XP_016877967.1, NP_001185971.1, NP_001185969.1
OG0001241	XP_045641503.1, XP_045641504.1	NP_000810.1
OG0001242	XP_045655112.1	NP_061856.1, XP_047271745.1, NP_127460.1
OG0001243	XP_045647496.1, XP_045647503.1	NP_057329.3
OG0001243	XP_045647467.1	NP_835236.2, NP_001129702.1
OG0001244	XP_045632611.1	NP_938055.1, NP_001243543.1, NP_938056.1, NP_872395.2, NP_001243542.1
OG0001244	XP_045632575.1	NP_570126.2
OG0001244	XP_045632610.1	NP_001157118.1, NP_872343.2
OG0001245	XP_045644545.1, XP_045644546.1	NP_665858.1, NP_009148.2, NP_665859.1, XP_005247143.1
OG0001246	XP_045656461.1	XP_005249216.1, NP_001238920.1, NP_001238919.1, NP_001238918.1, NP_056979.1
OG0001247	XP_045640246.1	NP_001177757.1, NP_001381406.1
OG0001248	XP_045630239.1	XP_047298535.1, NP_115942.1
OG0001249	XP_045655828.1	NP_036348.2
OG0001249	XP_045646461.1	NP_000372.1
OG0001250	XP_045656638.1	NP_001342133.1, NP_001122307.2
OG0001251	XP_045649785.1	NP_001171701.1, NP_001366380.1, NP_001366379.1, XP_005262510.2
OG0001252	XP_045634022.1, XP_045634021.1	NP_116000.1
OG0001253	XP_045664547.1	NP_733927.1, NP_733930.1, NP_001137282.1, NP_001137281.1, NP_733931.1, NP_001137278.1, NP_001137283.1, NP_001137279.1, NP_001700.2, NP_001137285.1, NP_001137280.1, NP_733928.1, NP_001137286.1, NP_001137288.1, NP_001137277.1, NP_733929.1, NP_001137284.1
OG0001254	XP_045636330.1	NP_006392.1
OG0001254	XP_045666566.1	NP_036536.2, NP_006296.1
OG0001255	XP_045665753.1, XP_045665754.1, XP_045665755.1	NP_001397672.1, XP_047272549.1, NP_001192183.1, NP_002529.1
OG0001256	XP_045650940.1	NP_001350922.1, NP_001350925.1, XP_011532967.1, NP_001350924.1, NP_001737.1, NP_001019820.1, NP_001350926.1, NP_001350928.1, NP_001350923.1, NP_001350927.1
OG0001257	XP_045671156.1	NP_001349757.1, NP_001128634.1, NP_000745.1, NP_001128633.1, NP_009294.1
OG0001258	XP_045654569.1, XP_045654741.1, XP_045654740.1	XP_011530517.1, NP_003255.2, NP_001305725.1, NP_001305719.1, NP_001305724.1, NP_001305722.1, NP_001305716.1, NP_001305720.1, NP_001305718.1
OG0001259	XP_045632708.1, XP_045632707.1	NP_001369679.1, NP_001369676.1, NP_001369678.1, NP_001091109.3, NP_001361669.1, NP_001369677.1, NP_001091108.3, NP_001369673.1, NP_001369674.1, NP_001369675.1, NP_000140.1, NP_001091110.3, NP_000141.1, NP_002025.2
OG0001260	XP_045660690.1	NP_001373979.1, NP_001373980.1, NP_001373978.1, NP_001373977.1, NP_001155313.1, NP_061325.1, NP_940998.2, NP_001373984.1, NP_001373983.1, NP_001373981.1, XP_047296251.1, NP_001373982.1
OG0001261	XP_045664623.1	NP_001355849.1, NP_001355848.1, NP_001355847.1
OG0001262	XP_045634577.1, XP_045658512.1	NP_001029102.1
OG0001263	XP_045639504.1, XP_045639503.1, XP_045639502.1, XP_045639501.1	NP_001393490.1, NP_001393488.1
OG0001264	XP_045666233.1	NP_000481.2
OG0001264	XP_045666220.1	NP_000906.1
OG0001265	XP_045651432.1	NP_001190174.1
OG0001266	XP_045657968.1	XP_011539049.1, NP_001123514.1, NP_001880.2, NP_001123515.1
OG0001267	XP_045652415.1, XP_045652410.1	NP_001375427.1
OG0001268	XP_045627913.1, XP_045638816.1, XP_045638832.1, XP_045638705.1, XP_045638724.1	NP_001005177.3
OG0001270	XP_045632293.1	XP_047294807.1, NP_001002923.1, XP_024307149.1, NP_001002915.2, NP_001128585.1, XP_011525255.1, NP_997276.1
OG0001271	XP_045664397.1	XP_024307714.1, NP_808874.1, NP_060901.2
OG0001271	XP_045646206.1	NP_689934.2, XP_016881099.1
OG0001272	XP_045632734.1	NP_001269947.1, NP_001269949.1, NP_071363.1
OG0001272	XP_045628153.1	NP_003818.2
OG0001273	XP_045629095.1	NP_872304.2, XP_047294124.1
OG0001274	XP_045641630.1, XP_045641625.1, XP_045641619.1, XP_045641627.1	NP_001014831.1
OG0001275	XP_045652139.1	NP_001371350.1, NP_001371357.1, NP_001371356.1, NP_001371351.1, NP_056393.2, NP_001371349.1, XP_005258776.1, NP_001107565.1, NP_001371352.1, NP_001371364.1, NP_001371365.1, NP_001371353.1, NP_001371355.1, NP_001371354.1
OG0001276	XP_045669661.1, XP_045669660.1	NP_004099.2, NP_056652.1, XP_011516694.1, NP_001994.2
OG0001276	XP_045638589.1	NP_003656.2
OG0001277	XP_045650354.1	NP_000791.1, NP_001244135.1
OG0001278	XP_045650334.1	XP_005268550.1, NP_001357416.1, NP_065819.1, NP_001357415.1
OG0001279	XP_045652322.1, XP_045652321.1, XP_045652323.1	NP_115656.1, XP_047273783.1, NP_001124507.1, NP_001124508.1
OG0001280	XP_045669026.1, XP_045669027.1, XP_045669028.1	XP_024305746.1
OG0001281	XP_045651120.1	NP_001015.1
OG0001282	XP_045639658.1	XP_011538389.1, NP_003010.4
OG0001283	XP_045639619.1	NP_001256971.1
OG0001284	XP_045659621.1	NP_001309906.1
OG0001284	XP_045658860.1	XP_047281762.1
OG0001285	XP_045643350.1, XP_045643351.1, XP_045643352.1, XP_045643349.1	NP_036475.3
OG0001286	XP_045659847.1	NP_001092878.1, NP_001362291.1
OG0001286	XP_045648203.1	NP_001124151.1
OG0001287	XP_045653953.1, XP_045653954.1	NP_008849.2, NP_001020127.1
OG0001288	XP_045660855.1	NP_694563.1
OG0001289	XP_045634078.1	XP_016879710.1
OG0001289	XP_045634135.1	NP_060712.2
OG0001290	XP_045659358.1, XP_045659357.1	NP_001025056.1, XP_005244858.1
OG0001291	XP_045659443.1	NP_536356.3
OG0001291	XP_045646408.1	NP_612146.1
OG0001292	XP_045666229.1, XP_045666228.1	NP_001131147.1
OG0001293	XP_045641978.1	NP_001073886.1
OG0001294	XP_045632724.1	NP_009062.2
OG0001294	XP_045640506.1, XP_045640503.1, XP_045640499.1, XP_045640504.1	NP_001289038.1
OG0001295	XP_045643591.1, XP_045643590.1, XP_045643588.1, XP_045643589.1, XP_045643585.1, XP_045643586.1	NP_001277486.1, NP_001277482.1, NP_057083.2, NP_001277558.1, XP_047277915.1
OG0001296	XP_045643707.1	NP_001392797.1, NP_001392796.1, NP_001180267.1, NP_001392821.1, NP_001392818.1, NP_001392794.1, NP_001392793.1, NP_001392795.1, NP_001392800.1, NP_005440.1, NP_001392791.1, NP_001392792.1, NP_001392817.1, XP_047290287.1, NP_001392815.1, NP_001392819.1, NP_001135945.1, NP_001392820.1, NP_001392816.1
OG0001297	XP_045664746.1	NP_066926.1
OG0001298	XP_045658723.1	NP_001269898.1, NP_001269897.1, NP_001124180.1, NP_001269899.1, XP_005268028.1, NP_001124178.1, NP_068763.2
OG0001299	XP_045659765.1	XP_006717305.1, NP_001381130.1, NP_003077.2, NP_001381131.1, NP_001381132.1
OG0001300	XP_045669647.1, XP_045669648.1, XP_045669649.1, XP_045669646.1, XP_045669645.1	NP_055626.3, XP_005263468.1
OG0001301	XP_045626966.1	NP_001116144.1, NP_001339920.1, NP_001339922.1, NP_001339919.1, NP_004050.3, NP_001116143.1, NP_001339917.1, NP_001339921.1, NP_001339918.1, NP_001339928.1, NP_001339923.1, NP_001274319.1, NP_001339924.1, NP_001339925.1, NP_001339926.1, NP_001339927.1
OG0001302	XP_045671415.1	NP_055653.2, XP_024308080.1
OG0001303	XP_045644057.1	XP_011531296.1
OG0001304	XP_045650772.1, XP_045650773.1	NP_001157951.1
OG0001305	XP_045650536.1	XP_011541872.1, NP_001032722.1, NP_071909.1
OG0001306	XP_045656236.1	NP_004350.1
OG0001306	XP_045636767.1	NP_060281.2, XP_005251553.1
OG0001308	XP_045651464.1	NP_001341.1, NP_001135441.1, NP_001241646.1, XP_005248917.1, NP_001135442.1
OG0001309	XP_045632955.1, XP_045632956.1, XP_045632954.1	NP_001161299.2
OG0001310	XP_045632946.1, XP_045632948.1, XP_045632945.1, XP_045632947.1	NP_001371471.1, NP_001273483.1, NP_061031.2
OG0001311	XP_045656798.1	NP_958930.1, NP_001275964.1, NP_958931.1, NP_958929.1, NP_001275963.1, NP_612352.1
OG0001312	XP_045661130.1	NP_620061.2
OG0001312	XP_045649659.1	NP_000282.1
OG0001313	XP_045659011.1	NP_001265597.1, NP_001265595.1, NP_001265596.1, NP_899050.1, NP_057361.3
OG0001314	XP_045666721.1	NP_000994.1
OG0001315	XP_045648989.1, XP_045648983.1, XP_045648986.1, XP_045648985.1, XP_045648991.1, XP_045648987.1, XP_045648990.1, XP_045648984.1	XP_016868264.1, NP_620126.2
OG0001316	XP_045655627.1, XP_045655628.1	XP_024304574.1, NP_067652.1
OG0001317	XP_045635556.1, XP_045635555.1, XP_045635557.1	NP_001035858.1, NP_001354967.1, NP_001333390.1, NP_001333389.1, NP_001333391.1, NP_001354971.1, NP_001333386.1, NP_057206.2, XP_011536726.1, NP_001354966.1, NP_001333388.1, NP_001333387.1, NP_001354969.1, NP_001354968.1, NP_001354970.1
OG0001318	XP_045654839.1	XP_016863161.1, NP_009011.1
OG0001319	XP_045648298.1, XP_045648306.1	NP_060854.2, NP_001186506.1, NP_001290559.1
OG0001320	XP_045648314.1, XP_045648301.1, XP_045648302.1, XP_045648300.1, XP_045648299.1	NP_694968.1
OG0001321	XP_045641737.1, XP_045641736.1	NP_001107829.1
OG0001322	XP_045663070.1	NP_872431.5, NP_001123481.3, XP_005262670.1
OG0001323	XP_045644336.1	NP_115557.1, NP_001128504.1, NP_001356454.1, NP_001356453.1
OG0001324	XP_045646561.1, XP_045646560.1, XP_045646559.1, XP_045646562.1	NP_859530.1, NP_071358.1, XP_011507753.1
OG0001325	XP_045646510.1, XP_045646509.1	NP_001291692.1, NP_065883.1, NP_001291693.1, XP_047282118.1
OG0001326	XP_045649445.1, XP_045649446.1	NP_001350268.1
OG0001327	XP_045649423.1, XP_045649421.1	NP_001358283.1, NP_001358282.1, NP_061332.2, NP_001350412.1, NP_001358284.1, NP_001350411.1, NP_001358286.1, NP_001008405.1, NP_001358293.1, NP_001358285.1
OG0001328	XP_045664483.1, XP_045664484.1, XP_045664485.1	NP_000602.1, NP_001120695.1, NP_976076.1, NP_001120697.1, NP_001120698.1, NP_976075.1, NP_976074.1, NP_001120699.1
OG0001329	XP_045664726.1	XP_047282856.1
OG0001330	XP_045626758.1	NP_001291288.1
OG0001330	XP_045626757.1	NP_002449.2
OG0001331	XP_045626658.1	NP_001302430.1, NP_899056.2, XP_047282989.1, NP_002546.3, NP_001302431.1
OG0001332	XP_045631739.1	XP_005274088.1, NP_000911.2, NP_071504.2, NP_001035806.1
OG0001333	XP_045631627.1, XP_045631626.1	NP_612377.4
OG0001334	XP_045668240.1	NP_001336162.1, NP_001129503.2, NP_001336163.1, NP_001336166.1, NP_006386.1, NP_001336161.1, NP_001336164.1, NP_001138384.1, NP_001336165.1, NP_001336167.1, XP_006712994.1
OG0001335	XP_045634331.1	NP_996985.2
OG0001336	XP_045656202.1, XP_045656203.1, XP_045656205.1, XP_045656204.1	XP_005259570.1, NP_005215.1
OG0001337	XP_045654208.1	NP_001335234.1, NP_001335236.1, NP_001335235.1, NP_001335240.1, NP_060194.1, NP_001127841.1, NP_001335239.1, NP_001335230.1, NP_001335231.1, NP_001335233.1, NP_001335237.1, NP_001335238.1, NP_001335229.1, NP_001335228.1, NP_001335232.1, NP_001269620.1, NP_001335227.1, NP_001335226.1, XP_005265596.1, NP_006300.1
OG0001338	XP_045664553.1	XP_011527712.1, NP_739580.1, NP_055552.1
OG0001339	XP_045664027.1	NP_068598.1
OG0001340	XP_045653005.1	NP_699202.1, XP_016875923.1
OG0001341	XP_045653030.1, XP_045653031.1, XP_045653032.1, XP_045653034.1	NP_005968.1
OG0001343	XP_045647167.1	NP_001336825.1, NP_071364.4, NP_001336830.1, XP_011528788.1, NP_001336829.1, NP_001336833.1, NP_001336834.1, NP_001336831.1, NP_001336832.1, NP_001397761.1, NP_001336828.1, NP_001336827.1, NP_690054.1
OG0001344	XP_045647338.1	NP_001410402.1, NP_001410401.1, NP_001271214.1, NP_001410403.1, NP_001410406.1, NP_001271215.1, NP_001410405.1, NP_001410404.1
OG0001345	XP_045657170.1	NP_001265319.1
OG0001346	XP_045657144.1, XP_045657145.1, XP_045657143.1	NP_001137314.1, XP_024304950.1, NP_076961.1, NP_001137313.1, NP_001137315.1
OG0001347	XP_045656818.1, XP_045656820.1, XP_045656819.1	NP_001129495.1
OG0001348	XP_045658832.1	NP_005054.3
OG0001349	XP_045658857.1	NP_001381880.1, NP_001381881.1, NP_001305029.1, XP_047281806.1, NP_115805.1, NP_001305028.1, NP_001381879.1
OG0001350	XP_045659044.1, XP_045659043.1	NP_001311265.1
OG0001351	XP_045659062.1	NP_001231878.1, XP_005270055.1, NP_065969.3
OG0001352	XP_045626885.1	NP_001288100.2
OG0001352	XP_045668213.1	NP_001380966.1, NP_001380968.1, NP_001288097.2, XP_047289240.1, NP_001380967.1, NP_001288098.2, NP_001380969.1, NP_001288099.2, NP_001380973.1, NP_001380971.1
OG0001353	XP_045651158.1	NP_001135915.1
OG0001354	XP_045655185.1, XP_045655186.1	NP_001135943.1, NP_065128.2, XP_005263205.1
OG0001355	XP_045668600.1, XP_045668599.1, XP_045668597.1, XP_045668598.1, XP_045668602.1, XP_045668601.1, XP_045668603.1	XP_016862730.1, NP_079439.2
OG0001356	XP_045668580.1, XP_045668578.1	NP_976060.1, NP_004042.1, NP_976059.1, XP_011511369.1
OG0001357	XP_045667606.1, XP_045667608.1, XP_045667607.1	NP_001137438.1, NP_001305735.1, NP_001137437.1, NP_057579.1, NP_001137436.1, NP_001305734.1, NP_001245386.1, NP_001305738.1
OG0001358	XP_045662298.1, XP_045662299.1, XP_045662300.1	NP_001122400.1, XP_024308643.1, NP_002185.1
OG0001361	XP_045643082.1	NP_085127.2
OG0001362	XP_045646404.1, XP_045646407.1, XP_045646405.1	NP_004674.1
OG0001364	XP_045645507.1	NP_114113.1
OG0001365	XP_045658376.1, XP_045658375.1, XP_045658377.1	NP_001243376.1, NP_005736.3, NP_001132913.1, NP_001132929.1
OG0001366	XP_045652198.1	NP_803182.1, NP_957516.1, NP_055414.2
OG0001367	XP_045640761.1	NP_789793.1, NP_002954.2
OG0001372	XP_045644902.1	NP_000889.3, XP_016885013.1
OG0001372	XP_045644903.1	NP_000231.1
OG0001373	XP_045631799.1	NP_001008709.1
OG0001373	XP_045657664.1	XP_011536806.1
OG0001374	XP_045644128.1, XP_045644127.1	NP_001144.1, NP_001307627.1, NP_001352425.1, XP_016859432.1
OG0001375	XP_045644485.1	NP_055117.1
OG0001376	XP_045634129.1	NP_001340158.1
OG0001377	XP_045646862.1	NP_000967.1
OG0001378	XP_045636242.1	NP_001530.1
OG0001380	XP_045654143.1	NP_001374774.1, NP_001342216.1, NP_001342212.1, NP_001374775.1, NP_001291217.1
OG0001381	XP_045637660.1	NP_005792.1
OG0001381	XP_045654137.1	NP_005866.1
OG0001383	XP_045645572.1	NP_000230.1
OG0001384	XP_045640609.1, XP_045640605.1	NP_001004473.1
OG0001384	XP_045640228.1	NP_001004476.1
OG0001385	XP_045639809.1	NP_006262.1
OG0001386	XP_045649563.1, XP_045649562.1	XP_047276279.1, NP_001001802.2, NP_001005287.1, XP_047299099.1
OG0001387	XP_045642984.1	NP_001005284.2
