Orthogroup	Ursus_americanus	Microcebus_murinus
OG0001244	XP_045632611.1	XP_020142091.1
OG0001244	XP_045632612.1, XP_045632575.1	XP_012592492.1, XP_012592493.1
OG0001244	XP_045632610.1	XP_012592495.1
OG0001245	XP_045644545.1, XP_045644546.1	XP_012634658.1, XP_012634662.1, XP_012634661.1, XP_012634660.1
OG0001246	XP_045656461.1	XP_012596854.1, XP_012596851.1, XP_012596856.1, XP_012596850.1, XP_012596857.1, XP_012596853.1, XP_012596852.1
OG0001247	XP_045640246.1	XP_012624048.1
OG0001248	XP_045630239.1	XP_012610811.1, XP_012610812.1
OG0001249	XP_045655828.1	XP_012606091.1
OG0001249	XP_045646461.1	XP_012640292.1
OG0001250	XP_045656638.1	XP_012640266.1
OG0001251	XP_045649785.1	XP_012605869.1
OG0001252	XP_045634022.1, XP_045634021.1	XP_012607212.1
OG0001253	XP_045664547.1	XP_020142123.1
OG0001254	XP_045636330.1	XP_012624490.1
OG0001254	XP_045666566.1	XP_012623805.1
OG0001255	XP_045665753.1, XP_045665754.1, XP_045665755.1	XP_012638604.1, XP_012638596.1, XP_012638615.1
OG0001256	XP_045650940.1	XP_012645398.1
OG0001257	XP_045671156.1	XP_012632034.1, XP_012632037.1, XP_012632036.1
OG0001258	XP_045654569.1, XP_045654741.1, XP_045654740.1	XP_012639107.1, XP_012639109.1, XP_012639106.1, XP_012639108.1, XP_012639110.1
OG0001259	XP_045632708.1, XP_045632707.1	XP_012617095.1
OG0001260	XP_045660690.1	XP_012598427.1
OG0001262	XP_045634577.1, XP_045658512.1	XP_020139466.1
OG0001263	XP_045639504.1, XP_045639503.1, XP_045639502.1, XP_045639501.1	XP_012643483.1
OG0001264	XP_045666233.1	XP_012610770.1
OG0001264	XP_045666220.1	XP_012610370.1
OG0001265	XP_045651432.1	XP_012602233.1, XP_012602231.1
OG0001266	XP_045657968.1	XP_012643088.1
OG0001267	XP_045652418.1, XP_045632508.1, XP_045652413.1	XP_020143018.1
OG0001268	XP_045627913.1, XP_045638816.1, XP_045638832.1, XP_045638705.1, XP_045638724.1	XP_012641950.1, XP_012641895.1
OG0001269	XP_045638695.1, XP_045638697.1	XP_012641903.1, XP_020142441.1, XP_012641904.2, XP_012641957.2
OG0001270	XP_045632293.1	XP_020139189.1
OG0001271	XP_045664397.1	XP_012616638.1
OG0001271	XP_045646206.1	XP_012635442.1
OG0001272	XP_045632734.1	XP_012594650.1
OG0001272	XP_045628153.1	XP_012617013.1
OG0001273	XP_045629095.1	XP_012616713.1
OG0001274	XP_045641630.1, XP_045641625.1, XP_045641619.1, XP_045641627.1	XP_012630105.1
OG0001275	XP_045652139.1	XP_012630588.2
OG0001276	XP_045669661.1, XP_045669660.1	XP_012637564.1
OG0001276	XP_045638589.1	XP_012606026.1
OG0001277	XP_045650354.1	XP_012604244.1, XP_012604238.1, XP_012604240.1, XP_012604241.1, XP_020137922.1, XP_012604239.1, XP_012604245.1, XP_012604243.1
OG0001278	XP_045650334.1	XP_012604376.1, XP_012604377.1
OG0001279	XP_045652322.1, XP_045652321.1, XP_045652323.1	XP_012622277.1, XP_012622276.1
OG0001280	XP_045669026.1, XP_045669027.1, XP_045669028.1	XP_012618722.1, XP_012618718.1, XP_012618719.1, XP_012618721.1, XP_020144702.1, XP_012618720.1
OG0001281	XP_045641658.1, XP_045651120.1	XP_012628364.1
OG0001282	XP_045639658.1	XP_012617945.1
OG0001283	XP_045639619.1	XP_012617964.1, XP_012617961.1, XP_012617962.1, XP_012617963.1
OG0001284	XP_045659621.1	XP_020139806.1
OG0001284	XP_045658860.1	XP_012624543.1
OG0001285	XP_045643350.1, XP_045643351.1, XP_045643352.1, XP_045643349.1	XP_012595837.1
OG0001286	XP_045648203.1	XP_012593876.1
OG0001287	XP_045653953.1, XP_045653954.1	XP_012645351.1, XP_012645350.1, XP_012645352.1, XP_012645348.1, XP_012645353.1, XP_012645349.1, XP_012645346.1
OG0001288	XP_045660855.1	XP_012634826.1
OG0001289	XP_045634078.1, XP_045634189.1	XP_020136820.1
OG0001289	XP_045634135.1	XP_012603390.1
OG0001290	XP_045659358.1, XP_045659357.1	XP_012631864.1, XP_020136977.1, XP_012631865.1
OG0001291	XP_045659443.1	XP_012631249.1
OG0001291	XP_045646408.1	XP_012611007.1
OG0001292	XP_045666229.1, XP_045666228.1	XP_012597885.1, XP_012597886.1
OG0001293	XP_045641978.1	XP_012619648.2, XP_012619643.2, XP_012619647.2, XP_012619646.2, XP_012619650.2, XP_012619644.2, XP_012619645.2, XP_012619649.2
OG0001294	XP_045632724.1	XP_020140811.1
OG0001294	XP_045640506.1, XP_045640503.1, XP_045640499.1, XP_045640504.1	XP_012599164.1
OG0001295	XP_045643591.1, XP_045643590.1, XP_045643588.1, XP_045643589.1, XP_045643585.1, XP_045643586.1	XP_012603866.1
OG0001296	XP_045643707.1	XP_020139907.1
OG0001297	XP_045664746.1	XP_020141816.1, XP_012635757.1
OG0001298	XP_045658723.1	XP_012608231.1, XP_012608230.1, XP_012608229.1, XP_012608228.1
OG0001299	XP_045659765.1	XP_012637507.1, XP_012637506.1, XP_012637509.1, XP_012637508.1, XP_012637505.1
OG0001300	XP_045669647.1, XP_045669648.1, XP_045669649.1, XP_045669646.1, XP_045669645.1	XP_012611037.2, XP_012637547.1
OG0001301	XP_045626966.1	XP_012627622.1
OG0001302	XP_045671415.1	XP_012645040.1, XP_012645038.1, XP_012645039.1, XP_012645041.1
OG0001303	XP_045644057.1	XP_012620370.1
OG0001304	XP_045650772.1, XP_045650773.1	XP_012590960.1
OG0001305	XP_045650536.1	XP_012604261.1, XP_012604260.1, XP_012604262.1, XP_012604258.1, XP_012604257.1, XP_012604259.1
OG0001306	XP_045656236.1	XP_012601344.1
OG0001306	XP_045636767.1	XP_012625612.1
OG0001308	XP_045651464.1	XP_012646802.1, XP_012646803.1, XP_012646805.1, XP_020142533.1, XP_012646804.1
OG0001309	XP_045632955.1, XP_045632956.1, XP_045632954.1	XP_012628713.1, XP_012628715.1, XP_012628716.1, XP_012628712.1, XP_012628714.1
OG0001310	XP_045632946.1, XP_045632948.1, XP_045632945.1, XP_045632947.1	XP_020142606.1
OG0001311	XP_045656798.1	XP_012628605.1
OG0001312	XP_045661130.1	XP_012616349.1
OG0001312	XP_045649659.1	XP_012610797.1
OG0001313	XP_045659011.1	XP_020142722.1, XP_012606825.1, XP_012606824.1
OG0001314	XP_045666721.1	XP_012623799.1
OG0001315	XP_045648989.1, XP_045648983.1, XP_045648986.1, XP_045648985.1, XP_045648991.1, XP_045648987.1, XP_045648990.1, XP_045648984.1	XP_012628774.1, XP_012628773.1
OG0001316	XP_045655627.1, XP_045655628.1	XP_020145295.1, XP_012604002.1
OG0001317	XP_045635556.1, XP_045635555.1, XP_045635557.1	XP_012630729.1, XP_012630730.1
OG0001318	XP_045654839.1	XP_012639221.1
OG0001319	XP_045648298.1, XP_045648306.1	XP_020145255.1, XP_012641595.1
OG0001320	XP_045648314.1, XP_045648301.1, XP_045648302.1, XP_045648300.1, XP_045648299.1	XP_012641587.2, XP_012641589.2, XP_012641588.2, XP_012641586.2, XP_012641585.2
OG0001321	XP_045641737.1, XP_045641736.1	XP_012640387.1, XP_012640386.1, XP_012640385.1
OG0001322	XP_045663070.1	XP_012610892.1, XP_012610894.1, XP_012610895.1, XP_012610893.1
OG0001323	XP_045644336.1	XP_020141926.1
OG0001324	XP_045646561.1, XP_045646560.1, XP_045646559.1, XP_045646562.1	XP_012622962.1, XP_012622960.1, XP_012622961.1, XP_012622963.1, XP_012622959.1
OG0001325	XP_045646510.1, XP_045646509.1	XP_012623011.1
OG0001326	XP_045649445.1, XP_045649446.1	XP_012633046.1, XP_012633047.1
OG0001327	XP_045649423.1, XP_045649421.1	XP_012601620.1, XP_012601630.1, XP_012601627.1
OG0001328	XP_045664483.1, XP_045664484.1, XP_045664485.1	XP_012595339.1
OG0001329	XP_045664726.1	XP_012645841.1, XP_012645849.1, XP_012645834.1
OG0001330	XP_045626758.1	XP_020142401.1, XP_020140837.1
OG0001330	XP_045626757.1	XP_020142400.1
OG0001331	XP_045626658.1	XP_012613172.1
OG0001332	XP_045631739.1	XP_012613045.1
OG0001333	XP_045631627.1, XP_045631626.1	XP_012633566.1, XP_012633567.1, XP_012633565.1
OG0001334	XP_045668240.1	XP_012640688.1
OG0001335	XP_045634331.1	XP_020135862.1
OG0001336	XP_045656202.1, XP_045656203.1, XP_045656205.1, XP_045656204.1	XP_012601270.1, XP_012601269.1
OG0001337	XP_045654208.1	XP_012600840.1
OG0001338	XP_045664553.1	XP_012610612.1
OG0001339	XP_045664027.1	XP_012610640.2, XP_020137433.1, XP_020137434.1
OG0001340	XP_045653005.1	XP_012599499.1
OG0001341	XP_045653030.1, XP_045653031.1, XP_045653032.1, XP_045653034.1	XP_012633992.1, XP_012633991.1, XP_012633990.1
OG0001342	XP_045632563.1, XP_045632550.1, XP_045632576.1	XP_012633821.1
OG0001343	XP_045647167.1	XP_020138556.1
OG0001344	XP_045647338.1	XP_012619411.1
OG0001345	XP_045657170.1	XP_012605510.1, XP_012605073.1, XP_012605159.1
OG0001346	XP_045657144.1, XP_045657145.1, XP_045657143.1	XP_012609735.1
OG0001347	XP_045656818.1, XP_045656820.1, XP_045656819.1	XP_012619873.1, XP_020143020.1, XP_012619882.1, XP_012619886.1, XP_012619890.1
OG0001348	XP_045658832.1	XP_012624121.1
OG0001349	XP_045658857.1	XP_012624479.1
OG0001350	XP_045659044.1, XP_045659043.1	XP_012626692.1, XP_012626713.1, XP_012626702.1, XP_012626722.1
OG0001351	XP_045659062.1	XP_012627032.1, XP_012627023.1, XP_012627041.1
OG0001352	XP_045668213.1	XP_012622163.1
OG0001353	XP_045651158.1	XP_012590944.1
OG0001354	XP_045655185.1, XP_045655186.1	XP_012634472.1, XP_012634474.1, XP_012634477.1, XP_012634476.1, XP_012634473.1, XP_012634475.1
OG0001355	XP_045668600.1, XP_045668599.1, XP_045668597.1, XP_045668598.1, XP_045668602.1, XP_045668601.1, XP_045668603.1	XP_012635772.1, XP_012635770.1, XP_012635771.1
OG0001356	XP_045668580.1, XP_045668578.1	XP_012635751.1, XP_012635755.1, XP_012635753.1, XP_012635750.1, XP_012635754.1, XP_012635749.1, XP_012635752.1
OG0001357	XP_045667606.1, XP_045667608.1, XP_045667607.1	XP_012608964.1, XP_012608963.1, XP_012608962.1
OG0001358	XP_045662298.1, XP_045662299.1, XP_045662300.1	XP_012632342.1
OG0001361	XP_045643082.1	XP_012640049.1
OG0001362	XP_045646404.1, XP_045646407.1, XP_045646405.1	XP_012605183.1, XP_012605185.1, XP_012605188.1, XP_012605187.1, XP_012605186.1
OG0001364	XP_045645507.1	XP_012620215.1
OG0001365	XP_045658376.1, XP_045658375.1, XP_045658377.1	XP_012612663.1, XP_012612661.1, XP_012612664.1, XP_012612662.1
OG0001366	XP_045652198.1	XP_020140755.1
OG0001367	XP_045640761.1	XP_012646625.1, XP_012646626.1
OG0001372	XP_045644902.1	XP_012609510.1
OG0001372	XP_045644903.1	XP_012609511.1
OG0001373	XP_045631799.1	XP_012613002.1
OG0001373	XP_045657664.1	XP_012593906.2
OG0001374	XP_045644128.1, XP_045644127.1	XP_012605564.1
OG0001375	XP_045644485.1	XP_012631049.1
OG0001376	XP_045634129.1	XP_012595398.1, XP_020136574.1, XP_020136577.1, XP_020136582.1, XP_020136581.1, XP_020136583.1, XP_020136579.1, XP_020136575.1, XP_020136576.1, XP_020136578.1, XP_012593406.2, XP_020136584.1, XP_020136580.1
OG0001377	XP_045636724.1	XP_020145085.1
OG0001378	XP_045636242.1	XP_012599826.1
OG0001380	XP_045654143.1	XP_012628945.1, XP_012605250.1, XP_012625646.1, XP_012646618.1
OG0001381	XP_045637660.1	XP_012621222.1
OG0001381	XP_045654137.1	XP_012625657.1
OG0001382	XP_045655204.1, XP_045636954.1	XP_012626347.1
OG0001383	XP_045645572.1	XP_012644168.1
OG0001384	XP_045640609.1, XP_045640605.1	XP_012604155.1
OG0001384	XP_045640228.1	XP_012604157.1
OG0001385	XP_045646610.1	XP_012623087.2
OG0001385	XP_045639809.1	XP_012646731.1
OG0001386	XP_045649563.1, XP_045649562.1	XP_012623593.2, XP_012623592.2, XP_020145271.1
OG0001387	XP_045642984.1	XP_012602164.1
OG0001388	XP_045638679.1	XP_012620143.1
OG0001389	XP_045652414.1, XP_045656716.1	XP_012610244.1
OG0001390	XP_045653542.1	XP_020142345.1, XP_012607936.1
OG0001391	XP_045647133.1, XP_045647134.1	XP_012627259.1, XP_012627258.1, XP_012627257.1, XP_012627261.1, XP_012627260.1
OG0001392	XP_045671360.1, XP_045671337.1	XP_012641865.1
OG0001393	XP_045629903.1	XP_012614844.1
OG0001394	XP_045658359.1	XP_012615321.1
OG0001394	XP_045629518.1, XP_045629520.1	XP_012634145.1, XP_012634044.2, XP_012634080.1
OG0001395	XP_045652187.1	XP_012627989.2
OG0001396	XP_045645254.1	XP_012631020.1
OG0001397	XP_045642278.1	XP_020138990.1
OG0001398	XP_045652076.1, XP_045652077.1	XP_012630694.1
OG0001399	XP_045631317.1	XP_012632773.1
OG0001400	XP_045650351.1, XP_045650352.1	XP_012604237.1, XP_012604235.1, XP_012604234.1, XP_012604236.1
OG0001401	XP_045651025.1	XP_012629633.1
OG0001401	XP_045627423.1	XP_012595157.1
OG0001402	XP_045638347.1	XP_012605998.1
OG0001403	XP_045638357.1	XP_012605917.1, XP_012605918.1
OG0001404	XP_045647894.1	XP_012643232.1
OG0001404	XP_045638516.1	XP_020136590.1
OG0001405	XP_045660396.1, XP_045660395.1, XP_045660397.1	XP_012594870.1, XP_012594872.1, XP_020141695.1, XP_012594873.1, XP_012594874.1
OG0001406	XP_045665798.1	XP_012639164.1, XP_012639183.1, XP_012639153.1, XP_012639192.1, XP_012639173.1
OG0001407	XP_045669057.1	XP_020144664.1
OG0001408	XP_045668979.1, XP_045668981.1	XP_012618676.1, XP_012618675.1, XP_012618674.1
OG0001409	XP_045653581.1, XP_045653578.1, XP_045653579.1	XP_012608007.1, XP_012607922.1
OG0001410	XP_045653979.1	XP_012638760.2, XP_012611346.2, XP_012638757.1
OG0001411	XP_045660833.1	XP_012634798.1
OG0001411	XP_045658466.1	XP_012632202.1
OG0001412	XP_045652017.1, XP_045652015.1, XP_045652014.1, XP_045652016.1	XP_012602022.1, XP_012602023.1
OG0001413	XP_045670867.1	XP_012597815.1, XP_012597816.1
OG0001414	XP_045629841.1, XP_045629840.1, XP_045629839.1, XP_045629842.1	XP_012614653.1, XP_012614654.1
OG0001415	XP_045629332.1	XP_012592155.1
OG0001415	XP_045640542.1	XP_020136974.1
OG0001416	XP_045657545.1	XP_012607024.1
OG0001417	XP_045642052.1, XP_045642051.1	XP_012619572.1, XP_012619571.1
OG0001418	XP_045669243.1, XP_045669248.1, XP_045669250.1, XP_045669249.1, XP_045669246.1, XP_045669247.1, XP_045669244.1	XP_012614867.1, XP_012614865.1, XP_012614866.1
OG0001419	XP_045629365.1	XP_012593332.1
OG0001419	XP_045669204.1	XP_012614566.1
OG0001420	XP_045669236.1	XP_012614547.1
OG0001421	XP_045642008.1, XP_045642007.1	XP_012619599.1
OG0001422	XP_045631186.1	XP_012635564.1, XP_012635566.1
OG0001423	XP_045632407.1	XP_012635622.1
OG0001423	XP_045670492.1	XP_012602717.1
OG0001424	XP_045657998.1	XP_020144484.1
OG0001425	XP_045643731.1	XP_012616295.1, XP_012616289.1
OG0001426	XP_045631398.1	XP_012602534.1
OG0001426	XP_045652954.1	XP_012606694.1
OG0001427	XP_045640158.1	XP_012623149.1, XP_012623147.1
OG0001428	XP_045661454.1, XP_045670002.1, XP_045670001.1	XP_012595563.1
OG0001429	XP_045646070.1, XP_045646071.1, XP_045646069.1	XP_012625295.1, XP_020138033.1, XP_012625293.1, XP_012625297.1, XP_012625294.1
OG0001430	XP_045646658.1	XP_012613622.1
OG0001430	XP_045655241.1	XP_012602013.1
OG0001431	XP_045633114.1	XP_012601862.1, XP_012601860.1, XP_012601859.1, XP_012601861.1
OG0001432	XP_045655265.1	XP_020141244.1
OG0001433	XP_045670461.1	XP_012611703.1
OG0001434	XP_045669995.1	XP_012642240.1, XP_012642238.1, XP_012642239.1
OG0001435	XP_045670085.1	XP_012642156.1
OG0001436	XP_045628975.1	XP_012636241.1
OG0001436	XP_045669307.1	XP_012614816.1
OG0001437	XP_045629487.1, XP_045629485.1	XP_012606998.1, XP_012607672.1
OG0001438	XP_045645840.1	XP_012609035.1
OG0001439	XP_045645604.1	XP_020143129.1, XP_020143131.1, XP_020143130.1
OG0001440	XP_045635582.1	XP_012628233.1
OG0001441	XP_045644086.1, XP_045644087.1	XP_012605635.1
OG0001442	XP_045657043.1, XP_045657051.1	XP_012628575.1, XP_012628576.1
OG0001443	XP_045657317.1, XP_045657327.1, XP_045657321.1	XP_012598845.1
OG0001444	XP_045633275.1	XP_012615468.1, XP_012615467.1
OG0001445	XP_045630301.1	XP_012634052.1
OG0001446	XP_045648811.1, XP_045648812.1, XP_045648813.1	XP_012601232.1, XP_012601213.1, XP_012601205.1, XP_012601243.1, XP_012601252.1, XP_012601222.1
OG0001447	XP_045638487.1	XP_012620745.1, XP_012620742.1, XP_012620741.1, XP_012620743.1, XP_012620746.1, XP_012620744.1
OG0001448	XP_045638341.1	XP_012620771.1
OG0001449	XP_045648420.1	XP_012623495.1, XP_020145287.1
OG0001450	XP_045635105.1	XP_012632822.1
OG0001452	XP_045665185.1	XP_012643673.1
OG0001453	XP_045626726.1	XP_012624989.1
OG0001454	XP_045631765.1, XP_045631764.1	XP_012633618.1, XP_012633617.1
OG0001455	XP_045663206.1	XP_012626925.1, XP_012626923.1, XP_012626927.1, XP_012626921.1, XP_012626924.1, XP_012626926.1, XP_020135948.1, XP_020135949.1
OG0001456	XP_045630392.1	XP_012646123.1, XP_012646124.1, XP_012646125.1
OG0001457	XP_045632699.1	XP_012617059.2
OG0001457	XP_045632700.1	XP_012617051.1
OG0001458	XP_045643056.1	XP_012612480.1
OG0001459	XP_045652829.1	XP_012638099.1
OG0001459	XP_045655990.1	XP_012602973.1
OG0001460	XP_045666958.1	XP_012603842.1, XP_012603843.1, XP_012603841.1
OG0001461	XP_045654100.1	XP_012625710.1, XP_012625708.1, XP_012625711.1
OG0001462	XP_045650937.1, XP_045650927.1, XP_045650918.1, XP_045650946.1	XP_020137325.1, XP_020137328.1, XP_020137327.1, XP_020137326.1, XP_012628378.1
OG0001463	XP_045650178.1	XP_012647075.1
OG0001464	XP_045650118.1, XP_045650119.1, XP_045650117.1	XP_012604961.1
OG0001465	XP_045647306.1	XP_012619364.1
OG0001465	XP_045647299.1	XP_012619362.1
OG0001466	XP_045633495.1, XP_045633461.1, XP_045633431.1, XP_045633477.1, XP_045633468.1, XP_045633454.1, XP_045633421.1, XP_045633442.1, XP_045633411.1, XP_045633504.1, XP_045633448.1, XP_045633485.1	XP_012637728.1
OG0001467	XP_045647255.1, XP_045647256.1	XP_012619323.1, XP_012619325.1, XP_012619326.1, XP_012619324.1
OG0001468	XP_045656963.1	XP_012618232.1
OG0001469	XP_045656682.1	XP_012619960.1, XP_012619970.1
OG0001470	XP_045644679.1	XP_012592431.1
OG0001471	XP_045665953.1	XP_012606549.1
OG0001472	XP_045665892.1	XP_012621602.1, XP_012621650.1, XP_012621616.1, XP_012621597.1, XP_012621632.1, XP_012621625.1, XP_012621589.1, XP_012621641.1, XP_012621604.1, XP_012621644.1, XP_012621610.1, XP_012621659.1
OG0001473	XP_045647574.1	XP_020140130.1
OG0001473	XP_045658831.1	XP_012624014.1
OG0001474	XP_045659138.1, XP_045659139.1, XP_045659140.1	XP_012627780.1
OG0001475	XP_045672278.1, XP_045672263.1, XP_045672271.1	XP_012621851.1
OG0001476	XP_045651101.1, XP_045651103.1, XP_045651102.1, XP_045651100.1	XP_012590885.1, XP_012590883.1, XP_012590882.1, XP_012590880.1, XP_012590881.1, XP_012590879.1
OG0001477	XP_045641457.1	XP_012636378.1, XP_012636381.1, XP_012636386.1, XP_012636385.1, XP_012636389.1, XP_012636387.1, XP_012636382.1, XP_012636388.1, XP_012636384.1, XP_012636383.1, XP_012636379.1, XP_012636380.1
OG0001478	XP_045669482.1, XP_045669483.1	XP_020140329.1, XP_020140328.1, XP_012638369.1
OG0001479	XP_045655045.1	XP_012635250.1, XP_012635247.1, XP_012635251.1, XP_012635248.1, XP_012635246.1, XP_012635249.1
OG0001480	XP_045647342.1, XP_045647350.1, XP_045647335.1	XP_020140940.1
OG0001481	XP_045668450.1	XP_012635904.1
OG0001482	XP_045667217.1	XP_012638233.2
OG0001483	XP_045659873.1	XP_012591750.1, XP_012591749.1, XP_012591748.1
OG0001484	XP_045636097.1	XP_012637361.1
OG0001485	XP_045662346.1, XP_045662345.1	XP_012632442.1, XP_012632444.1, XP_012632443.1, XP_012632445.1
OG0001486	XP_045631219.1, XP_045631220.1	XP_012597396.1
OG0001487	XP_045665537.1	XP_012629348.1
OG0001488	XP_045631794.1	XP_012612511.1, XP_012612512.1
OG0001490	XP_045644389.1	XP_012605239.1
OG0001491	XP_045655394.1	XP_012601083.2
OG0001492	XP_045649786.1	XP_012605893.1, XP_012609185.1
OG0001493	XP_045658741.1, XP_045658742.1, XP_045658738.1, XP_045658739.1, XP_045658740.1, XP_045658736.1	XP_012608152.1
OG0001499	XP_045652195.1	XP_012630564.1
OG0001502	XP_045654662.1, XP_045654661.1	XP_012591046.1, XP_012591049.1, XP_012591050.1, XP_012591047.1, XP_012591048.1
OG0001503	XP_045635204.1	XP_020138150.1
OG0001503	XP_045650650.1	XP_012617626.1
OG0001504	XP_045635856.1, XP_045635855.1, XP_045635853.1	XP_012609333.1, XP_012609334.1
OG0001505	XP_045667146.1, XP_045667143.1, XP_045667145.1	XP_012644272.1, XP_012644275.1, XP_012644273.1, XP_012644274.1, XP_012644270.1
OG0001507	XP_045654723.1, XP_045654726.1, XP_045654724.1, XP_045654725.1	XP_012639080.1, XP_012639078.1, XP_012639079.1, XP_012639077.1
OG0001508	XP_045634125.1	XP_012603445.1
OG0001508	XP_045634079.1	XP_012603413.1
OG0001509	XP_045652625.1	XP_012630524.1, XP_012630520.1, XP_012630525.1, XP_012630526.1, XP_012630522.1, XP_012630521.1, XP_012630523.1
OG0001510	XP_045667199.1	XP_012645076.1, XP_012645071.1, XP_012645072.1, XP_012645074.1, XP_012645073.1, XP_012645075.1, XP_012645068.1, XP_012645070.1
OG0001511	XP_045654883.1	XP_012639276.1, XP_012639274.1, XP_012639275.1
OG0001512	XP_045662797.1, XP_045662807.1	XP_012610390.1
OG0001513	XP_045637584.1	XP_012621234.1
OG0001513	XP_045637665.1	XP_012621226.1
OG0001514	XP_045649520.1	XP_020145515.1
OG0001514	XP_045648418.1	XP_012593851.1
OG0001515	XP_045639117.1, XP_045639118.1	XP_012615344.1
OG0001516	XP_045656048.1, XP_045656047.1, XP_045656049.1, XP_045656046.1	XP_012624833.1, XP_012624838.1, XP_012624834.1, XP_012624836.1
OG0001517	XP_045642857.1, XP_045642863.1, XP_045642422.1, XP_045642421.1	XP_012643319.1, XP_012643276.1, XP_012643277.2, XP_012643318.1
OG0001520	XP_045635017.1	XP_020140128.1, XP_012594015.1
OG0001521	XP_045638677.1	XP_012620137.1
OG0001521	XP_045638676.1	XP_012620142.1
OG0001522	XP_045629760.1, XP_045629823.1	XP_012596834.1
OG0001523	XP_045646086.1	XP_012600941.1
OG0001524	XP_045671108.1	XP_012601664.1, XP_012601665.1, XP_012601666.1, XP_012601662.1, XP_012601663.1
OG0001525	XP_045650856.1, XP_045628436.1	XP_012593230.1
OG0001526	XP_045630193.1, XP_045630194.1, XP_045630195.1	XP_012595412.1
OG0001527	XP_045670079.1	XP_012602942.1
OG0001528	XP_045660919.1	XP_012591625.1
OG0001528	XP_045645409.1	XP_012626309.1
OG0001529	XP_045670556.1	XP_012611726.1
OG0001529	XP_045628256.1	XP_012609820.1
OG0001530	XP_045632280.1	XP_020139072.1, XP_012616958.1, XP_012616957.1
OG0001531	XP_045658591.1	XP_012628939.1
OG0001531	XP_045632283.1	XP_012616928.1
OG0001532	XP_045668685.1	XP_012616818.1, XP_012616817.1
OG0001533	XP_045641682.1	XP_012630129.1, XP_012630130.1
OG0001534	XP_045650521.1, XP_045650522.1	XP_012604489.1
OG0001535	XP_045664234.1	XP_020145724.1, XP_020145728.1, XP_020145727.1, XP_020145730.1, XP_020145726.1, XP_020145729.1, XP_020145725.1
OG0001536	XP_045652208.1	XP_012629427.1, XP_012629456.1, XP_012629451.1, XP_012629419.1, XP_012629413.1, XP_012629407.1, XP_012629401.1, XP_012629445.1, XP_012629437.1
OG0001537	XP_045669014.1, XP_045669015.1	XP_012629654.1
OG0001538	XP_045630685.1	XP_012638874.1, XP_012638873.1, XP_020137384.1
OG0001539	XP_045652384.1	XP_020145686.1, XP_012593792.1
OG0001539	XP_045641587.1	XP_012642884.1
OG0001540	XP_045671880.1, XP_045671879.1	XP_012613729.2
OG0001541	XP_045639656.1	XP_012593728.1, XP_012593727.1, XP_012593730.1, XP_012593729.1
OG0001542	XP_045655054.1	XP_012635234.1
OG0001542	XP_045639163.1	XP_012615557.1
OG0001543	XP_045639159.1	XP_012620161.1, XP_012620162.1
OG0001544	XP_045648104.1	XP_012608462.1, XP_012608461.1, XP_012608463.1, XP_012608465.1, XP_012608466.1, XP_012608464.1
OG0001545	XP_045653949.1, XP_045653950.1, XP_045653952.1, XP_045653951.1	XP_012628952.1, XP_012628949.1, XP_012628951.1, XP_012628948.1, XP_012628950.1
OG0001546	XP_045653631.1	XP_012604205.1
OG0001547	XP_045650660.1, XP_045650661.1	XP_012617618.1, XP_012617616.1, XP_012617619.1, XP_012617617.1
OG0001548	XP_045660826.1	XP_012634604.1
OG0001549	XP_045658252.1	XP_020140832.1
OG0001550	XP_045658052.1	XP_012622644.1
OG0001551	XP_045659550.1	XP_012646925.1
OG0001552	XP_045628760.1	XP_012591183.1
OG0001552	XP_045662483.1	XP_012610128.1
OG0001553	XP_045670913.1	XP_012598017.1, XP_012598015.1, XP_012598016.1
OG0001554	XP_045641942.1, XP_045641941.1, XP_045641940.1	XP_012619695.1, XP_012619694.1
OG0001555	XP_045631196.1, XP_045631197.1	XP_012614812.1, XP_012614813.1, XP_012614814.1
OG0001556	XP_045643780.1	XP_012637190.1, XP_012637191.1, XP_012637192.1, XP_012637189.1, XP_012637188.1, XP_012637187.1
OG0001557	XP_045652852.1	XP_012606709.1
OG0001557	XP_045631827.1	XP_012612935.2
OG0001558	XP_045653835.1	XP_012606693.1
OG0001558	XP_045653056.1	XP_012606677.1
OG0001559	XP_045661828.1	XP_020144347.1
OG0001559	XP_045661827.1	XP_020144348.1
OG0001560	XP_045633151.1	XP_012601909.1
OG0001561	XP_045637728.1	XP_012598673.1
OG0001562	XP_045659778.1, XP_045659779.1, XP_045659776.1, XP_045659777.1	XP_012637526.1, XP_012637525.1
OG0001563	XP_045644071.1	XP_012620384.1
OG0001564	XP_045650909.1, XP_045650902.1	XP_012642849.1, XP_012594009.1
OG0001565	XP_045646644.1	XP_012594779.1
OG0001566	XP_045636489.1, XP_045636490.1	XP_012624436.1
OG0001567	XP_045656642.1	XP_012628633.1
OG0001568	XP_045658379.1	XP_012616319.1
OG0001569	XP_045660964.1	XP_012640069.1
OG0001569	XP_045660892.1	XP_012644222.1
OG0001570	XP_045651710.1	XP_012608748.1
OG0001570	XP_045661418.1	XP_012624581.1
OG0001571	XP_045654364.1	XP_012603857.1
OG0001572	XP_045627919.1, XP_045627920.1	XP_012606428.1
OG0001573	XP_045633198.1	XP_012608390.1
OG0001574	XP_045661825.1	XP_012617479.1, XP_012617478.1
OG0001575	XP_045653019.1	XP_012599496.1
