Orthogroup	Ursus_americanus	Echinops_telfairi
OG0000799	XP_045655443.1	XP_004699457.1
OG0000800	XP_045632438.1	XP_045141009.1
OG0000800	XP_045632410.1, XP_045632437.1	XP_045141015.1
OG0000801	XP_045632348.1	XP_004705792.1
OG0000803	XP_045640433.1, XP_045639972.1	XP_012860955.1, XP_012860954.1
OG0000804	XP_045640175.1, XP_045640173.1, XP_045640176.1, XP_045640174.1	XP_045150210.1
OG0000805	XP_045637866.1	XP_004696685.2, XP_004702939.1
OG0000806	XP_045671772.1	XP_045144043.1
OG0000806	XP_045644928.1	XP_004717604.1, XP_045141441.1, XP_045141440.1, XP_045141442.1
OG0000807	XP_045629036.1	XP_045155790.1
OG0000808	XP_045636263.1, XP_045636264.1	XP_045152568.1
OG0000809	XP_045646994.1	XP_045152481.1
OG0000810	XP_045651539.1	XP_045148402.1
OG0000811	XP_045651546.1, XP_045651547.1, XP_045651548.1, XP_045651544.1, XP_045651545.1	XP_045148673.1
OG0000812	XP_045648957.1	XP_045151412.1, XP_045147131.1
OG0000813	XP_045648607.1	XP_045144743.1
OG0000814	XP_045655564.1	XP_045148106.1
OG0000815	XP_045655715.1	XP_045147779.1
OG0000816	XP_045648532.1	XP_045144806.1, XP_045144807.1, XP_045144805.1
OG0000817	XP_045648196.1	XP_004702550.1
OG0000817	XP_045660032.1	XP_004711945.1, XP_045143368.1
OG0000818	XP_045631945.1, XP_045631947.1	XP_004696073.1
OG0000820	XP_045632204.1, XP_045632202.1, XP_045632203.1, XP_045632205.1	XP_004717335.1, XP_045139678.1
OG0000821	XP_045664724.1, XP_045664725.1	XP_004708373.1, XP_045146881.1, XP_045146882.1
OG0000822	XP_045631596.1, XP_045631591.1, XP_045631590.1, XP_045631594.1, XP_045631595.1, XP_045631593.1, XP_045631597.1, XP_045631592.1	XP_004713657.1
OG0000823	XP_045654937.1, XP_045654938.1, XP_045654933.1, XP_045654934.1, XP_045654935.1, XP_045654936.1, XP_045654932.1	XP_004711921.1
OG0000824	XP_045668261.1	XP_004702420.2
OG0000825	XP_045664069.1, XP_045664068.1, XP_045664070.1	XP_004715971.1
OG0000826	XP_045630600.1	XP_004716854.1
OG0000827	XP_045672237.1	XP_004708899.1
OG0000828	XP_045632076.1	XP_045150999.1
OG0000829	XP_045647632.1	XP_045153459.1
OG0000830	XP_045650378.1	XP_045152864.1
OG0000831	XP_045652883.1, XP_045643069.1, XP_045643070.1, XP_045660427.1	XP_045143041.1
OG0000832	XP_045652685.1	XP_004715453.1
OG0000833	XP_045650123.1	XP_045149845.1
OG0000834	XP_045634353.1, XP_045634305.1, XP_045634307.1, XP_045634327.1, XP_045634312.1, XP_045634287.1, XP_045634334.1, XP_045634297.1, XP_045634283.1, XP_045634344.1, XP_045634319.1	XP_004709786.1
OG0000835	XP_045647337.1	XP_045145492.1
OG0000836	XP_045658335.1	XP_045147606.1
OG0000836	XP_045655167.1	XP_045142491.1, XP_004703510.2
OG0000837	XP_045637429.1, XP_045637430.1	XP_045149194.1, XP_045149193.1, XP_045149195.1, XP_004716272.1
OG0000838	XP_045637415.1	XP_004713846.1
OG0000839	XP_045659073.1, XP_045659072.1, XP_045659075.1, XP_045659071.1, XP_045659074.1, XP_045659070.1	XP_012859660.1, XP_045147252.1, XP_045147253.1
OG0000840	XP_045641531.1	XP_045140910.1, XP_004697009.1
OG0000841	XP_045668586.1	XP_004712358.1
OG0000842	XP_045667604.1	XP_045154613.1
OG0000844	XP_045662642.1	XP_004701650.2
OG0000845	XP_045649665.1	XP_045141471.1, XP_045141469.1, XP_045141470.1, XP_045141468.1
OG0000846	XP_045640837.1, XP_045640836.1	XP_004698936.1
OG0000849	XP_045663572.1	XP_045144061.1
OG0000852	XP_045656953.1, XP_045656954.1, XP_045656956.1, XP_045656955.1, XP_045656951.1	XP_045143292.1
OG0000853	XP_045668133.1	XP_004709485.1
OG0000854	XP_045645084.1	XP_004703233.1
OG0000855	XP_045632036.1	XP_045141008.1, XP_004705810.1, XP_045148679.1, XP_045155765.1, XP_045139915.1
OG0000856	XP_045648441.1, XP_045648444.1, XP_045648440.1, XP_045648445.1, XP_045648443.1, XP_045648446.1	XP_004714017.1
OG0000857	XP_045634969.1, XP_045635011.1	XP_030744617.1, XP_030744604.1, XP_004697220.1
OG0000858	XP_045642989.1, XP_045642988.1	XP_004715009.1
OG0000858	XP_045642990.1, XP_045642991.1	XP_004715011.1
OG0000859	XP_045634402.1	XP_004716870.1
OG0000860	XP_045630006.1	XP_045148308.1
OG0000860	XP_045630043.1, XP_045630031.1	XP_004715785.1
OG0000861	XP_045654371.1	XP_012859976.1
OG0000861	XP_045654358.1	XP_004702259.1, XP_045150646.1, XP_045150222.1, XP_004702075.2
OG0000862	XP_045666053.1	XP_004702026.1
OG0000863	XP_045641588.1	XP_045142153.1
OG0000863	XP_045641556.1	XP_004706524.1
OG0000864	XP_045628493.1	XP_030741662.1
OG0000865	XP_045628881.1	XP_004715812.1
OG0000866	XP_045629394.1	XP_045148301.1
OG0000867	XP_045642801.1, XP_045642809.1, XP_045642816.1	XP_045139454.1
OG0000868	XP_045650362.1	XP_030744549.1
OG0000868	XP_045672025.1	XP_030744370.1
OG0000869	XP_045639342.1, XP_045639340.1, XP_045639344.1, XP_045639343.1	XP_004701207.1
OG0000870	XP_045643361.1, XP_045660875.1	XP_004716190.1
OG0000871	XP_045647896.1	XP_030742527.1
OG0000871	XP_045662647.1	XP_012861311.1, XP_004717991.1
OG0000872	XP_045659332.1, XP_045644687.1	XP_045155155.1
OG0000873	XP_045631776.1	XP_045142013.1, XP_045148005.1, XP_045150682.1
OG0000873	XP_045656107.1	XP_004698581.1
OG0000874	XP_045643779.1	XP_045154160.1, XP_045154157.1, XP_045154158.1, XP_045154159.1, XP_045154156.1, XP_004699914.1
OG0000875	XP_045663903.1, XP_045663902.1	XP_045143975.1
OG0000876	XP_045631354.1, XP_045631353.1	XP_045144013.1
OG0000878	XP_045630867.1	XP_004709151.2
OG0000879	XP_045646926.1, XP_045646927.1	XP_045146132.1, XP_045146131.1
OG0000880	XP_045654354.1	XP_004702246.1
OG0000881	XP_045649259.1	XP_004702706.1
OG0000882	XP_045649122.1	XP_045144559.1
OG0000883	XP_045635905.1, XP_045635906.1	XP_004700451.1
OG0000884	XP_045672091.1	XP_045141409.1, XP_045154463.1
OG0000885	XP_045660451.1, XP_045660452.1	XP_004716642.1, XP_045151606.1, XP_045150928.1
OG0000886	XP_045631825.1	XP_045153254.1, XP_004713707.1
OG0000887	XP_045664198.1	XP_004702587.1
OG0000889	XP_045652458.1	XP_045146883.1
OG0000890	XP_045638765.1	XP_004708958.1
OG0000891	XP_045652776.1, XP_045652777.1	XP_012863034.1
OG0000892	XP_045667053.1	XP_045139712.1
OG0000893	XP_045647323.1	XP_004697467.1, XP_045145555.1, XP_004716775.1
OG0000895	XP_045641039.1, XP_045641038.1	XP_045150197.1, XP_045150199.1, XP_004709849.1, XP_045150198.1
OG0000896	XP_045639877.1	XP_030743707.1
OG0000897	XP_045631635.1, XP_045646416.1	XP_045144891.1, XP_045144336.1
OG0000898	XP_045644929.1	XP_045141446.1, XP_045141444.1, XP_030744882.1, XP_045141443.1, XP_045141447.1, XP_045141445.1
OG0000901	XP_045667379.1	XP_004706749.1, XP_004706748.1
OG0000901	XP_045667238.1, XP_045667378.1	XP_004706750.1, XP_004706851.1
OG0000902	XP_045636638.1	XP_004712439.1
OG0000903	XP_045658520.1	XP_045143989.1
OG0000904	XP_045667783.1	XP_045144344.1
OG0000905	XP_045670896.1	XP_045149638.1
OG0000906	XP_045656710.1, XP_045660881.1, XP_045632501.1	XP_004716963.1
OG0000907	XP_045652604.1, XP_045652611.1, XP_045652603.1, XP_045654241.1, XP_045627180.1, XP_045627198.1	XP_004714597.2
OG0000908	XP_045630555.1, XP_045630554.1	XP_004716839.1
OG0000909	XP_045652986.1, XP_045652983.1, XP_045652984.1, XP_045652987.1	XP_004715270.1
OG0000910	XP_045641475.1	XP_045140373.1
OG0000911	XP_045656242.1	XP_045146526.1, XP_045146527.1, XP_004711236.1, XP_045146528.1
OG0000912	XP_045635443.1	XP_030741607.1
OG0000913	XP_045642958.1	XP_004717915.1
OG0000914	XP_045629772.1	XP_004715791.1
OG0000914	XP_045653263.1	XP_004712988.1
OG0000915	XP_045658987.1, XP_045658986.1	XP_045150105.1, XP_045140431.1, XP_030741907.1, XP_030741908.1
OG0000916	XP_045661378.1	XP_004703102.1, XP_045150607.1, XP_004711700.1
OG0000917	XP_045661419.1	XP_004702142.2
OG0000917	XP_045656668.1	XP_004708838.1, XP_004714641.1
OG0000919	XP_045641691.1	XP_004715818.1
OG0000920	XP_045652855.1	XP_004711323.1
OG0000921	XP_045662808.1, XP_045662809.1	XP_045149705.1, XP_045149706.1, XP_004704706.1
OG0000922	XP_045633940.1	XP_004709996.1
OG0000922	XP_045638171.1	XP_045148982.1, XP_045146579.1
OG0000923	XP_045660601.1	XP_004698047.1
OG0000923	XP_045638636.1	XP_045154980.1
OG0000924	XP_045653466.1	XP_004718184.2
OG0000924	XP_045630630.1	XP_045154885.1
OG0000925	XP_045652331.1, XP_045652334.1, XP_045652333.1, XP_045652335.1	XP_004703567.1
OG0000926	XP_045651389.1	XP_004699792.1
OG0000927	XP_045669101.1	XP_004709947.1
OG0000928	XP_045660876.1	XP_045140966.1, XP_004716233.1
OG0000929	XP_045670929.1, XP_045670930.1, XP_045670931.1	XP_045151020.1, XP_045149781.1
OG0000930	XP_045629869.1	XP_045139698.1
OG0000931	XP_045640770.1, XP_045640769.1, XP_045640771.1, XP_045640772.1	XP_004706285.1
OG0000932	XP_045640449.1	XP_045141950.1
OG0000933	XP_045640114.1, XP_045640113.1	XP_030743733.1
OG0000934	XP_045663817.1, XP_045663818.1	XP_004699082.2
OG0000935	XP_045632135.1	XP_030740880.1
OG0000936	XP_045670091.1	XP_004707269.1
OG0000937	XP_045669735.1, XP_045669737.1, XP_045669736.1	XP_012861227.1
OG0000938	XP_045665285.1, XP_045665280.1, XP_045665271.1	XP_045151218.1, XP_004697877.1
OG0000939	XP_045646874.1, XP_045646878.1, XP_045646877.1, XP_045646873.1, XP_045646875.1, XP_045646879.1	XP_045144515.1
OG0000940	XP_045635748.1, XP_045635749.1	XP_004700309.1
OG0000941	XP_045644150.1, XP_045644151.1, XP_045644152.1	XP_045150077.1
OG0000943	XP_045651431.1, XP_045651429.1	XP_004717289.1, XP_045148859.1
OG0000944	XP_045661810.1	XP_004697512.1
OG0000945	XP_045661675.1	XP_045142275.1, XP_004697465.1
OG0000946	XP_045668143.1, XP_045668139.1, XP_045668135.1, XP_045668144.1, XP_045668142.1, XP_045668138.1, XP_045668137.1, XP_045668136.1	XP_045143158.1
OG0000947	XP_045655631.1	XP_045147748.1, XP_004699740.1
OG0000948	XP_045648373.1, XP_045648374.1	XP_045144914.1, XP_045144915.1, XP_004714034.1
OG0000949	XP_045665100.1	XP_004711158.1
OG0000950	XP_045669546.1, XP_045669544.1, XP_045669545.1, XP_045669543.1	XP_004717319.1, XP_045139684.1
OG0000951	XP_045654986.1, XP_045654985.1, XP_045654984.1	XP_045143328.1
OG0000952	XP_045668380.1, XP_045668381.1, XP_045668379.1	XP_012860006.2
OG0000953	XP_045634670.1	XP_045153565.1
OG0000953	XP_045667178.1	XP_004713521.3
OG0000954	XP_045630580.1, XP_045630579.1	XP_045146296.1, XP_004716881.1, XP_045146295.1
OG0000955	XP_045646740.1, XP_045646739.1	XP_004709079.1
OG0000956	XP_045672205.1, XP_045672203.1, XP_045672204.1, XP_045672202.1, XP_045672201.1	XP_045149086.1
OG0000957	XP_045664552.1	XP_004708458.1
OG0000959	XP_045631268.1, XP_045631271.1	XP_045151683.1, XP_045151685.1, XP_045151681.1
OG0000960	XP_045630832.1	XP_004710346.1
OG0000961	XP_045637185.1	XP_045149197.1, XP_012864060.1
OG0000962	XP_045657025.1	XP_004711442.1
OG0000963	XP_045645019.1	XP_004697624.1
OG0000964	XP_045641622.1	XP_004706489.1
OG0000965	XP_045647583.1	XP_045140268.1
OG0000966	XP_045641094.1	XP_004706469.1
OG0000967	XP_045659855.1	XP_004717356.1, XP_004717369.1, XP_004717368.1
OG0000968	XP_045635358.1	XP_045146589.1, XP_012864084.1
OG0000969	XP_045646456.1, XP_045646454.1, XP_045646455.1, XP_045646453.1	XP_045141480.1
OG0000970	XP_045644765.1	XP_045141455.1, XP_004715668.1
OG0000971	XP_045632337.1	XP_030744667.1, XP_004696950.1, XP_030744668.1
OG0000972	XP_045666329.1	XP_030740842.1
OG0000975	XP_045664509.1	XP_030740986.2
OG0000976	XP_045627690.1	XP_004704414.1
OG0000978	XP_045670227.1, XP_045670229.1, XP_045670228.1	XP_045155441.1
OG0000979	XP_045658488.1	XP_004716389.2
OG0000979	XP_045641889.1	XP_004705746.2
OG0000980	XP_045640853.1, XP_045640850.1, XP_045640851.1, XP_045640852.1	XP_045143805.1, XP_045143806.1, XP_004698491.1, XP_045149362.1
OG0000981	XP_045667165.1	XP_004713471.1
OG0000981	XP_045653305.1	XP_004712962.1
OG0000982	XP_045665807.1	XP_004703596.1
OG0000983	XP_045657062.1	XP_004711459.1, XP_045143191.1, XP_045143190.1
OG0000984	XP_045653448.1	XP_004713113.1
OG0000985	XP_045638537.1	XP_045155034.1
OG0000986	XP_045650338.1	XP_045140449.1
OG0000987	XP_045642805.1	XP_004708427.1
OG0000988	XP_045653505.1	XP_004716831.1, XP_004717009.1
OG0000989	XP_045650159.1, XP_045649922.1	XP_004701936.1, XP_004701935.3
OG0000991	XP_045646216.1, XP_045646215.1	XP_004703099.1
OG0000993	XP_045661508.1	XP_030742591.1
OG0000994	XP_045628439.1	XP_045144436.1
OG0000995	XP_045639403.1, XP_045629861.1, XP_045645029.1, XP_045648558.1	XP_045141104.1, XP_030744841.1
OG0000996	XP_045645322.1, XP_045645323.1, XP_045645324.1	XP_045148385.1
OG0000997	XP_045655880.1, XP_045655879.1	XP_012860373.1, XP_012862647.1, XP_030740849.1, XP_012859214.1, XP_004715853.1
OG0000998	XP_045652078.1	XP_030742441.2
OG0000999	XP_045649891.1, XP_045649888.1, XP_045649890.1, XP_045649889.1, XP_045666405.1	XP_004712690.1
OG0001000	XP_045662816.1	XP_045149836.1
OG0001001	XP_045633223.1, XP_045633225.1, XP_045633224.1	XP_045140955.1
OG0001002	XP_045639604.1	XP_004712265.3
OG0001003	XP_045639346.1	XP_012862773.2
OG0001004	XP_045671208.1, XP_045671206.1, XP_045671204.1, XP_045671207.1, XP_045671205.1	XP_004696784.1
OG0001005	XP_045653771.1	XP_004712870.1, XP_045139538.1
OG0001006	XP_045653708.1	XP_045153677.1
OG0001007	XP_045628668.1	XP_004704787.1
OG0001008	XP_045666193.1	XP_045149600.1
OG0001009	XP_045629735.1, XP_045629733.1, XP_045629734.1, XP_045629732.1	XP_045140271.1, XP_004705675.1, XP_045140275.1
OG0001011	XP_045632423.1	XP_004706134.1
OG0001012	XP_045640620.1	XP_004706220.1
OG0001013	XP_045640750.1	XP_004705847.1
OG0001014	XP_045630992.1	XP_004709280.1
OG0001014	XP_045652730.1	XP_004700221.2
OG0001015	XP_045643439.1, XP_045667405.1	XP_045154106.1
OG0001016	XP_045643763.1	XP_045154012.1, XP_004699911.1
OG0001017	XP_045652769.1	XP_045153974.1, XP_004700001.1, XP_045153975.1
OG0001018	XP_045639806.1	XP_004714678.1
OG0001019	XP_045649828.1, XP_045649829.1	XP_045144982.1, XP_004714153.1
OG0001021	XP_045645760.1	XP_004700595.1, XP_045144513.1, XP_004700596.1, XP_030742366.1
OG0001022	XP_045645543.1	XP_045145738.1
OG0001023	XP_045652459.1	XP_045146944.1
OG0001023	XP_045635579.1	XP_004700702.1
OG0001024	XP_045627716.1	XP_045139821.1, XP_004704415.1
OG0001025	XP_045644020.1, XP_045644024.1, XP_045644021.1, XP_045644022.1, XP_045644026.1, XP_045644025.1, XP_045644023.1	XP_045150131.1, XP_045150130.1, XP_045150132.1, XP_004710253.1
OG0001026	XP_045650696.1	XP_004696658.1
OG0001027	XP_045636594.1	XP_004712432.1
OG0001028	XP_045636552.1, XP_045636551.1	XP_045154565.1
OG0001029	XP_045656768.1, XP_045656742.1, XP_045656751.1, XP_045656760.1	XP_045150758.1
OG0001030	XP_045633430.1	XP_030743885.2
OG0001031	XP_045655799.1	XP_045154735.1
OG0001032	XP_045665165.1	XP_045150085.1
OG0001033	XP_045657457.1	XP_012859351.1
OG0001034	XP_045662415.1	XP_045149959.1, XP_045149986.1, XP_045149993.1, XP_045149976.1, XP_045149968.1, XP_045149962.1, XP_045149981.1, XP_045149972.1
OG0001035	XP_045649407.1, XP_045649410.1, XP_045649408.1	XP_045144797.1
OG0001036	XP_045664657.1, XP_045664656.1	XP_045147026.1, XP_004708489.1
OG0001037	XP_045664163.1	XP_045145780.1
OG0001038	XP_045663236.1, XP_045663237.1	XP_004715256.1
OG0001039	XP_045664425.1	XP_045151383.1, XP_004698121.2
OG0001040	XP_045652910.1	XP_004715478.2
OG0001041	XP_045653014.1, XP_045653012.1, XP_045653013.1	XP_045149928.1
OG0001042	XP_045651858.1	XP_004701940.1
OG0001043	XP_045647474.1, XP_045647476.1, XP_045647472.1, XP_045647475.1, XP_045647473.1	XP_004709591.1
OG0001044	XP_045637373.1	XP_004713857.1
OG0001045	XP_045656949.1, XP_045656948.1, XP_045656950.1	XP_045143230.1, XP_045143228.1, XP_004711423.1, XP_045143229.1
OG0001046	XP_045665995.1, XP_045665999.1, XP_045665998.1, XP_045665997.1	XP_030744229.1
OG0001047	XP_045665472.1, XP_045665473.1	XP_004701296.2, XP_045147438.1
OG0001048	XP_045662022.1	XP_004697556.1, XP_045143492.1
OG0001049	XP_045651246.1	XP_045141715.1
OG0001050	XP_045649039.1	XP_004703276.1
OG0001051	XP_045632570.1	XP_045152341.1, XP_045152340.1, XP_045152339.1, XP_004713511.1
OG0001052	XP_045656581.1, XP_045656580.1	XP_004717461.1
OG0001053	XP_045659859.1	XP_004717359.1
OG0001053	XP_045659879.1, XP_045659878.1, XP_045659877.1	XP_004717360.1
OG0001054	XP_045662234.1, XP_045662236.1, XP_045662235.1	XP_045152133.1, XP_045152120.1, XP_004701780.1
OG0001060	XP_045656714.1, XP_045656719.1, XP_045656718.1, XP_045656713.1	XP_004716978.2
OG0001061	XP_045647479.1	XP_004709754.1
OG0001061	XP_045647481.1	XP_012861856.1
OG0001062	XP_045648493.1	XP_004714023.2
OG0001064	XP_045672234.1	XP_004708985.1
OG0001064	XP_045672292.1, XP_045672232.1	XP_004708986.1
OG0001065	XP_045636812.1	XP_004714653.1
OG0001067	XP_045668903.1	XP_045148440.1
OG0001068	XP_045652145.1, XP_045652151.1, XP_045652147.1, XP_045652148.1, XP_045652150.1, XP_045652149.1	XP_004715884.1
OG0001069	XP_045644092.1	XP_045141557.1
OG0001070	XP_045665752.1	XP_045142986.1, XP_045142186.1, XP_045154754.1, XP_045145737.1, XP_045146576.1, XP_045141504.1
OG0001071	XP_045637958.1, XP_045637956.1, XP_045637959.1, XP_045637957.1	XP_045154853.1
OG0001072	XP_045651268.1	XP_004699788.1, XP_045141752.1
OG0001073	XP_045651008.1	XP_045147527.1, XP_030742803.1
OG0001075	XP_045655188.1	XP_045140259.1
OG0001075	XP_045639387.1	XP_045147619.1
OG0001077	XP_045660830.1	XP_045149259.1
OG0001078	XP_045653196.1	XP_004709241.2
OG0001079	XP_045659372.1, XP_045659370.1, XP_045659369.1, XP_045659371.1	XP_045155069.1
OG0001080	XP_045635439.1	XP_045147669.1
OG0001082	XP_045640591.1	XP_004705906.1
OG0001082	XP_045635640.1	XP_012860589.1, XP_045147983.1
OG0001084	XP_045652487.1	XP_004700024.1
OG0001085	XP_045640162.1	XP_004714774.2
OG0001085	XP_045651690.1	XP_030743040.1
OG0001086	XP_045645983.1	XP_045152168.1, XP_045152167.1, XP_045152169.1
OG0001087	XP_045658621.1	XP_045149504.1, XP_004698553.1
OG0001087	XP_045667542.1	XP_004715351.2
OG0001088	XP_045663918.1	XP_045144136.1
OG0001089	XP_045633117.1, XP_045633116.1	XP_004698874.2
OG0001090	XP_045670518.1	XP_045155664.1, XP_004709204.1
OG0001091	XP_045651697.1	XP_004711753.1
OG0001091	XP_045627020.1	XP_004713307.1
OG0001092	XP_045627017.1	XP_004713413.1
OG0001093	XP_045645838.1, XP_045645837.1	XP_004700613.1, XP_045146495.1, XP_045146492.1
OG0001094	XP_045635946.1, XP_045635947.1	XP_004700395.1
OG0001095	XP_045627730.1	XP_030744327.1
OG0001095	XP_045627733.1	XP_045139840.1, XP_045139841.1, XP_004704380.1
OG0001096	XP_045627599.1, XP_045627602.1, XP_045627600.1, XP_045627601.1	XP_004704389.1
OG0001097	XP_045627732.1	XP_004704406.1
OG0001098	XP_045647147.1, XP_045647053.1	XP_004718018.2, XP_004712638.1
OG0001099	XP_045647007.1, XP_045647009.1, XP_045647008.1, XP_045647006.1	XP_045152572.1
OG0001100	XP_045651615.1, XP_045651612.1, XP_045651614.1, XP_045651613.1	XP_004711761.1, XP_045148767.1
OG0001101	XP_045632973.1, XP_045632974.1, XP_045632976.1, XP_045632977.1, XP_045632975.1	XP_030742779.1
OG0001102	XP_045662999.1, XP_045663001.1, XP_045663000.1, XP_045662998.1	XP_004710970.1
OG0001103	XP_045648943.1, XP_045648930.1, XP_045645514.1	XP_004703432.2, XP_045140226.1
OG0001104	XP_045649318.1	XP_045144921.1
OG0001104	XP_045663203.1	XP_030743476.1
OG0001105	XP_045648910.1	XP_004702910.1
OG0001106	XP_045648854.1	XP_004702823.1
OG0001107	XP_045635099.1, XP_045635100.1, XP_045635098.1, XP_045635097.1, XP_045635101.1, XP_045635102.1, XP_045635103.1	XP_004707624.1
OG0001109	XP_045665148.1	XP_045150094.1, XP_045150095.1
OG0001110	XP_045644360.1	XP_004696488.3
OG0001111	XP_045642707.1	XP_004715054.1
OG0001111	XP_045632391.1	XP_045152633.1
OG0001112	XP_045642465.1	XP_004715017.1, XP_045152991.1
OG0001113	XP_045631458.1, XP_045631457.1, XP_045631456.1	XP_045153105.1
OG0001114	XP_045642748.1	XP_004715094.1
OG0001114	XP_045635113.1	XP_045152668.1
OG0001116	XP_045667947.1	XP_030741370.1
OG0001117	XP_045630280.1, XP_045630281.1, XP_045630279.1	XP_004716860.1
OG0001118	XP_045642735.1, XP_045642736.1	XP_045153017.1, XP_004715081.1
OG0001119	XP_045646752.1, XP_045646756.1, XP_045646753.1, XP_045646754.1, XP_045646755.1, XP_045646757.1, XP_045646751.1, XP_045646750.1	XP_045153685.1, XP_045153686.1
OG0001120	XP_045664634.1	XP_045147081.1
OG0001121	XP_045652818.1, XP_045652820.1, XP_045652817.1	XP_045139734.1, XP_004704326.1, XP_045139733.1
OG0001122	XP_045652795.1, XP_045652798.1, XP_045652797.1, XP_045652796.1	XP_045145007.1
OG0001123	XP_045654311.1, XP_045654310.1, XP_045654312.1, XP_045654309.1, XP_045654308.1	XP_045150985.1, XP_045150984.1
OG0001124	XP_045647761.1	XP_045153740.1
OG0001125	XP_045668999.1, XP_045669013.1, XP_045669022.1, XP_045669007.1	XP_004708587.1
OG0001126	XP_045660692.1	XP_045151329.1
OG0001127	XP_045652976.1, XP_045652980.1, XP_045652977.1, XP_045652981.1, XP_045652979.1, XP_045652978.1	XP_004714874.1
OG0001128	XP_045650080.1, XP_045650079.1, XP_045650078.1, XP_045650081.1, XP_045650077.1	XP_012862979.1, XP_045151799.1, XP_045151800.1, XP_045151798.1, XP_004706652.2
OG0001129	XP_045650015.1, XP_045650012.1, XP_045650014.1, XP_045650016.1	XP_012859833.1
OG0001130	XP_045640472.1	XP_004701068.1
OG0001131	XP_045662037.1	XP_004697563.1, XP_045142372.1
OG0001133	XP_045651181.1, XP_045651183.1, XP_045651182.1, XP_045651184.1	XP_030740183.1
OG0001134	XP_045645804.1	XP_045139953.1
OG0001135	XP_045636153.1, XP_045636146.1	XP_004703815.1
OG0001136	XP_045635659.1	XP_004703792.1
OG0001137	XP_045640330.1, XP_045640332.1, XP_045640333.1	XP_045154412.1, XP_045154413.1
OG0001138	XP_045659994.1	XP_030743758.1
OG0001139	XP_045667618.1	XP_004711704.1
OG0001139	XP_045646667.1	XP_045141465.1
OG0001141	XP_045672086.1	XP_004717799.1, XP_004717376.1, XP_004717800.1, XP_012864091.1, XP_004717357.1
OG0001144	XP_045636463.1	XP_045145134.1
OG0001145	XP_045662284.1	XP_004710563.1
OG0001146	XP_045644999.1	XP_004697636.1
OG0001147	XP_045634569.1	XP_045153654.1
OG0001148	XP_045668619.1, XP_045668609.1	XP_004708596.1, XP_045151002.1
OG0001149	XP_045661488.1, XP_045661493.1, XP_045661489.1, XP_045661487.1, XP_045661494.1, XP_045661491.1, XP_045661490.1, XP_045661492.1	XP_045150506.1
OG0001151	XP_045637335.1, XP_045637408.1	XP_012863651.2, XP_004716284.1
OG0001152	XP_045636622.1	XP_004706681.1
OG0001152	XP_045636481.1, XP_045636482.1	XP_045145308.1
OG0001153	XP_045664096.1	XP_045145795.1, XP_004718158.2
OG0001154	XP_045642935.1	XP_004708568.1
OG0001154	XP_045642951.1	XP_004708579.1
OG0001155	XP_045638830.1, XP_045644395.1, XP_045638834.1, XP_045644399.1, XP_045644397.1, XP_045671361.1, XP_045644400.1, XP_045644398.1, XP_045671364.1, XP_045671362.1, XP_045671363.1	XP_012863999.1, XP_004717560.1, XP_004717563.2, XP_004717543.1
OG0001158	XP_045640231.1	XP_045154382.1, XP_045154384.1
OG0001159	XP_045666072.1	XP_045150515.1
OG0001160	XP_045661247.1	XP_004702021.1
OG0001161	XP_045636859.1, XP_045636860.1, XP_045636856.1, XP_045636858.1, XP_045636861.1	XP_045154569.1
OG0001162	XP_045628494.1, XP_045628496.1, XP_045628495.1	XP_004713958.1
OG0001163	XP_045645212.1	XP_004715707.1
OG0001164	XP_045664432.1, XP_045664507.1	XP_004710442.1
OG0001165	XP_045641069.1, XP_045641078.1	XP_045148467.1, XP_030742256.1, XP_045148466.1, XP_045148465.1
OG0001166	XP_045652133.1	XP_045149586.1
OG0001167	XP_045631299.1	XP_004716173.3
OG0001168	XP_045638364.1, XP_045638365.1, XP_045638367.1, XP_045638366.1	XP_045155125.1, XP_045155123.1, XP_045155124.1, XP_004705112.1
OG0001169	XP_045632817.1, XP_045632818.1, XP_045632819.1, XP_045632820.1	XP_045155212.1, XP_045155211.1
OG0001170	XP_045633033.1	XP_045145399.1
OG0001171	XP_045658315.1	XP_004701409.2
OG0001172	XP_045653514.1	XP_004714269.1
OG0001174	XP_045634213.1, XP_045634214.1, XP_045634212.1, XP_045634217.1, XP_045634215.1	XP_004713089.1
OG0001175	XP_045666232.1	XP_045149688.1
OG0001176	XP_045666236.1, XP_045666237.1	XP_004704616.1
OG0001177	XP_045629828.1	XP_012860887.3
OG0001178	XP_045627501.1	XP_045142471.1
OG0001179	XP_045670581.1	XP_030743989.2
OG0001179	XP_045669308.1	XP_045140310.1
OG0001180	XP_045669277.1	XP_012861015.3
OG0001181	XP_045657527.1	XP_045147795.1
OG0001181	XP_045649343.1, XP_045649342.1, XP_045649345.1, XP_045649346.1, XP_045649344.1	XP_004702678.1
OG0001182	XP_045657852.1	XP_045147876.1
OG0001183	XP_045643403.1	XP_004710122.1
OG0001184	XP_045643739.1	XP_045154128.1
OG0001185	XP_045667435.1, XP_045667434.1, XP_045667436.1	XP_004706730.1
OG0001186	XP_045653684.1, XP_045653692.1	XP_004706801.1
OG0001187	XP_045656849.1	XP_045152175.1, XP_045153879.1, XP_004716931.2
OG0001188	XP_045658636.1, XP_045658637.1, XP_045658635.1, XP_045658638.1	XP_030740799.2
OG0001189	XP_045664660.1	XP_045142528.1, XP_004708387.1
