Orthogroup	Urocitellus_parryii	Mus_musculus
OG0002515	XP_026268174.1, XP_026268175.1	NP_001343253.1
OG0002516	XP_026251326.1	NP_080771.3, XP_006498322.1, NP_001032175.1
OG0002517	XP_026254098.1, XP_026254097.1	XP_030101044.1, NP_064337.1
OG0002518	XP_026267274.1	NP_001039023.1, NP_032863.2
OG0002519	XP_026265992.1, XP_026265993.1	NP_064297.1
OG0002520	XP_026264397.1	NP_001407280.1, NP_001281100.1, NP_034873.2, NP_001407278.1, NP_001407279.1, NP_001020773.1, NP_001407277.1
OG0002521	XP_026264410.1	XP_006495776.1, NP_032388.1
OG0002522	XP_026235060.1	XP_006496069.1
OG0002524	XP_026271121.1	NP_613046.2, NP_001039329.1, NP_001039328.1
OG0002525	XP_026268890.1, XP_026268884.1, XP_026268889.1, XP_026268883.1, XP_026268887.1, XP_026268888.1, XP_026268886.1	NP_079622.1
OG0002526	XP_026251967.1	NP_084373.1
OG0002526	XP_026251991.1	NP_080025.3, NP_001347913.1, XP_006526222.1
OG0002527	XP_026243643.1	NP_031412.2, NP_001406881.1
OG0002528	XP_026243651.1, XP_026243656.1, XP_026243652.1, XP_026243653.1, XP_026243650.1, XP_026243655.1	NP_001078984.1, XP_036020082.1
OG0002529	XP_026235684.1	NP_001412055.1, XP_006538238.1, NP_001074641.1, NP_001412056.1
OG0002530	XP_026249145.1	NP_001366553.1, NP_001366552.1, NP_705724.1, NP_001366554.1
OG0002531	XP_026250278.1, XP_026250280.1	NP_001170941.1
OG0002532	XP_026239289.1	NP_001386923.1
OG0002532	XP_026235927.1	NP_082228.2
OG0002533	XP_026239479.1, XP_026239480.1	NP_766206.1, NP_081336.1, XP_006524157.1
OG0002534	XP_026265657.1, XP_026265656.1	NP_079812.1, NP_001404497.1
OG0002535	XP_026249658.1	XP_006520707.1, NP_001398645.1, NP_033035.3
OG0002536	XP_026238577.1, XP_026258857.1	NP_001028401.2, NP_034121.4
OG0002538	XP_026261419.1	NP_001288650.1, XP_030106038.1, NP_778180.1, NP_001288651.1
OG0002539	XP_026244515.1	XP_006505018.1, NP_598692.1, NP_082646.1
OG0002540	XP_026253036.1, XP_026253037.1	XP_006505232.1, NP_082268.2
OG0002541	XP_026264641.1	NP_035913.1
OG0002542	XP_026256023.1	XP_030111367.1, NP_061239.1
OG0002543	XP_026257331.1	NP_001404633.1, NP_001404632.1, NP_081544.1, NP_001404631.1
OG0002544	XP_026236686.1, XP_026236687.1	XP_006505015.1, NP_083266.1
OG0002545	XP_026249261.1	NP_034421.1
OG0002547	XP_026249224.1	NP_694799.1
OG0002548	XP_026249161.1, XP_026249162.1	XP_036019940.1, NP_001343384.1, NP_001343385.1, NP_666265.3
OG0002549	XP_026249241.1	NP_803413.1, NP_001272814.1, NP_001272816.1, NP_001272817.1
OG0002551	XP_026253612.1	NP_032708.2, XP_036011566.1
OG0002552	XP_026253081.1	NP_001129041.1, NP_001129039.1, NP_001129040.1
OG0002553	XP_026253737.1	NP_083378.3, XP_006514318.1
OG0002554	XP_026248500.1	XP_006531551.1, NP_001009981.1, NP_084012.1, NP_001269037.1
OG0002555	XP_026251746.1	NP_081771.2, NP_001366472.1, XP_006502121.1, NP_001366471.1
OG0002556	XP_026235574.1	NP_001243360.1
OG0002557	XP_026260489.1, XP_026260490.1	NP_001351406.1
OG0002558	XP_026258687.1	XP_017168286.1, NP_001351381.1, NP_001351379.1, NP_808409.1, NP_001351380.1
OG0002559	XP_026258700.1, XP_026258701.1	NP_766499.2, NP_001413501.1
OG0002560	XP_026267012.1	NP_001300907.1
OG0002561	XP_026248657.1	NP_081497.2, NP_001350266.1
OG0002562	XP_026265917.1	NP_001157231.1
OG0002563	XP_026265262.1	NP_001030305.1, NP_001397280.1, NP_001397279.1, NP_001397278.1, NP_035505.2, XP_006505882.1, NP_001397282.1, NP_001397281.1, NP_001397283.1
OG0002565	XP_026259795.1, XP_026259794.1	XP_006502075.1, NP_081251.1
OG0002566	XP_026259805.1	NP_001028474.1
OG0002567	XP_026259675.1, XP_026259676.1	NP_001078852.1, XP_036019228.1, NP_001366475.1, NP_001366474.1, NP_076117.2
OG0002568	XP_026263368.1	XP_011245725.1
OG0002569	XP_026243419.1	NP_062364.3
OG0002570	XP_026252260.1	NP_001161256.1, NP_058617.3, NP_001129563.1, XP_011246934.1
OG0002571	XP_026255587.1	NP_001033320.1, NP_035923.1, NP_001273537.1
OG0002572	XP_026263428.1, XP_026263429.1	NP_001161271.1, XP_030106858.1, NP_062803.4
OG0002573	XP_026263412.1, XP_026263411.1	NP_079886.2
OG0002574	XP_026238915.1	NP_032542.1
OG0002575	XP_026257836.1	NP_001155139.1, NP_444345.2, XP_006518171.1
OG0002576	XP_026245790.1, XP_026245789.1, XP_026245792.1	NP_001344109.1, NP_001344110.1, NP_036107.1, NP_001344111.1, XP_006509734.1
OG0002577	XP_026267641.1	NP_659183.3
OG0002578	XP_026269767.1	NP_001272364.1, XP_011241828.1
OG0002580	XP_026243133.1	XP_006507338.1, NP_031628.1, NP_001288179.1
OG0002581	XP_026265376.1	NP_001298090.1, NP_001033713.1, XP_006508005.1
OG0002582	XP_026249440.1	NP_001157761.1, NP_001406807.1, XP_006518990.1, NP_001157799.1, NP_766191.1, XP_011243325.1
OG0002583	XP_026249459.1, XP_026249460.1	NP_001272352.1
OG0002584	XP_026255784.1	NP_001153571.1, NP_067361.2
OG0002585	XP_026248854.1	NP_034109.1
OG0002586	XP_026248846.1	NP_001078990.1
OG0002587	XP_026261174.1	XP_006512113.3
OG0002588	XP_026244314.1	NP_001389691.1
OG0002589	XP_026262400.1	NP_001396578.1, NP_001396579.1, NP_001361606.1, NP_001396580.1, NP_031778.2, NP_001396576.1, NP_001396575.1, NP_001396577.1, NP_001263177.1, NP_001263179.1
OG0002590	XP_026235651.1	NP_001161753.1
OG0002591	XP_026241583.1, XP_026241584.1	NP_079952.2, NP_001277983.1
OG0002592	XP_026239053.1	NP_001012392.1, NP_700467.2
OG0002593	XP_026239046.1, XP_026239049.1, XP_026239048.1, XP_026239045.1	NP_080152.1
OG0002594	XP_026238930.1	XP_017174731.1, NP_001405584.1, NP_001405589.1, NP_001405590.1, NP_001405588.1, NP_001405587.1, NP_001405586.1, NP_001405585.1, NP_835212.1
OG0002595	XP_026238999.1, XP_026239000.1	NP_034709.1
OG0002596	XP_026239136.1, XP_026239137.1	NP_083788.2
OG0002597	XP_026246786.1	NP_001239502.1
OG0002598	XP_026262571.1	XP_006500086.1, NP_780321.1
OG0002599	XP_026263645.1	XP_036013259.1, NP_001342147.1, NP_683735.1
OG0002600	XP_026269206.1	NP_955016.1, XP_036018229.1, NP_001366401.1, NP_001366400.1
OG0002601	XP_026269272.1	NP_081932.1
OG0002602	XP_026250914.1	NP_796177.2
OG0002603	XP_026250716.1, XP_026250714.1, XP_026250715.1	XP_006519546.1, NP_080802.2
OG0002604	XP_026254649.1, XP_026254648.1, XP_026254650.1	NP_963904.2, XP_006519262.1
OG0002605	XP_026254622.1	NP_808296.2, XP_006518940.1
OG0002606	XP_026253316.1	NP_001351250.1
OG0002607	XP_026258720.1	NP_062739.2, NP_001278158.1, NP_001346151.1, NP_001346150.1, NP_001334397.1, NP_001346153.1, NP_001346152.1, NP_001346149.1, XP_006530470.1
OG0002608	XP_026241946.1	XP_006530534.1, NP_001346383.1, NP_083028.1, NP_001035954.1
OG0002609	XP_026264973.1, XP_026264975.1	NP_001293134.1
OG0002610	XP_026264327.1	NP_001343943.1, NP_001343942.1, NP_001343940.1, XP_011247874.1, NP_082662.1, NP_001343944.1, NP_001343941.1
OG0002611	XP_026264315.1	NP_033445.3, NP_001313519.2, NP_001361638.1, NP_001361637.1, XP_006534912.1
OG0002612	XP_026269129.1	NP_001177337.1, NP_653146.1
OG0002613	XP_026269125.1, XP_026269127.1, XP_026269123.1, XP_026269124.1, XP_026269122.1, XP_026269126.1	NP_001405080.1
OG0002614	XP_026264724.1	NP_663330.2
OG0002615	XP_026264686.1	XP_036021116.1
OG0002617	XP_026268321.1	NP_032211.3
OG0002617	XP_026268319.1	NP_598755.1
OG0002618	XP_026257483.1	NP_001272813.1, NP_001272815.1, NP_001345333.1, NP_001035773.1, XP_030105206.1, NP_291087.2
OG0002619	XP_026257469.1	NP_001313505.1, XP_006522054.1, NP_035754.1
OG0002620	XP_026269643.1	XP_006506877.1, NP_705736.1
OG0002622	XP_026271029.1, XP_026271028.1	NP_001239024.1, NP_001239025.1, XP_017177126.1, NP_001239023.1, NP_796075.2, NP_001239026.1
OG0002623	XP_026264296.1	XP_036015004.1, NP_031753.1, NP_001344980.1, NP_001153120.1, NP_001153119.1, NP_001398100.1
OG0002624	XP_026257220.1	NP_766025.1, XP_006521607.1
OG0002626	XP_026254566.1	NP_031421.1
OG0002627	XP_026253181.1	NP_001157834.1
OG0002628	XP_026263713.1	XP_006526629.1, NP_001349327.1
OG0002629	XP_026263666.1, XP_026263665.1	NP_001273394.1, NP_001032847.2, NP_001347051.1, NP_001347056.1, NP_033901.1, NP_001347055.1, XP_036017298.1, NP_001347049.1, NP_001347053.1, NP_001396921.1
OG0002630	XP_026240076.1, XP_026240077.1, XP_026240078.1, XP_026240075.1	NP_001345202.1
OG0002631	XP_026238878.1	NP_079823.2, XP_036014003.1
OG0002632	XP_026251105.1	NP_001291199.1, NP_001291198.1, NP_035408.1
OG0002633	XP_026240557.1	NP_035674.2
OG0002634	XP_026240600.1, XP_026240599.1	NP_001344742.1
OG0002635	XP_026243580.1, XP_026243579.1, XP_026243581.1	NP_080088.1, XP_036011088.1
OG0002636	XP_026249330.1	XP_011244402.1, NP_001103968.1, NP_001334187.1, NP_034639.2
OG0002637	XP_026238493.1	NP_001394924.1, NP_001394925.1, XP_006535347.1, NP_084223.2, NP_001394923.1
OG0002638	XP_026251337.1, XP_026251328.1	XP_006521945.1, NP_001345146.1, NP_001032398.1
OG0002639	XP_026251379.1	XP_011244306.1, NP_848465.1
OG0002640	XP_026252868.1	NP_853619.1, XP_006520239.1
OG0002641	XP_026237229.1, XP_026237227.1, XP_026237228.1	NP_001162130.1
OG0002642	XP_026238621.1	NP_077162.2
OG0002643	XP_026262895.1	NP_038858.2, XP_006516645.1
OG0002644	XP_026270390.1, XP_026270386.1, XP_026270389.1, XP_026270388.1, XP_026270387.1	NP_898835.1
OG0002645	XP_026257236.1	XP_036016888.1
OG0002646	XP_026245320.1, XP_026245321.1	NP_808452.2, NP_001347323.1, NP_001347324.1
OG0002647	XP_026261427.1, XP_026261428.1	NP_034598.2
OG0002648	XP_026261126.1	NP_001258455.1
OG0002649	XP_026261115.1	XP_006496249.1, NP_075364.2
OG0002650	XP_026261099.1	NP_765994.2, XP_036009516.1
OG0002651	XP_026246240.1	XP_006496192.1
OG0002653	XP_026253028.1	NP_001408009.1, NP_001408008.1, NP_001161421.1, NP_001408007.1, NP_998781.1
OG0002654	XP_026246491.1	NP_001033681.1, NP_075994.2, NP_001033682.1, NP_001033683.1
OG0002655	XP_026266116.1	XP_036017948.1, NP_001268791.1, NP_001268788.1, NP_067451.2
OG0002656	XP_026266120.1	NP_766023.1, NP_001344739.1
OG0002657	XP_026235674.1	NP_001156576.1, XP_006527999.1, NP_001257937.1
OG0002658	XP_026236592.1, XP_026235926.1	NP_033879.1, NP_033078.2
OG0002659	XP_026265095.1, XP_026265094.1	NP_780748.1, NP_001177647.1, NP_848854.3
OG0002660	XP_026257159.1	NP_036140.1
OG0002660	XP_026236187.1	NP_036141.1
OG0002661	XP_026243350.1	NP_778210.2, NP_778211.2, NP_001161793.1, NP_778209.2, XP_030107359.1, NP_083786.2
OG0002662	XP_026263203.1	NP_001396406.1, NP_001396405.1, NP_001396404.1, NP_001095916.1, NP_001396403.1, NP_001396402.1, NP_001396401.1, NP_033783.1
OG0002663	XP_026255762.1	XP_006527918.1, NP_032472.2
OG0002664	XP_026255765.1, XP_026255766.1	XP_011245987.1, NP_001343313.1, NP_082579.1
OG0002665	XP_026269608.1	NP_001368805.1, XP_006541590.1, NP_062654.2
OG0002666	XP_026236851.1	NP_001129539.1
OG0002667	XP_026254708.1	NP_694712.1
OG0002667	XP_026267401.1	XP_006514594.1
OG0002668	XP_026260987.1	NP_001035916.1, NP_033247.1
OG0002669	XP_026242230.1, XP_026242227.1, XP_026242228.1, XP_026242229.1	NP_001074479.2
OG0002670	XP_026268983.1, XP_026268984.1, XP_026268979.1, XP_026268982.1	XP_036021220.1, NP_062721.2
OG0002676	XP_026240342.1, XP_026240343.1, XP_026240341.1	NP_001398858.1, NP_062353.3, NP_001344619.1, NP_001344620.1
OG0002677	XP_026251506.1, XP_026251508.1	NP_035462.2, XP_006530845.1
OG0002678	XP_026248343.1	NP_001344151.1, XP_017168626.1, NP_001344150.1, NP_032386.1
OG0002679	XP_026270343.1	XP_011242657.1, NP_663426.2
OG0002679	XP_026270342.1	NP_034473.2
OG0002681	XP_026266723.1	NP_058602.1
OG0002682	XP_026244366.1	NP_001297611.1
OG0002683	XP_026235758.1	NP_032387.1, XP_006498858.1
OG0002684	XP_026258679.1	NP_001357942.1, XP_006529837.1, NP_001075122.1, XP_006524804.1, XP_006529657.1, NP_766439.2
OG0002685	XP_026250947.1, XP_026250945.1, XP_026250946.1	NP_001277684.1, NP_573474.1, NP_001277686.1, NP_001277685.1, NP_001277687.1, XP_006528776.1
OG0002686	XP_026266791.1	NP_898842.2, NP_001413167.1, XP_006524339.1
OG0002687	XP_026263237.1	XP_006501002.1, NP_001264145.1, NP_001341972.1, NP_031586.1, NP_001264147.1, NP_001264146.1
OG0002688	XP_026243931.1	NP_032512.2, XP_036008613.1
OG0002689	XP_026247717.1	NP_065241.1, XP_006507026.1
OG0002690	XP_026262012.1, XP_026262010.1, XP_026262013.1, XP_026262011.1	XP_006541375.1, NP_937833.1
OG0002691	XP_026262171.1	NP_032523.2
OG0002692	XP_026255541.1	NP_001028508.2
OG0002693	XP_026263232.1, XP_026263231.1, XP_026263236.1, XP_026263234.1, XP_026263230.1, XP_026263233.1, XP_026263235.1	NP_001398181.1
OG0002694	XP_026264646.1	NP_666215.1
OG0002695	XP_026258592.1	XP_036014903.1
OG0002696	XP_026264584.1	NP_077174.1, XP_036011111.1
OG0002697	XP_026259419.1	NP_001292207.1, NP_034054.3
OG0002698	XP_026267008.1	NP_001273794.1, NP_035405.2
OG0002699	XP_026247995.1	NP_083647.1, NP_082518.1
OG0002700	XP_026236397.1, XP_026236398.1	NP_038502.2, NP_001292478.1, NP_001292514.1, NP_001292479.1
OG0002701	XP_026252304.1, XP_026252305.1	XP_006508600.1, NP_663354.1
OG0002702	XP_026239284.1, XP_026252521.1	NP_001400503.1
OG0002703	XP_026235472.1	NP_031927.2
OG0002704	XP_026254408.1	NP_001028349.1
OG0002705	XP_026244851.1	NP_598489.2
OG0002706	XP_026256743.1	NP_001273619.1, NP_001273618.1
OG0002706	XP_026256742.1	NP_035774.2, NP_001103367.1
OG0002707	XP_026235384.1, XP_026235355.1	NP_666463.2, NP_666461.2, NP_667241.2
OG0002710	XP_026265181.1	NP_666656.1
OG0002711	XP_026256832.1	NP_666968.1, NP_667298.2, NP_001011536.2
OG0002712	XP_026267811.1	NP_001011809.1
OG0002713	XP_026237780.1, XP_026254165.1, XP_026237781.1	NP_001011821.1, NP_001011797.1
OG0002715	XP_026236535.1	XP_006512709.1, NP_001156009.1
OG0002717	XP_026260422.1	XP_017176565.1, NP_038812.2
OG0002718	XP_026265753.1	NP_001076022.1
OG0002719	XP_026257782.1	NP_001347931.1
OG0002720	XP_026236630.1	XP_006512864.1, NP_058077.2, NP_001345492.1
OG0002721	XP_026253401.1	NP_034276.2
OG0002722	XP_026270350.1	NP_001136011.1, XP_006523305.1, XP_011244517.1, NP_954860.1
OG0002723	XP_026270045.1	XP_011245574.3
OG0002724	XP_026236956.1	NP_001405988.1
OG0002725	XP_026262140.1	NP_083682.1, NP_001272833.1, XP_006541219.1, NP_001265136.1
OG0002726	XP_026262168.1, XP_026261992.1	NP_001018013.1, NP_001405913.1
OG0002727	XP_026259492.1	NP_001120796.1, NP_031974.2, NP_001399340.1
OG0002728	XP_026259604.1	NP_001399535.1, NP_001399536.1, NP_001399538.1, NP_001399537.1, NP_001156982.1, NP_032459.3
OG0002729	XP_026259582.1	NP_001344279.1, NP_032802.1, XP_017177516.1
OG0002730	XP_026267343.1	NP_038675.2
OG0002731	XP_026263928.1	NP_034197.3
OG0002732	XP_026257048.1, XP_026257046.1	NP_033015.1, XP_006525787.1
OG0002733	XP_026268793.1	NP_001272858.1, NP_001272857.1, NP_001272859.1, NP_848786.1
OG0002734	XP_026256604.1	XP_006539343.1, NP_001292352.1, NP_084133.1
OG0002735	XP_026256559.1	NP_001156728.1
OG0002736	XP_026241680.1	NP_001074821.1
OG0002737	XP_026264565.1	NP_001074645.1
OG0002738	XP_026259891.1	NP_036178.1, NP_001334531.1
OG0002739	XP_026243879.1	NP_059490.2
OG0002740	XP_026251056.1	NP_001343907.1
OG0002741	XP_026243309.1	XP_006503751.1
OG0002742	XP_026235240.1	NP_001412743.1, NP_001412742.1
OG0002743	XP_026235221.1	NP_001297620.1
OG0002744	XP_026249524.1, XP_026249523.1	XP_017169565.1, NP_001291668.1
OG0002745	XP_026250449.1	NP_001345182.1, NP_001345181.1, NP_081527.1
OG0002746	XP_026250413.1	XP_006514092.1, NP_001392673.1, NP_001392675.1, NP_080361.1, NP_001392674.1, XP_006514046.1
OG0002747	XP_026244094.1	NP_694779.3
OG0002748	XP_026266030.1	NP_057913.2, XP_006520020.1
OG0002749	XP_026236622.1	NP_064364.1, XP_030105082.1
OG0002750	XP_026259281.1	NP_058088.2, NP_001394748.1, NP_001394747.1, NP_001394751.1, NP_001394749.1, NP_932760.2, NP_001394750.1
OG0002751	XP_026248396.1	XP_006510322.1
OG0002752	XP_026250031.1	NP_083981.2
OG0002753	XP_026264501.1	XP_036012946.1, NP_083320.1
OG0002754	XP_026264524.1	NP_778194.3, NP_001139439.1, XP_006503134.1
OG0002755	XP_026253678.1	NP_001157523.1, NP_001025008.2, NP_001157521.1, NP_001157524.1, NP_032866.2, NP_001157522.1, XP_006538704.1
OG0002756	XP_026248793.1, XP_026248794.1	NP_766603.1, NP_001041608.1
OG0002757	XP_026237973.1	NP_001137237.1
OG0002758	XP_026268994.1	NP_536698.2
OG0002759	XP_026259105.1, XP_026261924.1, XP_026259123.1, XP_026259124.1	NP_001028371.1, NP_997091.3
OG0002760	XP_026252690.1	NP_001034474.1, XP_006504497.1
OG0002761	XP_026261450.1	NP_082745.2
OG0002762	XP_026256130.1, XP_026256128.1, XP_026256129.1	NP_821172.2
OG0002763	XP_026265029.1	NP_080252.1
OG0002764	XP_026241434.1	NP_766549.2
OG0002765	XP_026241450.1	XP_017173075.1
OG0002766	XP_026241394.1, XP_026241392.1	NP_001397246.1
OG0002767	XP_026258550.1, XP_026258549.1	NP_001273915.1
OG0002768	XP_026258625.1	NP_001280618.1, NP_758475.1
OG0002769	XP_026258552.1	NP_001398489.1, NP_666249.2, NP_001004293.1, NP_001398492.1, NP_001398491.1, NP_001398490.1
OG0002771	XP_026252985.1	XP_036019046.1, NP_033333.2, NP_001342655.1, NP_001408292.1
OG0002772	XP_026257273.1, XP_026257274.1	NP_808311.1, NP_001153723.1
OG0002773	XP_026261038.1, XP_026261039.1	XP_036009937.1, NP_083391.2
OG0002774	XP_026260873.1	NP_001405960.1, NP_077208.1, XP_006502188.1
OG0002775	XP_026260772.1	NP_033083.2
OG0002776	XP_026260731.1	NP_001344887.1
OG0002777	XP_026255788.1	NP_081283.2, XP_011245298.1
OG0002778	XP_026243820.1	XP_006526416.1, NP_001074691.1
OG0002779	XP_026269759.1, XP_026269768.1, XP_026269751.1	NP_001316627.1
OG0002780	XP_026252181.1	NP_848829.2, XP_006515893.1
OG0002781	XP_026239871.1	NP_032503.2
OG0002782	XP_026240879.1	NP_082632.2, NP_001165575.1
OG0002783	XP_026258488.1	NP_001074412.1, NP_001363954.1
OG0002784	XP_026257949.1	NP_001348633.1
OG0002785	XP_026250013.1	XP_030102366.1
OG0002786	XP_026267566.1	NP_001398758.1
OG0002787	XP_026255224.1, XP_026255223.1	NP_001408611.1, NP_001408612.1, NP_033962.2, NP_001408610.1
OG0002789	XP_026262422.1, XP_026262423.1	NP_001404343.1, NP_056547.3, NP_001404342.1, NP_001404341.1, XP_006532123.1, NP_001404340.1
OG0002790	XP_026253868.1	XP_006534046.1
OG0002791	XP_026244800.1	NP_001355805.1
OG0002792	XP_026244563.1, XP_026244562.1	NP_038653.1
OG0002793	XP_026242287.1	NP_001303616.1, NP_620639.1
OG0002794	XP_026260672.1	NP_001074403.1
OG0002795	XP_026253044.1	NP_035016.1
OG0002796	XP_026254227.1, XP_026254229.1, XP_026254228.1	NP_001346753.1, NP_083149.3, NP_001346754.1
OG0002798	XP_026261709.1, XP_026261708.1, XP_026261711.1, XP_026261710.1	NP_065253.1, XP_036015423.1
OG0002799	XP_026261760.1	XP_006520307.1
OG0002800	XP_026266003.1, XP_026266004.1	NP_031806.3, NP_001345783.1, NP_031807.1
OG0002801	XP_026235323.1	NP_001355709.1, NP_660124.3, XP_006496427.1
OG0002802	XP_026241552.1	NP_083397.3
OG0002803	XP_026242964.1	XP_006514852.1, NP_080381.3, NP_001103603.2, NP_001357842.1
OG0002804	XP_026243028.1	XP_017177020.1, NP_001032816.1, NP_001273539.1, NP_780685.2
OG0002805	XP_026260910.1	NP_001258786.1
OG0002806	XP_026256999.1	XP_036016849.1, NP_033990.2
OG0002807	XP_026236142.1	NP_001264804.1
OG0002808	XP_026270349.1	XP_006538004.1
OG0002809	XP_026267022.1	NP_599016.2, XP_030100414.1
OG0002811	XP_026266191.1	XP_006511298.1
OG0002812	XP_026258314.1	NP_690038.1
OG0002813	XP_026245386.1	XP_006512799.1, NP_077247.1
OG0002814	XP_026248560.1	XP_006505158.1
OG0002816	XP_026257353.1	NP_061209.1
OG0002817	XP_026249198.1	NP_001013777.2, NP_001139422.1
OG0002818	XP_026237549.1	NP_001333431.1, NP_598646.4, NP_001355656.1, XP_006502680.2
OG0002819	XP_026238445.1, XP_026238440.1	NP_031697.1, NP_001288297.1
OG0002820	XP_026265092.1	XP_036019406.1
OG0002821	XP_026235945.1	XP_006508978.1, NP_083392.1
OG0002822	XP_026261183.1	XP_011239760.1, NP_076027.1
OG0002823	XP_026265125.1, XP_026265126.1	NP_077202.1
OG0002824	XP_026267007.1	NP_035430.1
OG0002825	XP_026243504.1	XP_006515007.1
OG0002826	XP_026264092.1	XP_017176318.1, NP_001276727.1, NP_001276728.1, NP_663533.1
OG0002827	XP_026244196.1	XP_006524336.1, NP_001159965.1, NP_997129.1, NP_001398159.1, NP_001347032.1
OG0002828	XP_026249892.1	NP_080469.2, NP_001157024.1, XP_036019138.1
OG0002829	XP_026249926.1	XP_006501710.1, NP_001028952.1
OG0002830	XP_026257602.1	NP_001153621.1, NP_081046.2
OG0002831	XP_026268000.1	NP_997538.1, XP_036012181.1
OG0002832	XP_026236234.1, XP_026236237.1	NP_666800.2, NP_666798.2
OG0002833	XP_026252247.1	NP_082353.1, NP_001345187.1, NP_001345186.1, NP_001345185.1
OG0002834	XP_026270240.1, XP_026270239.1	XP_030106926.1, NP_080951.1
OG0002835	XP_026245649.1	NP_001289305.1, NP_001289306.1, NP_059494.2
OG0002836	XP_026253627.1	XP_006506580.1, NP_080531.2
OG0002837	XP_026239591.1, XP_026239594.1, XP_026239593.1, XP_026239595.1, XP_026239598.1, XP_026239597.1, XP_026239596.1, XP_026239592.1	NP_001395316.1
OG0002838	XP_026239686.1	NP_766363.2, XP_006512138.1
OG0002839	XP_026238009.1	NP_001396623.1
OG0002840	XP_026245798.1	NP_064412.2
OG0002841	XP_026245824.1, XP_026245823.1	XP_006509815.1, NP_082465.3
OG0002842	XP_026255471.1	NP_001273458.1, NP_001002846.1, NP_001273459.1, NP_038939.2, XP_006510460.1
OG0002843	XP_026267623.1, XP_026267624.1, XP_026267625.1	XP_011240911.1, NP_082436.1, NP_083211.1
OG0002844	XP_026260131.1	NP_598725.2
OG0002845	XP_026270519.1	NP_598896.3, NP_001345827.2, XP_006513090.1
OG0002846	XP_026269710.1	XP_006514133.1, NP_001365924.1, NP_001116077.1, NP_573451.2, NP_001116076.1
OG0002847	XP_026240485.1	NP_001342055.1, NP_001355634.1, NP_001074464.1
OG0002848	XP_026243101.1, XP_026243104.1, XP_026243102.1	NP_001034128.2
OG0002849	XP_026261074.1	XP_006541052.1, NP_058561.2, NP_001139525.1, NP_001139521.1, NP_001139522.1, NP_001139524.1
OG0002850	XP_026261608.1	NP_001346811.1, NP_001346812.1, XP_006518164.1, NP_081971.1
OG0002851	XP_026244387.1, XP_026244388.1, XP_026244386.1	NP_663435.2, XP_036014448.1
OG0002852	XP_026241637.1, XP_026241636.1	NP_001298067.1
OG0002853	XP_026265490.1, XP_026265491.1	XP_017174462.1, NP_848877.2, NP_001108013.1
OG0002854	XP_026263607.1	NP_001276581.1, XP_030108051.1, NP_001276580.1, NP_083883.1
OG0002855	XP_026269292.1	NP_001305848.1, NP_001239494.1
OG0002856	XP_026245539.1, XP_026238539.1	XP_006509460.1, NP_035964.1
OG0002857	XP_026265332.1, XP_026265333.1	XP_006496637.1, NP_001116157.1, NP_084053.3
OG0002858	XP_026265319.1	XP_036010058.1
OG0002859	XP_026251793.1	NP_035196.2
OG0002860	XP_026241827.1	NP_034009.2, NP_001345846.1, XP_011246464.1, NP_001408204.1, NP_001408203.1, NP_001345847.1, NP_001345848.1, NP_001408205.1, NP_001408206.1
OG0002861	XP_026267850.1, XP_026267849.1	NP_001371183.1, XP_011246504.2, NP_598663.2
OG0002862	XP_026265012.1, XP_026265011.1	NP_035909.2
OG0002863	XP_026267979.1	XP_006535131.3
OG0002864	XP_026264693.1	NP_001123930.1, NP_056564.1, NP_001123931.1, XP_006514673.1
OG0002865	XP_026266321.1	NP_001280613.1, NP_001280612.1, NP_079911.1
OG0002867	XP_026243999.1, XP_026240001.1	NP_034764.1
OG0002868	XP_026259092.1	XP_006505961.1, NP_001036029.1, NP_001273682.1, NP_001028298.1
OG0002869	XP_026259044.1	NP_001163812.1, NP_663360.1
OG0002870	XP_026256424.1	NP_001344617.1, NP_001156959.1, NP_067489.3, NP_001156960.1, XP_006520664.1
OG0002871	XP_026250557.1	NP_705740.1
OG0002872	XP_026250617.1	NP_932776.1, XP_030106757.1
OG0002873	XP_026256909.1	XP_006526806.1, NP_001170841.1, NP_001170840.1, NP_062281.1
OG0002874	XP_026256931.1	NP_001157762.1, XP_006527338.1, NP_001157763.1, NP_077154.2, NP_001157764.1, NP_001157765.1, NP_001157767.1, NP_001157766.1
OG0002875	XP_026244917.1	NP_001008542.2, XP_006526798.1
OG0002875	XP_026248813.1	NP_001347277.1, NP_001347276.1, NP_001347274.1, NP_001347275.1, NP_001008543.1, NP_034977.1
OG0002876	XP_026237199.1	XP_006536298.1, NP_001177315.1, NP_081045.2, NP_001177314.1
OG0002877	XP_026240554.1	XP_006530140.1
OG0002878	XP_026243498.1	NP_034122.1, NP_001129531.1
OG0002879	XP_026247204.1, XP_026247200.1	XP_011237876.1, NP_955014.2
OG0002880	XP_026248148.1	NP_001277748.1, NP_001411668.1, NP_001277749.1
OG0002881	XP_026248167.1	NP_083751.1, NP_001277741.1, XP_011238139.1, NP_001277740.1
OG0002882	XP_026243542.1	NP_001116345.1
OG0002884	XP_026263245.1	NP_001342179.1
OG0002885	XP_026264775.1	NP_001070735.1, NP_031542.2, NP_001070734.1, NP_001070733.1, XP_006534798.1
OG0002886	XP_026270838.1	NP_001345666.1, NP_001159931.1, NP_001159929.1, NP_666068.1, NP_001345665.1
OG0002887	XP_026259334.1	NP_001127929.1
