Orthogroup	Urocitellus_parryii	Myotis_lucifugus
OG0002824	XP_026267007.1	XP_006109025.1
OG0002825	XP_026243504.1	XP_023605022.1
OG0002826	XP_026264092.1	XP_006099851.1
OG0002827	XP_026244196.1	XP_014316063.1
OG0002828	XP_026249892.1	XP_023612804.1
OG0002829	XP_026249926.1	XP_006092600.1, XP_023612837.1, XP_006092601.1
OG0002830	XP_026257602.1	XP_023619218.1
OG0002831	XP_026268000.1	XP_023603823.1
OG0002832	XP_026236234.1, XP_026236237.1	XP_006091981.1
OG0002833	XP_026252247.1	XP_014323283.1
OG0002834	XP_026270240.1, XP_026270239.1	XP_014303997.2
OG0002835	XP_026245649.1	XP_006097174.3
OG0002836	XP_026253627.1	XP_006089079.1
OG0002840	XP_026245798.1	XP_006100478.1
OG0002841	XP_026245824.1, XP_026245823.1	XP_006107110.1
OG0002843	XP_026267623.1, XP_026267624.1, XP_026267625.1	XP_006082018.1, XP_014312631.1
OG0002845	XP_026270519.1	XP_006101206.1
OG0002846	XP_026269710.1	XP_023599077.1
OG0002847	XP_026240485.1	XP_006098533.1
OG0002848	XP_026243101.1, XP_026243104.1, XP_026243102.1	XP_014313360.1
OG0002849	XP_026261074.1	XP_006094851.1
OG0002850	XP_026261608.1	XP_006087667.1
OG0002851	XP_026244387.1, XP_026244388.1, XP_026244386.1	XP_014306040.1
OG0002852	XP_026241637.1, XP_026241636.1	XP_014317831.1, XP_006096475.1
OG0002853	XP_026265490.1, XP_026265491.1	XP_006096447.1
OG0002854	XP_026263607.1	XP_014304093.1, XP_006106724.1
OG0002856	XP_026245539.1, XP_026238539.1	XP_006108853.2
OG0002857	XP_026265332.1, XP_026265333.1	XP_006082649.1
OG0002858	XP_026265319.1	XP_006082652.1
OG0002859	XP_026251793.1	XP_023603154.1, XP_006109315.2
OG0002860	XP_026241827.1	XP_023618457.1, XP_006099077.1, XP_023618456.1
OG0002862	XP_026265012.1, XP_026265011.1	XP_014319463.1
OG0002863	XP_026267979.1	XP_023618727.1
OG0002864	XP_026264693.1	XP_006104947.1
OG0002865	XP_026266321.1	XP_023618340.1
OG0002868	XP_026259092.1	XP_006084204.1
OG0002869	XP_026259044.1	XP_014307101.1
OG0002870	XP_026256424.1	XP_023612072.1
OG0002871	XP_026250557.1	XP_023610600.1
OG0002872	XP_026250617.1	XP_006090029.1
OG0002873	XP_026256909.1	XP_006095999.1
OG0002874	XP_026256931.1	XP_006095950.1, XP_006095949.1
OG0002875	XP_026248813.1	XP_023609108.1
OG0002876	XP_026237199.1	XP_023618423.1
OG0002877	XP_026240554.1	XP_006102200.1
OG0002878	XP_026243498.1	XP_014310508.1
OG0002879	XP_026247204.1, XP_026247200.1	XP_006093082.1, XP_006093083.1
OG0002880	XP_026248148.1	XP_006093147.1
OG0002881	XP_026248167.1	XP_006093145.1
OG0002882	XP_026243542.1	XP_006087928.1
OG0002884	XP_026263245.1	XP_006084685.1
OG0002885	XP_026264775.1	XP_006084597.1
OG0002886	XP_026270838.1	XP_006096238.1
OG0002887	XP_026259334.1	XP_023614631.1, XP_023614630.1
OG0002888	XP_026251860.1, XP_026251857.1	XP_006092867.1, XP_023613075.1, XP_014314701.1
OG0002889	XP_026234989.1	XP_023606285.1, XP_006084792.1, XP_023606287.1, XP_023606290.1, XP_023606289.1, XP_023606286.1, XP_023606288.1
OG0002890	XP_026238731.1, XP_026238732.1	XP_006084967.1, XP_006084968.1
OG0002892	XP_026246161.1	XP_023617611.1
OG0002893	XP_026243227.1	XP_006094896.1
OG0002895	XP_026236785.1	XP_006103834.1
OG0002896	XP_026268470.1	XP_006103841.1
OG0002897	XP_026268465.1	XP_023600767.1
OG0002897	XP_026268467.1	XP_023600768.1
OG0002898	XP_026266118.1, XP_026266117.1	XP_023619428.1
OG0002899	XP_026236591.1, XP_026240073.1	XP_006082364.1
OG0002901	XP_026258411.1	XP_014308560.1
OG0002902	XP_026243351.1	XP_006109805.1
OG0002903	XP_026243327.1	XP_006090622.1
OG0002904	XP_026262550.1	XP_023616718.1
OG0002905	XP_026266775.1, XP_026266773.1	XP_014314672.1
OG0002906	XP_026247990.1	XP_006082116.1
OG0002907	XP_026266290.1, XP_026266291.1, XP_026266289.1, XP_026266292.1	XP_023606238.1, XP_023606239.1
OG0002909	XP_026260539.1	XP_014301334.1
OG0002910	XP_026251590.1	XP_006082055.1
OG0002913	XP_026266083.1, XP_026266082.1	XP_006100243.1
OG0002915	XP_026262022.1	XP_023604791.1
OG0002916	XP_026240659.1, XP_026240666.1	XP_023613553.1, XP_023613552.1, XP_006093413.1
OG0002917	XP_026262741.1	XP_023602634.1
OG0002918	XP_026252969.1	XP_023604299.1
OG0002919	XP_026243072.1	XP_023611676.1
OG0002920	XP_026257563.1, XP_026257562.1, XP_026257564.1, XP_026257565.1	XP_023610786.1
OG0002921	XP_026249594.1, XP_026249587.1	XP_023611529.1, XP_006090978.1
OG0002922	XP_026237440.1	XP_023604186.1
OG0002923	XP_026261775.1	XP_023619475.1, XP_023619476.1
OG0002925	XP_026266672.1	XP_023605595.1
OG0002926	XP_026239349.1, XP_026239350.1	XP_006101305.1, XP_023620527.1, XP_023620529.1, XP_006101304.1, XP_023620528.1
OG0002927	XP_026253088.1, XP_026237420.1	XP_006090658.1
OG0002929	XP_026242573.1	XP_023618357.1
OG0002930	XP_026264981.1	XP_006108633.2
OG0002931	XP_026266655.1	XP_006084406.1
OG0002934	XP_026260250.1	XP_023603882.1
OG0002935	XP_026238897.1	XP_023605174.1
OG0002936	XP_026247692.1	XP_023606012.1
OG0002937	XP_026260920.1	XP_006093015.1
OG0002938	XP_026270229.1	XP_006105654.1
OG0002939	XP_026261737.1	XP_006098601.1
OG0002940	XP_026235851.1	XP_006098723.1, XP_006098724.1
OG0002941	XP_026252161.1	XP_006106418.1
OG0002942	XP_026239879.1	XP_023616526.1
OG0002944	XP_026245502.1	XP_006081947.1
OG0002945	XP_026261853.1	XP_006087679.1
OG0002946	XP_026241598.1	XP_023616038.1
OG0002947	XP_026253506.1	XP_006084133.1
OG0002948	XP_026259060.1	XP_023620782.1
OG0002949	XP_026238040.1	XP_006094714.1
OG0002950	XP_026263760.1	XP_006096951.1
OG0002955	XP_026236786.1	XP_014316592.1
OG0002955	XP_026236780.1, XP_026236789.1	XP_014316580.1
OG0002956	XP_026265745.1	XP_006101027.1
OG0002957	XP_026249809.1	XP_014309629.1
OG0002958	XP_026245044.1	XP_006086863.1
OG0002959	XP_026263154.1	XP_006108843.1
OG0002960	XP_026262727.1	XP_006102262.1
OG0002961	XP_026237015.1	XP_023608614.1
OG0002963	XP_026237162.1, XP_026237451.1	XP_023602221.1, XP_014303054.1
OG0002965	XP_026238023.1	XP_006108904.1
OG0002967	XP_026262149.1	XP_006108207.1
OG0002968	XP_026262183.1, XP_026262182.1	XP_006107567.1
OG0002969	XP_026262156.1	XP_006109184.1
OG0002970	XP_026266255.1	XP_006108259.1, XP_006109533.1
OG0002971	XP_026236819.1	XP_014323479.1
OG0002972	XP_026267319.1	XP_023599743.1
OG0002973	XP_026267339.1	XP_023599739.1
OG0002974	XP_026267322.1	XP_006096775.2
OG0002975	XP_026267908.1	XP_006096740.1
OG0002979	XP_026247016.1	XP_023604270.1, XP_014305798.1
OG0002980	XP_026244532.1	XP_023611089.1
OG0002981	XP_026258121.1	XP_023607960.1
OG0002982	XP_026247585.1	XP_014311008.1
OG0002983	XP_026268359.1, XP_026268369.1, XP_026268349.1	XP_006088498.1
OG0002984	XP_026246611.1	XP_006081461.1
OG0002985	XP_026237512.1	XP_006087379.1
OG0002986	XP_026246618.1	XP_014307540.1
OG0002987	XP_026251433.1	XP_023602042.1
OG0002988	XP_026248070.1	XP_023604553.1
OG0002989	XP_026262591.1	XP_023614317.1
OG0002990	XP_026262604.1	XP_006094299.1
OG0002991	XP_026247403.1	XP_006097372.1
OG0002992	XP_026259422.1	XP_006108846.2, XP_006104161.1
OG0002993	XP_026253726.1	XP_023600730.1
OG0002994	XP_026256968.1	XP_023602135.1
OG0002995	XP_026250341.1, XP_026250342.1	XP_023606852.1
OG0002996	XP_026256329.1	XP_006102255.1
OG0002997	XP_026243978.1	XP_023603222.1
OG0002998	XP_026243945.1	XP_006108502.1
OG0003000	XP_026259144.1	XP_023604871.1, XP_023605133.1, XP_023620784.1
OG0003001	XP_026259401.1	XP_006101571.1
OG0003002	XP_026259682.1	XP_023616233.1, XP_023616232.1, XP_006096667.1
OG0003003	XP_026259493.1	XP_023602688.1, XP_006106130.1
OG0003006	XP_026251155.1	XP_006098655.1
OG0003007	XP_026249499.1	XP_023610368.1
OG0003008	XP_026250432.1	XP_006100028.1
OG0003009	XP_026261568.1	XP_023610904.1, XP_023610908.1
OG0003010	XP_026246074.1, XP_026246073.1, XP_026246075.1	XP_006101034.1
OG0003011	XP_026262440.1	XP_023620291.1
OG0003014	XP_026245924.1	XP_006090152.1
OG0003015	XP_026245920.1	XP_006081544.1
OG0003016	XP_026260924.1	XP_006093014.1
OG0003017	XP_026260380.1	XP_006101815.1, XP_006101816.1, XP_023599024.1
OG0003018	XP_026253991.1, XP_026248385.1	XP_006093554.1
OG0003019	XP_026246275.1	XP_023599707.1
OG0003020	XP_026246326.1	XP_006102665.1, XP_006102666.1
OG0003021	XP_026265202.1	XP_006097430.1
OG0003022	XP_026267137.1	XP_006105741.2
OG0003024	XP_026241873.1	XP_006106523.1, XP_006106524.1
OG0003025	XP_026267212.1, XP_026267211.1	XP_006087081.1, XP_006087080.1
OG0003026	XP_026248800.1	XP_006087108.1
OG0003027	XP_026255065.1	XP_006091243.1
OG0003028	XP_026269060.1	XP_014320390.1
OG0003029	XP_026269045.1	XP_006099449.1
OG0003030	XP_026258305.1	XP_006095907.1
OG0003031	XP_026241431.1	XP_023600686.1
OG0003032	XP_026256224.1	XP_023609175.1
OG0003033	XP_026252608.1, XP_026252610.1, XP_026252607.1, XP_026252612.1, XP_026252611.1, XP_026252609.1	XP_006088309.1
OG0003034	XP_026252689.1	XP_014303710.1
OG0003035	XP_026261456.1, XP_026261455.1	XP_023603546.1
OG0003036	XP_026261445.1	XP_023603825.1
OG0003037	XP_026256228.1	XP_006105007.3
OG0003038	XP_026256109.1, XP_026256108.1	XP_023602648.1
OG0003038	XP_026256222.1	XP_006106110.1
OG0003039	XP_026236730.1, XP_026236731.1	XP_014301228.1
OG0003041	XP_026235808.1	XP_023616006.1
OG0003042	XP_026241257.1, XP_026241255.1, XP_026241258.1, XP_026241256.1, XP_026241253.1	XP_006103722.2
OG0003043	XP_026264957.1, XP_026264956.1	XP_006100606.1
OG0003045	XP_026265760.1	XP_014315063.1
OG0003048	XP_026253001.1	XP_006109166.1
OG0003049	XP_026243272.1	XP_006089980.2
OG0003050	XP_026244281.1	XP_023609788.1
OG0003051	XP_026244225.1	XP_023609724.1
OG0003052	XP_026260753.1	XP_023617319.1
OG0003053	XP_026260718.1	XP_023617369.1
OG0003054	XP_026261834.1, XP_026261833.1	XP_006102294.1
OG0003055	XP_026240876.1	XP_006109877.3
OG0003056	XP_026240883.1	XP_006102636.1
OG0003058	XP_026261246.1, XP_026261244.1, XP_026261245.1	XP_023601746.1
OG0003061	XP_026235609.1, XP_026264225.1	XP_014305488.1, XP_023604427.1, XP_006105644.1
OG0003062	XP_026264174.1	XP_006108616.1
OG0003063	XP_026262426.1	XP_023612702.1
OG0003064	XP_026258052.1	XP_006092220.2
OG0003065	XP_026264047.1	XP_023602059.1
OG0003066	XP_026264029.1, XP_026264028.1	XP_006106155.1
OG0003067	XP_026238230.1	XP_006092377.1
OG0003068	XP_026242719.1	XP_014321684.2
OG0003069	XP_026242917.1, XP_026242918.1, XP_026242916.1	XP_023618373.1
OG0003070	XP_026242641.1	XP_014319976.1, XP_006098982.1
OG0003071	XP_026242535.1	XP_023618381.1, XP_006099001.1
OG0003072	XP_026253789.1	XP_006092284.1, XP_023612579.1
OG0003073	XP_026244723.1	XP_006095593.1
OG0003074	XP_026244664.1	XP_023618613.1, XP_006099239.1, XP_023618612.1, XP_014320201.1
OG0003075	XP_026244730.1	XP_006099226.1, XP_023618581.1
OG0003076	XP_026249750.1	XP_006105191.1
OG0003077	XP_026249703.1	XP_006110099.2
OG0003078	XP_026251393.1	XP_006109564.1
OG0003080	XP_026254100.1, XP_026254102.1, XP_026254101.1	XP_006093637.1, XP_006093638.1
OG0003081	XP_026269355.1	XP_006106431.1
OG0003082	XP_026250121.1, XP_026250118.1, XP_026250123.1, XP_026250122.1, XP_026250119.1	XP_006109261.3
OG0003083	XP_026250130.1	XP_014305507.1, XP_006108067.1
OG0003084	XP_026266104.1, XP_026241551.1	XP_014303068.2, XP_014312936.1
OG0003085	XP_026242984.1	XP_006083342.1
OG0003086	XP_026253962.1	XP_023607939.1
OG0003087	XP_026270859.1	XP_006098776.2
OG0003088	XP_026235310.1	XP_023599810.1
OG0003089	XP_026246939.1	XP_014310668.1
OG0003090	XP_026249099.1, XP_026249100.1	XP_023618822.1
OG0003092	XP_026239342.1	XP_006110210.2
OG0003093	XP_026239489.1, XP_026239487.1, XP_026239488.1, XP_026239484.1, XP_026239486.1, XP_026239485.1, XP_026239491.1, XP_026239482.1, XP_026239490.1	XP_006104458.1
OG0003094	XP_026239301.1, XP_026239299.1	XP_023619905.1, XP_006100624.1, XP_023619903.1, XP_023619904.1
OG0003095	XP_026250237.1	XP_023618070.1
OG0003096	XP_026271070.1	XP_006099777.1, XP_014320686.1
OG0003097	XP_026271071.1	XP_014320687.1
OG0003098	XP_026235105.1, XP_026269251.1, XP_026269252.1	XP_006081484.1
OG0003099	XP_026266768.1	XP_023612274.1
OG0003100	XP_026236532.1	XP_006105961.1
OG0003101	XP_026240311.1	XP_014308115.1
OG0003102	XP_026263538.1	XP_014315160.1
OG0003104	XP_026242427.1	XP_023609385.1
OG0003105	XP_026241906.1	XP_023614066.1
OG0003106	XP_026255127.1	XP_006099146.1
OG0003107	XP_026268842.1	XP_006085007.1
OG0003108	XP_026247330.1	XP_006085014.1
OG0003109	XP_026257346.1, XP_026263051.1	XP_006088783.1
OG0003110	XP_026244498.1, XP_026244499.1, XP_026244497.1	XP_023618169.1
OG0003111	XP_026249271.1	XP_023614291.1
OG0003112	XP_026266170.1	XP_023608434.1
OG0003113	XP_026249264.1	XP_006094255.1
OG0003114	XP_026253595.1	XP_006098213.1
OG0003115	XP_026253488.1	XP_006098256.1, XP_006098257.1
OG0003116	XP_026236801.1	XP_023607595.1, XP_023607597.1, XP_023607596.1
OG0003117	XP_026255257.1	XP_014320996.1
OG0003119	XP_026251613.1	XP_006097083.1
OG0003120	XP_026260480.1	XP_006086291.1
OG0003121	XP_026245292.1	XP_006092751.1
OG0003122	XP_026268628.1	XP_023602849.1
OG0003123	XP_026241805.1	XP_006106385.1, XP_006102404.1
OG0003124	XP_026271036.1, XP_026254240.1	XP_023612200.1
OG0003125	XP_026261634.1	XP_023603502.1
OG0003126	XP_026269877.1, XP_026269876.1	XP_014323609.1
OG0003127	XP_026269858.1, XP_026269859.1	XP_006100914.1
OG0003130	XP_026239903.1	XP_006102244.1
OG0003131	XP_026259449.1	XP_023603288.1
OG0003132	XP_026266319.1	XP_014308272.1
OG0003133	XP_026240735.1	XP_023606873.1
OG0003134	XP_026262293.1	XP_023612345.1, XP_006091954.1
OG0003135	XP_026252239.1, XP_026252240.1, XP_026252238.1	XP_006102558.2
OG0003136	XP_026252360.1	XP_023601408.1
OG0003137	XP_026252363.1	XP_006104411.1
OG0003138	XP_026270246.1	XP_023603123.1
OG0003139	XP_026263358.1	XP_014305811.1, XP_006108345.1
OG0003140	XP_026263405.1, XP_026263408.1, XP_026263407.1, XP_026263406.1, XP_026263409.1	XP_023604567.1
OG0003141	XP_026269807.1	XP_006082929.1
OG0003143	XP_026263899.1	XP_014321526.1
OG0003144	XP_026238907.1	XP_023605447.1, XP_023605448.1, XP_006083930.1, XP_006083929.1
OG0003145	XP_026239644.1	XP_006108740.1
OG0003149	XP_026245867.1, XP_026245868.1, XP_026245866.1	XP_023616639.1
OG0003150	XP_026245886.1	XP_023619765.1, XP_014306076.1
OG0003151	XP_026255384.1	XP_006106003.1
OG0003152	XP_026255481.1	XP_006104132.1
OG0003153	XP_026260017.1, XP_026260018.1, XP_026260016.1	XP_006104892.1
OG0003154	XP_026269740.1	XP_014322713.1
OG0003155	XP_026269760.1	XP_023599062.1
OG0003156	XP_026240476.1	XP_023613139.1
OG0003157	XP_026240516.1	XP_006092967.1
OG0003158	XP_026240486.1	XP_006098535.1
OG0003159	XP_026256781.1, XP_026256782.1	XP_014316233.1
OG0003160	XP_026270159.1	XP_023602337.1
OG0003161	XP_026270278.1	XP_023613927.1
OG0003162	XP_026268064.1	XP_023612161.1
OG0003163	XP_026249442.1	XP_014304561.1
OG0003164	XP_026255251.1	XP_006102016.2
OG0003165	XP_026255904.1	XP_006086975.1
OG0003166	XP_026237734.1	XP_006102113.2
OG0003167	XP_026244321.1	XP_006083726.1
OG0003168	XP_026239683.1	XP_006083746.1
OG0003169	XP_026239715.1, XP_026239675.1	XP_023605036.1
OG0003170	XP_026237919.1	XP_014306454.1
OG0003171	XP_026248723.1	XP_006090384.1
OG0003172	XP_026257846.1, XP_026257847.1	XP_006089435.1
OG0003173	XP_026238951.1	XP_006089485.1
OG0003174	XP_026237703.1	XP_014304940.1
OG0003175	XP_026251842.1, XP_026251844.1	XP_014319610.1, XP_023618535.1, XP_023618532.1
OG0003176	XP_026259187.1	XP_023618467.1
OG0003177	XP_026267856.1	XP_023618450.1
OG0003178	XP_026259212.1	XP_023616178.1
OG0003181	XP_026271064.1	XP_014305388.1, XP_014307231.1
OG0003182	XP_026269660.1, XP_026269659.1	XP_023606980.1
OG0003183	XP_026263035.1	XP_023615698.1
OG0003184	XP_026259084.1	XP_023605592.1
OG0003185	XP_026259090.1, XP_026259089.1	XP_006084247.1, XP_023605765.1
OG0003186	XP_026235104.1	XP_006084271.1
OG0003187	XP_026266678.1	XP_023605596.1, XP_006108410.1
OG0003188	XP_026267891.1	XP_023605601.1
OG0003189	XP_026269952.1, XP_026269951.1	XP_006084348.1
OG0003191	XP_026266493.1	XP_006086825.1
OG0003192	XP_026256436.1, XP_026256438.1, XP_026256437.1, XP_026256439.1	XP_006108369.1
OG0003193	XP_026262885.1, XP_026262886.1	XP_014313697.1
OG0003194	XP_026262808.1	XP_006105389.1
OG0003196	XP_026254580.1, XP_026254581.1, XP_026254579.1	XP_023615497.1, XP_023615495.1, XP_023615494.1, XP_023615496.1
OG0003198	XP_026256902.1, XP_026256901.1	XP_006109973.1
OG0003199	XP_026236417.1	XP_006088239.1
OG0003200	XP_026266075.1	XP_023618421.1
OG0003201	XP_026246584.1	XP_023606667.1
OG0003202	XP_026246571.1	XP_023611269.1
OG0003203	XP_026240333.1	XP_023602169.1
OG0003205	XP_026243552.1, XP_026243551.1	XP_006087920.1
OG0003206	XP_026247680.1	XP_014310222.1
OG0003207	XP_026245826.1	XP_006086017.1, XP_014316163.1
OG0003208	XP_026243617.1	XP_006104746.1, XP_006104747.1, XP_023601625.1
OG0003209	XP_026243518.1	XP_014310491.1
OG0003210	XP_026243597.1	XP_006087961.3
OG0003211	XP_026251927.1, XP_026251926.1, XP_026251925.1	XP_006105880.1
OG0003212	XP_026263241.1	XP_014307578.1
OG0003213	XP_026264780.1	XP_006084603.1
OG0003214	XP_026258928.1	XP_006084584.1
OG0003216	XP_026250459.1	XP_014312481.1
OG0003217	XP_026252038.1	XP_023604555.1, XP_023604554.1
OG0003218	XP_026250448.1, XP_026250441.1, XP_026250455.1	XP_006090972.1
OG0003219	XP_026250590.1	XP_014314702.2
OG0003220	XP_026238607.1	XP_014307826.1
OG0003221	XP_026257959.1	XP_006101467.1
OG0003222	XP_026257234.1	XP_006091321.1
OG0003223	XP_026248859.1	XP_006083283.1
OG0003224	XP_026266925.1	XP_006083245.1
OG0003225	XP_026245368.1	XP_023600990.1, XP_006083227.1
OG0003226	XP_026255110.1, XP_026255111.1	XP_014316607.1
OG0003227	XP_026250360.1, XP_026250361.1	XP_006082499.1
OG0003228	XP_026243319.1	XP_006094894.1
OG0003229	XP_026243794.1, XP_026243793.1	XP_006094391.2
OG0003230	XP_026243774.1	XP_014301564.1
OG0003231	XP_026263758.1	XP_014318271.1
OG0003232	XP_026268603.1	XP_006087841.1
OG0003233	XP_026252531.1, XP_026252526.1, XP_026252527.1, XP_026252530.1, XP_026252532.1, XP_026252529.1	XP_006088616.1
OG0003234	XP_026258400.1	XP_023607083.1, XP_006085713.1
OG0003235	XP_026269531.1	XP_006090634.1
OG0003236	XP_026262553.1	XP_023611174.1, XP_023616723.1, XP_023611173.1, XP_006090647.1, XP_014312895.2, XP_023611172.1, XP_023616717.1
OG0003237	XP_026237384.1	XP_006097278.1, XP_006097279.1
OG0003238	XP_026263200.1, XP_026263199.1	XP_006096202.1
OG0003239	XP_026270948.1	XP_006082148.1
OG0003240	XP_026261383.1	XP_023612953.1
OG0003242	XP_026236868.1	XP_006087719.1
OG0003247	XP_026238904.1	XP_023605433.1
OG0003248	XP_026251630.1	XP_023609140.1
OG0003249	XP_026247254.1	XP_006094201.2
OG0003250	XP_026236478.1	XP_023599334.1
OG0003251	XP_026263178.1	XP_014315154.1
OG0003252	XP_026251636.1	XP_006089648.1, XP_006108937.1, XP_023605256.1, XP_023610283.1, XP_023610282.1
OG0003254	XP_026245853.1	XP_023616669.1
OG0003255	XP_026248554.1	XP_023615521.1
OG0003257	XP_026257734.1	XP_006089219.1
OG0003258	XP_026264771.1	XP_023610468.1
OG0003259	XP_026270842.1	XP_006096246.3, XP_023620270.1
OG0003260	XP_026271250.1	XP_006084261.1
OG0003261	XP_026237520.1	XP_006106429.1
OG0003262	XP_026262277.1	XP_006091945.1
OG0003263	XP_026257828.1, XP_026257829.1, XP_026257827.1	XP_006086302.1, XP_023609831.1
OG0003264	XP_026269879.1	XP_023599888.1
OG0003265	XP_026249323.1	XP_023604174.1
OG0003266	XP_026260750.1	XP_014301593.2
OG0003267	XP_026254816.1	XP_006084071.1
OG0003268	XP_026259375.1	XP_006094076.1
OG0003269	XP_026262151.1	XP_014304896.1, XP_023603937.1, XP_006108500.1, XP_023603935.1, XP_023603938.1, XP_006109269.2
OG0003271	XP_026265015.1	XP_006098387.1
OG0003272	XP_026252259.1	XP_014323290.1
OG0003273	XP_026265057.1	XP_006101720.1
OG0003274	XP_026257395.1	XP_006099804.2
OG0003275	XP_026268277.1	XP_006100065.1
OG0003276	XP_026268125.1	XP_006103302.1, XP_023604333.1
OG0003277	XP_026257394.1	XP_023619182.1
OG0003278	XP_026255721.1	XP_006102274.2
OG0003279	XP_026247286.1	XP_023614196.1
OG0003280	XP_026253903.1, XP_026253902.1	XP_023614156.1
OG0003281	XP_026247935.1	XP_023607244.1
OG0003282	XP_026235259.1	XP_006088131.1
OG0003283	XP_026237426.1	XP_006092145.1, XP_006092146.1, XP_006092144.1
OG0003284	XP_026235014.1	XP_006092151.1, XP_014313961.1
OG0003286	XP_026237826.1	XP_006092148.2
OG0003287	XP_026235792.1	XP_014323534.2
OG0003288	XP_026257153.1	XP_006085688.1
OG0003290	XP_026236897.1	XP_006097472.1
OG0003291	XP_026248995.1	XP_006087199.1
OG0003292	XP_026265754.1	XP_014321841.1
OG0003293	XP_026249554.1, XP_026249553.1	XP_006085142.1
OG0003294	XP_026268824.1	XP_014321898.2
OG0003295	XP_026263170.1	XP_023600342.1, XP_023600343.1
OG0003296	XP_026235525.1	XP_023604641.1, XP_023600447.1, XP_023600448.1
OG0003297	XP_026269665.1	XP_014308500.1
OG0003299	XP_026237181.1	XP_023604425.1
OG0003300	XP_026262184.1	XP_014304251.1
OG0003301	XP_026238171.1	XP_023604544.1, XP_006106755.3
OG0003303	XP_026259489.1	XP_006109274.1
OG0003305	XP_026247023.1, XP_026247022.1	XP_023603873.1
OG0003307	XP_026260951.1	XP_006086772.1
OG0003308	XP_026236800.1	XP_023607257.1
OG0003309	XP_026251497.1	XP_023602044.1
OG0003310	XP_026248074.1	XP_023605115.1, XP_014300997.1
OG0003311	XP_026247428.1	XP_006102029.1
OG0003312	XP_026266089.1	XP_023600023.1
OG0003314	XP_026267718.1, XP_026267717.1	XP_023606209.1
OG0003315	XP_026250524.1, XP_026250523.1	XP_006104027.1
OG0003316	XP_026250511.1	XP_006104026.1
OG0003317	XP_026243981.1	XP_014301500.2
OG0003318	XP_026243983.1, XP_026264806.1	XP_006107943.1
OG0003319	XP_026243970.1	XP_023615159.1
OG0003321	XP_026249511.1	XP_006109085.2, XP_006109917.1
OG0003322	XP_026255339.1	XP_023619494.1
OG0003323	XP_026253940.1	XP_014310151.1
OG0003324	XP_026238152.1	XP_023604709.1
OG0003325	XP_026244105.1	XP_023609871.1
OG0003326	XP_026240225.1	XP_014318681.1
OG0003327	XP_026241725.1	XP_006107526.1
OG0003328	XP_026235961.1	XP_006090200.1
OG0003329	XP_026248415.1, XP_026248416.1	XP_006099444.1
OG0003331	XP_026260399.1	XP_006101820.1, XP_006101822.1, XP_023599019.1
OG0003332	XP_026252114.1	XP_014302161.1
OG0003333	XP_026246312.1	XP_023604273.1, XP_006102672.1
OG0003334	XP_026236114.1	XP_023602463.1
OG0003335	XP_026270623.1	XP_014306762.1
OG0003337	XP_026253677.1	XP_006107682.1
OG0003339	XP_026267209.1, XP_026267210.1	XP_023608333.1
OG0003340	XP_026248779.1, XP_026248780.1, XP_026248778.1	XP_006109646.2
OG0003341	XP_026264909.1	XP_006087128.1
OG0003342	XP_026254997.1	XP_023611835.1
OG0003343	XP_026255031.1	XP_006091232.1
OG0003344	XP_026269055.1	XP_006099498.1
OG0003345	XP_026248412.1	XP_006108333.1
OG0003346	XP_026256110.1	XP_023609215.1
OG0003347	XP_026252627.1	XP_023609191.1
OG0003348	XP_026268938.1	XP_023600272.1
OG0003349	XP_026259986.1	XP_006081113.1
OG0003350	XP_026260003.1	XP_023617232.1
OG0003351	XP_026236742.1	XP_023600411.1, XP_023600405.1
OG0003352	XP_026247890.1	XP_023603934.1
OG0003353	XP_026247864.1	XP_023620603.1
OG0003355	XP_026241456.1	XP_023601810.1
OG0003356	XP_026235474.1, XP_026235475.1, XP_026235473.1	XP_014301518.1, XP_014301520.1
OG0003357	XP_026258905.1	XP_014315043.1, XP_006109207.1
OG0003358	XP_026268791.1	XP_014316683.1, XP_006095214.1
OG0003359	XP_026243256.1	XP_006094923.1
OG0003360	XP_026243168.1	XP_023610586.1
OG0003361	XP_026235706.1	XP_006089943.1
OG0003362	XP_026248628.1, XP_026248629.1	XP_014312294.1
OG0003363	XP_026261537.1, XP_026261536.1, XP_026261534.1, XP_026261533.1	XP_006109930.2
OG0003364	XP_026261510.1	XP_006106492.1
OG0003365	XP_026260839.1	XP_006097914.1, XP_014306396.1
OG0003366	XP_026260861.1	XP_006109633.1
OG0003367	XP_026260853.1	XP_006095141.1
OG0003368	XP_026255840.1	XP_006085224.1
OG0003369	XP_026250321.1	XP_006089315.1
OG0003370	XP_026261782.1	XP_006102332.1
OG0003371	XP_026250033.1	XP_023619873.1
OG0003372	XP_026261811.1	XP_006100098.1
OG0003373	XP_026268447.1, XP_026268448.1	XP_023611361.1
OG0003374	XP_026239888.1	XP_006099645.3
OG0003375	XP_026240925.1, XP_026240924.1	XP_006096081.1
OG0003376	XP_026240984.1	XP_006091075.1, XP_014313312.1
OG0003377	XP_026257728.1	XP_006098480.1, XP_023617922.1, XP_023617921.1
OG0003378	XP_026258397.1	XP_023608246.1
OG0003379	XP_026256393.1	XP_023608248.1, XP_006087043.1, XP_023608247.1
OG0003380	XP_026256562.1, XP_026256557.1, XP_026256550.1	XP_006087048.1
OG0003382	XP_026258035.1	XP_006092515.1, XP_023612776.1
