Orthogroup	Urocitellus_parryii	Ursus_americanus
OG0001467	XP_026269135.1, XP_026269136.1, XP_026269134.1	XP_045647255.1, XP_045647256.1
OG0001468	XP_026254520.1, XP_026254523.1, XP_026254522.1, XP_026254521.1	XP_045656963.1
OG0001469	XP_026254612.1	XP_045656682.1
OG0001471	XP_026255300.1, XP_026255302.1, XP_026255299.1	XP_045665953.1
OG0001472	XP_026253135.1	XP_045665892.1
OG0001473	XP_026235414.1	XP_045647574.1
OG0001474	XP_026244878.1, XP_026244877.1	XP_045659138.1, XP_045659139.1, XP_045659140.1
OG0001475	XP_026248026.1	XP_045672278.1, XP_045672263.1, XP_045672271.1
OG0001476	XP_026243566.1	XP_045651101.1, XP_045651103.1, XP_045651102.1, XP_045651100.1
OG0001477	XP_026249338.1	XP_045641457.1
OG0001478	XP_026236155.1	XP_045669482.1, XP_045669483.1
OG0001479	XP_026245472.1, XP_026245473.1, XP_026245474.1	XP_045655045.1
OG0001480	XP_026269552.1	XP_045647342.1, XP_045647350.1, XP_045647335.1
OG0001481	XP_026251899.1	XP_045668450.1
OG0001482	XP_026265792.1	XP_045667217.1
OG0001483	XP_026271093.1, XP_026271095.1, XP_026271096.1	XP_045659873.1
OG0001484	XP_026245343.1	XP_045636097.1
OG0001485	XP_026255088.1	XP_045662346.1, XP_045662345.1
OG0001486	XP_026246205.1, XP_026246206.1	XP_045631219.1, XP_045631220.1
OG0001488	XP_026237750.1	XP_045631794.1
OG0001490	XP_026252578.1	XP_045644389.1
OG0001491	XP_026268476.1	XP_045655394.1
OG0001492	XP_026269596.1	XP_045649786.1
OG0001493	XP_026261860.1	XP_045658741.1, XP_045658742.1, XP_045658738.1, XP_045658739.1, XP_045658740.1, XP_045658736.1
OG0001499	XP_026246981.1	XP_045652195.1
OG0001502	XP_026251614.1, XP_026251615.1	XP_045654662.1, XP_045654661.1
OG0001503	XP_026269824.1	XP_045635204.1
OG0001503	XP_026255980.1	XP_045650650.1
OG0001504	XP_026252674.1, XP_026252665.1, XP_026252681.1	XP_045635856.1, XP_045635855.1, XP_045635853.1
OG0001505	XP_026235944.1	XP_045667146.1, XP_045667143.1, XP_045667145.1
OG0001506	XP_026237988.1, XP_026237569.1	XP_045638928.1, XP_045638924.1, XP_045638927.1
OG0001507	XP_026240489.1, XP_026240490.1	XP_045654723.1, XP_045654726.1, XP_045654724.1, XP_045654725.1
OG0001508	XP_026236107.1	XP_045634079.1
OG0001509	XP_026246987.1, XP_026246988.1	XP_045652625.1
OG0001510	XP_026245125.1, XP_026245124.1, XP_026245123.1, XP_026245127.1, XP_026245126.1	XP_045667199.1
OG0001511	XP_026241975.1, XP_026241974.1, XP_026241973.1	XP_045654883.1
OG0001512	XP_026257883.1	XP_045662797.1, XP_045662807.1
OG0001513	XP_026242549.1	XP_045637584.1
OG0001513	XP_026242543.1	XP_045637665.1
OG0001514	XP_026255238.1	XP_045649520.1
OG0001514	XP_026253897.1	XP_045648418.1
OG0001515	XP_026246024.1, XP_026246026.1, XP_026246025.1, XP_026246023.1, XP_026246027.1, XP_026246028.1	XP_045639117.1, XP_045639118.1
OG0001516	XP_026270489.1	XP_045656048.1, XP_045656047.1, XP_045656049.1, XP_045656046.1
OG0001517	XP_026237107.1	XP_045642857.1, XP_045642863.1, XP_045642422.1, XP_045642421.1
OG0001518	XP_026256883.1	XP_045671340.1, XP_045671341.1
OG0001519	XP_026260334.1	XP_045653541.1
OG0001520	XP_026236462.1	XP_045646795.1, XP_045635019.1
OG0001520	XP_026236461.1	XP_045635017.1
OG0001521	XP_026256855.1	XP_045638677.1
OG0001521	XP_026256857.1	XP_045638676.1
OG0001522	XP_026235560.1	XP_045629760.1, XP_045629823.1
OG0001523	XP_026265730.1	XP_045646086.1
OG0001524	XP_026257783.1, XP_026257784.1, XP_026257785.1	XP_045671108.1
OG0001525	XP_026270037.1	XP_045650856.1, XP_045628436.1
OG0001526	XP_026238179.1, XP_026238177.1, XP_026238178.1	XP_045630193.1, XP_045630194.1, XP_045630195.1
OG0001527	XP_026262439.1	XP_045670079.1
OG0001528	XP_026268410.1, XP_026268411.1	XP_045660919.1
OG0001529	XP_026264190.1	XP_045670556.1
OG0001530	XP_026266230.1	XP_045632280.1
OG0001531	XP_026269970.1	XP_045658591.1
OG0001531	XP_026259643.1	XP_045632283.1
OG0001532	XP_026259559.1	XP_045668685.1
OG0001533	XP_026267967.1	XP_045641682.1
OG0001533	XP_026267938.1	XP_045641642.1
OG0001534	XP_026257054.1, XP_026257051.1, XP_026257052.1	XP_045650521.1
OG0001534	XP_026257053.1	XP_045650522.1
OG0001535	XP_026250825.1	XP_045664234.1
OG0001536	XP_026241685.1, XP_026241684.1, XP_026241686.1, XP_026241683.1	XP_045652208.1
OG0001537	XP_026268454.1, XP_026268455.1	XP_045669014.1, XP_045669015.1
OG0001538	XP_026235257.1, XP_026235256.1, XP_026235255.1	XP_045630685.1
OG0001539	XP_026249058.1	XP_045652384.1
OG0001540	XP_026242924.1, XP_026238655.1	XP_045671880.1, XP_045671879.1
OG0001541	XP_026269336.1	XP_045639656.1
OG0001542	XP_026245466.1	XP_045655054.1
OG0001542	XP_026246045.1	XP_045639163.1
OG0001543	XP_026262443.1	XP_045639159.1
OG0001544	XP_026251158.1	XP_045648104.1
OG0001545	XP_026259265.1	XP_045653949.1, XP_045653950.1, XP_045653952.1, XP_045653951.1
OG0001546	XP_026254829.1	XP_045653631.1
OG0001547	XP_026255909.1, XP_026255908.1	XP_045650660.1, XP_045650661.1
OG0001548	XP_026249731.1, XP_026249730.1	XP_045660826.1
OG0001549	XP_026264458.1	XP_045634110.1
OG0001549	XP_026262536.1	XP_045658252.1
OG0001550	XP_026265130.1	XP_045658052.1
OG0001551	XP_026253662.1	XP_045659550.1
OG0001552	XP_026257647.1	XP_045628760.1
OG0001552	XP_026238987.1	XP_045662483.1
OG0001553	XP_026269020.1	XP_045670913.1
OG0001554	XP_026256258.1	XP_045641942.1, XP_045641941.1, XP_045641940.1
OG0001555	XP_026247876.1, XP_026247875.1	XP_045631196.1, XP_045631197.1
OG0001556	XP_026243274.1	XP_045643780.1
OG0001557	XP_026262940.1	XP_045652852.1
OG0001557	XP_026252383.1	XP_045631827.1
OG0001558	XP_026262933.1	XP_045653835.1
OG0001558	XP_026262926.1	XP_045653056.1
OG0001559	XP_026239734.1, XP_026265131.1	XP_045661827.1
OG0001560	XP_026261332.1	XP_045633151.1
OG0001561	XP_026238231.1	XP_045637728.1
OG0001562	XP_026251185.1, XP_026251186.1	XP_045659778.1, XP_045659779.1, XP_045659776.1, XP_045659777.1
OG0001563	XP_026242940.1, XP_026242942.1, XP_026242939.1, XP_026242941.1	XP_045644071.1
OG0001564	XP_026268876.1, XP_026270070.1	XP_045650909.1, XP_045650902.1
OG0001565	XP_026264855.1	XP_045646644.1
OG0001566	XP_026270952.1	XP_045636489.1, XP_045636490.1
OG0001567	XP_026239149.1, XP_026239150.1, XP_026239147.1, XP_026239151.1	XP_045656642.1
OG0001568	XP_026267041.1, XP_026267042.1	XP_045658379.1
OG0001569	XP_026257175.1	XP_045660964.1
OG0001569	XP_026247145.1	XP_045660892.1
OG0001570	XP_026270314.1	XP_045651710.1
OG0001570	XP_026266859.1	XP_045661418.1
OG0001571	XP_026266722.1	XP_045654364.1
OG0001572	XP_026266709.1, XP_026266700.1	XP_045627919.1, XP_045627920.1
OG0001573	XP_026265714.1	XP_045633198.1
OG0001574	XP_026240701.1	XP_045661825.1
OG0001575	XP_026243208.1	XP_045671856.1
OG0001575	XP_026244155.1	XP_045653019.1
OG0001576	XP_026270590.1, XP_026270589.1	XP_045648675.1
OG0001577	XP_026261417.1	XP_045656271.1
OG0001578	XP_026266179.1	XP_045655765.1, XP_045655764.1
OG0001579	XP_026253623.1, XP_026253631.1	XP_045635785.1, XP_045635787.1, XP_045635786.1
OG0001580	XP_026265178.1	XP_045648396.1
OG0001581	XP_026235702.1, XP_026235701.1	XP_045648569.1
OG0001582	XP_026266962.1	XP_045648336.1, XP_045648334.1, XP_045648337.1, XP_045648333.1, XP_045648335.1
OG0001583	XP_026236145.1	XP_045648187.1
OG0001584	XP_026261647.1	XP_045665031.1, XP_045665034.1, XP_045665032.1, XP_045665033.1, XP_045665030.1
OG0001585	XP_026245236.1	XP_045641712.1
OG0001586	XP_026235309.1, XP_026235235.1, XP_026235378.1	XP_045665126.1, XP_045665128.1, XP_045665127.1, XP_045665125.1
OG0001587	XP_026263013.1, XP_026259827.1, XP_026243087.1	XP_045646539.1, XP_045646538.1, XP_045646537.1
OG0001588	XP_026263369.1	XP_045649752.1, XP_045649750.1
OG0001589	XP_026237689.1	XP_045626787.1
OG0001590	XP_026260925.1	XP_045664446.1
OG0001591	XP_026260398.1, XP_026260390.1	XP_045664469.1
OG0001592	XP_026260117.1	XP_045664535.1, XP_045664534.1
OG0001593	XP_026262298.1, XP_026262299.1	XP_045642670.1
OG0001594	XP_026252283.1	XP_045631662.1
OG0001594	XP_026264320.1	XP_045647160.1
OG0001595	XP_026248441.1	XP_045664036.1
OG0001596	XP_026270509.1, XP_026270511.1, XP_026270510.1	XP_045656078.1, XP_045656079.1
OG0001597	XP_026262566.1, XP_026262567.1	XP_045664394.1, XP_045664395.1
OG0001598	XP_026251878.1, XP_026251879.1, XP_026251877.1	XP_045646728.1, XP_045646729.1, XP_045646726.1, XP_045646727.1
OG0001599	XP_026256744.1	XP_045638700.1
OG0001600	XP_026268063.1, XP_026268062.1	XP_045664542.1
OG0001601	XP_026270938.1	XP_045628932.1
OG0001602	XP_026237730.1, XP_026237725.1, XP_026237731.1, XP_026237727.1, XP_026237728.1, XP_026237732.1, XP_026237726.1, XP_026237733.1	XP_045628910.1, XP_045628909.1
OG0001603	XP_026257377.1	XP_045654161.1
OG0001604	XP_026261079.1	XP_045630436.1
OG0001605	XP_026240806.1	XP_045669044.1
OG0001606	XP_026256497.1, XP_026256496.1	XP_045665442.1
OG0001607	XP_026241599.1	XP_045664946.1
OG0001608	XP_026239096.1	XP_045661744.1
OG0001609	XP_026238948.1	XP_045660545.1, XP_045660543.1
OG0001610	XP_026264093.1	XP_045660734.1
OG0001610	XP_026237297.1	XP_045663963.1
OG0001611	XP_026246773.1	XP_045664414.1
OG0001613	XP_026245521.1	XP_045655385.1, XP_045655384.1
OG0001614	XP_026268519.1	XP_045650152.1
OG0001615	XP_026259224.1	XP_045647524.1
OG0001616	XP_026265006.1, XP_026265007.1	XP_045647454.1, XP_045647453.1
OG0001617	XP_026259091.1	XP_045637312.1
OG0001618	XP_026271060.1	XP_045637238.1
OG0001619	XP_026248160.1	XP_045667853.1
OG0001620	XP_026256446.1, XP_026256447.1, XP_026256444.1, XP_026256445.1, XP_026256448.1	XP_045657165.1, XP_045657166.1
OG0001621	XP_026262817.1, XP_026262818.1, XP_026262816.1, XP_026262820.1	XP_045657056.1
OG0001622	XP_026266632.1	XP_045665901.1
OG0001623	XP_026255328.1	XP_045665975.1, XP_045665973.1, XP_045665974.1
OG0001624	XP_026269452.1	XP_045645917.1
OG0001624	XP_026243374.1	XP_045646418.1
OG0001625	XP_026245119.1	XP_045632588.1, XP_045632591.1, XP_045632592.1, XP_045632587.1, XP_045632589.1
OG0001626	XP_026256057.1	XP_045668640.1, XP_045668641.1
OG0001627	XP_026267877.1	XP_045667494.1, XP_045667486.1, XP_045667508.1, XP_045667479.1, XP_045667471.1
OG0001628	XP_026247821.1, XP_026247822.1	XP_045662199.1
OG0001629	XP_026255091.1	XP_045662373.1
OG0001630	XP_026261113.1, XP_026261114.1	XP_045662487.1, XP_045662488.1
OG0001631	XP_026246134.1	XP_045633506.1, XP_045633508.1, XP_045633505.1, XP_045633507.1
OG0001632	XP_026250967.1, XP_026250966.1, XP_026250963.1, XP_026250964.1, XP_026250965.1	XP_045646412.1
OG0001633	XP_026269539.1, XP_026269538.1	XP_045644745.1, XP_045644748.1
OG0001634	XP_026267134.1	XP_045646441.1
OG0001635	XP_026235972.1	XP_045649772.1
OG0001636	XP_026238223.1	XP_045632722.1
OG0001637	XP_026268598.1	XP_045654577.1, XP_045646670.1
OG0001639	XP_026268745.1	XP_045646617.1
OG0001639	XP_026268781.1	XP_045646618.1
OG0001640	XP_026269208.1, XP_026269212.1, XP_026269209.1, XP_026269207.1, XP_026269213.1, XP_026269210.1, XP_026269214.1, XP_026269215.1	XP_045650345.1, XP_045650335.1, XP_045650353.1
OG0001643	XP_026267418.1	XP_045643060.1
OG0001643	XP_026267417.1	XP_045642485.1
OG0001645	XP_026235254.1	XP_045630751.1
OG0001645	XP_026240198.1	XP_045671284.1
OG0001646	XP_026254411.1	XP_045656691.1
OG0001647	XP_026260130.1	XP_045656019.1
OG0001647	XP_026249803.1	XP_045637021.1
OG0001648	XP_026269530.1, XP_026269522.1	XP_045655988.1, XP_045655982.1
OG0001649	XP_026255526.1	XP_045630259.1, XP_045630258.1
OG0001649	XP_026255489.1	XP_045630338.1
OG0001650	XP_026256952.1	XP_045658983.1
OG0001650	XP_026269154.1	XP_045647499.1
OG0001651	XP_026251931.1	XP_045641426.1
OG0001652	XP_026265959.1	XP_045635408.1
OG0001653	XP_026269437.1	XP_045626677.1
OG0001653	XP_026262144.1	XP_045631105.1
OG0001654	XP_026251443.1	XP_045668462.1, XP_045668461.1, XP_045668464.1, XP_045668465.1, XP_045668460.1, XP_045668463.1, XP_045668466.1
OG0001655	XP_026241295.1	XP_045640731.1
OG0001656	XP_026259211.1, XP_026259204.1, XP_026259195.1	XP_045627372.1
OG0001657	XP_026265149.1	XP_045649582.1
OG0001657	XP_026265176.1	XP_045649640.1
OG0001658	XP_026238937.1	XP_045661829.1
OG0001659	XP_026266036.1	XP_045644340.1
OG0001660	XP_026263827.1	XP_045635168.1
OG0001660	XP_026263806.1	XP_045631924.1
OG0001661	XP_026242710.1	XP_045637572.1
OG0001661	XP_026242644.1	XP_045637571.1
OG0001662	XP_026241165.1	XP_045640525.1, XP_045640409.1
OG0001663	XP_026238382.1	XP_045628354.1
OG0001664	XP_026265162.1	XP_045649564.1
OG0001665	XP_026237430.1, XP_026237431.1, XP_026237109.1, XP_026237434.1, XP_026237108.1	XP_045642883.1
OG0001666	XP_026236212.1	XP_045642976.1
OG0001667	XP_026237441.1	XP_045632222.1, XP_045632224.1, XP_045632227.1, XP_045632225.1, XP_045632226.1, XP_045632223.1
OG0001668	XP_026235935.1	XP_045661232.1
OG0001669	XP_026255737.1	XP_045661303.1
OG0001670	XP_026245878.1	XP_045634324.1
OG0001670	XP_026236341.1	XP_045636869.1, XP_045636870.1
OG0001671	XP_026235554.1, XP_026235553.1	XP_045629210.1, XP_045629219.1
OG0001673	XP_026237153.1	XP_045646835.1, XP_045646831.1, XP_045646836.1, XP_045646834.1, XP_045646833.1, XP_045646832.1
OG0001674	XP_026239473.1, XP_026239472.1	XP_045632952.1
OG0001675	XP_026259509.1	XP_045630398.1, XP_045630649.1, XP_045630480.1, XP_045630564.1
OG0001676	XP_026259587.1	XP_045632482.1
OG0001677	XP_026267375.1	XP_045641601.1, XP_045641609.1
OG0001678	XP_026262602.1, XP_026262600.1, XP_026262603.1	XP_045638251.1
OG0001679	XP_026235443.1, XP_026241689.1	XP_045652407.1
OG0001680	XP_026255949.1	XP_045647146.1, XP_045665513.1, XP_045650748.1
OG0001681	XP_026243092.1, XP_026243088.1	XP_045672296.1, XP_045672297.1, XP_045672298.1
OG0001682	XP_026244083.1	XP_045647961.1
OG0001682	XP_026266861.1	XP_045665443.1
OG0001683	XP_026244131.1, XP_026244127.1, XP_026244130.1, XP_026244129.1, XP_026244128.1, XP_026244126.1	XP_045647926.1
OG0001684	XP_026260407.1	XP_045654041.1, XP_045654042.1
OG0001685	XP_026260400.1	XP_045654038.1, XP_045654039.1
OG0001686	XP_026252157.1	XP_045653855.1
OG0001687	XP_026265264.1	XP_045657325.1
OG0001688	XP_026238359.1, XP_026238361.1, XP_026238357.1, XP_026238351.1	XP_045655455.1, XP_045655456.1
OG0001689	XP_026238389.1	XP_045655464.1
OG0001689	XP_026266664.1	XP_045637089.1
OG0001690	XP_026253652.1	XP_045632788.1
OG0001691	XP_026269104.1, XP_026269105.1	XP_045670997.1, XP_045670998.1, XP_045670999.1
OG0001692	XP_026269084.1	XP_045670989.1, XP_045670992.1, XP_045670988.1, XP_045670990.1
OG0001693	XP_026245053.1	XP_045653114.1
OG0001694	XP_026267659.1	XP_045657589.1
OG0001695	XP_026256211.1	XP_045642061.1
OG0001695	XP_026267674.1	XP_045629557.1
OG0001696	XP_026252722.1	XP_045642135.1
OG0001697	XP_026243897.1, XP_026252650.1	XP_045642171.1
OG0001698	XP_026252500.1	XP_045642722.1
OG0001698	XP_026252696.1	XP_045629800.1
OG0001699	XP_026262985.1	XP_045669334.1
OG0001700	XP_026263001.1	XP_045669235.1
OG0001701	XP_026261472.1	XP_045669198.1
OG0001702	XP_026237385.1	XP_045649865.1
OG0001702	XP_026236624.1	XP_045639797.1
OG0001703	XP_026260638.1	XP_045669888.1
OG0001703	XP_026241317.1	XP_045640732.1
OG0001704	XP_026261935.1	XP_045657868.1
OG0001705	XP_026255786.1	XP_045633854.1
OG0001706	XP_026238829.1	XP_045664083.1
OG0001707	XP_026249847.1, XP_026249848.1, XP_026243305.1	XP_045643748.1
OG0001708	XP_026260996.1	XP_045653396.1
OG0001709	XP_026268719.1	XP_045640446.1, XP_045640448.1, XP_045640447.1
OG0001710	XP_026254395.1	XP_045645937.1
OG0001711	XP_026255815.1	XP_045633808.1
OG0001712	XP_026239891.1	XP_045666380.1, XP_045666379.1
OG0001713	XP_026253154.1, XP_026261336.1	XP_045655252.1
OG0001714	XP_026266596.1	XP_045630950.1, XP_045630953.1
OG0001714	XP_026266595.1	XP_045630952.1
OG0001715	XP_026264229.1, XP_026264228.1, XP_026264230.1, XP_026264231.1	XP_045670547.1, XP_045670549.1, XP_045670548.1
OG0001716	XP_026260647.1	XP_045669911.1
OG0001716	XP_026264509.1	XP_045634241.1
OG0001717	XP_026238467.1, XP_026267506.1	XP_045670406.1
OG0001718	XP_026264071.1	XP_045670044.1
OG0001719	XP_026268170.1	XP_045670281.1
OG0001720	XP_026267662.1	XP_045629639.1
OG0001721	XP_026270954.1	XP_045659639.1
OG0001721	XP_026255373.1	XP_045667903.1
OG0001722	XP_026250127.1, XP_026250125.1, XP_026250126.1	XP_045635775.1
OG0001723	XP_026252449.1	XP_045635630.1
OG0001724	XP_026238424.1	XP_045627706.1
OG0001726	XP_026241488.1	XP_045643914.1
OG0001727	XP_026242957.1, XP_026242956.1	XP_045643996.1, XP_045643997.1, XP_045643998.1, XP_045643995.1, XP_045643999.1
OG0001728	XP_026240392.1	XP_045647900.1, XP_045667613.1
OG0001729	XP_026255961.1, XP_026255960.1, XP_026255958.1	XP_045650674.1, XP_045650675.1
OG0001730	XP_026271200.1	XP_045651610.1
OG0001731	XP_026256673.1	XP_045658295.1, XP_045658313.1, XP_045658303.1
OG0001732	XP_026245390.1	XP_045662933.1
OG0001733	XP_026236533.1	XP_045626540.1, XP_045626541.1
OG0001735	XP_026264096.1	XP_045660668.1
OG0001735	XP_026239809.1	XP_045661833.1
OG0001736	XP_026258824.1, XP_026258823.1, XP_026258825.1	XP_045659905.1, XP_045659906.1
OG0001737	XP_026265716.1, XP_026265715.1	XP_045633195.1, XP_045633194.1, XP_045633197.1
OG0001738	XP_026235460.1	XP_045644446.1
OG0001738	XP_026241356.1	XP_045671995.1
OG0001739	XP_026241550.1	XP_045671837.1
OG0001740	XP_026264324.1	XP_045649073.1
OG0001741	XP_026257324.1	XP_045648862.1
OG0001742	XP_026244506.1	XP_045648709.1
OG0001743	XP_026249153.1	XP_045627866.1
OG0001744	XP_026267812.1	XP_045640873.1
OG0001745	XP_026250190.1	XP_045645025.1
OG0001746	XP_026268492.1	XP_045648416.1
OG0001746	XP_026268506.1	XP_045648410.1
OG0001747	XP_026255255.1, XP_026255254.1, XP_026255253.1	XP_045649490.1, XP_045649489.1
OG0001748	XP_026256376.1, XP_026256375.1, XP_026256374.1	XP_045641803.1
OG0001749	XP_026256106.1	XP_045663064.1, XP_045663065.1, XP_045663062.1, XP_045663063.1
OG0001750	XP_026250697.1	XP_045669405.1
OG0001751	XP_026265924.1, XP_026265923.1	XP_045664990.1, XP_045664991.1
OG0001752	XP_026259814.1	XP_045646527.1, XP_045646525.1
OG0001753	XP_026263977.1	XP_045649433.1
OG0001754	XP_026260880.1	XP_045664732.1
OG0001755	XP_026260646.1	XP_045664439.1
OG0001756	XP_026250986.1, XP_026260280.1	XP_045664494.1
OG0001757	XP_026262261.1, XP_026262263.1, XP_026262260.1, XP_026262262.1	XP_045642635.1
OG0001758	XP_026254954.1	XP_045664722.1, XP_045664723.1
OG0001759	XP_026235146.1, XP_026235145.1	XP_045626741.1
OG0001760	XP_026267078.1	XP_045626660.1, XP_045626661.1, XP_045626659.1
OG0001762	XP_026267062.1, XP_026267061.1	XP_045663469.1, XP_045663468.1
OG0001763	XP_026245692.1	XP_045634543.1, XP_045634539.1, XP_045634541.1, XP_045634542.1, XP_045634540.1
OG0001764	XP_026267610.1, XP_026267611.1	XP_045630261.1
OG0001765	XP_026270497.1	XP_045656072.1, XP_045656071.1
OG0001766	XP_026262517.1, XP_026262516.1, XP_026262518.1	XP_045646348.1
OG0001767	XP_026239819.1	XP_045647749.1
OG0001767	XP_026264933.1	XP_045672276.1
OG0001768	XP_026264936.1	XP_045672287.1
OG0001771	XP_026239648.1	XP_045647737.1
OG0001772	XP_026240822.1	XP_045669229.1, XP_045669237.1, XP_045669245.1, XP_045669209.1, XP_045669220.1
OG0001773	XP_026265518.1	XP_045664075.1, XP_045664071.1, XP_045664082.1, XP_045664086.1, XP_045664093.1
OG0001774	XP_026239092.1	XP_045662581.1
OG0001775	XP_026264083.1	XP_045660761.1
OG0001775	XP_026264135.1	XP_045660760.1
OG0001776	XP_026264166.1, XP_026264164.1, XP_026264163.1	XP_045660744.1
OG0001777	XP_026269277.1	XP_045650501.1, XP_045650491.1, XP_045650485.1
OG0001778	XP_026237634.1	XP_045652844.1
OG0001779	XP_026258727.1, XP_026258728.1, XP_026258726.1, XP_026258731.1, XP_026258730.1, XP_026258729.1	XP_045634755.1, XP_045634747.1
OG0001780	XP_026241824.1, XP_026241823.1	XP_045631867.1
OG0001781	XP_026267843.1, XP_026267842.1	XP_045632320.1, XP_045632330.1
OG0001782	XP_026264991.1, XP_026264992.1	XP_045647471.1, XP_045647470.1
OG0001783	XP_026235092.1	XP_045637316.1
OG0001784	XP_026237908.1	XP_045637262.1
OG0001784	XP_026235100.1	XP_045637241.1
OG0001785	XP_026247727.1, XP_026247728.1, XP_026247726.1	XP_045637377.1
OG0001786	XP_026247710.1	XP_045667805.1
OG0001787	XP_026268107.1	XP_045667886.1
OG0001788	XP_026254505.1	XP_045657000.1, XP_045656998.1, XP_045656999.1
OG0001789	XP_026256930.1	XP_045658949.1
OG0001790	XP_026244968.1	XP_045659045.1, XP_045659046.1
OG0001791	XP_026239939.1, XP_026239940.1, XP_026239938.1, XP_026239941.1, XP_026239942.1	XP_045671696.1, XP_045671698.1
OG0001792	XP_026247281.1	XP_045628065.1, XP_045628058.1
OG0001793	XP_026246198.1, XP_026246207.1, XP_026246188.1	XP_045668211.1, XP_045668209.1, XP_045668210.1
OG0001794	XP_026240623.1	XP_045635462.1
OG0001795	XP_026249783.1, XP_026238156.1	XP_045641365.1
OG0001796	XP_026267692.1	XP_045641414.1, XP_045641415.1
OG0001797	XP_026249367.1	XP_045641501.1
OG0001798	XP_026249935.1, XP_026249929.1	XP_045668506.1, XP_045668508.1, XP_045668510.1, XP_045668509.1
OG0001799	XP_026269885.1	XP_045669458.1
OG0001800	XP_026252981.1	XP_045643506.1
OG0001801	XP_026263733.1, XP_026263734.1, XP_026263731.1, XP_026263732.1	XP_045639914.1
OG0001802	XP_026263761.1, XP_026263762.1	XP_045640002.1, XP_045640001.1
OG0001803	XP_026267708.1	XP_045661037.1, XP_045652197.1
OG0001804	XP_026258427.1, XP_026258674.1	XP_045655827.1, XP_045661116.1
OG0001805	XP_026264438.1	XP_045660190.1
OG0001806	XP_026259311.1, XP_026259312.1	XP_045661072.1
OG0001809	XP_026269161.1	XP_045672054.1
OG0001810	XP_026238543.1	XP_045644908.1, XP_045644907.1, XP_045644925.1
OG0001815	XP_026239322.1	XP_045633005.1
OG0001816	XP_026257083.1	XP_045648080.1
OG0001816	XP_026266961.1, XP_026266960.1	XP_045648331.1
OG0001817	XP_026244863.1	XP_045662237.1
OG0001818	XP_026265967.1	XP_045635878.1
OG0001819	XP_026263888.1, XP_026263889.1	XP_045632087.1
OG0001820	XP_026241561.1	XP_045664538.1, XP_045664540.1
OG0001821	XP_026250636.1	XP_045641087.1, XP_045641084.1, XP_045641085.1, XP_045641086.1
OG0001822	XP_026257370.1, XP_026257369.1, XP_026257371.1	XP_045654121.1, XP_045654120.1, XP_045654122.1
OG0001823	XP_026243825.1	XP_045637746.1
OG0001824	XP_026249292.1	XP_045641484.1, XP_045641480.1, XP_045641483.1, XP_045641481.1, XP_045641486.1, XP_045641485.1, XP_045641487.1
OG0001825	XP_026256289.1	XP_045660424.1
OG0001825	XP_026271261.1	XP_045650853.1
OG0001826	XP_026253374.1	XP_045655288.1, XP_045632414.1
OG0001827	XP_026265207.1	XP_045634168.1
OG0001828	XP_026251213.1	XP_045626933.1
OG0001829	XP_026262794.1	XP_045656761.1
OG0001829	XP_026262863.1	XP_045657052.1
OG0001830	XP_026259880.1	XP_045664473.1
OG0001832	XP_026236574.1	XP_045628268.1
OG0001832	XP_026238390.1	XP_045628273.1
OG0001833	XP_026262303.1, XP_026262361.1	XP_045643022.1
OG0001834	XP_026262365.1	XP_045643005.1
OG0001834	XP_026262369.1	XP_045643004.1
OG0001835	XP_026236215.1, XP_026236214.1, XP_026236236.1	XP_045642973.1
OG0001837	XP_026236411.1	XP_045644540.1, XP_045644542.1, XP_045644534.1, XP_045636840.1, XP_045636914.1, XP_045642296.1, XP_045630683.1, XP_045649856.1
OG0001838	XP_026236928.1	XP_045633451.1, XP_045633462.1
OG0001839	XP_026263768.1	XP_045640237.1
OG0001840	XP_026244472.1, XP_026244471.1, XP_026244473.1, XP_026244475.1	XP_045646226.1, XP_045646227.1
OG0001841	XP_026257738.1, XP_026257736.1	XP_045661274.1, XP_045661273.1, XP_045661270.1, XP_045661272.1, XP_045661275.1, XP_045661271.1
OG0001842	XP_026238021.1	XP_045631141.1
OG0001843	XP_026262134.1, XP_026262133.1	XP_045628262.1, XP_045628261.1
OG0001844	XP_026259474.1	XP_045671743.1
OG0001844	XP_026259516.1	XP_045671614.1
OG0001845	XP_026258091.1	XP_045668811.1, XP_045668812.1, XP_045668810.1
OG0001846	XP_026263524.1	XP_045643437.1
OG0001846	XP_026242738.1	XP_045633714.1
OG0001847	XP_026251463.1	XP_045662839.1
OG0001848	XP_026248040.1	XP_045662717.1
OG0001849	XP_026247558.1	XP_045638266.1
OG0001850	XP_026247490.1	XP_045638027.1
OG0001851	XP_026241381.1	XP_045640364.1
OG0001852	XP_026271041.1	XP_045652340.1, XP_045652339.1, XP_045652341.1, XP_045652342.1
OG0001853	XP_026266177.1, XP_026266176.1	XP_045655773.1
OG0001855	XP_026269172.1	XP_045639420.1, XP_045639417.1, XP_045639416.1, XP_045639421.1, XP_045639419.1
OG0001856	XP_026261611.1, XP_026261612.1	XP_045639329.1, XP_045639328.1, XP_045639327.1
OG0001857	XP_026262446.1	XP_045639337.1
OG0001858	XP_026241592.1	XP_045664422.1
OG0001858	XP_026237103.1	XP_045648031.1
OG0001860	XP_026240215.1	XP_045671266.1, XP_045671265.1
OG0001861	XP_026252130.1	XP_045653488.1
