Orthogroup	Urocitellus_parryii	Echinops_telfairi
OG0000535	XP_026241522.1, XP_026241518.1, XP_026241517.1, XP_026241516.1, XP_026241519.1, XP_026241520.1, XP_026241521.1	XP_045141762.1, XP_045141761.1, XP_045141760.1
OG0000536	XP_026241541.1	XP_012859369.1
OG0000537	XP_026243789.1	XP_004699978.1
OG0000537	XP_026243782.1, XP_026243781.1	XP_004699977.1
OG0000538	XP_026251646.1	XP_004711605.1
OG0000538	XP_026239203.1	XP_012863926.1
OG0000538	XP_026263060.1	XP_045151830.1
OG0000539	XP_026239318.1	XP_045150708.1
OG0000540	XP_026251808.1	XP_004701909.1
OG0000540	XP_026267044.1	XP_004702392.2
OG0000541	XP_026265557.1	XP_045151955.1
OG0000542	XP_026247315.1	XP_004702737.1
OG0000544	XP_026265115.1	XP_004707610.1
OG0000544	XP_026250540.1	XP_045147316.1
OG0000545	XP_026264853.1	XP_045143820.1, XP_045143475.1, XP_004712804.1
OG0000547	XP_026252324.1	XP_004713785.2
OG0000548	XP_026245257.1	XP_004703888.1
OG0000550	XP_026240511.1	XP_045149061.1, XP_004708915.1
OG0000551	XP_026264940.1	XP_045149108.1
OG0000552	XP_026248105.1	XP_004700040.1
OG0000553	XP_026257231.1, XP_026257229.1	XP_004711499.1, XP_045143219.1
OG0000554	XP_026239781.1	XP_004698616.1, XP_045142030.1, XP_045142028.1
OG0000555	XP_026239431.1, XP_026239423.1	XP_045141824.1, XP_004697534.1
OG0000557	XP_026267480.1	XP_045140439.1, XP_004713143.1
OG0000558	XP_026263451.1	XP_004712553.1, XP_004712549.1
OG0000558	XP_026263450.1	XP_004712551.1
OG0000560	XP_026254075.1	XP_004700637.1
OG0000560	XP_026242862.1	XP_004707230.1, XP_045155757.1
OG0000561	XP_026243737.1	XP_045145182.1
OG0000562	XP_026265348.1	XP_004716456.1, XP_004716472.1
OG0000563	XP_026237566.1	XP_012863889.1, XP_004717104.1, XP_004717103.1
OG0000564	XP_026246256.1	XP_045149279.1, XP_045149280.1, XP_004712953.1
OG0000565	XP_026256793.1	XP_004717525.1
OG0000566	XP_026246322.1	XP_045150264.1, XP_012862776.1
OG0000567	XP_026250941.1	XP_004712596.1, XP_045144997.1
OG0000568	XP_026259573.1	XP_004710413.1, XP_045141532.1, XP_012861368.1
OG0000569	XP_026247060.1	XP_004715838.1
OG0000571	XP_026259406.1, XP_026259407.1	XP_004705421.1
OG0000572	XP_026255079.1, XP_026255078.1	XP_004704611.1, XP_045149629.1, XP_045149630.1
OG0000574	XP_026263011.1, XP_026263023.1, XP_026263030.1, XP_026263017.1, XP_026263005.1	XP_045142992.1, XP_004697461.1, XP_045143021.1
OG0000575	XP_026269996.1	XP_004698499.1
OG0000576	XP_026260004.1, XP_026261641.1	XP_045143001.1, XP_045142999.1, XP_045143000.1, XP_030740570.1
OG0000577	XP_026270757.1	XP_004717409.1
OG0000577	XP_026252056.1	XP_004706521.1
OG0000578	XP_026265367.1	XP_045146922.1
OG0000579	XP_026250930.1	XP_004702763.1, XP_004710023.1
OG0000580	XP_026268524.1, XP_026268526.1, XP_026268523.1, XP_026268525.1	XP_004701743.2
OG0000581	XP_026264325.1	XP_004701491.1
OG0000582	XP_026248161.1	XP_004700037.1
OG0000583	XP_026262848.1	XP_045143250.1
OG0000584	XP_026254489.1, XP_026254491.1, XP_026254490.1, XP_026254487.1	XP_045152265.1, XP_045152266.1, XP_004716944.1
OG0000585	XP_026258219.1, XP_026258203.1	XP_004706428.2, XP_004706429.1
OG0000586	XP_026252073.1, XP_026250876.1	XP_004706540.2, XP_012861072.3
OG0000587	XP_026251044.1	XP_045143481.1
OG0000588	XP_026263470.1, XP_026263473.1, XP_026263474.1, XP_026263472.1, XP_026263471.1	XP_045151697.1, XP_004712555.1
OG0000589	XP_026245359.1, XP_026245355.1, XP_026245358.1, XP_026245357.1	XP_045154990.1, XP_045154994.1
OG0000591	XP_026250938.1, XP_026250940.1	XP_004710021.1
OG0000592	XP_026236083.1, XP_026269521.1, XP_026269519.1, XP_026269520.1	XP_045144209.1
OG0000593	XP_026263220.1	XP_045144235.1, XP_045144234.1
OG0000594	XP_026235483.1	XP_004715945.1
OG0000595	XP_026253521.1	XP_004699765.2, XP_030741932.1, XP_030742012.1, XP_004699767.1, XP_004699766.1, XP_004705313.1
OG0000597	XP_026246037.1	XP_045147532.1
OG0000598	XP_026255701.1	XP_045150044.1
OG0000598	XP_026257306.1	XP_004698775.1
OG0000599	XP_026248699.1, XP_026248701.1, XP_026248700.1	XP_045153522.1, XP_004704190.1
OG0000600	XP_026236472.1, XP_026236471.1, XP_026236470.1, XP_026236466.1, XP_026236463.1, XP_026236465.1, XP_026236467.1	XP_004697218.1, XP_045140682.1
OG0000601	XP_026245835.1	XP_012863384.1
OG0000602	XP_026256726.1	XP_012864012.1
OG0000602	XP_026256827.1	XP_030741583.1, XP_012864008.1
OG0000603	XP_026268276.1, XP_026268275.1	XP_004716025.1
OG0000604	XP_026249822.1	XP_004713895.1, XP_045144506.1, XP_045144505.1
OG0000605	XP_026262128.1	XP_045148856.1
OG0000605	XP_026262091.1	XP_004710700.1
OG0000606	XP_026259539.1, XP_026259542.1, XP_026259538.1, XP_026259543.1, XP_026259541.1	XP_004710643.1
OG0000607	XP_026265315.1	XP_045150902.1, XP_004696360.1, XP_045144203.1
OG0000607	XP_026235868.1	XP_004715873.1, XP_030743186.1
OG0000608	XP_026239743.1	XP_012863562.1, XP_004698808.1
OG0000610	XP_026244138.1	XP_004697167.1
OG0000610	XP_026253953.1	XP_012859471.2
OG0000611	XP_026244214.1, XP_026244215.1	XP_045153814.1
OG0000612	XP_026269576.1	XP_004698855.1
OG0000613	XP_026263589.1, XP_026263590.1	XP_045155699.1, XP_045155703.1, XP_045155704.1, XP_045155702.1, XP_045155701.1
OG0000615	XP_026253372.1	XP_004706618.1
OG0000615	XP_026269407.1	XP_045154517.1
OG0000616	XP_026243745.1	XP_045145194.1, XP_045145193.1
OG0000617	XP_026270721.1	XP_004711125.1
OG0000617	XP_026270713.1	XP_004711124.1
OG0000618	XP_026236779.1	XP_004713192.1, XP_045144223.1
OG0000619	XP_026265110.1	XP_004707620.1, XP_045142778.1, XP_045142777.1, XP_045142775.1, XP_045142776.1, XP_045142779.1
OG0000620	XP_026266422.1, XP_026266423.1, XP_026266421.1	XP_045142288.1, XP_045142289.1
OG0000621	XP_026262344.1, XP_026262345.1, XP_026262346.1	XP_045153013.1, XP_045153011.1, XP_045153012.1, XP_045153014.1
OG0000622	XP_026239585.1	XP_004704028.1
OG0000623	XP_026245831.1	XP_045155072.1
OG0000624	XP_026243510.1, XP_026243511.1	XP_045141765.1
OG0000624	XP_026270515.1	XP_045156121.1, XP_004717083.1
OG0000625	XP_026235293.1, XP_026235292.1, XP_026235291.1	XP_045149154.1, XP_045149153.1
OG0000626	XP_026251656.1	XP_045147061.1
OG0000628	XP_026256965.1	XP_004700996.1
OG0000629	XP_026244972.1	XP_045147191.1, XP_004700985.1, XP_045147192.1, XP_012861680.1, XP_012859848.1, XP_045144558.1
OG0000630	XP_026246985.1, XP_026246977.1, XP_026246998.1, XP_026247008.1, XP_026246991.1	XP_045144098.1, XP_045144099.1
OG0000631	XP_026240556.1	XP_045142409.1
OG0000632	XP_026244835.1	XP_045151113.1
OG0000633	XP_026243291.1	XP_004699891.1
OG0000634	XP_026238142.1	XP_045146573.1, XP_045146571.1, XP_004717737.1, XP_045146572.1, XP_004717738.1, XP_045146574.1
OG0000635	XP_026237342.1, XP_026237362.1	XP_030740816.1
OG0000636	XP_026237779.1, XP_026238332.1, XP_026237756.1	XP_045152269.1
OG0000638	XP_026257219.1	XP_012861300.2, XP_045143737.1
OG0000639	XP_026248249.1	XP_004709067.2
OG0000640	XP_026257005.1	XP_004697076.1, XP_004704441.1
OG0000641	XP_026238846.1	XP_012859267.1
OG0000642	XP_026237581.1	XP_004696638.1
OG0000643	XP_026237373.1, XP_026237365.1, XP_026237364.1, XP_026237355.1, XP_026237343.1, XP_026237363.1, XP_026237354.1, XP_026237341.1	XP_004712789.3, XP_004698893.1, XP_045144039.1
OG0000644	XP_026236223.1	XP_004708584.1, XP_004708586.1, XP_030741732.1, XP_004708581.1, XP_004708580.1, XP_004708582.1, XP_004708454.1, XP_004708583.1
OG0000644	XP_026236221.1	XP_004717917.1
OG0000645	XP_026256723.1	XP_004717545.1
OG0000646	XP_026236226.1	XP_004708578.1
OG0000647	XP_026260416.1	XP_004703085.1
OG0000648	XP_026236343.1, XP_026260243.1, XP_026257780.1	XP_004714663.1, XP_004714654.1
OG0000649	XP_026259458.1, XP_026259459.1	XP_004710420.1
OG0000650	XP_026263917.1, XP_026263916.1	XP_004714163.2
OG0000651	XP_026246627.1, XP_026246626.1	XP_030744795.1
OG0000652	XP_026247439.1, XP_026247437.1, XP_026247436.1, XP_026247441.1, XP_026247440.1	XP_045154682.1, XP_045154683.1, XP_012860850.1
OG0000653	XP_026247552.1	XP_045155107.1, XP_045155108.1, XP_004705133.1, XP_045155106.1
OG0000655	XP_026266020.1, XP_026266019.1, XP_026266021.1	XP_012863844.1
OG0000656	XP_026241265.1	XP_045141865.1, XP_004705895.1, XP_045141866.1
OG0000657	XP_026241093.1	XP_004706235.2
OG0000658	XP_026244235.1, XP_026244233.1, XP_026244234.1	XP_004706784.1, XP_045153980.1
OG0000659	XP_026242617.1	XP_045155382.1
OG0000660	XP_026254247.1	XP_004700625.1
OG0000660	XP_026262857.1	XP_004711440.1, XP_045143290.1, XP_045143289.1, XP_045143291.1
OG0000661	XP_026242391.1	XP_004700518.1
OG0000662	XP_026239680.1	XP_004696139.1, XP_045151767.1
OG0000663	XP_026254344.1	XP_045147214.1
OG0000664	XP_026248503.1, XP_026248502.1, XP_026248504.1, XP_026248501.1	XP_004708756.1
OG0000665	XP_026238473.1	XP_045143088.1
OG0000666	XP_026239775.1	XP_045153345.1, XP_004715239.1, XP_045153346.1
OG0000667	XP_026243109.1, XP_026243108.1, XP_026243110.1	XP_004708907.1, XP_045149155.1
OG0000668	XP_026257907.1, XP_026257906.1	XP_004697950.1, XP_045151278.1
OG0000669	XP_026237486.1, XP_026237484.1, XP_026237485.1, XP_026237487.1	XP_045145554.1, XP_045145553.1
OG0000669	XP_026237483.1	XP_030741309.2
OG0000670	XP_026235101.1	XP_045146437.1, XP_004717479.1, XP_045146441.1, XP_045146438.1, XP_045146440.1, XP_045146439.1
OG0000671	XP_026256432.1, XP_026256433.1, XP_026256434.1, XP_026256431.1	XP_004711484.1
OG0000672	XP_026249290.1	XP_045144077.1
OG0000673	XP_026245192.1, XP_026245193.1	XP_004713469.1, XP_045152362.1, XP_045152363.1
OG0000675	XP_026238297.1	XP_045147292.1, XP_012861065.1
OG0000681	XP_026264762.1	XP_004701417.1
OG0000681	XP_026264747.1	XP_004701142.1
OG0000682	XP_026242486.1	XP_045155267.1
OG0000683	XP_026268313.1, XP_026268317.1, XP_026268316.1, XP_026268314.1, XP_026268315.1, XP_026268312.1	XP_004716429.1
OG0000684	XP_026271187.1, XP_026271189.1, XP_026271188.1	XP_045148412.1
OG0000685	XP_026265152.1, XP_026265182.1	XP_004714043.1, XP_012863006.1, XP_004714007.1
OG0000686	XP_026244114.1	XP_045140591.1
OG0000687	XP_026253484.1	XP_045147351.1
OG0000688	XP_026240419.1, XP_026240418.1, XP_026240416.1, XP_026240417.1, XP_026240420.1	XP_045154610.1, XP_045154609.1, XP_045154612.1, XP_004715345.1, XP_045154611.1, XP_012859496.1
OG0000689	XP_026261381.1	XP_045144311.1, XP_004715443.2
OG0000690	XP_026249202.1, XP_026249203.1	XP_045154968.1, XP_045154967.1
OG0000692	XP_026262000.1	XP_045148551.1
OG0000693	XP_026264902.1	XP_045145964.1
OG0000695	XP_026243053.1	XP_004703212.1
OG0000696	XP_026257696.1	XP_045149865.1
OG0000697	XP_026269070.1	XP_045149701.1, XP_045149702.1, XP_030742398.1
OG0000697	XP_026269072.1	XP_030742457.1
OG0000699	XP_026256220.1	XP_045140789.1
OG0000700	XP_026271001.1	XP_045154298.1
OG0000700	XP_026271002.1	XP_045154296.1
OG0000701	XP_026249581.1	XP_004703043.1, XP_045149013.1
OG0000702	XP_026267497.1, XP_026267494.1, XP_026267495.1, XP_026267493.1	XP_045155575.1
OG0000703	XP_026250381.1	XP_004712360.1
OG0000703	XP_026251224.1, XP_026251222.1, XP_026251223.1	XP_004714502.2
OG0000704	XP_026254103.1	XP_045145011.1
OG0000705	XP_026267130.1	XP_045139819.1, XP_004704388.1
OG0000706	XP_026235412.1	XP_004712452.1
OG0000707	XP_026249103.1, XP_026249105.1	XP_004712588.2
OG0000710	XP_026238640.1, XP_026238644.1, XP_026238649.1, XP_026238653.1, XP_026238634.1	XP_004708656.1, XP_045150989.1
OG0000711	XP_026261652.1, XP_026261654.1, XP_026261651.1, XP_026261653.1	XP_045142982.1
OG0000712	XP_026269897.1	XP_004713917.1, XP_045139876.1
OG0000713	XP_026254949.1, XP_026254951.1, XP_026254950.1	XP_004708375.1, XP_045147022.1, XP_045147021.1
OG0000714	XP_026260659.1	XP_045140010.1, XP_004708479.1, XP_012859901.1
OG0000716	XP_026243052.1, XP_026243054.1	XP_045148999.1, XP_004708904.1, XP_045149001.1, XP_045149000.1
OG0000717	XP_026248808.1	XP_004717015.1
OG0000717	XP_026248853.1	XP_004717014.1
OG0000718	XP_026238933.1	XP_045151125.1, XP_045151126.1
OG0000719	XP_026264153.1	XP_004698067.1
OG0000720	XP_026244923.1	XP_045147174.1, XP_045147175.1
OG0000721	XP_026243556.1	XP_004712105.1
OG0000722	XP_026264242.1	XP_004703262.1
OG0000723	XP_026237446.1, XP_026238070.1, XP_026237444.1, XP_026238211.1, XP_026238150.1, XP_026238147.1, XP_026238149.1, XP_026238148.1	XP_045154153.1, XP_004700029.1
OG0000724	XP_026246119.1, XP_026246121.1, XP_026246115.1, XP_026246117.1, XP_026246116.1, XP_026246120.1, XP_026246118.1	XP_045151545.1
OG0000725	XP_026246097.1	XP_045151886.1, XP_045151880.1, XP_045151899.1, XP_045151890.1, XP_045151895.1, XP_045151876.1
OG0000726	XP_026243338.1	XP_012863180.1
OG0000727	XP_026235931.1, XP_026258666.1, XP_026258665.1, XP_026258664.1, XP_026258663.1	XP_045146588.1, XP_030744750.1, XP_030743224.1
OG0000728	XP_026237271.1, XP_026238166.1	XP_004717806.1
OG0000728	XP_026269163.1, XP_026238165.1	XP_004717807.1
OG0000731	XP_026261032.1, XP_026261034.1, XP_026261033.1	XP_045154162.1
OG0000732	XP_026245686.1, XP_026245682.1	XP_004704225.1, XP_004704054.1
OG0000733	XP_026243069.1, XP_026243070.1, XP_026243066.1, XP_026243068.1	XP_004708889.1
OG0000734	XP_026246759.1	XP_045153759.1
OG0000735	XP_026258906.1	XP_030740499.1
OG0000736	XP_026239257.1, XP_026239256.1	XP_004710794.1
OG0000736	XP_026248125.1	XP_045144373.1
OG0000737	XP_026258157.1, XP_026258158.1	XP_045156165.1, XP_012862229.1
OG0000738	XP_026263787.1	XP_004714854.2
OG0000738	XP_026263773.1	XP_004714855.1
OG0000739	XP_026248960.1	XP_030743159.1
OG0000740	XP_026237289.1, XP_026237285.1	XP_004702124.1
OG0000742	XP_026245036.1, XP_026245037.1	XP_004713871.1
OG0000744	XP_026266267.1	XP_045146554.1
OG0000744	XP_026240145.1	XP_004696735.1
OG0000745	XP_026248180.1	XP_045151506.1, XP_045151507.1, XP_004714252.1
OG0000746	XP_026255037.1, XP_026255038.1	XP_012860611.1
OG0000747	XP_026261507.1	XP_004705939.1
OG0000748	XP_026238586.1	XP_004705885.1, XP_030742339.1
OG0000749	XP_026265766.1	XP_004699330.1
OG0000750	XP_026238528.1	XP_045154107.1
OG0000751	XP_026244309.1, XP_026244310.1	XP_045153969.1
OG0000752	XP_026242932.1	XP_030743964.1
OG0000752	XP_026242900.1, XP_026242894.1	XP_004707202.1, XP_004707516.1
OG0000754	XP_026242722.1, XP_026242723.1, XP_026235660.1	XP_004707137.1, XP_004707138.1, XP_045152054.1
OG0000755	XP_026241625.1	XP_045151376.1, XP_004697904.1, XP_045151377.1
OG0000755	XP_026243033.1	XP_004710220.1
OG0000757	XP_026271075.1	XP_045150829.1
OG0000758	XP_026253459.1	XP_004699565.1
OG0000759	XP_026269633.1	XP_045146081.1
OG0000760	XP_026237942.1, XP_026237944.1, XP_026237943.1	XP_045142589.1, XP_045142587.1, XP_004696148.1, XP_045142588.1
OG0000761	XP_026249986.1, XP_026249984.1, XP_026249982.1, XP_026249983.1	XP_004699224.1
OG0000762	XP_026237111.1, XP_026235012.1	XP_004708511.2
OG0000763	XP_026260118.1, XP_026260121.1, XP_026260122.1, XP_026260120.1, XP_026260119.1	XP_004714430.1
OG0000764	XP_026261128.1	XP_004704085.1
OG0000765	XP_026257926.1	XP_004697951.1
OG0000766	XP_026263820.1	XP_045152757.1
OG0000767	XP_026254506.1	XP_045143267.1
OG0000768	XP_026243541.1	XP_004712036.1, XP_045141743.1
OG0000769	XP_026251939.1	XP_045140748.1, XP_045140749.1, XP_004713166.1
OG0000770	XP_026258926.1	XP_004703277.1
OG0000770	XP_026258402.1	XP_045154589.1
OG0000772	XP_026237124.1	XP_012859978.3
OG0000772	XP_026237171.1, XP_026238505.1	XP_004710980.1, XP_012859968.1
OG0000775	XP_026242632.1, XP_026242633.1, XP_026242634.1	XP_030744089.1, XP_045155802.1
OG0000776	XP_026246224.1	XP_004718167.2, XP_004701655.1, XP_012859804.1
OG0000777	XP_026269198.1, XP_026269197.1, XP_026269195.1	XP_004709495.1, XP_045142448.1
OG0000778	XP_026250019.1	XP_004698836.1
OG0000779	XP_026261846.1	XP_045143597.1
OG0000780	XP_026266035.1	XP_012863046.2
OG0000781	XP_026256802.1	XP_004717529.1, XP_004717572.1
OG0000782	XP_026253764.1, XP_026253765.1	XP_045154708.1, XP_030743915.1
OG0000783	XP_026269965.1	XP_004718179.2
OG0000785	XP_026256700.1	XP_012863882.1, XP_012863881.1
OG0000785	XP_026256790.1	XP_004717148.1
OG0000787	XP_026270157.1	XP_004717179.1, XP_012863891.1, XP_004717177.1, XP_004717109.1, XP_030741588.1, XP_004717178.2
OG0000790	XP_026236876.1	XP_004717453.1
OG0000792	XP_026248296.1	XP_004709032.2
OG0000792	XP_026237674.1	XP_004715719.2, XP_045140005.1
OG0000793	XP_026267885.1	XP_030741375.1
OG0000794	XP_026257028.1	XP_030744853.1
OG0000796	XP_026255318.1, XP_026255319.1	XP_045146214.1
OG0000797	XP_026254838.1, XP_026254842.1, XP_026254839.1	XP_004709050.1
OG0000798	XP_026264448.1	XP_045149378.1
OG0000798	XP_026265776.1	XP_045145450.1
OG0000799	XP_026237864.1, XP_026237880.1, XP_026237885.1, XP_026237871.1	XP_004699457.1
OG0000800	XP_026247862.1	XP_045141009.1
OG0000800	XP_026258282.1, XP_026247861.1, XP_026258281.1	XP_045141015.1
OG0000801	XP_026258277.1, XP_026258275.1, XP_026258274.1, XP_026258276.1	XP_004705792.1
OG0000803	XP_026241092.1, XP_026241091.1	XP_012860955.1, XP_012860954.1
OG0000804	XP_026260794.1, XP_026260793.1	XP_045150210.1
OG0000805	XP_026250308.1	XP_004696685.2, XP_004702939.1
OG0000806	XP_026267553.1	XP_045144043.1
OG0000807	XP_026242577.1	XP_045155790.1
OG0000808	XP_026271248.1, XP_026271257.1	XP_045152568.1
OG0000809	XP_026266134.1	XP_045152481.1
OG0000810	XP_026271222.1, XP_026271223.1, XP_026271224.1	XP_045148402.1
OG0000811	XP_026271226.1, XP_026271227.1, XP_026271225.1	XP_045148673.1
OG0000812	XP_026255991.1	XP_045151412.1, XP_045147131.1
OG0000813	XP_026248574.1	XP_045144743.1
OG0000814	XP_026266467.1	XP_045148106.1
OG0000815	XP_026253613.1	XP_045147779.1
OG0000816	XP_026254366.1	XP_045144806.1, XP_045144807.1, XP_045144805.1
OG0000817	XP_026261968.1	XP_004702550.1
OG0000817	XP_026266363.1	XP_004711945.1, XP_045143368.1
OG0000818	XP_026252019.1, XP_026251943.1	XP_004696073.1
OG0000820	XP_026236763.1	XP_004717335.1, XP_045139678.1
OG0000821	XP_026254955.1	XP_004708373.1, XP_045146881.1, XP_045146882.1
OG0000822	XP_026267074.1, XP_026267075.1	XP_004713657.1
OG0000823	XP_026246704.1	XP_004711921.1
OG0000824	XP_026270856.1	XP_004702420.2
OG0000825	XP_026238874.1	XP_004715971.1
OG0000826	XP_026255653.1	XP_004716854.1
OG0000827	XP_026243132.1, XP_026243131.1	XP_004708899.1
OG0000828	XP_026263870.1	XP_045150999.1
OG0000829	XP_026244409.1	XP_045153459.1
OG0000830	XP_026269239.1	XP_045152864.1
OG0000831	XP_026250875.1	XP_045143041.1
OG0000832	XP_026250919.1	XP_004715453.1
OG0000833	XP_026251994.1	XP_045149845.1
OG0000834	XP_026258769.1	XP_004709786.1
OG0000835	XP_026264683.1	XP_045145492.1
OG0000836	XP_026264753.1	XP_045147606.1
OG0000836	XP_026258970.1	XP_045142491.1, XP_004703510.2
OG0000837	XP_026265086.1	XP_045149194.1, XP_045149193.1, XP_045149195.1, XP_004716272.1
OG0000838	XP_026247736.1	XP_004713846.1
OG0000839	XP_026244909.1, XP_026244911.1, XP_026244908.1	XP_012859660.1, XP_045147252.1, XP_045147253.1
OG0000840	XP_026249324.1, XP_026249325.1	XP_045140910.1, XP_004697009.1
OG0000841	XP_026251966.1	XP_004712358.1
OG0000842	XP_026240351.1	XP_045154613.1
OG0000843	XP_026244808.1	XP_045152172.1
OG0000844	XP_026258155.1	XP_004701650.2
OG0000845	XP_026236875.1, XP_026236872.1, XP_026236873.1, XP_026236874.1	XP_045141471.1, XP_045141469.1, XP_045141470.1, XP_045141468.1
OG0000846	XP_026270015.1, XP_026270016.1	XP_004698936.1
OG0000847	XP_026237757.1, XP_026236700.1	XP_012864131.2, XP_012864130.2, XP_004700924.1
OG0000848	XP_026266972.1, XP_026266973.1	XP_004713988.1
OG0000849	XP_026250036.1	XP_045144061.1
OG0000852	XP_026254436.1, XP_026254435.1, XP_026254437.1, XP_026254434.1	XP_045143292.1
OG0000853	XP_026248110.1	XP_004709485.1
OG0000855	XP_026258269.1	XP_045141008.1
OG0000856	XP_026261160.1, XP_026261159.1	XP_004714017.1
OG0000857	XP_026270427.1, XP_026270426.1, XP_026270418.1	XP_030744617.1
OG0000857	XP_026236468.1	XP_030744604.1, XP_004697220.1
OG0000858	XP_026262372.1	XP_004715009.1
OG0000858	XP_026262374.1	XP_004715011.1
OG0000859	XP_026238349.1, XP_026238348.1, XP_026245681.1	XP_004716870.1
OG0000860	XP_026236321.1	XP_004715782.1, XP_045148308.1, XP_004715785.1
OG0000861	XP_026238020.1	XP_012859976.1
OG0000861	XP_026270781.1, XP_026238264.1	XP_004702259.1, XP_045150646.1, XP_045150222.1, XP_004702075.2
OG0000862	XP_026253406.1	XP_004702026.1
OG0000863	XP_026250800.1	XP_045142153.1
OG0000866	XP_026236319.1, XP_026236317.1, XP_026236314.1, XP_026236311.1, XP_026236318.1, XP_026236315.1, XP_026236316.1, XP_026236313.1, XP_026236312.1, XP_026236320.1	XP_045148301.1
OG0000867	XP_026256987.1, XP_026256989.1, XP_026256988.1	XP_045139454.1
OG0000868	XP_026240221.1	XP_030744549.1
OG0000868	XP_026242892.1	XP_030744370.1
OG0000869	XP_026261601.1	XP_004701207.1
OG0000870	XP_026236498.1	XP_004716190.1
OG0000871	XP_026260495.1	XP_012860442.1, XP_030741263.1, XP_012860496.1, XP_030742502.1
OG0000871	XP_026258153.1	XP_012861311.1, XP_004717991.1
OG0000872	XP_026268656.1	XP_045155155.1
OG0000873	XP_026252376.1	XP_045142013.1, XP_045148005.1, XP_045150682.1
OG0000873	XP_026269491.1	XP_004698581.1
OG0000874	XP_026243270.1, XP_026243271.1	XP_045154160.1, XP_045154157.1, XP_045154158.1, XP_045154159.1, XP_045154156.1, XP_004699914.1
OG0000875	XP_026240931.1, XP_026240932.1, XP_026240930.1, XP_026240929.1	XP_045143975.1
OG0000876	XP_026270902.1, XP_026270904.1, XP_026270901.1, XP_026270903.1	XP_045144013.1
OG0000878	XP_026266540.1, XP_026266538.1, XP_026266539.1	XP_004709151.2
OG0000879	XP_026242208.1, XP_026242207.1	XP_045146132.1, XP_045146131.1
OG0000880	XP_026250857.1, XP_026250844.1, XP_026250855.1, XP_026250867.1, XP_026250866.1	XP_004702246.1
OG0000881	XP_026255169.1, XP_026255170.1	XP_004702706.1
OG0000882	XP_026247296.1	XP_045144559.1
OG0000883	XP_026253377.1, XP_026253379.1	XP_004700451.1
OG0000885	XP_026269926.1	XP_004716642.1, XP_045151606.1, XP_045150928.1
OG0000886	XP_026270224.1, XP_026270223.1, XP_026270225.1, XP_026270221.1	XP_045153254.1, XP_004713707.1
OG0000887	XP_026238849.1, XP_026238848.1	XP_004702587.1
OG0000889	XP_026251637.1, XP_026251692.1	XP_045146883.1
OG0000890	XP_026256860.1	XP_004708958.1, XP_004708959.1
OG0000891	XP_026249495.1	XP_012863034.1
OG0000892	XP_026255101.1, XP_026255128.1, XP_026255112.1, XP_026255125.1, XP_026255134.1, XP_026255117.1	XP_045139712.1
OG0000893	XP_026250987.1	XP_004697467.1, XP_045145555.1, XP_004716775.1
OG0000895	XP_026250962.1	XP_045150197.1, XP_045150199.1, XP_004709849.1, XP_045150198.1
OG0000896	XP_026263776.1	XP_030743707.1
OG0000898	XP_026270843.1	XP_045141446.1, XP_045141444.1, XP_030744882.1, XP_045141443.1, XP_045141447.1, XP_045141445.1
OG0000901	XP_026248654.1	XP_004706749.1, XP_004706748.1
OG0000901	XP_026248655.1, XP_026248622.1	XP_004706750.1, XP_004706851.1
OG0000902	XP_026243726.1	XP_004712439.1
OG0000903	XP_026261891.1	XP_045143989.1
OG0000904	XP_026247703.1	XP_045144344.1
OG0000905	XP_026248422.1	XP_045149638.1
OG0000906	XP_026242280.1	XP_004716963.1
OG0000907	XP_026246982.1	XP_004714597.2
OG0000908	XP_026255463.1, XP_026255462.1	XP_004716839.1
OG0000909	XP_026244166.1, XP_026244167.1	XP_004715270.1
OG0000910	XP_026249307.1	XP_045140373.1
OG0000911	XP_026266281.1, XP_026266285.1, XP_026266283.1, XP_026266280.1, XP_026266282.1, XP_026266286.1, XP_026266279.1, XP_026266277.1, XP_026266284.1	XP_045146526.1, XP_045146527.1, XP_004711236.1, XP_045146528.1
OG0000913	XP_026236240.1	XP_004717915.1
OG0000914	XP_026246414.1	XP_004712988.1
OG0000915	XP_026256935.1	XP_045150105.1, XP_045140431.1, XP_030741907.1, XP_030741908.1
OG0000916	XP_026236895.1, XP_026249631.1, XP_026249632.1, XP_026249634.1, XP_026249633.1	XP_004703102.1, XP_045150607.1, XP_004711700.1
OG0000917	XP_026235331.1	XP_004702142.2
OG0000917	XP_026243379.1	XP_004708838.1, XP_004714641.1
OG0000919	XP_026267932.1	XP_004715818.1
OG0000920	XP_026237706.1, XP_026237707.1, XP_026237710.1, XP_026237708.1, XP_026237711.1, XP_026237709.1, XP_026237705.1, XP_026237713.1, XP_026237714.1	XP_004711323.1
OG0000921	XP_026251460.1, XP_026251462.1, XP_026251461.1	XP_045149705.1, XP_045149706.1, XP_004704706.1
OG0000922	XP_026263559.1	XP_012860715.1
OG0000923	XP_026258041.1	XP_004698047.1
OG0000923	XP_026247454.1	XP_045154980.1
OG0000924	XP_026248280.1	XP_004718184.2
OG0000924	XP_026256553.1	XP_045154885.1
OG0000925	XP_026238412.1	XP_004703567.1
OG0000926	XP_026258388.1, XP_026258389.1	XP_004699792.1
OG0000928	XP_026236482.1	XP_004716233.1
OG0000929	XP_026269026.1	XP_045151020.1, XP_045149781.1
OG0000930	XP_026259946.1	XP_045139698.1
