Orthogroup	Saimiri_boliviensis_boliviensis	Homo_sapiens
OG0000665	XP_003942554.2	NP_062564.1
OG0000665	XP_010328675.2	XP_005263696.1, NP_055255.1
OG0000665	XP_039319822.1	NP_055253.2
OG0000666	XP_003936674.1, XP_003936673.1	NP_149348.2, NP_003764.3, XP_005265581.1
OG0000667	XP_010343907.2	NP_001303889.1, NP_001378964.1, NP_001378967.1, NP_001303890.1, NP_001378965.1, NP_001303891.1, NP_078960.1, NP_001350493.2, NP_001378960.1, NP_001378961.1, NP_001378962.1, XP_047282792.1, NP_001378966.1, NP_001378997.1, NP_001378963.1, NP_001303887.1, NP_001303886.1
OG0000668	XP_003941066.1, XP_003941070.1	NP_113612.1, NP_997004.1, NP_001276074.1, NP_001035812.1, XP_011527683.1, NP_001276076.1, NP_001276075.1
OG0000669	XP_039318417.1	XP_011528199.1, NP_542942.2
OG0000669	XP_003938592.2	NP_542778.2
OG0000670	XP_039328159.1, XP_039328161.1	NP_065785.2, NP_001339200.1, NP_001339196.1, NP_001284705.1, NP_001339199.1, NP_001339197.1, XP_016875173.1, NP_001339198.1
OG0000671	XP_003941492.1, XP_010350551.1	NP_001306226.1, NP_077000.1, NP_001306225.1
OG0000672	XP_010344537.1, XP_010344538.1, XP_039318890.1, XP_010344539.1	NP_277038.1, NP_001385434.1, NP_001385430.1, NP_001385427.1, NP_001385431.1, NP_001385432.1, NP_001385429.1, NP_001003940.1, NP_001385428.1, NP_001385436.1, NP_001385426.1, NP_001003942.1, NP_001385435.1, NP_001385433.1, NP_001385424.1, NP_001385425.1
OG0000673	XP_010336002.1	NP_003023.1, NP_001340845.1, NP_775323.1
OG0000674	XP_010333135.2	NP_001357088.1, NP_001093391.1, NP_001357087.1
OG0000675	XP_003931210.2	NP_057237.1, NP_001157887.1
OG0000678	XP_010327977.2	NP_848129.1, NP_848125.1, NP_848131.1, NP_848128.1, NP_848126.1
OG0000680	XP_039323315.1	NP_001165100.1, NP_001191313.1, NP_001165101.1, NP_001165099.1, NP_001165098.1, NP_001165097.1, NP_001273973.1, NP_001303939.1, NP_001165096.1, NP_001165094.1, NP_001165095.1
OG0000681	XP_010331598.1	XP_011538613.1, NP_001185758.1
OG0000681	XP_003922481.2	NP_001073987.1, XP_011538375.1
OG0000681	XP_003922483.2	NP_001010939.2
OG0000682	XP_003942891.1	NP_001369717.1, NP_001369713.1, NP_001369715.1, NP_001369721.1, NP_001369722.1, NP_001369730.1, NP_001369727.1, NP_001369724.1, NP_001369726.1, NP_001369729.1, NP_001369723.1, NP_001369720.1, NP_001369731.1, NP_001369728.1, NP_001369716.1, NP_004439.2, NP_001369718.1, NP_001369714.1, NP_001369719.1, NP_001369712.1, NP_001369711.1, NP_001005862.1, NP_001276865.1, XP_047291546.1, NP_001369725.1
OG0000683	XP_010347537.1	NP_001265428.1, NP_001265427.1, NP_001265426.1, NP_000666.2, NP_001265429.1
OG0000684	XP_039323891.1	NP_004631.1
OG0000684	XP_039316129.1	NP_542165.1
OG0000684	XP_010350775.1	NP_005795.2, XP_011525922.1
OG0000685	XP_039328654.1, XP_003929867.2, XP_003929868.2	NP_036501.2, NP_001004685.1
OG0000686	XP_039316932.1	NP_001166864.1, NP_036338.2, XP_024301787.1, NP_001295085.1
OG0000687	XP_039331192.1, XP_039327278.1	NP_001013007.1
OG0000687	XP_039327273.1	NP_003339.1
OG0000688	XP_039318512.1, XP_003927384.1, XP_039318513.1, XP_010336337.1, XP_010336338.1	NP_001363727.1
OG0000689	XP_039327081.1	NP_776162.2
OG0000689	XP_010340064.1, XP_010340063.1	NP_001303817.1, XP_011529559.1, NP_001303818.1, NP_001303816.1, NP_068568.1
OG0000690	XP_003937577.1	NP_001158297.1, NP_001307190.1, NP_612437.3
OG0000690	XP_039330466.1	NP_001158296.1
OG0000692	XP_003940452.1, XP_039322307.1, XP_039322306.1, XP_039322305.1, XP_010349425.1, XP_039322309.1, XP_039322303.1, XP_039322308.1, XP_010349426.1, XP_039322304.1, XP_010349427.1, XP_010349423.1	NP_001411275.1, NP_115674.1, NP_001153800.1, NP_001411273.1, NP_001153801.1, NP_001411274.1
OG0000693	XP_039334485.1, XP_039334486.1, XP_039334484.1, XP_039334487.1	XP_011518045.1, NP_001185707.1, NP_001185708.1, NP_001185706.1, NP_003582.2
OG0000694	XP_010334888.2, XP_039324666.1	NP_001041714.1
OG0000695	XP_003941032.1, XP_010350025.1	NP_001265291.1, NP_001265296.1, NP_004301.1, NP_001265295.1, NP_001265290.1, NP_001265288.1, NP_001265298.1, NP_001265294.1, NP_001265293.1, NP_001265292.1, XP_011511994.1, NP_001265289.1, NP_001265297.1
OG0000696	XP_010332001.1	NP_001371858.1, NP_001371857.1, NP_001371864.1, NP_001371860.1, NP_001373920.1, NP_001167014.1, NP_001373921.1, NP_001167010.1, NP_001371849.1, NP_001371848.1, NP_001371847.1, NP_001371854.1, NP_001167013.1, NP_001371855.1, NP_001371856.1, NP_060339.2, NP_001371845.1, NP_001371866.1, NP_001371865.1, NP_001371867.1, NP_001167011.1, NP_524576.2, NP_001167012.1, NP_001371852.1, NP_001371851.1, NP_001371850.1
OG0000697	XP_010345111.1	XP_011521568.1, NP_001356586.1
OG0000697	XP_003936379.1	NP_001357127.1, NP_001123230.2
OG0000698	XP_010342322.2	NP_001244932.1, NP_001244930.1, NP_068569.2, NP_001244934.1, NP_001035713.1, NP_001244931.1, XP_016856536.1, NP_001244933.1
OG0000698	XP_003933499.1	NP_970615.2
OG0000699	XP_039333707.1	NP_001291947.1
OG0000699	XP_010338981.2	NP_219363.2
OG0000699	XP_003930119.1	NP_660314.1, XP_047289610.1, NP_001019854.1
OG0000700	XP_003937925.2	XP_011507427.1, NP_443170.1
OG0000700	XP_039316015.1	NP_110391.2, XP_016857805.1
OG0000700	XP_003937926.2	XP_006711208.1, NP_001307262.1
OG0000701	XP_010335109.1	NP_659497.1, NP_001034624.1
OG0000702	XP_003931824.2, XP_010340780.2, XP_003931823.2, XP_010340779.2	NP_036253.2, XP_005257239.1
OG0000703	XP_010350718.1	NP_061942.2
OG0000703	XP_010350505.1	NP_001371338.1
OG0000704	XP_003939349.1	NP_001337964.1, XP_016874389.1, NP_001337966.1, NP_001337965.1, NP_001400530.1, NP_001400528.1, NP_001400529.1, NP_001337962.1, NP_958853.1, NP_963848.1, NP_001336.2, NP_001400525.1, NP_001400533.1, NP_001400526.1, NP_001400527.1, NP_001337963.1, NP_958852.1, NP_001400531.1, NP_001400532.1
OG0000705	XP_039316745.1	NP_001004720.1
OG0000706	XP_003943860.1	NP_079458.2, XP_005251645.1, NP_001304920.1
OG0000707	XP_039330646.1, XP_039330648.1, XP_039330647.1	XP_016870062.1, NP_644815.1
OG0000708	XP_010342429.1, XP_003933647.1, XP_010342428.1	NP_115884.4, NP_001138932.1, XP_016864218.2, NP_631958.1, NP_631957.1, NP_001138931.1
OG0000709	XP_010345839.1, XP_010345838.1, XP_010345840.1, XP_010345837.1	NP_001333880.1, NP_073611.1, NP_001333884.1, NP_001333885.1, NP_001333878.1, NP_001333882.1, XP_016857588.1, NP_001333881.1, NP_001333876.1, NP_001333875.1, NP_001333883.1, NP_001333879.1, NP_001333877.1
OG0000710	XP_039334916.1	NP_001362729.1, NP_001362734.1, NP_001362736.1, NP_001362733.1, NP_001362732.1, NP_001362731.1, NP_001290355.1, NP_001362735.1, NP_001290354.1, NP_057415.1, XP_016862039.1
OG0000711	XP_010335798.1, XP_003926855.1, XP_003926854.1	NP_001257367.1, NP_001358499.1, NP_001257365.1, NP_001257366.1, XP_011530784.1, NP_001358498.1, NP_006440.2
OG0000712	XP_010328283.1, XP_010328284.1, XP_010328285.1, XP_003942178.1	XP_047301903.1
OG0000713	XP_039327095.1, XP_039327094.1	XP_006718419.1, NP_003645.1
OG0000714	XP_003920063.2, XP_039328330.1	XP_047282883.1
OG0000714	XP_010331941.2	NP_001120691.1, XP_005253227.2, NP_115981.1
OG0000716	XP_039318165.1	XP_047283002.1
OG0000717	XP_003942976.1	NP_005483.1, XP_047295771.1, NP_001268659.1
OG0000718	XP_010345169.1	NP_001371247.1, NP_001371248.1, NP_001371251.1, NP_001371246.1, NP_001371250.1, NP_001371252.1, NP_001371245.1, NP_001371244.1, NP_055850.1, NP_001371249.1, NP_001371254.1, NP_001371253.1, XP_005260398.1
OG0000719	XP_003936478.1, XP_010345210.1, XP_003936479.1, XP_003936481.1	NP_001041690.3, NP_001041686.1, NP_001184069.1, NP_001041688.1, NP_001184068.1, NP_060948.3
OG0000720	XP_003922231.2	NP_001003407.1, NP_001309813.1, NP_001309814.1, NP_001309812.1, NP_001309815.1, NP_001339369.1, NP_001309816.1, NP_001339370.1, NP_002304.3, NP_001309811.1
OG0000721	XP_003943051.1, XP_010329152.1, XP_003943053.1, XP_010329153.1	XP_006720528.1, NP_001138830.1, NP_001138829.1, NP_056292.1
OG0000722	XP_003932036.1	NP_001386949.1, NP_001386948.1, NP_001386945.1, NP_001386944.1, NP_001386943.1, NP_001386946.1, NP_001386947.1, NP_001386942.1, NP_987100.1, NP_036429.2, NP_001386937.1, NP_001386940.1, NP_001386939.1, XP_047272421.1, NP_001386935.1, NP_987101.1, NP_001386934.1, NP_001386933.1, NP_001386936.1, NP_001386941.1
OG0000723	XP_010336396.1	XP_005249241.1, NP_004146.1
OG0000724	XP_003925576.1	NP_001307646.1, NP_001358379.1, NP_001358372.1, NP_001358377.1, NP_001361014.1, NP_001358378.1, NP_001244271.1, NP_001244272.1, NP_001358373.1, NP_001073335.1, NP_001244273.1, XP_047301340.1, NP_001358376.1, NP_004319.1, NP_001358375.1
OG0000725	XP_010334590.1, XP_003925554.1, XP_010334592.1, XP_010334591.1, XP_003925553.1	NP_076990.4, NP_001070666.1
OG0000726	XP_003924073.1, XP_010333109.1	NP_001091048.1, XP_005272654.1, NP_005291.1
OG0000727	XP_010330486.2, XP_010330487.2, XP_003944319.2, XP_003944322.2	NP_001287830.1
OG0000727	XP_003940206.1, XP_010349171.1, XP_039319905.1, XP_039319906.1, XP_010349172.1	XP_054189303.1, NP_525129.1
OG0000731	XP_003925428.1	NP_001002294.1, NP_008825.4, XP_047272163.1, NP_001306102.1, NP_001306103.1
OG0000732	XP_003926313.1	NP_001116513.2
OG0000732	XP_003926315.1	NP_001381712.1, NP_001093638.1, NP_000570.1
OG0000733	XP_010332630.1, XP_010332631.1, XP_010332632.1	XP_011543629.1, NP_001226.2, NP_001193943.1
OG0000734	XP_039333972.1, XP_039320409.1	NP_003341.1
OG0000734	XP_010341416.1	NP_068823.2, NP_001244322.1, NP_954595.1
OG0000735	XP_003935294.1	NP_004107.1, NP_001309893.1, XP_016859082.1, NP_001309892.1
OG0000735	XP_010350063.1	NP_463460.1, NP_000792.1
OG0000736	XP_010332390.1	XP_047274095.1, NP_009202.1, NP_001292031.1
OG0000736	XP_003926647.1	NP_055815.1
OG0000737	XP_010339518.1, XP_010339516.1, XP_039334668.1, XP_039334667.1	NP_005171.4
OG0000738	XP_003938085.1	XP_047276252.1, NP_001005327.2
OG0000739	XP_039319652.1	XP_016881299.1, NP_001305656.1, NP_001340458.1, NP_001340456.1, NP_001305657.1, NP_001340455.1, NP_001305655.1, NP_001340457.1, NP_001362841.1, NP_001340454.1, NP_060651.2, NP_001340466.1, NP_001340465.1, NP_001340464.1, NP_001340467.1, NP_001362842.1, NP_001340462.1, NP_001340463.1, NP_001340460.1, NP_001340459.1, NP_001340461.1
OG0000740	XP_010341298.1	NP_001245205.1, XP_005266873.1, NP_443145.1, NP_001245207.1, NP_001245206.1
OG0000741	XP_003940050.2, XP_003940051.2	NP_997299.2, NP_001138669.1, NP_001001670.1, XP_016870199.1
OG0000742	XP_010344433.2, XP_010344434.2	NP_057098.2
OG0000742	XP_010349580.2	NP_067037.1
OG0000744	XP_003940183.2	XP_006724727.1
OG0000744	XP_010336429.1	NP_005633.2
OG0000745	XP_003923559.1	NP_620143.1, NP_001318139.1, NP_001318140.1, XP_016872677.1, NP_001318141.1
OG0000746	XP_010348912.2, XP_003939950.2	NP_067628.1
OG0000746	XP_003945330.2, XP_039318494.1, XP_039318495.1, XP_039318496.1, XP_039318497.1	NP_078809.2
OG0000747	XP_039324773.1	NP_001381116.1, XP_006715788.1, NP_001381117.1, NP_001122108.1
OG0000748	XP_039333782.1	NP_001304022.1, NP_001304024.1
OG0000749	XP_039330237.1, XP_039330236.1	NP_056165.1, NP_001356746.1, NP_001127948.1, NP_001356748.1
OG0000750	XP_010331349.2	NP_005657.1, XP_011507760.1, NP_002104.2
OG0000751	XP_039316037.1, XP_039316036.1, XP_010334403.1, XP_039316035.1	NP_001156367.1, NP_055471.2, NP_001156366.1, NP_001306160.1, NP_001306159.1, NP_001156365.1
OG0000752	XP_003942849.1	NP_001139654.1
OG0000752	XP_039332438.1, XP_003942853.1	NP_114165.1, NP_149441.1
OG0000753	XP_003942885.1	XP_047293049.1, NP_001307731.1, NP_001307730.1, NP_001307732.1, NP_644809.1
OG0000754	XP_039335621.1, XP_010340161.1, XP_010340162.1	NP_001002027.1, NP_005166.1
OG0000755	XP_003933271.1	NP_658986.1, XP_016883135.1
OG0000755	XP_003922720.2	NP_620414.1
OG0000756	XP_039323584.1	NP_001001419.1
OG0000756	XP_039334918.1	NP_005894.3
OG0000756	XP_039323580.1	XP_016864959.1
OG0000756	XP_010342806.2	NP_001001420.1
OG0000757	XP_003923148.1, XP_039323420.1	NP_003287.1, NP_001248751.1, NP_001135880.1, XP_005249406.1, NP_001135889.1, NP_001135879.1, NP_001135907.1
OG0000757	XP_039323317.1	NP_001355052.1, NP_006052.2
OG0000758	XP_010345791.1, XP_003937011.1	NP_001307173.1, XP_005270524.1, NP_653227.1
OG0000759	XP_039328737.1	NP_001393959.1, NP_001393960.1, NP_001393962.1, NP_057287.2, NP_001393952.1, NP_001393955.1, NP_001393956.1, NP_001035723.1, NP_001393953.1, NP_001393950.1, NP_001393951.1, XP_006716084.1, NP_001393961.1, NP_001291456.1, NP_001350627.1, NP_001393957.1, NP_001393958.1, NP_001393965.1, NP_001393964.1, NP_001393963.1, NP_001393967.1, NP_001393969.1, NP_001393968.1, NP_077747.1, NP_001291460.1, NP_001393966.1
OG0000760	XP_010331756.1, XP_003922651.1, XP_039317494.1	NP_001317317.1, NP_001317318.1, NP_057142.1
OG0000761	XP_003933524.1, XP_003933525.1	NP_001159968.1, NP_003042.3, XP_047284745.1
OG0000762	XP_003920127.2	NP_001005513.1
OG0000763	XP_039322013.1	XP_005259627.3, NP_056982.1, NP_001304919.1
OG0000764	XP_010344843.1	NP_001341643.1, NP_001341644.1, NP_001361753.1, NP_001341639.1, XP_011532349.1, NP_001121649.1, NP_000452.2, NP_001361752.1, NP_001361754.1, NP_001121648.1, NP_001341638.1, NP_001341640.1, NP_001341641.1, NP_001341642.1, NP_001341637.1, NP_001361756.1, NP_001361755.1, NP_001361751.1, NP_001239563.1
OG0000765	XP_003941065.1, XP_039335504.1	XP_024307589.1, NP_001357015.1, NP_212134.3, NP_001357014.1
OG0000766	XP_010345927.2	XP_011536405.1, NP_001380544.1, NP_001380545.1, NP_001380546.1, NP_001380543.1, NP_001380558.1
OG0000767	XP_039328228.1	NP_001338242.1, NP_001338264.1, NP_001338263.1, NP_001338259.1, NP_001338265.1, NP_001338255.1, NP_001338256.1, NP_001338253.1, NP_001338252.1, NP_001338251.1, NP_001338241.1, NP_001338248.1
OG0000768	XP_039325014.1, XP_010329136.1, XP_010329138.1	NP_001371955.1, XP_005254732.1, NP_001374015.1, NP_079052.2, NP_001374014.1
OG0000769	XP_010336637.2, XP_003927736.2, XP_039336431.1	NP_996749.1, NP_001177.1
OG0000770	XP_003923988.1	NP_149991.2
OG0000770	XP_010333144.1	NP_001191948.1
OG0000770	XP_039328809.1	NP_001382882.1, NP_001121599.1, NP_000158.1, NP_976325.1
OG0000771	XP_039319848.1	NP_061136.2, XP_016885111.1, NP_001368831.1
OG0000771	XP_039319839.1, XP_039319838.1, XP_039319847.1	NP_001278469.1, XP_006724846.1, NP_001308200.1, XP_006724862.1, XP_006724859.1, NP_689795.4, NP_001278464.1, NP_001357078.1, XP_005278198.1, NP_001017417.1, NP_001017435.1, NP_001357077.1, NP_001017438.2, NP_001278472.1, XP_005262482.2, NP_001007552.2, NP_001165759.2, NP_001278458.1, NP_001278456.1, NP_001372149.1, NP_001372148.1, NP_001278457.1, NP_001278459.1
OG0000775	XP_039332641.1, XP_039332643.1, XP_039332644.1, XP_039332642.1	NP_001185683.1, NP_113686.1, NP_001185684.1, NP_001185685.1
OG0000776	XP_003925600.1	NP_000625.1
OG0000776	XP_039326091.1, XP_003925602.1	NP_001548.1, XP_005246587.1, NP_001161770.1
OG0000777	XP_003935642.2, XP_039318819.1	NP_899058.1, XP_005254633.1, NP_899059.1, NP_004571.2, NP_899057.1
OG0000778	XP_003928871.2	NP_000286.3, NP_001121178.1, NP_001121179.1, NP_001002235.1, NP_001121176.1, NP_001121173.1, NP_001121172.1, NP_001121177.1, NP_001002236.1, XP_016876859.1, NP_001121174.1, NP_001121175.1
OG0000779	XP_039325345.1	NP_000248.2, NP_001393933.1
OG0000779	XP_039325343.1, XP_039325344.1	NP_002462.2
OG0000780	XP_039334718.1	NP_001310012.1, NP_001310011.1, NP_006205.1
OG0000781	XP_003923424.2	NP_001001916.2
OG0000784	XP_010342564.1	NP_000905.3, NP_001008504.2, NP_001138754.1, NP_001138755.1, NP_001138757.1, NP_001008505.2, NP_001272452.1, NP_001008503.2, NP_001138756.1, NP_001138758.1, NP_001138751.1, NP_001272453.1
OG0000785	XP_003923407.2	NP_001005289.2
OG0000786	XP_003923402.1	XP_016873200.1, NP_001005175.3
OG0000789	XP_003920136.1	NP_001005491.2
OG0000791	XP_039322727.1	NP_001177693.1
OG0000791	XP_010338312.2	NP_001375357.1
OG0000792	XP_039326305.1	NP_859051.1, NP_859050.1, XP_047283152.1, NP_001171034.1, NP_002707.3, NP_001171033.1
OG0000792	XP_003944261.1	NP_055040.2
OG0000793	XP_010348017.1	NP_997644.2, NP_001189397.1, NP_001357044.1, NP_001357028.1, NP_001357026.1, NP_001357031.1, NP_001357042.1, NP_001357043.1, NP_006615.2, NP_001357029.1, NP_001357046.1, NP_001357030.1, NP_001357027.1, NP_001316986.1, NP_001357041.1, NP_001357045.1, NP_001357047.1
OG0000794	XP_010338134.2, XP_003920746.2	NP_001120983.2, NP_001341826.1, NP_001394375.1, NP_001394380.1, NP_001341827.1, NP_001394382.1, NP_001341830.1, NP_001341829.1, NP_001394378.1, NP_001394377.1, NP_000029.2, NP_001394389.1, NP_001394384.1, NP_001394385.1, NP_001394383.1, NP_001394388.1, NP_001394387.1, NP_001341832.1, NP_001394379.1, NP_001120982.1, NP_001341824.1, NP_001394376.1, NP_001341825.1, NP_001394381.1, NP_001341828.1
OG0000795	XP_003925025.1, XP_039331477.1, XP_003927576.1	NP_000652.2
OG0000795	XP_039317646.1, XP_039333894.1, XP_039319260.1, XP_039327763.1	NP_001020092.1
OG0000796	XP_010338941.1	NP_001254526.1
OG0000797	XP_003923804.1, XP_010332906.1, XP_010332905.1	NP_001305678.1, NP_001305677.1, NP_001305679.1, NP_001305676.1, XP_011541324.1, NP_115800.1
OG0000798	XP_010338233.1	NP_001337261.1
OG0000798	XP_039318988.1	NP_001129204.1
OG0000799	XP_010347031.2	NP_694580.1
OG0000801	XP_003930209.2, XP_010339066.2, XP_010339064.2, XP_010339065.2, XP_039334407.1, XP_010339067.2	XP_016878964.2
OG0000802	XP_039328302.1, XP_039325413.1, XP_039325301.1, XP_039335271.1, XP_039332965.1	NP_002148.1
OG0000803	XP_039334079.1	NP_001382429.1
OG0000803	XP_039334081.1	NP_006790.1, XP_016878364.1
OG0000804	XP_003937902.1, XP_010346774.1	XP_011508283.1, NP_078816.2, NP_663781.1
OG0000805	XP_010333832.1	NP_001265611.1, NP_775299.1, NP_003235.1, NP_775300.1, NP_001265613.1
OG0000806	XP_003929059.1	NP_001092195.1, NP_068801.1
OG0000806	XP_003943976.1	NP_001018025.1
OG0000807	XP_010340236.1	NP_001076003.1
OG0000808	XP_039335515.1, XP_003940100.2, XP_010349084.2	NP_115602.2, XP_005251665.1, NP_001276048.1, NP_001276049.1, NP_001276050.1
OG0000809	XP_039330637.1	NP_001121138.1, NP_001339994.1, NP_001339996.1, NP_001339992.1, NP_001340001.1, NP_001340000.1, NP_001340004.1, NP_001340006.1, NP_001339998.1, NP_001340002.1, NP_001340003.1, NP_001339999.1, NP_001121139.1, NP_001339995.1, NP_001339997.1, NP_001339993.1, NP_001340005.1, XP_047279221.1, NP_001121135.2, NP_001244959.1, NP_000168.1
OG0000810	XP_039323709.1	NP_001191032.1, NP_005146.4, NP_619731.2
OG0000811	XP_039323710.1, XP_010330538.1, XP_010330539.1, XP_010330536.1	NP_001358367.1, NP_001358366.1
OG0000812	XP_039324553.1	NP_057671.2
OG0000812	XP_003935193.1	NP_009207.2
OG0000812	XP_039328978.1	XP_005249668.1
OG0000813	XP_039328876.1	NP_001280092.1
OG0000814	XP_039330372.1, XP_039330374.1, XP_039330373.1, XP_039330371.1, XP_039330370.1	XP_047285001.1
OG0000815	XP_039330095.1	NP_777623.2, NP_777631.2, NP_777628.2, NP_777624.1, NP_001257388.1, NP_006270.1, NP_001257389.1
OG0000816	XP_010338661.1	NP_001006633.1, NP_001365902.1, XP_047275803.1, NP_001006627.1, NP_001006629.1, NP_001006632.1, NP_001006631.1, NP_001006630.1, NP_001006628.1, NP_000730.1, NP_001365901.1
OG0000817	XP_039328637.1	NP_001333519.1
OG0000817	XP_003931590.1	NP_001308258.1, XP_047300596.1, NP_057217.2
OG0000818	XP_039335288.1, XP_039335299.1, XP_010336254.1, XP_010336256.1, XP_010336255.1, XP_039335295.1, XP_010336257.1, XP_003927276.1	NP_001305995.1
OG0000819	XP_039316719.1, XP_010332965.2, XP_039323218.1	NP_001137461.1, XP_047302850.1, XP_054188091.1
OG0000820	XP_003944427.1	NP_001034977.1
OG0000821	XP_039326692.1	NP_006025.2, NP_001245251.1, NP_001305314.1, NP_001245250.1, NP_001245252.1, NP_001305315.1, NP_001245249.1, XP_005253284.1, NP_001305313.1, NP_001305317.1, NP_001305319.1, NP_001305316.1, NP_001305318.1, NP_001245253.1
OG0000822	XP_010350198.1, XP_010350199.1, XP_039327195.1, XP_039327194.1	XP_011543079.1, NP_001351.2, NP_001157289.1
OG0000823	XP_003927751.2	XP_016863213.1, NP_001093253.1, NP_775758.2
OG0000824	XP_039333213.1	NP_001363867.1, XP_047305295.1
OG0000825	XP_010336167.1	NP_001354250.1
OG0000826	XP_010327842.1	NP_001381742.1, NP_001381743.1, NP_001381738.1, NP_060090.2, NP_001381737.1, XP_047294734.1, NP_001381739.1, NP_036350.2, NP_001381741.1, NP_001381740.1
OG0000827	XP_003923542.1, XP_010332642.1, XP_010332643.1	NP_001122394.1, XP_011543237.1, NP_005503.1, NP_001357117.1, NP_001357116.1, NP_001357118.1, NP_001357119.1
OG0000828	XP_003926257.1, XP_010335264.1, XP_010335265.1	NP_001287.2
OG0000829	XP_010333948.1	NP_001336004.1, NP_001127853.1, NP_001336002.1, NP_001336003.1, XP_011532583.1, NP_001336006.1, NP_055559.1, NP_001336005.1, NP_001336008.1, NP_001336009.1, NP_001336007.1, NP_001336010.1, NP_001336016.1, NP_001336017.1, NP_001336018.1, NP_001336020.1, NP_001336019.1, NP_001336012.1, NP_001336014.1, NP_001336011.1, NP_001336015.1, NP_001336013.1
OG0000830	XP_039335468.1	NP_001230824.1
OG0000831	XP_010343262.1	XP_005266504.1, NP_001265409.1
OG0000831	XP_039331264.1, XP_039331309.1	NP_001129705.3, NP_001129706.3
OG0000832	XP_039329186.1, XP_010343282.1, XP_039329187.1, XP_010343283.1	NP_001104515.2, NP_001104517.1, NP_001400852.1, NP_001104516.1, XP_011533596.1
OG0000833	XP_010334486.1	NP_001335257.1, XP_047302309.1, NP_001335258.1, NP_001335259.1, NP_001335250.1, NP_001335261.1, NP_001335248.1, NP_001335249.1, NP_001271143.1, NP_001335244.1, NP_001335262.1, NP_001335253.1, NP_001335256.1, NP_001335251.1, NP_001335252.1, NP_001335254.1, NP_001335255.1, NP_001335245.1, NP_001271144.1, NP_001335246.1, NP_001335247.1, NP_004229.1, NP_001335260.1, NP_001271145.1
OG0000834	XP_003932353.1	XP_011537282.1, NP_001181924.1, NP_689482.1, NP_001137377.1
OG0000835	XP_010347425.2	XP_016884402.1, NP_001193946.1, NP_008863.3, NP_599032.2, NP_001369569.1, NP_001369570.1, NP_001369567.1, NP_001369576.1, NP_001369568.1, NP_001193947.1, NP_599031.1, NP_001369571.1, NP_001369572.1, NP_001369573.1, NP_001369574.1, NP_001369575.1
OG0000836	XP_003929524.1	NP_005434.4
OG0000837	XP_003934576.1	XP_011518925.1, NP_006134.2
OG0000838	XP_010335595.1	NP_001373807.1, NP_001373877.1
OG0000839	XP_039320933.1, XP_039320934.1, XP_039320935.1, XP_010331249.2	NP_057318.2, NP_001373966.1, NP_976313.1, NP_976314.1
OG0000840	XP_039336552.1, XP_039336551.1, XP_010336597.1, XP_010336598.1, XP_003927691.1	NP_478062.1, XP_016883694.1, NP_001300621.1, NP_001381081.1, NP_001363828.1, NP_001381082.1
OG0000841	XP_003941698.1	NP_005204.1
OG0000842	XP_039318600.1	NP_001158506.1
OG0000842	XP_010336334.1	NP_689950.1
OG0000842	XP_003927380.1	NP_001158505.1
OG0000843	XP_010349871.1	NP_001035984.1, XP_011510285.1, NP_001035986.1, NP_115697.2, NP_001035985.1
OG0000844	XP_003925613.1, XP_010334655.1	NP_001135783.1, NP_001135784.1, NP_001135782.1, XP_011510475.1, NP_612399.1
OG0000845	XP_010330105.1, XP_010330104.1, XP_010330103.1	XP_006724910.1, NP_001135864.1
OG0000846	XP_003924433.1, XP_010333422.1	NP_001136.1, NP_001091046.1, NP_001372200.1, NP_001372202.1, NP_001372201.1, NP_001372203.1
OG0000848	XP_010338748.1, XP_010338749.1	NP_001136400.1, NP_076431.1, NP_001350363.1, NP_001350362.1
OG0000849	XP_010348877.2, XP_010348874.1, XP_010348876.1, XP_010348873.1, XP_010348875.1	NP_001345240.1, NP_001095836.1, NP_001095837.1, NP_079228.4, NP_001273400.1, NP_001273399.1, NP_001095838.1, NP_001345241.1, NP_001345239.1, NP_001273401.1, NP_001095839.1, NP_001273402.1
OG0000852	XP_010348139.2	XP_047284711.1
OG0000853	XP_003928902.1	NP_001334185.1, NP_112503.1, NP_001334183.1, NP_001334181.1, NP_001334184.1, NP_000094.2, NP_001334182.1, NP_001334179.1, NP_001334178.1, NP_001334177.1, NP_001334180.1
OG0000854	XP_039324187.1	NP_055280.2
OG0000855	XP_010339953.1	NP_001010.2
OG0000856	XP_010338697.2	XP_005250105.1
OG0000859	XP_039322377.1	NP_036509.1
OG0000862	XP_039323581.1	NP_001353275.1, NP_001353278.1, NP_001353276.1, NP_001350650.1
OG0000863	XP_039333353.1	NP_060659.3
OG0000863	XP_010342219.2, XP_039333430.1	XP_011510745.1, NP_620170.3
OG0000864	XP_039330599.1, XP_010347132.2, XP_039331030.1, XP_039330996.1	NP_001342192.1, XP_047281663.1, NP_001265424.1, NP_001092808.1, NP_001369233.1, NP_001164212.1, NP_060031.1
OG0000865	XP_010345502.2	NP_663748.1
OG0000866	XP_039321652.1, XP_039321655.1, XP_010330216.1, XP_039321653.1, XP_039321654.1	NP_001356646.1
OG0000867	XP_010339538.1, XP_010339537.1, XP_010339536.1	NP_079114.3, XP_005252654.1
OG0000868	XP_003920593.1, XP_010336686.1	NP_005462.1
OG0000868	XP_003933709.1, XP_010342508.1	NP_612208.1
OG0000869	XP_003928671.2, XP_039334416.1	NP_004264.2, XP_006718138.1
