Orthogroup	Saimiri_boliviensis_boliviensis	Rattus_norvegicus
OG0001449	XP_039328808.1	XP_038964980.1
OG0001450	XP_010328533.2	XP_006253391.1, NP_001386189.1
OG0001451	XP_039315966.1, XP_039315963.1	XP_038959254.1, NP_001395725.1, NP_068636.1, NP_001101156.1, XP_063137889.1
OG0001452	XP_003941624.1	NP_001128163.1, NP_001128162.1
OG0001453	XP_003943357.2	NP_001013088.1, XP_038963951.1
OG0001454	XP_010346652.1, XP_010346650.1, XP_010346653.1, XP_010346651.1	NP_001008306.1
OG0001455	XP_003936654.1	XP_006243787.1, NP_001008329.1
OG0001456	XP_003938994.1, XP_010347931.1, XP_010347930.1	NP_058888.1
OG0001457	XP_010347806.2	NP_001290073.1
OG0001457	XP_003938881.1	NP_071789.2, XP_017452111.1
OG0001458	XP_010333438.1, XP_010333442.1, XP_003920227.3, XP_039326820.1	XP_008758498.2, NP_001099809.1, XP_038957274.1
OG0001459	XP_039329204.1	XP_038949439.1, NP_001258417.1
OG0001459	XP_003940798.2	XP_038956477.1
OG0001460	XP_039329393.1, XP_039329394.1, XP_010339986.2	XP_063130413.1, NP_001100754.1
OG0001461	XP_010339747.1	XP_038938688.1, NP_001414536.1
OG0001462	XP_039335201.1, XP_039335202.1, XP_039335203.1	NP_001414237.1, XP_006235868.1
OG0001463	XP_039325712.1, XP_039325462.1, XP_039325711.1, XP_010345498.2	XP_063124238.1, XP_038940610.1, XP_002730104.3, NP_073171.2, NP_073156.3
OG0001465	XP_003938490.2	NP_072130.1, XP_038948326.1
OG0001465	XP_003938500.2	NP_446253.2
OG0001466	XP_039327509.1	NP_001385887.1
OG0001467	XP_010347472.1	NP_001385987.1, XP_063129576.1
OG0001468	XP_039327764.1, XP_039327765.1, XP_039327766.1	NP_071886.1, XP_006242365.1
OG0001469	XP_003939324.1	XP_038935281.1, NP_001073175.1
OG0001470	XP_039317742.1	NP_001128112.1
OG0001471	XP_003930053.2, XP_003925499.1	NP_001012763.1, XP_006237249.1
OG0001472	XP_003922429.1	NP_001014268.1, XP_038941565.1
OG0001473	XP_003924208.2	NP_001178863.1
OG0001473	XP_003922351.1	NP_001402765.1
OG0001474	XP_003922238.1	XP_006231696.1, NP_001099671.1
OG0001475	XP_010344530.1	XP_038960475.1, NP_001099968.1
OG0001476	XP_003943047.2	NP_001004270.1
OG0001477	XP_003927721.1	NP_001094028.1, XP_038944357.1
OG0001478	XP_003927681.1, XP_010336590.1	XP_006248120.1, NP_001013447.1
OG0001479	XP_010338352.1, XP_003929485.1	XP_017446541.1, NP_062149.1
OG0001480	XP_010333077.1	XP_017454816.2, NP_001017495.1
OG0001481	XP_039333296.1, XP_039333298.1, XP_039333297.1, XP_039333295.1, XP_039333294.1, XP_039333292.1, XP_039333293.1	XP_006248493.1, NP_001020799.1
OG0001482	XP_039336203.1, XP_039336205.1, XP_039336204.1	NP_001258230.1, XP_063137156.1, NP_001258228.1
OG0001483	XP_039323359.1, XP_039323356.1, XP_039323360.1, XP_039323357.1	NP_001159772.1, NP_998732.1
OG0001484	XP_003921941.1	XP_038964967.1, XP_063140702.1, NP_112381.2
OG0001485	XP_039334955.1, XP_010334775.2, XP_003925742.2	XP_006244994.1, NP_071565.2, XP_063133708.1
OG0001486	XP_039325752.1, XP_010334545.2, XP_010334544.2, XP_039325751.1	NP_476448.1, XP_063122603.1
OG0001487	XP_003938207.1, XP_010347058.1, XP_010347057.1	XP_017454169.1, NP_775144.1
OG0001488	XP_010330179.2, XP_039331616.1	NP_001406486.1, NP_001389075.1
OG0001489	XP_010344650.1	XP_008771626.1
OG0001490	XP_003935896.2	NP_445831.3, XP_006257444.1
OG0001491	XP_039319907.1	XP_006257565.1
OG0001492	XP_039328299.1, XP_003931167.2, XP_039330716.1	NP_001014135.2, XP_038955778.2, XP_038940588.1
OG0001493	XP_039325303.1, XP_003924377.1, XP_010333360.1	XP_006252017.1, NP_001014017.1
OG0001494	XP_039316939.1, XP_010346108.1, XP_010346032.2, XP_010346036.1, XP_010346038.2, XP_010346107.1	NP_001382649.1, XP_063130564.1
OG0001497	XP_003924425.1	NP_001395897.1, NP_001012232.1, XP_008768783.1, NP_001395898.1, NP_620257.1, NP_001007016.1, NP_001395600.1
OG0001502	XP_003942765.1	XP_006253086.1, NP_001106828.1
OG0001503	XP_039319300.1	NP_058736.1
OG0001503	XP_003920630.1	NP_058735.1, XP_038944908.1
OG0001504	XP_003927925.1, XP_003927926.1	XP_063119176.1, NP_077043.1
OG0001505	XP_010349768.1	NP_001007687.1, XP_006253456.1
OG0001506	XP_003923866.1	XP_038962661.1, NP_001000173.1, NP_001000950.1, NP_001001000.1
OG0001507	XP_010336883.1	XP_006232580.1, NP_058786.2
OG0001508	XP_039332078.1, XP_039332079.1, XP_039332080.1	NP_114178.1
OG0001508	XP_039332243.1	NP_113919.2, XP_006246591.1
OG0001509	XP_039322018.1	XP_017445118.1, NP_113836.2
OG0001510	XP_003927052.1, XP_010336014.1	XP_038944225.1, NP_001100554.1
OG0001511	XP_003928071.1, XP_003928070.1, XP_010336948.1, XP_010336949.1	NP_037261.1, NP_001388064.1
OG0001512	XP_039335182.1, XP_039336185.1	NP_612518.2, XP_006235356.1
OG0001513	XP_003942832.1	NP_001004021.1, XP_063124802.1
OG0001513	XP_039332457.1	NP_001004022.1
OG0001514	XP_039317983.1	NP_001099489.1, XP_001070681.6, XP_006237271.1, XP_003751869.1, XP_006251449.1
OG0001514	XP_039324496.1	NP_073165.1
OG0001515	XP_003939835.1	NP_598277.2
OG0001516	XP_010347734.1, XP_010347735.1, XP_010347732.1, XP_010347731.1, XP_010347730.1, XP_010347733.1	XP_006241058.3, NP_073194.1
OG0001517	XP_003920133.2	NP_001000643.1
OG0001519	XP_003923610.1	NP_001000819.2, NP_001000435.1, XP_038938795.1, NP_001001120.1, XP_038938796.1, XP_063122025.1, NP_001000436.1
OG0001521	XP_003923438.2	NP_001000122.1
OG0001522	XP_003944449.1	XP_234948.1, XP_038956618.1, XP_063136677.1, XP_063120456.1, XP_578644.4
OG0001523	XP_003926107.2	NP_001099607.1, XP_063133258.1
OG0001524	XP_039319550.1, XP_039319549.1, XP_003924926.1, XP_039319551.1	XP_063133380.1, NP_001007689.1
OG0001525	XP_039317371.1	NP_037350.2
OG0001526	XP_039323019.1, XP_039323011.1, XP_039323016.1, XP_039323013.1, XP_039323012.1, XP_039323018.1, XP_039323015.1, XP_039323014.1, XP_039323017.1	NP_001102374.1, XP_006228255.1
OG0001527	XP_010330271.1	NP_542426.1
OG0001527	XP_003931856.2	NP_542424.1, XP_038941020.1
OG0001528	XP_003943129.1, XP_003943130.1	XP_006257121.1, NP_058913.1
OG0001528	XP_039321701.1	NP_001020810.1, XP_006228084.2
OG0001529	XP_039332044.1	NP_446362.1, XP_063124376.1
OG0001529	XP_003940359.2	NP_446363.1
OG0001530	XP_039322453.1, XP_039322456.1, XP_010349300.1, XP_010349299.1, XP_039322454.1, XP_039322455.1	NP_001020849.1, XP_006228476.1
OG0001531	XP_010333665.2	NP_001401845.1
OG0001531	XP_039322227.1	NP_001414099.1
OG0001532	XP_010349445.2	NP_001257613.1, NP_001257611.1, NP_620183.2, NP_001257612.1, NP_001257610.1
OG0001533	XP_039322737.1	NP_001013082.2, XP_038960050.1
OG0001533	XP_003943174.1	XP_038943161.1, NP_001103961.2
OG0001534	XP_039324358.1	NP_001014170.1
OG0001535	XP_010338325.1, XP_003920762.1	NP_001102480.1, XP_006245650.1
OG0001536	XP_010338638.1	NP_001102010.1, XP_038958431.1
OG0001537	XP_039336033.1, XP_039336032.1	XP_006229442.1, NP_001034095.1
OG0001538	XP_010343457.1	NP_001100715.2
OG0001539	XP_039327476.1, XP_039327477.1	NP_001020900.1
OG0001540	XP_039324192.1, XP_010342423.2	XP_006250911.1, NP_113976.2
OG0001541	XP_039320199.1	NP_001387299.1, XP_008770146.1
OG0001542	XP_003929490.1	NP_036651.1, XP_008759674.1
OG0001542	XP_039334241.1	XP_008768708.1
OG0001543	XP_039334365.1	NP_001162598.1
OG0001544	XP_003934790.1, XP_003934792.1	XP_006246185.1, NP_899155.1
OG0001545	XP_003923636.1	NP_001014111.1
OG0001546	XP_003923802.1, XP_010332903.1, XP_003923803.1	NP_001101591.1, XP_006242536.1
OG0001547	XP_039332377.1, XP_003920636.1, XP_039333110.1	NP_112643.1, XP_063126031.1
OG0001548	XP_039332662.1, XP_003931397.1, XP_039332661.1	NP_001019405.1, XP_017452591.1
OG0001549	XP_039332091.1	NP_001178573.1
OG0001549	XP_003939647.3	NP_001388057.1
OG0001550	XP_039329900.1	XP_017448862.1
OG0001551	XP_003927971.1	XP_063144438.1, NP_113929.1
OG0001551	XP_003927973.1	NP_001380621.1, XP_038967504.1
OG0001552	XP_039317058.1	NP_074058.2
OG0001552	XP_003932092.1	NP_955794.1
OG0001553	XP_003936357.1	XP_038953660.1, NP_001100891.1
OG0001554	XP_010338989.2	NP_001099767.1, XP_063142306.1
OG0001555	XP_039334366.1	NP_671476.1, XP_017444131.1
OG0001556	XP_010339285.1, XP_003930448.1	NP_001102329.1
OG0001557	XP_039320125.1	NP_001160050.1
OG0001557	XP_003937788.1	NP_001020303.1, XP_017444928.1
OG0001558	XP_003930365.1	NP_579843.2, XP_063128053.1
OG0001558	XP_003930363.1	NP_058812.1
OG0001559	XP_039316118.1, XP_039335572.1, XP_039320548.1, XP_039328879.1, XP_039330506.1, XP_039320549.1, XP_039320547.1	NP_001269254.1
OG0001560	XP_039318733.1	NP_001100229.1, XP_006240635.1
OG0001561	XP_039331733.1, XP_010328877.1	XP_008766200.1, NP_001020138.1
OG0001562	XP_039317458.1	XP_006233752.1, NP_001119767.1
OG0001563	XP_010331833.1	NP_001414236.1, XP_038948796.1
OG0001564	XP_010330155.2	XP_008765882.1, NP_434685.1, XP_038943110.1, NP_001386387.1
OG0001565	XP_010337001.1	NP_112400.1
OG0001566	XP_039331018.1, XP_039331017.1	XP_038966169.1, NP_001102134.1
OG0001567	XP_039323612.1, XP_003923054.1, XP_039323614.1	XP_063122916.1, NP_001100358.1
OG0001568	XP_010335461.1	NP_620241.1
OG0001569	XP_039323433.1	NP_001414562.1, XP_063122208.1
OG0001570	XP_039323146.1, XP_039331590.1	NP_001166810.1
OG0001570	XP_039323851.1	NP_001376179.1
OG0001571	XP_003923008.2	XP_063121634.1
OG0001572	XP_010332112.1	NP_001188304.1, NP_001346807.1, NP_001188303.1, XP_006238049.1
OG0001573	XP_039320561.1	NP_001128311.1, XP_063119340.1
OG0001574	XP_039320541.1, XP_039320542.1, XP_003943074.1	XP_063119903.1, NP_001124032.1
OG0001575	XP_039324332.1	XP_006250951.1, NP_001178525.1
OG0001576	XP_039328906.1	NP_001102695.1, XP_038964031.1
OG0001577	XP_039325942.1	XP_038953143.2, XP_006234448.1
OG0001577	XP_039328590.1	XP_038964392.1, NP_114473.2
OG0001578	XP_003945022.1, XP_039330036.1, XP_039330037.1	XP_063144051.1, NP_001034081.1, NP_001034083.1
OG0001579	XP_003929666.1	NP_001100245.1, XP_006241259.1
OG0001580	XP_010338713.2	XP_063143014.1, XP_006236457.1, XP_063143013.1
OG0001581	XP_010341133.2	XP_006236337.1, NP_001019496.1
OG0001582	XP_039328505.1, XP_039328503.1, XP_039328504.1, XP_039328502.1, XP_039328501.1	NP_001019498.1, XP_006236493.1
OG0001583	XP_010327871.1	NP_001381954.1, XP_006235915.1
OG0001584	XP_039319223.1	NP_001102170.1, XP_063118114.1
OG0001585	XP_003933874.2	NP_942086.2, XP_063131665.1
OG0001586	XP_003941587.1	NP_001101480.1
OG0001587	XP_010328020.1	NP_001013934.1
OG0001588	XP_003920273.2	NP_976078.1
OG0001589	XP_003943379.1	XP_063142583.1, NP_001099783.1
OG0001590	XP_039326481.1, XP_010331782.2, XP_010331781.2	NP_001073619.1, XP_006234709.1
OG0001591	XP_010331596.2, XP_003920022.2	XP_038960856.1, NP_001386441.1
OG0001592	XP_010330476.1	XP_006234743.1, NP_942073.2
OG0001593	XP_010333052.1, XP_010333048.1	NP_001009599.1
OG0001594	XP_010350275.2	NP_036908.2
OG0001594	XP_039318434.1	XP_038945037.1, NP_037029.2
OG0001595	XP_010348408.1	NP_001029303.1, XP_038963306.1
OG0001596	XP_010337550.1, XP_010337551.1, XP_003928651.1, XP_010337552.1, XP_039321481.1	NP_001102204.1
OG0001597	XP_010341438.1, XP_010341437.1	XP_006235737.1, NP_695208.2
OG0001598	XP_010350590.1	NP_001014228.1
OG0001599	XP_010332565.2	NP_001013057.1, XP_006229907.1
OG0001601	XP_010340008.1	XP_006257551.1, NP_001100421.1
OG0001601	XP_039329068.1	NP_001120773.1, XP_063131645.1
OG0001603	XP_003930937.3	XP_038937740.1, NP_001102256.1
OG0001604	XP_003936102.2, XP_039315889.1	XP_006244094.1, NP_001020876.1
OG0001605	XP_003930983.1, XP_039317911.1	XP_063121641.1, NP_001410588.1
OG0001606	XP_003933223.1	NP_001009655.1, XP_006235182.1
OG0001607	XP_003933250.1	NP_001008354.1
OG0001608	XP_039335686.1	XP_006235393.1
OG0001609	XP_003936412.1	XP_063139111.1
OG0001610	XP_003936521.2	NP_001380604.1
OG0001610	XP_039331688.1	NP_001013162.2, XP_063144456.1
OG0001613	XP_039334971.1, XP_039334970.1, XP_039334972.1	XP_038948739.1, NP_001316810.1, NP_058883.1, XP_017455541.1
OG0001614	XP_039326015.1	XP_063123999.1, XP_063123988.1, XP_063124000.1, XP_063124003.1, XP_063124002.1, XP_063123991.1, XP_063123993.1, XP_063123992.1, XP_063124001.1, XP_063123989.1, XP_063123997.1, XP_063123996.1, XP_063123994.1, XP_063123987.1, XP_063123995.1, XP_063123998.1, XP_038940627.1
OG0001615	XP_039327541.1	XP_063127158.1, NP_683688.1
OG0001616	XP_003932326.2	XP_006249560.1, NP_001119745.1
OG0001617	XP_010328302.1, XP_003942201.1, XP_039317556.1, XP_003942200.1	NP_001014081.1, XP_008761507.1
OG0001618	XP_003920750.2, XP_039328291.1	NP_001399481.1
OG0001619	XP_039327958.1	NP_001100097.2, XP_038963394.1
OG0001620	XP_003941514.1	XP_008763885.1, NP_570104.1
OG0001621	XP_003939192.1, XP_010348100.1, XP_010348099.1	XP_038935254.1, NP_001258298.1
OG0001622	XP_010338905.1, XP_010338904.1	XP_038950198.1, NP_001382038.1
OG0001623	XP_010338939.1	XP_038963795.1, NP_001094221.1
OG0001624	XP_039324383.1	XP_008768318.1
OG0001625	XP_010335974.1	NP_001014000.2, XP_017453465.1
OG0001626	XP_003927071.2	NP_001099341.1, XP_006248572.1
OG0001627	XP_010334017.1, XP_039336220.1	XP_006232546.1, NP_001102415.1
OG0001628	XP_039326038.1	XP_063118848.1, XP_063118849.1, XP_063118845.1, XP_063118847.1, XP_063118846.1, XP_008760187.1, NP_001386910.1
OG0001629	XP_010334762.2	XP_063123263.1, NP_001014124.1
OG0001630	XP_003925686.1	XP_017452009.1, NP_955442.1, NP_001380798.1, NP_001380797.1
OG0001631	XP_010334595.1	NP_954543.1, XP_006245288.1
OG0001632	XP_003920354.1	NP_001178661.1, XP_006256896.1
OG0001634	XP_003938746.1	NP_001258157.1, XP_038955661.1
OG0001635	XP_039319883.1	XP_017457884.1, NP_001413977.1
OG0001636	XP_010349808.1, XP_003940800.1	XP_003752124.1
OG0001637	XP_003943952.2	XP_038956008.1, NP_001103004.1
OG0001637	XP_003942764.1	XP_006253084.1, NP_001099550.1
OG0001639	XP_010327963.2	NP_001178890.1, XP_063138839.1
OG0001640	XP_003932729.1	NP_077075.1, XP_008760766.1
OG0001643	XP_010333537.1	NP_001101989.1
OG0001643	XP_010333505.1	NP_001414580.1
OG0001645	XP_003934659.2	NP_001099494.1
OG0001645	XP_003934056.2	NP_001100856.1
OG0001646	XP_003935029.1	XP_063143222.1, NP_036685.1
OG0001646	XP_003939218.1	NP_036684.1, XP_063119047.1
OG0001647	XP_010347944.2	NP_112295.2
OG0001647	XP_039317211.1	NP_112298.2
OG0001648	XP_039325080.1	XP_006240159.1, NP_446323.1
OG0001649	XP_003938999.2, XP_003938996.2	NP_037099.1, XP_063121017.1
OG0001650	XP_039321143.1	NP_062001.2
OG0001650	XP_039318303.1	NP_036739.2
OG0001651	XP_039336411.1	XP_006248070.1
OG0001652	XP_003932939.1, XP_003932940.1	NP_598206.1, XP_063119017.1
OG0001653	XP_039326336.1	NP_599161.2
OG0001653	XP_003940442.3, XP_010349415.2	NP_113858.1, XP_038944991.1
OG0001654	XP_010350716.1, XP_010350714.1, XP_003941697.1, XP_010350715.1, XP_010350713.1	NP_001296567.1, NP_058692.1, XP_063126342.1
OG0001655	XP_003928413.2	NP_062195.2, NP_062053.2
OG0001656	XP_010343593.2	XP_008768453.1
OG0001657	XP_003929850.1	NP_001020321.1
OG0001657	XP_010338712.1	NP_001074374.1
OG0001658	XP_039335189.1	NP_001396020.1, NP_001032746.1
OG0001659	XP_039334786.1	NP_001098100.1, XP_006254328.1
OG0001660	XP_003937145.1	XP_017453796.1, NP_942022.2
OG0001660	XP_039328033.1	XP_002728014.2
OG0001661	XP_010328934.2	XP_006247371.1, NP_001008752.1, XP_063125643.1, NP_001008750.1
OG0001661	XP_010328935.2	NP_001008751.1
OG0001662	XP_003928392.1, XP_003928393.1	NP_037228.1, NP_001007723.1, NP_001013875.1
OG0001663	XP_003935692.2	NP_598219.2, XP_063129656.1
OG0001664	XP_003929872.1	NP_001000844.1
OG0001665	XP_003920485.2	NP_001000640.1
OG0001667	XP_039315764.1	NP_113900.1
OG0001668	XP_039316716.1, XP_010343965.1	NP_001107802.1
OG0001668	XP_003926886.1	NP_058707.2, XP_017444266.1
OG0001669	XP_010329726.2	XP_063129369.1, NP_001177928.1
OG0001670	XP_010335306.1	XP_038938594.1
OG0001670	XP_039331128.1	NP_001387851.1
OG0001671	XP_010330678.1	NP_001102376.1
OG0001671	XP_003944488.1	NP_001402929.1
OG0001672	XP_010330662.2	NP_001395736.1, NP_001395735.1, XP_038956726.1, NP_001395733.1, NP_001395734.1
OG0001673	XP_010348472.1	XP_038956555.1
OG0001674	XP_039335094.1, XP_010332147.1, XP_039328356.1, XP_039326884.1, XP_039317435.1	NP_001386294.1
OG0001675	XP_010330823.2	NP_001100959.1, XP_038967287.1
OG0001676	XP_039322057.1	NP_067726.3, XP_038944861.1
OG0001677	XP_010329268.2, XP_039322099.1, XP_039322098.1	XP_006228688.1, NP_001121166.1
OG0001678	XP_039329487.1, XP_039329486.1, XP_039329488.1, XP_039329489.1	XP_006239034.1, NP_001121105.1
OG0001679	XP_039318088.1, XP_039335759.1, XP_010338629.1	XP_038958961.1, NP_071614.1, XP_063136674.1
OG0001680	XP_039330965.1, XP_039324030.1, XP_010332362.2	XP_038945817.1, NP_001103077.1
OG0001681	XP_010336481.1	NP_001017500.1, XP_038948218.1
OG0001682	XP_039316503.1	XP_006246179.1
OG0001682	XP_039321230.1	XP_006230524.1
OG0001683	XP_039325511.1	NP_001008383.1, XP_006246454.1
OG0001684	XP_003923579.2	NP_059054.2, XP_006242853.1
OG0001685	XP_039327166.1	NP_001385891.1, NP_001385890.1
OG0001686	XP_039319999.1, XP_003923681.1, XP_039334728.1, XP_039319450.1, XP_010348432.2	XP_038934107.1, XP_063133710.1, XP_038949903.1, NP_997681.2
OG0001687	XP_039330157.1	XP_063144656.1
OG0001688	XP_010347100.1	NP_955415.1
OG0001689	XP_039329241.1	XP_008761646.1
OG0001689	XP_003921595.1	NP_001094006.1
OG0001689	XP_003934554.1	NP_001178034.1
OG0001690	XP_010336829.1, XP_010336828.1, XP_010336830.1, XP_039323667.1	NP_001013259.1, XP_006239496.1
OG0001691	XP_010345061.1, XP_010345062.1, XP_010345058.1, XP_010345060.1, XP_003936334.1, XP_010345059.1	XP_006255604.1, NP_445968.3
OG0001692	XP_039334206.1	XP_063134360.1, NP_001037757.1
OG0001693	XP_010329110.1	NP_001009700.1
OG0001695	XP_039316287.1	NP_001028856.1
OG0001695	XP_003933086.2	NP_001014250.1, XP_063125597.1
OG0001696	XP_039316445.1	XP_063127139.1, NP_036854.1
OG0001697	XP_003934170.2	NP_446074.2
OG0001698	XP_003934206.1	NP_001101801.2
OG0001699	XP_010343108.1	NP_001013141.1, XP_006248938.1
OG0001700	XP_003934837.2	NP_001012020.1
OG0001701	XP_003934094.1	NP_476461.1, XP_006248973.1
OG0001702	XP_003945014.1	XP_063136320.1, NP_001102789.1
OG0001702	XP_039333762.1	XP_017452485.1, NP_001003978.1
OG0001703	XP_003931813.1	XP_008766630.1
OG0001703	XP_010337373.2	NP_598264.2, XP_038941050.1
OG0001704	XP_039327709.1, XP_039329421.1, XP_003929131.1, XP_039324250.1, XP_039329777.1, XP_039324667.1	NP_077353.1
OG0001705	XP_003924784.1, XP_010333734.1	NP_892000.1, XP_006254526.1
OG0001706	XP_003927171.2	XP_038964126.1
OG0001706	XP_039321911.1	NP_001102541.1
OG0001707	XP_003930461.1	XP_006256563.2, XP_008768071.1, NP_062063.1
OG0001708	XP_003928143.1	XP_213926.5, NP_001292088.1
OG0001709	XP_039315795.1, XP_039321086.1	XP_006232769.1, NP_001128049.1
OG0001710	XP_010333715.2, XP_039319675.1	NP_062220.2
OG0001711	XP_003924779.1	NP_077349.1, XP_038953064.1
OG0001712	XP_003930558.1	XP_038943780.1, NP_001406434.1, NP_001406432.1, NP_001406435.1, NP_001406433.1, NP_001388591.1
OG0001713	XP_039318712.1	NP_001032291.1, XP_038968691.1
OG0001714	XP_039332974.1, XP_039332973.1	XP_006247968.1, NP_001119554.1
OG0001715	XP_010340644.1	XP_063125313.1, NP_001007676.1
OG0001716	XP_003931792.3	XP_038940922.1, NP_001258118.1
OG0001716	XP_039332725.1	NP_001386507.1, XP_038941328.1
OG0001717	XP_039331810.1	XP_063124838.1, NP_001380837.1
OG0001718	XP_003943657.1	NP_001102519.1
OG0001719	XP_003943672.1	NP_001019963.1, XP_006247436.1
OG0001720	XP_010341933.2	XP_063125149.1
OG0001721	XP_039317414.1	NP_001182128.1
OG0001721	XP_039322029.1	NP_037050.3, XP_063133859.1
OG0001722	XP_039319197.1, XP_039319196.1, XP_039319198.1	XP_006242179.1, NP_071576.1
OG0001723	XP_039327821.1	NP_001102209.1, XP_017450407.1
OG0001724	XP_010331932.1	XP_063123906.1, XP_038939397.2, NP_001013195.2, XP_038940340.1, NP_001389400.1, XP_038940332.2, NP_598231.4
OG0001725	XP_003922824.2	NP_001094358.1, XP_006244322.1
OG0001726	XP_039334430.1	XP_063118475.1, NP_068535.3
OG0001727	XP_010331874.1, XP_039334827.1	XP_063129341.1
OG0001728	XP_039318541.1, XP_039318540.1	XP_038947428.1, NP_001128641.1, NP_599222.2, XP_006253839.1
OG0001729	XP_003920646.1, XP_010337103.1	NP_001020305.1, XP_006246378.1
OG0001730	XP_039323368.1	NP_001399076.1, NP_001001970.1
OG0001730	XP_010330564.2	NP_001003691.1
OG0001731	XP_010335468.1, XP_010335467.1, XP_010335466.1, XP_003926440.1	NP_001102260.1
OG0001732	XP_039323482.1, XP_039323480.1, XP_039323479.1, XP_039323481.1	NP_001402600.1
OG0001733	XP_010329592.1, XP_003943481.1	NP_001004198.1, XP_063124459.1
OG0001734	XP_010332415.2	XP_017452298.1
OG0001734	XP_010333548.1, XP_010350659.1	XP_063128829.1
OG0001735	XP_003936462.1	NP_001101270.1
OG0001735	XP_039320555.1	NP_113923.2, XP_038935793.1
OG0001736	XP_010328104.1, NP_001266926.1	XP_063119334.1, NP_001124018.1
OG0001737	XP_039320791.1	NP_001385918.1, NP_001385919.1
OG0001738	XP_003936914.1	NP_001388113.1
OG0001738	XP_003933670.1	NP_001099206.1
OG0001739	XP_039324514.1	XP_063128886.1
OG0001741	XP_003935242.2	XP_038964360.1, NP_112340.1
OG0001742	XP_039328760.1	XP_063142043.1, NP_001414720.1
OG0001743	XP_039330441.1, XP_039329494.1	XP_063144692.1, NP_001102902.1
OG0001744	XP_010344576.1	XP_038949511.1, NP_001020312.1
OG0001745	XP_039324278.1	XP_038935996.1, XP_038954174.1
OG0001745	XP_039320538.1, XP_039331968.1, XP_039327400.1	NP_001389034.1
OG0001746	XP_003929844.1	NP_446138.2
OG0001746	XP_003929845.2	XP_063141473.1, NP_446239.3
OG0001747	XP_003930826.3, XP_039317954.1	NP_001013068.1
OG0001748	XP_039324199.1, XP_039324198.1	NP_001013904.2
OG0001749	XP_010344045.1	XP_008762807.1, NP_001100188.1
OG0001750	XP_003935287.1, XP_010344067.1, XP_010344068.1	NP_001381198.1, NP_001014097.1, XP_063117952.1
OG0001751	XP_039316741.1, XP_003926842.1	NP_001009466.2
OG0001752	XP_003941990.1, XP_010328015.1	XP_038957975.1, NP_001257579.1, NP_001257581.1, NP_001099919.1, NP_001257582.1, NP_001257580.1
OG0001753	XP_010342422.1	NP_037282.2, XP_038968603.1
OG0001754	XP_010331923.1	NP_001014202.1, XP_006234647.1
OG0001755	XP_003920050.2	XP_063139369.1, NP_001099961.2
OG0001756	XP_003920016.1, XP_010331510.1, XP_039326526.1	XP_017447466.2, NP_001102672.1
OG0001757	XP_039326836.1, XP_003920154.1	XP_006234546.1
OG0001758	XP_039326691.1, XP_039326690.1, XP_010331981.1, XP_010331986.1	XP_006234636.1, NP_001101220.1
OG0001759	XP_039327250.1	NP_071968.1, XP_006230638.1
OG0001760	XP_010329451.1	XP_008758371.1, NP_001296975.1, NP_001013212.2, NP_001296976.1
OG0001762	XP_010349227.2, XP_039333318.1	XP_006251792.1, NP_001099496.1
OG0001763	XP_010335307.2	XP_038938579.1
OG0001764	XP_039322836.1, XP_039322838.1, XP_039322837.1, XP_039322839.1, XP_003938949.1	NP_001100587.1, XP_006248866.1
OG0001765	XP_003936925.2, XP_039321512.1	NP_001011986.1
OG0001766	XP_010348495.1	XP_006256761.1, NP_476478.1
OG0001767	XP_003925113.1	NP_001102245.2
OG0001768	XP_039326830.1, XP_010332612.1, XP_003923483.1, XP_003923485.1	XP_006229774.1, NP_476465.1
OG0001769	XP_039329310.1	NP_001386427.1, XP_038949958.1
OG0001770	XP_010334114.1	NP_571982.2, XP_038936657.1
OG0001772	XP_010339862.1	NP_001012000.1, XP_063121277.1
OG0001773	XP_010350101.1	XP_008760370.1, NP_742019.3
OG0001774	XP_003932097.1	NP_001011958.1, XP_008760536.1
OG0001775	XP_010345216.1	XP_008760753.1, NP_001399973.1
OG0001776	XP_003936507.1	NP_001385917.1
OG0001777	XP_039335453.1, XP_039335452.1	NP_001009656.1, XP_006235811.1
OG0001778	XP_039329290.1	NP_001414097.1, XP_006253421.1
OG0001779	XP_039327680.1, XP_010345958.1, XP_039327681.1, XP_003937162.1	NP_001077367.1
OG0001780	XP_039328445.1, XP_039328446.1, XP_039328443.1, XP_039328444.1, XP_010341177.1, XP_010341178.1	NP_001363745.1, XP_038945169.1
OG0001781	XP_003932277.1	NP_001037691.1, XP_006249445.1, XP_038956077.1
OG0001782	XP_010341211.1, XP_003932339.1	XP_008767542.1, NP_001010946.1
OG0001783	XP_010335697.1	XP_063142193.1, NP_001101356.1
OG0001784	XP_003926725.2, XP_003926724.1	NP_036620.2
OG0001785	XP_003934619.1, XP_039317588.1, XP_010343421.1, XP_039317587.1, XP_039317590.1	NP_001363864.1, XP_063142228.1
OG0001786	XP_010335596.1	XP_006237679.1, NP_001012098.1
OG0001787	XP_003926692.1	XP_038943816.1, NP_446107.2
OG0001788	XP_039328227.1, XP_039328226.1	NP_001101583.1, XP_038935268.1
OG0001789	XP_039321094.1, XP_039321095.1, XP_010331438.1	NP_001101073.1
OG0001790	XP_010331278.1, XP_003922253.1	XP_006231677.1, NP_071601.2
