Orthogroup	Saimiri_boliviensis_boliviensis	Sus_scrofa
OG0000357	XP_039319899.1, XP_010330519.2	XP_005657938.1, XP_020935594.1, XP_020935592.1, XP_013846424.1, XP_013846425.1, XP_003135309.1, XP_005657937.1, XP_005657936.1, XP_013846423.1, XP_020935593.1
OG0000359	XP_003944378.1	NP_001116600.1, XP_020953619.1
OG0000359	XP_039323523.1, XP_010330550.1	NP_998931.1
OG0000359	XP_003943447.2	NP_001116599.1
OG0000360	XP_003930084.1	XP_020942039.1
OG0000360	XP_039334104.1	XP_020942046.1, XP_020942045.1
OG0000361	XP_003920138.2, XP_003920142.2	XP_001926113.1
OG0000362	XP_039321710.1, XP_039321709.1	XP_003127523.1
OG0000362	XP_039323844.1	XP_020940282.1
OG0000363	XP_003921542.2	XP_003128009.5, XP_020952225.1, NP_001231562.1, XP_020952224.1, XP_020952223.1
OG0000364	XP_010345041.2	XP_020949670.1, XP_020949671.1, XP_020949672.1, XP_020949674.1, XP_020949675.1, XP_020949677.1, XP_020949673.1
OG0000365	XP_010342130.1, XP_039316837.1, XP_039316840.1, XP_039316838.1	XP_020945817.1
OG0000366	XP_010333283.1	NP_001137165.1
OG0000366	XP_003924294.2	NP_001137182.1
OG0000367	XP_010340571.1, XP_010340572.1, XP_003931674.1, XP_010340573.1, XP_010340570.1, XP_039332137.1	XP_020922024.1, XP_013845288.2, XP_020922026.1, XP_020922021.1, XP_020922025.1, XP_020922022.1, XP_020922020.1, XP_020922027.1, XP_020922023.1
OG0000368	XP_003925240.1, XP_010334201.1	XP_005660436.1
OG0000369	XP_003935345.2	XP_020940734.1, XP_003123639.2
OG0000370	XP_039327928.1, XP_039336385.1, XP_039329504.1, XP_039329294.1, XP_039326778.1, XP_039328118.1, XP_010338415.1, XP_039322277.1, XP_039328929.1, XP_039325278.1, XP_039327950.1, XP_003922731.1	NP_001038007.1
OG0000371	XP_003922004.1	XP_020932121.1, XP_020932122.1
OG0000371	XP_003930850.1, XP_010339689.1	XP_020934449.1, XP_020934447.1
OG0000372	XP_039333193.1	XP_020926444.1
OG0000373	XP_039317940.1, XP_039317941.1, XP_039316567.1	XP_005669482.1, XP_020927372.1, XP_003132188.1
OG0000374	XP_010340936.1, XP_003932059.1, XP_010340935.1, XP_010340934.1	XP_020933558.1, XP_020933556.1, XP_020933557.1, XP_020933559.1
OG0000375	XP_010330454.1, XP_039329217.1, XP_010330453.1, XP_039329216.1, XP_039329215.1, XP_039329214.1	XP_020921091.1, XP_020921092.1
OG0000376	XP_039336426.1, XP_010336527.1, XP_010336528.1, XP_003927614.1	NP_001137172.1, XP_020923983.1
OG0000379	XP_039326923.1	XP_020918018.1, XP_013834564.1, XP_013834565.1, XP_005667136.1
OG0000379	XP_003923405.1, XP_010332526.1, XP_010332525.1	NP_001037997.1
OG0000381	XP_003919941.2	XP_020933337.1, NP_001182704.1
OG0000381	XP_039327445.1, XP_039335065.1	XP_013849955.2, NP_001165834.1
OG0000382	XP_010328928.1, XP_010328930.1, XP_010328929.1, XP_039332339.1, XP_010328932.1, XP_010328931.1, XP_039332340.1, XP_039332338.1	NP_999488.1
OG0000384	XP_003923876.1	XP_020937066.1, XP_003129559.2, XP_020918030.1
OG0000384	XP_039327253.1	XP_020918031.1, XP_020937064.1, XP_003129577.3
OG0000385	XP_003944094.2, XP_039321713.1, XP_003944083.2, XP_010330229.2, XP_003924191.1	XP_020953235.1, XP_020953236.1, XP_005664957.1
OG0000386	XP_010338540.1	NP_999232.1, XP_020936589.1
OG0000387	XP_039324584.1, XP_039328311.1, XP_039328312.1, XP_003943464.1	XP_013853539.2, XP_005664323.3
OG0000388	XP_039327045.1, XP_010332765.1	XP_003129962.1
OG0000389	XP_039316319.1, XP_039316321.1	XP_020941872.1, XP_020941871.1, XP_020941870.1, XP_020941862.1, XP_020941878.1
OG0000390	XP_039329902.1, XP_003921483.1	NP_001138859.1, XP_020948915.1
OG0000391	XP_003924636.1, XP_010333619.1	XP_013833791.2, XP_013833790.2, XP_013833787.2, XP_013833789.2, XP_013833788.2
OG0000392	XP_039323108.1	NP_001231362.1, XP_005666120.1
OG0000392	XP_039318775.1	NP_999138.1
OG0000393	XP_039331959.1, XP_003931303.1	XP_020922796.1
OG0000393	XP_039331961.1	XP_020922797.1
OG0000394	XP_003929632.2	XP_005664302.1
OG0000396	XP_010330896.1, XP_039327115.1, XP_010330946.1, XP_010330992.1, XP_010330861.1	NP_001231943.1, XP_005661101.1
OG0000397	XP_039329126.1	XP_020921581.1
OG0000398	XP_039321419.1, XP_039334143.1, XP_039333539.1, XP_039324504.1	XP_020953498.1
OG0000399	XP_010343425.1, XP_010343424.1, XP_010343423.1	NP_999465.1, XP_020946828.1
OG0000400	XP_010348103.1	XP_020947292.1
OG0000401	XP_010328155.2	XP_020930429.1
OG0000402	XP_003921968.2	XP_003133492.1
OG0000402	XP_010327774.1	XP_013839659.2
OG0000402	XP_010350772.2	XP_020931828.1
OG0000404	XP_003943741.1, XP_010329850.1, XP_039331294.1, XP_039331569.1, XP_003943740.1, XP_010329851.1, XP_010329852.1	NP_001182293.1
OG0000405	XP_039331605.1, XP_003943139.1, XP_003943141.1	XP_013841687.1, XP_003135212.1, XP_020935773.1, XP_003135210.1, XP_013841686.1, XP_003135211.1, XP_003135214.1
OG0000406	XP_010344606.2, XP_010344607.1	XP_003356860.1, XP_003128825.2, XP_020955668.1
OG0000407	XP_010340227.1	XP_005668988.1, NP_001191688.1
OG0000407	XP_010340228.1	NP_001038075.1
OG0000409	XP_010332521.1	XP_005667125.1, XP_020958313.1
OG0000409	XP_010332522.1	XP_020958378.1, XP_020958312.1, XP_020958318.1, XP_003129486.1
OG0000410	XP_003933126.2	XP_020921971.1
OG0000411	XP_010334461.2	XP_020922656.1, XP_003480610.3
OG0000412	XP_003941177.1	XP_020920301.1
OG0000413	XP_003930100.1, XP_039334097.1, XP_003930098.1, XP_003930099.1	XP_003124524.1, XP_020942061.1, XP_013843162.1, XP_005655135.1, XP_020942060.1
OG0000414	XP_010345156.1	XP_005663787.2
OG0000416	XP_039317378.1	XP_020936774.1
OG0000417	XP_003925289.1	NP_001182301.1
OG0000417	XP_039321296.1, XP_003925290.1	XP_020938922.1, NP_999478.1
OG0000418	XP_010334267.1, XP_010334268.1, XP_039331020.1, XP_003925282.1, XP_039331021.1	XP_020924708.1, NP_001231286.1
OG0000419	XP_003921078.2, XP_010341787.1, XP_010341784.1, XP_010341791.1	NP_999176.1
OG0000421	XP_003935272.1	NP_001038061.1, XP_020941570.1
OG0000422	XP_010340472.1, XP_010340471.1	XP_020930413.1, XP_020930416.1, XP_003359496.1, XP_005654231.1, XP_003359495.1, XP_020930412.1, XP_020930415.1, XP_020930414.1, XP_005654230.1
OG0000423	XP_039335300.1	XP_005672960.1
OG0000424	XP_039321104.1	XP_020929195.1
OG0000425	XP_010329942.1	XP_013837268.1
OG0000426	XP_039326148.1	XP_020930983.1
OG0000427	XP_039323220.1, XP_039323221.1, XP_039331292.1, XP_039331600.1, XP_003944512.2	XP_013841694.2, XP_020935813.1, XP_020935504.1
OG0000428	XP_039317008.1, XP_003935622.1, XP_003935618.1, XP_010344408.1, XP_010344407.1, XP_003935620.1, XP_003935619.1, XP_003935624.1	XP_003134284.1
OG0000431	XP_010339016.1, XP_039333934.1, XP_039333937.1	NP_998930.1
OG0000432	XP_010340610.1	XP_020922133.1
OG0000432	XP_003934615.2	NP_001231173.1
OG0000433	XP_003926447.2, XP_039323592.1, XP_039323593.1	XP_013833169.1, NP_001302687.1, NP_001107167.1
OG0000434	XP_010350769.1	XP_020939348.1
OG0000435	XP_003936922.1	NP_999590.1, NP_999589.1, XP_020952358.1, XP_020952365.1, XP_020953286.1
OG0000436	XP_010349157.1	XP_020935325.1
OG0000436	XP_010335240.1, XP_039325019.1, XP_039319404.1, XP_003944270.1	NP_999082.1
OG0000437	XP_010336153.2, XP_010349249.1, XP_039323057.1, XP_039323059.1, XP_039323058.1	XP_020950184.1, XP_020950183.1, XP_020950186.1, XP_020950190.1, XP_020950191.1, XP_020950187.1, XP_020950189.1, XP_020950188.1, XP_020950185.1
OG0000438	XP_010343642.1	XP_020932351.1
OG0000438	XP_039336042.1	XP_020931266.1
OG0000439	XP_010344180.1, XP_039320264.1	XP_020927448.1, NP_001116570.1
OG0000440	XP_010333447.1, XP_010333446.1	XP_020929900.1, XP_020929895.1, XP_020929912.1, XP_020929909.1, XP_020929904.1
OG0000441	XP_003943652.2	XP_013836348.1, XP_013836342.1, XP_020922510.1, XP_013836347.1, XP_005668778.2, XP_013836345.1, XP_013836346.1, XP_013836343.1, XP_013836340.1, XP_013836341.1
OG0000443	XP_010338471.1	XP_013853519.1
OG0000444	XP_039328533.1, XP_039328536.1, XP_039328534.1, XP_039328537.1, XP_039328535.1, XP_039328532.1, XP_039328538.1, XP_039328530.1, XP_039328531.1	XP_020934470.1, XP_020934468.1, XP_020934467.1, XP_020934471.1, XP_020934469.1
OG0000445	XP_003925073.2	XP_020925289.1
OG0000445	XP_003925074.2	XP_020926989.1
OG0000446	XP_010329077.1	XP_003134343.1
OG0000446	XP_010344663.1	XP_003135362.1
OG0000447	XP_039317038.1, XP_039317036.1, XP_039317037.1	XP_020929749.1, XP_020929747.1, XP_020929748.1
OG0000448	XP_039318354.1, XP_003938524.1, XP_039318356.1, XP_039318355.1, XP_010347478.1	XP_005657416.1
OG0000449	XP_039324539.1	XP_013834419.1
OG0000450	XP_003941718.1, XP_010350741.1	XP_003132667.1
OG0000451	XP_010350610.1, XP_010350613.1	XP_005671971.1, XP_005671972.1, XP_001926896.1, XP_020931927.1, XP_020931928.1, XP_020931929.1, XP_020931930.1, XP_005671973.1
OG0000452	XP_039336583.1, XP_003938020.1	XP_001927399.1, XP_003355140.1, XP_013852292.1, XP_013852291.1, XP_013852290.1
OG0000454	XP_010342316.1, XP_010342315.1	NP_001103888.1, XP_020944357.1
OG0000455	XP_039316805.1, XP_010331248.2, XP_003933587.2	NP_001004049.1, XP_020944404.1
OG0000456	XP_010332130.1	XP_005659461.1
OG0000457	XP_010339669.2	XP_003134919.2
OG0000458	XP_003925115.1	NP_001231582.1
OG0000458	XP_003926316.1	XP_020924222.1, NP_999527.2
OG0000459	XP_003924434.1, XP_010333423.1	NP_999101.1
OG0000460	XP_003929830.1	XP_003360149.2, XP_003360147.2
OG0000460	XP_010338704.1	XP_003360148.2
OG0000460	XP_010338709.2	XP_020934571.1
OG0000461	XP_003920500.2	XP_013849751.1
OG0000463	XP_010347126.2, XP_039330613.1	XP_020942747.1, XP_020944054.1, XP_020944047.1
OG0000463	XP_003941194.2, XP_010350180.2, XP_039331075.1	XP_020940719.1
OG0000464	XP_010330675.1	XP_020953044.1, XP_020953043.1, XP_020953045.1
OG0000465	XP_003937376.1	XP_020949974.1, XP_020949976.1, XP_020949975.1, XP_020949977.1, XP_020949978.1
OG0000467	XP_039326983.1, XP_039326987.1, XP_010332701.1, XP_039326986.1, XP_039326985.1, XP_039326991.1, XP_003923600.1, XP_039326989.1, XP_003923599.1, XP_039326984.1, XP_039326993.1, XP_039326988.1, XP_003923595.1, XP_003923598.1, XP_039326990.1, XP_010332700.1, XP_039326994.1	XP_003130079.1, XP_005667530.1
OG0000468	XP_039334055.1	XP_005662204.1, XP_003124656.3, XP_013851113.2
OG0000469	XP_039332442.1, XP_039332443.1, XP_003945125.1	XP_020922666.1, XP_005668895.2, XP_020922667.1
OG0000470	XP_039332116.1	XP_020923032.1, XP_003483102.2
OG0000471	XP_010349130.1, XP_010349131.1, XP_003940150.1	XP_005660359.1, XP_013849171.1, XP_005660360.1, XP_003353645.1
OG0000472	XP_039320466.1	XP_001927782.1
OG0000472	XP_039335546.1	XP_005673019.1
OG0000473	XP_010342525.1, XP_010342524.1	NP_001004047.1, XP_005662893.1
OG0000474	XP_010328213.1, XP_010328212.1, XP_010328208.1, XP_010328211.1, XP_010328209.1, XP_003942118.1	XP_005668626.2
OG0000475	XP_003937061.1	XP_003127872.5
OG0000476	XP_039326329.1, XP_039326328.1	XP_020940881.1, XP_020940883.1, XP_020940882.1, XP_020940888.1, XP_020940880.1, XP_013849813.1, XP_003122859.1, XP_020940887.1, XP_020940886.1, XP_013849812.1, XP_020940884.1
OG0000477	XP_003941270.1	NP_001116659.1, XP_020932472.1
OG0000477	XP_010350291.1, XP_010350290.1, XP_003941271.1, XP_010350289.1	XP_020932489.1, NP_001116660.1
OG0000478	XP_010337879.1	XP_020952710.1
OG0000479	XP_010346282.1, XP_010346280.1, XP_003937448.1, XP_010346277.1, XP_010346279.1, XP_010346278.1	XP_020952866.1, XP_013853827.1, XP_013853829.1, XP_013853828.1, XP_003355918.1
OG0000482	XP_003933485.1	XP_020946458.1
OG0000482	XP_003920243.2	NP_999038.2
OG0000483	XP_039332928.1, XP_003943661.1	XP_005668761.1, NP_001090988.1
OG0000484	XP_003925953.1	NP_001230532.1
OG0000485	XP_003921028.1, XP_039336437.1	NP_001001539.1
OG0000486	XP_003933187.2	XP_003358257.2, XP_020923323.1, XP_020923316.1, XP_020923315.1, XP_020923321.1, XP_003131888.4, XP_020923324.1, XP_020923320.1, XP_020923317.1
OG0000488	XP_039319684.1, XP_039319687.1, XP_039319686.1, XP_039319685.1	XP_020950465.1, NP_001231507.1
OG0000489	XP_010342110.2	XP_020934606.1
OG0000489	XP_003937339.1, XP_039318054.1, XP_039323290.1	XP_020933862.1
OG0000490	XP_039330243.1, XP_039330244.1, XP_003921324.1, XP_010344332.1	XP_020951303.1
OG0000491	XP_003923119.1	NP_001185852.2
OG0000491	XP_010336594.2	XP_003358996.2
OG0000491	XP_039329475.1	XP_020951248.1
OG0000492	XP_003928955.1	XP_005659697.2
OG0000492	XP_010348354.2	XP_020953953.1, NP_999277.1
OG0000494	XP_010346951.1	XP_020949418.1, XP_020949417.1, XP_020949405.1, XP_020949416.1, XP_020949412.1, XP_020949411.1, XP_020949409.1, XP_020949415.1, XP_020949406.1, XP_020949408.1, XP_020949407.1, XP_013846797.2, XP_020949414.1, XP_020949413.1
OG0000495	XP_010343041.1, XP_010343040.1	XP_020941855.1
OG0000496	XP_039332269.1, XP_039332268.1	XP_005653112.2
OG0000497	XP_003930408.1	XP_020919491.1
OG0000498	XP_010327952.1	NP_001177136.1, XP_005663410.1, NP_001177137.1
OG0000499	XP_039325048.1, XP_010339370.2, XP_010339371.2	XP_020922920.1, NP_001245368.1
OG0000500	XP_003939909.1, XP_010348872.1	XP_005666454.2
OG0000501	XP_010329764.1	XP_003131374.1
OG0000502	XP_003939361.1, XP_010348258.1	XP_020948514.1, XP_003126314.1
OG0000503	XP_039320711.1	XP_020946256.1
OG0000504	XP_003938710.1	NP_001026961.1
OG0000504	XP_010347626.1	XP_005667705.1
OG0000505	XP_003921120.1, XP_039328985.1, XP_039328984.1, XP_039328986.1	XP_013841148.1
OG0000506	XP_039326701.1	XP_020938602.1, XP_003122686.1, XP_020938605.1, XP_020938607.1, XP_020938606.1, XP_005660877.1, XP_005660878.1, XP_013849697.1, XP_013849696.1, XP_013849698.1, XP_020938604.1, XP_005660876.1, XP_003122687.1, XP_020938603.1
OG0000507	XP_010340449.1, XP_039335801.1, XP_039335800.1, XP_039335799.1	XP_020930848.1, XP_020930843.1, XP_020930847.1, XP_020930846.1, XP_020930845.1, XP_020930844.1
OG0000508	XP_039335513.1, XP_010350068.1, XP_010350070.1, XP_010350069.1, XP_003941088.1, XP_010350067.1	NP_001004040.1, XP_020932975.1
OG0000509	XP_010350561.1	XP_003359685.2
OG0000510	XP_003927649.1	XP_005670410.2
OG0000511	XP_010336558.1, XP_039336455.1	XP_020926651.1
OG0000512	XP_039325948.1, XP_039325946.1, XP_039325949.1, XP_003922005.1, XP_010328365.1, XP_039325947.1, XP_039325951.1, XP_039325950.1, XP_010328368.1	XP_020932110.1
OG0000513	XP_010349166.1, XP_010349168.1, XP_010349167.1	XP_013846407.1, XP_020936432.1, XP_005657921.1, XP_013846406.1, XP_005657918.1, XP_013846405.1, XP_005657915.1, XP_005657920.1, XP_013846404.1, XP_013846408.1
OG0000514	XP_039331126.1	XP_020937890.1
OG0000515	XP_039327682.1	XP_020927904.1, XP_020927898.1, XP_020927901.1, XP_020927896.1, XP_020927909.1
OG0000515	XP_039327685.1	XP_020927902.1, XP_020927906.1
OG0000515	XP_039327684.1	XP_020927900.1
OG0000515	XP_039327687.1	XP_020927907.1
OG0000517	XP_039319242.1, XP_003932853.2	NP_999559.1
OG0000518	XP_010332880.2	XP_003124175.2
OG0000519	XP_039322964.1	XP_003127507.2, XP_020950633.1
OG0000520	XP_039322404.1	XP_020950025.1
OG0000521	XP_003936059.2	XP_003127651.1
OG0000521	XP_003936058.1	XP_003127644.1
OG0000522	XP_010343870.1	NP_001231126.2, XP_020949065.1
OG0000523	XP_010349558.2	XP_020954464.1
OG0000524	XP_039328663.1	XP_020919088.1
OG0000524	XP_039332256.1	XP_020922184.1
OG0000524	XP_039332279.1	XP_020923541.1
OG0000525	XP_039332299.1	XP_003131222.1
OG0000525	XP_039332383.1, XP_039332384.1, XP_039332385.1	XP_020923630.1
OG0000526	XP_003921552.2	XP_003356493.1
OG0000527	XP_003942639.1	XP_020925198.1
OG0000527	XP_039330364.1, XP_003927968.1	XP_020950949.1, XP_020950948.1
OG0000529	XP_039316554.1	XP_005662065.2
OG0000530	XP_010336579.1, XP_010336584.1, XP_010336578.1, XP_010336580.1, XP_010336583.1, XP_010336581.1, XP_010336582.1	NP_001230451.1, NP_001230450.1, XP_020923890.1, NP_001230449.1
OG0000531	XP_039316006.1	XP_013835356.1, XP_020919390.1, XP_020919392.1, XP_003130387.2, XP_013835357.1, XP_020919393.1
OG0000532	XP_003924669.2	XP_020955248.1, XP_020955247.1, XP_020955249.1, XP_020955246.1, XP_020955245.1
OG0000533	XP_010350668.1, XP_010350669.1, XP_010350670.1, XP_003941659.1	XP_020955382.1, XP_020955374.1, XP_020955387.1, XP_020955377.1, XP_020955383.1, XP_020955378.1, XP_020955379.1, XP_020955386.1, XP_020955384.1, XP_020955376.1, XP_020955375.1, XP_020955385.1, XP_020955381.1
OG0000534	XP_010340791.1, XP_003931841.1	XP_005656989.1, NP_999191.1
OG0000535	XP_039318362.1, XP_039318365.1	NP_001156362.1, XP_013851626.1
OG0000536	XP_010331916.1	XP_003125202.3
OG0000537	XP_003930382.1	XP_020919996.1
OG0000538	XP_010343359.1	NP_001136141.1
OG0000538	XP_010332367.1	NP_001033055.1
OG0000538	XP_010328342.1	NP_001136138.1
OG0000539	XP_003923034.2	XP_020954329.1
OG0000540	XP_003945294.3	XP_020930379.1
OG0000540	XP_039325149.1	XP_020934927.1
OG0000541	XP_039320286.1	XP_020946026.1
OG0000542	XP_003921292.1, XP_039328662.1	NP_001161112.1
OG0000543	XP_010338768.2, XP_003929901.1	XP_003134603.3
OG0000544	XP_039331011.1	XP_020933200.1
OG0000545	XP_039324347.1	XP_003133393.1
OG0000545	XP_039336442.1, XP_039319873.1	XP_001927475.1
OG0000545	XP_003942672.1, XP_039331500.1	NP_999583.1
OG0000546	XP_010339651.1, XP_010339650.1, XP_010339649.1	XP_020934893.1
OG0000547	XP_003941230.1	XP_020935782.1, NP_001302522.1
OG0000547	XP_010350241.1	XP_013849471.2
OG0000548	XP_039326141.1, XP_039326140.1	XP_020930557.1, XP_020930558.1
OG0000549	XP_010347812.1	NP_001231616.1
OG0000550	XP_003935099.1	XP_020918235.1, XP_020918234.1
OG0000551	XP_010332610.1, XP_003923480.1, XP_010332607.1, XP_039326859.1, XP_039326861.1, XP_039326860.1, XP_010332609.1	XP_020957909.1, NP_001006591.1
OG0000552	XP_039328277.1, XP_039328278.1	XP_005653190.1, XP_005653191.1
OG0000553	XP_003926709.1, XP_039328396.1, XP_039328397.1	XP_020948216.1
OG0000554	XP_010349747.1, XP_010349749.1, XP_010349748.1	XP_005663074.1, NP_001230309.1
OG0000555	XP_003938817.1, XP_010347714.1, XP_003938818.1	XP_020944778.1, XP_020944775.1, XP_020944773.1, XP_020944776.1, XP_020944774.1, XP_020944779.1, XP_020944780.1, XP_020944777.1
OG0000557	XP_010343193.1, XP_003934384.1, XP_003934383.1, XP_010343194.1	XP_020927099.1
OG0000558	XP_003927310.1	NP_001026962.1
OG0000558	XP_003927324.1	NP_001020387.1
OG0000560	XP_039327862.1, XP_003928426.2	XP_020947456.1, XP_020947454.1, XP_020947455.1
OG0000560	XP_003942816.1	NP_001231183.1
OG0000561	XP_003939785.1, XP_010348731.1, XP_010348729.1, XP_010348730.1	NP_998899.1
OG0000562	XP_003919857.1, XP_039326969.1	XP_003482548.2, XP_003129444.1, XP_003482546.2, XP_020917930.1
OG0000564	XP_010338091.1, XP_010338090.1, XP_039331966.1, XP_010338089.1, XP_039331965.1, XP_010338092.1	XP_020923485.1
OG0000565	XP_003923397.2	XP_020958320.1, XP_020958308.1
OG0000566	XP_039331970.1	NP_998989.3
OG0000568	XP_039323206.1	XP_005655963.1
OG0000569	XP_039333856.1, XP_039333857.1, XP_039333855.1, XP_010338937.1	XP_013838715.1, XP_013838713.1
OG0000569	XP_039322017.1	NP_999373.1, XP_005664526.2
OG0000571	XP_039329531.1, XP_039329530.1	XP_020951167.1, XP_020951166.1, XP_020951165.1, XP_020951164.1, XP_020951163.1, XP_020951168.1, XP_005653428.1
OG0000572	XP_010348945.1, XP_010348946.1, XP_010348947.1, XP_003939970.1, XP_039336379.1	XP_020949455.1, XP_020949461.1, XP_020949456.1, XP_020949458.1, XP_020949459.1, XP_020949453.1, XP_020949460.1, XP_020949454.1, XP_020949457.1
OG0000574	XP_039320347.1, XP_039320346.1, XP_010341977.1	XP_005662928.1, XP_013851957.1, XP_020944617.1, XP_013851956.1, XP_001928668.1
OG0000575	XP_003924416.1	XP_020954040.1, NP_001072151.1
OG0000576	XP_039328491.1, XP_039330458.1, XP_039330478.1, XP_039330465.1, XP_039330471.1, XP_039330484.1, XP_039319463.1	XP_020943291.1
OG0000577	XP_003938937.1	NP_998948.1
OG0000577	XP_003939448.1	NP_001096680.1, XP_005670293.1
OG0000578	XP_010339611.1	XP_020917920.1
OG0000579	XP_003935928.1	XP_003135349.1
OG0000579	XP_039328108.1	XP_003130238.1
OG0000579	XP_010334696.1	NP_001230730.1
OG0000581	XP_003938532.2	XP_013838452.1, NP_001072149.1
OG0000581	XP_003938538.1	XP_001929508.1, XP_005670820.1
OG0000582	XP_010335623.1, XP_003926634.1	XP_003126473.1, XP_003126474.1
OG0000583	XP_010348110.2	XP_020947318.1
OG0000584	XP_003939302.1, XP_039327744.1, XP_039327746.1, XP_039327747.1, XP_039327743.1, XP_039327748.1, XP_039327745.1	XP_020947387.1
OG0000585	XP_003943589.1	XP_003132751.1, XP_013836562.1
OG0000586	XP_039333612.1, XP_039333610.1	XP_020924085.1, NP_001231344.1, NP_001230475.1
OG0000587	XP_010350723.2, XP_010350722.2	XP_005670224.3
OG0000588	XP_010331119.1, XP_010331120.1	XP_020955471.1, XP_020955472.1, XP_020955473.1
OG0000589	XP_003921958.1	XP_020931088.1, XP_020931089.1, XP_020931090.1, XP_020931093.1, XP_020931091.1, XP_013839674.1, XP_020931092.1, XP_013839677.1
OG0000590	XP_039319435.1	XP_020937038.1, XP_020936564.1
OG0000591	XP_003920367.1, XP_010334763.1, XP_010334754.1, XP_010334757.1	XP_001927522.1, XP_020935249.1, XP_003134980.1, XP_005673489.1, XP_005673492.1, XP_003134981.1, XP_020935246.1, XP_001927499.1, XP_020935247.1, XP_020935245.1, XP_001927509.1
OG0000592	XP_003939541.2, XP_003939542.2	XP_020936014.1, XP_013846320.2, XP_020936013.1, XP_020936016.1, XP_020936015.1
OG0000593	XP_003943768.1	XP_005673697.1, XP_013841626.1, XP_013841628.1, XP_013841627.1, XP_020935729.1
OG0000594	XP_039331511.1	XP_003135236.1
OG0000596	XP_003943181.2	NP_001136309.1
OG0000596	XP_010329266.1	XP_020953489.1, NP_001159962.1
OG0000597	XP_039333868.1	XP_003359295.1
OG0000598	XP_010331904.1	XP_013848230.2
OG0000599	XP_003925058.1	XP_020925351.1, XP_020925355.1, XP_013837598.1, XP_020925354.1, XP_003132549.1, XP_020925352.1, XP_020925353.1
OG0000601	XP_003942296.2, XP_003942295.2	XP_003123508.1, XP_003123507.1, XP_020941155.1
OG0000602	XP_003923886.2	XP_020918066.1
OG0000603	XP_010350153.1	XP_013835602.1, XP_005668084.1
OG0000604	XP_003920905.1	XP_020920718.1
OG0000605	XP_010349334.1	XP_013854049.1
OG0000605	XP_003940372.1	NP_999234.1
OG0000606	XP_003940306.1	XP_020950236.1, XP_020950235.1, XP_020950233.1, XP_020950234.1
OG0000607	XP_010347692.1, XP_003926368.2, XP_039320797.1	NP_001090953.1
OG0000607	XP_003937446.2	NP_999576.1
OG0000608	XP_039334873.1, XP_010339874.1, XP_003930987.1	XP_020924029.1
OG0000609	XP_010336457.1, XP_010330114.1	XP_013834007.1
OG0000610	XP_003934825.2	XP_020932358.1
OG0000610	XP_003930418.1	XP_003130457.2
OG0000610	XP_003929645.1	XP_020948681.1, XP_020940739.1
OG0000611	XP_003925371.1	NP_001230318.1, XP_020957799.1
OG0000612	XP_039318737.1	XP_020937261.1
OG0000613	XP_039332843.1, XP_003931378.1, XP_039332842.1	XP_003131665.1, XP_005669009.1, XP_013836540.1, XP_005669008.1, XP_013836542.1, XP_020922912.1, XP_013836541.1, XP_005669007.1
OG0000614	XP_010337494.1, XP_039324936.1, XP_039324931.1, XP_003920687.1	XP_005661670.1, XP_013850529.1, XP_013850530.1, XP_020940366.1
OG0000615	XP_003928168.1	XP_005660125.1
OG0000615	XP_010339992.1	XP_020936081.1
OG0000616	XP_010348724.1	XP_020919848.1, XP_020919850.1, XP_020919849.1, XP_020919846.1, XP_020919847.1, XP_020919852.1, XP_020919853.1, XP_020919851.1
OG0000617	XP_010349128.1, XP_003940145.1	XP_020931279.1
OG0000618	XP_039331387.1, XP_010348549.1	XP_003360374.1, XP_003135147.1
OG0000618	XP_003927933.1	XP_003126769.2
OG0000619	XP_039319277.1, XP_039319279.1, XP_039319280.1, XP_039319276.1, XP_039319281.1, XP_039319278.1	XP_020933726.1
OG0000620	XP_010339639.1	XP_005673410.1, XP_003360257.1, XP_013841291.1, XP_003360258.1
OG0000621	XP_010332970.1, XP_010332962.1, XP_010332966.1, XP_010332975.1	XP_020938698.1, XP_020938697.1
OG0000622	XP_039333639.1	XP_003132245.3
OG0000623	XP_039322193.1	XP_020939195.1
OG0000624	XP_003944816.1, XP_003944814.1	XP_001924607.1
OG0000624	XP_010337542.1	XP_003480891.1
OG0000625	XP_003923509.1, XP_010332624.1	NP_999258.1
OG0000626	XP_010343766.1	NP_001090894.1
OG0000627	XP_039327803.1	XP_020937625.1
OG0000628	XP_010331385.1	XP_020928454.1, XP_020928455.1
OG0000629	XP_003922257.1	XP_013839183.1, XP_013839185.1, XP_013839188.1, XP_013839184.1, XP_013839186.1, XP_005671518.1
OG0000630	XP_010344558.1, XP_039318881.1, XP_010344559.1, XP_003935795.1	XP_020953806.1, XP_020953815.1, XP_003121680.3, XP_013848660.1, XP_013848661.1
OG0000631	XP_039324809.1	XP_005659620.1
OG0000632	XP_010349881.1	XP_020931019.1
OG0000633	XP_039321934.1	XP_003357445.1, XP_005667594.1, XP_020918942.1, XP_013835071.1
OG0000634	XP_039331389.1	XP_005673738.1, XP_020935653.1, XP_005673737.1, XP_013841653.1, XP_003135182.2, XP_020935652.1
OG0000635	XP_010344609.2	XP_020937470.1, XP_020955721.1
OG0000638	XP_039328701.1, XP_039325367.1	NP_001004034.1
OG0000639	XP_003923825.1	XP_013834777.2, XP_013834778.2
OG0000639	XP_039327214.1, XP_039327215.1	XP_020918366.1
OG0000640	XP_010342784.1	XP_005661764.1
