Orthogroup	Saimiri_boliviensis_boliviensis	Microcebus_murinus
OG0000883	XP_010338464.2	XP_012630715.1
OG0000884	XP_010338520.2	XP_012628109.1, XP_012628108.1, XP_012631074.1, XP_020140818.1
OG0000885	XP_039315898.1, XP_039320560.1, XP_039319576.1	XP_012597431.1, XP_012622918.1, XP_012622917.1, XP_012612324.1, XP_012622915.1
OG0000886	XP_003937696.2, XP_010346537.2, XP_010346536.2, XP_010346542.2, XP_003937697.2, XP_010346543.2, XP_010346538.2, XP_003937699.2, XP_010346541.2, XP_010346540.2, XP_010346544.2, XP_010346539.2, XP_039332306.1	XP_012633377.1
OG0000887	XP_039334762.1	XP_012640700.1, XP_012640699.1, XP_012640702.1, XP_012640703.1, XP_012640704.1, XP_012640701.1
OG0000888	XP_039322130.1	XP_020139448.1
OG0000889	XP_039326447.1	XP_012599701.1
OG0000891	XP_010328378.1, XP_010328379.1	XP_012592748.1, XP_012592749.1, XP_012592751.1, XP_012592750.1, XP_012592752.1, XP_012592747.1
OG0000892	XP_039329054.1, XP_003928275.1	XP_012607313.1
OG0000893	XP_010347438.1	XP_012619403.1
OG0000894	XP_003944936.1	XP_012616124.1
OG0000895	XP_003935448.1	XP_012635993.1, XP_020142821.1, XP_020142825.1, XP_012635992.1, XP_020142820.1, XP_012635994.1
OG0000898	XP_003943977.1, XP_010330116.1, XP_003943978.1, XP_010330117.1	XP_012608036.1
OG0000901	XP_010334466.1	XP_012591053.1, XP_012592159.1
OG0000902	XP_039331059.1	XP_012625572.1, XP_012625571.1, XP_012625567.1, XP_012625569.1, XP_012625570.1
OG0000903	XP_003924299.1	XP_012611487.1
OG0000904	XP_039334838.1, XP_003945204.2, XP_039316934.1	XP_012640948.2
OG0000905	XP_003936306.2	XP_012598028.1
OG0000905	XP_010345036.1	XP_012598030.1
OG0000906	XP_010348313.2	XP_012609809.1
OG0000907	XP_039317439.1, XP_039317175.1	XP_012637473.1, XP_020145195.1
OG0000908	XP_003941812.1, XP_010327803.1, XP_010327805.1	XP_012646012.1, XP_012646013.1, XP_020139529.1
OG0000909	XP_039329145.1, XP_039329147.1, XP_039329146.1	XP_012601999.1, XP_012602000.1, XP_012602001.1, XP_020146043.1, XP_012602002.1, XP_012602004.1
OG0000910	XP_003927710.1	XP_012636343.1
OG0000911	XP_003940191.1	XP_020140639.1, XP_012622877.2, XP_020140640.1
OG0000912	XP_039318912.1, XP_039319141.1, XP_010333246.1, XP_010341751.2, XP_010341750.2	XP_020143371.1, XP_020143370.1, XP_012594258.1, XP_020143301.1
OG0000913	XP_039326278.1	XP_012602103.1
OG0000914	XP_003944071.2	XP_012631039.1, XP_012643516.1
OG0000914	XP_010338132.2	XP_012630989.1
OG0000915	XP_010336217.1, XP_003936731.1, XP_039321290.1, XP_039335153.1	XP_012633163.1, XP_020136258.1
OG0000916	XP_039323648.1	XP_012615065.1
OG0000917	XP_003933840.1	XP_012632256.1
OG0000917	XP_010333115.1	XP_012637274.1
OG0000918	XP_039323090.1, XP_010330647.2, XP_039323088.1, XP_039323091.1, XP_010330649.2, XP_039323089.1, XP_039323092.1	XP_012613504.1
OG0000919	XP_010329254.1, XP_003943173.1	XP_012630135.1, XP_012630133.1, XP_012630134.1
OG0000920	XP_003920582.2	XP_012604557.1
OG0000920	XP_039329225.1	XP_012613998.1
OG0000921	XP_010329639.1, XP_039317887.1, XP_003943525.1	XP_012606885.1
OG0000922	XP_039331342.1	XP_012640176.1
OG0000922	XP_039326869.1	XP_012620846.1
OG0000923	XP_003936440.1	XP_012636508.1
OG0000923	XP_039330177.1	XP_012606052.1
OG0000924	XP_003923811.1	XP_012625962.2
OG0000924	XP_039330468.1	XP_020137185.1
OG0000925	XP_039336562.1, XP_039336571.1, XP_039336519.1	XP_012622265.1, XP_012622260.1, XP_012622258.1, XP_012622256.1, XP_012622264.1, XP_012622262.1, XP_012622263.1, XP_012622257.1, XP_012622261.1, XP_012622259.1
OG0000926	XP_039336030.1	XP_012615734.1, XP_012615736.1, XP_012615735.1, XP_012615732.1, XP_012615733.1
OG0000927	XP_039336003.1, XP_039336006.1, XP_039336004.1	XP_020144661.1, XP_020144662.1, XP_020144660.1, XP_020144663.1
OG0000928	XP_039336281.1	XP_012638301.1
OG0000928	XP_039331820.1	XP_012634879.1
OG0000929	XP_039333904.1, XP_003936368.1, XP_039333915.1	XP_012597920.1
OG0000930	XP_039316289.1, XP_010343070.1	XP_012614779.1
OG0000931	XP_003928527.1	XP_012599210.1, XP_012599209.1, XP_012599211.1
OG0000932	XP_010337244.1	XP_012593233.1, XP_012593239.1, XP_012593237.1, XP_012593234.1, XP_012593241.1, XP_012593238.1, XP_012593235.1, XP_012593236.1
OG0000933	XP_039315761.1	XP_012623350.1
OG0000935	XP_003933408.1	XP_012601794.1
OG0000936	XP_010329795.1	XP_012642163.1
OG0000937	XP_039331658.1, XP_039331657.1, XP_039331656.1, XP_039331655.1	XP_012621490.1, XP_012621491.1
OG0000938	XP_003933240.2, XP_010342045.1, XP_010342046.1	XP_012636300.1, XP_012636299.1, XP_012636298.1, XP_012636297.1
OG0000939	XP_003940667.1	XP_012627394.1
OG0000940	XP_039319092.1, XP_039319089.1, XP_039319090.1, XP_039319091.1	XP_012597387.1, XP_012597386.1
OG0000941	XP_003922701.1, XP_010331803.1, XP_010331802.1	XP_012605594.1, XP_012605595.1, XP_012605593.1, XP_012605592.1
OG0000943	XP_010332347.1, XP_003923218.1, XP_010332348.1, XP_039323834.1	XP_012602215.1, XP_012602216.1
OG0000944	XP_039320281.1	XP_012617501.1
OG0000944	XP_039320278.1	XP_012617502.1
OG0000944	XP_039320279.1	XP_012617495.1
OG0000944	XP_039320280.1	XP_012617500.1
OG0000945	XP_039320552.1	XP_012598759.1, XP_012598757.1, XP_012598756.1, XP_012598761.1, XP_012598763.1, XP_012598758.1, XP_020144596.1, XP_020144597.1
OG0000946	XP_003933760.1	XP_012640833.1
OG0000947	XP_039329883.1, XP_010343187.1	XP_012631485.1, XP_012631486.1
OG0000948	XP_010338733.2, XP_010338732.2, XP_003929876.2	XP_012623596.1, XP_012623597.1, XP_012623595.1
OG0000949	XP_010350602.1	XP_012643801.1
OG0000949	XP_010350603.1	XP_012643800.1, XP_012643799.1
OG0000950	XP_039315777.1	XP_012617351.1
OG0000951	XP_039335106.1, XP_039335109.1, XP_039335108.1, XP_039335107.1	XP_012639625.1, XP_012639626.1, XP_012639624.1
OG0000952	XP_010335203.1	XP_020138787.1, XP_020139132.1
OG0000953	XP_003926319.1	XP_012626492.1
OG0000953	XP_003927050.1	XP_012645079.1
OG0000954	XP_010327827.1, XP_003941832.1	XP_012646047.1
OG0000955	XP_010350598.1, XP_003941556.1	XP_020142249.1
OG0000956	XP_039318178.1, XP_039318177.1, XP_039318179.1	XP_012600573.1, XP_012600572.1
OG0000957	XP_010329202.1, XP_010329173.1	XP_012600105.1, XP_012600107.1
OG0000958	XP_003932654.1, XP_003932653.1	XP_012603966.1, XP_012603965.1
OG0000959	XP_010334501.2	XP_012604946.1
OG0000960	XP_010343368.1	XP_012602700.1, XP_012602699.1, XP_012602707.1, XP_020143589.1, XP_012602708.1, XP_012602698.1, XP_020143592.1, XP_012602706.1, XP_012602703.1, XP_020143590.1, XP_012602705.1, XP_020143594.1, XP_012602701.1, XP_020143591.1, XP_012602704.1
OG0000961	XP_003934555.1	XP_012596931.1, XP_012596932.1, XP_012596935.1, XP_012596930.1, XP_012596936.1, XP_012596933.1
OG0000962	XP_003939211.1	XP_020143323.1, XP_012596079.2
OG0000963	XP_010344334.1	XP_012629542.1
OG0000964	XP_039336478.1	XP_012598476.1, XP_012598477.1, XP_012598474.1, XP_012598480.1, XP_012598479.1, XP_012598478.1
OG0000965	XP_010333085.1, XP_010333084.1	XP_020140157.1
OG0000966	XP_010344264.1	XP_012643026.1
OG0000967	XP_003945019.2	XP_012615812.2, XP_012615811.1
OG0000968	XP_010330472.1, XP_010330479.1, XP_010330471.1, XP_010330480.1, XP_010330475.1, XP_003944316.1, XP_010330474.1, XP_010330473.1	XP_012643360.1, XP_012643361.1, XP_012643359.1, XP_012643362.1, XP_012643358.1
OG0000969	XP_003943460.2, XP_010329575.2, XP_010329574.2, XP_010329573.2	XP_012591372.1, XP_012591373.1
OG0000970	XP_003943451.1	XP_012644295.1
OG0000971	XP_010336516.1	XP_012635476.1
OG0000972	XP_010339382.1	XP_020141416.1, XP_020141415.1, XP_020141414.1
OG0000975	XP_039322241.1, XP_039323673.1, XP_039328712.1, XP_039324072.1, XP_003940088.2	XP_012605883.2
OG0000976	XP_003941334.1	XP_012642410.1
OG0000976	XP_003922299.1	XP_012625440.1
OG0000977	XP_010341156.2	XP_020138643.1
OG0000978	XP_039332503.1, XP_039332502.1, XP_010340689.1	XP_012634345.1, XP_012634346.1
OG0000979	XP_039318296.1	XP_012632161.1
OG0000979	XP_039334231.1, XP_039334230.1	XP_012619772.1
OG0000980	XP_010344586.1	XP_012608219.1, XP_012608216.1, XP_012608220.1, XP_012608218.1, XP_012608221.1, XP_012608217.1, XP_020141484.1, XP_012608222.1
OG0000981	XP_010338101.1	XP_012631636.1
OG0000982	XP_039325874.1	XP_012594112.1
OG0000983	XP_039328468.1, XP_039328470.1, XP_039328469.1	XP_012617203.1, XP_012617192.1, XP_012617199.1
OG0000984	XP_010340023.1, XP_010340021.1, XP_039319974.1, XP_010340022.1	XP_012601088.1
OG0000985	XP_003944632.1	XP_012606197.1, XP_012606198.1, XP_012606196.1, XP_012606200.1, XP_012606199.1
OG0000986	XP_010336737.1	XP_012604369.1
OG0000987	XP_003920124.1	XP_012643287.2
OG0000988	XP_003923922.2, XP_039327384.1	XP_012607927.1, XP_012638749.1
OG0000989	XP_010345561.2	XP_012611198.2, XP_012611199.2, XP_012644145.2, XP_012611056.1, XP_012611057.1, XP_012611197.1
OG0000991	XP_010335032.1, XP_039319785.1, XP_010335031.1	XP_012635455.1, XP_020137810.1
OG0000992	XP_010333902.1	XP_012601406.1
OG0000993	XP_010341299.1	XP_012592060.1
OG0000994	XP_003935664.1, XP_039317210.1, XP_003935665.1	XP_012626349.1, XP_012626350.1, XP_012626351.1, XP_012626353.1, XP_012626352.1
OG0000995	XP_039334958.1, XP_039318118.1, XP_039335337.1, XP_003933901.1, XP_039330504.1, XP_010343076.1, XP_039328819.1	XP_012614480.1, XP_012622669.1, XP_012628734.1
OG0000996	XP_003944131.1, XP_010330264.1	XP_012626282.1
OG0000997	XP_003938436.1	XP_020135946.1
OG0000997	XP_003938732.1, XP_039322326.1	XP_012630484.1
OG0000998	XP_010331967.1, XP_010346162.1	XP_012630658.1
OG0000999	XP_010339474.1	XP_012621140.1
OG0001000	XP_010329641.1, XP_039316812.1	XP_012606881.1, XP_012606880.1, XP_012606879.1
OG0001001	XP_010338187.1	XP_012619221.1, XP_012619222.1, XP_012619220.1, XP_012619219.1
OG0001002	XP_039320160.1	XP_012593663.1
OG0001003	XP_039334331.1, XP_039334330.1, XP_003922141.2, XP_039323619.1	XP_020136355.1, XP_020136356.1, XP_020136359.1, XP_020136358.1, XP_020136357.1
OG0001004	XP_039335929.1, XP_039335964.1, XP_003934071.1, XP_039335884.1, XP_039335853.1, XP_039336001.1, XP_039335792.1	XP_012646519.1, XP_012646521.1, XP_012646495.1, XP_012646529.1, XP_012646504.1, XP_012646486.1, XP_012646513.1, XP_012646491.1
OG0001005	XP_010332829.2, XP_003923734.2, XP_010332828.2	XP_012603471.1, XP_012603467.1, XP_012603466.1, XP_012603469.1, XP_012603472.1, XP_012603468.1, XP_012603470.1
OG0001006	XP_010332881.1	XP_012604996.1
OG0001007	XP_010330838.1	XP_012592698.1
OG0001008	XP_010348965.1	XP_012598077.1
OG0001009	XP_003934190.1	XP_012614538.1
OG0001010	XP_039316306.1, XP_039316307.1	XP_012614503.1
OG0001011	XP_010339068.1	XP_012645606.1, XP_012645607.1, XP_012645604.1, XP_012645605.1
OG0001012	XP_039334049.1, XP_039334050.1, XP_039334048.1	XP_012599062.1, XP_012599067.1, XP_012599066.1, XP_012599068.1, XP_012599065.1, XP_012599063.1
OG0001013	XP_039334224.1	XP_012599021.1
OG0001013	XP_039334225.1	XP_020137027.1
OG0001014	XP_010340596.1	XP_012644861.1
OG0001014	XP_003930346.1	XP_012606801.1
OG0001015	XP_010347049.2	XP_020139915.1
OG0001016	XP_003930456.1	XP_012637179.1, XP_012637177.1, XP_012637180.1, XP_012637178.1, XP_012637176.1
OG0001017	XP_039320152.1	XP_012606732.1
OG0001018	XP_039315794.1, XP_010327947.2, XP_010327948.2	XP_012646723.1, XP_012646724.1, XP_012646720.1, XP_012646722.1, XP_012646721.1, XP_012646725.1, XP_012646719.1
OG0001019	XP_039319465.1, XP_039319464.1	XP_012601586.1, XP_012601589.1, XP_012601588.1, XP_012601587.1
OG0001021	XP_003926501.1	XP_020143140.1, XP_012610062.1, XP_020143138.1
OG0001023	XP_003919891.2	XP_012599710.2
OG0001023	XP_039319159.1	XP_012613099.2
OG0001024	XP_010350339.2, XP_039331401.1, XP_039331411.1, XP_010350337.2, XP_039331399.1, XP_010350338.2, XP_003941332.2	XP_012642392.1, XP_012642398.1, XP_012642395.1, XP_012642393.1, XP_012642396.1, XP_012642394.1, XP_012642397.1
OG0001025	XP_039319189.1, XP_010331856.1	XP_012620323.1, XP_012620321.1, XP_012620325.1, XP_012620322.1, XP_012620324.1
OG0001026	XP_039328903.1	XP_012617568.2
OG0001026	XP_039328902.1	XP_012617569.2
OG0001027	XP_003943893.1	XP_012625601.1, XP_012625599.1, XP_012625598.1, XP_012625600.1
OG0001028	XP_003943871.2, XP_003943872.2	XP_012625543.2, XP_012625546.2
OG0001029	XP_010332174.1	XP_012628623.1
OG0001030	XP_010328109.2	XP_012615430.1, XP_012615431.1, XP_012615432.1
OG0001031	XP_039329511.1	XP_012591272.1
OG0001032	XP_003941613.2, XP_003941611.2, XP_010350635.2, XP_039317343.1, XP_010350634.2	XP_012643687.1, XP_012630131.1
OG0001033	XP_039316854.1	XP_012633943.1, XP_012633942.1, XP_012633941.1
OG0001034	XP_039325969.1, XP_039325968.1, XP_039325971.1, XP_039325970.1	XP_012594516.1, XP_012594517.1, XP_012594518.1
OG0001035	XP_003921153.1, XP_003921154.1	XP_012601820.1
OG0001036	XP_003920094.1, XP_010332284.1, XP_010332287.1	XP_012645273.1, XP_012645257.1, XP_012645282.1
OG0001037	XP_003927126.1	XP_012616036.1, XP_012616037.1
OG0001038	XP_010345361.1	XP_012626966.1, XP_012626964.1, XP_012626965.1, XP_020135957.1
OG0001039	XP_039335699.1	XP_012607684.1, XP_012607682.1, XP_012607683.1, XP_012607686.1, XP_012607681.1
OG0001040	XP_039329188.1, XP_039329190.1, XP_010343288.1, XP_039329189.1, XP_010343284.1, XP_003934474.1, XP_010343287.1, XP_010343286.1	XP_012603580.1, XP_012603578.1, XP_012603579.1
OG0001041	XP_010331647.2, XP_010331611.2, XP_039329141.1, XP_003919774.2, XP_010331576.2	XP_020146049.1
OG0001042	XP_039325483.1, XP_010345565.1, XP_039325482.1, XP_010345566.1	XP_012611175.1
OG0001043	XP_003932345.1, XP_010341213.1	XP_012612085.1
OG0001044	XP_003934603.2	XP_012609192.1, XP_012609191.1, XP_012609193.1, XP_012609195.1, XP_012609194.1
OG0001045	XP_010348140.1	XP_012618365.1, XP_012618372.1, XP_012618370.1, XP_012618362.1, XP_012618368.1
OG0001046	XP_010338931.2	XP_012634376.1
OG0001047	XP_003922153.1, XP_039320909.1, XP_039320910.1	XP_012636828.1
OG0001048	XP_010349194.1	XP_012595470.1
OG0001049	XP_010338581.1, XP_039324718.1	XP_012623751.1, XP_012623752.1, XP_012623753.1, XP_020141657.1
OG0001050	XP_039333349.1, XP_039320003.1	XP_012612686.1
OG0001051	XP_010335919.1, XP_010335920.1	XP_012592401.1, XP_012592403.1
OG0001052	XP_010330996.1, XP_003944770.1	XP_012597492.1, XP_012597557.2
OG0001053	XP_003944896.1	XP_020142919.1
OG0001054	XP_010349893.1, XP_039326028.1	XP_012634928.1, XP_012634929.1
OG0001055	XP_010348557.1, XP_010347603.2	XP_012593549.1
OG0001056	XP_003935653.1, XP_010348507.1	XP_012593540.1, XP_012593537.1, XP_012593539.1
OG0001060	XP_003939334.2	XP_020143016.1, XP_012610096.1
OG0001061	XP_003932221.1	XP_012612098.1
OG0001062	XP_010338673.1	XP_012623433.1
OG0001062	XP_039333955.1	XP_012593225.1
OG0001063	XP_039327825.1	XP_012622482.1
OG0001064	XP_039326267.1, XP_003923902.1	XP_012600552.2
OG0001065	XP_003938217.1	XP_020144800.1, XP_020144854.1
OG0001065	XP_010347063.1	XP_012603657.2
OG0001066	XP_003938281.1	XP_012593942.1
OG0001067	XP_010349236.1	XP_012616802.1
OG0001067	XP_010349444.2	XP_012616814.1
OG0001068	XP_039321531.1, XP_003937379.2	XP_012630579.1
OG0001069	XP_003930672.1	XP_012593457.1
OG0001070	XP_039326023.1	XP_012638659.1
OG0001070	XP_039328132.1, XP_039319986.1	XP_012622117.1
OG0001071	XP_003921323.1	XP_012606073.1, XP_012606074.1, XP_012606075.1, XP_012606071.1, XP_012606076.1, XP_012606072.1
OG0001072	XP_010329844.1, XP_039336044.1, XP_039336043.1, XP_010329845.1	XP_012615437.1
OG0001074	XP_003939805.2	XP_012617948.1, XP_012617947.1, XP_012617949.1, XP_012617950.1
OG0001074	XP_003922499.1	XP_012618316.1
OG0001075	XP_010338400.2	XP_020137490.1, XP_012634453.1
OG0001075	XP_003928689.1	XP_012612376.1
OG0001076	XP_003930015.1	XP_012606958.1, XP_020136086.1, XP_012606968.1, XP_020136085.1, XP_020136082.1, XP_012606965.1, XP_012606959.1, XP_020136087.1, XP_012606969.1, XP_020136083.1, XP_020136084.1, XP_020136081.1
OG0001077	XP_010340266.1	XP_012611873.1, XP_012634783.2
OG0001079	XP_039329471.1	XP_012631873.1, XP_012631872.1
OG0001080	XP_010329913.2	XP_012614859.1
OG0001080	XP_010341776.1	XP_012597334.1
OG0001081	XP_039333931.1	XP_020137288.1, XP_012619784.1, XP_012619786.1
OG0001082	XP_003928557.2, XP_010336872.1	XP_012640774.1
OG0001082	XP_003932875.1	XP_012597153.1
OG0001084	XP_003930337.2, XP_010339179.2, XP_039320142.1	XP_012606776.1
OG0001085	XP_003937912.1	XP_012623155.1
OG0001085	XP_003927462.2	XP_012609173.1
OG0001086	XP_039319790.1, XP_010335148.1	XP_012600804.1, XP_012600805.1, XP_012600807.1, XP_012600806.1
OG0001087	XP_010333306.1	XP_012611470.1
OG0001087	XP_003927376.1	XP_012609104.1
OG0001088	XP_003924518.1	XP_012636605.1
OG0001089	XP_010342251.1, XP_010342250.1	XP_012601793.1, XP_012643343.1
OG0001090	XP_003931786.2	XP_012634250.1
OG0001091	XP_039322767.1	XP_012596519.1
OG0001091	XP_010339704.1	XP_020145128.1
OG0001092	XP_010349636.1	XP_012627434.1
OG0001093	XP_010348266.1	XP_012608934.1
OG0001094	XP_003929685.1	XP_012628189.1
OG0001095	XP_003922821.1	XP_012593085.1
OG0001096	XP_003922831.1, XP_003922830.2, XP_003922829.1	XP_012593109.2
OG0001097	XP_003941348.2	XP_012642465.1
OG0001098	XP_003925252.1	XP_012624279.1
OG0001099	XP_010334194.1	XP_012627154.1
OG0001100	XP_010330574.1, XP_010330572.1, XP_010330573.1	XP_012596490.1
OG0001101	XP_003923307.1	XP_012616248.1, XP_012616250.1, XP_012616249.1, XP_012616247.1, XP_012616246.1
OG0001102	XP_039323872.1	XP_012624912.1, XP_012624913.1
OG0001103	XP_039324147.1, XP_039324480.1	XP_020139835.1
OG0001104	XP_003921204.1	XP_012634978.1
OG0001104	XP_010345383.1	XP_012626914.1
OG0001105	XP_003935214.2	XP_012591348.2
OG0001106	XP_039318077.1, XP_010339595.1, XP_039318078.1, XP_010339597.1, XP_039318079.1	XP_012596721.1
OG0001107	XP_010328525.1, XP_010328526.1	XP_012632818.1
OG0001108	XP_003938156.1	XP_012631187.1
OG0001109	XP_039330492.1	XP_012643702.1
OG0001110	XP_010350373.2, XP_003922893.2, XP_010332023.2	XP_020141785.1, XP_012644129.1, XP_012644120.1
OG0001111	XP_003920503.3	XP_012605404.1
OG0001111	XP_039328097.1	XP_020138567.1
OG0001112	XP_039326982.1, XP_003920157.2	XP_012605315.1
OG0001113	XP_039326476.1	XP_012633503.1, XP_012633502.1, XP_012633504.1
OG0001114	XP_039326389.1	XP_012633795.1
OG0001114	XP_010345976.2	XP_020138612.1, XP_020138613.1
OG0001115	XP_039319903.1, XP_039319901.1, XP_039319902.1	XP_012622890.2
OG0001116	XP_010327755.1, XP_003941759.1	XP_012645850.1, XP_012645852.1, XP_012645848.1, XP_012645847.1, XP_012645851.1
OG0001117	XP_039322174.1, XP_039322173.1, XP_039322175.1	XP_012646101.1, XP_012646098.1, XP_012646096.1, XP_012646100.1, XP_012646097.1
OG0001118	XP_010333448.1, XP_039326953.1, XP_039327311.1	XP_012612458.1, XP_012612474.1
OG0001119	XP_003944999.1	XP_012618803.2
OG0001120	XP_039326868.1	XP_012590985.1, XP_012590986.1, XP_012590987.1
OG0001121	XP_010328400.1, XP_010328399.1, XP_003942290.1	XP_012592775.1
OG0001122	XP_010328394.1, XP_010328395.1	XP_012592766.1, XP_012592767.1, XP_012592764.1, XP_012592765.1
OG0001123	XP_039333403.1, XP_039333404.1, XP_039333405.1	XP_012626483.1, XP_012626482.1, XP_012626480.1, XP_012626481.1
OG0001124	XP_039317821.1	XP_012643236.1
OG0001125	XP_010334091.1	XP_012638276.1, XP_012638275.1
OG0001126	XP_010345238.1	XP_012598384.1
OG0001127	XP_010339925.1	XP_012601984.1
OG0001128	XP_010339464.1	XP_012590786.1, XP_012647081.1
OG0001129	XP_039325963.1	XP_012608747.1, XP_012608743.1, XP_012608745.1, XP_012608746.1, XP_012608744.1
OG0001130	XP_010331503.1, XP_010331501.1, XP_010331502.1, XP_003922366.1	XP_012623523.1
OG0001131	XP_003940244.1, XP_003940245.1	XP_012595482.1, XP_012595481.1
OG0001132	XP_039325047.1, XP_039325011.1	XP_012614027.1
OG0001133	XP_003944202.2, XP_010330338.2	XP_012603727.1, XP_012603728.1, XP_020141670.1
OG0001134	XP_039324428.1	XP_012599645.1
OG0001135	XP_039325918.1, XP_039325917.1, XP_039325916.1, XP_039325919.1	XP_012637354.1, XP_012637357.1, XP_012637356.1, XP_012637358.1, XP_012637355.1, XP_012637359.1
OG0001136	XP_010350330.2	XP_012637401.1
OG0001137	XP_010346881.1, XP_010346880.1, XP_010346879.1	XP_012623998.1
OG0001138	XP_039319929.1, XP_039319931.1, XP_039319930.1	XP_012615018.1, XP_012615017.1
OG0001139	XP_003927437.1	XP_012623855.1, XP_012623856.1
OG0001139	XP_003943960.1	XP_012613629.1
OG0001144	XP_003928223.1	XP_012593664.1, XP_012593674.1, XP_012593685.1
OG0001145	XP_003940812.1	XP_012619793.1
OG0001145	XP_003943223.1	XP_012629990.1
OG0001145	XP_010329341.2	XP_012629988.1
OG0001146	XP_010344348.1	XP_012594102.1
OG0001146	XP_039325355.1	XP_012608103.2
OG0001147	XP_003926342.1	XP_012626592.1
OG0001148	XP_010334078.1, XP_003925085.1	XP_020141351.1, XP_012638328.1, XP_012638325.1, XP_012638324.1, XP_012638327.1, XP_020141354.1
OG0001149	XP_003932497.1	XP_012592093.1, XP_012592091.1, XP_012592092.1, XP_012592089.1, XP_012592090.1, XP_012592088.1, XP_012592087.1
OG0001150	XP_003926451.1, XP_003926452.1	XP_020142546.1, XP_020142545.1
OG0001152	XP_003928163.1	XP_012625236.1
OG0001152	XP_003928239.2	XP_012625237.1
OG0001153	XP_039334508.1, XP_039324132.1	XP_020139882.1
OG0001155	XP_039327219.1	XP_012641925.2
OG0001156	XP_003923618.1, XP_003923619.1	XP_012611299.1, XP_012638750.1
OG0001159	XP_039323240.1	XP_012607920.1, XP_012607915.1, XP_012607939.1, XP_012607974.1, XP_012607984.1, XP_012607957.1, XP_012607948.1, XP_012607965.1, XP_012607926.1, XP_012607931.1
OG0001160	XP_039323819.1	XP_012598216.1, XP_012598219.1, XP_012598220.1, XP_012598218.1
OG0001161	XP_039331067.1	XP_012642725.1, XP_012642722.1, XP_012642723.1, XP_012642721.1, XP_012642719.1, XP_012642724.1, XP_012642720.1
OG0001162	XP_039331199.1, XP_039331198.1	XP_012629281.1, XP_012629284.1, XP_012629283.1, XP_012629282.1
OG0001163	XP_003944744.1	XP_012605696.1
OG0001164	XP_010349264.1, XP_003940302.1	XP_012616873.1, XP_012616871.1, XP_012616877.1, XP_020138983.1, XP_012616879.1, XP_012616875.1, XP_012616874.1, XP_020138982.1, XP_020138980.1, XP_012616876.1, XP_020138981.1
OG0001165	XP_039321781.1, XP_010329323.1, XP_010329324.1	XP_012630017.1
OG0001166	XP_039321429.1	XP_012630598.1
OG0001167	XP_010339558.1	XP_020139793.1
OG0001168	XP_003944630.1, XP_010330874.1	XP_012606108.1
OG0001169	XP_039329567.1, XP_039329566.1, XP_039329565.1	XP_012640803.1, XP_012640805.1, XP_012640806.1, XP_012640807.1
OG0001170	XP_039324124.1	XP_020137428.1
OG0001171	XP_003922461.2	XP_012620630.1
OG0001171	XP_010331694.2	XP_012620626.1
OG0001173	XP_039323957.1, XP_039320363.1	XP_020139678.1
OG0001174	XP_003929323.2, XP_010338198.2	XP_012603368.1
OG0001175	XP_039333120.1, XP_010348940.1, XP_010348936.1, XP_010348939.1, XP_039333145.1, XP_039333118.1, XP_010348937.1, XP_003939966.1, XP_010348938.1, XP_010348941.1	XP_012627927.1, XP_012627923.1
OG0001176	XP_010348962.1, XP_010348961.1, XP_010348963.1, XP_010348960.1	XP_020138331.1, XP_012627875.1, XP_012627876.1, XP_012627874.1
OG0001178	XP_039324811.1	XP_012622003.1
OG0001179	XP_010340778.2	XP_020136493.1
OG0001179	XP_039316540.1	XP_020137133.1
OG0001180	XP_010329925.1, XP_003943799.1	XP_012614624.1, XP_012614622.1, XP_012614623.1
OG0001181	XP_003933458.1	XP_012607076.1
OG0001181	XP_039328812.1	XP_012634947.1
OG0001182	XP_039330254.1, XP_039319677.1	XP_012603027.1
OG0001183	XP_003931131.1	XP_012594631.1, XP_012619382.1, XP_012619386.1, XP_012619379.1, XP_012619384.1, XP_012619383.1, XP_012619381.1, XP_012619387.1, XP_012619385.1, XP_012619380.1
OG0001184	XP_003930464.2	XP_020139965.1
OG0001184	XP_010339298.2	XP_020140003.1
OG0001185	XP_039316092.1	XP_012591670.1, XP_012591678.1, XP_012591643.1
OG0001186	XP_003925439.1	XP_012639378.1, XP_012639377.1
OG0001187	XP_003939292.1	XP_012619488.1, XP_012620783.1
OG0001188	XP_010333317.1, XP_010333315.1, XP_010333316.1	XP_012611461.1
OG0001189	XP_039332700.1, XP_039326426.1, XP_003920083.1	XP_012645478.1
OG0001190	XP_010337999.1	XP_012634085.1
OG0001191	XP_039317397.1, XP_039317399.1, XP_039317398.1, XP_039317396.1, XP_039317395.1	XP_020145143.1
OG0001192	XP_010341696.2, XP_003932862.2	XP_012597289.1, XP_012597293.1, XP_012597290.1, XP_012597288.1, XP_012597291.1, XP_012597287.1, XP_012597294.1, XP_012597292.1
OG0001193	XP_010337313.1	XP_012617716.1
OG0001194	XP_003925316.1	XP_012609241.1, XP_012609240.1, XP_012609239.1
OG0001195	XP_039323629.1	XP_020142490.1
OG0001196	XP_003944368.2	XP_012596624.1
OG0001197	XP_010332065.1, NP_001266943.1	XP_020142566.1
OG0001198	XP_003923314.1	XP_012619145.1, XP_012619142.1, XP_012619140.1, XP_012619144.1, XP_012619143.1, XP_012619146.1
