Orthogroup	Saimiri_boliviensis_boliviensis	Mesocricetus_auratus
OG0002199	XP_039317148.1	XP_005063836.1
OG0002200	XP_003926116.1	XP_012972186.1
OG0002201	XP_039331111.1	XP_021080588.1, XP_012966125.1, XP_040611882.1, XP_021080590.1, XP_012966124.1, XP_005066376.1
OG0002202	XP_039333794.1, XP_039332386.1, XP_003944134.1, XP_039330623.1	XP_005084205.1, XP_040598980.1, XP_040584119.1, XP_040612064.1, XP_040588747.1
OG0002203	XP_039321326.1, XP_039321327.1, XP_039321328.1, XP_039321329.1	XP_005084796.2
OG0002204	XP_010349383.1, XP_010349386.1	XP_012979602.3, XP_005084792.1, XP_021091439.1
OG0002207	XP_010346206.1	XP_021089531.1
OG0002208	XP_003930673.2	XP_021089321.1
OG0002209	XP_003931143.1	XP_005083165.1
OG0002209	XP_010350034.1	XP_040602430.1
OG0002210	XP_010336657.1	XP_005069258.1
OG0002211	XP_003925802.1	XP_005065679.1, XP_040584821.1, XP_012982110.1
OG0002212	XP_039331320.1, XP_039331330.1, XP_039331324.1	XP_005078727.2
OG0002213	XP_039331634.1, XP_039331646.1, XP_039331647.1, XP_010346132.1, XP_039331645.1, XP_039331636.1, XP_039331643.1, XP_039331641.1	XP_040591330.1
OG0002214	XP_010346418.1	XP_040612519.1
OG0002215	XP_003937639.2	XP_040612455.1
OG0002216	XP_010328761.1, XP_010343753.1	XP_040612292.1, XP_040612291.1, XP_012978998.2
OG0002217	XP_010343853.2, XP_039329439.1	XP_040613443.1, XP_040613435.1
OG0002218	XP_003921667.2	XP_005088748.3
OG0002218	XP_003921668.2	XP_005077848.1
OG0002219	XP_003944491.2, XP_039324166.1	XP_005068900.1
OG0002220	XP_010338215.1	XP_040613982.1
OG0002221	XP_010349564.1, XP_010349563.1	XP_005084463.1
OG0002222	XP_010348211.2	XP_012974361.1, XP_012974360.1
OG0002223	XP_010336494.2, XP_010336493.2	XP_005139282.2
OG0002224	XP_003927538.1	XP_005068827.2
OG0002225	XP_003928719.1	XP_005070872.3
OG0002226	XP_003928676.1	XP_040588538.1, XP_012969377.1
OG0002227	XP_039333803.1, XP_039333805.1, XP_039333802.1	XP_040587989.1
OG0002228	XP_010343630.2	XP_005071983.1, XP_040604407.1
OG0002229	XP_010343635.1, XP_003934805.1	XP_021083953.1, XP_005071978.1
OG0002230	XP_010329897.2	XP_040603837.1, NP_001268547.1
OG0002231	XP_010349206.1	XP_040613587.1
OG0002232	XP_010330661.2, XP_003930241.2	XP_040611113.1
OG0002233	XP_039326466.1	XP_012980522.1
OG0002234	XP_039327440.1	XP_005069591.1, XP_012968472.1, XP_012968471.1
OG0002235	XP_003929247.2	XP_040604877.1
OG0002236	XP_003921518.1	XP_040599709.1, XP_040613039.1
OG0002237	XP_003921581.1, XP_039329503.1	XP_005072217.1, XP_040612958.1, XP_021084064.1, XP_012970352.1
OG0002238	XP_003921597.2	XP_040612944.1
OG0002239	XP_039330275.1	XP_040590882.1
OG0002240	XP_003939652.1	XP_012975382.1, NP_001268568.1
OG0002241	XP_039330544.1	XP_005073138.1
OG0002242	XP_010345081.1, XP_003936346.1	XP_005076342.1
OG0002243	XP_003920262.1	XP_005063907.1
OG0002243	XP_003931446.1	XP_040587711.1
OG0002244	XP_039325581.1, XP_039323663.1, XP_039326411.1, XP_039316563.1, XP_039316031.1, XP_039327618.1, XP_039323911.1	XP_005080391.1, XP_040612140.1
OG0002245	XP_039316492.1	XP_040587133.1
OG0002246	XP_003934216.1	XP_040587315.1
OG0002247	XP_010343062.1	XP_040607270.1
OG0002248	XP_039325162.1, XP_039328179.1	XP_021081850.1, XP_040598544.1
OG0002249	XP_010329911.1, XP_003943791.1	XP_005080040.1
OG0002250	XP_003930106.1, XP_010338964.1	XP_005064402.1
OG0002251	XP_010337396.1, XP_010337397.1, XP_010337395.1, XP_039334140.1	XP_040604141.1
OG0002252	XP_003928476.1, XP_003928621.1	XP_005081796.3
OG0002253	XP_010342122.2	XP_021086878.1, XP_040607910.1, XP_012973873.1
OG0002254	XP_003933382.2	XP_040589483.1, XP_040589482.1
OG0002255	XP_039316911.1	XP_040589550.1
OG0002257	XP_039316192.1	XP_005073524.1, XP_021084854.1
OG0002258	XP_010334413.1	XP_040593907.1, XP_040593908.1
OG0002259	XP_010346767.1, XP_003937896.1, XP_010346768.1	XP_040608449.1, XP_040608446.1, XP_040608445.1, XP_040608447.1, XP_040608450.1, XP_040608448.1, XP_040608451.1
OG0002260	XP_039316183.1	XP_040608365.1
OG0002261	XP_010346907.2	XP_005080232.1
OG0002262	XP_010335139.1, XP_010335137.1, XP_010335138.1	XP_005076507.1, XP_021086552.1
OG0002263	XP_039325159.1, XP_039325160.1, XP_039325161.1, XP_003939897.1	XP_012967666.1, XP_005068449.1
OG0002264	XP_010337747.1	XP_040598963.1
OG0002265	XP_010339376.1, XP_003930559.1	XP_021078482.1, XP_005085865.1
OG0002266	XP_003939910.1	XP_005068464.1
OG0002267	XP_010337769.1, XP_003928875.1, XP_010337770.1	XP_040599289.1
OG0002268	XP_003928888.1, XP_010337775.1	XP_040598470.1
OG0002269	XP_039318810.1, XP_039318809.1	XP_012967530.1, XP_012967531.1
OG0002271	XP_039332363.1	XP_040613228.1
OG0002271	XP_039326862.1	XP_040612121.1
OG0002272	XP_003931316.1	XP_040603794.1, XP_040603054.1, XP_040602434.1, XP_040604318.1, XP_040595705.1, XP_040605470.1
OG0002273	XP_039317308.1	XP_012978761.1, XP_012978764.1, XP_040601181.1, XP_040601180.1, XP_040601179.1, XP_012978762.1, XP_012978763.1
OG0002274	XP_010340558.1	XP_005070229.1, XP_040606149.1, XP_012968634.1
OG0002275	XP_039331709.1	XP_012968869.1, XP_012968870.1, XP_005069905.1
OG0002276	XP_039331745.1, XP_039334894.1	XP_040605901.1, XP_040600223.1
OG0002277	XP_010328914.1	XP_012981652.1, XP_012981651.1
OG0002278	XP_010337969.1	XP_005077125.1, XP_021086763.1
OG0002279	XP_039317316.1, XP_039317315.1, XP_010350438.1, XP_010350439.1, XP_010350441.1, XP_010350437.1, XP_039317317.1, XP_039317319.1, XP_010350440.1	XP_021090674.1
OG0002280	XP_039317144.1	XP_040601087.1
OG0002281	XP_010339827.2	XP_040592847.1
OG0002282	XP_039331102.1	XP_040600960.1
OG0002283	XP_003940640.1	XP_040591574.1, XP_040591575.1, XP_040591577.1, XP_040591576.1, XP_040591578.1, XP_040591579.1
OG0002284	XP_039331044.1	XP_040591561.1
OG0002285	XP_010349686.1, XP_003940701.1	XP_005082155.1
OG0002286	XP_003932834.1, XP_010341672.1, XP_010341670.1, XP_010341671.1	XP_005066951.1
OG0002287	XP_010341654.2	XP_021081112.1
OG0002288	XP_010341697.1	XP_040608636.1, XP_040608635.1, XP_040608634.1
OG0002289	XP_003932943.2	XP_040610130.1, XP_040610129.1, XP_040610128.1
OG0002290	XP_003922740.1, XP_010331839.1	XP_005070450.1, XP_040589091.1, XP_040589090.1, XP_012969075.1
OG0002291	XP_003940153.1	XP_040594326.1
OG0002292	XP_003933991.1	XP_040614022.1
OG0002293	XP_003943883.1, XP_010330028.1	XP_005078893.1
OG0002294	XP_003943856.1	XP_005078857.1, XP_012975082.1, XP_012975080.1, XP_021087850.1
OG0002295	XP_003925311.1	XP_005076541.1, XP_040594715.1
OG0002296	XP_010341311.1	XP_005065858.1
OG0002297	XP_003923166.1, XP_010332303.1	XP_012970609.1, XP_012970608.1, XP_040585302.1
OG0002298	XP_003923022.1	XP_012971503.1, XP_005073733.1
OG0002299	XP_010332076.1	XP_040596591.1, XP_012965713.1
OG0002301	XP_003935969.1	XP_012969058.1
OG0002302	XP_039328182.1	XP_012966704.1, XP_012966705.1
OG0002303	XP_003931960.1	XP_040603240.1
OG0002304	XP_039321607.1	XP_005083356.1
OG0002304	XP_010341334.2	XP_005086532.1
OG0002305	XP_010343302.1	XP_005084015.1
OG0002306	XP_003921130.1, XP_003921131.1	XP_012973321.1, XP_005076260.1, XP_012973320.1, XP_040599135.1
OG0002308	XP_010345843.1	XP_005083975.2
OG0002309	XP_003937556.1, XP_039329760.1	XP_005084436.1
OG0002310	XP_010345692.1	XP_040612865.1
OG0002311	XP_010345743.1, XP_010345741.1, XP_039330400.1, XP_010345742.1, XP_003936970.1	XP_040612809.1, XP_040612808.1
OG0002312	XP_010336906.1	XP_021088763.1
OG0002313	XP_039324412.1, XP_039324413.1	XP_040613881.1, XP_021080753.1
OG0002314	XP_039328520.1	XP_005083130.2
OG0002315	XP_010341220.1	XP_005082446.1
OG0002316	XP_010338769.1	XP_040597088.1
OG0002317	XP_039319284.1, XP_003942431.1, XP_003942430.1, XP_039319283.1, XP_010328534.1, XP_039319282.1	XP_005066588.1
OG0002318	XP_039319323.1	XP_040587638.1
OG0002319	XP_010346980.1, XP_010346982.1	XP_040587792.1
OG0002320	XP_039330120.1	XP_021088088.1
OG0002321	XP_039335971.1, XP_010350658.2	XP_005073694.2
OG0002322	XP_003922593.1, XP_010331700.1	XP_005078333.1, XP_005078332.1
OG0002323	XP_003922649.1	XP_012969575.1, XP_012969573.1, XP_040593251.1
OG0002324	XP_039316150.1, XP_039316149.1, XP_039316148.1	XP_040608133.1, XP_040608134.1
OG0002325	XP_039316075.1	XP_005084335.1, XP_012979224.1, XP_040608181.1
OG0002326	XP_003920146.1, XP_003920145.1	XP_005065107.1, XP_005065106.2
OG0002327	XP_003920119.1	XP_005065010.3
OG0002328	XP_003937728.1	XP_021082272.1, XP_012969894.1, XP_012969901.1
OG0002329	XP_039335137.1, XP_039335136.1	XP_040590766.1, XP_040590767.1
OG0002330	XP_039335068.1, XP_039335067.1	XP_040610377.1, XP_040588667.1
OG0002331	XP_039335814.1, XP_010329053.1, XP_010329050.1	XP_040585294.1
OG0002332	XP_003922031.1	XP_005069087.1, XP_021082216.1
OG0002333	XP_003936584.1	XP_005077733.2
OG0002334	XP_039333451.1, XP_039333449.1, XP_039333448.1, XP_039333450.1	XP_005077746.1, XP_012974289.1
OG0002335	XP_039333377.1	XP_040594402.1
OG0002336	XP_010349217.1	XP_012969669.2
OG0002337	XP_003936621.1	XP_012980033.1, XP_021091692.1, XP_021091693.1
OG0002338	XP_003936643.1	XP_005074912.1
OG0002339	XP_003936659.1	XP_012972434.2
OG0002340	XP_010345413.1	XP_005074936.1
OG0002341	XP_003926362.1	XP_021085655.1, XP_005075013.1, XP_040595510.1
OG0002342	XP_039333609.1	XP_040596097.1
OG0002343	XP_003942354.1	XP_012980773.2
OG0002344	XP_010331141.2	XP_012978367.1, XP_021090480.1, XP_040593594.1, XP_040593592.1, XP_021090479.1, XP_012978366.1
OG0002345	XP_039326676.1, XP_010332933.1, XP_010332932.1	XP_005077386.1
OG0002346	XP_039318111.1, XP_003932518.1	XP_012971697.2, XP_005074167.2
OG0002347	XP_039318156.1	XP_012971834.1, XP_005073998.1, XP_012971833.1
OG0002348	XP_003923490.1	XP_012971815.1
OG0002349	XP_039326530.1, XP_010332614.1, XP_003923489.1	XP_021085177.1
OG0002350	XP_003923410.1	XP_040589445.1, XP_040613268.1
OG0002351	XP_003930949.2	XP_040595796.1, XP_040595699.1
OG0002352	XP_010339904.1, XP_010339903.1, XP_010339902.1, XP_003931018.1, XP_039317740.1	XP_012970398.1, XP_005072060.1, XP_021083990.1, XP_012970399.1
OG0002353	XP_003933255.1	XP_040602306.1
OG0002354	XP_039335544.1	XP_005086127.1, XP_012980697.1
OG0002355	XP_003932063.1, XP_010340941.1	XP_012979563.1, XP_005084670.1, XP_021091300.1
OG0002356	XP_039325849.1	XP_005082304.1, XP_040609050.1, XP_040609049.1
OG0002357	XP_003937205.1	XP_040590489.1
OG0002358	XP_003936778.2	XP_040609021.1, XP_040609023.1, XP_040609024.1, XP_040609022.1
OG0002359	XP_039317514.1, XP_039317669.1	XP_021086899.1
OG0002360	XP_039323832.1, XP_003944914.1	XP_040595347.1
OG0002362	XP_039328028.1, XP_003926653.1	XP_040599577.1
OG0002363	XP_010348129.1, XP_003939220.1	XP_012966844.1
OG0002364	XP_010331494.1, XP_003922355.1, XP_010331493.1	XP_040600021.1
OG0002365	XP_039321222.1, XP_039321221.1	XP_005063571.1
OG0002366	XP_010331331.1	XP_012970822.1
OG0002367	XP_039320877.1	XP_040597426.1
OG0002367	XP_010344336.1	XP_021079478.1
OG0002369	XP_003935800.1	XP_012973288.1
OG0002370	XP_003935743.1	XP_040601997.1
OG0002371	XP_003929005.1, XP_010337883.1	XP_005068559.1
OG0002372	XP_010337927.1	XP_012972891.1
OG0002373	XP_003940943.1	XP_005075593.1
OG0002374	XP_010329192.2, XP_039326928.1, XP_039323551.1, XP_039336339.1	XP_005073845.1, XP_040593888.1
OG0002375	XP_010336547.1	XP_005070930.2
OG0002376	XP_010338396.1	XP_040607699.1, XP_040607702.1, XP_040607705.1, XP_040607701.1, XP_040607703.1, XP_040607700.1, XP_040607707.1, XP_040607706.1, XP_040607704.1
OG0002377	XP_003924060.2	XP_005076110.1
OG0002378	XP_039324471.1, XP_039324470.1	XP_040603414.1, XP_005068176.1
OG0002379	XP_003939431.1	XP_040606638.1
OG0002380	XP_010344261.1	XP_021083637.1
OG0002381	XP_003940597.2	XP_005084468.1
OG0002382	XP_010336179.2	XP_005069763.1
OG0002382	XP_039319988.1	XP_040600611.1
OG0002383	XP_010335997.2, XP_010335998.2, XP_003927041.2	XP_005071670.2
OG0002384	XP_003927044.1	XP_005071668.1
OG0002385	XP_003944790.1	XP_005086738.1
OG0002386	XP_003927403.1	XP_005066423.1
OG0002387	XP_039318530.1, XP_039320987.1	XP_005066417.1
OG0002388	XP_039318566.1, XP_039318555.1, XP_010336409.2, XP_039318553.1	XP_005066536.1
OG0002389	XP_003944899.1	XP_040588206.1
OG0002390	XP_010349867.2	XP_005084549.1
OG0002391	XP_010334710.1	XP_040609396.1
OG0002392	XP_003938358.1	XP_040595273.1, XP_012971343.1, XP_005073425.1
OG0002393	XP_003943926.2	XP_012981316.2
OG0002394	XP_039331470.1, XP_003920393.1	XP_040600013.1, XP_040600012.1
OG0002395	XP_003929584.1	XP_005081989.1
OG0002395	XP_003924163.1	XP_005074293.1
OG0002397	XP_039320058.1, XP_039320055.1	XP_040599724.1
OG0002398	XP_003939056.3	XP_012974895.1
OG0002402	XP_003923502.1	XP_012971707.1
OG0002403	XP_039333524.1, XP_039322865.1, XP_039325112.1, XP_010348382.1	XP_005077883.1
OG0002404	XP_039331928.1	XP_040607145.1
OG0002405	XP_003943916.1	XP_040600687.1, XP_012981310.1
OG0002406	XP_010333467.1, XP_003924487.1, XP_010333465.1, XP_010333466.1	XP_040598811.1
OG0002407	XP_003927045.1	NP_001268483.1, XP_021083629.1
OG0002408	XP_039317301.1	XP_005083752.1
OG0002409	XP_003934592.1	XP_005072943.1
OG0002410	XP_003928758.1	XP_040610369.1, XP_040610370.1, XP_040610357.1, XP_040610372.1, XP_040610361.1, XP_040610366.1
OG0002411	XP_003943228.1	NP_001268512.1, NP_001268539.1
OG0002412	XP_039320452.1	XP_021091479.1
OG0002413	XP_010332318.1, XP_010332317.1	XP_005084911.1
OG0002414	XP_039319305.1	NP_001268874.1
OG0002415	XP_010349501.1	XP_005066863.1, XP_040597916.1, XP_040597913.1, XP_040597914.1, XP_040597915.1
OG0002416	XP_003934557.1	XP_005072918.1
OG0002417	XP_039333919.1	XP_040604289.1
OG0002418	XP_010337966.1	XP_012968196.1
OG0002419	XP_039319934.1, XP_039319932.1	XP_040589143.1
OG0002420	XP_003924046.2, XP_039323754.1, XP_003933231.2	XP_005068762.1
OG0002421	XP_039329509.1, XP_039323697.1, XP_039327275.1, XP_039329227.1, XP_003936203.1, XP_039318323.1	XP_005072012.2, XP_040603604.1
OG0002421	XP_039323658.1	XP_040597771.1
OG0002422	XP_039317009.1, XP_039330972.1	XP_040584956.1
OG0002422	XP_039326975.1	XP_040595668.1, XP_040604541.1
OG0002423	XP_010332583.1	XP_040597781.1, NP_001269051.1
OG0002424	XP_010342621.1	XP_040584220.1, XP_040584223.1, XP_040584221.1, XP_040584222.1
OG0002425	XP_010334845.1, XP_010334843.1	NP_001273041.1
OG0002426	XP_003942513.1	XP_005070062.1
OG0002427	XP_010342357.1	XP_040608068.1, XP_040594820.1
OG0002428	XP_039319328.1	XP_005066597.1, XP_040587802.1, XP_040587799.1, XP_040587801.1
OG0002429	NP_001278426.1, NP_001288660.1, XP_010349709.1	XP_040586247.1
OG0002430	XP_010327958.1	XP_040608242.1
OG0002432	XP_003937942.2	XP_005078299.1, XP_040593369.1
OG0002434	XP_003923437.2	XP_040613344.1, XP_040587687.1
OG0002435	XP_010329732.2	XP_040584105.1
OG0002436	XP_039322445.1	XP_021080140.1, XP_040590532.1, XP_040590531.1, XP_040590530.1
OG0002437	XP_039319690.1, XP_039319689.1	XP_040613746.1, XP_012980574.1, XP_040613747.1
OG0002438	XP_039319711.1	XP_040597568.1, XP_021085476.1, XP_012972178.1, XP_021085475.1, XP_005074670.1, XP_021085477.1
OG0002439	XP_010335830.1	XP_040614169.1, XP_040614167.1, XP_040614168.1
OG0002440	XP_039323386.1	XP_021080270.1, XP_005065943.1
OG0002441	XP_003933831.2	XP_040614201.1
OG0002442	XP_039317459.1	XP_005063770.1
OG0002443	XP_010330957.2	XP_012979182.1
OG0002444	XP_010330430.2	XP_040592142.1
OG0002445	XP_003940426.1	XP_005084820.1, XP_040591968.1, XP_040591969.1, XP_012979643.1
OG0002446	XP_003919986.1	XP_005064866.1
OG0002447	XP_003940337.1	XP_040590423.1, XP_012980965.2, XP_040590424.1
OG0002448	XP_010339489.1	XP_005081314.2
OG0002449	XP_010334841.1, XP_010334842.1	XP_005065663.1, XP_021078656.1, XP_012980853.1
OG0002450	XP_010329653.2	XP_005078684.1, XP_040596746.1
OG0002451	XP_003937314.2	XP_012975363.1, XP_005079221.1, XP_040607645.1
OG0002452	XP_010346432.1	XP_012975601.1, XP_021088404.1, XP_005079542.1, XP_012975600.1, XP_040612494.1, XP_040612493.1
OG0002453	XP_010346478.1	XP_040612422.1
OG0002454	XP_039329842.1, XP_039329841.1	XP_040612305.1
OG0002455	XP_003934980.2	XP_005081108.1
OG0002456	XP_003935010.1	XP_012976683.1
OG0002457	XP_039329830.1, XP_039329832.1, XP_010343845.2, XP_039329831.1	XP_021089248.1
OG0002458	XP_039331550.1	XP_005065352.1
OG0002458	XP_039323000.1	XP_005083363.1
OG0002459	XP_003920768.1	XP_012973914.3
OG0002460	XP_039335862.1	XP_005083998.1
OG0002460	XP_039326258.1	XP_005065756.3
OG0002461	XP_039324775.1, XP_010328740.1, XP_039327072.1, XP_039321391.1	XP_005065739.1
OG0002462	XP_003936182.1, XP_039316471.1	XP_040611922.1, XP_012974721.1, XP_012974722.1
OG0002464	XP_003928692.1	XP_021083286.1, XP_012969428.1, XP_040588075.1
OG0002465	XP_010338865.1	XP_040603636.1, XP_040603637.1, XP_021087199.1, XP_021087198.1
OG0002466	XP_039316487.1	XP_012974749.1
OG0002467	XP_010342888.1, XP_010342889.1	XP_005067794.3, XP_040604623.1
OG0002468	XP_039324579.1	XP_005082841.1
OG0002469	XP_010334939.1, XP_010334937.1, XP_003925935.1	XP_005082843.1, XP_012978033.1
OG0002470	XP_010333970.1, XP_003924996.1	XP_040607449.1, XP_040599024.1, XP_040603784.1
OG0002471	XP_003923589.1	XP_040585854.1, XP_021078518.1
OG0002472	XP_003923592.2	XP_040586228.1
OG0002473	XP_010332718.1, XP_003923623.1	XP_012968355.1, XP_012968357.1, XP_012968356.1
OG0002474	XP_010332742.2, XP_010332743.2, XP_010332744.2, XP_010332745.2	XP_040585938.1
OG0002475	XP_010332891.1	XP_040585908.1
OG0002476	XP_039332772.1	XP_040604697.1, XP_021081487.2, XP_012967027.2, XP_012967028.2, XP_040604695.1, XP_040604696.1
OG0002477	XP_010330836.1	XP_040597812.1, XP_040591199.1, XP_040590784.1
OG0002478	XP_010331952.2	XP_040592082.1, XP_040592075.1, XP_040592059.1, XP_040592039.1, XP_040592088.1, XP_005073135.1, XP_040592055.1, XP_040592045.1, XP_040592064.1
OG0002479	XP_003938108.2	XP_005073130.2
OG0002480	XP_003940018.1	XP_040592475.1
OG0002482	XP_039316597.1	XP_021088851.1
OG0002483	XP_039316226.1	XP_005080472.1
OG0002484	XP_039316303.1, XP_039316304.1, XP_039316305.1	XP_012975916.1, XP_012975917.1
OG0002485	XP_010338983.2, XP_003930127.2	XP_021084439.1
OG0002486	XP_039334026.1	XP_012969772.1
OG0002487	XP_003930175.1	XP_005064471.1, XP_021084638.1
OG0002488	XP_039323196.1	XP_005064476.1
OG0002489	XP_003928498.1	XP_040604127.1
OG0002490	XP_010337303.2	XP_012977176.2, XP_012977173.2, XP_012977175.2, XP_012977174.2
OG0002491	XP_039333908.1	XP_040604315.1
OG0002492	XP_039316728.1	XP_005076708.3
OG0002493	XP_039316718.1	XP_040607954.1
OG0002493	XP_010342398.2	XP_040607956.1
OG0002494	XP_003933352.1	XP_040589402.1
OG0002495	XP_010331946.2	XP_040585433.1, XP_040585432.1
OG0002496	XP_003930345.2, XP_003930347.2	XP_040595246.1, XP_012974601.1
OG0002497	XP_010334360.1, XP_010334359.1, XP_010334361.1	XP_040594465.1, XP_040594466.1
OG0002498	XP_010339202.2	XP_021087517.1, XP_040593613.1, XP_005078184.1
OG0002499	XP_039316027.1	XP_021088729.1
OG0002500	XP_003937875.1, XP_010346747.1, XP_010346748.1, XP_010346746.1	XP_040608404.1
OG0002501	XP_039319715.1	XP_040597490.1
OG0002502	XP_039319670.1	XP_005065438.1, XP_040613758.1
OG0002503	XP_003926293.1, XP_010339379.1, XP_003930571.1	XP_040591690.1
OG0002504	XP_039324731.1	XP_005068475.1
OG0002505	XP_039325398.1	XP_012967632.1
OG0002506	XP_010337764.1, XP_010337762.1, XP_039325073.1, XP_010337763.1, XP_039325071.1, XP_039325072.1	XP_012967594.1
OG0002507	XP_010345648.1, XP_010337776.1	XP_040598460.1
OG0002508	XP_039325690.1	XP_040598220.1
OG0002508	XP_010338479.1	XP_005065931.1, XP_040610976.1
OG0002509	XP_039332971.1	XP_012968594.1, XP_005069862.1
OG0002510	XP_010340659.1	XP_005070253.1
OG0002511	XP_039331742.1, XP_039326686.1	XP_005069925.1
OG0002512	XP_039332099.1, XP_039332102.1, XP_039332101.1	XP_005070262.3
OG0002513	XP_010340794.1	XP_005070035.1
OG0002514	XP_039332788.1	XP_040605893.1
OG0002515	XP_010329804.1	XP_005070136.1
OG0002516	XP_039317365.1, XP_039317366.1, XP_039317362.1, XP_039317364.1, XP_039317363.1	XP_040601157.1, XP_005083722.1
OG0002517	XP_039327693.1	XP_040610634.1
OG0002518	XP_010341783.1, XP_010341781.1, XP_010341782.1	XP_040610094.1
OG0002519	XP_003932962.1, XP_010341808.1	XP_021081012.1, XP_005067005.1
OG0002520	XP_039318631.1, XP_039318636.1	XP_012972788.1
OG0002521	XP_010331947.2, XP_010331949.2, XP_010331948.2	XP_040585243.1
OG0002522	XP_010350345.1	XP_021085953.1
OG0002523	XP_010350342.1, XP_039319257.1	XP_021085965.1
OG0002524	XP_010330548.2	XP_021079152.1, XP_005086894.1, XP_005086895.1
OG0002525	XP_039316413.1	XP_040604504.1
OG0002526	XP_003920708.1, XP_003920709.3	XP_012968154.1
OG0002527	XP_010348726.1	XP_005078925.2
OG0002528	XP_010330039.1	XP_005078904.1
OG0002529	XP_039331233.1	XP_021087959.1, XP_012975156.1, XP_021087960.1, XP_040594923.1, XP_005078806.1
OG0002530	XP_010334252.1, XP_039330643.1, XP_010334251.1	XP_040613332.1, XP_040613333.1
OG0002531	XP_039323723.1	XP_040585252.1, XP_021084144.1, XP_040585253.1
OG0002532	XP_010332352.1	XP_012979769.2
OG0002532	XP_039319904.1, XP_010349178.1	XP_012970670.2
OG0002533	XP_039323381.1	XP_021083132.1, XP_021083133.1, XP_005070724.1
OG0002534	XP_003942080.1, XP_010328111.1	XP_040592178.1
OG0002535	XP_039335973.1, XP_010341987.1, XP_039320478.1, XP_039320477.1	XP_040586578.1
OG0002536	XP_039320366.1, XP_039320504.1	XP_040592379.1, XP_040592346.1
OG0002538	XP_003921894.1, XP_003921893.1	XP_012973476.1, XP_005065204.1
OG0002539	XP_010341734.1	XP_012974529.1, XP_021087488.1, XP_040593803.1
OG0002540	XP_003938705.1	XP_012976609.1, XP_012976610.1
OG0002541	XP_039328543.1, XP_039328544.1, XP_003938722.1, XP_010347639.1	XP_012973289.1
OG0002542	XP_003935184.1	XP_005087240.1
OG0002543	XP_039328487.1	XP_040593554.1
OG0002544	XP_003921122.1, XP_010342329.1	XP_040584488.1, XP_005081011.1
OG0002545	XP_010346405.2, XP_003937588.2	XP_021088402.1, XP_005079523.1
OG0002547	XP_010346369.1, XP_003937541.1	XP_005084427.1
OG0002548	XP_003937550.2	XP_012979321.2, XP_005084432.2
OG0002549	XP_039330252.1, XP_039330251.1	XP_005079516.1
OG0002550	XP_003927870.1	XP_005068116.1
OG0002551	XP_010338485.2	XP_040610989.1, XP_040610988.1, XP_040610990.1
OG0002552	XP_039331831.1, XP_003929675.2	XP_012967378.1, XP_040598229.1
OG0002553	XP_003929677.1	XP_040611089.1
OG0002554	XP_003928046.1	XP_005077792.1
OG0002555	XP_010336862.2	XP_040608547.1
OG0002557	XP_010346995.1	XP_040587688.1
OG0002558	XP_010330243.1, XP_010330242.1, XP_039317064.1	XP_012966299.1, XP_012966300.1
OG0002559	XP_039317105.1	XP_040587756.1
OG0002561	XP_003941592.1, XP_010350620.1	XP_005073614.1
OG0002562	XP_003926839.1	XP_040586779.1
OG0002563	XP_010328669.1	XP_005076149.1
OG0002565	XP_010328069.1, XP_010328066.1, XP_010328071.1, XP_010328070.1, XP_003942035.1, XP_010328068.1	XP_005084304.1
OG0002566	XP_003942021.1	XP_005084381.2
OG0002567	XP_010328027.1	XP_012979259.1, XP_040608180.1
OG0002568	XP_010333910.1, XP_003920272.1	XP_040588659.1, XP_040603844.1
OG0002569	XP_003930806.1, XP_039317998.1	XP_005071861.1
OG0002570	XP_003941229.2	XP_040606286.1
OG0002571	XP_003937774.1	XP_040589695.1
OG0002572	XP_003920300.1	XP_040604050.1, XP_040604052.1, XP_012972109.1
OG0002573	XP_039327339.1, XP_039327343.1, XP_039327342.1, XP_039327341.1, XP_039327338.1, XP_039327429.1	XP_040603849.1
OG0002574	XP_039334671.1, XP_003927180.1	XP_040594248.1, XP_005066237.2
OG0002575	XP_010329247.1, XP_010329246.1, XP_010329248.1, XP_003943159.1, XP_010329245.1	XP_005076439.1
OG0002576	XP_010328438.1	XP_012980745.2, XP_005086163.3, XP_012980746.2, XP_012980743.2
OG0002577	XP_003939042.2, XP_039322278.1	XP_040597152.1, XP_040596924.1, XP_040591178.1, XP_005087934.1, XP_040591175.1, XP_040591174.1, XP_040596771.1, XP_040597070.1
OG0002578	XP_039322987.1	XP_040594199.1, XP_021090542.1, XP_040594198.1, XP_040594202.1, XP_021090545.1, XP_040594197.1, XP_040594201.1, XP_040594200.1, XP_021090543.1, XP_040594196.1
OG0002579	XP_039321961.1	XP_040589646.1, XP_021080219.1
OG0002580	XP_010329106.2	XP_005074013.1
OG0002581	XP_003919860.1	XP_040612652.1
OG0002583	XP_003942259.1	XP_005071023.1
OG0002584	XP_003928251.1	XP_005079472.1
OG0002585	XP_003942974.2, XP_003942973.1	XP_040600895.1
OG0002586	XP_039335733.1, XP_003942968.1, XP_039335732.1	XP_012970633.1, XP_005072610.1
OG0002587	XP_003930965.1	XP_005075077.2
OG0002588	XP_039336166.1	XP_040603684.1
OG0002589	XP_039336102.1	XP_040610575.1
OG0002590	XP_039336113.1, XP_039336112.1, XP_039336111.1, XP_039336114.1	XP_005077957.1
OG0002591	XP_039335541.1	XP_005068727.1
