Orthogroup	Loxodonta_africana	Homo_sapiens
OG0000395	XP_023400269.1	NP_001337667.1, NP_001265202.1, NP_872633.1, NP_001337674.1, NP_001337668.1, NP_001337673.1, NP_001337672.1, NP_001337671.1, NP_001337675.1, NP_872634.1, NP_001337670.1, NP_001337669.1, XP_024302662.1
OG0000396	XP_003412349.1	XP_005252869.1, NP_001291203.1, NP_659418.1
OG0000397	XP_023408971.1	NP_001340982.1, NP_003890.1, NP_001106985.1, NP_001307780.1, NP_001340983.1, NP_001340981.1, NP_001307782.1, NP_001307781.1, NP_001340980.1, NP_001340977.1, NP_001340978.1, NP_001340979.1
OG0000399	XP_010593497.1, XP_003405723.1	NP_001401292.1, NP_001401294.1, NP_001401290.1, NP_001401284.1, NP_064696.1, NP_001401288.1, NP_665735.1, NP_001401287.1, NP_665707.1, NP_665734.1, NP_001401286.1, NP_001401301.1, NP_001401293.1, NP_001401291.1, NP_001401295.1, NP_001401289.1, XP_047284811.1, NP_001254527.1, NP_001401296.1, NP_001401300.1, NP_001247441.1, NP_001401297.1, NP_001401299.1, NP_001401298.1, NP_001401303.1, NP_001401302.1, NP_001401285.1, NP_001247440.1
OG0000400	XP_023411902.1	NP_001119575.1, NP_037409.2, NP_001306928.1, NP_001306929.1, NP_001306931.1, NP_001306933.1, NP_001119576.1, NP_001306932.1, NP_001306930.1, XP_024304726.1, NP_001306935.1, NP_001306934.1, NP_001306936.1
OG0000401	XP_003405880.1	NP_001363172.1, NP_073737.1, NP_001363165.1, NP_001363169.1, NP_001363168.1, NP_001363171.1, NP_001363164.1, NP_001363163.1, NP_001269735.1, NP_001363184.1, NP_001363177.1, NP_001363176.1, NP_001363167.1, NP_001363166.1, NP_001269734.1, NP_001363170.1, XP_047301464.1, NP_001363175.1, NP_001269736.1, NP_001363183.1, NP_001363182.1, NP_001363181.1, NP_001363180.1, NP_001363178.1, NP_001363179.1, NP_001363173.1, NP_001363174.1
OG0000402	XP_023398646.1	NP_001035232.1
OG0000402	XP_010601167.1	NP_008853.3
OG0000402	XP_003405863.1	NP_001159435.1
OG0000404	XP_023413605.1	NP_569734.2, XP_011529087.1, NP_997222.1, XP_016884842.1, NP_001015038.1, NP_001164723.2, NP_001290542.2, XP_016884771.1, NP_001017931.3, NP_570133.1, XP_011529138.1, XP_011529070.1, NP_573440.1, NP_570132.1, NP_001373899.1, NP_570131.1
OG0000405	XP_010591025.1, XP_003412778.1	NP_000157.1, XP_011529209.1, NP_001091111.1
OG0000407	XP_003414662.1	NP_000260.1, NP_937818.1
OG0000407	XP_010592619.1	NP_001018149.1, NP_002503.1, NP_001018147.1, NP_001018148.1
OG0000408	XP_003405124.1, XP_003405132.1, XP_003405125.1, XP_003405122.2, XP_003405549.1, XP_003405133.1, XP_003405123.1	NP_001005182.1
OG0000409	XP_023397819.1, XP_010600425.1	NP_001139505.1
OG0000409	XP_010600417.1	NP_001005179.3
OG0000410	XP_003417041.3	NP_002541.2
OG0000410	XP_010594802.1, XP_003417040.2	NP_001373027.1, NP_036505.3, NP_002542.4, XP_047292113.1
OG0000411	XP_003407872.1, XP_003407594.1	NP_001004484.2
OG0000412	XP_023400486.1	XP_005252058.1, NP_006171.2, NP_001018074.1, NP_001356463.1, NP_001356462.1, NP_001356461.1, NP_001356467.1, NP_001018076.1, NP_001356466.1, NP_001018075.1, NP_001356468.1, NP_001356469.1, NP_001356470.1, NP_001356472.1, NP_001356474.1, NP_001356478.1, NP_001356473.1, NP_001278866.1, NP_001356475.1, NP_001356477.1, NP_001356471.1, NP_001007098.1, NP_001356476.1
OG0000413	XP_023414783.1	NP_001166141.1, NP_078982.3, NP_001166139.1, NP_001166140.1
OG0000414	XP_023405180.1	NP_001007023.2, NP_065780.2, NP_001353712.1, NP_001382462.1, NP_001382472.1, NP_001382473.1, NP_001382471.1, NP_001382467.1, NP_001382468.1, NP_001382461.1, NP_001353711.1, NP_001353708.1, NP_001382469.1, NP_001382459.1, NP_001382460.1, NP_001382466.1, NP_001382465.1, NP_001382463.1, NP_001382464.1, NP_001382457.1, NP_001382456.1, NP_001382455.1, NP_001382454.1, NP_001382470.1, NP_001382458.1, NP_001382449.1, NP_001382448.1, NP_001353710.1, NP_001382452.1, NP_001382453.1, NP_001382451.1, NP_001171694.1, NP_001382450.1, NP_001171695.1, NP_001353713.1
OG0000415	XP_003408577.1	NP_001025172.1
OG0000416	XP_010600282.1	NP_001333300.1, NP_001333301.1, NP_001333303.1, NP_001333299.1, NP_620133.1, NP_001333302.1, NP_001333314.1, NP_001333305.1, NP_001333311.1, NP_001333310.1, NP_001333315.1, NP_001333312.1, NP_001333308.1, NP_001333309.1, NP_001333307.1, NP_001333306.1, NP_001333321.1, NP_001333319.1, NP_001333322.1, NP_001333324.1, NP_001333325.1, NP_001333323.1, NP_001333320.1, NP_001333317.1, NP_001333304.1, NP_001333316.1, NP_001333318.1, NP_001333313.1
OG0000417	XP_023400828.1	NP_001273875.1, NP_001273876.1
OG0000417	XP_023399929.1	NP_003320.2
OG0000418	XP_010586048.1	NP_001338341.1, NP_001338335.1, NP_001338336.1, NP_001338331.1, NP_001338343.1, NP_001338326.1, NP_001338347.1, NP_001338330.1, NP_001338338.1, NP_001338342.1, NP_001338346.1, NP_001338337.1, NP_001338328.1, NP_001338327.1, NP_001338329.1, NP_001338339.1, NP_001374399.1, NP_001338345.1, NP_001338348.1, NP_001338332.1, NP_001338344.1, NP_001338340.1, NP_001338333.1, NP_001338334.1, NP_001338349.1
OG0000419	XP_010585762.1	NP_003108.2
OG0000420	XP_010600735.1, XP_023398347.1, XP_010600198.1, XP_010600960.1, XP_010600265.1, XP_023398324.1, XP_023398325.1, XP_023398418.1, XP_023398277.1, XP_023397573.1, XP_010600959.1, XP_010600734.1, XP_010601070.2, XP_023398524.1, XP_010596463.1, XP_023398468.1, XP_010600770.1, XP_010591694.1	NP_001004491.2
OG0000421	XP_023406212.1	NP_001269357.1, NP_002243.3, XP_011531127.1
OG0000422	XP_003416744.1	NP_002872.1, NP_001356329.1
OG0000423	XP_023405972.1	NP_001245258.1, XP_047295922.1, NP_001411331.1, NP_036288.2, NP_001411329.1, NP_001411330.1, NP_001411327.1, NP_001411328.1, NP_001411326.1, NP_001411324.1, NP_001411325.1, NP_001411336.1, NP_001411323.1, NP_001411321.1, NP_001411320.1, NP_001411335.1, NP_001411322.1, NP_001411318.1, NP_001411319.1, NP_001245260.1, NP_818932.1
OG0000424	XP_003409308.1	NP_001136238.1, NP_001136239.1, NP_149045.3, NP_001136245.1, NP_001136240.1, NP_001341333.1, NP_001136236.1, NP_001136237.1, NP_001136235.1
OG0000425	XP_023415618.1	NP_001378994.1
OG0000426	XP_023397981.1	NP_001362602.1, NP_001269855.1, NP_001269854.1, NP_001362606.1, NP_001362599.1, NP_001362604.1, NP_001362591.1, NP_001362592.1, NP_001362624.1, NP_001362664.1, NP_001362663.1, NP_001362650.1, NP_001362676.1, NP_001362651.1, NP_001362620.1, NP_001362608.1, NP_001362683.1, NP_001269856.1, NP_001362646.1, NP_001362610.1, NP_001362607.1, NP_001362611.1, NP_001362609.1, NP_001362612.1, NP_001362613.1, NP_001362600.1
OG0000427	XP_023407161.1, XP_023407162.1	NP_001310004.1, NP_001138612.1, NP_001138611.1
OG0000428	XP_003412539.1, XP_003412538.1, XP_010590710.1, XP_023406813.1	NP_000653.3, NP_001153646.1, NP_001153643.1, NP_001153651.1, NP_001153644.1, NP_001153642.1, NP_001153645.1, NP_001278891.1, NP_001153647.1, NP_001153648.1, XP_047278353.1, XP_016868427.1, NP_000006.2
OG0000431	XP_023414673.1, XP_023414674.1, XP_003418887.1	NP_803880.2, NP_808220.1, NP_001017390.1, NP_001046.2, NP_001381351.1, NP_001381352.1, NP_803878.1, NP_001381350.1, NP_803566.1, XP_016879093.1, NP_001381354.1, NP_803565.1, NP_001381353.1, NP_001045.2
OG0000432	XP_003417411.1	NP_002593.1, NP_001352654.1, NP_001352653.1, XP_016880225.1
OG0000432	XP_003405721.1	NP_006196.1
OG0000433	XP_003423509.2, XP_023401118.1	NP_072049.2, XP_024308321.1, NP_001230894.1, NP_001346122.1, NP_002115.2, NP_001346123.1, XP_054186788.1, NP_068818.4, XP_011512864.1, NP_002116.2
OG0000434	XP_003413375.1	XP_011526676.1, NP_115960.2
OG0000434	XP_023408079.1, XP_023407639.1	NP_690880.1, NP_038475.2, NP_001257981.1, XP_011526250.1, NP_690881.1
OG0000436	XP_003408581.1	NP_066357.3, NP_000992.1
OG0000437	XP_010584749.1, XP_023398931.1, XP_010584748.1, XP_023398932.1	NP_001305984.1, NP_001305983.1, XP_005259320.1, NP_001007271.1, NP_001007270.1, NP_078983.1
OG0000438	XP_023406785.1	XP_011532818.1, NP_001032410.1, NP_055191.2, NP_001278650.1, NP_001278651.1
OG0000438	XP_023395464.1	NP_001311055.1
OG0000439	XP_003410960.1	NP_001362914.1, NP_001334645.1, NP_001362908.1, NP_000731.1, NP_001362909.1, NP_001362913.1, XP_011542345.1, NP_001362912.1, NP_001362907.1, NP_001362910.1, NP_001362911.1
OG0000440	XP_003408747.1, XP_023402004.1, XP_023402006.1	NP_542397.1, NP_001369357.1, NP_001369356.1, NP_001369358.1, NP_001369353.1, NP_001245201.1, NP_001369352.1, NP_001008726.1, NP_001369354.1, NP_001369355.1, XP_011534685.1
OG0000441	XP_023409199.1	XP_011522610.4
OG0000443	XP_023415561.1	NP_001339038.1, NP_001339039.1, NP_001339037.1, NP_001339029.1, NP_001339040.1, NP_001339041.1, NP_001339042.1, NP_001339045.1, NP_001339046.1, NP_001339044.1, NP_001339048.1, NP_001339047.1, NP_001339033.1, NP_001339036.1, NP_001339034.1, NP_001339035.1, NP_001339032.1, NP_001339030.1, NP_001339031.1, NP_001339028.1, NP_001339026.1, NP_001339022.1, NP_001339021.1, NP_001339023.1, NP_001339025.1, NP_001339024.1, NP_001339020.1, NP_001339043.1, NP_001339027.1, NP_001339019.1, NP_001339017.1, XP_011536846.1, NP_060069.3, NP_001339018.1
OG0000445	XP_003416197.1	XP_005247161.1, NP_001077.2
OG0000445	XP_023411159.1	NP_997248.2
OG0000446	XP_023405736.1, XP_010589797.1, XP_010589798.1, XP_003411703.1	NP_037380.1
OG0000446	XP_023409681.1	NP_061168.2
OG0000447	XP_003412504.1	NP_001431.1, XP_011542742.1
OG0000448	XP_003419204.1, XP_023415029.1	XP_024307976.1, NP_001316465.1, NP_036397.1
OG0000449	XP_003410441.1	NP_296374.1, NP_001306163.1, NP_001306161.1, NP_001306164.1, NP_001306165.1, NP_000986.2
OG0000450	XP_023407463.1, XP_023407462.1, XP_003413003.1, XP_023407461.1	NP_068799.2, NP_001335359.1, NP_001335358.1, NP_001335353.1, NP_001335357.1, NP_001335356.1, NP_001335362.1, NP_001335361.1, NP_001335363.1, NP_001335355.1, NP_001335360.1, NP_001335354.1
OG0000451	XP_003405850.1, XP_023398632.1, XP_010601145.1	NP_004783.2, XP_005247023.1
OG0000452	XP_010593191.1	NP_001034800.1, NP_127491.1, NP_001034801.1
OG0000454	XP_023403218.1, XP_023403219.1, XP_023403220.1, XP_003409615.1	XP_011539698.1, NP_004965.1
OG0000455	XP_003409483.1	NP_000853.1, NP_001315544.1, NP_001159592.1, NP_000189.1
OG0000456	XP_010584723.1	NP_001363622.1, NP_001363608.1, NP_001363607.1, NP_001363604.1, NP_001363611.1, NP_001363615.1, NP_001363618.1, NP_001363620.1, NP_001363621.1, NP_001350606.1, NP_001363619.1, NP_001363617.1, NP_001363614.1, NP_001363610.1, NP_001363609.1, NP_001363616.1, NP_001363605.1, NP_001363606.1, NP_001229721.1, NP_055656.1, NP_001363634.1, NP_001363646.1, NP_001363645.1, NP_001363642.1, NP_001363643.1, NP_001363636.1, NP_001363635.1, NP_001363633.1, NP_001363632.1, NP_001363631.1, NP_001363613.1, NP_001363612.1, NP_001363623.1
OG0000457	XP_023414386.1	XP_006715737.1, NP_001139806.1
OG0000457	XP_003405184.1	NP_001106674.2, NP_001352825.1, NP_954984.1, NP_001106673.1, NP_001106672.1, NP_005585.1, NP_001307122.1, NP_001307123.1
OG0000458	XP_010597810.1	NP_001341632.2, NP_001054.2
OG0000458	XP_003409956.1	NP_001308051.1, NP_002334.2
OG0000459	XP_023396421.1, XP_023396422.1	NP_919412.1, NP_001269122.1, NP_001269121.1, NP_002928.1
OG0000460	XP_003420299.1	NP_001001656.1
OG0000460	XP_023397748.1, XP_003422858.1, XP_010600361.1	NP_001001658.1
OG0000463	XP_023396006.1, XP_023396007.1, XP_010598283.1, XP_023396093.1, XP_023401821.1, XP_023395160.1	NP_849150.3, XP_011543982.1, NP_001076593.1, NP_056482.2, NP_001107013.1, NP_001078921.3, NP_001138668.1, XP_011516173.1, NP_001159609.1, XP_011517004.1, NP_001138596.1, XP_047279795.1, XP_047279687.1
OG0000464	XP_023399900.1	XP_006723508.1, NP_116181.1, NP_001303908.1, NP_001303911.1, NP_001303910.1, NP_001303907.1, NP_001303909.1
OG0000467	XP_023412847.1, XP_003417476.1	XP_006718843.1
OG0000468	XP_010595618.1	NP_001265195.1, NP_001265193.1, NP_001265192.1, XP_011520746.1, NP_001265194.1, NP_001265191.1, NP_055131.2, NP_001265190.1, NP_001265189.1, NP_001035941.1
OG0000469	XP_003414500.1, XP_003414499.1, XP_003414497.1, XP_003414498.1	NP_149021.2, NP_001116859.1, NP_149440.1, NP_001158724.1, XP_016885729.1
OG0000470	XP_023409262.1, XP_010592556.1	NP_008957.1, XP_005257034.1
OG0000471	XP_023400855.1, XP_010586096.1, XP_023400856.1, XP_023400857.1, XP_023400854.1, XP_023400858.1, XP_010586095.1	NP_001290037.1, NP_001290036.1, NP_115718.1, NP_001358162.1, XP_024303469.1
OG0000472	XP_003408467.1	XP_005250918.1, NP_002559.2
OG0000472	XP_023406039.1	NP_001359108.1
OG0000473	XP_003408239.1, XP_010586816.1, XP_010586817.1	NP_775479.1, NP_003024.1, XP_005251082.1
OG0000474	XP_023397367.1	NP_776193.3, NP_001258085.3
OG0000475	XP_010593550.1	NP_001099000.2, XP_011538812.1, NP_001337407.2, NP_001337405.2, NP_001337410.2, NP_001337406.2, NP_006358.2, NP_001337408.2, NP_001337404.2, NP_001337409.2, NP_001317431.2, NP_001337413.2, NP_001337412.2, NP_001337411.2, NP_001337414.2
OG0000476	XP_010590383.1	XP_047282806.1, NP_001171904.1, NP_001171903.1, NP_057307.2
OG0000477	XP_010597316.1	NP_002887.2
OG0000477	XP_003419604.1	NP_113680.1
OG0000478	XP_023414511.1	NP_001333943.1, NP_001333944.1, NP_001333945.1, NP_001333935.1, NP_001333936.1, NP_001333934.1, NP_001333933.1, NP_001333937.1, NP_001333940.1, NP_001333941.1, NP_001333942.1, NP_001333939.1, NP_001333938.1, NP_001333946.1, NP_001333947.1, NP_001333949.1, NP_001333952.1, NP_001333950.1, NP_001333948.1, NP_001333953.1, NP_001333955.1, NP_001333954.1, NP_001333956.1, NP_001333958.1, NP_001333963.1, NP_001333957.1
OG0000479	XP_023411526.1, XP_023397226.1, XP_023397224.1, XP_023397225.1, XP_023397227.1	NP_001093108.1, NP_001093109.1, NP_009076.2, XP_005259271.1
OG0000482	XP_003419417.1	NP_055039.1, NP_001073276.1, NP_001073275.1
OG0000483	XP_023409519.1, XP_010592822.1, XP_023409518.1	NP_005488.2, NP_001073852.1, XP_024306294.1
OG0000484	XP_003408057.1	NP_000988.1
OG0000485	XP_023395766.1	NP_001619.1
OG0000485	XP_010598742.1, XP_023395735.1, XP_003420917.1	XP_047276590.1, NP_064695.3, NP_001354751.1, NP_001354749.1, NP_001074007.2, NP_001354750.1
OG0000486	XP_003416873.1, XP_003416880.1, XP_023411880.1, XP_003416871.1, XP_023411881.1, XP_003416869.1, XP_003416879.1, XP_023411879.1, XP_010594799.1, XP_023411878.1, XP_003416878.2	NP_036484.1, NP_001373033.1, NP_055380.2
OG0000487	XP_023409174.1, XP_003414430.1	NP_001004707.1
OG0000487	XP_003414431.1	NP_001373024.1, NP_036506.1
OG0000488	XP_010584998.1	XP_005266707.1, NP_775828.1
OG0000489	XP_023400414.1	NP_062618.2
OG0000490	XP_023410178.1, XP_023410177.1, XP_023410176.1, XP_023410180.1, XP_023410179.1	NP_001036212.1, NP_005239.1, NP_001036194.1
OG0000491	XP_003403935.1	NP_001107558.1, NP_001357579.1, XP_011512994.1, NP_058625.2, NP_001242952.1
OG0000491	XP_023404198.1	NP_001303938.1
OG0000491	XP_010593637.2	NP_039234.1
OG0000492	XP_003420176.1, XP_003420590.1	NP_004203.2
OG0000492	XP_023408763.1	XP_011520505.1
OG0000493	XP_010594868.1	NP_001093162.1
OG0000494	XP_003418135.1	NP_660151.2, XP_005256314.1
OG0000495	XP_010600109.1, XP_010600110.1, XP_010600111.1	NP_005632.1, NP_001351927.1, NP_001351929.1, NP_001351932.1, NP_001351930.1, NP_001351931.1, NP_001351928.1, NP_647476.1, XP_024302667.1, NP_001177344.1, NP_001351933.1
OG0000496	XP_010592653.1, XP_010594668.2	NP_001121548.1, NP_001381885.1
OG0000497	XP_023394443.1	NP_036556.2, XP_047273868.1, NP_001336575.1, NP_001129610.1, NP_001336576.1, NP_001336597.1, NP_001336590.1, NP_001336589.1, NP_001336599.1, NP_001336588.1, NP_001336591.1, NP_001274149.1, NP_001336594.1, NP_001336595.1, NP_001336596.1, NP_001336598.1, NP_001336592.1, NP_001336593.1, NP_001336600.1, NP_001336587.1, NP_001336586.1, NP_001274150.1, NP_001336582.1, NP_001336579.1, NP_001336580.1, NP_001336581.1, NP_001336601.1, NP_001274147.1, NP_001274148.1, NP_001336583.1, NP_001336577.1, NP_001336578.1
OG0000498	XP_010593050.1	NP_001303937.1, NP_001303936.1, XP_047302515.1, NP_525127.1
OG0000499	XP_023401955.1, XP_023401952.1, XP_003408710.1, XP_023401954.1, XP_023401951.1, XP_023401953.1, XP_010586952.1	NP_689417.1, NP_060413.2, XP_016876880.1
OG0000500	XP_023402269.1, XP_003408870.2, XP_023402270.1	XP_005268167.1, NP_001171147.1, NP_003476.3, NP_001335366.1
OG0000501	XP_023409524.1, XP_003414552.1	NP_001122103.1, XP_011523564.1, NP_001308255.1, NP_001275584.1, NP_001275583.1, NP_079095.3
OG0000502	XP_003405171.1	NP_002466.1, NP_001186558.1
OG0000502	XP_010596254.1	NP_066299.2
OG0000503	XP_023401702.1	NP_001335413.1, NP_001382583.1, NP_001382582.1, NP_001335419.1, NP_001382581.1, NP_001335418.1
OG0000504	XP_010585543.1, XP_003407154.1, XP_010585542.1, XP_010585544.1	NP_005729.1, NP_001032241.1, NP_997625.1, NP_001182325.1
OG0000506	XP_023415465.1, XP_003419541.1, XP_023415461.1, XP_023415463.1, XP_023415458.1, XP_023415459.1, XP_023415462.1, XP_023415464.1	XP_011543123.1
OG0000507	XP_003405916.1	XP_005263726.1, NP_002401.1, NP_001358386.1
OG0000508	XP_003411506.1	NP_001177828.1, NP_001177821.1, NP_077722.1, XP_011527546.1, NP_001177827.1, NP_001177829.1
OG0000509	XP_023411372.1	NP_612380.1, XP_005269281.1, NP_001268358.1
OG0000510	XP_003419071.1	NP_001371238.1, NP_001371241.1, NP_001371240.1, NP_001371242.1, NP_001371232.1, NP_001371239.1, NP_001371236.1, NP_001371233.1, NP_001371234.1, NP_001371235.1, NP_001371237.1, NP_001371226.1, NP_001371228.1, NP_001371231.1, NP_001371230.1, NP_001371229.1, NP_001371227.1, NP_001371225.1, NP_001371223.1, NP_001371221.1, NP_001371222.1, NP_001371224.1, XP_011527760.1, NP_001371214.1, NP_001371216.1, NP_001371220.1, NP_689718.1, NP_001371217.1, NP_001371218.1, NP_001371215.1
OG0000511	XP_003419098.1, XP_003419099.1, XP_003419100.1	NP_001343265.1, NP_006048.1, NP_001343267.1, NP_149360.1, NP_001265579.1, NP_149361.1, NP_001343268.1, NP_149362.2
OG0000512	XP_023398704.1	NP_001334595.1, NP_001334596.1, NP_001334593.1, NP_001104537.1, NP_001334594.1, NP_001334592.1, NP_001096.1
OG0000513	XP_010599679.1, XP_023396918.1	XP_005278166.1, NP_055597.1, NP_808818.1, NP_001269160.1
OG0000515	XP_023394974.1	NP_001191227.1
OG0000515	XP_010598104.1	NP_689650.1
OG0000517	XP_023415641.1	NP_000097.3, XP_016885820.1, XP_016885819.1
OG0000518	XP_023398018.1, XP_003423174.1, XP_003423165.1	NP_001004742.2
OG0000518	XP_010600585.1	NP_001004743.1
OG0000519	XP_023399304.1, XP_023399294.1	XP_011525263.1, NP_002279.2, NP_067154.1
OG0000520	XP_003420821.1	NP_001371513.1, NP_001371512.1, NP_001371511.1, NP_001371516.1, XP_011525359.1, NP_001371521.1, NP_001371523.1, NP_001371522.1, NP_001371520.1, NP_001371519.1, NP_001371514.1, NP_001371515.1, NP_001371517.1, NP_001371518.1, NP_001371509.1, NP_001290543.1, NP_001371510.1, NP_001371497.1, NP_001371504.1, NP_001371505.1, NP_001371507.1, NP_001371506.1, NP_060498.2, NP_001371498.1, NP_001371499.1, NP_001371503.1, NP_001371494.1, NP_001371500.1, NP_001371495.1, NP_001371502.1
OG0000521	XP_010591700.1	XP_016856642.1
OG0000521	XP_010591699.1	NP_001096640.2
OG0000522	XP_003413504.1	NP_001129688.1
OG0000523	XP_003420658.1	NP_001340717.1, NP_001340719.1, NP_001340718.1, NP_001340722.1, NP_001340723.1, NP_001123886.1, NP_001340721.1, NP_001340720.1, NP_005494.2, NP_001340724.1, NP_001366614.1, XP_011519790.1
OG0000524	XP_010585522.1	NP_001264044.1
OG0000524	XP_010595364.1	XP_011523718.1, NP_775899.3
OG0000525	XP_023412495.1	NP_002757.2
OG0000525	XP_023395473.1	NP_001340027.1
OG0000526	XP_003411205.1	NP_660286.1
OG0000527	XP_023411249.1	XP_016862998.1
OG0000527	XP_010591441.2	NP_079382.2
OG0000528	XP_010595126.1	NP_115644.1, XP_016879282.1
OG0000529	XP_023411761.1	NP_001354666.1, NP_001354668.1, NP_001354669.1, NP_001354667.1, NP_001354661.1, NP_001354664.1, NP_001354662.1, NP_055319.1, NP_001354670.1, NP_001354671.1, NP_001354654.1, NP_001354655.1, NP_001354660.1, NP_001354656.1, NP_001354658.1, NP_001354663.1, NP_001273991.1, NP_001354659.1, NP_001354665.1, NP_001354657.1, NP_001273990.1, NP_001354685.1, NP_001354673.1, NP_001354672.1, NP_001354674.1, NP_001354682.1
OG0000530	XP_010596943.1, XP_010596945.1, XP_010596946.1, XP_010596944.1	NP_710148.1
OG0000531	XP_023405000.1, XP_023405001.1, XP_023404999.1, XP_010589288.1, XP_010589289.1, XP_003410919.1	NP_055679.1, NP_001311239.1, NP_001311240.1
OG0000532	XP_023402226.1	NP_001333074.1, XP_047287132.1, NP_037363.1, NP_001333075.1, NP_001333073.1, NP_001333072.1
OG0000533	XP_023402424.1	NP_001374280.1, NP_001337878.1, XP_047287728.1, NP_001337876.1, NP_001337877.1, NP_001154948.1, NP_078791.3
OG0000534	XP_010595299.1, XP_003417339.1	NP_001356318.1, NP_001263218.1, NP_997636.1, NP_001265362.1, NP_997637.1, NP_001356319.1, NP_002725.1, XP_011523286.1
OG0000535	XP_023413032.1	NP_054730.1, NP_659198.1
OG0000536	XP_023413026.1, XP_003417596.1	NP_001362377.1, NP_001362379.1, NP_002149.2, NP_001362374.1, NP_001362375.1, NP_001362372.1, NP_001362376.1, XP_005264340.1, NP_001362380.1, NP_001362381.1, NP_001362371.1, NP_001362373.1, NP_001362378.1
OG0000537	XP_003419931.1, XP_023394475.1	XP_011508202.1, NP_073583.3
OG0000537	XP_003423738.2	NP_060368.2, NP_001304267.1, NP_001317971.1
OG0000537	XP_010597724.1	XP_011507986.1
OG0000538	XP_023406599.1	NP_068780.2
OG0000538	XP_010598873.1	NP_001382143.1
OG0000538	XP_023404483.1	NP_003204.2
OG0000539	XP_023400148.1	XP_016866989.1, NP_004819.2
OG0000539	XP_023402858.1	NP_937796.1
OG0000540	XP_010598587.1	NP_005485.1
OG0000541	XP_023397378.1	NP_958781.1, NP_958780.1, NP_958786.1, NP_958784.1, NP_958785.1, NP_958783.1, NP_000436.2, XP_005251033.1
OG0000542	XP_003407164.1	NP_597680.2, NP_001171546.1, NP_001171547.1, NP_001171548.1, NP_001664.3, NP_001339425.1, NP_899199.2
OG0000543	XP_023403810.1, XP_010588388.1	NP_001094784.1, XP_047276214.1, NP_001349621.1, NP_001349620.1, NP_001094782.1, NP_001094781.1, NP_054739.3
OG0000544	XP_023406849.1	NP_001167595.1
OG0000544	XP_023402606.1	NP_001010917.1
OG0000545	XP_003414833.1	NP_001143.2
OG0000545	XP_003422834.1	NP_001627.2
OG0000546	XP_023400400.1	NP_001308132.1, NP_001308131.1, NP_001308134.1, NP_001308133.1, NP_001337856.1, NP_001337855.1, NP_001358238.1, NP_001308129.1, NP_001337853.1, NP_001337854.1, XP_047276559.1, NP_060694.2, NP_001358245.1, NP_001308127.1, NP_001358236.1, NP_001308128.1, NP_001358240.1, NP_001358243.1, NP_001358241.1, NP_001358244.1, NP_001308126.1, NP_001358237.1, NP_001358242.1, NP_001358239.1, NP_001308130.1, NP_001358246.1, NP_001337857.1, NP_001358247.1
OG0000547	XP_023415503.1, XP_023415295.1	NP_001154945.1, NP_001276987.1, NP_000685.1, NP_001025181.1, NP_001276988.1
OG0000548	XP_010584629.1	NP_001303935.1, NP_808879.2, NP_001303931.1, XP_047299357.1, NP_001303932.1, NP_001303933.1, NP_001303934.1
OG0000550	XP_023414283.1, XP_010596482.1	NP_001272989.1, NP_055303.2
OG0000551	XP_023394750.1	NP_002555.4, NP_788086.3, NP_788085.3
OG0000552	XP_003405746.1, XP_023410689.1, XP_023410686.1	NP_001158218.1, NP_001381027.1, NP_001381025.1, NP_001381031.1, NP_001381028.1, NP_001158220.1, NP_001381023.1, NP_001381026.1, XP_006719090.1, NP_001381030.1, NP_001381029.1, NP_001158219.1, NP_001381024.1
OG0000553	XP_003405772.1	XP_011536248.1, NP_001138353.1, NP_001138355.1, NP_694571.2, NP_001138354.1
OG0000554	XP_023401581.1	NP_000309.2, NP_001073336.2, NP_001165557.2, NP_001165558.2
OG0000555	XP_010586695.1, XP_010586696.1	NP_001165267.1, XP_016868836.1, NP_001165266.1, NP_001165268.1, NP_001177964.1, NP_001165270.1, NP_001165269.1, NP_001177965.1
OG0000556	XP_023403980.1	NP_853648.1, NP_001357297.1, NP_853650.1, NP_001382849.1
OG0000557	XP_010588648.1, XP_010588649.1, XP_003410373.1	XP_005260995.1, NP_001184226.1, NP_002031.2
OG0000558	XP_003416460.1	NP_005310.1
OG0000558	XP_003416464.1	NP_005312.1
OG0000559	XP_010590095.1	NP_001916.1, NP_001917.1, NP_066290.1
OG0000560	XP_003405165.1	NP_001401387.1
OG0000560	XP_003414284.1	NP_004574.2, NP_958842.1, NP_001238968.1
OG0000561	XP_003407366.1	NP_001355927.1, NP_001355924.1, NP_001355926.1, NP_001355931.1, NP_001357602.1, NP_001355933.1, NP_001357598.1, NP_001357599.1, NP_001355934.1, NP_001355932.1, NP_001355935.1, NP_001182179.2, NP_001355929.1, NP_001182183.1, NP_001355930.1, NP_001182177.2, NP_001355925.1, NP_778243.1, NP_001182178.1, NP_001355928.1, NP_001182180.1, NP_778239.2
OG0000562	XP_003412074.1, XP_003412073.1, XP_003412223.1, XP_003412224.1	NP_001004461.1, NP_001003745.1
OG0000563	XP_010600422.2, XP_023398031.1	NP_001005174.1
OG0000564	XP_023412179.1, XP_023412178.1, XP_003416945.1	XP_006721626.1, NP_065950.2, NP_001122305.1
OG0000565	XP_003423446.2, XP_023398278.1	NP_001005165.1
