Orthogroup	Loxodonta_africana	Echinops_telfairi
OG0003463	XP_003420777.1	XP_004702393.1
OG0003464	XP_003412578.1	XP_004696564.1
OG0003465	XP_003412479.2	XP_004696540.1
OG0003466	XP_010590833.1	XP_012859753.1
OG0003467	XP_003415879.1, XP_023410769.1	XP_045142506.1
OG0003468	XP_023397209.1, XP_010599867.1	XP_045145519.1
OG0003470	XP_003411843.1	XP_045150207.1
OG0003471	XP_010590230.1, XP_023406199.1	XP_004696101.1
OG0003472	XP_023406235.1	XP_045142860.1, XP_004696120.1, XP_045142859.1
OG0003473	XP_003413738.1	XP_045142866.1
OG0003474	XP_003413737.1	XP_004696164.1
OG0003475	XP_003409638.1	XP_045147873.1
OG0003476	XP_003409668.1	XP_045139649.1
OG0003477	XP_023403280.1	XP_045139647.1
OG0003478	XP_023409627.1	XP_030743180.1
OG0003479	XP_010587752.1	XP_045151628.1, XP_045151627.1, XP_004716669.1
OG0003480	XP_003409633.1	XP_004699229.2
OG0003481	XP_010585445.1	XP_004708095.1
OG0003482	XP_023400003.1	XP_045142250.1
OG0003483	XP_023400296.1	XP_045144648.1, XP_004702651.1
OG0003484	XP_023406471.1	XP_004708361.1
OG0003485	XP_023406685.1	XP_004708359.1
OG0003486	XP_023406521.1	XP_045146875.1
OG0003487	XP_003421389.1	XP_004714971.1
OG0003488	XP_003412290.1	XP_004708420.1
OG0003489	XP_023398203.1	XP_004717231.1
OG0003490	XP_003422426.1	XP_004717266.2
OG0003491	XP_010600219.1	XP_004713810.1
OG0003492	XP_010597385.2	XP_045153151.1
OG0003493	XP_003416746.1	XP_045154262.1
OG0003494	XP_023411826.1	XP_004703924.1
OG0003495	XP_003416753.1, XP_010594706.1	XP_004703923.1
OG0003496	XP_003405892.1	XP_004703878.1
OG0003497	XP_023403438.1	XP_004715297.1, XP_045153568.1
OG0003499	XP_003409797.1	XP_012860018.2
OG0003500	XP_023403703.1, XP_023403702.1	XP_004702303.1
OG0003501	XP_023403873.1	XP_045153467.1
OG0003502	XP_023407654.1	XP_045146287.1
OG0003503	XP_023408176.1	XP_004716850.1
OG0003504	XP_003413140.2	XP_004716859.1
OG0003505	XP_003421343.2	XP_012860538.1, XP_004714355.1
OG0003506	XP_023396293.1	XP_045146249.1
OG0003506	XP_010599139.1	XP_045146248.1
OG0003507	XP_003421981.1	XP_004714316.1
OG0003508	XP_023396705.1	XP_045156105.1
OG0003509	XP_023409585.1	XP_004714438.1
OG0003510	XP_023410361.1	XP_004713819.1
OG0003511	XP_023394805.1	XP_004708894.1
OG0003512	XP_010597893.1	XP_045149058.1, XP_045149059.1, XP_045149060.1
OG0003513	XP_023394760.1	XP_045149029.1
OG0003514	XP_010597929.1	XP_004708845.1
OG0003515	XP_003412104.1	XP_004717117.1
OG0003516	XP_003412040.1	XP_004711622.1
OG0003517	XP_010590498.1	XP_045146985.1
OG0003518	XP_010590879.1	XP_004708027.1
OG0003518	XP_003412647.1	XP_004707971.1
OG0003519	XP_003414009.1	XP_004718154.2
OG0003520	XP_023408982.1	XP_045139921.1
OG0003521	XP_003411668.1	XP_004715357.1
OG0003522	XP_003409758.1	XP_045150952.1, XP_004708709.2
OG0003523	XP_003415742.1	XP_004708730.1
OG0003524	XP_023410663.1	XP_045153619.1
OG0003525	XP_003411788.1	XP_030742918.2
OG0003526	XP_003411678.1	XP_012863328.1
OG0003527	XP_010589898.1, XP_010589897.1	XP_045151222.1, XP_045150892.1
OG0003528	XP_003411693.1, XP_023405900.1, XP_023405903.1, XP_023405899.1, XP_023405902.1, XP_023405901.1	XP_004697971.1
OG0003529	XP_003411552.1	XP_004697984.1
OG0003530	XP_003411724.1	XP_045151488.1
OG0003532	XP_023406038.1	XP_004698337.1
OG0003533	XP_010590012.1	XP_045151213.1, XP_045151212.1
OG0003534	XP_010590053.1	XP_004698096.1
OG0003535	XP_003411808.1, XP_023406132.1	XP_004698372.1
OG0003536	XP_023394501.1	XP_045151417.1
OG0003537	XP_003419960.1	XP_004717198.1
OG0003540	XP_003414005.1	XP_045149925.1
OG0003541	XP_023410750.1, XP_003415857.1	XP_045142750.1, XP_004696178.1
OG0003542	XP_003415865.1	XP_045142688.1, XP_045142692.1, XP_045142690.1, XP_045142691.1, XP_030740537.1, XP_045142693.1
OG0003543	XP_003412536.1	XP_004707633.1
OG0003544	XP_003417966.1, XP_023413537.1	XP_045151015.1, XP_004701724.1
OG0003545	XP_003417987.1	XP_045151604.1
OG0003546	XP_023396084.1	XP_012862305.1, XP_045150475.1
OG0003548	XP_003419318.1	XP_004709616.1
OG0003549	XP_010597222.1	XP_004718134.2, XP_045152779.1, XP_045152778.1, XP_045152780.1
OG0003550	XP_010597075.2	XP_004701265.2
OG0003551	XP_010597057.1	XP_045139468.1, XP_004715378.1
OG0003552	XP_023415166.1	XP_012863686.1
OG0003553	XP_003410664.1	XP_004710347.1
OG0003554	XP_023404766.1	XP_012862183.1
OG0003555	XP_010589128.1	XP_045151918.1
OG0003556	XP_010593454.1	XP_004713823.1
OG0003557	XP_003405736.1	XP_045144340.1
OG0003558	XP_003405802.1	XP_004711475.1, XP_045143257.1
OG0003559	XP_003405481.1	XP_004711538.1
OG0003561	XP_010587628.2	XP_004701407.4
OG0003563	XP_003409195.1	XP_045147496.1, XP_004701011.1
OG0003564	XP_003409157.1	XP_004701324.1
OG0003565	XP_023415611.1	XP_045147331.1
OG0003566	XP_010597527.1	XP_004701301.1
OG0003567	XP_010597840.2	XP_004697618.1
OG0003568	XP_003408253.2	XP_004697599.1
OG0003569	XP_003418708.1	XP_045143636.1, XP_004712772.1, XP_045143634.1, XP_045143635.1, XP_045143638.1, XP_045143637.1
OG0003570	XP_010596659.1	XP_045143839.1
OG0003571	XP_010596695.1	XP_045142353.1
OG0003572	XP_023394850.1	XP_012861824.1
OG0003573	XP_003420205.1	XP_004709460.1
OG0003574	XP_003420578.2	XP_004696347.1
OG0003575	XP_023414048.1, XP_023414049.1, XP_023414047.1	XP_045142416.1
OG0003576	XP_010596979.1	XP_045140760.1
OG0003577	XP_023396789.1	XP_004697334.1
OG0003578	XP_010588798.1	XP_045140255.1
OG0003579	XP_023404296.1	XP_004703494.1
OG0003580	XP_023409031.1, XP_003414133.1	XP_004703314.1
OG0003581	XP_003414141.1	XP_012859251.1, XP_045140306.1
OG0003582	XP_003414175.1	XP_004703280.1
OG0003583	XP_003414186.1	XP_004703271.1, XP_030740931.1
OG0003585	XP_003413035.2	XP_004706463.1
OG0003586	XP_010591296.1	XP_012862601.1
OG0003587	XP_003412987.1	XP_004712322.1
OG0003588	XP_023407341.1, XP_003412834.1	XP_004713470.1
OG0003589	XP_023411120.1	XP_045153379.1
OG0003590	XP_023396016.1	XP_004717462.1
OG0003591	XP_023398583.1	XP_045150568.1
OG0003592	XP_010601043.1, XP_003406217.1	XP_004701547.1
OG0003593	XP_010600974.1	XP_004701556.1
OG0003594	XP_023398443.1, XP_010600964.1, XP_010600967.1	XP_045151563.1
OG0003595	XP_023398343.1	XP_004701580.1
OG0003596	XP_003406159.1	XP_004701616.1
OG0003597	XP_003406132.1	XP_045152739.1
OG0003598	XP_023403973.1	XP_004700165.1
OG0003599	XP_010597718.1	XP_004700207.1
OG0003600	XP_003419933.1	XP_004699979.1
OG0003601	XP_003415260.1	XP_004706821.1
OG0003602	XP_023409936.1	XP_004716572.1
OG0003603	XP_003410994.1	XP_004699988.1
OG0003605	XP_023396142.1, XP_023396141.1	XP_012863416.1
OG0003607	XP_023397730.1, XP_023397727.1, XP_003422833.1, XP_023397728.1, XP_023397725.1, XP_023397729.1	XP_012864118.1
OG0003608	XP_003416066.1	XP_045146680.1
OG0003609	XP_010596016.1	XP_012862195.1, XP_045146444.1, XP_045144207.1, XP_045153882.1
OG0003610	XP_003418044.1	XP_004713209.1
OG0003611	XP_023407178.1	XP_004715962.2
OG0003612	XP_003412764.1	XP_004715946.1
OG0003613	XP_023409682.1	XP_004710095.2
OG0003614	XP_003414796.1, XP_010592952.1	XP_045151804.1, XP_004713131.1
OG0003615	XP_003421272.1	XP_045141429.1, XP_004715665.1
OG0003616	XP_003421637.1, XP_003421636.1	XP_004698945.1, XP_004698515.1
OG0003617	XP_003405152.1	XP_004700896.1
OG0003618	XP_023402436.1, XP_023398502.1, XP_023413749.1, XP_023397543.1	XP_012860933.1
OG0003619	XP_023409543.1	XP_045140357.1, XP_030744527.1
OG0003620	XP_003418299.2	XP_045139542.1
OG0003621	XP_003420981.1	XP_045143602.1
OG0003622	XP_010598728.1	XP_045144305.1
OG0003631	XP_023402407.1	XP_045143876.1, XP_004698750.1
OG0003632	XP_003410262.1	XP_045153856.1
OG0003633	XP_003414864.1	XP_004710085.1
OG0003634	XP_023412093.1, XP_003416899.1, XP_023412092.1	XP_045149261.1
OG0003635	XP_023412714.1, XP_023412715.1, XP_010595294.1	XP_004709229.1
OG0003636	XP_003420398.1	XP_045152693.1
OG0003638	XP_023396656.1	XP_045147152.1
OG0003639	XP_023411942.1, XP_023409208.1, XP_023409211.1	XP_045155680.1
OG0003640	XP_010590652.2	XP_045142629.1
OG0003641	XP_003404646.1	XP_045140724.1
OG0003642	XP_023412061.1	XP_045149274.1
OG0003643	XP_023402547.1, XP_023401127.1	XP_045145231.1
OG0003644	XP_023398185.1	XP_004714540.1
OG0003646	XP_023398131.1	XP_045153026.1, XP_004701803.1
OG0003647	XP_010587802.1, XP_023403179.1	XP_004699292.1
OG0003648	XP_023412725.1, XP_003417253.1	XP_045155420.1
OG0003649	XP_003412152.1, XP_010590391.1, XP_010590390.1	XP_004708398.1
OG0003650	XP_023402912.1	XP_045139464.1
OG0003651	XP_003422420.1	XP_004717235.1
OG0003652	XP_003407396.1	XP_004706584.1
OG0003653	XP_003404918.1	XP_045140636.1
OG0003654	XP_003408709.1	XP_045143568.1, XP_012859100.1
OG0003655	XP_003416725.1	XP_004711941.1, XP_045146098.1
OG0003656	XP_003417133.1	XP_004704847.1, XP_004704599.1
OG0003658	XP_010595573.1	XP_012859443.1
OG0003659	XP_023411925.1	XP_045149344.1, XP_004712956.1
OG0003660	XP_010599241.1	XP_012863886.1
OG0003661	XP_003409800.2	XP_045145928.1
OG0003662	XP_003408759.2	XP_004698710.1
OG0003663	XP_023413949.1, XP_023413947.1, XP_023413948.1	XP_045139491.1
OG0003664	XP_010593231.1, XP_003415079.1	XP_004706818.1
OG0003665	XP_023406612.1	XP_004711669.1
OG0003666	XP_023415501.1	XP_045153080.1
OG0003667	XP_003406285.1	XP_004710428.1
OG0003668	XP_023410200.1	XP_045140954.1, XP_045155209.1
OG0003669	XP_003412933.1	XP_004713503.1
OG0003670	XP_003418243.1	XP_004712822.2
OG0003671	XP_003422571.1	XP_004706005.1
OG0003672	XP_023414689.1	XP_045141928.1
OG0003673	XP_010588572.2	XP_045154048.1, XP_045154049.1
OG0003674	XP_023405106.1	XP_045153971.1, XP_004700002.1, XP_045153970.1, XP_045153972.1
OG0003675	XP_010596828.1, XP_010596827.1	XP_012861014.2
OG0003676	XP_010597405.1	XP_004713549.1
OG0003677	XP_003415127.2	XP_045154279.1
OG0003678	XP_003421629.2	XP_004698517.1
OG0003679	XP_003423316.3, XP_003423292.2, XP_010600762.2	XP_004714290.1
OG0003680	XP_003421581.1, XP_003421478.1	XP_004717578.1
OG0003681	XP_003423172.1, XP_003423424.1, XP_023398503.1, XP_003423423.2	XP_004714999.1, XP_004715001.1, XP_004714950.1
OG0003683	XP_003412248.1, XP_003412249.1	XP_004716501.1, XP_004716502.1, XP_004716492.1
OG0003684	XP_023397326.1, XP_003418340.1	XP_004716828.1
OG0003685	XP_023413658.1	XP_004713229.1, XP_045154394.1
OG0003688	XP_010598675.1	XP_012863502.1
OG0003690	XP_023399480.1	XP_045152132.1
OG0003691	XP_023399511.1, XP_023399510.1	XP_004703098.1
OG0003692	XP_003406304.1	XP_004703097.1
OG0003693	XP_003406310.2	XP_004703087.1
OG0003694	XP_023399532.1	XP_030743150.1
OG0003695	XP_023402437.1	XP_045150405.1
OG0003696	XP_003404309.2	XP_004702003.1
OG0003697	XP_003419250.1	XP_004701984.1
OG0003698	XP_023415132.1, XP_023415130.1, XP_023415131.1	XP_004702140.1
OG0003699	XP_010597185.1	XP_045150585.1
OG0003700	XP_023400515.1	XP_004713873.1
OG0003701	XP_010598953.1	XP_004714660.1
OG0003702	XP_023399419.1	XP_045148244.1
OG0003703	XP_010586168.1, XP_003407358.1	XP_045145179.1, XP_045143519.1
OG0003704	XP_023399374.1	XP_045148260.1
OG0003705	XP_023399358.1	XP_004715768.1, XP_045148912.1
OG0003706	XP_010585332.1	XP_004715761.1
OG0003707	XP_023399875.1	XP_045148323.1
OG0003708	XP_023399341.1	XP_004715698.1
OG0003709	XP_023399840.1	XP_045148581.1
OG0003711	XP_023398885.1	XP_045148446.1, XP_045148447.1, XP_045148445.1
OG0003712	XP_010584706.1	XP_004710417.1
OG0003713	XP_023411415.1, XP_023411414.1, XP_023411416.1, XP_023411417.1, XP_023411418.1, XP_023411419.1, XP_023411420.1	XP_004704772.1
OG0003714	XP_003423591.2	XP_004698904.2
OG0003715	XP_023410238.1	XP_012860718.1
OG0003717	XP_010588912.1	XP_004702405.1
OG0003718	XP_023401310.1, XP_023401311.1, XP_003408147.1	XP_004703592.1
OG0003719	XP_003416364.1, XP_023411381.1	XP_045149827.1
OG0003720	XP_003415292.1	XP_004705156.1, XP_012859873.1
OG0003721	XP_010593381.2	XP_004705168.2
OG0003722	XP_010593371.1	XP_012864083.2, XP_012860739.1
OG0003724	XP_023401342.1, XP_023401343.1	XP_004703580.1
OG0003725	XP_023408834.1	XP_045152422.1
OG0003726	XP_023408805.1	XP_004709929.1
OG0003727	XP_003413939.2	XP_004709935.1
OG0003728	XP_003413896.1	XP_030740193.1
OG0003730	XP_010589764.1	XP_045145411.1
OG0003732	XP_003411348.1	XP_004703226.1
OG0003734	XP_003420174.1	XP_045140298.1, XP_045145335.1, XP_004709465.1, XP_045147668.1
OG0003735	XP_023405064.1	XP_045153842.1, XP_004712237.1
OG0003736	XP_010593237.1	XP_030743685.1
OG0003737	XP_010587456.1	XP_045147500.1
OG0003738	XP_010587505.1	XP_045147624.1
OG0003739	XP_010587548.1	XP_012859750.1
OG0003740	XP_010591179.1	XP_045140780.1
OG0003741	XP_003404730.1	XP_030744675.1
OG0003742	XP_003404701.2	XP_004696838.1
OG0003743	XP_010590535.1	XP_004696816.1
OG0003744	XP_003404660.1	XP_004697154.1
OG0003745	XP_003418324.2, XP_003418325.1, XP_003418326.1, XP_010596246.1, XP_003418335.2	XP_030742836.1
OG0003746	XP_010595418.1	XP_030742896.1
OG0003747	XP_003417473.1, XP_010595449.1, XP_023412844.1	XP_030740574.2, XP_004714215.1
OG0003749	XP_023413979.1, XP_003418233.1	XP_045139500.1
OG0003750	XP_003418219.1	XP_045139539.1
OG0003751	XP_003418283.1	XP_004712915.2, XP_045139544.1
OG0003752	XP_010593771.1	XP_012861596.1
OG0003753	XP_023412087.1	XP_004716213.1
OG0003754	XP_023412116.1	XP_030742368.2, XP_004716192.1, XP_045142755.1
OG0003755	XP_023412247.1, XP_023412248.1	XP_004709238.1
OG0003756	XP_023395377.1	XP_045149347.1
OG0003757	XP_023405273.1, XP_010589517.1, XP_003411092.1	XP_045147880.1
OG0003758	XP_003411204.1	XP_045147852.1, XP_004699443.1, XP_045147851.1, XP_045147850.1, XP_045147849.1
OG0003759	XP_023405342.1	XP_045147690.1
OG0003760	XP_023407617.1	XP_004705557.2, XP_045145480.1
OG0003761	XP_023407866.1	XP_004705509.1
OG0003762	XP_023407848.1	XP_004705501.1
OG0003763	XP_023413821.1	XP_045149852.1, XP_004704792.2
OG0003764	XP_010596121.1	XP_030742433.1
OG0003765	XP_003416596.1	XP_045140459.1
OG0003766	XP_003422535.2	XP_004705659.1, XP_045141872.1
OG0003767	XP_023397487.1	XP_004705638.1, XP_045139658.1
OG0003768	XP_010594582.2	XP_004705617.1
OG0003770	XP_023411719.1, XP_023411717.1	XP_045141690.1
OG0003771	XP_010594564.1	XP_030744438.2
OG0003772	XP_003418874.1	XP_004706113.1
OG0003773	XP_003418860.1	XP_004705791.1
OG0003774	XP_003417810.1	XP_004712996.1, XP_004704390.1
OG0003775	XP_010595695.1	XP_045140896.1
OG0003776	XP_010595732.1	XP_045139911.1
OG0003777	XP_010596417.1, XP_003418482.1	XP_045148128.1, XP_004699322.1, XP_045148129.1
OG0003778	XP_023414203.1, XP_003418486.1	XP_004699329.1
OG0003779	XP_023414787.1	XP_004706070.1
OG0003780	XP_023404128.1, XP_023404129.1	XP_030743693.1
OG0003781	XP_003415128.2	XP_004714676.1
OG0003782	XP_003421670.1	XP_004698506.1
OG0003783	XP_010588508.1, XP_003410265.1	XP_045153965.1, XP_045153964.1
OG0003784	XP_003410328.1, XP_010588582.1	XP_004699909.2
OG0003785	XP_003419913.1	XP_004699948.1
OG0003786	XP_023404997.1	XP_045153846.1
OG0003787	XP_010589360.1	XP_045153959.1
OG0003788	XP_023409850.1	XP_045154356.1
OG0003789	XP_003415179.2	XP_004714814.3
OG0003790	XP_010585075.1	XP_045152117.1
OG0003791	XP_003408813.1	XP_004698770.1
OG0003792	XP_023396099.1	XP_045140762.1
OG0003793	XP_003408884.1	XP_004698822.1
OG0003794	XP_023401970.1	XP_004698669.2
OG0003795	XP_003408866.1	XP_030740868.1
OG0003796	XP_010587122.1	XP_004698832.1
OG0003797	XP_023412515.1, XP_023412514.1, XP_023394615.1	XP_004709260.2
OG0003798	XP_023412597.1	XP_045155455.1
OG0003799	XP_003417281.1	XP_004709179.2
OG0003801	XP_023412701.1	XP_004709221.2
OG0003802	XP_010592846.1	XP_004707317.1
OG0003803	XP_010592816.1, XP_003414545.1, XP_010592815.1, XP_023409515.1	XP_004707279.1
OG0003804	XP_003414757.1	XP_004707506.1
OG0003805	XP_023409383.1, XP_010592652.2	XP_045155251.1
OG0003806	XP_010592602.1	XP_045155597.1
OG0003807	XP_023409286.1	XP_004707054.1
OG0003808	XP_003416774.1	XP_004706964.1
OG0003809	XP_023411999.1	XP_045155618.1
OG0003810	XP_003417051.1	XP_045149417.1, XP_004716223.1
OG0003811	XP_003412166.2	XP_012861523.2
OG0003811	XP_023398183.1	XP_045145277.1
OG0003812	XP_023395183.1	XP_045145162.1, XP_004714507.2
OG0003813	XP_023400564.1	XP_045144485.1
OG0003814	XP_023400645.1	XP_045144430.1
OG0003815	XP_023400726.1	XP_004716532.1
OG0003816	XP_010585963.2	XP_045152524.1, XP_004712624.1, XP_045152523.1, XP_045152522.1, XP_045152525.1
OG0003817	XP_003407814.1, XP_010585964.1	XP_004712623.1
OG0003818	XP_023413787.1	XP_045146236.1, XP_045146231.1
OG0003819	XP_023414672.1	XP_045146932.1, XP_045146934.1
OG0003820	XP_023395425.1	XP_004700496.1
OG0003821	XP_023395774.1	XP_004713982.1, XP_045145354.1
OG0003822	XP_023415758.1	XP_045146522.1
OG0003823	XP_023408324.1	XP_004704403.1
OG0003824	XP_023408310.1	XP_004704408.1
OG0003825	XP_023408292.1	XP_045150036.1
OG0003826	XP_023415694.1	XP_004700306.1
OG0003828	XP_010588759.1	XP_045141283.1
OG0003829	XP_023401030.1, XP_003407394.1, XP_023401031.1, XP_023401032.1, XP_010586241.1	XP_004706594.1
OG0003830	XP_023400979.1	XP_004712413.1
OG0003831	XP_003407901.1	XP_030743277.1, XP_045154520.1, XP_045155595.1, XP_045144989.1, XP_045142991.1, XP_045147502.1, XP_045142512.1
OG0003832	XP_003407627.1	XP_004711140.1, XP_045152549.1
OG0003833	XP_010586103.1	XP_030743235.2
OG0003834	XP_003407574.1	XP_012859983.1, XP_045152473.1
OG0003835	XP_023400811.1	XP_045152556.1, XP_004712587.1, XP_045152557.1
OG0003836	XP_003403978.2	XP_004710810.1
OG0003837	XP_003404495.1	XP_004696429.1
OG0003838	XP_003422508.1	XP_004717351.1, XP_004711718.1
OG0003839	XP_003422321.1	XP_045148197.1
OG0003840	XP_003421076.1	XP_004717287.1
OG0003842	XP_010585682.1	XP_030742767.2
OG0003843	XP_003404479.1	XP_004696411.1
OG0003844	XP_003404451.2	XP_045150314.1
OG0003845	XP_003422033.1	XP_045150276.1
OG0003846	XP_003408463.1	XP_045143166.1
OG0003847	XP_003408485.2	XP_004697488.1
OG0003850	XP_010599996.1	XP_045142282.1
OG0003851	XP_023410794.1	XP_030744422.1
OG0003852	XP_003414208.2	XP_045140143.1
OG0003853	XP_023400367.1	XP_004707854.2
OG0003854	XP_023400420.1	XP_045144953.1
OG0003855	XP_010585583.1	XP_045144755.1
OG0003857	XP_003406997.1, XP_023400063.1	XP_004708077.1, XP_045142329.1
OG0003858	XP_023415136.1, XP_023400334.1	XP_045144825.1, XP_030743187.1
OG0003859	XP_023396388.1, XP_010599327.2, XP_003421628.2	XP_004698488.1
OG0003861	XP_003411142.1	XP_004699503.1
OG0003862	XP_010593597.1, XP_010593595.1, XP_010593596.1	XP_045147871.1
OG0003863	XP_003405304.1	XP_004700455.1
OG0003864	XP_023394607.1	XP_004716030.1, XP_045145384.1
OG0003865	XP_003417547.1, XP_010595523.1	XP_004708755.1
OG0003866	XP_010596432.1	XP_045151719.1
OG0003867	XP_003413146.1	XP_045146251.1, XP_004704949.1
OG0003868	XP_003420623.1	XP_004713992.2
OG0003869	XP_010600368.1	XP_045144840.1
OG0003870	XP_023403824.1, XP_010588391.1	XP_004702382.1
OG0003871	XP_003410572.1	XP_045145792.1
OG0003872	XP_023406706.1	XP_004696552.1
OG0003874	XP_003422013.1	XP_045139642.1
OG0003875	XP_023406233.1, XP_023406231.1, XP_023406232.1, XP_003411868.1	XP_012859811.3
OG0003876	XP_003411966.1	XP_012859812.1
OG0003877	XP_010594213.1	XP_045142944.1, XP_012862303.1
OG0003878	XP_010594198.1	XP_004699831.1
OG0003879	XP_023412798.1, XP_010595398.1	XP_045143075.1
OG0003880	XP_023395144.1	XP_045139824.1, XP_004708005.1, XP_045139825.1, XP_045139823.1
OG0003881	XP_003420470.1	XP_045139796.1
OG0003882	XP_003413615.1	XP_045142740.1
OG0003883	XP_023403293.1	XP_012859333.1
OG0003884	XP_003409654.1	XP_012863236.1
OG0003885	XP_023396804.1, XP_003422005.1	XP_004717328.1
OG0003886	XP_023403122.1	XP_045151590.1
OG0003887	XP_023403074.1	XP_045151607.1
OG0003888	XP_003423731.1, XP_003422016.2, XP_023396811.1, XP_023396812.1, XP_023396816.1	XP_004717340.2
OG0003889	XP_010585454.1, XP_010585455.1	XP_045142330.1, XP_045142331.1
OG0003890	XP_023400425.1	XP_045144883.1
OG0003891	XP_010585610.1, XP_010585611.1, XP_010585612.1, XP_003407225.1	XP_004702681.1
OG0003892	XP_023400241.1	XP_045144581.1
OG0003893	XP_023406526.1	XP_004708466.1
OG0003894	XP_023406687.1	XP_045146935.1
OG0003895	XP_023397605.1	XP_045153074.1
OG0003896	XP_003419589.1	XP_045153184.1
OG0003897	XP_003419602.1	XP_004713630.1
OG0003898	XP_003419608.1	XP_004713608.1
OG0003899	XP_010597364.1, XP_023415518.1	XP_045153107.1
OG0003900	XP_003419684.1	XP_045153162.1
OG0003900	XP_010597403.1	XP_045153129.1
OG0003901	XP_010597404.1	XP_012862885.1
OG0003902	XP_003419695.1, XP_010588872.1	XP_012861851.1, XP_045150395.1, XP_045153137.1
OG0003903	XP_003419415.1	XP_004714991.1
OG0003904	XP_003419547.1	XP_045153028.1, XP_004714987.1, XP_045153029.1
OG0003905	XP_003410494.1	XP_004712196.1, XP_045142397.1
OG0003906	XP_003406077.2	XP_045143372.1
OG0003907	XP_003405902.1	XP_004703934.1
OG0003908	XP_003410011.1	XP_045140451.1, XP_004718046.2
OG0003909	XP_003422590.1	XP_004717059.1
OG0003910	XP_003409984.1	XP_004702528.1
OG0003911	XP_010588219.1	XP_012859988.1
OG0003912	XP_023403833.1	XP_004702410.1
OG0003913	XP_003409780.1	XP_045146074.1
OG0003914	XP_010588259.1	XP_045145940.1
OG0003915	XP_010588341.1	XP_045146597.1
OG0003916	XP_023403342.1, XP_003410084.1	XP_004702463.1
OG0003917	XP_023403377.1	XP_045145834.1
OG0003918	XP_003410121.1	XP_045153322.1
OG0003919	XP_023407970.1	XP_004705574.1
OG0003920	XP_003413318.1, XP_023408013.1	XP_045155189.1
OG0003921	XP_023408015.1	XP_030743922.1
OG0003922	XP_010591536.1, XP_003413081.1	XP_045155097.1, XP_045155098.1, XP_004697848.1, XP_045155099.1
OG0003923	XP_010599175.1	XP_045146242.1
OG0003924	XP_023396302.1	XP_045146237.1
OG0003925	XP_023396756.1	XP_012863112.2
OG0003926	XP_003418604.1	XP_012861650.1
OG0003927	XP_003412051.2	XP_045146990.1
OG0003928	XP_023406589.1	XP_004711618.2
OG0003929	XP_003412045.1	XP_004711619.1, XP_045146888.1
OG0003930	XP_023406579.1	XP_004711633.1
OG0003931	XP_023407068.1	XP_045145031.1
OG0003932	XP_003412645.1	XP_045143066.1
OG0003933	XP_003409391.1	XP_004704317.1
OG0003934	XP_003414008.1	XP_045139718.1
OG0003936	XP_003414024.1	XP_045139887.1
OG0003937	XP_003414029.1	XP_004704360.1
OG0003939	XP_023410688.1, XP_003415836.1, XP_010593860.1	XP_012860518.1
OG0003940	XP_003420957.1	XP_045153733.1, XP_004716044.1
OG0003941	XP_023394610.1	XP_045153738.1
OG0003942	XP_010597808.1, XP_010597809.1, XP_003420038.1	XP_004716040.1
OG0003943	XP_023411250.1	XP_004712136.1
OG0003944	XP_003416225.1	XP_045143420.1, XP_004712168.1, XP_045143421.1, XP_045143422.1
OG0003945	XP_023405662.1	XP_030742917.2
OG0003946	XP_003411473.1	XP_004697903.1
OG0003947	XP_023405830.1	XP_004697922.1
OG0003948	XP_023405887.1	XP_004697956.1
OG0003949	XP_003411761.1	XP_004698041.1
OG0003950	XP_003411795.1, XP_023406075.1, XP_023406074.1	XP_045151515.1
OG0003951	XP_023394560.1	XP_045151321.1, XP_045151322.1, XP_045151323.1
OG0003952	XP_023394546.1, XP_023400413.1	XP_030743351.2
OG0003953	XP_023396589.1	XP_045152870.1
OG0003954	XP_023408923.1, XP_003414004.1	XP_004715199.1
OG0003955	XP_003414106.1	XP_004715462.1
OG0003956	XP_023408841.1	XP_045149930.1
OG0003956	XP_010592261.1	XP_045149922.1
OG0003957	XP_003414045.1, XP_010592244.1, XP_023408886.1	XP_004714884.1
OG0003958	XP_023408868.1	XP_045149964.1
OG0003959	XP_023406742.1	XP_004707681.1
OG0003960	XP_023406797.1	XP_004707644.1
OG0003962	XP_010597252.1	XP_045152795.1
OG0003963	XP_003419328.1	XP_045152826.1
OG0003964	XP_003419307.1	XP_012860247.1
OG0003965	XP_023415191.1	XP_045152620.1
OG0003966	XP_003419182.1	XP_004716769.1
OG0003967	XP_003419379.1	XP_004716388.1
OG0003968	XP_023404734.1, XP_003410800.1	XP_004710519.1
OG0003969	XP_003410832.2	XP_045151962.1, XP_045151961.1
OG0003970	XP_003410698.1	XP_004708184.1
OG0003971	XP_003410704.1	XP_004708191.1
OG0003972	XP_003410727.1	XP_004717483.1
OG0003974	XP_003405782.1	XP_012862411.1
OG0003975	XP_003405498.2	XP_004711520.1
OG0003977	XP_003408971.1	XP_045139588.1
OG0003978	XP_010587574.1	XP_004715361.1
OG0003979	XP_023402980.1	XP_045147194.1
OG0003980	XP_003409220.1	XP_030741815.1
OG0003982	XP_003409155.1	XP_045147336.1
OG0003983	XP_023415616.1	XP_004700938.1
OG0003984	XP_003408413.1	XP_004697792.2
OG0003985	XP_003408360.1, XP_023401455.1	XP_045147639.1
OG0003986	XP_003421123.1	XP_004697821.1
OG0003987	XP_010586622.1	XP_045141931.1
OG0003988	XP_003408385.1	XP_004697589.1
