Orthogroup	Loxodonta_africana	Saimiri_boliviensis_boliviensis
OG0002534	XP_010600466.1, XP_010600467.1	XP_003942080.1, XP_010328111.1
OG0002535	XP_010586768.1, XP_003408494.1	XP_039335973.1, XP_010341987.1, XP_039320478.1, XP_039320477.1
OG0002536	XP_003422469.1	XP_039320366.1, XP_039320504.1
OG0002537	XP_023396130.1	XP_039320262.1
OG0002538	XP_003406258.1, XP_023398592.1	XP_003921894.1, XP_003921893.1
OG0002539	XP_010585693.1	XP_010341734.1
OG0002540	XP_003407156.1	XP_003938705.1
OG0002541	XP_023400146.1	XP_039328543.1, XP_039328544.1, XP_003938722.1, XP_010347639.1
OG0002542	XP_023400115.1	XP_003935184.1
OG0002543	XP_003407081.1	XP_039328487.1
OG0002544	XP_003407265.1	XP_003921122.1, XP_010342329.1
OG0002545	XP_003415529.1	XP_010346405.2, XP_003937588.2
OG0002547	XP_023410313.1, XP_003415353.1, XP_023410312.1	XP_010346369.1, XP_003937541.1
OG0002548	XP_003415546.1	XP_003937550.2
OG0002549	XP_023410275.1	XP_039330252.1, XP_039330251.1
OG0002550	XP_003405265.1, XP_010597279.1	XP_003927870.1
OG0002551	XP_023395468.1	XP_010338485.2
OG0002552	XP_003405349.1	XP_039331831.1, XP_003929675.2
OG0002553	XP_003405685.1	XP_003929677.1
OG0002554	XP_003417594.1	XP_003928046.1
OG0002555	XP_023414261.1, XP_003418544.1	XP_010336862.2
OG0002557	XP_003412458.1	XP_010346995.1
OG0002558	XP_010590783.1	XP_010330243.1, XP_010330242.1, XP_039317064.1
OG0002559	XP_023406913.1, XP_003412467.1	XP_039317105.1
OG0002560	XP_023406172.1, XP_003411921.2	XP_010348379.1
OG0002561	XP_023406312.1, XP_023406311.1, XP_023406313.1	XP_003941592.1, XP_010350620.1
OG0002562	XP_023411066.1, XP_010594184.1, XP_003416137.1, XP_010594182.1, XP_023411065.1, XP_010594181.1, XP_010594185.1	XP_003926839.1
OG0002563	XP_003420454.2	XP_010328669.1
OG0002564	XP_023408567.1	XP_010331720.1
OG0002565	XP_003409557.1	XP_010328069.1, XP_010328066.1, XP_010328071.1, XP_010328070.1, XP_003942035.1, XP_010328068.1
OG0002566	XP_010587958.1	XP_003942021.1
OG0002567	XP_003409530.1	XP_010328027.1
OG0002568	XP_023415535.1	XP_010333910.1, XP_003920272.1
OG0002570	XP_010597293.1	XP_003941229.2
OG0002571	XP_003419626.1	XP_003937774.1, XP_010346654.1
OG0002572	XP_003419687.1	XP_003920300.1
OG0002573	XP_003419527.1, XP_010597415.1	XP_039327339.1, XP_039327343.1, XP_039327342.1, XP_039327341.1, XP_039327338.1, XP_039327429.1
OG0002574	XP_003409827.1	XP_039334671.1, XP_003927180.1
OG0002575	XP_003409873.1	XP_010329247.1, XP_010329246.1, XP_010329248.1, XP_003943159.1, XP_010329245.1
OG0002576	XP_023407628.1	XP_010328438.1
OG0002578	XP_023397561.1	XP_039322987.1
OG0002579	XP_023397548.1	XP_039321961.1
OG0002580	XP_003420073.1	XP_010329106.2
OG0002581	XP_010590553.1	XP_003919860.1
OG0002582	XP_023406995.1	XP_010328392.1
OG0002583	XP_003412663.1	XP_003942259.1
OG0002584	XP_003409661.1	XP_003928251.1
OG0002585	XP_010590100.2	XP_003942972.1, XP_003942974.2, XP_003942973.1
OG0002586	XP_003411661.1	XP_039335733.1, XP_003942968.1, XP_039335732.1
OG0002587	XP_010593825.1	XP_003930965.1
OG0002588	XP_010598772.1	XP_039336166.1
OG0002589	XP_023411197.1	XP_039336102.1
OG0002590	XP_003416208.1	XP_039336113.1, XP_039336112.1, XP_039336111.1, XP_039336114.1
OG0002591	XP_023405786.1	XP_039335541.1
OG0002592	XP_023405918.1	XP_010340999.1
OG0002593	XP_023405919.1	XP_003932108.2
OG0002594	XP_023405695.1	XP_039335250.1
OG0002595	XP_003411566.2, XP_023405941.1	XP_010340972.1, XP_010340971.1, XP_003932078.1
OG0002596	XP_003411774.1	XP_003936454.1
OG0002597	XP_003411798.1	XP_010345229.1
OG0002598	XP_003419961.1	XP_003932665.1
OG0002599	XP_023396580.1	XP_039335684.1
OG0002600	XP_003421832.2	XP_003932728.1
OG0002601	XP_003421808.1	XP_039335459.1, XP_039335460.1, XP_039335458.1, XP_039335461.1
OG0002602	XP_023402990.1	XP_039329182.1
OG0002603	XP_003414048.2	XP_003944300.1, XP_039329242.1
OG0002606	XP_003412525.1	XP_039316991.1
OG0002607	XP_023395012.1	XP_039327837.1
OG0002608	XP_023395069.1	XP_039327927.1, XP_039327926.1
OG0002609	XP_003419406.1	XP_010341194.1
OG0002610	XP_003419143.2	XP_039318257.1, XP_039318256.1
OG0002611	XP_010597073.1	XP_039318428.1, XP_039318430.1, XP_039318429.1
OG0002613	XP_010597056.1	XP_039318338.1
OG0002614	XP_003419103.1	XP_010347428.1, XP_010347430.1, XP_010347429.1, XP_003938470.1, XP_010347431.1
OG0002615	XP_023414984.1	XP_039318405.1
OG0002617	XP_023415103.1	XP_003938575.1
OG0002618	XP_023415152.1	XP_039318325.1
OG0002619	XP_023415171.1, XP_023415168.1, XP_023415169.1, XP_023415170.1	XP_039318290.1
OG0002620	XP_003410803.1	XP_003942745.2
OG0002621	XP_003410826.1	XP_010328328.1, XP_003942229.1
OG0002622	XP_003405423.1	XP_039328139.1, XP_039328140.1
OG0002623	XP_023411114.1	XP_003926701.1
OG0002624	XP_023411239.1, XP_010594241.1, XP_003405773.1, XP_010594235.1	XP_010350573.1
OG0002627	XP_003409279.1	XP_010331572.1, XP_003922433.1, XP_003922434.1
OG0002628	XP_003409020.1	XP_003922332.1, XP_010331461.1
OG0002629	XP_003409217.1	XP_039321087.1
OG0002630	XP_010587263.1, XP_003409151.1, XP_010587264.1, XP_023402443.1, XP_010587262.1, XP_023402442.1	XP_003922207.1
OG0002631	XP_003408451.1	XP_003938797.1, XP_010347686.1
OG0002632	XP_010589648.1	XP_039324000.1, XP_039324001.1, XP_039323999.1
OG0002633	XP_003418375.1	XP_039324629.1
OG0002634	XP_003418407.1	XP_003940946.1, XP_010349930.1, XP_039324801.1
OG0002635	XP_003413879.1	XP_010329133.1
OG0002636	XP_023404225.1	XP_039336425.1
OG0002637	XP_023408990.1	XP_039324535.1
OG0002638	XP_023407253.1	XP_039333616.1, XP_003941685.1
OG0002639	XP_010591199.1	XP_039335511.1, XP_039317929.1, XP_039317930.1, XP_039317928.1
OG0002640	XP_003408138.1	XP_003932545.2
OG0002641	XP_003422820.1	XP_003932570.2
OG0002642	XP_010591277.1	XP_039334723.1, XP_039334722.1, XP_039334721.1
OG0002643	XP_010595851.1	XP_003927435.2
OG0002644	XP_010598983.1	XP_003944853.2, XP_003944854.2, XP_039318551.1
OG0002645	XP_023398695.1	XP_039325614.1
OG0002646	XP_023398630.1	XP_039325920.1
OG0002647	XP_003406253.1	XP_010350043.2
OG0002648	XP_010600826.1	XP_039325972.1
OG0002649	XP_023398265.1	XP_010334755.2
OG0002650	XP_010600781.2	XP_010334737.2, XP_010334736.2, XP_010334738.2
OG0002651	XP_023397396.1	XP_003925605.2
OG0002652	XP_003415005.1	XP_003937931.2
OG0002653	XP_010588531.1	XP_010347206.2
OG0002654	XP_023404934.1	XP_039315907.1
OG0002655	XP_023407158.1	XP_003936892.1
OG0002656	XP_010591005.1	XP_003936887.1, XP_010345644.1
OG0002657	XP_003412810.1	XP_003936918.1
OG0002659	XP_003414888.1, XP_003414804.1	XP_003931155.2, XP_003931226.3
OG0002660	XP_003415995.1	XP_039323320.1, XP_003924137.1
OG0002661	XP_023413733.1	XP_010333116.2
OG0002662	XP_010598220.1	XP_003943746.1
OG0002663	XP_003412731.2	XP_010342895.2, XP_003943123.1
OG0002664	XP_003412784.1, XP_010591032.1, XP_023407220.1	XP_039316387.1
OG0002665	XP_023409598.1	XP_003931170.1, XP_039320036.1
OG0002666	XP_023396514.1	XP_010330107.1
OG0002667	XP_003407109.1	XP_003927451.2, XP_039318051.1
OG0002668	XP_023409013.1, XP_023409014.1, XP_023409012.1	XP_003924061.1
OG0002669	XP_010586299.1, XP_010586300.1	XP_039330608.1
OG0002670	XP_003422552.2	XP_010343042.1
OG0002671	XP_003413170.1, XP_023407679.1, XP_023407677.1	XP_010343806.1
OG0002676	XP_010586758.1	XP_039320484.1
OG0002677	XP_003416401.1	XP_003943566.1
OG0002678	XP_010593769.1	XP_003923755.1
OG0002679	XP_023396027.1	XP_003944788.1, XP_003944760.1
OG0002680	XP_003406426.1	XP_039319753.1, XP_010333825.1
OG0002681	XP_010588223.1	XP_003926182.1
OG0002682	XP_010588045.1	XP_010345332.1, XP_010345331.1
OG0002683	XP_003417444.1	XP_010328639.1
OG0002684	XP_010594717.1	XP_010340492.1
OG0002685	XP_023410993.1	XP_003920361.1
OG0002686	XP_023411086.1	XP_010335772.1
OG0002687	XP_003410443.2	XP_010338439.1
OG0002688	XP_010592130.1	XP_003921666.1
OG0002689	XP_023410503.1	XP_003926604.1, XP_039317611.1
OG0002690	XP_010584815.1	XP_039322276.1, XP_010349351.1
OG0002691	XP_010584816.1	XP_010349350.1, XP_039322807.1
OG0002692	XP_010587690.2	XP_003928249.1
OG0002693	XP_003414124.1	XP_003929592.1
OG0002694	XP_010594704.1	XP_010341449.1, XP_003931613.2
OG0002695	XP_003409589.1	XP_003933445.1
OG0002696	XP_010596376.1	XP_039324615.1
OG0002697	XP_023410126.1, XP_023410125.1	XP_003934917.1
OG0002698	XP_010590189.2, NP_001272954.1, XP_023406137.1	NP_001272867.1, XP_039329512.1
OG0002699	XP_010598347.1, XP_010598346.1	XP_039325103.1, XP_039320018.1, XP_003940786.2
OG0002700	XP_003415061.1	XP_003938035.1
OG0002701	XP_010597287.1, XP_010597288.1	XP_003941218.2
OG0002702	XP_023395934.1	XP_003923221.1
OG0002703	XP_023403192.1	XP_003933294.1, XP_003933295.1, XP_003933297.1, XP_010342107.1
OG0002704	XP_003405087.1	XP_010348305.2
OG0002704	XP_010595193.2	XP_003939244.2
OG0002705	XP_010601065.1, XP_010601062.1	XP_003940882.1, XP_010349878.1
OG0002707	XP_003422694.1, XP_010600682.1	XP_010335814.2
OG0002709	XP_010596244.1	XP_003923621.1
OG0002710	XP_010598424.1	XP_003929971.1
OG0002710	XP_010598439.2	XP_010338824.1
OG0002711	XP_010599234.1	XP_003923431.3
OG0002712	XP_010601033.1, XP_003418709.1	XP_003935827.1
OG0002714	XP_003415279.2	XP_039327165.1
OG0002715	XP_023414276.1	XP_003932451.1, XP_039323563.1, XP_010341277.1, XP_039323562.1
OG0002716	XP_023398968.1	XP_003940505.2
OG0002717	XP_023399515.1, XP_003406318.1	XP_010335055.2
OG0002718	XP_023399544.1, XP_003406761.1	XP_003926103.1
OG0002719	XP_010585176.1, XP_010585178.1, XP_010585177.1, XP_023399779.1, XP_003406442.1	XP_003924930.1
OG0002720	XP_003404065.1	XP_003932489.1
OG0002721	XP_003404023.1	XP_039323845.1
OG0002722	XP_003419262.1	XP_039323550.1
OG0002723	XP_023395194.1	XP_010344471.1
OG0002724	XP_003406905.1	XP_010330263.1
OG0002725	XP_023399009.1	XP_003940402.1
OG0002726	XP_003406572.1	XP_003940509.3
OG0002727	XP_003406504.1	XP_039322421.1
OG0002728	XP_023398908.1	XP_003944575.1
OG0002729	XP_003406448.1	XP_010329370.1
OG0002731	XP_023404658.1	XP_003930688.1
OG0002732	XP_023405365.1	XP_039324181.1, XP_039324177.1
OG0002733	XP_023407748.1	XP_003934968.2
OG0002734	XP_023407755.1	XP_039330366.1
OG0002735	XP_003413499.1	XP_039329556.1
OG0002736	XP_003405036.1	XP_010338659.2
OG0002737	XP_003405027.1	XP_003920813.1, XP_039320883.1, XP_039320941.1, XP_010338813.1, XP_039320857.1, XP_039326580.1, XP_039320582.1
OG0002738	XP_010586521.1	XP_003920891.1, XP_003920890.1
OG0002739	XP_023408800.1	XP_039335804.1
OG0002740	XP_010589757.1	XP_039324267.1
OG0002742	XP_010589657.1	XP_039324509.1, XP_039324512.1, XP_039324508.1, XP_039324510.1, XP_039324511.1
OG0002743	XP_010589748.1	XP_010343467.2
OG0002744	XP_023402969.1	XP_039334262.1, XP_039334263.1
OG0002745	XP_023402794.1, XP_003409356.1	XP_003928696.1
OG0002746	XP_003409341.1	XP_010337616.1
OG0002747	XP_003404659.1	XP_039326214.1, XP_039326213.1
OG0002748	XP_003407946.1	XP_003925944.1, XP_010334950.1
OG0002749	XP_023413125.1	XP_003928784.1, XP_039333714.1
OG0002751	XP_023413915.1	XP_039327036.1
OG0002752	XP_023402275.1	XP_003920363.1, XP_039324560.1
OG0002753	XP_003420705.1	XP_010338235.2, XP_010338236.2
OG0002754	XP_003411094.1	XP_010346510.1, XP_010346517.1
OG0002755	XP_023408264.1	XP_003927963.1
OG0002756	XP_003418145.1	XP_003938125.1, XP_010346969.1, XP_010346970.1, XP_010346968.1
OG0002757	XP_023413761.1	XP_039333443.1
OG0002757	XP_023398362.1	XP_039321166.1
OG0002758	XP_023397493.1	XP_003945271.1
OG0002759	XP_003411158.1	XP_039329612.1
OG0002760	XP_010594527.1	XP_039316341.1, XP_039316342.1
OG0002761	XP_023411669.1	XP_010329924.1
OG0002762	XP_023414782.1	XP_039334088.1, XP_039334089.1, XP_039334086.1, XP_039334090.1, XP_039334091.1, XP_039334085.1
OG0002763	XP_003417759.1	XP_003928803.1
OG0002764	XP_023413049.1	XP_010337492.1, XP_003928553.1
OG0002765	XP_010595711.1, XP_010595712.1, XP_010595713.1	XP_003928454.1
OG0002766	XP_023413074.1	XP_010337316.1, XP_003928427.1
OG0002767	XP_003409618.1	XP_010342320.1
OG0002768	XP_010587974.1	XP_003933477.1
OG0002769	XP_003409595.1	XP_003933455.1
OG0002771	XP_003410279.2	XP_010347187.1
OG0002772	XP_010588495.1, XP_003410251.1	XP_010347294.2, XP_039322831.1
OG0002773	XP_023410038.1	XP_010337012.1
OG0002774	XP_003415197.1	XP_010346755.2, XP_010346756.2
OG0002775	XP_003415167.1	XP_003937830.1
OG0002776	XP_023409788.1	XP_010346671.2
OG0002777	XP_023399653.1, XP_023399654.1, XP_010585071.2, XP_010585073.1	XP_003924782.2
OG0002778	XP_003406409.1, XP_023399714.1	XP_010333816.1, XP_003924834.1, XP_010333817.1, XP_010333815.1
OG0002779	XP_003408755.1	XP_039322488.1, XP_003924280.1, XP_010333273.1
OG0002780	XP_023401893.1	XP_010339422.1
OG0002781	XP_010586954.1	XP_039324656.1
OG0002782	XP_023402007.1	XP_003924473.1
OG0002783	XP_003408836.1	XP_003924635.1
OG0002784	XP_010587069.2	XP_003924634.1
OG0002785	XP_003408865.1	XP_010348884.2
OG0002786	XP_003408901.1, XP_023402305.1, XP_023402306.1	XP_039324639.1
OG0002787	XP_023402426.1	XP_010337779.2
OG0002788	XP_003420594.1	XP_003945053.2, XP_010331326.2, XP_039318885.1
OG0002789	XP_003417255.1	XP_003931852.2
OG0002790	XP_023397213.1	XP_039318329.1
OG0002791	XP_010594749.2	XP_039332216.1
OG0002792	XP_003417035.1	XP_039331650.1
OG0002793	XP_003407793.1	XP_003940686.1
OG0002794	XP_023412504.1	XP_039332507.1
OG0002795	XP_003408170.1, XP_003407160.1	XP_039329256.1, XP_003921303.1, XP_039321281.1, XP_039326054.1
OG0002796	XP_023413036.1	XP_010348241.1, XP_010348242.1, XP_010348240.1, XP_010348243.1, XP_010348244.1
OG0002797	XP_010596405.1	XP_003945090.1
OG0002798	XP_010597608.1	XP_003932878.1
OG0002799	XP_023415748.1	XP_010341720.1
OG0002800	XP_010597639.2, XP_023415766.1	XP_010341806.1
OG0002801	XP_023408340.1	XP_003941356.2
OG0002802	XP_003417638.1	XP_003926798.1
OG0002803	XP_010595544.2	XP_010331869.1, XP_010331871.1, XP_010331872.1, XP_010331873.1, XP_010331870.1, XP_010331868.1
OG0002804	XP_023408482.1	XP_003922718.2
OG0002805	XP_023408518.1	XP_003922694.1, XP_039330969.1
OG0002806	XP_010589244.1	XP_039328060.1
OG0002807	XP_003407342.1	XP_003943844.1
OG0002808	XP_003407868.1	XP_003925306.1
OG0002809	XP_010585346.1	XP_039322464.1
OG0002810	XP_023400005.1	XP_010332447.1
OG0002811	XP_023399910.1	XP_010332135.1
OG0002812	XP_003404375.1	XP_039323847.1
OG0002813	XP_023399044.1	XP_010344735.2
OG0002814	XP_003407314.1, XP_023400372.1	XP_039328942.1
OG0002815	XP_003406974.1	XP_003935219.1
OG0002816	XP_023400072.1	XP_039318100.1
OG0002817	XP_010593501.1, XP_010593500.1	XP_003937564.1
OG0002818	XP_003411137.1	XP_039330502.1
OG0002819	XP_003411232.1	XP_039330242.1, XP_010347535.1
OG0002820	XP_010588873.2	XP_039334415.1
OG0002821	XP_023406145.1	XP_039317078.1
OG0002822	XP_023394916.1	XP_039328607.1, XP_039328606.1
OG0002823	XP_003412561.1	XP_010328543.1, XP_010328544.1, XP_003942445.1
OG0002824	XP_010590166.1	XP_039323547.1, XP_003929173.2, XP_039325086.1, XP_039317920.1, XP_039331408.1
OG0002825	XP_003411923.2	XP_039336563.1, XP_039336561.1
OG0002826	XP_010590276.1	XP_039336277.1, XP_039336283.1, XP_039336273.1
OG0002827	XP_023411036.1	XP_039318853.1, XP_039318851.1
OG0002828	XP_023403258.1	XP_010342347.1
OG0002829	XP_023403234.1, XP_010587871.1	XP_039316920.1
OG0002830	XP_003411981.1	XP_039318590.1, XP_039318593.1
OG0002831	XP_010585451.1	XP_039317967.1
OG0002833	XP_023415291.1, XP_003419435.1, XP_023415292.1, XP_023415293.1	XP_039327345.1
OG0002834	XP_023415413.1	XP_010346534.1
OG0002835	XP_010588167.1, XP_010588166.1	XP_010335305.1, XP_003926317.1
OG0002836	XP_023403807.1	XP_003940256.1
OG0002838	XP_010588142.1	XP_003926345.2
OG0002839	XP_023403528.1	XP_039333563.1
OG0002840	XP_010591500.1, XP_003413560.1	XP_010328485.1, XP_003942366.1
OG0002841	XP_003413314.1	XP_010328445.1
OG0002842	XP_003413151.1	XP_003938981.1
OG0002843	XP_023396236.1	XP_003938958.2
OG0002845	XP_023397028.1	XP_003938837.1
OG0002846	XP_003422575.1	XP_039321485.1
OG0002847	XP_010596481.1, XP_010596480.1, XP_023414282.1, XP_010596479.1	XP_010343918.1
OG0002848	XP_023414277.1	XP_003935093.1
OG0002849	XP_010590489.1	XP_003919964.1
OG0002850	XP_010593848.1	XP_003936092.2
OG0002851	XP_003415787.1	XP_010333956.1, XP_010333957.1, XP_003924981.1, XP_039336052.1
OG0002852	XP_023405822.1, XP_023405821.1, XP_010589854.1, XP_023405823.1, XP_023405820.1	XP_003941127.1, XP_010350115.1, XP_003941126.1
OG0002853	XP_023405852.1	XP_010350084.1
OG0002854	XP_023396600.1, XP_003421815.1	XP_039335204.1
OG0002855	XP_003421822.2	XP_010341540.1, XP_010341537.1, XP_010341536.1, XP_003932731.1, XP_010341538.1, XP_010341542.1, XP_010341543.1, XP_010341539.1
OG0002856	XP_003415858.1	XP_039335124.1, XP_039335123.1
OG0002857	XP_023413593.1	XP_010334535.1, XP_003925512.1
OG0002858	XP_010595942.1	XP_010334509.1
OG0002859	XP_023413485.1	XP_039325875.1
OG0002860	XP_023395055.1	XP_003932308.1
OG0002861	XP_010597256.1	XP_003932268.1
OG0002862	XP_010597221.1, XP_003419414.1, XP_023415199.1	XP_010341204.1, XP_003932330.1, XP_010341206.1, XP_039327699.1
OG0002863	XP_003419208.1	XP_039318273.1, XP_039318271.1, XP_039318272.1
OG0002864	XP_003419110.1	XP_003938489.1
OG0002865	XP_003409075.1	XP_003943477.1
OG0002866	XP_023404862.1	XP_003944982.1
OG0002868	XP_023404812.1	XP_003942216.2
OG0002869	XP_010589142.1	XP_003944903.1, XP_003944902.1
OG0002870	XP_023411498.1	XP_003941489.1, XP_003941490.1
OG0002871	XP_010587617.1	XP_003922398.2
OG0002872	XP_023402612.1	XP_003922377.1
OG0002873	XP_023402553.1	XP_010331443.1, XP_010331442.1, XP_003922308.1
OG0002874	XP_003409199.1	XP_039321093.1
OG0002875	XP_003409172.1	XP_010331305.2
OG0002876	XP_010597574.1	XP_039321318.1, XP_039321317.1, XP_039321319.1
OG0002877	XP_003408414.1, XP_010586677.1	XP_003940221.1
OG0002878	XP_010592052.1, XP_023408678.1	XP_039324866.1, XP_003944830.1
OG0002879	XP_010596648.1, XP_010596647.1	XP_039318856.1, XP_039318854.1, XP_039318855.1, XP_039318852.1
OG0002880	XP_003418736.1	XP_010337862.2
OG0002881	XP_010596688.1	XP_003928990.2
OG0002882	XP_010592046.2	XP_039324673.1
OG0002883	XP_003420697.1, XP_003420698.1	XP_003927683.1
OG0002884	XP_023409006.1	XP_003929593.1
OG0002885	XP_010592415.2	XP_003924001.1
OG0002886	XP_003421794.1	XP_039320016.1
OG0002887	XP_023414832.1, XP_010596916.1, XP_010596917.1	XP_010348325.1, XP_039333572.1
OG0002888	XP_003412988.1	XP_010335258.1, XP_010335256.1
OG0002889	XP_003412984.1	XP_039333072.1
OG0002890	XP_023411259.1, XP_003416279.1	XP_003926968.1
OG0002891	XP_010600571.1, XP_010600569.1, XP_003406143.1	XP_010334695.1
OG0002892	XP_010599951.1	XP_010334540.1, XP_003925519.1, XP_039325727.1
OG0002893	XP_003410310.1	XP_039321932.1
OG0002894	XP_003410995.1	XP_003930378.1, XP_039319403.1
OG0002895	XP_003415075.1	XP_003943444.1
OG0002896	XP_010593218.1	XP_010329550.1
OG0002897	XP_023409989.1	XP_010329547.1
OG0002898	XP_003412756.1	XP_003936888.1, XP_010345646.1
OG0002899	XP_023396966.1, XP_010599674.1	XP_010330494.1
OG0002901	XP_023394896.1, XP_003420230.1, XP_023394899.1, XP_023394897.1, XP_023394900.1	XP_003924115.1
OG0002902	XP_010596053.1	XP_003924093.1
OG0002903	XP_003418028.1	XP_003924079.1
OG0002904	XP_023413639.1	XP_003939609.1
OG0002905	XP_010592979.1, XP_003414840.1	XP_010344619.1, XP_003935879.1, XP_003935878.1
OG0002906	XP_003420546.1	XP_039320015.1
OG0002907	XP_010599693.1	XP_039320066.1
OG0002908	XP_023404508.1	XP_039334516.1
OG0002909	XP_003417307.1	XP_010340716.1, XP_010340717.1, XP_039332960.1, XP_003931777.1
OG0002913	XP_023400348.1	XP_003921108.1
OG0002914	XP_003410905.1, XP_023404982.1	XP_039316039.1
OG0002915	XP_010584819.2	XP_039322805.1
OG0002916	XP_003408475.1, XP_010586741.1	XP_039320703.1
OG0002917	XP_010598461.1	XP_039335873.1
OG0002918	XP_010588525.1	XP_003938346.1
OG0002919	XP_003418594.2	XP_039322579.1, XP_039333664.1, XP_039318215.1
OG0002920	XP_010586411.1	XP_039324960.1
OG0002921	XP_003413027.1	XP_039333396.1
OG0002922	XP_003422001.1	XP_003944436.1, XP_010330610.1
OG0002923	XP_010598818.1, XP_003420995.1, XP_023395847.1, XP_023395846.1	XP_010333344.1
OG0002924	XP_023398527.1, XP_023396291.1, XP_023396441.1, XP_023396470.1	XP_039322893.1
OG0002925	XP_023404893.1, XP_023397932.1, XP_023397939.1, XP_010600520.2, XP_023398356.1, XP_023404892.1	XP_003934549.1
OG0002926	XP_010598876.1	XP_010332364.1, XP_039323344.1
OG0002927	XP_023401522.1	XP_003942951.1
OG0002928	XP_010595231.1	XP_010340542.1, NP_001266914.1
OG0002929	XP_003414701.2	XP_039328815.1
OG0002930	XP_023415267.1	XP_039328239.1
OG0002931	XP_003405378.1, XP_023395632.1	XP_003934560.1
OG0002933	XP_023396872.1	XP_039319407.1
OG0002934	XP_023400473.1	XP_003941185.1, XP_039330719.1, XP_010350177.1, XP_039330718.1
OG0002935	XP_003410032.2	XP_039334912.1, XP_039334910.1, XP_039334911.1, XP_003927162.1
OG0002937	XP_003413715.1	XP_039319288.1, XP_039327281.1, XP_039318849.1, XP_039324391.1
OG0002938	XP_023415421.1	XP_003937688.1
OG0002939	XP_003419796.1	XP_039319964.1, XP_039328613.1, XP_039334670.1, XP_039318970.1, XP_039327067.1
OG0002940	XP_003420800.1	XP_010346238.1, XP_010346237.1, XP_010346239.1
OG0002941	XP_003418227.1	XP_003923664.2
OG0002942	XP_003408681.1	XP_039325289.1
OG0002943	XP_023415028.1	XP_039323236.1, XP_039323807.1
OG0002944	XP_003415855.1	XP_039335029.1
OG0002945	XP_003415776.1	XP_039316701.1
OG0002946	XP_003411478.1	XP_039335479.1
OG0002947	XP_003405680.1	XP_010338527.1
OG0002948	XP_023405570.1	XP_010336446.1
OG0002949	XP_010600806.2, XP_023397820.1	XP_003923863.2
OG0002950	XP_003415037.1, XP_023409716.1	XP_010346827.2
OG0002951	XP_003421029.1, XP_023395829.1, XP_003421028.2	XP_010333373.2
OG0002955	XP_003404076.1	XP_003932452.1
OG0002956	XP_010585030.1	XP_010335094.1
OG0002957	XP_010585797.1	XP_010339626.1
OG0002958	XP_003407447.1	XP_039317361.1
OG0002959	XP_023396383.1	XP_039330569.1, XP_039330568.1, XP_039330570.1, XP_039330567.1
OG0002960	XP_010598949.1, XP_003421141.1, XP_023395994.1	XP_010347103.1
OG0002961	XP_010585340.1	XP_039322938.1
OG0002962	XP_010585338.2	XP_039322327.1, XP_039322328.1
OG0002963	XP_023399874.1, XP_023399873.1	XP_003944111.2, XP_039322683.1, XP_039323981.1
OG0002964	XP_023399249.1	XP_039321703.1
OG0002965	XP_023399095.1	XP_003944290.2
OG0002966	XP_010585277.1	XP_010349420.1, XP_003940448.1
OG0002967	XP_010584847.1	XP_039322371.1
OG0002968	XP_023399014.1	XP_010349356.1
OG0002969	XP_003406883.2	XP_003940357.1
OG0002970	XP_023398962.1	XP_003940336.1
OG0002971	XP_003420840.1	XP_003943234.2, XP_039321585.1, XP_010329355.2
OG0002972	XP_010598653.2	XP_039321836.1
OG0002973	XP_023395695.1	XP_003943221.1
OG0002974	XP_023395608.1	XP_003943188.1
OG0002976	XP_023397235.1	XP_039321878.1
OG0002976	XP_023397255.1	XP_010346359.2
OG0002977	XP_003416373.1	XP_003937373.1, XP_003937374.1
OG0002978	XP_003416375.1	XP_039321428.1, XP_010335057.1
OG0002979	XP_010594424.1	XP_039322662.1
OG0002980	XP_023400361.1	XP_039323791.1
OG0002981	XP_023404578.1	XP_010347369.2, XP_039334466.1
OG0002982	XP_010589049.1	XP_003939078.1
OG0002983	XP_003410564.1, XP_023404519.1	XP_039334869.1
OG0002984	XP_010586482.1, XP_003408115.1, XP_023401276.1	XP_003925840.1
OG0002985	XP_010589589.1	XP_039331557.1
OG0002986	XP_023401293.1	XP_039334619.1
OG0002987	XP_023411311.1	XP_039332056.1
OG0002988	XP_010594443.2	XP_003937307.2
OG0002989	XP_010593491.1	XP_010346413.1
OG0002990	XP_023410254.1	XP_010346436.1
OG0002991	XP_010593411.2	XP_003934857.1
OG0002992	XP_023410135.1, XP_010593389.1	XP_039329473.1, XP_010343739.1, XP_003934900.1, XP_039329472.1
OG0002993	XP_003413214.1	XP_039329568.1, XP_003936072.1, XP_010344820.1, XP_039329569.1
OG0002994	XP_010588975.1	XP_039334612.1
OG0002995	XP_003408175.1	XP_003920832.1
OG0002996	XP_010598511.1	XP_039335968.1
OG0002997	XP_023408787.1	XP_039336019.1, XP_039336018.1
OG0002998	XP_023408789.1	XP_010347983.1
OG0002999	XP_003413924.1	XP_010347873.2, XP_039335816.1, XP_010347865.2, XP_010347853.2
OG0003000	XP_003411325.1	XP_003927498.1
OG0003001	XP_003411324.1	XP_003927496.1
OG0003002	XP_023405436.1	XP_003934734.2
OG0003003	XP_003411408.1	XP_039318446.1, XP_010343587.1, XP_010343589.1
OG0003004	XP_003411315.1	XP_003934720.1
OG0003005	XP_003413893.1	XP_039325194.1
OG0003006	XP_010590621.1	XP_039316488.1, XP_039322283.1
OG0003007	XP_023402744.1	XP_039334420.1
