Orthogroup	Mus_musculus	Rattus_norvegicus
OG0001508	NP_001318041.1	NP_114178.1
OG0001508	NP_001318043.1	NP_113919.2, XP_006246591.1
OG0001509	NP_062376.2, NP_919302.1, NP_443717.1, NP_443718.1, XP_011248950.1	XP_017445118.1, NP_113836.2
OG0001510	NP_001334955.1	XP_038944225.1, NP_001100554.1
OG0001511	XP_006530768.1, NP_032383.1, NP_001241676.1	NP_037261.1, NP_001388064.1
OG0001512	NP_031922.1, XP_036014029.1	NP_612518.2, XP_006235356.1
OG0001513	NP_034792.1	NP_001004021.1, XP_063124802.1
OG0001513	NP_032495.2	NP_001004022.1
OG0001514	NP_058030.1	NP_001099489.1, XP_001070681.6, XP_006237271.1, XP_003751869.1, XP_006251449.1, NP_073165.1
OG0001515	NP_061299.3, XP_006519355.1	NP_598277.2
OG0001516	NP_001345478.1	XP_006241058.3, NP_073194.1
OG0001517	NP_667000.1	NP_001000629.1
OG0001517	NP_666983.2	NP_001000642.1
OG0001518	NP_667331.1, NP_667329.2	NP_001001283.1, NP_001000161.1, NP_001000162.1
OG0001519	NP_667094.2	NP_001000819.2
OG0001519	XP_017168883.1, NP_667093.2	NP_001000435.1
OG0001519	NP_666960.2	XP_038938795.1, NP_001001120.1, XP_038938796.1, XP_063122025.1, NP_001000436.1
OG0001520	NP_666449.2	NP_999998.1, NP_999997.1, NP_001002291.1
OG0001520	NP_035129.2	NP_999999.1, XP_006246238.1
OG0001521	NP_666437.2	NP_001000122.1
OG0001521	NP_997504.1	NP_001000123.1
OG0001522	NP_001103786.2, NP_001013787.1, NP_001172102.1, NP_001093656.1	XP_234948.1, XP_038956618.1, XP_063136677.1, XP_063120456.1, XP_578644.4
OG0001523	NP_036102.2, NP_001129562.1, NP_001390118.1	NP_001099607.1, XP_063133258.1
OG0001524	XP_006525587.1, NP_722489.1	XP_063133380.1, NP_001007689.1
OG0001525	XP_006527285.1	NP_037350.2
OG0001526	XP_006540376.1, NP_001366229.1, NP_001366228.1, NP_001366227.1, NP_001013030.1	NP_001102374.1, XP_006228255.1
OG0001527	NP_001407137.1	NP_542426.1
OG0001527	NP_542375.1, NP_001186230.1, XP_011247022.1	NP_542424.1, XP_038941020.1
OG0001528	NP_031541.1, NP_001288769.1, XP_006527816.1	XP_006257121.1, NP_058913.1
OG0001528	XP_006540047.1, NP_001004153.2	NP_001020810.1, XP_006228084.2
OG0001529	NP_001106170.1	NP_446362.1, XP_063124376.1
OG0001529	NP_035311.1	NP_446363.1
OG0001530	NP_001345775.1, XP_006539992.1, NP_775606.1	NP_001020849.1, XP_006228476.1
OG0001531	XP_036013454.1	NP_001401845.1
OG0001531	NP_001025048.2	NP_001414099.1
OG0001532	NP_033826.2, NP_001292748.1, XP_030097875.1, NP_001292773.1, NP_001292772.1	NP_001257613.1, NP_001257611.1, NP_620183.2, NP_001257612.1, NP_001257610.1
OG0001533	NP_056611.2	NP_001013082.2, XP_038960050.1
OG0001533	XP_006539925.1	XP_038943161.1, NP_001103961.2
OG0001534	XP_017173462.1, NP_001344400.1, NP_001344402.1, NP_001344399.1, NP_080696.1, NP_001344401.1	NP_001014170.1
OG0001535	NP_080773.1	NP_001102480.1, XP_006245650.1
OG0001536	NP_001124540.1, NP_001124541.1, NP_849247.3	NP_001102010.1, XP_038958431.1
OG0001537	NP_877583.1, NP_001116252.1, XP_011249134.1, NP_083928.1	XP_006229442.1, NP_001034095.1
OG0001538	NP_001363929.1	NP_001100715.2
OG0001539	XP_030103276.1, NP_082382.1, NP_001289468.1, NP_001289467.1	NP_001020900.1
OG0001540	NP_035393.2, XP_006534905.1	XP_006250911.1, NP_113976.2
OG0001541	NP_034447.1	NP_001387299.1
OG0001541	NP_001289926.1	XP_008770146.1
OG0001542	NP_001333564.1	NP_036651.1, XP_008759674.1
OG0001542	NP_001411390.1	XP_008768708.1
OG0001543	XP_006519324.1, NP_001303677.1, NP_666040.1	NP_001162598.1
OG0001544	NP_001345964.1	XP_006246185.1
OG0001544	NP_034380.1	NP_899155.1
OG0001545	NP_766626.1, NP_001344586.1, NP_001344585.2	NP_001014111.1
OG0001546	XP_011240669.1, NP_081238.2, NP_001158046.1	NP_001101591.1, XP_006242536.1
OG0001547	NP_001349622.1	NP_112643.1, XP_063126031.1
OG0001548	NP_001344889.1, XP_006532992.1, NP_001344894.1, NP_808286.2	NP_001019405.1, XP_017452591.1
OG0001549	NP_001004143.2	NP_001178573.1
OG0001549	NP_062334.2	NP_001388057.1
OG0001550	NP_001391014.1, NP_001273151.1, NP_001391010.1, NP_001391011.1, NP_081972.2, NP_001391009.1, NP_001034170.1, NP_001273152.1, NP_001391013.1	NP_001124484.1
OG0001550	NP_001273150.1, XP_030109639.1	XP_017448862.1
OG0001551	XP_006539139.1, NP_062715.2	XP_063144438.1, NP_113929.1
OG0001551	XP_017175793.1	NP_001380621.1, XP_038967504.1
OG0001552	NP_080011.1	NP_955794.1
OG0001553	NP_001355315.1	XP_038953660.1, NP_001100891.1
OG0001554	NP_001344746.1, XP_006508261.1, NP_001272836.1, NP_081629.1, NP_001272834.1, NP_001272835.1	NP_001099767.1, XP_063142306.1
OG0001555	NP_001390491.1, NP_663562.1, NP_001347740.1, XP_036008449.1	NP_671476.1, XP_017444131.1
OG0001556	XP_006497325.1, NP_058547.2	NP_001102329.1
OG0001557	XP_030099002.1	NP_001160050.1
OG0001557	NP_034050.1	NP_001020303.1, XP_017444928.1
OG0001558	NP_570960.2	NP_579843.2, XP_063128053.1
OG0001558	NP_033924.2	NP_058812.1
OG0001559	NP_075616.2	NP_001269254.1
OG0001560	NP_001276418.1, NP_001276416.1, NP_001276417.1, NP_083083.3, XP_006516352.1	NP_001100229.1, XP_006240635.1
OG0001561	NP_001346255.1, NP_001346256.1, NP_001346254.1, NP_659079.1	XP_008766200.1, NP_001020138.1
OG0001562	NP_001243450.1, NP_001243451.1	XP_006233752.1, NP_001119767.1
OG0001563	NP_758464.2	NP_001414236.1, XP_038948796.1
OG0001564	NP_001334424.1	XP_008765882.1, NP_434685.1
OG0001564	NP_038772.1	XP_038943110.1, NP_001386387.1
OG0001565	NP_001349614.1	NP_112400.1
OG0001565	NP_062642.1	NP_001013955.1
OG0001566	XP_006538250.1, NP_082413.2, NP_001139396.1, NP_001139397.1	XP_038966169.1, NP_001102134.1
OG0001567	NP_001093922.1, XP_006524037.1	XP_063122916.1, NP_001100358.1
OG0001568	XP_006511367.1, NP_001157252.1, NP_064371.2	NP_620241.1
OG0001569	XP_036010385.1, NP_001177973.1	NP_001414562.1, XP_063122208.1
OG0001570	NP_064373.1	NP_001166810.1
OG0001570	NP_766095.1	NP_001376179.1
OG0001571	NP_001346887.2	XP_063121634.1
OG0001572	NP_001317685.1, NP_001317686.1, NP_001317684.1, NP_079747.1, XP_006538226.1	NP_001188304.1, NP_001346807.1, NP_001188303.1, XP_006238049.1
OG0001573	NP_001129161.1, XP_006520964.1, NP_001398786.1, NP_001398787.1, NP_001129160.1	NP_001128311.1
OG0001573	NP_001398785.1, NP_035967.1	XP_063119340.1
OG0001574	NP_038951.1	XP_063119903.1, NP_001124032.1
OG0001575	NP_808229.1	XP_006250951.1, NP_001178525.1
OG0001575	NP_035799.1	NP_001160048.1, XP_063127513.1, XP_038956131.1
OG0001576	NP_001398735.1, NP_001398734.1, NP_001398733.1, NP_001398732.1, NP_001351525.1, NP_001351524.1, NP_001075147.1, NP_001398731.1	NP_001102695.1
OG0001576	NP_001398740.1, XP_006505211.1, NP_001398739.1, NP_001398738.1, NP_001398742.1, NP_001398737.1, NP_001398741.1	XP_038964031.1
OG0001577	XP_006498620.2	XP_038953143.2, XP_006234448.1
OG0001577	NP_001157112.1	NP_114473.2
OG0001578	NP_077782.1	XP_063144051.1, NP_001034081.1
OG0001578	NP_001034087.1	NP_001034083.1
OG0001579	NP_082610.1, NP_081467.2	NP_001100245.1, XP_006241259.1
OG0001580	NP_780617.2, XP_006505389.1	XP_063143014.1, XP_006236457.1, XP_063143013.1
OG0001581	NP_001334030.1	XP_006236337.1, NP_001019496.1
OG0001582	NP_001078886.1, NP_001078885.1, NP_001342676.1, NP_001342675.1, XP_011239752.1, NP_001078884.1, NP_065614.2	NP_001019498.1, XP_006236493.1
OG0001583	XP_006535838.1, NP_067445.3, NP_001276686.1	NP_001381954.1, XP_006235915.1
OG0001584	XP_017173066.1, NP_857632.4, NP_001390142.1	NP_001102170.1, XP_063118114.1
OG0001585	NP_001344246.1, NP_001344245.1, NP_569054.2, XP_006509341.1	NP_942086.2, XP_063131665.1
OG0001586	NP_082426.1	NP_001101480.1
OG0001587	NP_001398021.1, NP_001398019.1, NP_001398020.1, NP_064298.1	NP_001013934.1
OG0001588	NP_001365339.1	NP_976078.1
OG0001589	NP_001171275.1	XP_063142583.1, NP_001099783.1
OG0001590	NP_001342554.1, NP_001104319.1, NP_780390.3, NP_001077279.1, XP_036018489.1	NP_001073619.1, XP_006234709.1
OG0001591	NP_694766.1, NP_001411642.1	XP_038960856.1, NP_001386441.1
OG0001592	NP_084113.1, NP_001343483.1, NP_001137155.1	XP_006234743.1, NP_942073.2
OG0001593	NP_598601.1	NP_001009599.1
OG0001594	NP_001277747.1	NP_036908.2
OG0001594	NP_796052.2	XP_038945037.1, NP_037029.2
OG0001595	XP_030110934.1	NP_001029303.1, XP_038963306.1
OG0001596	NP_766045.2	NP_001102204.1
OG0001597	NP_001278114.1, NP_001408055.1, NP_001408052.1, NP_035627.1, NP_001408053.1, NP_001408054.1	XP_006235737.1, NP_695208.2
OG0001598	NP_001186413.1	NP_001014228.1
OG0001599	NP_001278283.1, NP_001398914.1, NP_031517.2, XP_006507325.1, NP_001398919.1, NP_001398918.1, NP_001398917.1, NP_001398921.1, NP_001398920.1, NP_001398916.1, NP_001398915.1	NP_001013057.1, XP_006229907.1
OG0001600	NP_084066.2, NP_001405756.1, NP_001405755.1, NP_001405762.1, NP_001405759.1, NP_001405761.1, NP_001405758.1, NP_001405760.1	NP_001020152.1
OG0001600	NP_001405757.1	XP_006234748.1
OG0001601	NP_082564.3, NP_001103612.1	XP_006257551.1, NP_001100421.1
OG0001601	NP_666319.2	NP_001120773.1, XP_063131645.1
OG0001602	NP_001350384.1, NP_862902.1	NP_001100799.1, NP_001406018.1
OG0001603	NP_001344491.1, XP_006512103.1, NP_001344490.1, NP_695019.1, NP_001344489.1	XP_038937740.1, NP_001102256.1
OG0001604	NP_001273437.1, NP_038755.1	XP_006244094.1, NP_001020876.1
OG0001605	XP_011241139.1, NP_001028356.1	NP_001410589.1, XP_006243606.1
OG0001605	XP_006510920.1, NP_032906.2, NP_001182013.1	XP_063121641.1
OG0001605	NP_001397382.1, NP_035766.2	NP_001410588.1
OG0001606	NP_001276559.1, NP_001342617.1, NP_083260.1, NP_001276560.1	NP_001009655.1, XP_006235182.1
OG0001607	NP_001135418.1	NP_001008354.1
OG0001608	NP_001349695.1, NP_001349697.1, NP_001349696.1, XP_006498907.1, NP_001349698.1, NP_001349694.1, NP_001349692.1, NP_573505.2	XP_006235393.1
OG0001608	NP_001278044.1, NP_001349693.1, NP_001278043.1	NP_001013225.1
OG0001609	NP_001342355.1	NP_598266.1, XP_063139111.1
OG0001610	NP_001342409.1	NP_001380604.1
OG0001610	XP_006517233.1	NP_001013162.2, XP_063144456.1
OG0001611	NP_001129545.1, NP_035029.2, NP_001278098.1, NP_001278097.1, NP_001278103.1, NP_001278104.1, NP_001278099.1, NP_001278106.1, XP_036015206.1, NP_001278107.1, NP_001278102.1	XP_017447288.1, NP_001101275.1
OG0001613	NP_001350374.1, NP_001350373.1, NP_032278.1, NP_001350372.1	XP_038948739.1, NP_001316810.1, NP_058883.1, XP_017455541.1
OG0001614	NP_081360.1, XP_006529921.1	XP_063123999.1, XP_063123988.1, XP_063124000.1, XP_063124003.1, XP_063124002.1, XP_063123991.1, XP_063123993.1, XP_063123992.1, XP_063124001.1, XP_063123989.1, XP_063123997.1, XP_063123996.1, XP_063123994.1, XP_063123987.1, XP_063123995.1, XP_063123998.1, XP_038940627.1
OG0001615	NP_032655.1	XP_063127158.1, NP_683688.1
OG0001616	NP_001346869.1	XP_006249560.1, NP_001119745.1
OG0001617	NP_783627.2, NP_001139398.1, NP_001139399.1, XP_006506297.1	NP_001014081.1, XP_008761507.1
OG0001618	NP_001397307.1, NP_001397304.1, NP_001397306.1, NP_001397305.1, XP_036021876.1, NP_001397300.1, NP_035531.3	NP_001399481.1
OG0001619	XP_011239890.1, NP_796196.3	NP_001100097.2, XP_038963394.1
OG0001620	NP_081328.2, NP_001344989.1, NP_001344987.1, XP_006521413.1, NP_001344988.1	XP_008763885.1, NP_570104.1
OG0001621	NP_001390483.1, NP_001001884.1, XP_006521185.1	XP_038935254.1, NP_001258298.1
OG0001622	NP_001074599.2, XP_030103646.1	XP_038950198.1, NP_001382038.1
OG0001623	XP_017176986.1, NP_919320.1	XP_038963795.1, NP_001094221.1
OG0001624	NP_001361643.1	XP_008768318.1
OG0001624	NP_001158211.1	NP_001395846.1
OG0001625	XP_006522645.1, NP_766409.2	NP_001014000.2, XP_017453465.1
OG0001626	NP_038779.2, XP_017172511.1, NP_001348218.1, NP_001344021.1	NP_001099341.1, XP_006248572.1
OG0001627	NP_080139.3, XP_006501980.1	XP_006232546.1, NP_001102415.1
OG0001628	NP_001349586.1	XP_063118848.1, XP_063118849.1, XP_063118845.1, XP_063118847.1, XP_063118846.1, XP_008760187.1, NP_001386910.1
OG0001629	NP_659131.2	XP_063123263.1, NP_001014124.1
OG0001630	NP_067287.1, XP_011236865.1, NP_001185990.1, NP_001185989.1	XP_017452009.1, NP_955442.1, NP_001380798.1, NP_001380797.1
OG0001631	XP_006496604.1, NP_081253.1, NP_001343193.1	NP_954543.1, XP_006245288.1
OG0001632	NP_001317978.1	NP_001178661.1, XP_006256896.1
OG0001634	NP_001390564.1, NP_001390563.1, XP_006528450.1, NP_001258738.1, NP_001258739.1	NP_001258157.1, XP_038955661.1
OG0001635	XP_011249294.1	XP_017457884.1
OG0001635	NP_001258378.1, NP_001258377.1, NP_666063.1, NP_001258376.1, NP_001258379.1, NP_001258380.1	NP_001413977.1
OG0001636	NP_084415.1	XP_003752124.1
OG0001637	NP_113556.2	XP_038956008.1, NP_001103004.1
OG0001637	NP_001258503.1, NP_083203.2	XP_006253084.1, NP_001099550.1
OG0001638	NP_001011774.1, NP_001011852.2	NP_001000300.1
OG0001638	NP_666799.1	XP_063140382.1, NP_001001125.1
OG0001639	XP_017175121.1, NP_001159440.1	XP_063137890.1, NP_001399483.1, NP_001178637.1
OG0001639	XP_006501534.1, NP_997130.2	NP_001178890.1, XP_063138839.1
OG0001640	NP_001258513.1, XP_011238225.1	NP_077075.1
OG0001640	NP_001258514.1	XP_008760766.1
OG0001641	XP_030102319.1, NP_001365432.1, NP_001365430.1, NP_001365433.1, NP_001365431.1	XP_038943114.1
OG0001641	NP_001345210.1	XP_006246374.1, NP_001017472.1
OG0001642	XP_006520585.1, NP_032556.1, NP_001258348.1, NP_001258375.1, NP_034868.1, NP_001258347.1, NP_001258345.1, NP_001258346.1, NP_001365170.1, NP_001365169.1, NP_001402926.1, NP_001238985.1, NP_001344934.1, NP_065244.2, XP_030104339.1, NP_001358034.1, NP_001361159.1, NP_001297367.1	XP_017450736.1, NP_640350.1, NP_001121571.1, XP_038935722.1, NP_064488.1, XP_038935702.1, NP_001107264.1
OG0001643	NP_071875.2	NP_001101989.1
OG0001643	XP_006527569.1, NP_001361062.1	NP_001414580.1
OG0001645	NP_032832.2	NP_001099494.1
OG0001645	NP_666198.1	NP_001100856.1
OG0001646	NP_031945.1	XP_063143222.1, NP_036685.1
OG0001646	NP_291090.2	NP_036684.1, XP_063119047.1
OG0001647	NP_034431.1	NP_112295.2
OG0001647	NP_032165.3	NP_112298.2
OG0001648	NP_001400560.1, NP_001093579.1, NP_001093580.1	XP_006240159.1, NP_446323.1
OG0001649	NP_034623.1	NP_037099.1, XP_063121017.1
OG0001650	NP_666212.3	NP_062001.2
OG0001650	NP_035034.2	NP_036739.2
OG0001651	NP_001185752.1	NP_062161.1
OG0001652	NP_001343890.1, NP_001398697.1, XP_011243833.1, NP_033244.2	NP_598206.1, XP_063119017.1
OG0001653	NP_034113.1	NP_599161.2
OG0001653	NP_032463.1	NP_113858.1, XP_038944991.1
OG0001654	XP_006521792.1, NP_038831.2	NP_001296567.1, NP_058692.1, XP_063126342.1
OG0001655	XP_006523803.1, NP_034911.3	NP_062053.2
OG0001656	NP_001394961.1, NP_001394960.1, NP_001394962.1, NP_001074613.2, NP_001171373.1	XP_008768453.1
OG0001657	NP_001001453.1	NP_001020321.1
OG0001657	NP_851792.1	NP_001074374.1
OG0001658	NP_733486.2, NP_083673.3	NP_001396020.1, NP_001032746.1
OG0001659	NP_001349637.1, NP_780609.4, NP_001349636.1	NP_001098100.1, XP_006254328.1
OG0001660	NP_766473.1	NP_942022.2
OG0001660	NP_780641.2	XP_002728014.2
OG0001661	NP_001300887.1	XP_006247371.1, NP_001008752.1, XP_063125643.1, NP_001008750.1
OG0001661	NP_058654.1	NP_001008751.1
OG0001662	NP_032244.2, NP_001077424.1	NP_037228.1, NP_001007723.1, NP_001013875.1
OG0001663	XP_030106750.1, NP_666209.1	NP_598219.2, XP_063129656.1
OG0001664	NP_666863.1	NP_001000844.1
OG0001664	NP_667199.1	NP_001000846.1
OG0001665	NP_001011517.2	NP_001000640.1
OG0001666	NP_666791.1	NP_001000296.1, NP_001000934.1
OG0001667	XP_011238480.1, NP_067492.2, NP_001139473.1, NP_001342639.1	NP_113900.1
OG0001668	NP_001107805.1	NP_001107802.1
OG0001668	XP_006512612.1, NP_058672.1	NP_058707.2, XP_017444266.1
OG0001669	NP_001153414.1, NP_001028425.1, XP_006512502.1	XP_063129369.1, NP_001177928.1
OG0001670	NP_001182366.1, XP_036010812.1	XP_038938594.1
OG0001670	XP_006517423.2, NP_001182364.1	NP_001387851.1
OG0001671	NP_081161.1, NP_001347659.1, NP_001347662.1	NP_001102376.1
OG0001671	NP_001347660.1	XP_063125089.1
OG0001672	NP_001277370.1, XP_030098287.1, NP_001277371.1, NP_001277369.1	NP_001395736.1, NP_001395735.1
OG0001672	NP_001277367.1	XP_038956726.1, NP_001395733.1, NP_001395734.1
OG0001674	NP_079641.1, NP_001158201.1	NP_001386294.1
OG0001675	NP_001406075.1, NP_001028377.1	NP_001100959.1, XP_038967287.1
OG0001676	NP_001399573.1, NP_032514.1, NP_001123625.1, NP_001399576.1, NP_001399578.1, NP_001399577.1, NP_001399572.1, NP_001123624.1	NP_067726.3
OG0001676	NP_001399571.1, NP_001123623.1, NP_001399569.1, NP_001399570.1, NP_001399575.1, NP_001399574.1, XP_006539628.1, NP_001123622.1	XP_038944861.1
OG0001677	XP_036009485.1, NP_001135393.1	XP_006228688.1, NP_001121166.1
OG0001678	XP_006502722.1, NP_001005506.2, NP_001186624.1	XP_006239034.1, NP_001121105.1
OG0001679	NP_001347080.1, NP_444338.2	XP_038958961.1, NP_071614.1, XP_063136674.1
OG0001680	NP_032274.1	NP_001103077.1
OG0001681	NP_083830.3, NP_001404827.1, NP_001404826.1, NP_001404828.1, NP_001404829.1	NP_001017500.1, XP_038948218.1
OG0001682	NP_001277638.1	XP_006246179.1
OG0001682	XP_030097945.1	XP_006230524.1
OG0001683	XP_006534165.1, NP_081225.1, NP_001343406.1, NP_001350015.1, NP_001350013.1, NP_001350014.1	NP_001008383.1, XP_006246454.1
OG0001684	NP_001392180.1, NP_067314.2, NP_001392175.1, NP_001392179.1, NP_001392177.1, XP_036011047.1, NP_001392176.1, NP_001392178.1	NP_059054.2, XP_006242853.1
OG0001685	NP_084038.1	NP_001385891.1, NP_001385890.1
OG0001686	NP_038823.2, XP_036010936.1	XP_038934107.1, XP_063133710.1, XP_038949903.1, NP_997681.2
OG0001687	NP_081888.1	XP_063144656.1
OG0001688	NP_663525.1	NP_955415.1
OG0001689	NP_001269666.1	NP_001094006.1
OG0001689	NP_079840.2	NP_001178034.1
OG0001690	NP_081239.1, XP_030109620.1, NP_001343251.1	NP_001013259.1, XP_006239496.1
OG0001691	XP_006531566.1, NP_084428.1	XP_006255604.1, NP_445968.3
OG0001692	NP_001159866.1, NP_083164.1, XP_017168480.1	XP_063134360.1, NP_001037757.1
OG0001693	NP_848716.2	NP_001009700.1
OG0001694	NP_001156820.1, NP_597995.1, NP_001156822.1, NP_001156821.1	XP_017446265.1
OG0001694	NP_109624.1	NP_001099935.1
OG0001695	NP_033968.2	NP_001028856.1
OG0001695	NP_033969.2	NP_001014250.1, XP_063125597.1
OG0001696	NP_031951.2, XP_011239157.1	XP_063127139.1, NP_036854.1
OG0001697	NP_683734.2, XP_006504397.1	NP_446074.2
OG0001698	NP_001407651.1	NP_001101801.2
OG0001699	NP_082655.1	NP_001013141.1, XP_006248938.1
OG0001700	XP_006515659.1	NP_001101526.1, XP_038968325.1
OG0001700	NP_064327.1	NP_001012020.1
OG0001701	NP_032663.1, NP_001407087.1, NP_001343514.1, NP_001343512.1, NP_001343513.1	NP_476461.1, XP_006248973.1
OG0001702	NP_032205.2	XP_063136320.1, NP_001102789.1
OG0001702	NP_666178.2	XP_017452485.1, NP_001003978.1
OG0001703	NP_067386.3	XP_008766630.1
OG0001703	NP_796349.1	NP_598264.2, XP_038941050.1
OG0001704	XP_036014149.1, NP_034448.2	NP_077353.1
OG0001705	NP_001344376.1, NP_067534.2, NP_001344377.1, XP_036017118.1	NP_892000.1, XP_006254526.1
OG0001706	NP_080287.1	NP_001019503.1, XP_038964126.1
OG0001706	NP_081099.1	NP_001102541.1
OG0001707	NP_034908.1, XP_006497297.1	XP_008768071.1, NP_062063.1
OG0001708	XP_036009808.1	XP_213926.5
OG0001708	NP_083035.1	NP_001292088.1
OG0001709	NP_001398434.1, NP_038929.2	XP_006232769.1, NP_001128049.1
OG0001710	NP_997534.2	NP_062220.2
OG0001711	NP_001348129.1, NP_001153876.1, NP_038842.3	NP_077349.1, XP_038953064.1
OG0001712	NP_081391.1, NP_001038948.1	XP_038943780.1, NP_001406434.1, NP_001406432.1, NP_001406435.1, NP_001406433.1
OG0001712	NP_001347471.1	NP_001388591.1
OG0001713	NP_001346221.1, NP_001346163.1, NP_082299.1	NP_001032291.1, XP_038968691.1
OG0001714	NP_079665.1	NP_001119554.1
OG0001715	NP_001191059.1, NP_064343.1, NP_001191058.1, XP_036012760.1	XP_063125313.1, NP_001007676.1
OG0001716	NP_056622.1	XP_038940922.1, NP_001258118.1
OG0001716	NP_598790.1	NP_001386507.1
OG0001716	NP_001405279.1	XP_038941328.1
OG0001717	NP_808445.2, NP_001348522.1, XP_017170063.1	XP_063124838.1, NP_001380837.1
OG0001718	NP_082768.1	NP_001102519.1
OG0001719	NP_080818.1, XP_006534097.1	NP_001019963.1, XP_006247436.1
OG0001720	NP_001390791.1, NP_001390792.1, NP_001390793.1, NP_034846.2, NP_001390785.1, NP_001390790.1, NP_001390794.1, NP_001390786.1, NP_001278174.1, NP_001390788.1, NP_001390789.1, XP_006532411.1, NP_001278176.1, NP_001390787.1, NP_001278175.1	XP_063125149.1
OG0001721	XP_006497689.1	NP_001182128.1
OG0001721	XP_006530650.1	NP_037050.3, XP_063133859.1
OG0001722	NP_001403027.1, NP_001164425.2, NP_001357576.1, NP_001004150.2, XP_036015295.1	XP_006242179.1, NP_071576.1
OG0001723	NP_001013046.1	NP_001102209.1
OG0001724	NP_081211.3	XP_063123906.1, XP_038939397.2, NP_001013195.2, XP_038940340.1, NP_001389400.1, XP_038940332.2, NP_598231.4
OG0001725	NP_001334332.1, XP_006524330.1	NP_001094358.1, XP_006244322.1
OG0001726	NP_064648.3	NP_068535.3
OG0001727	XP_006514928.2	XP_063129341.1
OG0001728	NP_079663.1	XP_038947428.1, NP_001128641.1, NP_599222.2, XP_006253839.1
OG0001729	NP_079628.1, NP_001313543.1	NP_001020305.1, XP_006246378.1
OG0001730	NP_258439.1, NP_001357956.1	NP_001399076.1, NP_001001970.1
OG0001730	NP_001156664.1	NP_001003691.1
OG0001731	XP_006495642.1	NP_001102260.1
OG0001732	NP_077248.1, XP_036012007.1	NP_001402600.1
OG0001733	NP_038712.3	NP_001004198.1, XP_063124459.1
OG0001734	NP_001357792.1	XP_017452298.1
OG0001734	NP_001156957.1	NP_001396039.1
OG0001734	NP_033109.1	NP_073190.1
OG0001734	XP_889797.1	XP_063128829.1
OG0001735	NP_067395.1	NP_001101270.1
OG0001735	NP_062609.2	NP_113923.2, XP_038935793.1
OG0001736	NP_035968.1	XP_063119334.1, NP_001124018.1
OG0001737	XP_006521606.1, NP_084475.1	NP_001385918.1, NP_001385919.1
OG0001738	NP_033897.1, XP_006527823.1	NP_001388113.1
OG0001738	NP_083126.1	NP_001099206.1
OG0001739	NP_001343900.1, XP_006535246.1, NP_001343901.1, NP_080215.1, NP_001343902.1, NP_001343903.1	XP_038956166.1, NP_543186.1
OG0001740	XP_006515027.1	XP_063118166.1
OG0001740	XP_036014182.1, NP_031986.1	NP_001156628.1
OG0001741	XP_006505793.1, NP_001397184.1	XP_038964360.1, NP_112340.1
OG0001742	XP_006505170.1	XP_063142043.1, NP_001414720.1
OG0001743	XP_011238722.1, NP_031585.2	XP_063144692.1
OG0001743	NP_031584.1, NP_001242948.1	NP_001102902.1
OG0001744	NP_001104589.1	XP_038949511.1, NP_001020312.1
OG0001745	NP_080423.1	NP_001389034.1
OG0001746	NP_071858.3	NP_446138.2
OG0001746	NP_001007573.1, XP_017176952.1	XP_063141473.1, NP_446239.3
OG0001747	NP_001348871.1, NP_032920.2	NP_001013068.1
OG0001748	NP_001154987.2, NP_001154988.2, NP_848903.3	NP_001013904.2
OG0001749	NP_084034.2, NP_001139591.1, XP_006515309.1, NP_001351361.1	XP_008762807.1, NP_001100188.1
OG0001750	NP_001351189.1	NP_001381198.1, NP_001014097.1, XP_063117952.1
OG0001751	XP_036013665.1, XP_036008356.1, XP_011244883.1, NP_080329.1, NP_001342387.1	NP_001009466.2
OG0001752	XP_017175125.1, NP_057921.1	XP_038957975.1, NP_001257579.1, NP_001257581.1, NP_001099919.1, NP_001257582.1, NP_001257580.1
OG0001753	XP_006516011.1, NP_795904.3	NP_037282.2, XP_038968603.1
OG0001754	NP_001405611.1, NP_081220.1, NP_001405613.1, NP_001405625.1, NP_001405628.1, NP_001405627.1, NP_001405608.1, NP_001405614.1, NP_001405609.1, NP_001405623.1, NP_001405619.1, NP_001405621.1, NP_001405618.1, NP_001405616.1	NP_001014202.1, XP_006234647.1
OG0001755	NP_001349616.1	XP_063139369.1, NP_001099961.2
OG0001756	XP_006499797.1, NP_796164.1	XP_017447466.2, NP_001102672.1
OG0001757	XP_006499274.1, NP_001074729.1	XP_006234546.1
OG0001758	NP_899003.1, XP_006499537.1	XP_006234636.1, NP_001101220.1
OG0001759	NP_001104520.1, NP_033972.2, NP_001104519.1	NP_071968.1, XP_006230638.1
OG0001760	XP_017177874.1	XP_008758371.1, NP_001296975.1, NP_001013212.2, NP_001296976.1
OG0001761	NP_783580.1, XP_036009018.1	NP_001406421.1
OG0001761	NP_077252.2, XP_006508723.1, XP_030098979.1	XP_006230979.2, XP_038957223.1
OG0001762	XP_006518050.1	XP_006251792.1, NP_001099496.1
OG0001763	NP_001139532.1, NP_001139531.1, XP_006512166.1, NP_666340.3	XP_038938579.1
OG0001764	XP_006508924.1, NP_080334.3	NP_001100587.1, XP_006248866.1
OG0001765	NP_038679.3	NP_001011986.1
OG0001766	NP_031924.1	XP_006256761.1, NP_476478.1
OG0001767	NP_776142.1	NP_001102245.2
OG0001768	NP_898991.1, XP_006507703.1	XP_006229774.1, NP_476465.1
OG0001769	NP_001240688.1	NP_001386427.1, XP_038949958.1
