Orthogroup	Mus_musculus	Ursus_americanus
OG0003408	XP_006521006.1, NP_001017983.2, NP_001161732.1	XP_045635569.1
OG0003409	NP_001013043.1, NP_001344228.1, XP_006496363.1	XP_045627578.1
OG0003410	NP_082136.2	XP_045644001.1
OG0003411	XP_017169697.1, NP_001399336.1, NP_001030303.1, NP_598775.2, NP_001399335.1, NP_001399337.1	XP_045644009.1
OG0003412	NP_001157144.1, NP_001157143.1, NP_997575.2, XP_017170051.1	XP_045650958.1
OG0003413	NP_775599.1	XP_045650854.1
OG0003414	NP_835162.1, XP_006537815.1	XP_045636449.1
OG0003415	XP_036019628.1, NP_001092818.1, NP_001390760.1, NP_001365603.1, NP_001165525.1, NP_001156873.1, NP_034679.1	XP_045636377.1
OG0003416	NP_775575.2, NP_001156756.1, NP_001156755.1	XP_045636248.1, XP_045636247.1
OG0003417	NP_444379.1	XP_045636364.1
OG0003418	NP_001156735.1	XP_045636420.1
OG0003419	XP_030109279.1, NP_080355.2	XP_045636680.1
OG0003420	NP_001356046.1, NP_001356047.1, NP_001356048.1, NP_001356045.1, NP_001356044.1, NP_082602.1, NP_001356042.1, NP_001356043.1, NP_082603.1, XP_030109674.1	XP_045647063.1
OG0003421	NP_082992.1, NP_001405683.1	XP_045647022.1
OG0003422	NP_001157290.1, XP_006524680.1, NP_001390493.1, NP_001344669.1	XP_045656529.1, XP_045656528.1
OG0003423	XP_030105298.1, NP_001157236.1, NP_001157235.1, NP_079950.2	XP_045656471.1, XP_045656473.1
OG0003424	NP_038716.2	XP_045661061.1
OG0003425	NP_001316547.1, NP_001162091.1	XP_045657653.1
OG0003426	NP_598537.2, XP_006525183.1	XP_045657824.1, XP_045657815.1, XP_045657849.1, XP_045657830.1, XP_045657869.1, XP_045657839.1, XP_045657859.1
OG0003427	NP_766513.2	XP_045658530.1, XP_045658533.1, XP_045658523.1
OG0003428	NP_001411973.1	XP_045662979.1
OG0003429	NP_032080.2, NP_001116364.1	XP_045654451.1
OG0003430	XP_036011895.1, NP_081718.2	XP_045654427.1
OG0003431	NP_795998.2	XP_045627461.1, XP_045627462.1
OG0003432	XP_036015431.1, NP_079770.2	XP_045661783.1, XP_045661784.1
OG0003433	NP_081006.1	XP_045633215.1, XP_045633213.1, XP_045633212.1
OG0003434	NP_001076785.1, XP_006504324.1	XP_045671953.1
OG0003435	NP_536702.3, NP_780661.2, XP_036012142.1	XP_045659971.1
OG0003436	NP_001276525.1, XP_006503654.1, NP_001276524.1, NP_848881.2	XP_045649292.1
OG0003437	XP_006515229.1, NP_080116.2	XP_045649057.1, XP_045649058.1, XP_045649055.1, XP_045649059.1
OG0003438	XP_006505451.1, NP_031433.3	XP_045648864.1
OG0003439	XP_036021778.1, NP_780297.3	XP_045648760.1, XP_045648759.1
OG0003440	NP_001404954.1, NP_001074820.1, NP_001404951.1, NP_001404955.1, NP_001404956.1, XP_006505103.1, NP_001404952.1, NP_001404953.1	XP_045648716.1
OG0003441	NP_613053.3, XP_006505165.1	XP_045648715.1
OG0003442	NP_766123.2, XP_017176995.1	XP_045648696.1
OG0003443	NP_891559.1, XP_006503165.1	XP_045655823.1
OG0003444	NP_001025445.1	XP_045627894.1
OG0003445	NP_742157.1, XP_006503099.1	XP_045638568.1, XP_045638569.1
OG0003446	NP_032415.2, XP_006502873.1, NP_001405919.1, NP_001405920.1, NP_001405922.1, NP_001405921.1	XP_045655625.1, XP_045655626.1
OG0003447	NP_080620.1	XP_045655709.1
OG0003448	NP_001034265.1	XP_045655734.1
OG0003449	NP_987104.1	XP_045640875.1, XP_045640870.1, XP_045640869.1, XP_045640882.1
OG0003450	XP_030100997.1	XP_045635838.1
OG0003451	NP_997161.1	XP_045654752.1, XP_045654754.1, XP_045654753.1, XP_045654755.1
OG0003452	NP_001192284.1, NP_001028473.2, XP_006501391.1	XP_045654748.1
OG0003453	XP_017172669.1, NP_034613.2	XP_045660016.1
OG0003453	NP_032340.2	XP_045649557.1
OG0003454	NP_031706.3, XP_036021701.1, NP_001139823.1	XP_045648414.1
OG0003455	NP_034400.1	XP_045648453.1, XP_045648452.1
OG0003456	NP_001404937.1, NP_766065.1, NP_001404935.1, NP_001404936.1, NP_001404934.1, XP_017176973.1	XP_045648465.1
OG0003457	XP_006506721.1, NP_001348546.1, NP_082399.3, NP_001348548.1, NP_001348547.1	XP_045648468.1
OG0003458	NP_775605.1, XP_036022003.1	XP_045648319.1
OG0003459	NP_001382833.1, NP_001160024.1	XP_045648324.1, XP_045643552.1
OG0003460	NP_001334096.1, XP_011239769.1	XP_045648329.1, XP_045648330.1
OG0003461	NP_778155.2, XP_036021614.1, NP_001230128.1	XP_045648311.1, XP_045648296.1, XP_045648312.1, XP_045648310.1, XP_045648313.1, XP_045648297.1
OG0003462	NP_001346134.1	XP_045648258.1
OG0003463	XP_006516413.1, NP_598523.3	XP_045648164.1
OG0003464	NP_082378.1	XP_045635333.1
OG0003465	XP_011240489.1, NP_663569.2	XP_045635313.1
OG0003466	NP_001344145.1, NP_080023.1, NP_001344144.1, XP_006509540.1	XP_045641746.1, XP_045641747.1, XP_045641748.1
OG0003467	NP_796214.2	XP_045641790.1
OG0003471	NP_083283.2	XP_045663058.1
OG0003472	NP_001348076.1, XP_006515201.1, NP_082652.1	XP_045665270.1
OG0003473	NP_001129699.1, NP_001342453.2, NP_001397241.1, NP_001397242.1, NP_598396.2, NP_033132.2	XP_045644278.1
OG0003474	XP_030111513.1, NP_001349049.1, NP_076279.1, NP_001349048.1	XP_045644294.1
OG0003475	NP_001156941.1, NP_001156939.1, XP_036018822.1, NP_038657.2	XP_045657434.1
OG0003476	NP_062418.3, XP_011238471.1	XP_045657346.1, XP_045657347.1
OG0003477	NP_001276630.1	XP_045671264.1, XP_045671251.1
OG0003478	NP_062316.1	XP_045643404.1, XP_045656772.1, XP_045646430.1, XP_045663488.1
OG0003479	NP_081482.1, XP_006502103.1	XP_045646530.1, XP_045646531.1
OG0003480	XP_006501163.1, NP_001156913.1, NP_032645.2, NP_001156912.2, NP_001397354.1, NP_001397355.1, NP_001397357.1, NP_001397356.1	XP_045657450.1
OG0003481	NP_001357532.1	XP_045644472.1
OG0003482	XP_011241953.1	XP_045644478.1
OG0003483	NP_780400.3	XP_045649420.1
OG0003484	XP_017172095.1, NP_033046.1	XP_045664639.1
OG0003485	NP_001290202.1, NP_033450.2	XP_045664444.1, XP_045664445.1
OG0003486	XP_036018636.1, NP_001116799.2	XP_045664500.1
OG0003487	XP_006498589.1, NP_001138572.1	XP_045642466.1
OG0003488	NP_033049.2, NP_001407776.1, NP_001407777.1	XP_045642587.1
OG0003489	NP_001136153.2, XP_006536294.1	XP_045626724.1
OG0003490	NP_032774.1, XP_006508572.1	XP_045626711.1
OG0003491	NP_038770.3	XP_045626651.1
OG0003492	NP_001401647.1, NP_001401646.1, NP_001343928.1, NP_001343929.1, NP_001401648.1, NP_001401649.1, NP_001343930.1, NP_065591.1	XP_045631731.1
OG0003493	NP_998892.1, XP_006495883.1	XP_045652698.1
OG0003494	XP_006526012.1	XP_045633638.1
OG0003495	NP_001229359.1	XP_045633658.1
OG0003496	NP_001032176.1	XP_045637880.1
OG0003497	NP_062724.1	XP_045663144.1
OG0003498	NP_001340918.1, XP_030100355.1, NP_001357896.1	XP_045668401.1, XP_045668400.1
OG0003499	NP_950198.1	XP_045668270.1
OG0003500	NP_081909.2, XP_017177228.1	XP_045664208.1
OG0003501	NP_082225.1	XP_045663246.1, XP_045663245.1
OG0003502	NP_001240826.1, NP_001240827.1, XP_036010916.1, NP_036159.1, NP_001408103.1, NP_001408104.1	XP_045630490.1
OG0003503	NP_114080.2, XP_011240724.1, NP_001311460.1	XP_045630549.1, XP_045630548.1
OG0003504	NP_444420.1	XP_045630401.1
OG0003505	NP_001344347.1, NP_082833.1, NP_001344348.1	XP_045630352.1
OG0003506	XP_030099069.1	XP_045630211.1
OG0003507	NP_001070816.1, XP_006524868.1, NP_080150.2	XP_045660295.1
OG0003508	NP_001177402.1, XP_006513257.1, NP_001177403.2, NP_031854.1	XP_045660328.1
OG0003509	XP_006528561.1, NP_031983.2	XP_045660334.1, XP_045635345.1
OG0003510	NP_001034647.2	XP_045637374.1, XP_045637375.1
OG0003511	NP_001272723.1, NP_001272721.1, XP_006507649.1, NP_033545.1	XP_045672268.1
OG0003512	NP_899093.1, XP_006508215.1	XP_045672161.1
OG0003513	NP_001347389.1	XP_045672189.1
OG0003514	NP_062512.1	XP_045638690.1
OG0003515	NP_001272802.1, NP_001272799.1, NP_001272800.1, NP_061368.1, XP_006508101.1, NP_001347354.1	XP_045638988.1
OG0003516	NP_001392617.1	XP_045652506.1
OG0003517	NP_001005247.2	XP_045664605.1, XP_045664601.1, XP_045664602.1, XP_045664604.1, XP_045664603.1
OG0003518	NP_001019306.2	XP_045667026.1
OG0003519	NP_877958.1	XP_045666967.1
OG0003520	NP_001357977.1, NP_001357978.1	XP_045628947.1
OG0003521	NP_034106.2	XP_045652574.1, XP_045632736.1
OG0003522	NP_001395869.1	XP_045654324.1
OG0003523	NP_653140.1, XP_006512188.1	XP_045654138.1
OG0003524	XP_006518061.1	XP_045630425.1
OG0003525	NP_001034590.1	XP_045660763.1, XP_045660764.1
OG0003526	NP_001408177.1, NP_001408176.1, NP_062679.2, NP_001077390.1, NP_001408175.1, NP_001408174.1, NP_001408178.1	XP_045663408.1
OG0003527	NP_001135450.1, NP_082385.3, NP_001135449.1, XP_006500276.1, NP_001135447.1, NP_001135448.1	XP_045663099.1
OG0003528	NP_061277.2	XP_045663026.1
OG0003529	NP_035256.2, NP_080266.2	XP_045665996.1
OG0003530	NP_061376.2, NP_001342372.1, XP_011238007.1	XP_045662050.1
OG0003531	XP_011243907.1, NP_808299.1	XP_045656681.1
OG0003532	XP_006499232.1, NP_058569.2	XP_045660658.1
OG0003533	NP_001405363.1, XP_006499972.1, NP_001405359.1, NP_001405362.1, NP_061223.2	XP_045660663.1
OG0003534	NP_001258892.1, NP_001258891.1, XP_036014160.1, NP_034295.1	XP_045660710.1
OG0003535	NP_001411605.1, NP_001411598.1, NP_001028368.2	XP_045627491.1
OG0003536	NP_033590.2	XP_045664405.1
OG0003537	NP_001077428.1, NP_001292363.1, NP_001077429.1, NP_001399399.1, XP_006499680.1, NP_036176.1	XP_045664429.1
OG0003538	NP_898998.2, XP_006519046.1	XP_045653047.1, XP_045653046.1
OG0003539	NP_080711.1	XP_045652871.1
OG0003540	NP_084196.4, NP_001346432.1, XP_011239320.1	XP_045652989.1
OG0003541	NP_001171353.1, NP_082032.1, NP_001171352.1, NP_001280698.1	XP_045655391.1
OG0003542	NP_001009951.1, XP_006509508.1	XP_045655371.1
OG0003543	NP_032141.2, NP_001289023.1, NP_001289024.1	XP_045649814.1
OG0003545	XP_006529981.1, NP_083545.1	XP_045650018.1
OG0003546	NP_543126.2, NP_001408031.1, NP_001408032.1, XP_006529730.1	XP_045651825.1
OG0003547	XP_017168525.1, NP_001297696.1	XP_045651798.1
OG0003548	NP_001074777.1, NP_001186614.1, NP_899129.2, XP_006530448.1	XP_045647558.1, XP_045647559.1, XP_045647560.1
OG0003549	NP_001412783.1, NP_666274.1	XP_045647465.1
OG0003550	NP_766306.2, NP_001156437.1, NP_001296455.1, NP_001296457.1	XP_045647150.1, XP_045647489.1
OG0003551	NP_001229972.1	XP_045647232.1
OG0003552	NP_789803.1, XP_017172613.1	XP_045658487.1, XP_045658486.1
OG0003553	NP_932102.2, NP_001342621.1, XP_030111434.1	XP_045630803.1, XP_045630812.1, XP_045630795.1
OG0003554	XP_006505827.1	XP_045630635.1
OG0003555	NP_001390521.1, NP_001390525.1, NP_001390526.1, NP_001390524.1, NP_001390523.1, NP_001390522.1, NP_001390527.1, NP_001333539.1	XP_045637100.1
OG0003556	NP_871788.1, NP_001157684.1	XP_045637442.1
OG0003557	NP_001397345.1, NP_001038185.1, NP_001397343.1, NP_066378.1, NP_066379.2, NP_035641.1, XP_006507012.1, NP_001297072.1, NP_001397344.1	XP_045667717.1
OG0003558	XP_006521556.1, NP_001074450.1	XP_045657105.1
OG0003559	NP_001405734.1, NP_789805.1, NP_001405735.1, XP_006521520.1	XP_045657085.1
OG0003560	NP_899095.1, XP_006508244.2, NP_081313.1	XP_045671703.1
OG0003561	XP_006527141.1, NP_766426.1	XP_045666013.1
OG0003562	XP_006526827.1, NP_032878.1	XP_045658787.1
OG0003563	NP_444426.3	XP_045658954.1, XP_045658955.1, XP_045658956.1, XP_045658958.1, XP_045658957.1
OG0003564	NP_035258.2	XP_045658797.1
OG0003565	XP_006507361.2, NP_001334561.1	XP_045659314.1
OG0003566	XP_036009456.1, NP_001368788.1, NP_780477.2, NP_001368787.1, NP_997638.1, NP_001334559.1	XP_045628580.1
OG0003567	NP_035571.1, XP_030108265.1, NP_001407437.1, NP_001276394.1, NP_001276395.1, NP_001276396.1, NP_001276393.1, NP_001407438.1	XP_045645039.1
OG0003568	NP_001240320.1, NP_001240319.1, NP_080458.1, XP_011248010.1, NP_001343224.1	XP_045644972.1, XP_045644971.1
OG0003569	NP_082380.1, NP_001277725.1, XP_011238084.1	XP_045626873.1
OG0003570	NP_001157173.1	XP_045627093.1, XP_045627084.1
OG0003571	NP_001408369.1, NP_001408370.1, NP_001408366.1, XP_011237883.1, NP_001408367.1, NP_001408368.1, NP_038763.3, NP_001277759.1	XP_045627845.1
OG0003572	NP_536771.2	XP_045651912.1
OG0003573	NP_001292191.1, XP_006499154.1	XP_045668226.1
OG0003574	NP_001136127.1	XP_045668034.1
OG0003575	NP_001291291.1, NP_080875.3, XP_006511458.1, NP_001394786.1	XP_045644175.1
OG0003576	XP_036011782.1, NP_056605.1	XP_045630140.1
OG0003577	XP_006513957.1, NP_062307.2	XP_045632856.1, XP_045632855.1
OG0003578	XP_006501133.1, NP_001263332.1, NP_001365990.1, NP_001365991.1, NP_001263331.1, NP_001365989.1, NP_001365988.1	XP_045655151.1
OG0003579	NP_001156857.1	XP_045648309.1
OG0003580	XP_006506145.1, NP_780732.1	XP_045647641.1
OG0003581	NP_083070.2	XP_045647478.1
OG0003581	XP_006535319.1	XP_045665928.1
OG0003582	XP_036020790.1, NP_032952.3	XP_045646282.1
OG0003583	XP_030109946.1, NP_059063.2, NP_001407652.1	XP_045646073.1
OG0003585	NP_001345132.1	XP_045641113.1, XP_045641114.1
OG0003586	NP_955013.1, XP_011244202.1	XP_045668581.1
OG0003587	NP_796300.1, XP_006522135.1	XP_045668714.1, XP_045668715.1
OG0003588	NP_663455.1	XP_045667166.1, XP_045667167.1
OG0003589	NP_001268973.1, NP_001268974.1, NP_001106892.1, NP_001106890.1, NP_038956.2, NP_001106891.1	XP_045667650.1
OG0003590	NP_001013808.2, NP_001413272.1, NP_001334420.1, NP_001413273.1	XP_045656584.1
OG0003591	NP_663500.2, XP_011238161.1, NP_001277662.1, NP_001277663.1	XP_045662142.1
OG0003592	NP_663492.3	XP_045662286.1
OG0003593	NP_001192242.1	XP_045662302.1
OG0003594	NP_001297478.1, NP_001297477.1, NP_082972.2	XP_045662322.1
OG0003595	NP_001407773.1	XP_045662363.1
OG0003596	NP_001153512.1, NP_001153510.1, XP_006496015.1, NP_001153511.1, NP_663493.2	XP_045662526.1, XP_045662527.1, XP_045662528.1
OG0003597	XP_011236802.1, NP_001074278.1	XP_045662604.1
OG0003598	XP_006529425.1, NP_796103.2	XP_045643498.1
OG0003599	NP_666218.2	XP_045665578.1
OG0003600	NP_071302.2, XP_006497251.1	XP_045665606.1, XP_045665604.1, XP_045665605.1
OG0003601	NP_001404412.1, XP_017177173.1, NP_387501.1	XP_045665515.1, XP_045665514.1
OG0003602	XP_006497114.1, NP_277044.1	XP_045640571.1
OG0003603	NP_001265149.1, NP_081142.3, NP_001265147.1, NP_001265148.1, XP_036009284.1	XP_045653090.1
OG0003604	NP_001365633.1, XP_006535422.1, NP_083418.1	XP_045632723.1
OG0003605	NP_001074945.1	XP_045668760.1
OG0003607	XP_036018045.1, NP_001405301.1, NP_001405302.1	XP_045669598.1
OG0003608	NP_001239520.1	XP_045660944.1, XP_045660945.1
OG0003609	NP_598752.2	XP_045646848.1
OG0003610	NP_766060.2, NP_001098666.1, NP_001258420.1, NP_001258419.1, XP_006527641.1, NP_001258418.1, NP_001098667.1	XP_045660895.1
OG0003612	XP_006528094.1, NP_001070822.2	XP_045634876.1
OG0003613	NP_001366610.1	XP_045642233.1, XP_045642232.1
OG0003614	NP_766053.1, XP_006541517.1	XP_045649788.1
OG0003615	NP_001344743.1, NP_001344745.1	XP_045644770.1
OG0003616	NP_666642.2, NP_666383.2	XP_045644873.1, XP_045644874.1
OG0003617	NP_667142.1	XP_045645916.1
OG0003617	NP_667073.1, NP_667072.1	XP_045645516.1
OG0003618	XP_036016343.1	XP_045628717.1
OG0003619	NP_001038165.1, NP_848542.1, NP_001038163.1, NP_001281252.1, NP_001038162.1, XP_030101795.1	XP_045650913.1, XP_045650912.1, XP_045650915.1, XP_045650916.1, XP_045650914.1
OG0003620	NP_001344173.1, NP_001344170.1, NP_001344172.1, NP_001344174.1, NP_032801.2	XP_045653801.1
OG0003621	NP_081127.1	XP_045658753.1
OG0003631	NP_001349200.1	XP_045663833.1
OG0003632	XP_006529446.2, NP_001123647.4, NP_001123646.1, NP_001123651.4, NP_001123653.4, NP_001123650.1, NP_001123652.1, NP_035749.1, NP_001123649.1, NP_001123648.1	XP_045643653.1
OG0003633	NP_057884.1, NP_001397350.1, XP_006528549.1	XP_045643417.1
OG0003634	NP_001268936.1, NP_035699.2, NP_001268935.1, XP_006532996.1	XP_045660779.1
OG0003635	NP_032451.1	XP_045670276.1
OG0003636	NP_033852.1	XP_045633089.1
OG0003637	NP_001396487.1	XP_045648751.1
OG0003638	NP_963895.2, NP_001334567.1, NP_034337.2	XP_045659244.1
OG0003639	NP_034838.2	XP_045629372.1
OG0003640	NP_001409151.1, NP_001409150.1, NP_001409153.1, NP_001409152.1, NP_038520.2	XP_045630057.1
OG0003641	NP_001139740.1, XP_011245158.1	XP_045671223.1
OG0003642	NP_001001445.1	XP_045629348.1
OG0003643	NP_001257289.1, NP_001180595.1, NP_001180597.1, XP_036019422.1, NP_035465.2, NP_035254.1	XP_045636395.1
OG0003644	NP_038552.1, NP_001276382.1, NP_001170838.1, NP_001276385.1, NP_001276383.1, NP_001276384.1, XP_011237324.1, NP_001170837.1	XP_045659706.1
OG0003645	XP_017173937.1, NP_898836.2	XP_045642659.1
OG0003646	NP_001073595.1	XP_045662442.1
OG0003647	NP_001074795.1	XP_045657659.1, XP_045657660.1, XP_045657658.1
OG0003648	XP_006534411.1, NP_001348904.1	XP_045669962.1
OG0003649	NP_001139374.1	XP_045642492.1
OG0003650	NP_038683.1, NP_068350.1	XP_045665885.1
OG0003651	NP_032412.3, NP_001172013.1, NP_001172012.1, NP_032413.1	XP_045626705.1
OG0003652	NP_112479.1, NP_001268943.1, NP_001268944.1	XP_045636613.1
OG0003653	NP_001271309.1, NP_001271310.1, XP_011246977.1, NP_031442.2	XP_045647975.1
OG0003654	NP_001139425.1, NP_034835.1	XP_045666423.1
OG0003655	NP_001033088.1	XP_045660049.1
OG0003657	XP_006527533.1	XP_045658904.1
OG0003658	XP_006525174.1, NP_084134.2	XP_045643911.1
OG0003659	NP_076006.2	XP_045653308.1
OG0003660	NP_001013637.1, XP_006508427.1	XP_045638887.1
OG0003661	XP_006506615.1, NP_081170.1	XP_045668359.1
OG0003662	NP_038703.3	XP_045666504.1
OG0003663	XP_030100346.1, NP_071287.1	XP_045653822.1
OG0003664	NP_079845.1	XP_045665631.1, XP_045665630.1
OG0003665	NP_001347189.1, NP_001347186.1, NP_001347190.1, NP_056629.1	XP_045652457.1
OG0003666	XP_011246904.1, NP_038523.2	XP_045631585.1
OG0003667	NP_950178.2, NP_001344963.1, NP_001344962.1	XP_045642395.1
OG0003668	XP_036020207.1	XP_045637969.1
OG0003669	NP_033809.1	XP_045632572.1
OG0003670	NP_033408.1	XP_045653937.1
OG0003671	NP_038506.2	XP_045629710.1
OG0003672	NP_542369.3, XP_011240254.1	XP_045641924.1
OG0003673	NP_035212.2	XP_045643713.1
OG0003674	XP_036019041.1	XP_045652748.1
OG0003675	NP_001291196.1	XP_045641990.1, XP_045641991.1
OG0003676	NP_001154885.1, XP_017173567.1, NP_032603.3, NP_001397700.1	XP_045649682.1
OG0003677	NP_001397501.1, NP_001397500.1, NP_035441.1	XP_045640007.1, XP_045640006.1
OG0003678	NP_001164389.1, NP_065258.2, NP_065259.1	XP_045642310.1, XP_045627911.1, XP_045642237.1, XP_045644529.1, XP_045642294.1, XP_045649850.1
OG0003679	NP_666817.1	XP_045630402.1, XP_045630403.1
OG0003680	NP_667314.2	XP_045638846.1
OG0003681	NP_001011759.1	XP_045642970.1
OG0003682	NP_667130.2, NP_667183.1	XP_045642841.1
OG0003683	NP_001156412.1, NP_666991.1	XP_045639026.1, XP_045638990.1
OG0003684	NP_666391.1, XP_017168877.1, NP_666715.1, NP_001011827.1	XP_045653576.1
OG0003685	NP_001159881.1, XP_036012033.1	XP_045646357.1
OG0003686	XP_017177659.1, NP_663557.1	XP_045631067.1, XP_045631066.1, XP_045631037.1, XP_045631038.1
OG0003687	NP_001345799.1, NP_001276621.1, NP_001028528.2, XP_006540948.1	XP_045628226.1
OG0003688	XP_054875527.1	XP_045664006.1
OG0003688	XP_054875528.1	XP_045664124.1
OG0003689	NP_083622.1	XP_045646096.1, XP_045646094.1, XP_045646095.1
OG0003690	NP_001157893.1, NP_001157894.1, NP_001157892.1, XP_006526582.1, NP_080137.2, NP_001157895.1, NP_001157896.1	XP_045646274.1
OG0003691	NP_001074785.1, XP_017176672.1	XP_045646201.1
OG0003692	NP_001343344.1, XP_036020507.1, NP_001074855.1	XP_045646200.1
OG0003693	NP_081824.1	XP_045646324.1
OG0003694	NP_032024.2	XP_045646127.1
OG0003695	XP_017169288.1	XP_045661466.1
OG0003696	NP_001346740.1, NP_001028638.2, XP_036011768.1	XP_045661310.1
OG0003697	NP_666080.1, XP_011244480.1, NP_671511.2, XP_006523417.1	XP_045661393.1
OG0003698	NP_001177267.1	XP_045632175.1
OG0003700	XP_006526743.1, NP_034396.1	XP_045628364.1
OG0003701	NP_742012.2, XP_006516889.1	XP_045628323.1, XP_045628324.1
OG0003702	XP_036013774.1, NP_848141.3, XP_036009221.1, NP_075357.4, NP_001347505.1	XP_045628750.1
OG0003703	NP_001342437.1	XP_045636305.1
OG0003704	NP_001028421.1, XP_030098197.1	XP_045630186.1
OG0003705	NP_080434.1, XP_006540391.1, NP_001095068.1	XP_045645241.1
OG0003706	NP_001407571.1	XP_045645250.1, XP_045645251.1
OG0003707	XP_006539972.1, NP_001156486.1	XP_045645320.1
OG0003708	NP_067429.1, XP_006540312.1	XP_045645340.1, XP_045645339.1
OG0003709	XP_006540827.1	XP_045628248.1
OG0003710	NP_001272967.1, NP_666294.1, NP_001272968.1, NP_001390614.1, XP_030098292.1	XP_045666260.1
OG0003711	XP_036009176.1	XP_045671157.1
OG0003712	XP_006539913.1, NP_780686.1, NP_001161978.1	XP_045633138.1, XP_045633221.1
OG0003713	NP_663608.3	XP_045652106.1
OG0003715	NP_001030044.1, XP_006503256.1	XP_045638329.1, XP_045638326.1
OG0003717	NP_663335.2	XP_045668884.1
OG0003718	NP_031956.3, XP_030102997.1	XP_045665731.1, XP_045665732.1
OG0003719	XP_006531434.1, NP_082116.1	XP_045662712.1
OG0003720	NP_001230235.1	XP_045638153.1
OG0003721	NP_001405974.1, NP_001405973.1, NP_036072.1, NP_001405975.1	XP_045638651.1
OG0003722	NP_083147.1, NP_001264050.1, NP_001264052.1, NP_001264051.1, NP_001342111.1, XP_006539285.1	XP_045638033.1
OG0003724	NP_766177.1, XP_011242941.1	XP_045652369.1
OG0003725	NP_001177980.1	XP_045651349.1, XP_045651350.1
OG0003726	NP_061281.3, XP_036009150.1	XP_045668964.1
OG0003727	XP_011249078.1, NP_783571.2, NP_001106942.1	XP_045669173.1
OG0003728	NP_001034236.1	XP_045660418.1
OG0003729	NP_080518.1	XP_045645467.1, XP_045645463.1, XP_045645462.1
OG0003730	NP_001346392.1, NP_001346391.1, NP_848477.2, NP_001346390.1, XP_011239078.1	XP_045630807.1
OG0003732	NP_032479.1, XP_006503814.1	XP_045672299.1, XP_045672300.1
OG0003733	NP_001025467.1	XP_045652230.1
OG0003734	NP_001004174.1	XP_045668223.1
OG0003735	NP_848027.1, XP_006516836.1	XP_045639677.1
OG0003736	NP_082812.1, NP_001366218.1	XP_045639524.1
OG0003737	XP_006513098.1	XP_045639424.1
OG0003738	XP_006514181.1, NP_076085.1	XP_045639280.1
OG0003739	NP_001013848.1, NP_001405798.1, XP_036014638.1	XP_045639576.1
OG0003740	NP_001413605.1	XP_045651780.1
OG0003741	NP_001365863.1	XP_045655432.1
OG0003742	NP_666129.1, XP_006514729.1	XP_045648106.1
OG0003743	NP_001350095.1	XP_045647967.1, XP_045647968.1, XP_045647970.1, XP_045647971.1, XP_045647969.1
OG0003744	XP_006533385.1, NP_001025159.1	XP_045671325.1
OG0003745	NP_667065.1	XP_045653500.1
OG0003746	XP_006510497.1	XP_045646796.1
OG0003747	NP_031941.2, NP_001186423.2	XP_045654026.1, XP_045654025.1, XP_045654027.1
OG0003748	NP_663588.2, NP_001177248.1, NP_001035721.1, NP_001177242.1, NP_001035722.1	XP_045653933.1
OG0003749	NP_001391995.1, NP_001391994.1, XP_011240678.1, NP_001391993.1, NP_751894.2	XP_045653916.1
OG0003750	NP_001344312.1, XP_030100469.1, NP_001344314.1, NP_001344313.1, NP_082141.1, NP_001344315.1	XP_045653862.1
OG0003751	NP_536682.2, NP_001335024.1	XP_045653485.1
OG0003752	NP_079963.1	XP_045653749.1
OG0003753	XP_006533964.2, NP_001093158.1	XP_045660787.1
OG0003754	NP_001129534.1, NP_031959.1, NP_001263214.1	XP_045660874.1
OG0003755	NP_033183.1, NP_001303296.1	XP_045653167.1
OG0003756	NP_001369418.1	XP_045634219.1
OG0003757	NP_663524.1, XP_036019895.1	XP_045658122.1
OG0003758	NP_001106883.1, XP_011238935.1	XP_045658174.1
OG0003759	NP_001074395.1, NP_001355980.1, NP_444303.2, XP_011238756.1	XP_045655460.1
OG0003760	NP_001289396.1	XP_045659340.1
OG0003761	XP_011248530.1, NP_001070977.1	XP_045659525.1
OG0003762	NP_775547.2, XP_006538521.1	XP_045659556.1
OG0003763	XP_006531093.1, NP_659181.2	XP_045628621.1, XP_045628619.1, XP_045628620.1
OG0003764	XP_006530997.1, NP_001157232.1, NP_758490.3, NP_001157233.1	XP_045628752.1
OG0003765	NP_851388.1	XP_045642097.1
OG0003766	NP_083029.1	XP_045629820.1, XP_045629819.1
OG0003767	NP_598667.2	XP_045629708.1
OG0003768	XP_036018060.1, NP_075631.2	XP_045629853.1, XP_045629852.1
OG0003769	NP_001165617.1	XP_045669191.1
OG0003770	XP_006504781.1, NP_059495.3	XP_045669304.1
OG0003771	NP_032520.1	XP_045669342.1
OG0003772	NP_079580.2	XP_045631177.1
OG0003773	NP_001254640.1, NP_001399259.1, NP_031934.1, NP_001254639.1, NP_001399257.1, NP_001399258.1	XP_045632383.1
OG0003774	NP_033859.1, NP_001348461.1	XP_045640752.1
OG0003775	NP_775278.3, NP_001157323.1, NP_001157324.1, NP_001157325.1, NP_001157322.1, NP_001157321.1, NP_001157320.1, NP_001157319.1	XP_045640670.1
OG0003776	NP_001157133.1, XP_011244920.1, NP_082156.2	XP_045640643.1
OG0003777	NP_001258495.1	XP_045657756.1
OG0003778	NP_598658.1, XP_006534748.1	XP_045657781.1, XP_045657780.1
OG0003779	XP_017167884.1, NP_001306076.1	XP_045642214.1
OG0003780	NP_001009940.1, XP_006529768.1	XP_045643858.1
