Orthogroup	Homo_sapiens	Urocitellus_parryii
OG0002224	NP_001171470.2, NP_001171469.2, NP_006415.3	XP_026259531.1
OG0002225	NP_001309365.1, NP_001309366.1, NP_001309363.1	XP_026250403.1
OG0002226	NP_001157847.1, NP_001161862.1	XP_026261572.1
OG0002227	NP_001356014.1, NP_001185728.1, NP_001185727.1, NP_001185729.1, NP_001356022.1, NP_001356024.1, NP_001356023.1	XP_026261584.1, XP_026261585.1
OG0002228	NP_001351447.1, XP_024310095.1, NP_001351449.1, NP_001351450.1, NP_006416.3, NP_001351446.1, NP_001351451.1, NP_001351452.1	XP_026251143.1, XP_026251142.1
OG0002229	NP_003305.1, NP_001269429.1	XP_026251164.1
OG0002230	NP_000328.2	XP_026244133.1
OG0002231	XP_047272558.1, NP_001304156.1	XP_026249414.1
OG0002232	XP_011544158.2, NP_004994.1	XP_026247961.1
OG0002233	NP_001034750.1, NP_001305706.1, NP_001305705.1, NP_683708.1	XP_026260377.1, XP_026260376.1
OG0002234	NP_997528.2, XP_011541119.1	XP_026248380.1
OG0002235	NP_444279.2, NP_001340131.1, NP_001340136.1, NP_001317053.1, NP_001340134.1, NP_001340133.1, NP_001340135.1, NP_001340137.1, NP_001340138.1, XP_016879617.1, NP_001032221.1, NP_001340132.1	XP_026246291.1
OG0002236	NP_001317545.1, XP_016856102.1, NP_982289.1, NP_001005353.1, NP_037542.1	XP_026266801.1
OG0002237	NP_443172.1, NP_001243338.1, XP_006710391.1	XP_026238016.1, XP_026238010.1
OG0002238	NP_714914.3, XP_005270514.1, NP_001186009.2, NP_001186010.2	XP_026238033.1, XP_026238037.1, XP_026238041.1, XP_026238030.1
OG0002239	NP_001336543.1, NP_001336544.1, NP_001336545.1, NP_001336542.1, NP_001336546.1, NP_001336547.1, NP_001336537.1, NP_056030.1, XP_011539385.1, NP_001336541.1, NP_001336539.1, NP_001336538.1, NP_001397667.1, NP_001397666.1	XP_026241912.1
OG0002240	XP_005263481.1, NP_001116849.1, NP_009193.2	XP_026241775.1, XP_026241773.1
OG0002241	XP_005256246.1, NP_113651.4, NP_001139523.1	XP_026267198.1, XP_026267197.1
OG0002242	NP_057048.2, NP_057224.2, XP_024306062.1	XP_026269034.1
OG0002244	NP_001307256.1	XP_026256189.1
OG0002245	XP_047277012.1	XP_026252715.1
OG0002246	NP_001350422.1	XP_026269003.1
OG0002247	NP_659570.1, NP_001305013.1, NP_001305012.1, XP_016867410.1, NP_001305011.1, NP_055384.1	XP_026259938.1
OG0002249	NP_001127812.1, NP_115678.1	XP_026261494.1
OG0002250	XP_005255658.2, NP_079469.2	XP_026256150.1
OG0002251	NP_001135971.1, NP_001135972.1, NP_612448.1, XP_005255135.1	XP_026241213.1
OG0002253	NP_001013682.2, XP_011539753.1	XP_026257183.1
OG0002254	XP_011539749.1, NP_001012425.1	XP_026258898.1
OG0002255	NP_003234.2, XP_006710930.1, NP_001182613.1, NP_001182612.1	XP_026258882.1, XP_026258883.1, XP_026258884.1, XP_026258881.1
OG0002256	XP_047288897.1, NP_001356420.1	XP_026259121.1
OG0002256	NP_006760.1	XP_026259122.1
OG0002257	XP_005245324.2	XP_026248660.1
OG0002258	NP_001382128.1, NP_001116242.1, XP_006711641.1	XP_026244295.1
OG0002259	NP_068589.1, XP_011508155.1	XP_026260864.1
OG0002260	NP_001269785.1, NP_001269789.1, NP_001269787.1, XP_006711456.1	XP_026260865.1
OG0002261	NP_997080.1	XP_026260722.1
OG0002262	NP_001186275.1, NP_001030177.1	XP_026249576.1
OG0002263	NP_001309201.1	XP_026250020.1
OG0002264	NP_001139131.1, NP_940897.2, NP_001265436.1, NP_001008747.1, NP_848656.2, NP_758441.2, XP_024305360.1, NP_001316143.1	XP_026267097.1
OG0002265	NP_543143.1, XP_011534727.1, NP_955453.1	XP_026239919.1, XP_026239920.1
OG0002266	NP_001309166.1, NP_001309164.1, NP_001309161.1, NP_001309167.1, NP_001309163.1, NP_001309156.1, NP_001309159.1, NP_001309160.1, NP_001309157.1, NP_001309165.1, NP_001309158.1, NP_001309162.1, NP_004746.2	XP_026250010.1
OG0002267	NP_000615.3	XP_026267556.1, XP_026267557.1
OG0002268	NP_001258834.1, NP_001258835.1, NP_001258833.1, NP_057556.2	XP_026255204.1
OG0002269	NP_001335580.1, NP_001335581.1, NP_689539.1	XP_026269573.1
OG0002270	XP_024304553.1	XP_026261350.1, XP_026261210.1
OG0002271	NP_000995.1	XP_026235139.1
OG0002272	NP_694961.2, NP_001161687.1	XP_026242580.1
OG0002273	NP_001073951.2	XP_026251255.1
OG0002274	NP_002995.1, XP_005256449.1	XP_026266548.1, XP_026237131.1
OG0002275	NP_620148.1, NP_001153244.1, NP_001153245.1	XP_026264195.1, XP_026264196.1, XP_026264197.1, XP_026264198.1, XP_026264199.1, XP_026264194.1
OG0002276	NP_002257.1, NP_001307540.1	XP_026258045.1
OG0002277	NP_060065.2, NP_001001349.1, NP_001138399.1, XP_047291778.1	XP_026242922.1
OG0002278	NP_116741.2, NP_005055.3, NP_665905.2	XP_026236052.1
OG0002279	NP_066961.2, XP_047279784.1	XP_026251320.1
OG0002280	XP_006717354.1, NP_031397.1	XP_026251206.1
OG0002281	NP_001361619.1, NP_001070833.1, NP_001340127.2, NP_001361618.1, NP_001340126.2, NP_001070834.1, NP_001340123.1, NP_001361622.1, NP_009102.4, NP_001340122.2, XP_011516442.1, NP_001129585.1	XP_026242342.1
OG0002282	NP_006667.3, NP_001008563.2, NP_001103773.2	XP_026242264.1
OG0002283	NP_778204.1	XP_026242244.1
OG0002284	NP_001361242.1, NP_001361243.1, NP_001361235.1, NP_001027392.1, NP_001361240.1, NP_001361238.1, NP_001361241.1, NP_001361239.1	XP_026242313.1
OG0002285	NP_065975.1, NP_001291293.1, NP_001291292.1	XP_026242162.1
OG0002286	NP_001162580.1, NP_001162581.1, NP_001162582.1, NP_005129.2	XP_026269353.1
OG0002287	XP_011528984.1, NP_001363793.1	XP_026269329.1, XP_026269326.1, XP_026269328.1, XP_026269330.1, XP_026269327.1
OG0002288	NP_000253.1, NP_001349777.1, NP_001349779.1	XP_026238105.1, XP_026238106.1, XP_026238109.1, XP_026238107.1, XP_026238108.1
OG0002289	NP_114116.3, XP_016884058.1	XP_026265966.1
OG0002290	NP_055570.1	XP_026242995.1, XP_026242993.1
OG0002291	NP_671709.2	XP_026235509.1
OG0002292	NP_001129119.1	XP_026256997.1
OG0002293	NP_680545.1, NP_680544.1	XP_026243683.1, XP_026243682.1, XP_026243684.1
OG0002294	NP_001129471.2	XP_026270411.1
OG0002295	NP_060846.2, XP_047279517.1, NP_056284.1	XP_026271276.1, XP_026235741.1
OG0002296	NP_001363447.1, NP_001363450.1, NP_001363448.1, NP_001363451.1, NP_001363453.1, NP_004821.2, NP_001257451.1, NP_001257450.1, XP_011534559.1, NP_001363449.1, NP_001363452.1, NP_057063.2, NP_001363446.1	XP_026236644.1
OG0002297	NP_588608.1	XP_026256670.1, XP_026256668.1
OG0002298	NP_001309265.1, NP_001309268.1, NP_001309266.1, NP_001309264.1, XP_047274090.1, NP_219479.2	XP_026266269.1
OG0002299	NP_001137429.1, NP_110411.1, XP_006715633.1	XP_026248548.1
OG0002300	NP_116259.2, NP_056306.1, NP_001309335.1, NP_001309344.1, NP_001309343.1, NP_001309337.1, NP_001309334.1, NP_001309341.1, NP_001309342.1, NP_001309339.1, XP_005266969.4, NP_001309345.1	XP_026258300.1
OG0002301	NP_065822.2	XP_026245425.1
OG0002302	NP_001026798.1, NP_001029045.1	XP_026254534.1, XP_026254535.1
OG0002304	NP_114124.1	XP_026270474.1
OG0002304	NP_619638.2	XP_026248602.1
OG0002305	NP_001137407.1	XP_026255152.1, XP_026255146.1, XP_026255150.1, XP_026255149.1, XP_026255147.1, XP_026255148.1, XP_026255153.1, XP_026255151.1
OG0002306	NP_001093128.1, NP_060804.3, NP_001093130.1	XP_026264058.1
OG0002307	NP_001337893.1, NP_001337891.1, NP_001337892.1, XP_016868188.1, NP_001337890.1, NP_001337888.1, NP_001337889.1, NP_001231535.1, NP_115938.1	XP_026264070.1
OG0002308	NP_001307107.1	XP_026268698.1, XP_026268699.1
OG0002308	NP_001356494.1, NP_075558.2, XP_005271193.1	XP_026268675.1
OG0002309	NP_005193.1	XP_026249223.1
OG0002310	NP_001374194.1, NP_001374197.1, NP_001374195.1, NP_001374198.1, NP_001374201.1, NP_001374199.1, NP_001374200.1, NP_950245.2, NP_001374196.1, NP_001243057.1, NP_001243056.1	XP_026253507.1
OG0002311	NP_001364464.1, XP_047275573.1, NP_001364463.1, NP_001364465.1, NP_001013654.1	XP_026253460.1
OG0002312	NP_001335623.1, NP_001103447.1, XP_005263256.1	XP_026240540.1, XP_026240538.1, XP_026240539.1
OG0002313	XP_011529906.1, NP_001291287.1, NP_777560.2	XP_026245253.1
OG0002314	NP_001026860.2, XP_047277031.1, NP_001358179.1, NP_055505.3, NP_001358182.1, NP_001358181.1, NP_001358180.1, NP_001265226.1, NP_001358178.1, NP_001358177.1	XP_026265190.1
OG0002315	NP_954655.1, NP_001280014.1, NP_001715.1, XP_011514829.1	XP_026235698.1
OG0002316	NP_001259001.1, XP_016867434.1	XP_026235592.1
OG0002318	NP_001309134.1, NP_001309135.1, NP_001309136.1	XP_026265218.1
OG0002319	NP_002086.1	XP_026269835.1
OG0002320	NP_001278257.1, NP_001139182.1	XP_026266514.1
OG0002321	NP_115642.4	XP_026238724.1
OG0002322	NP_849161.2, XP_016859475.1	XP_026251866.1
OG0002323	NP_001340896.1	XP_026253255.1
OG0002324	NP_115681.1	XP_026236760.1
OG0002325	NP_001310837.1, NP_653219.1, NP_001310839.1, NP_001310842.1, NP_001310841.1, NP_001310836.1, NP_001310835.1, NP_001310840.1, NP_001310838.1	XP_026259820.1
OG0002326	NP_001013375.1, NP_001005204.1, NP_001013374.2	XP_026236225.1, XP_026236216.1
OG0002327	NP_060565.4	XP_026254856.1
OG0002328	NP_006773.2	XP_026252280.1, XP_026252279.1
OG0002329	NP_055302.1	XP_026241992.1
OG0002330	NP_001171916.1, NP_001171915.1, NP_001171919.1, NP_001171917.1, NP_001171918.1, NP_001171920.1, NP_002485.1	XP_026241969.1
OG0002331	NP_001308677.1, NP_001308673.1, NP_001308674.1, NP_001308672.1, NP_001308675.1, NP_001308676.1, NP_001009993.2, XP_016858816.1	XP_026244051.1
OG0002332	XP_047302226.1, NP_004679.2	XP_026244672.1
OG0002333	NP_001362988.1, NP_003856.1, NP_001362989.1, NP_001362990.1, XP_005265583.1, NP_001362987.1	XP_026244335.1
OG0002334	NP_060867.2	XP_026244399.1, XP_026244400.1
OG0002335	NP_003034.2, NP_001127839.2, XP_006713370.1	XP_026238775.1
OG0002336	NP_942559.1, NP_001357457.1	XP_026253639.1
OG0002337	XP_047304521.1, NP_060916.1, NP_001010983.1, NP_001265210.1, NP_001265209.1, NP_690909.1	XP_026244355.1, XP_026244356.1, XP_026244357.1
OG0002338	NP_001185827.1, NP_001303260.1, NP_001185825.1, NP_001185824.1, NP_000657.1, NP_001185826.1	XP_026239605.1, XP_026239604.1
OG0002339	NP_001138531.1	XP_026239719.1
OG0002340	NP_001278213.1	XP_026239784.1
OG0002341	NP_001005909.1, NP_057375.2	XP_026239801.1
OG0002342	NP_078788.2	XP_026245617.1, XP_026245619.1
OG0002343	NP_003712.1, NP_001357162.1, NP_001357165.1, NP_001357164.1, NP_001265657.1, NP_604389.1, NP_001357163.1, NP_001265656.1, NP_001357166.1, XP_047295542.1, NP_001357167.1	XP_026245836.1
OG0002344	NP_001350475.1	XP_026245813.1
OG0002345	NP_001305665.1, XP_005274349.1, NP_079001.2, NP_001305666.1, NP_001350523.1	XP_026258529.1
OG0002346	NP_115649.1	XP_026240536.1, XP_026240537.1
OG0002347	NP_065849.1, XP_047283288.1	XP_026243099.1, XP_026243100.1
OG0002348	NP_001123505.1, NP_001123508.1, NP_001123507.1	XP_026264919.1
OG0002349	NP_116260.2, NP_689408.1, XP_047283714.1	XP_026264937.1
OG0002350	NP_001005163.1	XP_026256794.1
OG0002351	XP_006713185.1, NP_001123882.1, NP_001598.1	XP_026262232.1, XP_026261687.1, XP_026261362.1, XP_026257413.1, XP_026261702.1
OG0002352	XP_005247285.1, NP_001078518.1	XP_026240788.1
OG0002353	XP_016883449.1, NP_817127.1, NP_065074.1	XP_026241619.1
OG0002354	NP_004789.1, XP_047296545.1	XP_026257910.1
OG0002355	NP_056326.2, XP_006723833.1, NP_001258803.1	XP_026239054.1
OG0002356	NP_004817.2	XP_026268552.1
OG0002357	NP_001350241.1, NP_055574.3, NP_001350240.1	XP_026253340.1
OG0002358	NP_005374.2	XP_026268520.1
OG0002359	NP_878908.4, NP_001365019.1, XP_011515961.1	XP_026238647.1
OG0002360	NP_112589.1	XP_026259050.1
OG0002362	NP_001073875.1, NP_001371912.1	XP_026266494.1, XP_026248152.1, XP_026248149.1
OG0002363	NP_009141.2, XP_005268664.1	XP_026254595.1
OG0002364	NP_001334788.1, NP_001334786.1, NP_001094096.1, NP_006450.2, NP_001334790.1, NP_001334787.1, NP_001334785.1, NP_001334789.1	XP_026250552.1
OG0002365	XP_011538453.1, NP_078817.2	XP_026263715.1
OG0002366	NP_001307522.1, NP_001307521.1, NP_001307520.1, NP_001112.2, NP_063968.1, NP_058432.1, XP_024303562.1	XP_026244904.1
OG0002367	NP_001304978.1	XP_026264274.1
OG0002368	NP_001338302.1, NP_057538.1, NP_001273349.1	XP_026248419.1, XP_026248410.1
OG0002369	NP_001138229.1, NP_001355248.1	XP_026248517.1
OG0002370	NP_057097.2, XP_006720618.1	XP_026248708.1
OG0002371	XP_047288291.1, NP_694992.2	XP_026248772.1
OG0002372	NP_078887.2, NP_001018099.1, XP_011520311.1, NP_001263314.1	XP_026240678.1
OG0002373	NP_849190.2, XP_005254216.1	XP_026240566.1
OG0002374	NP_004956.5	XP_026255183.1
OG0002375	XP_047296798.1, NP_061837.3, NP_001307466.1	XP_026265866.1
OG0002376	NP_001026890.2	XP_026260436.1, XP_026258954.1
OG0002377	NP_938022.2, XP_005262993.1	XP_026260994.1
OG0002378	NP_001340383.1	XP_026264791.1, XP_026264790.1
OG0002379	NP_778226.1, XP_016861192.1	XP_026259343.1
OG0002380	NP_001340254.1	XP_026251654.1
OG0002381	NP_071432.2	XP_026245166.1
OG0002381	NP_619649.1	XP_026262759.1
OG0002382	NP_005625.2	XP_026248024.1
OG0002383	NP_001362517.1, NP_001362516.1	XP_026245171.1
OG0002384	NP_001095886.1	XP_026245204.1
OG0002386	NP_001361676.1	XP_026240432.1
OG0002387	NP_002105.3, XP_011512850.1	XP_026240383.1, XP_026240382.1, XP_026240384.1
OG0002388	NP_001184162.1, NP_008980.1, NP_008926.2, NP_001184166.1, XP_005248854.1, NP_001184167.1, NP_001184169.1, NP_853509.1, NP_001184168.1	XP_026263481.1
OG0002390	NP_001362917.1, NP_060164.3, NP_001362915.1, XP_011509670.1, NP_001362916.1, NP_001362921.1, NP_001362918.1, NP_001362919.1	XP_026244856.1, XP_026244854.1
OG0002391	XP_011509671.1, NP_060229.3	XP_026250354.1
OG0002392	NP_002716.1, NP_958505.1	XP_026252974.1, XP_026252975.1
OG0002393	XP_011529410.1, NP_001129212.1, NP_001353904.1, NP_001353907.1, NP_001353906.1, NP_001353905.1, NP_001353908.1, NP_001353909.1, NP_001034671.3	XP_026268597.1
OG0002394	NP_003653.1, NP_001018119.1	XP_026252515.1, XP_026252514.1
OG0002395	NP_001166925.1, XP_016885063.1	XP_026261217.1
OG0002396	NP_071335.1	XP_026236589.1
OG0002397	NP_001341909.1, NP_001354699.1	XP_026268618.1
OG0002398	NP_689689.2	XP_026255612.1
OG0002399	NP_001184178.1, NP_001184177.1, NP_008978.2, NP_001184175.1, NP_001184176.1, XP_006715042.1, NP_001138481.1, NP_919423.1	XP_026263494.1
OG0002402	NP_001368874.1, NP_001368877.1, NP_001368876.1, NP_001368872.1, NP_001368873.1, NP_003346.2	XP_026235288.1
OG0002403	NP_001012.1	XP_026243929.1
OG0002404	NP_001336851.1, NP_001336850.1	XP_026264117.1, XP_026242805.1, XP_026255194.1
OG0002405	XP_016885213.1, NP_001702.1	XP_026268579.1, XP_026268578.1, XP_026268577.1, XP_026268576.1
OG0002406	XP_016876627.1, NP_001358465.1, NP_835369.1, NP_835368.1, NP_001358463.1, NP_001358462.1	XP_026240974.1
OG0002407	NP_004788.1, NP_001171271.1	XP_026245121.1, XP_026245122.1, XP_026245120.1
OG0002408	NP_015566.1, NP_001172020.1, NP_000823.4, NP_001172019.1, NP_067544.1, XP_005266130.1	XP_026251195.1
OG0002409	NP_000825.2, NP_001400921.1	XP_026265080.1
OG0002410	NP_001273033.1, NP_001273039.1, NP_001273034.1, NP_001273038.1, NP_001035897.1, NP_000077.1	XP_026247929.1
OG0002411	XP_047294235.1, NP_000753.3, NP_000755.2, NP_000757.2	XP_026267378.1
OG0002412	NP_072045.1	XP_026239250.1
OG0002413	NP_001172110.1, NP_055075.1	XP_026239402.1
OG0002414	NP_002750.1, NP_001129124.1, NP_001129123.1, XP_011531289.1	XP_026261658.1
OG0002415	NP_001122302.1, NP_001122303.1, NP_001122301.1, NP_001278897.1, NP_001278896.1, NP_001729.1, NP_001158302.1	XP_026239832.1
OG0002416	NP_076407.1	XP_026266685.1
OG0002416	NP_076408.1	XP_026266656.1
OG0002417	NP_001310565.1	XP_026241142.1
OG0002418	NP_067681.1	XP_026271260.1
OG0002419	NP_001157637.1, NP_057199.1, NP_001188894.1, NP_665862.1	XP_026255664.1
OG0002420	NP_937863.1, NP_003083.1	XP_026253438.1
OG0002423	NP_001305732.1, NP_660352.1, NP_001258400.1, NP_001192067.1	XP_026238638.1
OG0002425	NP_001015892.1, NP_003178.1	XP_026246652.1, XP_026246651.1
OG0002426	NP_001307525.1	XP_026258083.1
OG0002426	NP_004387.1	XP_026258084.1
OG0002427	NP_002515.1	XP_026249950.1, XP_026249951.1
OG0002428	NP_006794.1, NP_001127768.1	XP_026265123.1
OG0002429	NP_001349953.1	XP_026239047.1
OG0002430	NP_001381161.1, NP_001381163.1, NP_002953.2, XP_016857518.1, NP_001381162.1	XP_026268785.1
OG0002432	NP_001004477.1	XP_026263798.1
OG0002434	NP_001392689.1, NP_001005170.2, NP_001005169.1	XP_026256729.1, XP_026256885.1
OG0002435	NP_997243.2	XP_026257752.1
OG0002436	XP_016882993.1, NP_150283.1	XP_026266264.1
OG0002437	XP_006722457.1, NP_872317.1	XP_026244479.1
OG0002438	XP_006722615.1, NP_001137301.1, NP_079490.1	XP_026265752.1
OG0002439	NP_001357256.1, NP_001036148.2, NP_775105.1, XP_047274556.1	XP_026253389.1
OG0002440	NP_060379.2	XP_026255747.1
OG0002441	NP_064518.1	XP_026248941.1
OG0002442	NP_004963.1, NP_001309124.1, NP_001309123.1, NP_001309125.1, NP_001309133.1, NP_001309127.1, NP_001309128.1	XP_026237881.1
OG0002443	XP_005258758.1	XP_026237166.1
OG0002444	NP_689566.1, XP_047294093.1	XP_026238029.1
OG0002445	NP_036200.2, NP_001277675.1, XP_011524931.1, NP_001180575.1	XP_026262035.1, XP_026262036.1
OG0002446	NP_071448.1	XP_026262126.1
OG0002447	NP_001258678.1, NP_001258679.1, NP_060955.1	XP_026266248.1
OG0002448	XP_047281962.1	XP_026263914.1
OG0002449	NP_001033692.2	XP_026246634.1
OG0002450	NP_001276091.1, NP_001276092.1, XP_047290724.1, NP_115645.4	XP_026251512.1
OG0002451	NP_002959.2, XP_047290398.1, NP_001121364.1	XP_026248081.1
OG0002452	NP_001035531.2	XP_026262605.1
OG0002453	NP_001336645.1, XP_011539841.1, NP_001336644.1, NP_057095.4	XP_026247442.1
OG0002454	XP_011539461.1, NP_055128.1	XP_026247513.1
OG0002455	NP_001191013.1, NP_001191018.1, NP_001191017.1, NP_877421.2	XP_026256597.1
OG0002456	NP_001128719.1, NP_001128720.1, NP_059453.1, XP_047276983.1, NP_002394.1	XP_026256623.1
OG0002457	XP_011540428.1, NP_112169.2	XP_026256632.1, XP_026256633.1
OG0002458	NP_005660.4	XP_026257000.1
OG0002458	NP_001316485.1	XP_026269691.1
OG0002459	NP_000910.2, NP_001351512.1, NP_001351513.1, XP_011541721.1, NP_001306872.1, NP_001170777.1, NP_001351511.1, NP_001351514.1, NP_001351519.1, NP_620121.1, NP_620177.1	XP_026250814.1
OG0002460	NP_066285.1	XP_026249829.1
OG0002460	NP_005645.1	XP_026241687.1
OG0002461	NP_001858.1	XP_026264826.1
OG0002462	NP_000785.1	XP_026236266.1
OG0002463	NP_008905.1, NP_001311105.1, NP_001265100.1, NP_001311106.1, NP_001311104.1, NP_001265103.1, NP_001265107.1, NP_001265108.1, NP_001265105.1, NP_001265104.1, NP_001265106.1, NP_001265102.1, NP_008885.1, NP_001311107.1, XP_016872106.1, NP_001265099.1, NP_001291962.1	XP_026255317.1
OG0002464	NP_116186.1, NP_001185625.1	XP_026261589.1, XP_026261590.1
OG0002465	XP_006717968.1	XP_026252830.1, XP_026252832.1, XP_026252831.1
OG0002466	NP_071900.2, NP_001396230.1, NP_001396231.1, NP_001396232.1, NP_001396233.1, NP_001396234.1, NP_758859.2, NP_001396237.1, NP_001396238.1, NP_001396236.1, NP_001396235.1, NP_001352613.2	XP_026254008.1
OG0002467	NP_001229265.1	XP_026244112.1
OG0002468	NP_940968.1, XP_011512340.1	XP_026249385.1, XP_026249384.1
OG0002469	NP_001091742.1	XP_026249381.1
OG0002470	NP_689609.2	XP_026257820.1
OG0002471	NP_005094.1	XP_026260359.1
OG0002472	NP_001369254.1, NP_001369255.1, NP_001369256.1, NP_001369253.1, NP_001369257.1, NP_001369268.1, NP_001369252.1, NP_001369261.1, NP_001369259.1, NP_001369258.1, NP_001369260.1, NP_001369262.1, NP_001369269.1	XP_026260340.1
OG0002473	NP_060870.1, NP_001035241.1, XP_011541199.1	XP_026258491.1
OG0002474	NP_001269072.1, XP_005271726.1	XP_026259232.1
OG0002475	XP_016872685.1	XP_026248350.1
OG0002476	NP_109590.3, XP_016879516.2	XP_026264469.1
OG0002477	NP_000968.2	XP_026257693.1, XP_026257692.1
OG0002478	NP_892026.1	XP_026267186.1
OG0002479	NP_005783.2, XP_011521110.1	XP_026248775.1
OG0002480	NP_775322.1, NP_775321.1, NP_619728.2, NP_001354638.1, NP_006590.1, XP_011521119.1, NP_619727.2, NP_001106649.1	XP_026260265.1
OG0002482	NP_000656.1, NP_001354846.1, NP_001289551.1, NP_001269378.1, NP_001354844.1, NP_001354847.1, NP_001289550.1	XP_026269009.1, XP_026269010.1, XP_026269011.1
OG0002483	NP_001362695.1, NP_001362694.1, NP_001362696.1, NP_001362697.1, NP_001362693.1, NP_001362688.1, NP_001362692.1, NP_001362690.1, NP_001362689.1, NP_001362691.1	XP_026268920.1
OG0002484	NP_056360.2, NP_001185808.1	XP_026259921.1, XP_026259919.1, XP_026259920.1
OG0002485	NP_001135777.1, NP_057727.2, XP_047290152.1	XP_026256188.1
OG0002486	XP_047290758.1, NP_003577.2, NP_001268991.1, NP_001268997.1, NP_001268992.1	XP_026236733.1
OG0002487	NP_009005.1, NP_001180262.1	XP_026236727.1, XP_026236726.1
OG0002488	NP_001273407.1, NP_001186071.1, XP_047290783.1, NP_003743.1, NP_001032897.1, NP_001254503.1, NP_001304786.1, NP_001093131.1, NP_001304785.1, XP_047290514.1	XP_026247879.1
OG0002489	XP_005255615.1, NP_001265087.1, NP_003447.2, NP_001035893.1	XP_026241371.1
OG0002490	XP_011521030.1	XP_026241155.1
OG0002491	NP_001273362.1, NP_005000.1, NP_001273364.1, NP_001273368.1, NP_001273369.1, NP_001273365.1, NP_001273367.1	XP_026241194.1
OG0002492	NP_001364399.1, NP_001041675.1	XP_026258556.1
OG0002493	NP_037518.3	XP_026235404.1
OG0002494	XP_016855626.1	XP_026258875.1
OG0002495	NP_001338375.1, NP_003845.2, XP_011510396.1	XP_026264396.1
OG0002496	NP_066277.1, NP_003231.2, XP_011542568.1, NP_001165896.1	XP_026261562.1
OG0002497	NP_110396.1	XP_026248652.1
OG0002498	NP_002287.2, XP_011542487.1, NP_919424.1	XP_026261548.1
OG0002499	NP_653228.1, NP_001291747.1, NP_001291748.1, NP_001291750.1, NP_001291754.1, NP_001291751.1, NP_001291752.1, NP_001291753.1, NP_001291749.1, NP_001291746.1, NP_001291755.1	XP_026260686.1
OG0002500	NP_001180229.1, XP_011508174.1	XP_026260826.1
OG0002501	NP_001366071.1, NP_001366070.1, NP_056374.2, XP_024306917.1, NP_001397791.1	XP_026254390.1, XP_026254391.1
OG0002502	NP_005248.2, XP_047293439.1	XP_026243849.1
OG0002503	XP_005268069.1, NP_932332.1	XP_026266815.1
OG0002504	NP_079100.2	XP_026256416.1
OG0002505	NP_001078940.1	XP_026250026.1
OG0002506	NP_776249.1, NP_001291390.1, NP_001369196.1	XP_026267573.1
OG0002507	XP_047287708.1	XP_026255205.1
OG0002508	NP_003086.1	XP_026253641.1
OG0002509	NP_001172006.1, NP_004300.1, NP_001288172.1, XP_011521876.1, NP_001172007.1	XP_026266506.1
OG0002510	NP_001120670.1	XP_026264235.1
OG0002511	NP_001182356.1, NP_003007.2, NP_115285.1	XP_026260632.1
OG0002512	NP_001106795.2	XP_026260571.1
OG0002513	NP_001028741.1	XP_026262419.1, XP_026256535.1
OG0002514	XP_047291745.1, NP_001078892.1, NP_001356422.1, NP_001278246.1, NP_001278245.1	XP_026258085.1, XP_026258086.1
OG0002515	XP_011523129.2	XP_026268174.1, XP_026268175.1
OG0002516	NP_653254.1	XP_026251326.1
OG0002517	NP_055070.1	XP_026254098.1, XP_026254097.1
OG0002518	NP_036539.1, NP_001034673.1, NP_001034672.1, XP_011528819.1	XP_026267274.1
OG0002519	XP_006724289.1, NP_036605.2	XP_026265992.1, XP_026265993.1
OG0002520	XP_006712902.1, NP_057316.3	XP_026264397.1
OG0002521	NP_000868.1, XP_005263987.1	XP_026264410.1
OG0002522	NP_001338353.1, NP_001557.1, XP_006712562.1	XP_026235060.1
OG0002524	XP_047275310.1, NP_002895.3	XP_026271121.1
OG0002525	XP_005266026.1, NP_001275723.1, NP_073599.2	XP_026268890.1, XP_026268884.1, XP_026268889.1, XP_026268883.1, XP_026268887.1, XP_026268888.1, XP_026268886.1
OG0002526	NP_001182464.2	XP_026251967.1
OG0002526	NP_997200.1	XP_026251991.1
OG0002527	NP_001349769.1, NP_002188.1, XP_047279386.1, NP_001265281.1	XP_026243643.1
OG0002528	XP_011516268.1, NP_065753.2	XP_026243651.1, XP_026243656.1, XP_026243652.1, XP_026243653.1, XP_026243650.1, XP_026243655.1
OG0002529	NP_001358153.1, XP_047278959.1, NP_001358154.1, NP_001358152.1, NP_055722.2	XP_026235684.1
OG0002530	NP_001358166.1, NP_001358164.1, NP_001358165.1, NP_001374497.1, XP_024303178.1, NP_001358163.1, NP_001374498.1, NP_659488.2	XP_026249145.1
OG0002531	NP_001302423.1, NP_001334860.1, XP_024302068.1	XP_026250278.1, XP_026250280.1
OG0002532	NP_001357616.1	XP_026239289.1
OG0002532	NP_001391955.1	XP_026235927.1
OG0002533	NP_443125.1, NP_001165889.1, NP_689946.2, XP_047274101.1, NP_001092742.1	XP_026239479.1, XP_026239480.1
OG0002534	NP_054785.2, NP_001274166.1, NP_001074472.1, NP_001074473.1	XP_026265657.1, XP_026265656.1
OG0002535	NP_006256.1	XP_026249658.1
OG0002536	NP_000489.3, NP_000488.3	XP_026238577.1, XP_026258857.1
OG0002537	NP_001258152.2, NP_001373054.1, NP_001092093.2, NP_443075.3	XP_026238510.1
OG0002538	NP_001002258.1	XP_026261419.1
OG0002539	NP_056265.2	XP_026244515.1
