Orthogroup	Homo_sapiens	Sus_scrofa
OG0000667	NP_001303889.1, NP_001378964.1, NP_001378967.1, NP_001303890.1, NP_001378965.1, NP_001303891.1, NP_078960.1, NP_001350493.2, NP_001378960.1, NP_001378961.1, NP_001378962.1, XP_047282792.1, NP_001378966.1, NP_001378997.1, NP_001378963.1, NP_001303887.1, NP_001303886.1	XP_005667226.2
OG0000668	NP_113612.1, NP_997004.1, NP_001276074.1, NP_001035812.1, XP_011527683.1, NP_001276076.1, NP_001276075.1	XP_020933405.1, XP_020933406.1, XP_013840665.1
OG0000669	XP_011528199.1, NP_542942.2	XP_005670931.2
OG0000669	NP_542778.2	XP_020928613.1
OG0000670	NP_065785.2, NP_001339200.1, NP_001339196.1, NP_001284705.1, NP_001339199.1, NP_001339197.1, XP_016875173.1, NP_001339198.1	XP_020948044.1, XP_020948040.1, XP_013843853.1, XP_003126558.1, XP_013843854.1, XP_020948041.1, XP_020948043.1, XP_020948042.1
OG0000671	NP_001306226.1, NP_077000.1, NP_001306225.1	XP_020948273.1
OG0000672	NP_277038.1, NP_001385434.1, NP_001385430.1, NP_001385427.1, NP_001385431.1, NP_001385432.1, NP_001385429.1, NP_001003940.1, NP_001385428.1, NP_001385436.1, NP_001385426.1, NP_001003942.1, NP_001385435.1, NP_001385433.1, NP_001385424.1, NP_001385425.1, NP_001385439.1, NP_001003943.1, NP_001385437.1, NP_001385438.1	XP_020953488.1
OG0000673	NP_003023.1, NP_001340845.1, NP_775323.1	XP_020925678.1
OG0000674	NP_001357088.1, NP_001093391.1, NP_001357087.1	XP_020935923.1, XP_020935922.1, XP_013841496.1, XP_020935944.1, XP_020935924.1, XP_020935925.1
OG0000675	NP_149099.2	XP_020936538.1, XP_020936543.1, XP_020936544.1, XP_020936624.1, XP_020936545.1, XP_020936547.1, XP_020936537.1, XP_020936560.1, XP_020936539.1, XP_020936540.1, XP_020936573.1, XP_020936574.1, XP_020936627.1, XP_020936562.1, XP_020936581.1, XP_020936577.1, XP_020936584.1, XP_020936541.1, XP_020936570.1, XP_020936572.1, XP_020936553.1, XP_020936630.1, XP_020936633.1, XP_020936629.1, XP_020936583.1
OG0000680	NP_001165100.1, NP_001191313.1, NP_001165101.1, NP_001165099.1, NP_001165098.1, NP_001165097.1, NP_001273973.1, NP_001303939.1, NP_001165096.1, NP_001165094.1, NP_001165095.1	NP_999249.1
OG0000680	NP_001020537.2, NP_001020541.2, NP_001165093.1, NP_001191314.1, NP_001020540.2, NP_001028928.1, NP_001020539.2, NP_001020538.2, NP_003367.4	XP_013833429.1
OG0000681	NP_001073987.1, XP_011538375.1	XP_020928917.1
OG0000682	NP_001369717.1, NP_001369713.1, NP_001369715.1, NP_001369721.1, NP_001369722.1, NP_001369730.1, NP_001369727.1, NP_001369724.1, NP_001369726.1, NP_001369729.1, NP_001369723.1, NP_001369720.1, NP_001369731.1, NP_001369728.1, NP_001369716.1, NP_004439.2, NP_001369718.1, NP_001369714.1, NP_001369719.1, NP_001369712.1, NP_001369711.1, NP_001005862.1, NP_001276865.1, XP_047291546.1, NP_001369725.1	XP_020921778.1, NP_001302542.1
OG0000683	NP_001265428.1, NP_001265427.1, NP_001265426.1, NP_000666.2, NP_001265429.1	XP_003483510.2
OG0000684	NP_004631.1, NP_542165.1	NP_001005157.1
OG0000684	NP_005795.2, XP_011525922.1	XP_003123418.5
OG0000685	NP_036501.2, NP_001004685.1	XP_003134635.1, XP_003134612.1
OG0000686	NP_001166864.1, NP_036338.2, XP_024301787.1, NP_001295085.1	XP_020932194.1, NP_001158208.1
OG0000687	NP_001013007.1	XP_013847980.1
OG0000687	NP_003339.1	XP_005664319.2
OG0000688	NP_001363727.1	NP_001098778.1
OG0000689	NP_776162.2	XP_003122722.5
OG0000689	NP_001303817.1, XP_011529559.1, NP_001303818.1, NP_001303816.1, NP_068568.1	XP_020935996.1, XP_020935995.1
OG0000690	NP_001158296.1	XP_020951524.1, XP_020951525.1, XP_003362253.1
OG0000691	NP_001004692.1, NP_001004695.1, NP_001005522.1	XP_020940733.1, XP_013846905.2, XP_013850054.1, XP_020940735.1, XP_020941144.1, XP_003123629.4, XP_020941153.1, XP_003354447.2
OG0000692	NP_001411275.1, NP_115674.1, NP_001153800.1, NP_001411273.1, NP_001153801.1, NP_001411274.1	XP_020950462.1
OG0000693	XP_011518045.1, NP_001185707.1, NP_001185708.1, NP_001185706.1, NP_003582.2	XP_020920642.1, XP_020920640.1, XP_020920641.1, XP_020920639.1
OG0000695	NP_001265291.1, NP_001265296.1, NP_004301.1, NP_001265295.1, NP_001265290.1, NP_001265288.1, NP_001265298.1, NP_001265294.1, NP_001265293.1, NP_001265292.1, XP_011511994.1, NP_001265289.1, NP_001265297.1	XP_020956003.1, NP_001231718.1
OG0000696	NP_001371858.1, NP_001371857.1, NP_001371864.1, NP_001371860.1, NP_001373920.1, NP_001167014.1, NP_001373921.1, NP_001167010.1, NP_001371849.1, NP_001371848.1, NP_001371847.1, NP_001371854.1, NP_001167013.1, NP_001371855.1, NP_001371856.1, NP_060339.2, NP_001371845.1, NP_001371866.1, NP_001371865.1, NP_001371867.1, NP_001167011.1, NP_524576.2, NP_001167012.1, NP_001371852.1, NP_001371851.1, NP_001371850.1	NP_001231579.1
OG0000697	XP_011521568.1, NP_001356586.1	XP_003355827.2
OG0000697	NP_001357127.1, NP_001123230.2	XP_020949777.1
OG0000698	NP_001244932.1, NP_001244930.1, NP_068569.2, NP_001244934.1, NP_001035713.1, NP_001244931.1, XP_016856536.1, NP_001244933.1, NP_970615.2	NP_001245306.1
OG0000699	NP_001291947.1, NP_219363.2	XP_005653067.1
OG0000699	NP_660314.1, XP_047289610.1, NP_001019854.1	XP_013847906.1
OG0000700	XP_011507427.1, NP_443170.1	XP_005663295.1
OG0000700	XP_006711208.1, NP_001307262.1	XP_020945268.1
OG0000701	NP_659497.1, NP_001034624.1	XP_001926583.4, XP_005654482.1, XP_005654481.1, XP_003480376.1
OG0000702	NP_036253.2, XP_005257239.1	XP_003358042.1, XP_003131291.1
OG0000703	NP_061942.2	XP_005654105.1, XP_005654104.1
OG0000703	NP_001371338.1	XP_003353752.1
OG0000704	NP_001337964.1, XP_016874389.1, NP_001337966.1, NP_001337965.1, NP_001400530.1, NP_001400528.1, NP_001400529.1, NP_001337962.1, NP_958853.1, NP_963848.1, NP_001336.2, NP_001400525.1, NP_001400533.1, NP_001400526.1, NP_001400527.1, NP_001337963.1, NP_958852.1, NP_001400531.1, NP_001400532.1	XP_020946785.1, NP_999197.1
OG0000705	NP_001004720.1	XP_020941235.1, NP_001131103.1
OG0000706	NP_079458.2, XP_005251645.1, NP_001304920.1	XP_013841764.1, XP_003353610.1, XP_020921161.1, XP_003480592.1, XP_013841761.1
OG0000707	XP_016870062.1, NP_644815.1	XP_013849220.2
OG0000708	NP_115884.4, NP_001138932.1, XP_016864218.2, NP_631958.1, NP_631957.1, NP_001138931.1	XP_020956089.1, NP_998957.1
OG0000709	NP_001333880.1, NP_073611.1, NP_001333884.1, NP_001333885.1, NP_001333878.1, NP_001333882.1, XP_016857588.1, NP_001333881.1, NP_001333876.1, NP_001333875.1, NP_001333883.1, NP_001333879.1, NP_001333877.1	XP_003128160.1, XP_013832841.1
OG0000710	NP_001362729.1, NP_001362734.1, NP_001362736.1, NP_001362733.1, NP_001362732.1, NP_001362731.1, NP_001290355.1, NP_001362735.1, NP_001290354.1, NP_057415.1, XP_016862039.1	NP_001231585.1, XP_020924123.1
OG0000711	NP_001257367.1, NP_001358499.1, NP_001257365.1, NP_001257366.1, XP_011530784.1, NP_001358498.1, NP_006440.2	XP_005662678.1, XP_003125272.1, XP_003481289.1, XP_003481288.1, XP_005662677.1, XP_005662679.1
OG0000712	XP_047301903.1	XP_003124996.1, XP_003124997.1, XP_013843340.1, XP_020942956.1, XP_013843339.1, XP_003124998.1, XP_003124995.1
OG0000713	XP_006718419.1, NP_003645.1	XP_013849833.1, XP_005661027.1, XP_005661026.1
OG0000714	XP_047282883.1	XP_020938821.1
OG0000714	NP_001120691.1, XP_005253227.2, NP_115981.1	XP_005661034.1
OG0000716	XP_047283002.1	XP_013834631.2, XP_020918217.1, XP_013834627.2, XP_020918219.1, XP_020918218.1, XP_013834629.2, XP_005667221.2, XP_013834628.2, XP_020918220.1
OG0000717	NP_005483.1, XP_047295771.1, NP_001268659.1	XP_020933992.1
OG0000718	NP_001371247.1, NP_001371248.1, NP_001371251.1, NP_001371246.1, NP_001371250.1, NP_001371252.1, NP_001371245.1, NP_001371244.1, NP_055850.1, NP_001371249.1, NP_001371254.1, NP_001371253.1, XP_005260398.1	NP_001245334.1, XP_020932887.1
OG0000719	NP_001041690.3, NP_001041686.1, NP_001184069.1, NP_001041688.1, NP_001184068.1, NP_060948.3	NP_001230601.1, XP_003134521.1
OG0000720	NP_001339371.1, NP_001309821.1, NP_006711.3, NP_001309825.1, NP_001309822.1, NP_001309820.1, NP_001309819.1, NP_001339372.1, NP_001309817.1, NP_001309824.1, NP_001309827.1, NP_001309826.1, NP_001309829.1, NP_001309828.1, NP_001309823.1, NP_001309818.1, NP_001003407.1, NP_001309813.1, NP_001309814.1, NP_001309812.1, NP_001309815.1, NP_001339369.1, NP_001309816.1, NP_001339370.1, NP_002304.3, NP_001309811.1, XP_024303778.2	XP_013839209.2
OG0000721	XP_006720528.1, NP_001138830.1, NP_001138829.1, NP_056292.1	XP_013833510.1, XP_020954681.1, XP_013833513.1, XP_020954683.1, XP_020954685.1, XP_003482286.1, XP_013833512.1, XP_020954684.1, XP_013833514.1, XP_013833511.1, XP_020954682.1
OG0000722	NP_001386949.1, NP_001386948.1, NP_001386945.1, NP_001386944.1, NP_001386943.1, NP_001386946.1, NP_001386947.1, NP_001386942.1, NP_987100.1	XP_003357028.1
OG0000723	XP_005249241.1, NP_004146.1	NP_001104726.1
OG0000724	NP_001307646.1, NP_001358379.1, NP_001358372.1, NP_001358377.1, NP_001361014.1, NP_001358378.1, NP_001244271.1, NP_001244272.1, NP_001358373.1, NP_001073335.1, NP_001244273.1, XP_047301340.1, NP_001358376.1, NP_004319.1, NP_001358375.1	NP_001230605.1, XP_020930303.1
OG0000725	NP_076990.4, NP_001070666.1	NP_001177204.1, XP_013839960.1
OG0000726	NP_001091048.1, XP_005272654.1, NP_005291.1	XP_013841522.1, XP_013841523.1, XP_003135078.3, XP_013841521.1
OG0000727	NP_001287830.1, XP_054189303.1, NP_525129.1	NP_001230359.1, XP_013846400.2, XP_005657952.1, XP_003135331.2
OG0000731	NP_001002294.1, NP_008825.4, XP_047272163.1, NP_001306102.1, NP_001306103.1	XP_003130142.2
OG0000732	NP_001116513.2	NP_001001619.1
OG0000732	NP_001381712.1, NP_001093638.1, NP_000570.1	NP_001001618.1, XP_013837023.1
OG0000733	XP_011543629.1, NP_001226.2, NP_001193943.1	NP_001231061.1
OG0000734	NP_003341.1	NP_001230320.1
OG0000734	NP_068823.2, NP_001244322.1, NP_954595.1	NP_001192023.1
OG0000735	NP_001309893.1, XP_016859082.1, NP_001309892.1	XP_003125413.1
OG0000735	NP_001382909.1	XP_020932988.1
OG0000736	XP_047274095.1, NP_009202.1, NP_001292031.1	XP_001929587.1
OG0000736	NP_055815.1	XP_003126469.3
OG0000737	NP_005171.4	NP_001272900.1, XP_020919657.1
OG0000738	XP_047276252.1, NP_001005327.2	XP_005663284.1
OG0000740	NP_001245205.1, XP_005266873.1, NP_443145.1, NP_001245207.1, NP_001245206.1	XP_013848019.1, XP_001927918.3, XP_020944014.1
OG0000741	NP_997299.2, NP_001138669.1, NP_001001670.1, XP_016870199.1	XP_005660237.2
OG0000742	NP_057098.2	XP_005660215.1, NP_001230487.1
OG0000742	NP_067037.1	XP_003128496.1
OG0000744	XP_006724727.1	XP_005673822.1
OG0000744	NP_005633.2	XP_005661821.1
OG0000745	NP_620143.1, NP_001318139.1, NP_001318140.1, XP_016872677.1, NP_001318141.1	XP_020918813.1, XP_020918814.1, XP_020918815.1, XP_020918811.1, XP_020918812.1
OG0000746	NP_067628.1, NP_078809.2	XP_020949430.1, XP_013853624.1, XP_020949429.1, XP_005664395.1, XP_013853625.1
OG0000747	NP_001381116.1, XP_006715788.1, NP_001381117.1, NP_001122108.1	XP_020941629.1, XP_020941630.1, XP_020941626.1, XP_020941627.1, XP_020941628.1
OG0000748	NP_001304022.1, NP_001304024.1, NP_001077070.1, NP_079121.1, NP_001077069.1	XP_020943773.1
OG0000749	NP_056165.1, NP_001356746.1, NP_001127948.1, NP_001356748.1	XP_013852858.2
OG0000752	NP_001139654.1	XP_020922662.1
OG0000752	NP_114165.1, NP_149441.1	XP_020922669.1, XP_020922668.1
OG0000753	XP_047293049.1, NP_001307731.1, NP_001307730.1, NP_001307732.1, NP_644809.1	XP_003131546.1, XP_013835142.1
OG0000754	NP_001002027.1, NP_005166.1	XP_005654012.1, XP_003132737.1, NP_001020389.1
OG0000755	NP_658986.1, XP_016883135.1	XP_003359936.1
OG0000755	NP_620414.1	XP_013851547.1
OG0000756	NP_001001419.1	XP_020940444.1
OG0000757	NP_003287.1, NP_001248751.1, NP_001135880.1, XP_005249406.1, NP_001135889.1, NP_001135879.1, NP_001135907.1	XP_005666151.1, NP_001121909.1
OG0000758	NP_001307173.1, XP_005270524.1, NP_653227.1	XP_020952557.1, XP_020952563.1, XP_003128126.1, XP_020952560.1, XP_020952559.1, XP_020952564.1, XP_020952558.1, XP_020952562.1, XP_020952556.1, XP_003128127.1, XP_020952561.1
OG0000759	NP_001393959.1, NP_001393960.1, NP_001393962.1, NP_057287.2, NP_001393952.1, NP_001393955.1, NP_001393956.1, NP_001035723.1, NP_001393953.1, NP_001393950.1, NP_001393951.1, XP_006716084.1, NP_001393961.1, NP_001291456.1, NP_001350627.1, NP_001393957.1, NP_001393958.1, NP_001393965.1, NP_001393964.1, NP_001393963.1, NP_001393967.1, NP_001393969.1, NP_001393968.1, NP_077747.1, NP_001291460.1, NP_001393966.1	XP_020934270.1
OG0000760	NP_001317317.1, NP_001317318.1, NP_057142.1	XP_005662516.1, NP_001138318.1
OG0000761	NP_001159968.1, NP_003042.3, XP_047284745.1	NP_001121917.1, XP_020944109.1
OG0000762	NP_001005513.1	XP_020936967.1, XP_020936966.1, XP_020936965.1, XP_020936963.1, XP_020936964.1, XP_020941133.1
OG0000763	XP_005259627.3, NP_056982.1, NP_001304919.1	XP_005661397.1
OG0000764	NP_001341643.1, NP_001341644.1, NP_001361753.1, NP_001341639.1, XP_011532349.1, NP_001121649.1, NP_000452.2, NP_001361752.1, NP_001361754.1, NP_001121648.1, NP_001341638.1, NP_001341640.1, NP_001341641.1, NP_001341642.1, NP_001341637.1, NP_001361756.1, NP_001361755.1, NP_001361751.1, NP_001239563.1	XP_013836873.2
OG0000765	XP_024307589.1, NP_001357015.1, NP_212134.3, NP_001357014.1	XP_020933195.1, XP_020933193.1, XP_020933194.1
OG0000766	NP_056162.4, NP_001338159.1, NP_001380549.1, NP_001380550.1, NP_001380551.1, NP_001380552.1, NP_001380553.1, NP_001338160.1, NP_001338158.1, NP_001380556.1, NP_001380554.1, NP_001338156.1, NP_001338157.1, NP_001338155.1, NP_001380548.1, NP_001380547.1, NP_001380557.1, NP_001338162.1, NP_001338161.1, NP_001380555.1, XP_011536405.1, NP_001380544.1, NP_001380545.1, NP_001380546.1, NP_001380543.1, NP_001380558.1	XP_020929921.1
OG0000767	NP_001338242.1, NP_001338264.1, NP_001338263.1, NP_001338259.1, NP_001338265.1, NP_001338255.1, NP_001338256.1, NP_001338253.1, NP_001338252.1, NP_001338251.1, NP_001338241.1, NP_001338248.1	XP_020937375.1
OG0000768	NP_001371955.1, XP_005254732.1, NP_001374015.1, NP_079052.2, NP_001374014.1	XP_005656336.1, NP_001231117.1
OG0000769	NP_996749.1, NP_001177.1	XP_020926547.1, XP_020926546.1, XP_020926549.1, XP_020926541.1, XP_020926542.1, XP_020926551.1, XP_020926543.1, XP_020926550.1, XP_020926544.1, XP_020926548.1, XP_020926545.1
OG0000770	NP_149991.2	XP_003129421.2
OG0000770	NP_001382882.1, NP_001121599.1, NP_000158.1, NP_976325.1	NP_001137180.1
OG0000770	XP_011543793.1	XP_013841482.1
OG0000771	NP_061136.2, XP_016885111.1, NP_001368831.1, NP_001278469.1, XP_006724846.1, NP_001308200.1, XP_006724862.1, XP_006724859.1, NP_689795.4, NP_001278464.1, NP_001357078.1, XP_005278198.1, NP_001017417.1, NP_001017435.1, NP_001357077.1, NP_001017438.2, NP_001278472.1, XP_005262482.2, NP_001007552.2, NP_001165759.2, NP_001278458.1, NP_001278456.1, NP_001372149.1, NP_001372148.1, NP_001278457.1, NP_001278459.1	XP_020935938.1
OG0000772	NP_778237.1	XP_020930515.1
OG0000772	NP_444508.1	XP_013843626.2, XP_001926072.2
OG0000775	NP_001185683.1, NP_113686.1, NP_001185684.1, NP_001185685.1	XP_005668915.1, XP_020922789.1
OG0000776	NP_000625.1, NP_001548.1, XP_005246587.1, NP_001161770.1	XP_020931007.1, XP_020930939.1
OG0000777	NP_899058.1, XP_005254633.1, NP_899059.1, NP_004571.2, NP_899057.1	XP_005659637.1, NP_001027528.1
OG0000778	NP_000286.3, NP_001121178.1, NP_001121179.1, NP_001002235.1, NP_001121176.1, NP_001121173.1, NP_001121172.1, NP_001121177.1, NP_001002236.1, XP_016876859.1, NP_001121174.1, NP_001121175.1	NP_001335871.1, NP_999560.2
OG0000779	NP_000248.2, NP_001393933.1	NP_999020.2
OG0000779	NP_002462.2	XP_020954892.1
OG0000780	NP_001310012.1, NP_001310011.1, NP_006205.1	NP_001106918.1, XP_020919632.1
OG0000781	NP_001001916.2	XP_020918051.1, XP_013844948.2
OG0000782	XP_005263600.1, NP_055689.1, NP_001121132.1	XP_013854441.2
OG0000783	NP_937878.1, NP_937875.1, NP_937877.1, NP_002924.1	XP_020953818.1, NP_001161127.1
OG0000784	NP_001138752.1, NP_001138759.1, NP_001272455.1, NP_001138753.1, NP_000905.3, NP_001008504.2, NP_001138754.1, NP_001138755.1, NP_001138757.1, NP_001008505.2, NP_001272452.1, NP_001008503.2, NP_001138756.1, NP_001138758.1, NP_001138751.1, NP_001272453.1	NP_001001538.1
OG0000785	NP_001005289.2	XP_003129497.1
OG0000786	XP_016873200.1, NP_001005175.3	XP_003129492.1, XP_003129534.4
OG0000787	NP_001005181.1	XP_003129513.2, XP_020958379.1
OG0000789	NP_001005491.2	XP_020937100.1, XP_020937802.1
OG0000790	NP_112165.1	XP_003128288.2, XP_020937012.1, XP_020937670.1, XP_020937345.1, XP_020938181.1, XP_020937118.1
OG0000791	NP_001177693.1	XP_020950675.1
OG0000792	NP_859051.1, NP_859050.1, XP_047283152.1, NP_001171034.1, NP_002707.3, NP_001171033.1	XP_013834822.2
OG0000792	NP_055040.2	NP_999189.1
OG0000793	NP_001316986.1, NP_001357041.1, NP_001357045.1, NP_001357047.1	XP_005668313.1
OG0000794	NP_001120983.2, NP_001341826.1, NP_001394375.1, NP_001394380.1, NP_001341827.1, NP_001394382.1, NP_001341830.1, NP_001341829.1, NP_001394378.1, NP_001394377.1, NP_000029.2, NP_001394389.1, NP_001394384.1, NP_001394385.1, NP_001394383.1, NP_001394388.1, NP_001394387.1, NP_001341832.1, NP_001394379.1, NP_001120982.1, NP_001341824.1, NP_001394376.1, NP_001341825.1, NP_001394381.1, NP_001341828.1	NP_001193359.1
OG0000795	NP_000652.2	XP_013834051.1
OG0000796	NP_001254526.1	XP_020928032.1, XP_020928035.1, XP_020928033.1, XP_005671044.3
OG0000797	NP_001305678.1, NP_001305677.1, NP_001305679.1, NP_001305676.1, XP_011541324.1, NP_115800.1	XP_020918390.1, XP_020918389.1, XP_005667348.1
OG0000798	NP_001337261.1	XP_020923664.1
OG0000798	NP_001129204.1	XP_020937145.1
OG0000799	NP_694580.1	XP_013854819.1, XP_013854818.1, XP_003356504.1, XP_005665465.1
OG0000801	XP_016878964.2	XP_005662150.1
OG0000802	NP_002148.1	NP_999472.1
OG0000803	NP_006790.1, XP_016878364.1	XP_005662275.1
OG0000804	XP_011508283.1, NP_078816.2, NP_663781.1	XP_005663313.1, NP_001231377.1, NP_001231376.1
OG0000805	NP_001265611.1, NP_775299.1, NP_003235.1, NP_775300.1, NP_001265613.1	XP_005665353.1, NP_001231218.1, NP_001231217.1, NP_001231219.1
OG0000806	NP_001092195.1, NP_068801.1	XP_020955682.1
OG0000806	NP_001018025.1	XP_020935623.1, XP_020935624.1
OG0000807	NP_001076003.1	XP_020922899.1
OG0000808	NP_115602.2, XP_005251665.1, NP_001276048.1, NP_001276049.1, NP_001276050.1	XP_020921765.1, XP_020921771.1, XP_020921777.1
OG0000810	NP_001191032.1, NP_005146.4, NP_619731.2	NP_001116639.1, XP_005665878.1
OG0000811	NP_001358367.1, NP_001358366.1	NP_001028180.1
OG0000812	NP_057671.2, NP_009207.2, XP_005249668.1	XP_003360239.3, XP_020955569.1
OG0000813	NP_001280092.1	XP_020934652.1
OG0000814	XP_047285001.1	XP_005656227.1
OG0000815	NP_777629.1, NP_777623.2, NP_777631.2, NP_777628.2, NP_777624.1, NP_001257388.1, NP_006270.1, NP_001257389.1	XP_020949123.1, NP_998924.1
OG0000816	NP_001006633.1, NP_001365902.1, XP_047275803.1, NP_001006627.1, NP_001006629.1, NP_001006632.1, NP_001006631.1, NP_001006630.1, NP_001006628.1, NP_000730.1, NP_001365901.1	NP_999426.1, XP_020934172.1
OG0000817	NP_001333519.1	NP_001231450.1
OG0000817	NP_001308258.1, XP_047300596.1, NP_057217.2	NP_001123440.1, XP_020930217.1
OG0000818	NP_001305995.1	XP_020943530.1
OG0000820	NP_001034977.1	XP_020945597.1, XP_020945596.1, XP_020945594.1, XP_020945595.1
OG0000821	NP_006025.2, NP_001245251.1, NP_001305314.1, NP_001245250.1, NP_001245252.1, NP_001305315.1, NP_001245249.1, XP_005253284.1, NP_001305313.1, NP_001305317.1, NP_001305319.1, NP_001305316.1, NP_001305318.1, NP_001245253.1	XP_013849838.1
OG0000822	XP_011543079.1, NP_001351.2, NP_001157289.1	XP_020938302.1, XP_020938301.1, XP_020938303.1
OG0000823	XP_016863213.1, NP_001093253.1, NP_775758.2	XP_020957253.1, XP_003129241.2, XP_020957252.1, XP_020957254.1, XP_003129240.2
OG0000824	NP_001317548.1, NP_055684.3, NP_001127854.1	XP_020925048.1
OG0000825	NP_001354250.1	XP_020924929.1, XP_020924926.1, XP_020924931.1, XP_020924930.1, XP_020924932.1, XP_020924927.1, XP_020924928.1
OG0000826	NP_001381755.1, NP_001381753.1, NP_004507.2, NP_001131145.1, NP_001381752.1, NP_001381750.1, NP_001381751.1, NP_001381749.1, NP_001381748.1, NP_001381747.1, NP_001381744.1, NP_001381745.1, NP_001381746.1, NP_703194.1, NP_001381756.1, NP_001381742.1, NP_001381743.1, NP_001381738.1, NP_060090.2, NP_001381737.1, XP_047294734.1, NP_001381739.1, NP_036350.2, NP_001381741.1, NP_001381740.1	XP_020939452.1
OG0000827	NP_001122394.1, XP_011543237.1, NP_005503.1, NP_001357117.1, NP_001357116.1, NP_001357118.1, NP_001357119.1	XP_020918209.1, XP_013834616.1, XP_003129719.1, XP_013834615.1, XP_013834617.1
OG0000828	NP_001287.2	XP_020924155.1, NP_001243702.1
OG0000829	NP_001336004.1, NP_001127853.1, NP_001336002.1, NP_001336003.1, XP_011532583.1, NP_001336006.1, NP_055559.1, NP_001336005.1, NP_001336008.1, NP_001336009.1, NP_001336007.1, NP_001336010.1, NP_001336016.1, NP_001336017.1, NP_001336018.1, NP_001336020.1, NP_001336019.1, NP_001336012.1, NP_001336014.1, NP_001336011.1, NP_001336015.1, NP_001336013.1	XP_020925345.1
OG0000830	NP_955394.1, NP_001230820.1, NP_003279.2, NP_001230824.1, NP_955392.1, NP_955393.1, NP_955395.1, NP_001230821.1, NP_001230823.1, NP_955391.1	XP_020933261.1
OG0000831	XP_005266504.1, NP_001265409.1, NP_060039.1, NP_001265411.1, NP_001265410.1, NP_001014308.2, NP_001129705.3, NP_001129706.3	XP_001926564.3
OG0000832	NP_001104515.2, NP_001104517.1, NP_001400852.1, NP_001104516.1, XP_011533596.1	XP_013835904.1, XP_005668396.1, XP_005668398.1, XP_020921228.1
OG0000833	NP_001335257.1, XP_047302309.1, NP_001335258.1, NP_001335259.1, NP_001335250.1, NP_001335261.1, NP_001335248.1, NP_001335249.1, NP_001271143.1, NP_001335244.1, NP_001335262.1, NP_001335253.1, NP_001335256.1, NP_001335251.1, NP_001335252.1, NP_001335254.1, NP_001335255.1, NP_001335245.1, NP_001271144.1, NP_001335246.1, NP_001335247.1, NP_004229.1, NP_001335260.1, NP_001271145.1	XP_020930716.1
OG0000834	XP_011537282.1, NP_001181924.1, NP_689482.1, NP_001137377.1	XP_001928322.2
OG0000835	XP_016884402.1, NP_001193946.1, NP_008863.3, NP_599032.2, NP_001369569.1, NP_001369570.1, NP_001369567.1, NP_001369576.1, NP_001369568.1, NP_001193947.1, NP_599031.1, NP_001369571.1, NP_001369572.1, NP_001369573.1, NP_001369574.1, NP_001369575.1	NP_001231289.1
OG0000836	NP_004661.2, NP_001015880.1	XP_020928761.1
OG0000836	NP_005434.4	XP_020957352.1
OG0000837	XP_011518925.1, NP_006134.2	XP_020947993.1, XP_020947992.1, XP_020947990.1, XP_020947989.1, XP_020947994.1, XP_020947991.1
OG0000838	NP_001373807.1, NP_001373877.1	NP_001243524.1, XP_020946807.1
OG0000839	NP_057318.2, NP_001373966.1, NP_976313.1, NP_976314.1	NP_001182250.1, XP_013845942.1
OG0000840	NP_478062.1, XP_016883694.1, NP_001300621.1, NP_001381081.1, NP_001363828.1, NP_001381082.1	XP_020926608.1, XP_013845652.1, XP_005657210.1, XP_005657209.1, XP_003132806.1
OG0000841	NP_005204.1	NP_999024.1, NP_999025.1
OG0000842	XP_016865939.1, NP_001158504.1, NP_001158506.1, NP_689950.1, NP_001158505.1	XP_013832891.1, XP_005665641.1, XP_005665645.1
OG0000843	NP_001035984.1, XP_011510285.1, NP_001035986.1, NP_115697.2, NP_001035985.1	XP_020931920.1, XP_003133593.2, XP_020931921.1
OG0000844	NP_001135783.1, NP_001135784.1, NP_001135782.1, XP_011510475.1, NP_612399.1	XP_020931937.1, XP_005672233.2
OG0000845	XP_006724910.1, NP_001135864.1	XP_020936404.1
OG0000846	NP_001136.1, NP_001091046.1, NP_001372200.1, NP_001372202.1, NP_001372201.1, NP_001372203.1	XP_020954026.1, NP_001038038.1
OG0000848	NP_001136400.1, NP_076431.1, NP_001350363.1, NP_001350362.1	XP_020934771.1
OG0000849	NP_001345240.1, NP_001095836.1, NP_001095837.1, NP_079228.4, NP_001273400.1, NP_001273399.1, NP_001095838.1, NP_001345241.1, NP_001345239.1, NP_001273401.1, NP_001095839.1, NP_001273402.1	XP_020955741.1
OG0000853	NP_001334185.1, NP_112503.1, NP_001334183.1, NP_001334181.1, NP_001334184.1, NP_000094.2, NP_001334182.1, NP_001334179.1, NP_001334178.1, NP_001334177.1, NP_001334180.1	XP_020939116.1, NP_999595.1, NP_999594.1, NP_999596.1, XP_020939132.1
OG0000854	NP_055280.2	XP_005656568.1
OG0000856	NP_001243439.1, NP_001243441.1, NP_001243440.1, NP_001243442.1, NP_003134.1, XP_005250105.1	XP_020934253.1
OG0000859	NP_001357414.2, NP_945182.1	XP_020937697.1, XP_020937988.1
OG0000859	NP_036509.1	XP_020941157.1, XP_003123489.2, XP_020940760.1, XP_003123458.1, XP_003480814.1
