Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0001239	NP_001385210.1	XP_038436696.1, XP_038436697.1, XP_038436695.1, XP_038436698.1
OG0001240	NP_001136090.1, NP_001136091.1, NP_001136089.1, NP_071764.3, NP_001185970.1, XP_016877967.1, NP_001185971.1, NP_001185969.1	XP_038436877.1
OG0001241	NP_000810.1	XP_038437318.1, XP_038437317.1
OG0001242	NP_061856.1, XP_047271745.1, NP_127460.1	XP_038437843.1, XP_038437842.1, XP_038437839.1, XP_038437841.1, XP_038437845.1, XP_038437840.1, XP_038437844.1, XP_038437838.1
OG0001243	NP_057329.3	XP_038438116.1
OG0001243	NP_835236.2, NP_001129702.1	XP_038438117.1
OG0001244	NP_938055.1, NP_001243543.1, NP_938056.1, NP_872395.2, NP_001243542.1	XP_038439446.1
OG0001244	NP_570126.2	XP_038439448.1
OG0001244	NP_001157118.1, NP_872343.2	XP_038439191.1
OG0001245	NP_665858.1, NP_009148.2, NP_665859.1, XP_005247143.1	XP_038439740.1
OG0001246	XP_005249216.1, NP_001238920.1, NP_001238919.1, NP_001238918.1, NP_056979.1	XP_038440218.1, XP_038440219.1, XP_038440217.1
OG0001247	NP_001177757.1, NP_001381406.1	XP_038442203.1
OG0001248	XP_047298535.1, NP_115942.1	XP_038442475.1, XP_038442474.1
OG0001249	NP_036348.2	XP_038443943.1
OG0001249	NP_000372.1	XP_038442732.1
OG0001250	NP_001122307.2	XP_038442770.1
OG0001251	NP_001171701.1, NP_001366380.1, NP_001366379.1, XP_005262510.2	XP_038444205.1
OG0001253	NP_733927.1, NP_733930.1, NP_001137282.1, NP_001137281.1, NP_733931.1, NP_001137278.1, NP_001137283.1, NP_001137279.1, NP_001700.2, NP_001137285.1, NP_001137280.1, NP_733928.1, NP_001137286.1, NP_001137288.1, NP_001137277.1, NP_733929.1, NP_001137284.1	NP_001002975.1
OG0001254	NP_006392.1	XP_038408839.1
OG0001254	NP_036536.2, NP_006296.1	NP_001003013.2
OG0001255	NP_001397672.1, XP_047272549.1, NP_001192183.1, NP_002529.1	NP_001003195.1
OG0001256	NP_001350922.1, NP_001350925.1, XP_011532967.1, NP_001350924.1, NP_001737.1, NP_001019820.1, NP_001350926.1, NP_001350928.1, NP_001350923.1, NP_001350927.1	NP_001003232.1
OG0001257	NP_001349757.1, NP_001128634.1, NP_000745.1, NP_001128633.1, NP_009294.1	NP_001004074.1
OG0001258	XP_011530517.1, NP_003255.2, NP_001305725.1, NP_001305719.1, NP_001305724.1, NP_001305722.1, NP_001305716.1, NP_001305720.1, NP_001305718.1	NP_001005264.2
OG0001259	NP_001369679.1, NP_001369676.1, NP_001369678.1, NP_001091109.3, NP_001361669.1, NP_001369677.1, NP_001091108.3, NP_001369673.1, NP_001369674.1, NP_001369675.1, NP_000140.1, NP_001091110.3, NP_000141.1, NP_002025.2	NP_001005378.1
OG0001260	NP_001373979.1, NP_001373980.1, NP_001373978.1, NP_001373977.1, NP_001155313.1, NP_061325.1, NP_940998.2, NP_001373984.1, NP_001373983.1, NP_001373981.1, XP_047296251.1, NP_001373982.1	NP_001041555.1
OG0001261	NP_001595.2	NP_001091013.1
OG0001262	NP_001029102.1	NP_001121567.1
OG0001263	NP_001393490.1, NP_001393488.1	NP_001138622.1
OG0001264	NP_000481.2	NP_001184078.1
OG0001264	NP_000906.1	XP_038428909.1
OG0001265	NP_001190174.1	NP_001238974.1
OG0001266	XP_011539049.1, NP_001123514.1, NP_001880.2, NP_001123515.1	NP_001239326.1
OG0001267	NP_001375427.1	XP_038444987.1, NP_001375868.1, XP_038405990.1
OG0001268	NP_001005177.3	NP_001375908.1, XP_038424771.1
OG0001270	NP_940943.1, XP_047294807.1, NP_001002923.1, XP_024307149.1, NP_001002915.2, NP_001128585.1, XP_011525255.1, NP_997276.1	XP_038381580.1
OG0001271	XP_024307714.1, NP_808874.1, NP_060901.2	XP_038428930.1
OG0001271	NP_689934.2, XP_016881099.1	XP_038381746.1
OG0001272	NP_001269947.1, NP_001269949.1, NP_071363.1	XP_038427331.1
OG0001272	NP_003818.2	XP_038384360.1
OG0001273	NP_872304.2, XP_047294124.1	XP_038384629.1, XP_038384628.1, XP_038384627.1
OG0001274	NP_001014831.1	XP_038384864.1
OG0001275	NP_001371350.1, NP_001371357.1, NP_001371356.1, NP_001371351.1, NP_056393.2, NP_001371349.1, XP_005258776.1, NP_001107565.1, NP_001371352.1, NP_001371364.1, NP_001371365.1, NP_001371353.1, NP_001371355.1, NP_001371354.1	XP_038385354.1
OG0001276	NP_004099.2, NP_056652.1, XP_011516694.1, NP_001994.2	XP_038404793.1
OG0001276	NP_003656.2	XP_038385519.1
OG0001277	NP_000791.1, NP_001244135.1	XP_038386408.1
OG0001278	XP_005268550.1, NP_001357416.1, NP_065819.1, NP_001357415.1	XP_038386429.1, XP_038386430.1, XP_038386427.1, XP_038386428.1
OG0001279	NP_115656.1, XP_047273783.1, NP_001124507.1, NP_001124508.1	XP_038388364.1
OG0001280	XP_024305746.1	XP_038388827.1
OG0001281	NP_001015.1	XP_038428729.1, XP_038389686.1
OG0001282	XP_011538389.1, NP_003010.4	XP_038390400.1
OG0001283	NP_001256971.1	XP_038390403.1
OG0001284	NP_001309906.1	XP_038390645.1
OG0001284	XP_047281762.1	XP_038434487.1
OG0001285	NP_036475.3	XP_038391077.1
OG0001286	NP_001092878.1, NP_001362291.1	XP_038391380.1
OG0001286	NP_001124151.1	XP_038437989.1
OG0001287	NP_008849.2, NP_001020127.1	XP_038391800.1, XP_038391801.1
OG0001288	NP_694563.1	XP_038392419.1, XP_038392415.1, XP_038392425.1, XP_038392421.1, XP_038392412.1, XP_038392423.1, XP_038392428.1, XP_038392431.1, XP_038392426.1, XP_038392418.1, XP_038392424.1, XP_038392420.1, XP_038392416.1, XP_038392429.1, XP_038392414.1, XP_038392422.1, XP_038392413.1, XP_038392430.1, XP_038392411.1, XP_038392432.1, XP_038392427.1
OG0001289	NP_060712.2	XP_038392978.1
OG0001290	NP_001025056.1, XP_005244858.1	XP_038393528.1, XP_038393529.1
OG0001291	NP_536356.3	XP_038393649.1
OG0001291	NP_612146.1	XP_038442531.1
OG0001292	NP_001131147.1	XP_038394360.1, XP_038394359.1, XP_038394362.1
OG0001293	NP_001073886.1	XP_038395710.1
OG0001294	NP_001289038.1	XP_038396530.1, XP_038396525.1, XP_038396521.1
OG0001295	NP_001277486.1, NP_001277482.1, NP_057083.2, NP_001277558.1, XP_047277915.1	XP_038397769.1, XP_038397768.1
OG0001296	NP_001392797.1, NP_001392796.1, NP_001180267.1, NP_001392821.1, NP_001392818.1, NP_001392794.1, NP_001392793.1, NP_001392795.1, NP_001392800.1, NP_005440.1, NP_001392791.1, NP_001392792.1, NP_001392817.1, XP_047290287.1, NP_001392815.1, NP_001392819.1, NP_001135945.1, NP_001392820.1, NP_001392816.1	XP_038397921.1
OG0001297	NP_066926.1	XP_038398899.1, XP_038417530.1
OG0001298	NP_001269898.1, NP_001269897.1, NP_001124180.1, NP_001269899.1, XP_005268028.1, NP_001124178.1, NP_068763.2	XP_038400112.1
OG0001299	XP_006717305.1, NP_001381130.1, NP_003077.2, NP_001381131.1, NP_001381132.1	XP_038404690.1
OG0001300	NP_055626.3, XP_005263468.1	XP_038404797.1
OG0001301	NP_001116144.1, NP_001339920.1, NP_001339922.1, NP_001339919.1, NP_004050.3, NP_001116143.1, NP_001339917.1, NP_001339921.1, NP_001339918.1, NP_001339928.1, NP_001339923.1, NP_001274319.1, NP_001339924.1, NP_001339925.1, NP_001339926.1, NP_001339927.1	XP_038405040.1
OG0001302	NP_055653.2, XP_024308080.1	XP_038406115.1, XP_038406114.1, XP_038406116.1
OG0001303	XP_011531296.1	XP_038407364.1, XP_038407359.1, XP_038407363.1, XP_038407357.1, XP_038407361.1, XP_038407358.1, XP_038407360.1, XP_038407365.1
OG0001304	NP_001157951.1	XP_038407956.1
OG0001305	XP_011541872.1, NP_001032722.1, NP_071909.1	XP_038408246.1
OG0001306	NP_004350.1	XP_038423998.1
OG0001306	XP_005251553.1	XP_038408551.1
OG0001307	NP_000238.1, NP_001170990.1, NP_001276081.1, NP_001276089.1, NP_005922.2	XP_038409236.1
OG0001308	NP_001341.1, NP_001135441.1, NP_001241646.1, XP_005248917.1, NP_001135442.1	XP_038409641.1
OG0001309	NP_001161299.2	XP_038409950.1, XP_038409954.1, XP_038409953.1, XP_038409948.1, XP_038409952.1, XP_038409955.1, XP_038409949.1
OG0001310	NP_001371471.1, NP_001273483.1, NP_061031.2	XP_038409957.1, XP_038409956.1
OG0001311	NP_958930.1, NP_001275964.1, NP_958931.1, NP_958929.1, NP_001275963.1, NP_612352.1	XP_038410047.1, XP_038410045.1, XP_038410051.1, XP_038410048.1, XP_038410050.1, XP_038410046.1, XP_038410049.1
OG0001312	NP_620061.2	XP_038410217.1
OG0001312	NP_000282.1	XP_038443706.1
OG0001313	NP_001265597.1, NP_001265595.1, NP_001265596.1, NP_899050.1, NP_057361.3	XP_038410345.1, XP_038410344.1
OG0001314	NP_000994.1	XP_038436774.1
OG0001315	XP_016868264.1, NP_620126.2	XP_038413037.1
OG0001316	XP_024304574.1, NP_067652.1	XP_038414139.1, XP_038414138.1, XP_038414140.1
OG0001317	NP_001035858.1, NP_001354967.1, NP_001333390.1, NP_001333389.1, NP_001333391.1, NP_001354971.1, NP_001333386.1, NP_057206.2, XP_011536726.1, NP_001354966.1, NP_001333388.1, NP_001333387.1, NP_001354969.1, NP_001354968.1, NP_001354970.1	XP_038414586.1
OG0001319	NP_060854.2, NP_001186506.1, NP_001290559.1	XP_038415633.1, XP_038415117.1
OG0001320	NP_694968.1	XP_038415628.1
OG0001321	NP_001107829.1	XP_038416314.1, XP_038416307.1, XP_038416311.1, XP_038416317.1, XP_038416308.1, XP_038416315.1, XP_038416309.1, XP_038416316.1, XP_038416310.1, XP_038416313.1, XP_038416312.1
OG0001322	NP_872431.5, NP_001123481.3, XP_005262670.1	XP_038416755.1
OG0001323	NP_115557.1, NP_001128504.1, NP_001356454.1, NP_001356453.1	XP_038417556.1, XP_038417557.1, XP_038417559.1, XP_038417561.1, XP_038417558.1, XP_038417560.1
OG0001324	NP_859530.1, NP_071358.1, XP_011507753.1	XP_038418089.1, XP_038418088.1
OG0001325	NP_001291692.1, NP_065883.1, NP_001291693.1, XP_047282118.1	XP_038418154.1
OG0001326	NP_001350268.1	XP_038418606.1, XP_038418605.1
OG0001327	NP_001358283.1, NP_001358282.1, NP_061332.2, NP_001350412.1, NP_001358284.1, NP_001350411.1, NP_001358286.1, NP_001008405.1, NP_001358293.1, NP_001358285.1	XP_038418633.1, XP_038418632.1
OG0001328	NP_000602.1, NP_001120695.1, NP_976076.1, NP_001120697.1, NP_001120698.1, NP_976075.1, NP_976074.1, NP_001120699.1	XP_038418986.1
OG0001329	XP_047282856.1	XP_038419439.1, XP_038419435.1, XP_038419434.1, XP_038419436.1, XP_038419437.1, XP_038419438.1
OG0001330	NP_001291288.1	XP_038419466.1
OG0001330	NP_002449.2	XP_038420415.1
OG0001331	NP_001302430.1, NP_899056.2, XP_047282989.1, NP_002546.3, NP_001302431.1	XP_038419523.1
OG0001332	XP_005274088.1, NP_000911.2, NP_071504.2, NP_001035806.1	XP_038419713.1
OG0001333	NP_612377.4	XP_038419830.1, XP_038419829.1
OG0001334	NP_001336162.1, NP_001129503.2, NP_001336163.1, NP_001336166.1, NP_006386.1, NP_001336161.1, NP_001336164.1, NP_001138384.1, NP_001336165.1, NP_001336167.1, XP_006712994.1	XP_038421551.1
OG0001335	NP_996985.2	XP_038422497.1
OG0001336	XP_005259570.1, NP_005215.1	XP_038423971.1
OG0001337	NP_001335234.1, NP_001335236.1, NP_001335235.1, NP_001335240.1, NP_060194.1, NP_001127841.1, NP_001335239.1, NP_001335230.1, NP_001335231.1, NP_001335233.1, NP_001335237.1, NP_001335238.1, NP_001335229.1, NP_001335228.1, NP_001335232.1, NP_001269620.1, NP_001335227.1, NP_001335226.1, XP_005265596.1, NP_006300.1	XP_038426303.1
OG0001338	XP_011527712.1, NP_739580.1, NP_055552.1	XP_038427618.1, XP_038427617.1, XP_038427619.1
OG0001339	NP_068598.1	XP_038427688.1, XP_038427691.1, XP_038427689.1, XP_038427690.1
OG0001340	NP_699202.1, XP_016875923.1	XP_038429323.1
OG0001341	NP_005968.1	XP_038429362.1
OG0001343	NP_001336825.1, NP_071364.4, NP_001336830.1, XP_011528788.1, NP_001336829.1, NP_001336833.1, NP_001336834.1, NP_001336831.1, NP_001336832.1, NP_001397761.1, NP_001336828.1, NP_001336827.1, NP_690054.1	XP_038431423.1
OG0001344	NP_001410402.1, NP_001410401.1, NP_001271214.1, NP_001410403.1, NP_001410406.1, NP_001271215.1, NP_001410405.1, NP_001410404.1	XP_038431605.1
OG0001345	NP_001265319.1	XP_038433360.1, XP_038433359.1, XP_038433357.1, XP_038433362.1, XP_038433355.1, XP_038433356.1, XP_038433358.1, XP_038433363.1
OG0001346	NP_001137314.1, XP_024304950.1, NP_076961.1, NP_001137313.1, NP_001137315.1	XP_038433393.1, XP_038433394.1
OG0001347	NP_001129495.1	XP_038433777.1
OG0001348	NP_005054.3	XP_038434456.1
OG0001349	NP_001381880.1, NP_001381881.1, NP_001305029.1, XP_047281806.1, NP_115805.1, NP_001305028.1, NP_001381879.1	XP_038434483.1
OG0001350	NP_001311265.1	XP_038434703.1, XP_038434704.1, XP_038434705.1
OG0001351	NP_001231878.1, XP_005270055.1, NP_065969.3	XP_038434717.1
OG0001352	NP_001380966.1, NP_001380968.1, NP_001288097.2, XP_047289240.1, NP_001380967.1, NP_001288098.2, NP_001380969.1, NP_001288099.2, NP_001380973.1, NP_001380971.1	XP_038436231.1
OG0001353	NP_001135915.1	XP_038436911.1
OG0001354	NP_001135943.1, NP_065128.2, XP_005263205.1	XP_038437917.1, XP_038437919.1, XP_038437916.1, XP_038437918.1, XP_038437915.1
OG0001355	XP_016862730.1, NP_079439.2	XP_038439107.1
OG0001356	NP_976060.1, NP_004042.1, NP_976059.1, XP_011511369.1	XP_038439140.1
OG0001357	NP_001137438.1, NP_001305735.1, NP_001137437.1, NP_057579.1, NP_001137436.1, NP_001305734.1, NP_001245386.1, NP_001305738.1	XP_038440118.1
OG0001358	NP_001122400.1, XP_024308643.1, NP_002185.1	XP_038441079.1
OG0001360	XP_047298370.1, NP_001383061.1, NP_001073611.1, NP_001073610.1, NP_001073615.1, NP_001229851.1, NP_001073609.1, NP_001073613.1, NP_001073607.1, NP_001073614.1, NP_001073608.1, NP_001073606.1, NP_775842.2, NP_001073612.1, XP_011529621.1, XP_016885223.1, NP_001139190.1	XP_038444155.1, XP_038444092.1, XP_038444091.1, XP_038442503.1
OG0001361	NP_085127.2	XP_038443028.1
OG0001362	NP_004674.1	XP_038443223.1, XP_038443221.1, XP_038443222.1
OG0001363	NP_009006.2	XP_038443341.1
OG0001364	NP_114113.1	XP_038444269.1, XP_038444272.1, XP_038444270.1, XP_038444267.1, XP_038444263.1, XP_038444271.1, XP_038444268.1, XP_038444265.1, XP_038444262.1, XP_038444266.1, XP_038444273.1, XP_038444264.1
OG0001365	NP_001243376.1, NP_005736.3, NP_001132913.1, NP_001132929.1	XP_038444584.1
OG0001366	NP_803182.1, NP_957516.1, NP_055414.2	XP_038445075.1, XP_038445076.1, XP_038445077.1, XP_038445078.1
OG0001372	NP_000889.3, XP_016885013.1	NP_001002970.2
OG0001372	NP_000231.1	NP_001002969.1
OG0001373	NP_001008709.1	NP_001003064.2
OG0001373	XP_011536806.1	NP_001003033.1
OG0001374	NP_001144.1, NP_001307627.1, NP_001352425.1, XP_016859432.1	NP_001003039.2
OG0001375	NP_001012474.1	NP_001003325.1
OG0001376	NP_001340158.1	NP_001121083.1
OG0001377	NP_000967.1	NP_001238885.1
OG0001378	NP_001530.1	NP_001239072.1, XP_038408525.1, XP_038407013.1, XP_038408524.1
OG0001379	NP_001036816.1	NP_001239140.1
OG0001380	NP_001374774.1, NP_001342216.1, NP_001342212.1, NP_001374775.1, NP_001291217.1	XP_038435229.1, XP_038400922.1
OG0001381	NP_005792.1	NP_001273866.1
OG0001381	NP_005866.1	XP_038426444.1, XP_038426445.1
OG0001382	NP_000680.2	NP_001273906.1
OG0001383	NP_000230.1	NP_001287805.1
OG0001384	NP_001004473.1	NP_001375703.1
OG0001384	NP_001004476.1	NP_001300768.1
OG0001385	NP_006262.1	NP_001349530.1
OG0001386	XP_047276279.1, NP_001001802.2, NP_001005287.1, XP_047299099.1	NP_001375489.1, NP_001375446.1
OG0001387	NP_001005284.2	NP_001375533.1
OG0001388	NP_001005171.2	NP_001375618.1
OG0001388	NP_001005172.2	NP_001375617.1
OG0001389	NP_001005497.1	XP_038405449.1, NP_001375683.1, NP_001375989.1, NP_001375993.1
OG0001390	NP_001005194.2	NP_001375710.1
OG0001391	NP_001004453.2, NP_001005235.1	NP_001375746.1
OG0001393	NP_001005276.1	NP_001375986.1
OG0001395	XP_011521705.1, NP_207837.2	XP_038394189.1
OG0001396	NP_115806.1	XP_038383722.1
OG0001396	XP_054189097.1	XP_038419470.1
OG0001397	NP_001374528.1, NP_001332876.1, NP_001374530.1, NP_001374523.1, NP_001374527.1, NP_001332878.1, NP_001374531.1, NP_001374529.1, NP_001374526.1, NP_689817.1, NP_001374525.1, NP_001332877.1, NP_001374522.1, NP_001374524.1	XP_038385111.1, XP_038385114.1, XP_038385112.1, XP_038385113.1
OG0001398	NP_077286.3, XP_005259313.1	XP_038385467.1, XP_038385473.1, XP_038385477.1, XP_038385470.1, XP_038385474.1, XP_038385475.1, XP_038385468.1, XP_038385472.1, XP_038385471.1, XP_038385476.1, XP_038385469.1
OG0001399	NP_001334958.1, NP_001334960.1, NP_001334963.1, NP_001171593.1, NP_001334962.1, NP_001171587.1, NP_001334961.1, NP_001334959.1, NP_001171592.1, NP_001171591.1, NP_001012769.1, NP_001012770.1, NP_001397838.1, NP_001171590.1, NP_001012768.1, XP_005252389.1, NP_005461.2	XP_038385678.1
OG0001400	NP_112226.2	XP_038386405.1
OG0001401	NP_001274669.1	XP_038386472.1
OG0001401	XP_047271880.1	XP_038389330.1
OG0001402	NP_001230462.1, NP_001230461.1, NP_690048.1	XP_038387436.1, XP_038387437.1
OG0001403	NP_848509.1, XP_005245803.1	XP_038387458.1, XP_038387459.1, XP_038387457.1, XP_038387456.1, XP_038387455.1
OG0001404	NP_004432.1	XP_038426876.1
OG0001404	NP_001296122.1, XP_006710504.1	XP_038387585.1
OG0001405	NP_079510.1, XP_011520396.1, NP_001290176.1	XP_038387718.1, XP_038388983.1
OG0001406	NP_001353666.1, XP_047273227.1	XP_038388479.1, XP_038445508.1, XP_038388481.1, XP_038388478.1, XP_038388480.1
OG0001407	NP_001230030.1, NP_001362741.1, NP_002521.2, NP_001362740.1, NP_001307064.1, NP_001307063.1, NP_001362742.1, NP_001007157.1, NP_001362743.1, NP_001012338.1, NP_001362739.1	XP_038388711.1
OG0001408	XP_047282070.1, NP_001382928.1, NP_113640.1	XP_038388887.1, XP_038388884.1, XP_038388885.1, XP_038388886.1
OG0001409	NP_001005468.1, XP_016873024.1, XP_016873205.1, NP_001005467.1	XP_038391494.1
OG0001410	XP_011541130.1	XP_038391749.1
OG0001411	NP_057125.2	XP_038392393.1
OG0001412	NP_001338902.1	XP_038405196.1, XP_038394154.1, XP_038394153.1, XP_038409290.1
OG0001413	NP_001070253.1, NP_003974.3	XP_038394447.1, XP_038394448.1, XP_038394449.1, XP_038394444.1, XP_038394446.1, XP_038394445.1
OG0001414	NP_001035186.1, NP_076438.1, NP_001035188.1, NP_001350345.1, NP_001350344.1, XP_047276670.1, NP_001035187.1	XP_038394784.1, XP_038394786.1, XP_038394785.1
OG0001415	NP_001350764.1	XP_038404077.1
OG0001415	XP_016879338.1	XP_038394816.1
OG0001416	NP_001380933.1, NP_001380932.1, NP_001005290.1, NP_001337168.1, NP_001337166.1, NP_001337169.1, NP_001337171.1, NP_001337170.1, NP_001337167.1, NP_001380934.1, NP_001350238.1, XP_016858049.1, NP_001027462.1, NP_116025.1, NP_001380931.1	XP_038394831.1
OG0001417	NP_057053.1	XP_038394902.1, XP_038394901.1
OG0001418	XP_005249908.2, NP_002351.1	XP_038395595.1, XP_038395594.1
OG0001419	NP_001333641.1	XP_038404095.1
OG0001419	NP_001271237.2	XP_038395626.1
OG0001420	NP_001158233.1, NP_001158231.1, NP_001158232.1, NP_002726.1, NP_001158230.1, NP_001158234.1, XP_047276563.1	XP_038395643.1
OG0001421	XP_005255767.1, NP_055514.3	XP_038395675.1, XP_038395676.1
OG0001422	NP_001244336.1, NP_001244926.1, NP_001244335.1, NP_000409.1, XP_047290022.1	XP_038395919.1
OG0001423	NP_002729.2	XP_038395955.1
OG0001423	XP_016880325.1	XP_038402732.1
OG0001424	NP_060238.3, XP_047280475.1	XP_038397604.1
OG0001425	NP_000706.1, XP_005273308.1	XP_038397938.1, XP_038397939.1, XP_038425637.1
OG0001426	NP_996801.2, XP_006720106.1	XP_038401638.1
OG0001426	NP_003667.1	XP_038398816.1
OG0001427	NP_001357080.1, NP_001357081.1, NP_001357079.1, XP_047287294.1, NP_001290024.1	XP_038398920.1
OG0001429	NP_002738.2	XP_038399934.1
OG0001430	NP_542784.1	XP_038399961.1
OG0001431	NP_892116.2, NP_001960.2	XP_038401742.1, XP_038401743.1, XP_038401744.1
OG0001432	XP_006720153.1	XP_038401879.1
OG0001434	NP_001258809.1, XP_006722009.1, NP_057522.1	XP_038403014.1
OG0001435	NP_001369245.1	XP_038403048.1
OG0001436	NP_036461.2	XP_038403724.1
OG0001437	NP_001357356.1, NP_003479.1, NP_001229832.1, NP_001357354.1, NP_001357353.1, NP_001229831.1, NP_001357355.1, NP_001357352.1	XP_038403737.1
OG0001438	NP_001229755.1	XP_038405585.1
OG0001439	XP_047297648.1, NP_115714.1	XP_038405858.1
OG0001440	NP_001400389.1, NP_001400391.1, NP_004066.1, NP_001400390.1, NP_001400392.1, NP_001400393.1, NP_001400394.1	XP_038406703.1, XP_038406702.1, XP_038406701.1
OG0001441	NP_001177192.1, NP_001177194.1, NP_775269.1, NP_006324.1	XP_038407399.1
OG0001442	NP_001273585.1, NP_076421.2, NP_996262.1, XP_005249365.1, NP_001273584.1	XP_038410083.1, XP_038410080.1, XP_038410081.1, XP_038410082.1
OG0001443	NP_001305699.1, NP_001305698.1, NP_001305696.1, NP_001305697.1, NP_115487.2, NP_001305700.1	XP_038410116.1
OG0001444	NP_001316373.1, NP_116291.1, XP_047278287.1, NP_001316372.1, NP_001316374.1, NP_001316371.1	XP_038411783.1
OG0001445	NP_001310859.1, NP_001310864.1, XP_016855721.1, NP_444280.3, NP_001310862.1, NP_001310861.1, NP_001310863.1, NP_001310860.1	XP_038412326.1, XP_038412378.1
OG0001446	NP_036460.1	XP_038413285.1, XP_038413287.1, XP_038413284.1, XP_038413286.1
OG0001447	NP_001073887.1, XP_011540181.1	XP_038413898.1, XP_038413899.1, XP_038413896.1, XP_038413897.1
OG0001448	NP_001366230.1	XP_038413905.1
OG0001449	XP_011514994.1, NP_001280555.1	XP_038415286.1
OG0001450	NP_112216.3, NP_001153695.1, XP_047278234.1	XP_038415844.1
OG0001451	NP_005407.1, NP_001091058.1	XP_038416555.1, XP_038416556.1, XP_038418348.1
OG0001452	NP_001128165.1	XP_038416968.1
OG0001453	NP_001020410.1, NP_001020408.1, NP_001020407.1, NP_001020406.1, XP_005253159.1, NP_001020409.1, NP_003262.1, NP_001020405.1	XP_038419456.1, XP_038419459.1, XP_038419458.1, XP_038419457.1, XP_038419460.1
OG0001454	NP_001229414.1, NP_115701.2, NP_001229413.1, XP_016873901.1, NP_001229411.1, NP_001229415.1, NP_001229412.1, NP_001229410.1	XP_038419797.1
OG0001455	NP_001357169.1, XP_047303043.1, NP_001003931.4, NP_001357168.1, NP_005476.4	XP_038422213.1, XP_038422215.1, XP_038422214.1, XP_038422216.1, XP_038422212.1
OG0001456	NP_004221.3	XP_038423273.1, XP_038423274.1
OG0001457	XP_011526751.1, NP_055464.1	XP_038423583.1
OG0001457	NP_001188267.1	XP_038423580.1
OG0001458	NP_001380320.1, NP_683876.1	XP_038424134.1, XP_038424135.1
OG0001459	NP_036273.1, XP_011533342.1, NP_001035026.1	XP_038425340.1
OG0001459	NP_001338530.1	XP_038444311.1
OG0001460	NP_001371539.1, NP_001371538.1, NP_056382.1	XP_038425793.1, XP_038425791.1, XP_038425792.1
OG0001461	XP_011532514.1, NP_116752.1, NP_001188501.1, NP_004197.1, NP_001188513.1	XP_038426490.1, XP_038426494.1, XP_038426491.1, XP_038426492.1, XP_038426493.1, XP_038426495.1
OG0001462	NP_542987.2, NP_001180299.1, NP_001180298.1, NP_149072.2	XP_038428745.1
OG0001463	NP_001623.3, NP_112603.2, NP_001622.2	XP_038428954.1
OG0001465	XP_011528430.1	XP_038430454.1
OG0001465	NP_036561.1	XP_038431565.1
OG0001466	NP_061907.2	XP_038430899.1
OG0001467	NP_001305058.1, NP_061976.1, NP_001003692.1	XP_038431522.1, XP_038431524.1, XP_038431523.1, XP_038431525.1
OG0001468	XP_047285857.1, NP_000011.2	XP_038433645.1
OG0001469	NP_653195.2, XP_016874289.1	XP_038433786.1
OG0001470	NP_660304.1	XP_038439400.1
OG0001471	NP_008894.2	XP_038434027.1, XP_038434026.1
OG0001472	NP_660289.2, NP_001334643.1, NP_001334644.1, NP_001334642.1, NP_001334641.1	XP_038434150.1
OG0001473	NP_000288.1, XP_011530330.1	XP_038438109.1
OG0001473	NP_057196.2	XP_038434453.1
OG0001474	NP_055696.3, XP_006718153.1, NP_001258745.1	XP_038434773.1, XP_038434774.1
OG0001475	NP_001263646.1, NP_001122101.1, NP_001122100.1	XP_038435960.1
OG0001476	NP_001036053.1, NP_005692.1, NP_001036046.1	XP_038436969.1, XP_038436967.1, XP_038436968.1, XP_038436966.1
OG0001477	NP_001340617.1	XP_038437255.1
OG0001478	NP_036262.1, NP_001139549.1, NP_001139550.1, NP_001139551.1, NP_652763.1, XP_047296691.1	XP_038437382.1, XP_038437384.1, XP_038437383.1, XP_038437381.1, XP_038437385.1
OG0001479	NP_001309042.2, NP_003351.3, XP_024309978.1, NP_001309041.2, NP_001121646.2, NP_001309043.2	XP_038437708.1
OG0001480	NP_001401564.1, NP_001356817.1, NP_001401568.1, NP_001401569.1, NP_001401565.1, NP_653246.2, NP_001401571.1, NP_001356818.1, NP_001401567.1, NP_001401570.1	XP_038438138.1, XP_038438136.1, XP_038438137.1
OG0001481	NP_001304704.1, XP_006713576.1, NP_001295242.1, NP_001012337.1, NP_001381146.1, XP_047304326.1, NP_001381147.1, NP_001304703.1, NP_060048.2, NP_001381148.1	XP_038438987.1
OG0001482	NP_001307608.1, XP_024309147.1, NP_001035189.1	XP_038439720.1, XP_038439716.1, XP_038439718.1, XP_038439717.1, XP_038439719.1
OG0001483	NP_001265715.1, NP_001265714.1, NP_740753.1, XP_047274651.1, NP_055411.1	XP_038440402.1
OG0001484	NP_003133.1, NP_001281074.1	XP_038440702.1, XP_038440701.1
OG0001485	NP_002147.2, NP_955472.1	XP_038441180.1, XP_038441179.1
OG0001486	NP_001341087.1, NP_001341088.1, NP_004448.2, NP_976251.1	XP_038441802.1
OG0001487	XP_016856614.1, NP_950252.1	XP_038442048.1, XP_038442047.1, XP_038442045.1, XP_038442046.1
OG0001488	NP_009088.1, NP_009087.1	XP_038445499.1, XP_038445321.1, XP_038445320.1, XP_038445534.1, XP_038443490.1, XP_038445492.1, XP_038445388.1, XP_038445386.1, XP_038444858.1, XP_038443489.1, XP_038445491.1, XP_038443488.1
