Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0001860	NP_000103.2, XP_016864680.1	XP_006104550.1
OG0001861	NP_859072.1, XP_016873064.1	XP_023602965.1
OG0001862	NP_000688.2, XP_011522082.2	XP_014302769.1, XP_023604185.1, XP_014305213.1, XP_006107908.1, XP_006105155.1, XP_006107909.2, XP_023602534.1, XP_006105144.1, XP_006105919.1, XP_006105918.1, XP_006105917.1, XP_023601957.1, XP_023601967.1
OG0001863	XP_016880968.1	XP_006097443.1
OG0001863	NP_006032.1	XP_006097434.1
OG0001864	NP_001303864.1, NP_057210.2, NP_001369181.1, NP_001369180.1, NP_001369183.1, NP_001369178.1, NP_001369179.1	XP_014310113.1
OG0001865	NP_001277193.1, NP_001104251.1	XP_014306024.1
OG0001866	NP_008964.3	XP_023604623.1
OG0001867	NP_001788.2	XP_006096518.1
OG0001868	NP_001304732.1	XP_014310875.1
OG0001868	NP_001074294.2	XP_023601860.1
OG0001869	NP_001304714.1, NP_057170.1, NP_001304715.1, XP_011514595.1, NP_001304718.1, NP_001304716.1, NP_001304717.1	XP_006088354.1
OG0001871	NP_787096.2, XP_047289933.1	XP_006103416.2
OG0001872	NP_001138820.1	XP_023601823.1
OG0001873	NP_001335459.1, NP_001335458.1, NP_001335463.1, NP_001335466.1, NP_001335464.1, NP_001335462.1, NP_001335461.1, NP_001335465.1, NP_001335456.1, NP_001335457.1, NP_001335460.1, NP_001013009.2	XP_014302477.1
OG0001874	XP_011538818.1, NP_006408.3	XP_014309046.1
OG0001874	NP_001362575.1	XP_006086181.1
OG0001875	NP_001257313.1	XP_006086166.1
OG0001876	NP_001382924.1, NP_976051.1, NP_001335184.1	XP_006082124.1
OG0001877	NP_001138880.1	XP_006082937.1
OG0001878	NP_775859.4	XP_006093861.1
OG0001879	NP_001117.2	XP_006109882.2
OG0001880	NP_001362541.1, XP_011508517.1, NP_001362546.1, NP_001362547.1, NP_055662.3, NP_001362548.1, NP_001362549.1, NP_001362551.1, NP_001362550.1, NP_001362545.1, NP_001362544.1, NP_001362543.1, NP_001362552.1, NP_001362554.1, NP_001317659.1	XP_014316632.2
OG0001881	NP_976037.1, NP_976036.1, XP_006722582.1, NP_002885.1	XP_006097458.2
OG0001882	NP_001257452.1	XP_014320753.2
OG0001883	NP_878912.1	XP_014310213.1, XP_014310212.1, XP_014310214.1, XP_014310215.1, XP_014310211.1
OG0001884	NP_060394.1, XP_016876879.1	XP_006100128.1
OG0001885	NP_001369438.1, NP_001357534.1, NP_001003803.2, NP_001369436.1, XP_011534954.2, NP_001369439.1, NP_056499.3, NP_001003805.2	XP_006100304.2
OG0001886	NP_001128520.1, NP_001128519.1, NP_569736.1, XP_047286898.1, NP_001128521.1	XP_023617933.1
OG0001887	NP_001353415.1, NP_001353417.1, NP_001353414.1, NP_001353416.1, NP_065154.2, NP_001353418.1, NP_001136017.1, XP_047287566.1, NP_001353419.1	XP_006087024.1
OG0001889	NP_001245177.1, XP_006722178.1, NP_954871.1	XP_006098974.1
OG0001892	NP_001273726.1, NP_054783.2, XP_047279213.1, NP_001273728.1, NP_001273725.1, NP_001273727.1	XP_006104832.1
OG0001893	NP_001387759.1, NP_038471.2, NP_001387764.1, NP_001387762.1, NP_001387763.1, NP_001273928.1	XP_023605250.1
OG0001893	NP_001273931.1, NP_001273930.1, NP_001375418.1, NP_001387760.1, NP_001273929.1	XP_023599286.1
OG0001894	NP_116175.1, NP_001290053.1, NP_001290054.1	XP_023613756.1
OG0001895	NP_006645.3, NP_001265282.1, NP_001265283.1, NP_001265286.1, NP_001265284.1, NP_001265280.1, NP_001036020.1, NP_001265285.1, XP_016874206.1	XP_014316999.1
OG0001896	NP_612211.1, NP_001018060.1, NP_001269814.1, NP_001269813.1, XP_047297136.1, NP_001018062.1	XP_006098584.1
OG0001897	NP_001002880.3, NP_056188.1	XP_014304603.1
OG0001898	NP_003481.3, NP_001356837.1, NP_001356836.1, XP_011528707.1, NP_001356838.1, NP_001129246.1, NP_001356839.1, NP_598344.2	XP_023612999.1
OG0001899	NP_079474.2, NP_001028222.1, XP_011537069.1	XP_023613013.1
OG0001900	NP_001180413.1	XP_006085805.1
OG0001901	NP_660213.1	XP_023614739.1
OG0001902	NP_055926.1, XP_011532775.1	XP_006081696.1, XP_014310244.1
OG0001903	XP_011541593.2	XP_023607924.1
OG0001904	NP_060795.1, NP_001242983.1	XP_023620507.1
OG0001905	XP_011516037.1, NP_001273879.1, NP_659401.2	XP_006108921.1
OG0001906	NP_001358852.1, NP_001291439.1, NP_001291440.1, NP_112496.1, NP_001291438.1	XP_006088060.1, XP_014310654.1
OG0001907	XP_047274088.1	XP_006106116.1
OG0001908	XP_011512556.1, NP_006644.1	XP_006107510.1
OG0001909	NP_001164278.1, XP_047275523.1, NP_001309395.1, NP_065228.4, NP_001309396.1	XP_006095892.1
OG0001910	NP_443136.2, NP_001310181.1, NP_001273180.1, NP_001273179.1, XP_005266870.1, NP_001310192.1, NP_001310186.1, NP_001310193.1, NP_001310189.1, NP_001310190.1, NP_001273183.1, NP_001310184.1, NP_001273181.1, NP_001310183.1, NP_001310191.1, NP_001310182.1	XP_023615528.1
OG0001911	NP_001257308.1	XP_006101937.1, XP_023599102.1
OG0001914	NP_001273756.1	XP_014311055.1
OG0001915	XP_011515460.1, NP_113603.1	XP_023613535.1, XP_023613522.1, XP_006093378.2, XP_023613532.1, XP_023613534.1
OG0001916	NP_001338214.1, NP_037376.2, NP_001338216.1, NP_001338218.1, NP_001338217.1, NP_001338215.1, NP_001338220.1, NP_001338212.1, NP_001338213.1, NP_001338211.1	XP_023605539.1
OG0001917	NP_005575.1	XP_014305331.1
OG0001917	NP_006430.1	XP_006081833.1
OG0001918	NP_065178.1	XP_023599660.1
OG0001918	NP_005712.1	XP_023613631.1
OG0001919	NP_001269374.1	XP_006104388.1
OG0001919	NP_055415.1	XP_006094406.1
OG0001920	XP_006712180.1	XP_006094410.1
OG0001921	NP_001316720.1, NP_001128493.1, NP_001128495.1, NP_001316721.1, NP_001316722.1, NP_001128494.1, XP_024308937.1, NP_115589.2	XP_006099956.1
OG0001922	NP_000440.1	XP_006095326.1
OG0001923	XP_024304204.1, NP_036588.1	XP_014314005.1, XP_014314007.1, XP_014314006.1
OG0001924	NP_001036227.1	XP_006106806.1
OG0001925	NP_945351.1	XP_014308311.1
OG0001925	NP_940962.1, XP_016861849.1	XP_006083960.1
OG0001926	NP_689529.1	XP_006091668.1, XP_023612145.1
OG0001927	NP_001357738.1, NP_001350038.1, NP_001350037.1	XP_006105935.1, XP_006105934.1
OG0001928	NP_056348.2, NP_001338905.1, NP_001338907.1, NP_001338909.1, NP_001338908.1, NP_001338906.1	XP_014304710.1
OG0001929	NP_689831.2, XP_011529982.1, NP_001171478.1	XP_006081723.1
OG0001930	NP_619543.2, NP_878919.2, XP_047300851.1, NP_060704.2, NP_001008410.1	XP_006098885.1
OG0001931	NP_001336200.1, NP_001336201.1, NP_001336204.1, NP_001336205.1, NP_001336202.1, NP_001336203.1, NP_055823.1, NP_001336198.1, NP_001336199.1, NP_001121696.1, NP_001336193.1, NP_001336192.1, NP_001017395.2, NP_001336197.1, NP_001336194.1, NP_001336195.1	XP_014306778.1
OG0001932	NP_008973.1, NP_001092253.1	XP_014322369.1
OG0001933	NP_057413.2	XP_023611446.1
OG0001935	NP_001245209.1, NP_659481.2, XP_047303355.1	XP_014304948.1
OG0001936	NP_005707.1	XP_014321247.1, XP_014321245.1, XP_014321246.1, XP_023619708.1, XP_006100397.1
OG0001938	NP_777378.1, NP_631900.1, NP_777377.1	XP_006101180.3
OG0001939	NP_116242.3, NP_001356722.1, NP_001356721.1, NP_001369337.1, NP_001356719.1, NP_001356723.1, NP_001369338.1, NP_001369339.1, NP_001356718.1	XP_006101854.1
OG0001941	NP_001280109.1, NP_001280108.1, NP_009104.3	XP_006092943.1
OG0001942	XP_011543356.1	XP_023614485.1
OG0001943	XP_011518669.1, NP_078956.2, NP_001243301.1, NP_001243300.1	XP_006093854.1, XP_023613932.1, XP_023613933.1, XP_023613931.1
OG0001944	NP_055260.1	XP_006088728.1
OG0001945	NP_071927.1, NP_001303941.1, XP_011527623.1, NP_001303948.1	XP_023617470.1, XP_023617469.1, XP_014319115.1, XP_006097993.2
OG0001946	NP_057733.2, NP_001263309.1, XP_016883363.1	XP_014310611.1, XP_023608963.1
OG0001947	NP_001364065.1, NP_877949.2, NP_001166117.1, NP_001364063.1, NP_001364064.1, NP_000924.3, NP_001364071.1, NP_001364072.1, XP_005260781.1	XP_023608949.1
OG0001948	XP_047296088.1	XP_006096494.1, XP_006096493.1
OG0001949	NP_060817.1, NP_001191375.1, NP_001191376.1	XP_006096481.3
OG0001950	NP_006218.1, NP_001229849.1, NP_872617.1, NP_001229850.1	XP_006091433.1, XP_023611977.1, XP_023611978.1
OG0001951	NP_783202.1, NP_001268413.1, NP_001268412.1, NP_060679.1, XP_011527203.1	XP_023604034.1
OG0001952	NP_001128230.1, NP_001254478.1, NP_001254474.1, NP_001254473.1	XP_023601289.1
OG0001953	XP_047286396.1, NP_061117.2	XP_006083662.2
OG0001954	NP_001171062.1	XP_006095082.1
OG0001955	NP_067643.3	XP_023620064.1
OG0001956	NP_001349813.1, XP_011542686.1, NP_066300.1	XP_014301092.1
OG0001957	NP_073208.1, NP_851030.1	XP_023618976.1, XP_023618975.1, XP_006099557.1, XP_023618978.1
OG0001958	NP_001308896.1	XP_023616245.1
OG0001959	NP_001239428.1	XP_006096144.1
OG0001960	NP_085143.1, XP_006719218.1	XP_006084312.1
OG0001961	NP_001273105.1, NP_001273103.1, NP_001372253.1, NP_001372256.1, NP_001372258.1, NP_055617.1, NP_001372254.1, NP_001372255.1, NP_001273104.1, NP_001372257.1, NP_001372252.1, NP_001273106.1, NP_001273102.1	XP_023611285.1
OG0001962	NP_001191056.1, NP_001353472.1, NP_006143.2, NP_001353471.1, NP_001353469.1, NP_001353475.1, NP_001353476.1, NP_001353473.1, NP_001191055.1, XP_047284796.1, NP_001353474.1, NP_001353470.1, NP_001353478.1, NP_001353477.1, NP_001381732.1	XP_023611280.1
OG0001963	XP_005253462.1, NP_060639.4	XP_014309527.1
OG0001964	NP_001138580.1, XP_011536698.1, NP_006150.1, NP_001138581.1, NP_001138582.1, NP_001138579.1	XP_006086775.1
OG0001965	NP_003385.2	XP_006091572.1
OG0001966	NP_036249.1, NP_001120794.1, NP_001120793.1	XP_006095855.1, XP_006095854.1, XP_006095853.1
OG0001967	NP_036215.1, NP_005470.2	XP_023610597.1
OG0001968	NP_001310259.1, NP_001310251.1, NP_001310252.1, NP_001265476.1, XP_024303847.1, NP_001310256.1, NP_001310255.1, NP_001310253.1, NP_001310231.1, NP_001310250.1, NP_620634.1, NP_001310254.1, NP_001310257.1, NP_001310258.1, NP_001310260.1, NP_620637.1	XP_023601547.1
OG0001969	NP_001335028.1, NP_001369488.1, NP_001369486.1, NP_001138925.1, NP_001369487.1, NP_665736.1, NP_001335025.1, NP_001369485.1, NP_001369490.1, NP_001369489.1, NP_005255.1, NP_001335027.1	XP_006088216.1
OG0001970	NP_001278808.1, NP_996742.1, NP_001278807.1, NP_008928.1, NP_996743.1, XP_024303524.1, NP_001278806.2, NP_001278805.2, NP_996744.4	XP_006108948.1
OG0001971	NP_796374.2	XP_014320006.1
OG0001971	NP_006159.2	XP_006084630.1
OG0001972	XP_016877912.1, NP_064619.2, NP_001138427.1	XP_014308955.1, XP_006086043.1
OG0001973	NP_001120662.1	XP_006087939.1
OG0001974	NP_068595.3, NP_001288031.1, NP_001288030.1, NP_001288034.1, NP_001288033.1, NP_001288032.1	XP_006087958.1
OG0001975	NP_006438.1, NP_001027582.1, XP_016883746.1, NP_001001992.1	XP_023611878.1, XP_006105879.1, XP_023599013.1
OG0001976	NP_443096.1	XP_006107177.1
OG0001977	NP_001128618.1, NP_071437.3, NP_001128620.1	XP_023614179.1
OG0001978	NP_001308717.1, NP_733762.2, NP_001308723.1, NP_001308724.1, NP_001308718.1, NP_001308726.1, NP_001308727.1, NP_001308728.1, NP_001308725.1, NP_001308720.1, NP_001308722.1, NP_001308719.1, NP_001308715.1, XP_016862884.1	XP_023610700.1
OG0001979	NP_001098547.3, NP_001353399.1, NP_001157471.1, NP_001353397.1, NP_001353396.1, NP_001353398.1, NP_001192123.1, NP_001098548.2, NP_005232.2, NP_001157472.1, NP_001353400.1, NP_001353401.1	XP_023609675.1
OG0001980	NP_001336023.1, NP_001336025.1, NP_001336026.1, NP_001336024.1, XP_047303563.1, NP_001336030.1	XP_014311418.1
OG0001981	XP_047275401.1	XP_006085764.1
OG0001982	NP_996537.3, NP_001163889.1	XP_023608588.1
OG0001983	NP_689730.2, NP_689488.3	XP_006083132.1, XP_006083131.1
OG0001984	NP_001306049.1, NP_036232.2, NP_001306050.1, NP_001306051.1, NP_001306047.1, NP_001306048.1, NP_001306045.1	XP_023617368.1
OG0001985	NP_001129134.1	XP_023614794.1, XP_023614795.1, XP_006094903.1
OG0001986	NP_000561.3, NP_001257965.1, NP_001121067.1, NP_001121065.1, NP_001316049.1, NP_000560.7, XP_047305399.1, NP_001121064.2, NP_001316051.1, NP_001373379.1, NP_001121068.1	XP_014301174.1, XP_006103340.2
OG0001987	NP_001355324.1, XP_005274689.3, NP_001355326.1, NP_001355325.1, NP_001355329.1, NP_001355328.1, NP_055543.2, NP_001355331.1, NP_001355330.1, NP_001355327.1	XP_023609511.1
OG0001988	NP_060326.1, NP_001035945.1, NP_001035944.1, XP_005274612.1	XP_006088657.1
OG0001989	NP_004672.2	XP_014313077.1
OG0001989	NP_001403.1, XP_047299217.1	XP_006088600.1
OG0001990	NP_001357121.1, NP_001382895.1	XP_023620278.1
OG0001991	NP_001243084.2	XP_023606220.1
OG0001992	NP_006768.1, NP_001171671.1	XP_006082221.1, XP_006088277.1
OG0001993	NP_001075019.1, XP_047298219.1	XP_023613939.1, XP_023610466.1, XP_023603594.1, XP_014305789.1, XP_014304804.1, XP_014304583.2, XP_014312987.1
OG0001994	NP_001381283.1, NP_001381284.1, NP_001291919.1, NP_001381282.1, NP_005831.1	XP_014317626.1, XP_006096228.1
OG0001997	XP_011509532.1, NP_002482.1, NP_001244031.1	XP_006082457.1, XP_023615882.1
OG0001999	XP_047300116.1, NP_001337782.1	XP_023615695.1
OG0002001	NP_001265391.1, NP_001138812.1, NP_001138811.1, NP_002383.2, NP_001354919.1, NP_001138809.1	XP_006097958.1
OG0002002	NP_000335.1, NP_059107.1, NP_075013.1, NP_001284644.1, XP_047273571.1, NP_075015.1, NP_075012.1, NP_075014.1	XP_023606770.1
OG0002003	NP_001296769.1, NP_001296790.1	XP_023615200.1, XP_023615203.1
OG0002003	NP_001397842.1, XP_016883301.1, NP_536350.2	XP_023615199.1
OG0002004	NP_001309765.1, NP_001309758.1, NP_001397869.1, NP_001258447.1, NP_001014797.1, NP_001309761.1, NP_002238.2, NP_001154825.1, NP_001154824.1, XP_016871696.1, NP_001309764.1, NP_001309766.1, NP_001309759.1, NP_001258448.1	XP_006090247.1
OG0002005	NP_150596.1	XP_006087208.1, XP_023600556.1
OG0002006	NP_061486.2, XP_047276314.1, NP_005553.2	XP_014311576.1
OG0002007	NP_066959.1	XP_014317505.2
OG0002007	NP_958832.1, NP_958833.1, NP_001252520.1, NP_006045.1	XP_006108926.2, XP_023619003.1
OG0002008	NP_000137.2	XP_014317094.1
OG0002009	NP_001229965.1, NP_055085.1, XP_011524704.1, NP_001119807.1	XP_023615647.1
OG0002011	XP_011512998.1, NP_061113.1	XP_006105736.1
OG0002012	NP_001159867.1, NP_005760.1	XP_006091302.1
OG0002013	NP_001124147.1, NP_004353.1	XP_006081770.1
OG0002015	NP_001001961.2	XP_014310708.1
OG0002016	NP_001005211.1	XP_006092097.1
OG0002020	NP_001035972.1, NP_002298.1	XP_006096737.1, XP_006096734.1
OG0002021	NP_055458.1, XP_011524571.1	XP_006090858.1
OG0002022	XP_011534515.1, NP_003755.2	XP_023605941.1, XP_006084455.1, XP_014307323.2, XP_023605944.1, XP_023605943.1, XP_023605942.1, XP_014307324.1
OG0002023	XP_016867003.1	XP_006103822.3
OG0002024	XP_006717229.1, NP_001243323.1, NP_060418.4, NP_001317651.1	XP_014323058.1
OG0002026	NP_115751.3	XP_006107350.2
OG0002027	NP_001191089.1, NP_001191087.1, NP_001230805.1, NP_001191088.1, NP_064511.2	XP_023603531.1
OG0002029	NP_001342203.1	XP_023599247.1
OG0002030	NP_006749.1, NP_001307575.1, NP_001020374.1	XP_006099627.1
OG0002031	XP_016882200.1, NP_001357016.1, NP_005297.1	XP_006098739.1, XP_014319771.1
OG0002032	NP_001074305.1, XP_024303904.1	XP_014319906.1
OG0002033	NP_776189.3, NP_001123501.1, XP_005268471.1	XP_006086496.1
OG0002035	NP_003022.3, XP_006721309.1, NP_001006611.1	XP_014305444.1
OG0002036	NP_001317338.1, NP_001309794.1, NP_001309784.1, NP_065181.1, NP_001309797.1, NP_001309783.1, NP_001309785.1, NP_001309786.1, NP_001309795.1, XP_011540110.1, NP_001309793.1, NP_001309791.1, NP_001309792.1	XP_006104165.1
OG0002037	NP_001121093.1, NP_000394.2, NP_001008217.1	XP_014315788.1
OG0002039	NP_003680.2	XP_006094128.1
OG0002040	NP_001035548.1, NP_001185470.1, XP_005272072.1, NP_001336173.1, NP_057526.3	XP_006081262.1
OG0002041	NP_057396.1	XP_006084338.1
OG0002042	XP_005255053.1, NP_055445.2	XP_023601656.1
OG0002043	XP_005272482.1, NP_001007123.1, NP_001268734.1, NP_001268735.1	XP_023602691.1, XP_014305190.1
OG0002044	NP_054908.2, NP_001110.2, NP_001341683.1, NP_001341684.1, NP_001341685.1, NP_001341686.1, NP_001341687.1, NP_054909.2, NP_001273574.1, NP_001341688.1, NP_789771.1, NP_001341691.1, NP_001341690.1, XP_005247991.1	XP_023601180.1
OG0002045	XP_011512086.1	XP_006095057.1
OG0002046	XP_005270320.1, NP_003892.2	XP_006100011.1
OG0002047	NP_001269311.1, NP_001269312.1, NP_004210.1, NP_006598.2	XP_006089114.1
OG0002048	NP_003855.1	XP_014313063.1
OG0002048	NP_078908.1	XP_006089165.1
OG0002049	XP_016865198.1, NP_001035523.1	XP_014306612.1, XP_023616987.1, XP_014305951.1, XP_023616983.1
OG0002050	XP_024301899.1, NP_000940.1	XP_014312512.1
OG0002053	NP_001019.1	XP_006106415.1
OG0002054	NP_000295.1	XP_006097432.1
OG0002055	XP_006721620.1	XP_006105816.1
OG0002056	NP_859063.3	XP_006089820.1
OG0002057	XP_047300282.1	XP_006108890.1
OG0002058	NP_004474.2, XP_016878625.1	XP_006087149.1
OG0002059	NP_001596.2	XP_006091282.1
OG0002060	NP_060802.1	XP_006091276.3
OG0002061	XP_005255978.1, NP_001186209.1, NP_005320.2	XP_006091210.1
OG0002062	XP_005256089.1, NP_061137.1	XP_014320462.1
OG0002063	NP_001305151.1, NP_001305150.1, NP_057717.1	XP_014302663.1
OG0002064	NP_003587.1, XP_005250699.1	XP_023609210.1, XP_006088280.1, XP_023609211.1
OG0002065	NP_079539.2, NP_001070965.1	XP_006103996.1
OG0002066	NP_001230106.1	XP_023600394.1
OG0002067	NP_543137.2, XP_005255730.1, NP_001311010.1	XP_006100936.1
OG0002068	NP_057042.2, NP_001070862.1, NP_001070863.1, XP_047278469.1	XP_014301526.1
OG0002069	NP_001315595.1, NP_004806.3, XP_011540741.1, NP_001315596.1, NP_001315594.1, NP_001315593.1	XP_014319251.1
OG0002070	NP_919290.2, XP_047275627.1	XP_023601841.1
OG0002071	XP_016856723.1, NP_001073940.1	XP_023617406.1
OG0002072	NP_001240.1	XP_006097704.1
OG0002073	NP_078919.2, XP_005268119.1, NP_001317120.1, NP_001035895.1	XP_014319552.1
OG0002074	NP_001317350.1	XP_023612530.1
OG0002075	NP_110380.1, NP_149122.1	XP_014314153.1
OG0002076	NP_001317136.1, XP_047291813.1, NP_001229372.1, NP_005301.2, NP_001025173.1, NP_001229371.2	XP_023620129.1
OG0002077	NP_037455.2	XP_006098983.2
OG0002078	NP_006617.1	XP_023615898.1, XP_023615899.1, XP_014317707.1, XP_023615897.1, XP_014317709.1
OG0002079	NP_001027559.1, NP_001027558.1, NP_000447.2	XP_006093725.1
OG0002080	NP_076973.1, XP_047285487.1	XP_014315444.1
OG0002081	NP_055691.1, NP_001347165.1, XP_005261935.1, NP_001347164.1	XP_006107195.1
OG0002082	XP_016858636.1, NP_005774.2	XP_006097802.1
OG0002083	NP_002444.2, NP_001307933.1, XP_011531173.1, NP_001307931.1, NP_001005369.1, NP_001307930.1, NP_001307932.1, NP_001307934.1	XP_006109372.1
OG0002084	NP_001019851.1, XP_005264464.1	XP_023613224.1
OG0002085	NP_001073965.2	XP_023599791.1
OG0002086	NP_009027.1, NP_001824.1, NP_001171689.1, NP_001070145.1	XP_006102750.1
OG0002087	NP_060389.2, XP_011517122.1	XP_014317876.1, XP_014317878.1, XP_006096528.1
OG0002088	NP_000022.3, NP_001003945.1, XP_047278900.1, NP_001304674.1	XP_023608996.1
OG0002089	NP_001289936.1, XP_011512750.1, NP_001289937.1, NP_039268.1	XP_023601616.1
OG0002090	NP_001278478.1	XP_014304390.1
OG0002091	NP_002496.1	XP_023600652.1
OG0002092	XP_011515475.2	XP_014306765.2
OG0002093	NP_001258027.1, NP_510965.1	XP_014306411.1
OG0002095	NP_057212.1	XP_006091377.1
OG0002095	NP_036265.3	XP_023609288.1
OG0002096	NP_001653.1	XP_006090554.1
OG0002096	NP_001651.1	XP_006090935.1
OG0002097	NP_001397830.1, XP_005250643.1, NP_001316404.1, NP_001316403.1, NP_077291.1, NP_001316401.1, NP_001316402.1	XP_006099149.1
OG0002098	XP_006715801.1, NP_057531.2, NP_001289966.1	XP_006088857.1
OG0002099	NP_004459.2	XP_014320159.1
OG0002100	XP_047286095.1	XP_006098250.1
OG0002101	NP_000997.1	XP_006081837.1
OG0002102	XP_011530304.1	XP_006109761.1
OG0002102	XP_011541141.1, NP_005950.1	XP_006092820.1
OG0002103	NP_570856.2, NP_570855.2, NP_065683.2	XP_023604188.1, XP_006110153.1
OG0002104	NP_056475.1	XP_006101099.1
OG0002104	NP_570115.1	XP_023620304.1
OG0002105	NP_001341706.1, NP_116786.1, XP_047272192.1, NP_004337.2, NP_001341708.1, NP_001341709.1	XP_023612967.1
OG0002106	NP_001104789.1, NP_001172078.1	XP_014303895.1, XP_006106472.1
OG0002107	NP_660303.1, XP_006712005.1	XP_023612245.1, XP_023612244.1, XP_006091788.1
OG0002108	NP_001306134.1, NP_001030333.1, NP_000930.1, NP_001306133.1	XP_023612191.1
OG0002109	NP_060179.2	XP_014318745.1, XP_006097545.1
OG0002110	NP_002957.1	XP_014316847.1, XP_014316846.1, XP_006095351.1
OG0002111	NP_001368841.1, NP_874384.1, NP_001368840.1, NP_001368839.1, NP_001368846.1, NP_001368844.1, NP_001368845.1, NP_001368849.1, NP_001368850.1, NP_001368847.1, NP_001368848.1, NP_006745.1	XP_006085510.1
OG0002112	NP_006071.1, XP_005250167.1	XP_023609542.1
OG0002114	NP_694985.29, NP_006738.3, XP_005274246.1	XP_023620872.1
OG0002115	NP_001410896.1, NP_001371395.1	XP_006106620.1
OG0002116	XP_047282783.1, NP_776171.1, NP_001305741.1, NP_001305742.1	XP_006105938.1, XP_014303440.1
OG0002117	NP_001004471.1	XP_006092092.1, XP_006092094.1
OG0002118	XP_047301159.1, NP_001171505.1, NP_065919.3, NP_001308836.2, NP_001004360.3, NP_001308835.2, NP_001171508.2, NP_001308834.2, NP_001308840.2, NP_001308837.2, NP_001386780.1, NP_001386778.1, NP_001308839.2, NP_001171507.2, NP_001308841.2	XP_006101586.1
OG0002119	NP_001335452.1, NP_001335451.1, NP_065792.1	XP_023605064.1
OG0002120	NP_058212.1, NP_002533.1, NP_058438.1, NP_058437.1, NP_001341580.1, NP_058214.1, NP_058434.1, NP_058436.1, NP_001341577.1, NP_001341578.1, NP_001341581.1, NP_001341579.1, XP_016861982.1, NP_058213.1	XP_006083931.1
OG0002121	XP_011531892.1, NP_001276009.1	XP_014321408.2
OG0002122	XP_005265391.1, NP_065727.4, NP_001307055.1	XP_023620756.1
OG0002123	NP_009090.2, NP_001291349.1, NP_001364480.1, NP_001364468.1, NP_001364467.1, XP_005265513.1	XP_006090941.1
OG0002124	NP_115583.1	XP_014320633.1
OG0002125	NP_963998.2, XP_011526516.1, NP_001051.1	XP_023602597.1
OG0002126	NP_001359025.1, NP_001317137.1	XP_023610298.1
OG0002127	XP_005266431.1, NP_002289.2	XP_006083653.1, XP_023604712.1, XP_023604715.1
OG0002128	NP_001273201.1	XP_006110053.2
OG0002129	NP_001165783.1, NP_001138791.1, XP_006713723.1, NP_002661.2	XP_023607224.1
OG0002130	NP_001269479.1, NP_001381936.1, NP_001381938.1, NP_001381932.1, NP_001269480.1, NP_852108.3, NP_001269481.1, NP_001269483.1, NP_001381933.1, NP_001381937.1, XP_047295969.1, NP_001381935.1, NP_001381934.1, NP_055777.1	XP_006088022.1
OG0002131	NP_001309831.1	XP_006088016.1
OG0002132	NP_057554.4, XP_011527155.1	XP_006091490.1
OG0002133	NP_059347.2, NP_001306064.1, NP_001309859.1, NP_001309858.1, NP_001309861.1, NP_001309862.1, XP_006723928.1, NP_001032405.1, NP_001306063.1, NP_001309856.1, NP_001309860.1, NP_001309857.1, NP_059346.2, NP_059348.2, NP_004593.2	XP_006098050.1
OG0002134	XP_006723957.1, NP_001129245.1, NP_006029.1	XP_023617496.1, XP_006098043.1
OG0002135	NP_689655.3, NP_001273464.1, XP_011536274.1, NP_001354984.1, NP_001354983.1, NP_001354985.1, NP_001273463.1, NP_001273462.1, NP_001273461.1, NP_001354980.1, NP_001273460.1, NP_001354982.1, NP_001354981.1, NP_001273465.1	XP_023618451.1
OG0002136	NP_005007.2, NP_001122383.1, NP_001122386.1, NP_001092090.1, NP_001122385.1, NP_001122384.1, NP_114366.1	XP_023615479.1
OG0002138	NP_001371528.1, NP_001371533.1, NP_001138328.1, XP_006719048.1, NP_060643.2, NP_001371527.1, NP_001371529.1, NP_001138329.2, NP_001371531.1, NP_001371530.1, NP_001371532.1	XP_006084199.1
OG0002139	NP_001401183.1, NP_001401182.1, NP_001401181.1	XP_023605803.1
OG0002140	NP_001129283.1, NP_001129284.1, NP_067061.1, XP_054184906.1	XP_006086818.1
OG0002141	NP_001253986.1, NP_001307840.1, NP_001253987.1, NP_001253985.1, NP_203126.1, NP_203124.1, XP_016872252.1, NP_203125.1, NP_001218.1	XP_006088205.2
OG0002142	NP_001243546.1	XP_006099046.1
OG0002143	NP_001093140.1	XP_023601913.1
OG0002144	NP_001357666.1	XP_006087566.1
OG0002145	NP_116197.4, NP_001288126.1, NP_001288129.1, NP_001288115.1, NP_001288124.1, XP_011520420.1, NP_001288118.1, NP_001288120.1, NP_001288116.1, NP_001288127.1, NP_001288121.1, NP_001288128.1, NP_001288123.1	XP_006087970.1
OG0002147	NP_000658.1, NP_000659.2, NP_000660.1	XP_014321204.1, XP_006100351.1, XP_006108484.2
OG0002149	XP_016861360.1, NP_001009899.3	XP_023614453.1, XP_006094518.1, XP_023614454.1
OG0002150	NP_001006685.1, NP_699164.1	XP_006086874.1, XP_014308596.1, XP_006082361.1
OG0002151	NP_005016.1, NP_001116224.1, XP_016862107.1	XP_006088943.1, XP_023609676.1, XP_006088944.1
OG0002152	NP_001309242.1, NP_001309243.1	XP_006091838.2
OG0002154	NP_000525.1, NP_001276338.1, NP_001276337.1, NP_001307975.1, NP_001307977.1, NP_001307976.1, NP_001307974.1, NP_001121616.1, NP_001307973.1, XP_016859833.1, NP_001121615.1	XP_023617891.1
