Orthogroup	Echinops_telfairi	Homo_sapiens
OG0002556	XP_045146084.1	NP_001337031.1, NP_001295233.1, NP_001036000.1
OG0002557	XP_045142601.1, XP_012859330.1	NP_001349807.1
OG0002558	XP_045142849.1	NP_078883.2, NP_001188258.1, XP_006716316.1
OG0002559	XP_004696241.3	NP_001356688.1, NP_001074295.2
OG0002560	XP_045150194.1	NP_954705.1, NP_001242915.1, NP_001242918.1, NP_001242917.1, NP_001242916.1, NP_001242914.1, XP_005263910.1, NP_001242912.1, NP_001242911.1, NP_001242913.1, NP_076932.1
OG0002561	XP_004710280.2	NP_001308254.1, NP_776252.2, XP_047299660.1, NP_001161836.1
OG0002562	XP_004711178.1	NP_945314.1
OG0002563	XP_045139897.1	NP_003887.3
OG0002564	XP_045142575.1	NP_001363059.1, NP_001363061.1, NP_001363069.1, NP_001363067.1, NP_001363070.1, NP_001363068.1, NP_001363073.1, NP_001363074.1, NP_001363063.1, NP_001363064.1, NP_001363062.1, NP_071937.4, XP_011531337.1, NP_001363058.1, NP_001363065.1, NP_001363066.1
OG0002565	XP_004716626.1	NP_001307954.1, XP_006711411.1, NP_001307955.1, NP_057158.1
OG0002566	XP_045149016.1, XP_004718219.2	NP_001287769.1, NP_001287768.1, NP_001287770.1, NP_653298.1, NP_001287767.1, XP_047302849.1
OG0002567	XP_004716661.1	XP_047287939.1, NP_003559.2
OG0002569	XP_004708086.1	XP_047276637.1, NP_005393.2
OG0002570	XP_045153172.1, XP_004713647.1	XP_047282193.1, NP_006010.2, NP_006044.1, NP_001337988.1
OG0002572	XP_004713546.1, XP_045153276.1	NP_003155.2
OG0002573	XP_004713668.1	NP_001077395.1, XP_011543567.1, NP_079356.3
OG0002574	XP_004715968.1	NP_001311117.1, XP_047304600.1, NP_065924.3, NP_001311118.1
OG0002575	XP_045145943.1	NP_003491.1, XP_047304998.1
OG0002576	XP_004697854.1	NP_940982.1, XP_011526302.1
OG0002577	XP_030744177.2	NP_001351603.1, NP_653215.2, NP_001157897.1, NP_001157891.1, NP_001129979.1
OG0002578	XP_045156087.1	XP_011526263.1, NP_001354126.1
OG0002579	XP_012863858.1	NP_114367.1, NP_114368.1
OG0002580	XP_004708903.1	XP_011543527.1, NP_004046.2
OG0002581	XP_004716453.1	NP_078833.3, XP_006718380.1, NP_001333622.1, NP_001333621.1, NP_001333623.1, NP_001128581.1, NP_001333619.1, NP_001193601.1, NP_001193600.1, NP_001333620.1
OG0002583	XP_045146558.1, XP_004714119.1, XP_045144998.1, XP_045139935.1	NP_001975.1, XP_005266335.1
OG0002584	XP_045141341.1	NP_008915.1, XP_047286721.1, NP_001153572.1, NP_878268.1
OG0002585	XP_004717017.1, XP_004717016.1	NP_001008693.2, NP_542177.1
OG0002586	XP_004717839.1	NP_079169.1, NP_001310536.1, NP_001310535.1
OG0002587	XP_004704111.1	XP_047304802.1, NP_001121633.1, NP_055332.3
OG0002588	XP_004704245.1	NP_001336207.1, NP_001336212.1, NP_001182027.1, NP_001182028.1, NP_001336211.1, NP_001336210.1, NP_001336209.1, NP_001336208.1, NP_056014.2, XP_024309186.1, NP_001336206.1
OG0002589	XP_045150942.1	XP_011510737.1, NP_000087.2
OG0002590	XP_045151019.1, XP_004708590.1	NP_001335291.1, NP_001161750.1, NP_001161752.1, XP_016861611.1, NP_056287.1
OG0002591	XP_045151241.1, XP_045151239.1, XP_004697899.1, XP_045151242.1, XP_045151240.1, XP_045151238.1	NP_001268450.1
OG0002592	XP_004698284.1	NP_149974.2
OG0002593	XP_045151458.1	NP_057492.2, NP_001265096.1, NP_001265097.1, NP_001352657.1, NP_057166.4, NP_001265098.1, XP_011527158.1
OG0002594	XP_004697994.1	NP_001316358.1, NP_067025.1, NP_001316359.1, NP_001316360.1
OG0002595	XP_004698004.1	NP_852133.1, NP_001254739.1, NP_002203.1
OG0002596	XP_004698059.1	NP_001034288.1
OG0002597	XP_004698088.1	NP_775271.1, NP_001268389.1, NP_001268387.1, NP_001268388.1, NP_001268386.1, NP_775096.1, NP_057029.8
OG0002598	XP_004717197.1, XP_045152296.1	NP_001015885.1, XP_005260639.2, NP_003601.1
OG0002599	XP_004716133.1	XP_011527094.1, NP_057438.3
OG0002600	XP_004716121.1	NP_001306082.1, NP_001306081.1, NP_076964.1, XP_047296422.1
OG0002601	XP_004716087.1	NP_079500.2, XP_005260252.1, NP_001356670.1
OG0002602	XP_045149938.1	NP_001138457.1, NP_001138458.1, NP_001138453.1, NP_001138454.1, NP_001138456.1, NP_001138455.1, NP_001185837.1
OG0002603	XP_004714885.1	XP_016875921.1, NP_777588.1, NP_001305868.1
OG0002604	XP_045142881.1	NP_001129218.1, NP_001336368.1, NP_001336370.1, NP_001129219.1, NP_001336369.1, NP_001336371.1, NP_659480.1
OG0002605	XP_004707696.1	NP_444509.2, XP_005272455.1
OG0002606	XP_004707651.1	NP_001129193.1
OG0002607	XP_045152820.1	NP_001376220.1
OG0002608	XP_004709636.2, XP_045152682.1	XP_011537140.1
OG0002609	XP_045152761.1	NP_000422.1, NP_001107657.1, NP_001401442.1, NP_001401441.1, NP_001401440.1, XP_047284829.1, NP_001401444.1, NP_001401443.1, NP_001288111.1
OG0002610	XP_004715370.1	NP_065170.2
OG0002611	XP_045145564.1	NP_001008566.1, XP_024308062.1
OG0002612	XP_004715375.1	NP_001265659.1, NP_001382126.1, NP_001349914.1, NP_001382125.1, XP_011528127.1, NP_689422.1, NP_006469.2
OG0002613	XP_045145481.1	XP_005261854.1, NP_001002878.1, NP_001002879.1, NP_001002877.1, NP_003669.4
OG0002614	XP_045145549.1, XP_045145548.1, XP_004716772.1	NP_689480.2
OG0002615	XP_045145497.1	NP_001313349.1, NP_001313347.1, NP_821141.1, NP_001313345.1, NP_001313348.1, NP_001313346.1, NP_001313344.1, NP_055153.1, NP_001313342.1, NP_001313343.1
OG0002618	XP_004716377.1	XP_047297351.1, NP_001003891.1, NP_001280166.1, NP_001280164.1, NP_001280163.1, NP_001280165.1, NP_056973.2
OG0002619	XP_004716390.1	NP_001269041.1
OG0002620	XP_004710339.1	NP_056182.2, NP_001257656.1, NP_001257655.1, XP_011544421.1, NP_001257662.1, NP_001257660.1, NP_001257659.1, NP_001257658.1
OG0002621	XP_004717443.1	NP_002226.1, XP_016874759.1
OG0002622	XP_045152327.1, XP_012859469.1	NP_001129336.1, NP_776163.1, XP_024304691.1, NP_001129335.1
OG0002623	XP_045143186.1, XP_004711502.1	XP_005268708.1, NP_001834.2
OG0002624	XP_004711582.1	NP_001092084.1, NP_001092085.1, NP_112582.3, XP_011537092.1
OG0002625	XP_004711453.1	NP_001243759.1
OG0002626	XP_004711425.3	NP_001399704.1, NP_004293.1, NP_001399705.1, NP_001399703.1, NP_064733.3, XP_047285812.1, NP_001399708.1, NP_001399709.1, NP_001399707.1, NP_001399710.1, NP_064732.3
OG0002627	XP_004701401.1	NP_001120654.2, NP_060601.4, XP_011538220.1
OG0002628	XP_004701041.2	XP_016872204.1, NP_112191.2
OG0002629	XP_045147141.1, XP_045147142.1	XP_006718117.1
OG0002630	XP_004700964.1	NP_071346.1, NP_001128144.1, XP_005270081.1
OG0002631	XP_004697766.1	XP_011515356.1, NP_057026.3
OG0002632	XP_045145395.1	NP_001171938.1
OG0002633	XP_030740352.1	NP_001309081.1, NP_001309088.1, NP_001309091.1, NP_996920.1, NP_001309080.1, NP_996919.1, XP_011520261.1, NP_001309090.1, NP_001309094.1, NP_003196.1, NP_996921.1, NP_001309086.1
OG0002634	XP_045141769.1	NP_001121361.1, NP_001121362.1, NP_057714.1
OG0002635	XP_045141708.1, XP_004712035.1	NP_001291433.1, NP_060670.1, XP_011519460.1
OG0002636	XP_045140799.1	NP_997468.1, NP_001276054.1, NP_001371984.1, NP_001276055.1, NP_001276057.1, NP_001371983.1, NP_000865.2, NP_997467.1
OG0002637	XP_045140281.1	NP_001092873.1, NP_064611.3
OG0002638	XP_045150153.1	NP_057382.2
OG0002639	XP_045143457.1	NP_001309957.1, XP_024309558.1, NP_001309959.1, NP_115639.1, NP_001309956.1, NP_001127907.1, NP_001309958.1
OG0002640	XP_004698176.1, XP_045141063.1, XP_045141062.1	XP_047272670.1, NP_620164.1
OG0002641	XP_004698168.1	NP_660308.1
OG0002642	XP_004708743.1	XP_005247653.2, NP_284941.2
OG0002643	XP_004711816.2	XP_011513272.1
OG0002644	XP_045147645.1, XP_030741911.2, XP_045147644.1	NP_001305820.1
OG0002645	XP_045154061.1	NP_001364149.1, NP_001291898.1, NP_001364148.1, NP_001364150.1, NP_001364155.1, NP_001005476.1, NP_001364154.1, NP_001364152.1, NP_001364151.1, NP_001364153.1, NP_001364147.1, NP_003619.2
OG0002646	XP_004703814.1, XP_045144201.1	NP_001186219.1, NP_653312.2
OG0002647	XP_045153297.1, XP_045153295.1, XP_004701503.1	XP_005246566.1, NP_008829.3
OG0002648	XP_045151703.1, XP_045151707.1, XP_004701587.1, XP_045151717.1, XP_045151711.1, XP_045151724.1	XP_011509554.1, NP_006181.1
OG0002649	XP_045149929.1, XP_045149943.1, XP_045149949.1, XP_004701585.1, XP_045149934.1	NP_001129511.1
OG0002650	XP_045150543.1	XP_047301534.1, NP_055864.2
OG0002651	XP_012859803.1	XP_047299962.1, NP_940885.2
OG0002652	XP_030743734.2	NP_001172036.1, NP_001172037.1, NP_001172044.1, NP_001172041.1, NP_001036051.1, NP_001172039.1, NP_001172042.1, NP_001036052.1, NP_001172043.1, NP_112155.2, XP_011508435.1, NP_001036050.1, NP_001036049.1, NP_001036048.1
OG0002653	XP_030743668.1	NP_001352713.1, NP_001352712.1, NP_001001396.1, NP_001675.3
OG0002654	XP_004706708.1	NP_057150.2, NP_932066.1
OG0002655	XP_004717691.1	NP_006630.1, NP_001269115.1, NP_001269117.1, NP_001269116.1
OG0002656	XP_004717688.2	NP_001311150.1, NP_001311154.1, NP_001311147.1, XP_047297954.1, NP_938147.1, NP_055314.1
OG0002657	XP_004714194.1	NP_689843.1, NP_001164045.1
OG0002658	XP_012860638.1	NP_060946.3, NP_001161871.1
OG0002659	XP_004713135.1	NP_848565.2, NP_001013650.1
OG0002660	XP_004709969.1	NP_001406.1, NP_001344663.1
OG0002661	XP_045145321.1	NP_001116857.1, XP_005272673.1, NP_001116856.1, NP_060215.4, NP_001116855.1
OG0002662	XP_045146578.1	NP_000023.2, NP_001033056.1, NP_001033057.1
OG0002663	XP_045152923.1	NP_001092763.1, NP_036442.3
OG0002664	XP_045152937.1, XP_045152938.1	XP_016885057.1
OG0002665	XP_045151912.1	NP_001412.1, XP_005262446.1, NP_001120669.1
OG0002666	XP_004717607.1	NP_001093326.2, NP_001093327.1, NP_001308325.1, NP_001364241.1, NP_003630.1, NP_001308326.1, NP_001364242.1, NP_001364243.1, NP_001138727.1, NP_001364244.1
OG0002667	XP_004708113.1, XP_012863035.2	NP_683762.2, NP_004498.1
OG0002668	XP_004703317.1	XP_011530505.1
OG0002670	XP_045139672.1	NP_001305065.1
OG0002676	XP_045143394.1	NP_004206.1, NP_001265867.1, NP_936056.1, XP_016869449.1
OG0002677	XP_004704934.2	XP_016879019.1, NP_002978.1
OG0002678	XP_012859173.3	NP_001373349.1, NP_001230140.1
OG0002679	XP_012863970.2	NP_874360.1, NP_001500.1
OG0002680	XP_004702946.1, XP_045152106.1, XP_045151701.1	NP_005424.1, XP_016881449.1
OG0002681	XP_004702407.1	NP_001387257.1
OG0002681	XP_030744922.2	NP_001136100.1, NP_060614.2
OG0002682	XP_045153543.1	NP_001341607.1, NP_001341605.1, NP_001303256.1, XP_047304520.1, NP_001341609.1, NP_997704.1, NP_001341608.1, NP_006245.2
OG0002683	XP_004708049.1	NP_000567.1, XP_047300131.1
OG0002684	XP_030743745.1	NP_001354427.1, XP_016858805.1
OG0002685	XP_012861953.1	NP_057646.1
OG0002686	XP_045141726.1	NP_001332853.1, NP_001332852.1, NP_071348.3, NP_001258572.1, NP_001258573.1, NP_001332854.1, NP_001077422.1
OG0002687	XP_045140201.1	NP_001243722.1, NP_001243721.1, NP_001243723.1, XP_011530503.1, NP_001194.1
OG0002688	XP_012861931.1	NP_001368853.1, NP_001368852.1, NP_001141.2
OG0002689	XP_004713863.2	NP_006437.3, XP_047285905.1, NP_062818.1, NP_001358026.1
OG0002690	XP_004710483.1	NP_006170.1, XP_011525310.1, NP_001382418.1
OG0002691	XP_004710482.1	XP_047294788.1, NP_000885.1, NP_203696.2, NP_001372190.1, NP_149133.1, NP_149032.1, NP_000728.1, NP_149439.1, NP_203695.2, NP_001305994.1, NP_001369350.1
OG0002692	XP_004709825.1	NP_005836.2
OG0002693	XP_004703325.1	XP_005262989.1, NP_055300.1
OG0002694	XP_004715658.1	NP_115897.1
OG0002694	XP_004711935.1	NP_077026.2
OG0002695	XP_004699600.2	NP_005636.1
OG0002696	XP_030740216.1	NP_000959.2
OG0002697	XP_004705414.1	NP_001832.1, XP_011538931.1
OG0002698	XP_045150212.1, XP_012861712.1, XP_045150152.1, NP_001272818.1	NP_002927.2, NP_001273763.1
OG0002699	XP_012860525.3, XP_004713451.1	NP_055315.2, NP_001156752.1
OG0002700	XP_004716619.1	NP_001634.1
OG0002701	XP_045153077.1	XP_016872659.1, NP_659452.3, NP_001091985.1
OG0002702	XP_045148939.1	NP_003084.1
OG0002703	XP_045147840.1	NP_001307659.1, NP_001391.2
OG0002704	XP_004711509.1	NP_476429.2
OG0002704	XP_030740638.1	NP_056932.2
OG0002705	XP_004701783.1, XP_045153030.1, XP_012859247.2	NP_061921.2, NP_001340426.1
OG0002711	XP_004717582.1, XP_004717534.1, XP_004717537.1, XP_004717581.1	NP_001004752.2
OG0002712	XP_004698485.1, XP_004698484.1	XP_011535455.1, NP_001004063.2
OG0002714	XP_004705183.1	NP_426359.1
OG0002715	XP_004702116.1	NP_055517.3
OG0002716	XP_045148583.1	NP_001338715.1, NP_001352879.1, NP_001338713.1, NP_001338712.1, NP_055774.2, NP_001171830.1, NP_001171829.1, NP_001171831.1, NP_001171833.1, NP_001171832.1, NP_001338711.1, XP_006723155.1, NP_001338716.1, NP_001338719.1, NP_001338721.1, NP_001338720.1, NP_001338717.1, NP_001338718.1
OG0002717	XP_012860193.2, XP_004703176.1	NP_789744.1, NP_036459.1, XP_011524191.1
OG0002718	XP_004703054.1, XP_045152221.1	XP_016881402.1, NP_001362256.1, NP_004154.2
OG0002719	XP_004703903.1, XP_045154858.1	XP_011524051.1
OG0002720	XP_004710981.1	NP_001313508.1, NP_001313507.1, NP_003560.2, NP_001313509.1
OG0002721	XP_004702022.1	NP_001347000.1, NP_001355060.1, NP_001346993.1, NP_001355058.1, NP_001355061.1
OG0002722	XP_045150581.1, XP_004702137.1	NP_061847.2
OG0002723	XP_030741186.1	NP_001403059.1, NP_001340413.1, NP_001340416.1, NP_001340419.1, NP_001340418.1, XP_047279513.1, NP_001340420.1, NP_001034484.3, NP_001340417.1, NP_001340415.1, NP_001340414.1
OG0002724	XP_045148389.1	NP_001308634.1
OG0002725	XP_004710720.1	XP_047294980.1, NP_060386.1
OG0002726	XP_012862104.1	NP_872381.2, NP_001308793.1
OG0002727	XP_045148730.1, XP_004710637.1	NP_001356337.1
OG0002728	XP_004710599.1	XP_005258939.1, NP_002241.1
OG0002729	XP_004710422.1	NP_001139411.1, NP_002564.1, NP_001139412.1, XP_016882335.1
OG0002730	XP_030741988.1	NP_001350789.1
OG0002731	XP_004716061.1	NP_001307936.1
OG0002732	XP_004696715.2	NP_005850.1
OG0002733	XP_045155030.1, XP_045155028.1, XP_045155029.1	NP_689589.1, XP_005245799.1
OG0002734	XP_045155126.1	XP_011539481.1
OG0002735	XP_012860764.1	NP_060026.2, NP_001337080.1, NP_001019386.1, XP_005245957.1, NP_001019387.1
OG0002736	XP_045141130.1	NP_055454.1, XP_047273893.1
OG0002737	XP_004718262.2	NP_001357280.1
OG0002738	XP_004703588.1	NP_001374040.1
OG0002739	XP_030743222.2	NP_001119603.1, NP_002684.1
OG0002740	XP_045145441.1	XP_047305446.1, NP_001350608.1, NP_001397632.1, NP_001139541.1, NP_001111.3
OG0002741	XP_012860258.3	NP_001159524.1, NP_001159523.1, NP_001159526.1, NP_001159525.1
OG0002742	XP_004715133.1	XP_024309860.1, NP_068742.2, NP_001004358.1, NP_001004356.1, NP_001357225.1
OG0002743	XP_012863276.1	NP_071325.2, NP_602297.1, NP_998778.1
OG0002744	XP_012859754.1	NP_001291660.1, NP_001291661.1
OG0002745	XP_004701197.1	NP_660349.1, XP_005269663.1
OG0002746	XP_045147612.1	NP_001028255.1
OG0002747	XP_012860302.1	NP_510968.2, XP_047272876.1, NP_001295080.1, NP_001295079.1
OG0002748	XP_004716995.1	NP_001108603.2, NP_000056.2, XP_011512416.1
OG0002749	XP_012862331.1	XP_011521056.1
OG0002750	XP_004712823.1	NP_004196.4, XP_005271778.1
OG0002751	XP_045139560.1	NP_001387714.1, NP_001333181.1, NP_001333182.1, NP_065937.1, NP_001333183.1, NP_001333184.1, NP_001333186.1, NP_001333190.1, NP_001333189.1, NP_001333188.1, NP_001333187.1
OG0002752	XP_045144052.1	NP_001129467.1, NP_001158252.1, NP_001158251.1, NP_109376.1, NP_001158253.1, NP_001121168.1, NP_004984.2, NP_001121169.2
OG0002753	XP_045149238.1	NP_001123562.1, NP_001123563.1, NP_001123564.1, XP_011522320.1, NP_112584.3
OG0002754	XP_004699434.1	NP_116241.2, NP_835739.1
OG0002755	XP_004705244.1	NP_005017.3
OG0002756	XP_045149763.1, XP_045149764.1, XP_004704593.1	NP_055755.1
OG0002757	XP_012860608.2	NP_001123451.1
OG0002757	XP_045147542.1	NP_001137236.1
OG0002758	XP_004706004.2	XP_047276285.1, NP_853516.1
OG0002759	XP_012859254.1, XP_004699335.1	NP_036260.2, XP_011539317.1
OG0002760	XP_004705668.1	NP_003369.2, XP_005250618.1
OG0002761	XP_045140264.1	NP_001305181.1, NP_001411254.1, NP_001411255.1, NP_001337897.1, NP_115726.1, NP_001127868.1, NP_001127867.1, NP_001337898.1
OG0002762	XP_045140758.1	NP_055527.1, XP_005255780.1
OG0002763	XP_004705922.2	NP_057645.1
OG0002764	XP_030740256.1	XP_047289641.1, NP_001373544.1
OG0002765	XP_045141923.1	NP_001186102.1, NP_001186103.1, NP_071767.3, NP_001186104.1, NP_001338989.1, NP_001338988.1, XP_005255532.3, NP_001338986.1
OG0002766	XP_004706197.1	NP_055529.2, XP_006721053.1
OG0002767	XP_004699251.1	NP_001336814.1, NP_848549.3, NP_001336813.1, NP_001336810.1, NP_001336811.1, XP_011539010.1
OG0002768	XP_004699262.1, XP_045147954.1	NP_001010898.1
OG0002769	XP_045148092.1	NP_065754.2, XP_011540114.1
OG0002770	XP_045141938.1	NP_001305819.1, XP_006721079.1, NP_443188.2
OG0002771	XP_004699868.1	NP_001129976.1, NP_796376.2
OG0002772	XP_004699843.2	NP_001268222.1
OG0002773	XP_012861182.1	NP_001287898.1, XP_005245440.1, NP_001380936.1, NP_067002.1, NP_001380937.1, NP_001287897.1, NP_001380938.1
OG0002774	XP_004714759.1	NP_115699.1
OG0002775	XP_004714712.1	NP_001116311.1, NP_061333.2, NP_001274520.1, NP_001274515.1, NP_001274518.1, NP_001274521.1, NP_001116309.1, NP_001274517.1, NP_001274519.1, NP_001274516.1, XP_047281398.1
OG0002776	XP_045154283.1	NP_001351978.1, NP_001351977.1, NP_001351975.1, NP_001180424.1, NP_001351976.1, NP_001020278.1, NP_056656.3, NP_056655.3, NP_001102.3, XP_011507364.1, NP_001351974.1
OG0002777	XP_030743153.2, XP_004703013.2, XP_045152145.1	XP_006722621.1
OG0002778	XP_004702957.1	XP_011524100.1, NP_443143.2
OG0002779	XP_004698575.1	NP_009008.2
OG0002780	XP_004698610.1	XP_047286985.1, NP_001333102.1
OG0002781	XP_045144169.1	NP_001072989.1, NP_001389611.1, NP_001389615.1, NP_004977.2, NP_001389623.1, NP_001389622.1, NP_001389614.1, NP_001257943.1, NP_001389620.1, NP_001072990.1, NP_001389612.1
OG0002782	XP_004698705.1	NP_001341616.1, NP_001341614.1, NP_001291436.1, NP_001341615.1, NP_001341613.1, NP_008908.2, NP_001291437.1, XP_047287726.1, NP_001341611.1
OG0002783	XP_004698787.1, XP_045143958.1, XP_045143957.1	NP_001351101.1, XP_011534963.1, NP_777636.2
OG0002784	XP_045144007.1	NP_065164.2
OG0002785	XP_045144073.1	XP_005267905.1, NP_060789.2, NP_001008744.1, NP_001317134.1
OG0002786	XP_004699154.1, XP_045154133.1	NP_001258211.1
OG0002788	XP_045148225.1, XP_030742070.1	XP_047299199.1
OG0002789	XP_045155877.1, XP_045155878.1	NP_004646.3
OG0002790	XP_030741318.2	NP_009029.3
OG0002791	XP_004706316.1, XP_045155837.1	NP_001291880.1, NP_001291882.1, NP_001291883.1, NP_001353232.1, NP_001291878.1, NP_001353231.1, NP_689678.1, NP_001291881.1, NP_001353230.1, XP_006721786.1
OG0002792	XP_004706927.1	XP_011522203.1, NP_000421.1
OG0002793	XP_045146144.1, XP_004716518.1, XP_045146145.1	NP_004950.2
OG0002794	XP_045155431.1	NP_004686.1, NP_001258694.1, NP_001356597.1, XP_047292977.1
OG0002795	XP_004702744.1, XP_045139740.1, XP_045151977.1	NP_002480.1
OG0002796	XP_004700633.1	NP_001381616.1
OG0002797	XP_004700599.1	NP_001269533.1, XP_016874205.1, NP_001269530.1, NP_001269531.1, NP_001269534.1
OG0002798	XP_004718084.2	NP_057356.1, XP_005261372.1
OG0002799	XP_030741201.1	NP_001336968.1
OG0002800	XP_004700772.1	NP_001397756.1, XP_011528205.1
OG0002801	XP_045139850.1	XP_011510509.1, NP_004845.1
OG0002802	XP_004699816.1	NP_001358210.1, NP_001304992.1, XP_011531450.1, NP_001358212.1, NP_001358211.1
OG0002803	XP_045150012.1	NP_001137431.2
OG0002804	XP_045150090.1	NP_001159748.1, NP_055697.1, NP_001351750.1, XP_011531509.1, NP_001007232.2, NP_001159749.1, NP_001351749.1, NP_001351748.1
OG0002805	XP_045150092.1	NP_059522.1, NP_059516.2, NP_001171984.1
OG0002806	XP_045140944.1	NP_001350956.1, NP_001274511.1, NP_073720.1, NP_001350957.1, NP_001781.2, NP_001305027.1, NP_001350955.1, XP_005272202.1, NP_001274512.1
OG0002807	XP_004712459.1	NP_001288156.1, NP_998839.1, XP_016870577.1, NP_001288155.1, NP_003280.2
OG0002808	XP_004711022.1	NP_006722.2, NP_001073270.1, NP_001338425.1, NP_001185892.1, NP_001338427.1, XP_011516670.1, NP_001338426.1, NP_001338429.1, NP_001338428.1, NP_001338430.1, NP_001338431.1
OG0002809	XP_045150826.1, XP_004696409.1	NP_001229757.1
OG0002810	XP_004696353.1	NP_004233.1, NP_001305814.1
OG0002811	XP_045150414.1	NP_001186871.1, NP_001372792.1, XP_016866048.1, NP_001372794.1, NP_055833.2, NP_001372787.1, NP_001372793.1, NP_001372786.1, NP_001372790.1, NP_001372789.1, NP_001372785.1
OG0002812	XP_030742595.2	NP_001332950.1, NP_001073950.1, NP_001332956.1, NP_001332957.1, NP_001332958.1, NP_001332954.1, NP_001332953.1, NP_001332952.1, NP_001332951.1, XP_005267227.1, NP_001332955.1
OG0002813	XP_004696282.1	NP_671488.1, NP_009004.2, NP_001186492.1
OG0002814	XP_004707863.1	NP_001351243.1, NP_001334857.1, NP_001092099.1, XP_006716037.1, NP_001092100.1, NP_001092097.2, NP_116032.1
OG0002815	XP_004702808.1	NP_001316925.1, NP_787083.1, NP_001316926.1, XP_011513500.1
OG0002816	XP_045144604.1	NP_976033.1
OG0002817	XP_004705030.1	NP_001335620.1, NP_689587.1
OG0002818	XP_045147820.1	NP_683707.3, NP_001403224.1, NP_683706.3, NP_683704.2, NP_078862.4, NP_001403223.1, NP_001403221.1, NP_001403222.1
OG0002819	XP_004699494.1	NP_001253.1, NP_523240.1
OG0002821	XP_045142656.1	XP_011533074.1, NP_055682.1
OG0002822	XP_045144844.1	XP_011514699.1, NP_060708.1
OG0002823	XP_045142716.1, XP_045142714.1, XP_045142713.1, XP_045142715.1, XP_004707612.1	XP_005273716.1, NP_115712.1
OG0002824	XP_045143682.1, XP_004709866.1, XP_045147783.1	NP_001002.1
OG0002825	XP_004696069.2	NP_001336110.1
OG0002826	XP_004696130.1	XP_011531105.1, NP_000174.1
OG0002827	XP_045142961.1	NP_001132960.1
OG0002828	XP_004699571.1	NP_001240781.1
OG0002829	XP_012859225.1	NP_777556.1
OG0002830	XP_004710194.1	NP_001288253.1, NP_001159712.1, NP_001159711.1, NP_006560.3
OG0002831	XP_012861453.2	NP_001369735.1, NP_005219.2, XP_047275908.1, NP_001333829.1, NP_001333870.1, NP_001333828.1, NP_001333827.1, NP_001333826.1, NP_958439.1, NP_958440.1, NP_958441.1
OG0002832	XP_004715004.1	NP_001004741.1, NP_001004740.1
OG0002833	XP_004713787.3	NP_071733.1, XP_005274110.1
OG0002834	XP_004713704.1, XP_045153150.1	NP_115720.2, NP_001258760.2, NP_001122085.2, XP_047283655.1, NP_001122084.2
OG0002835	XP_004704224.1	NP_001124382.1
OG0002836	XP_004702474.1	NP_001387634.1, NP_001387638.1, XP_011531630.1, NP_001387636.1, NP_775742.4, NP_001366139.1, NP_001387643.1, NP_001387640.1, NP_001158268.1, NP_001337922.1
OG0002837	XP_045153625.1	NP_075062.2
OG0002838	XP_045153597.1, XP_004704039.1	NP_002664.2, XP_011532135.1, NP_001123554.1
OG0002839	XP_004704203.1	XP_024309067.1
OG0002840	XP_004705290.1, XP_045154962.1	NP_001382589.1
OG0002841	XP_012863169.1	XP_011525928.1, NP_055071.2
OG0002842	XP_004716869.1	NP_060173.1, NP_001303870.1, NP_001303866.1, NP_001303869.1, NP_001303871.1, XP_006722845.2, NP_001303867.1, NP_001303868.1, NP_001303865.1
OG0002843	XP_045146316.1	NP_001037852.1, NP_077317.2, XP_047295388.1, NP_001037853.1, NP_653294.1
OG0002844	XP_004714335.1, XP_045156058.1, XP_045156057.1	XP_011526643.1, NP_001138637.1, NP_112594.1
OG0002845	XP_004714343.1	NP_653165.2, NP_998733.1
OG0002846	XP_030744189.1	NP_061832.2
OG0002847	XP_004709001.1	XP_011543138.1, NP_001350410.1, NP_659455.3
OG0002848	XP_045149118.1	NP_001025030.1
OG0002849	XP_004711691.1	NP_001091992.1, NP_006401.3, NP_001091991.1, NP_001091990.1, NP_001091993.1
OG0002850	XP_004704088.1	NP_060367.1, XP_006713279.1
OG0002851	XP_030743492.2	NP_001339906.1, XP_005265616.1
OG0002852	XP_004697918.1	NP_001034229.1
OG0002853	XP_004697936.1	NP_073597.2
OG0002854	XP_045152902.1	NP_060366.1, XP_047296202.1
OG0002855	XP_004716081.1	NP_001305782.1, XP_011527130.1
OG0002856	XP_004696179.1	NP_001273611.1, NP_057312.1, NP_001273612.1, NP_872603.1, XP_006714294.1
OG0002857	XP_004701870.1	NP_001336000.1, NP_115652.2, NP_001336001.1, NP_001335998.1, NP_001161080.1, XP_047301937.1
OG0002858	XP_045148356.1	NP_001263991.1, NP_001263996.1, NP_001263997.1, NP_001263993.1, NP_001263992.1, NP_001263995.1, NP_001263994.1
OG0002858	XP_045153244.1	NP_064579.3, NP_001263990.1, XP_011509802.1
OG0002859	XP_030742772.2	NP_073728.1, XP_005246168.1
OG0002860	XP_045152650.1	NP_001137251.1
OG0002861	XP_045152638.1	NP_612441.1, NP_001291922.1, XP_016874252.1
OG0002862	XP_045152618.1	NP_055140.1, NP_001263400.1
OG0002863	XP_045145474.1	NP_001005735.1, XP_011528141.1, NP_665861.1, NP_009125.1, NP_001336885.1, NP_001244316.1
OG0002864	XP_045145487.1	NP_000346.2
OG0002865	XP_004701426.3, XP_045140811.1	NP_008988.2, NP_127490.1, NP_001005413.1
