Orthogroup	Echinops_telfairi	Canis_lupus_familiaris
OG0000944	XP_004697512.1	XP_038411143.1
OG0000945	XP_045142275.1, XP_004697465.1	XP_038411355.1, XP_038411356.1
OG0000946	XP_045143158.1	XP_038411439.1, XP_038411436.1, XP_038411440.1, XP_038411441.1, XP_038411437.1, XP_038411438.1
OG0000947	XP_045147748.1, XP_004699740.1	XP_038414144.1, XP_038414142.1, XP_038414143.1, XP_038414141.1
OG0000948	XP_045144914.1, XP_045144915.1, XP_004714034.1	XP_038415203.1
OG0000949	XP_004711158.1	XP_038417113.1
OG0000950	XP_004717319.1, XP_045139684.1	XP_038417893.1
OG0000951	XP_045143328.1	XP_038420641.1
OG0000952	XP_012860006.2	XP_038421414.1, XP_038421413.1, XP_038421416.1, XP_038421415.1
OG0000953	XP_045153565.1	XP_038422591.1
OG0000953	XP_004713521.3	XP_038439591.1
OG0000954	XP_045146296.1, XP_004716881.1, XP_045146295.1	XP_038423168.1, XP_038423165.1, XP_038423166.1, XP_038423167.1
OG0000955	XP_004709079.1	XP_038424223.1, XP_038424222.1, XP_038424224.1
OG0000956	XP_045149086.1	XP_038424476.1
OG0000957	XP_004708458.1	XP_038425212.1
OG0000959	XP_045151683.1, XP_045151685.1, XP_045151681.1	XP_038429966.1
OG0000960	XP_004710346.1	XP_038432246.1
OG0000961	XP_045149197.1, XP_012864060.1	XP_038432722.1, XP_038432723.1
OG0000962	XP_004711442.1	XP_038433571.1
OG0000963	XP_004697624.1	XP_038435275.1
OG0000964	XP_004706489.1	XP_038437102.1, XP_038437101.1, XP_038437108.1, XP_038437110.1, XP_038437106.1, XP_038437105.1, XP_038437099.1, XP_038437107.1, XP_038437104.1, XP_038437103.1, XP_038437109.1, XP_038437100.1
OG0000965	XP_045140268.1	XP_038438108.1
OG0000966	XP_004706469.1	XP_038438797.1
OG0000967	XP_004717356.1, XP_004717369.1, XP_004717368.1	XP_038439913.1
OG0000968	XP_045146589.1, XP_012864084.1	XP_038443890.1
OG0000969	XP_045141480.1	XP_038444499.1, XP_038444501.1, XP_038444504.1, XP_038444506.1, XP_038444500.1, XP_038444502.1, XP_038444498.1, XP_038444505.1, XP_038444503.1
OG0000970	XP_045141455.1, XP_004715668.1	XP_038444546.1, XP_038444547.1, XP_038444544.1, XP_038444545.1
OG0000975	XP_030740986.2	XP_038405084.1, XP_038442494.1, NP_001003031.2
OG0000976	XP_004704414.1	XP_038407020.1
OG0000978	XP_045155441.1	NP_001070906.1
OG0000979	XP_004716389.2	NP_001104270.1
OG0000979	XP_004705746.2	NP_001238964.1
OG0000980	XP_045143805.1, XP_045143806.1, XP_004698491.1, XP_045149362.1	NP_001138591.1
OG0000981	XP_004713471.1	XP_038439573.1
OG0000981	XP_004712962.1	NP_001238871.1
OG0000982	XP_012862330.1	XP_038399945.1
OG0000983	XP_004711459.1, XP_045143191.1, XP_045143190.1	NP_001239328.1, XP_038433180.1
OG0000984	XP_004713113.1	NP_001271387.1
OG0000985	XP_045155034.1	NP_001273976.1
OG0000986	XP_045140449.1	NP_001289757.1
OG0000987	XP_004708427.1	NP_001375573.1
OG0000988	XP_004716831.1, XP_004717009.1	NP_001375722.1
OG0000989	XP_004701936.1, XP_004701935.3	NP_001376075.1, NP_001375793.1
OG0000990	XP_045145759.1	XP_038381455.1
OG0000991	XP_004703099.1	XP_038381733.1, XP_038381734.1, XP_038381732.1, XP_038381737.1, XP_038381738.1, XP_038381735.1, XP_038381736.1, XP_038381731.1
OG0000993	XP_030742591.1	XP_038382700.1
OG0000994	XP_045144436.1	XP_038383007.1, XP_038383008.1, XP_038383006.1
OG0000995	XP_045141104.1, XP_030744841.1	XP_038395301.1, XP_038386379.1, XP_038383610.1, XP_038408018.1, XP_038442103.1
OG0000996	XP_045148385.1	XP_038383777.1
OG0000997	XP_012860373.1, XP_012862647.1, XP_030740849.1, XP_012859214.1, XP_004715853.1	XP_038432062.1, XP_038385248.1
OG0000998	XP_030742441.2	XP_038385464.1, XP_038385465.1, XP_038385466.1
OG0000999	XP_004712690.1	XP_038386052.1
OG0001000	XP_045149836.1	XP_038386893.1, XP_038386894.1, XP_038386892.1
OG0001001	XP_045140955.1	XP_038388072.1
OG0001002	XP_004712265.3	XP_038389834.1
OG0001003	XP_012862773.2	XP_038390426.1, XP_038390428.1, XP_038390427.1
OG0001004	XP_004696784.1	XP_038390966.1, XP_038390963.1, XP_038390964.1
OG0001005	XP_004712870.1, XP_045139538.1	XP_038392042.1, XP_038392044.1, XP_038392043.1, XP_038392045.1
OG0001006	XP_045153677.1	XP_038392114.1
OG0001007	XP_004704787.1	XP_038393939.1
OG0001008	XP_045149600.1	XP_038394325.1
OG0001009	XP_045140271.1, XP_004705675.1, XP_045140275.1	XP_038395107.1, XP_038395106.1
OG0001010	XP_004705619.1, XP_045141096.1	XP_038395368.1
OG0001011	XP_004706134.1	XP_038396065.1, XP_038396064.1, XP_038396066.1, XP_038396063.1
OG0001012	XP_004706220.1	XP_038396640.1
OG0001013	XP_004705847.1	XP_038396783.1, XP_038396782.1
OG0001014	XP_004709280.1	XP_038402219.1
OG0001014	XP_004700221.2	XP_038397704.1
OG0001015	XP_045154106.1	XP_038397725.1
OG0001016	XP_045154012.1, XP_004699911.1	XP_038397965.1, XP_038397963.1, XP_038397966.1, XP_038397964.1, XP_038397962.1
OG0001017	XP_045153974.1, XP_004700001.1, XP_045153975.1	XP_038398754.1
OG0001018	XP_004714678.1	XP_038399237.1
OG0001019	XP_045144982.1, XP_004714153.1	XP_038399783.1, XP_038399784.1, XP_038399786.1, XP_038399785.1
OG0001020	XP_045155406.1	XP_038402896.1
OG0001021	XP_004700595.1, XP_045144513.1, XP_004700596.1, XP_030742366.1	XP_038405662.1
OG0001022	XP_045145738.1	XP_038405926.1
OG0001023	XP_045146944.1	XP_038424982.1
OG0001023	XP_004700702.1	XP_038406192.1
OG0001024	XP_045139821.1, XP_004704415.1	XP_038407027.1, XP_038407023.1, XP_038407025.1, XP_038407026.1
OG0001025	XP_045150131.1, XP_045150130.1, XP_045150132.1, XP_004710253.1	XP_038407308.1, XP_038407306.1, XP_038407309.1
OG0001026	XP_004696658.1	XP_038408044.1
OG0001027	XP_004712432.1	XP_038408593.1, XP_038408592.1, XP_038408591.1
OG0001028	XP_045154565.1	XP_038409215.1, XP_038408603.1
OG0001029	XP_045150758.1	XP_038410039.1, XP_038410038.1, XP_038410040.1
OG0001030	XP_030743885.2	XP_038411825.1
OG0001031	XP_045154735.1	XP_038413631.1
OG0001032	XP_045150085.1	XP_038416988.1, XP_038416993.1, XP_038416991.1, XP_038416994.1, XP_038416989.1, XP_038416992.1, XP_038416990.1
OG0001033	XP_012859351.1	XP_038418294.1
OG0001034	XP_045149959.1, XP_045149986.1, XP_045149993.1, XP_045149976.1, XP_045149968.1, XP_045149962.1, XP_045149981.1, XP_045149972.1	XP_038418370.1, XP_038441248.1
OG0001035	XP_045144797.1	XP_038418642.1
OG0001036	XP_045147026.1, XP_004708489.1	XP_038419360.1, XP_038419359.1, XP_038419358.1, XP_038419357.1, XP_038419356.1
OG0001037	XP_045145780.1	XP_038421606.1, XP_038421605.1, XP_038421604.1, XP_038421607.1, XP_038421608.1, XP_038421603.1
OG0001038	XP_004715256.1	XP_038422183.1, XP_038422179.1, XP_038422180.1, XP_038422176.1, XP_038422181.1, XP_038422182.1, XP_038422177.1, XP_038422178.1
OG0001039	XP_045151383.1, XP_004698121.2	XP_038428927.1
OG0001040	XP_004715478.2	XP_038429194.1, XP_038429195.1, XP_038429196.1
OG0001041	XP_045149928.1	XP_038429330.1
OG0001042	XP_004701940.1	XP_038430342.1
OG0001043	XP_004709591.1	XP_038431379.1, XP_038431376.1, XP_038431377.1, XP_038431381.1, XP_038431375.1, XP_038431378.1
OG0001044	XP_004713857.1	XP_038432810.1, XP_038432812.1, XP_038432805.1, XP_038432808.1, XP_038432804.1, XP_038432811.1, XP_038432807.1, XP_038432809.1, XP_038432806.1, XP_038432813.1, XP_038432803.1
OG0001045	XP_045143230.1, XP_045143228.1, XP_004711423.1, XP_045143229.1	XP_038433653.1, XP_038433652.1
OG0001046	XP_030744229.1	XP_038434039.1
OG0001047	XP_004701296.2, XP_045147438.1	XP_038435003.1
OG0001048	XP_004697556.1, XP_045143492.1	XP_038435531.1, XP_038435530.1, XP_038435532.1, XP_038435529.1
OG0001049	XP_045141715.1	XP_038436804.1, XP_038436805.1
OG0001050	XP_004703276.1	XP_038438255.1
OG0001051	XP_045152341.1, XP_045152340.1, XP_045152339.1, XP_004713511.1	XP_038439434.1
OG0001052	XP_004717461.1	XP_038440371.1, XP_038440372.1
OG0001053	XP_004717360.1	XP_038440411.1, XP_038440413.1, XP_038440412.1, XP_038440410.1
OG0001054	XP_045152133.1, XP_045152120.1, XP_004701780.1	XP_038440995.1, XP_038440994.1, XP_038440992.1
OG0001056	XP_045144264.1, XP_045144265.1, XP_045144266.1	XP_038443317.1
OG0001060	XP_004716978.2	NP_001376006.1, NP_001375684.1, NP_001017533.1
OG0001061	XP_004709754.1	NP_001041558.1
OG0001061	XP_012861856.1	NP_001240716.1
OG0001062	XP_004714023.2	NP_001124528.1
OG0001062	XP_045156093.1	XP_038396886.1
OG0001063	XP_045141776.1, XP_004709681.2	XP_038440386.1
OG0001063	XP_030741963.1, XP_012861119.1, XP_045147609.1	XP_038407556.1
OG0001064	XP_004708985.1	NP_001375800.1
OG0001064	XP_004708986.1	NP_001375613.1
OG0001065	XP_004714653.1	XP_038382828.1
OG0001067	XP_045148440.1	XP_038384546.1
OG0001068	XP_004715884.1	XP_038385347.1
OG0001069	XP_045141557.1	XP_038385986.1, XP_038385985.1, XP_038385984.1, XP_038385987.1
OG0001070	XP_045142986.1, XP_045142186.1, XP_045154754.1, XP_045145737.1, XP_045146576.1, XP_045141504.1	XP_038386727.1
OG0001070	XP_045146435.1, XP_045140878.1, XP_045143118.1, XP_045142486.1	XP_038405641.1
OG0001071	XP_045154853.1	XP_038387336.1, XP_038387335.1, XP_038387334.1
OG0001072	XP_004699788.1, XP_045141752.1	XP_038388489.1
OG0001073	XP_045147527.1, XP_030742803.1	XP_038444727.1, XP_038389633.1
OG0001075	XP_045140259.1	XP_038438383.1, XP_038407381.1
OG0001075	XP_045147619.1	XP_038390129.1
OG0001077	XP_045149259.1	XP_038392386.1
OG0001078	XP_004709241.2	XP_038392802.1
OG0001079	XP_045155069.1	XP_038393541.1, XP_038393539.1, XP_038393540.1, XP_038393538.1
OG0001080	XP_045147669.1	XP_038406536.1
OG0001081	XP_030740264.2	XP_038395849.1
OG0001082	XP_004705906.1	XP_038396355.1
OG0001082	XP_012860589.1, XP_045147983.1	XP_038406347.1
OG0001084	XP_004700024.1	XP_038398733.1, XP_038398734.1, XP_038398735.1
OG0001085	XP_004714774.2	XP_038398921.1
OG0001085	XP_030743040.1	XP_038439891.1
OG0001086	XP_045152168.1, XP_045152167.1, XP_045152169.1	XP_038399922.1
OG0001087	XP_045149504.1, XP_004698553.1	XP_038400217.1, XP_038400219.1, XP_038400218.1
OG0001087	XP_004715351.2	XP_038440155.1
OG0001088	XP_045144136.1	XP_038400977.1
OG0001089	XP_004698874.2	XP_038401760.1, XP_038401761.1
OG0001090	XP_045155664.1, XP_004709204.1	XP_038402557.1, XP_038402552.1, XP_038402555.1, XP_038402554.1, XP_038402558.1, XP_038402556.1, XP_038402551.1
OG0001091	XP_004711753.1	XP_038409241.1
OG0001091	XP_004713307.1	XP_038404938.1
OG0001092	XP_004713413.1	XP_038405229.1
OG0001093	XP_004700613.1, XP_045146495.1, XP_045146492.1	XP_038405596.1
OG0001094	XP_004700395.1	XP_038406741.1
OG0001095	XP_030744327.1	XP_038406792.1
OG0001095	XP_045139840.1, XP_045139841.1, XP_004704380.1	XP_038406794.1, XP_038406793.1
OG0001096	XP_004704389.1	XP_038406814.1
OG0001097	XP_004704406.1	XP_038406965.1, XP_038406968.1, XP_038406966.1, XP_038406969.1, XP_038406967.1, XP_038406964.1
OG0001098	XP_004718018.2, XP_004712638.1	XP_038409135.1
OG0001099	XP_045152572.1	XP_038409185.1
OG0001100	XP_004711761.1, XP_045148767.1	XP_038409457.1, XP_038409456.1
OG0001101	XP_030742779.1	XP_038409928.1
OG0001102	XP_004710970.1	XP_038410682.1, XP_038410679.1, XP_038410683.1, XP_038410681.1, XP_038410678.1, XP_038410677.1, XP_038410676.1, XP_038410680.1
OG0001103	XP_004703432.2, XP_045140226.1	XP_038411014.1, XP_038411016.1, XP_038411015.1
OG0001104	XP_045144921.1	XP_038412593.1
OG0001104	XP_030743476.1	XP_038422224.1
OG0001105	XP_004702910.1	XP_038413133.1
OG0001106	XP_004702823.1	XP_038413210.1
OG0001107	XP_004707624.1	XP_038415829.1
OG0001109	XP_045150094.1, XP_045150095.1	XP_038416997.1, XP_038416998.1
OG0001110	XP_004696488.3	XP_038417670.1
OG0001111	XP_004715054.1	XP_038419097.1
OG0001111	XP_045152633.1	XP_038431089.1
OG0001112	XP_004715017.1, XP_045152991.1	XP_038419172.1
OG0001113	XP_045153105.1	XP_038419902.1, XP_038419901.1
OG0001114	XP_004715094.1	XP_038420360.1
OG0001114	XP_045152668.1	XP_038430662.1
OG0001116	XP_030741370.1	XP_038423012.1, XP_038423010.1, XP_038423011.1
OG0001117	XP_004716860.1	XP_038423243.1, XP_038423242.1
OG0001118	XP_045153017.1, XP_004715081.1	XP_038424133.1
OG0001119	XP_045153685.1, XP_045153686.1	XP_038424205.1, XP_038424206.1, XP_038424203.1, XP_038424204.1
OG0001120	XP_045147081.1	XP_038425192.1
OG0001121	XP_045139734.1, XP_004704326.1, XP_045139733.1	XP_038425350.1, XP_038425349.1, XP_038425351.1
OG0001122	XP_045145007.1	XP_038425388.1
OG0001123	XP_045150985.1, XP_045150984.1	XP_038426196.1
OG0001124	XP_045153740.1	XP_038426861.1
OG0001125	XP_004708587.1	XP_038427087.1, XP_038427088.1
OG0001126	XP_045151329.1	XP_038428445.1
OG0001127	XP_004714874.1	XP_038429283.1
OG0001128	XP_012862979.1, XP_045151799.1, XP_045151800.1, XP_045151798.1, XP_004706652.2	XP_038430108.1, XP_038430107.1, XP_038430106.1
OG0001129	XP_012859833.1	XP_038430194.1, XP_038430193.1, XP_038430192.1
OG0001130	XP_004701068.1	XP_038434409.1
OG0001131	XP_004697563.1, XP_045142372.1	XP_038435503.1
OG0001133	XP_030740183.1	XP_038436873.1
OG0001134	XP_045139953.1	XP_038438334.1
OG0001135	XP_004703815.1	XP_038440700.1
OG0001136	XP_004703792.1	XP_038440778.1
OG0001137	XP_045154412.1, XP_045154413.1	XP_038442220.1
OG0001138	XP_030743758.1	XP_038444184.1
OG0001139	XP_045141465.1	XP_038444649.1
OG0001144	XP_045145134.1	NP_001003180.1
OG0001146	XP_004697636.1	XP_038381405.1
OG0001147	XP_045153654.1	NP_001003359.1
OG0001148	XP_004708596.1, XP_045151002.1	NP_001003365.1
OG0001149	XP_045150506.1	XP_038381962.1, XP_038444796.1, NP_001003372.1, XP_038445546.1
OG0001151	XP_012863651.2, XP_004716284.1	XP_038433833.1, NP_001138979.1
OG0001152	XP_004706681.1	NP_001139741.1
OG0001152	XP_045145308.1	XP_038408463.1
OG0001153	XP_045145795.1, XP_004718158.2	NP_001239102.1
OG0001154	XP_004708568.1	NP_001375936.1
OG0001154	XP_004708579.1	NP_001375541.1, NP_001375901.1
OG0001155	XP_012863999.1, XP_004717560.1, XP_004717563.2, XP_004717543.1	NP_001375624.1
OG0001157	XP_004714474.1, XP_004714472.1	NP_001375781.1
OG0001159	XP_045150515.1	XP_038382158.1
OG0001160	XP_004702021.1	XP_038382193.1, XP_038382194.1, XP_038382195.1
OG0001161	XP_045154569.1	XP_038382840.1
OG0001162	XP_004713958.1	XP_038383227.1, XP_038383228.1
OG0001163	XP_004715707.1	XP_038383619.1
OG0001164	XP_004710442.1	XP_038384493.1, XP_038384494.1
OG0001165	XP_045148467.1, XP_030742256.1, XP_045148466.1, XP_045148465.1	XP_038384781.1, XP_038384784.1, XP_038384785.1, XP_038384783.1, XP_038384782.1
OG0001166	XP_045149586.1	XP_038385374.1, XP_038385372.1, XP_038385375.1, XP_038385373.1, XP_038385371.1
OG0001167	XP_004716173.3	XP_038385663.1
OG0001168	XP_045155125.1, XP_045155123.1, XP_045155124.1, XP_004705112.1	XP_038387299.1, XP_038387300.1
OG0001169	XP_045155212.1, XP_045155211.1	XP_038387945.1
OG0001170	XP_045145399.1	XP_038389091.1, XP_038389090.1, XP_038389089.1
OG0001171	XP_004701409.2	XP_038389707.1, XP_038389706.1
OG0001172	XP_004714269.1	XP_038391420.1
OG0001174	XP_004713089.1	XP_038393014.1
OG0001175	XP_004704854.2, XP_045149688.1	XP_038394266.1
OG0001176	XP_004704616.1	XP_038394324.1, XP_038394323.1
OG0001177	XP_012860887.3	XP_038395147.1, XP_038395146.1
OG0001178	XP_045142471.1	XP_038436110.1, XP_038436114.1, XP_038436113.1, XP_038436111.1, XP_038395281.1, XP_038436112.1
OG0001179	XP_030743989.2	XP_038402642.1
OG0001179	XP_045140310.1	XP_038395514.1
OG0001180	XP_012861015.3	XP_038395619.1, XP_038395620.1
OG0001181	XP_045147795.1	XP_038396995.1
OG0001181	XP_004702678.1	XP_038418761.1
OG0001182	XP_045147876.1	XP_038397458.1
OG0001183	XP_004710122.1	XP_038397719.1, XP_038444119.1
OG0001184	XP_045154128.1	XP_038397958.1
OG0001185	XP_004706730.1	XP_038398226.1, XP_038398225.1, XP_038398223.1, XP_038398224.1
OG0001186	XP_004706801.1	XP_038398520.1, XP_038398522.1, XP_038398519.1
OG0001187	XP_045152175.1, XP_045153879.1, XP_004716931.2	XP_038403655.1, XP_038433749.1, XP_038398911.1, XP_038421194.1
OG0001188	XP_030740799.2	XP_038400209.1, XP_038400211.1, XP_038400210.1, XP_038400206.1, XP_038400207.1, XP_038400208.1
OG0001189	XP_045142528.1, XP_004708387.1	XP_038402105.1, XP_038419378.1
OG0001190	XP_045155731.1, XP_045155732.1	XP_038403945.1
OG0001191	XP_004714584.1	XP_038404768.1, XP_038404766.1
OG0001192	XP_045148190.1	XP_038406264.1
OG0001193	XP_045140903.1	XP_038408028.1
OG0001194	XP_004711121.1	XP_038408915.1, XP_038408917.1, XP_038408918.1
OG0001195	XP_045148668.1	XP_038409364.1
OG0001196	XP_004711861.1	XP_038409506.1
OG0001197	XP_045141207.1, XP_004710782.1	XP_038409765.1
OG0001198	XP_004696589.1	XP_038410518.1, XP_038410517.1, XP_038410522.1, XP_038410520.1, XP_038410523.1, XP_038410516.1, XP_038410521.1, XP_038410515.1, XP_038410519.1
OG0001199	XP_045150616.1	XP_038410548.1
OG0001200	XP_004696290.1	XP_038410782.1
OG0001201	XP_030742715.1	XP_038410807.1
OG0001201	XP_004716736.1	XP_038443580.1
OG0001202	XP_004696156.1	XP_038417658.1
OG0001202	XP_045140111.1	XP_038412213.1
OG0001203	XP_004702705.1	XP_038412671.1, XP_038412670.1
OG0001204	XP_004702789.1	XP_038413085.1
OG0001205	XP_045142214.1	XP_038413246.1
OG0001206	XP_045154904.1, XP_045154905.1, XP_045154907.1, XP_004705352.1, XP_045154906.1	XP_038413484.1
OG0001207	XP_045155074.1	XP_038413624.1, XP_038413623.1, XP_038413627.1, XP_038413628.1, XP_038413626.1, XP_038413625.1
OG0001208	XP_030740798.1	XP_038414374.1
OG0001209	XP_004700399.2	XP_038414808.1
OG0001210	XP_004708807.1	XP_038414851.1, XP_038414849.1, XP_038414852.1, XP_038414850.1, XP_038414848.1
OG0001211	XP_045151753.1	XP_038414921.1
OG0001211	XP_045149936.1	XP_038429207.1
OG0001212	XP_045151718.1, XP_004708791.1, XP_045151716.1	XP_038415025.1
OG0001213	XP_030740519.2	XP_038415820.1
OG0001214	XP_004696198.1	XP_038416332.1
OG0001215	XP_004696105.1	XP_038416752.1
OG0001216	XP_045146399.1	XP_038418848.1
OG0001218	XP_045153635.1	XP_038422572.1
OG0001219	XP_004708678.1, XP_045150976.1, XP_045150975.1	XP_038439406.1
OG0001219	XP_004704479.1	XP_038425329.1
OG0001220	XP_004712145.1	XP_038426951.1
OG0001222	XP_045151079.1	XP_038428196.1, XP_038428195.1, XP_038428197.1
OG0001224	XP_045151144.1	XP_038428525.1, XP_038428528.1, XP_038428529.1, XP_038428527.1
OG0001225	XP_045151145.1, XP_004698117.1	XP_038428533.1
OG0001226	XP_004707652.1	XP_038429769.1
OG0001227	XP_045143155.1	XP_038432101.1, XP_038432103.1
OG0001228	XP_045152290.1	XP_038432110.1, XP_038432108.1, XP_038432112.1, XP_038432113.1, XP_038432114.1, XP_038432109.1, XP_038432115.1, XP_038432111.1
OG0001229	XP_004708286.1, XP_045151960.1	XP_038432536.1, XP_038432532.1, XP_038432533.1, XP_038432534.1, XP_038432535.1
OG0001230	XP_004708182.1, XP_030743097.1	XP_038432545.1
OG0001231	XP_004700252.1	XP_038433093.1, XP_038433094.1, XP_038433095.1, XP_038433090.1, XP_038433088.1, XP_038433092.1, XP_038433089.1, XP_038433091.1
OG0001232	XP_030740642.1, XP_004711568.1, XP_004711566.1	XP_038433418.1, XP_038433419.1
OG0001233	XP_030740603.1	XP_038433682.1
OG0001234	XP_045139601.1	XP_038434010.1
OG0001235	XP_004709472.1, XP_045142475.1	XP_038436297.1, XP_038436298.1
OG0001236	XP_004709491.1	XP_038436362.1, XP_038436364.1, XP_038436363.1, XP_038436365.1
OG0001237	XP_045142450.1	XP_038436410.1, XP_038436408.1, XP_038436409.1, XP_038436411.1
OG0001238	XP_004709519.1	XP_038436499.1, XP_038436498.1, XP_038436495.1, XP_038436500.1, XP_038436496.1, XP_038436497.1
OG0001239	XP_004718145.2	XP_038436696.1, XP_038436697.1, XP_038436695.1, XP_038436698.1
OG0001240	XP_045141602.1	XP_038436877.1
OG0001241	XP_045140589.1, XP_045140590.1, XP_045140588.1	XP_038437318.1, XP_038437317.1
OG0001242	XP_012859428.2	XP_038437843.1, XP_038437842.1, XP_038437839.1, XP_038437841.1, XP_038437845.1, XP_038437840.1, XP_038437844.1, XP_038437838.1
OG0001243	XP_004703475.1	XP_038438116.1
OG0001243	XP_004703474.1	XP_038438117.1
OG0001244	XP_004713534.1, XP_004713535.1	XP_038439446.1, XP_038439192.1, XP_038439448.1, XP_038439191.1
OG0001245	XP_004704158.1, XP_045153515.1, XP_045153514.1	XP_038439740.1
OG0001246	XP_004712573.1, XP_045151720.1	XP_038440218.1, XP_038440219.1, XP_038440217.1
OG0001247	XP_045154050.1	XP_038442203.1
OG0001248	XP_004717693.1	XP_038442475.1, XP_038442474.1
OG0001249	XP_004710091.1	XP_038443943.1
OG0001249	XP_004710033.1, XP_045146646.1	XP_038442732.1
OG0001250	XP_045146671.1, XP_004710020.1, XP_045150990.1, XP_045150991.1, XP_045150992.1	XP_038442770.1
OG0001251	XP_004717851.1	XP_038444205.1
OG0001253	XP_004708310.1	NP_001002975.1
OG0001254	XP_045152586.1, XP_045149162.1	XP_038408839.1
OG0001254	XP_045141634.1	NP_001003013.2
OG0001255	XP_004703609.1	NP_001003195.1
OG0001256	XP_004696910.1, XP_030744661.1	NP_001003232.1
OG0001257	XP_045147202.1	NP_001004074.1
OG0001258	XP_004708772.2	NP_001005264.2
OG0001260	XP_004698105.1	NP_001041555.1
OG0001261	XP_004708323.1	NP_001091013.1
OG0001262	XP_030742001.1	NP_001121567.1
OG0001263	XP_004709257.1	NP_001138622.1
OG0001264	XP_004697929.1, XP_004697930.1	NP_001184078.1
OG0001264	XP_004697931.1	XP_038428909.1
OG0001266	XP_004699386.1	NP_001239326.1
OG0001267	XP_004716988.2	XP_038405447.1
OG0001267	XP_004716964.1, XP_004716987.3	XP_038444987.1, NP_001375868.1, XP_038405990.1
OG0001268	XP_012864014.1, XP_004717535.1	NP_001375908.1, XP_038424771.1
OG0001269	XP_004717540.1	XP_038424770.1
OG0001270	XP_045148599.1, XP_045148894.1, XP_045148895.1	XP_038381580.1
OG0001271	XP_045151415.1	XP_038428930.1
OG0001271	XP_045152010.1	XP_038381746.1
OG0001272	XP_045151190.1	XP_038427331.1
OG0001272	XP_045141208.1, XP_004710461.1	XP_038384360.1
OG0001273	XP_045148953.1	XP_038384629.1, XP_038384628.1, XP_038384627.1
OG0001274	XP_030742221.1	XP_038384864.1
OG0001275	XP_004715885.1	XP_038385354.1
OG0001276	XP_004714501.1	XP_038404793.1
OG0001277	XP_045140829.1, XP_045140827.1, XP_045140830.1, XP_045140828.1	XP_038386408.1
OG0001278	XP_004697119.1	XP_038386429.1, XP_038386430.1, XP_038386427.1, XP_038386428.1
OG0001279	XP_004703563.1, XP_045141044.1, XP_045141043.1	XP_038388364.1
OG0001280	XP_004708268.1	XP_038388827.1
OG0001281	XP_004713268.1	XP_038427298.1
OG0001282	XP_004713031.1	XP_038390400.1
OG0001284	XP_004696859.1, XP_045140814.1	XP_038390645.1
OG0001284	XP_045147439.1	XP_038434487.1
OG0001285	XP_045141293.1, XP_030744725.1	XP_038391077.1
OG0001286	XP_004699277.2, XP_045140055.1	XP_038437989.1
OG0001287	XP_004716327.1	XP_038391800.1, XP_038391801.1
OG0001288	XP_045154659.1	XP_038392419.1, XP_038392415.1, XP_038392425.1, XP_038392421.1, XP_038392412.1, XP_038392423.1, XP_038392428.1, XP_038392431.1, XP_038392426.1, XP_038392418.1, XP_038392424.1, XP_038392420.1, XP_038392416.1, XP_038392429.1, XP_038392414.1, XP_038392422.1, XP_038392413.1, XP_038392430.1, XP_038392411.1, XP_038392432.1, XP_038392427.1
OG0001290	XP_004705279.1, XP_045154976.1	XP_038393528.1, XP_038393529.1
OG0001291	XP_004705267.1	XP_038393649.1
OG0001291	XP_004713123.1, XP_004713122.1	XP_038442531.1
OG0001292	XP_004704624.1	XP_038394360.1, XP_038394359.1, XP_038394362.1
OG0001293	XP_004705709.2	XP_038395710.1
OG0001294	XP_004705883.2	XP_038396530.1, XP_038396525.1, XP_038396521.1
OG0001295	XP_004699872.1	XP_038397769.1, XP_038397768.1
OG0001296	XP_045154125.1	XP_038397921.1
OG0001297	XP_045145979.1	XP_038398899.1
OG0001297	XP_004713914.1	XP_038417530.1
OG0001298	XP_045143545.1, XP_004698529.1, XP_045143544.1	XP_038400112.1
OG0001299	XP_045145221.1	XP_038404690.1
OG0001300	XP_045145163.1	XP_038404797.1
OG0001301	XP_045144450.1	XP_038405040.1
OG0001302	XP_004700682.1	XP_038406115.1, XP_038406114.1, XP_038406116.1
OG0001303	XP_004710240.1, XP_045150125.1, XP_045150126.1	XP_038407364.1, XP_038407359.1, XP_038407363.1, XP_038407357.1, XP_038407361.1, XP_038407358.1, XP_038407360.1, XP_038407365.1
OG0001304	XP_030744746.2	XP_038407956.1
OG0001305	XP_045141070.1, XP_004696708.1	XP_038408246.1
OG0001306	XP_004717067.1	XP_038423998.1
OG0001306	XP_004712479.1	XP_038408551.1
OG0001307	XP_045148712.1	XP_038409236.1
OG0001308	XP_045148699.1	XP_038409641.1
OG0001309	XP_004710816.1	XP_038409950.1, XP_038409954.1, XP_038409953.1, XP_038409948.1, XP_038409952.1, XP_038409955.1, XP_038409949.1
OG0001310	XP_004710910.1	XP_038409957.1, XP_038409956.1
OG0001311	XP_045150703.1	XP_038410047.1, XP_038410045.1, XP_038410051.1, XP_038410048.1, XP_038410050.1, XP_038410046.1, XP_038410049.1
OG0001312	XP_004696421.1	XP_038410217.1
OG0001312	XP_045153875.1, XP_045151969.1, XP_004717695.1	XP_038443706.1
OG0001313	XP_004696390.1	XP_038410345.1, XP_038410344.1
OG0001314	XP_004711357.1	XP_038436774.1
OG0001315	XP_045144946.1, XP_004702778.1, XP_045144947.1	XP_038413037.1
